|Utility Characteristics.Data Year|,|Utility Characteristics.Utility Number|,|Utility Characteristics.Utility Name|,|Utility Characteristics.State|,|Utility Characteristics.Ownership Type|,|Utility Characteristics.NERC Region|,|Also operating in other NERC Regions.TRE|,|Also operating in other NERC Regions.FRCC|,|Also operating in other NERC Regions.MRO|,|Also operating in other NERC Regions.NPCC|,|Also operating in other NERC Regions.RFC|,|Also operating in other NERC Regions.SERC|,|Also operating in other NERC Regions.SPP|,|Also operating in other NERC Regions.WECC|,|Operating in these RTOs.CAISO|,|Operating in these RTOs.ERCOT|,|Operating in these RTOs.PJM|,|Operating in these RTOs.NYISO|,|Operating in these RTOs.SPP|,|Operating in these RTOs.MISO|,|Operating in these RTOs.ISONE|,|Operating in these RTOs.Other|,|Other Activities.Generation|,|Other Activities.Transmission|,|Other Activities.Buying Transmission|,|Other Activities.Distribution|,|Other Activities.Buying Distribution|,|Other Activities.Wholesale Marketing|,|Other Activities.Retail Marketing|,|Other Activities.Bundled|,|Other Activities.Alt Fuel Vehicle|,|Other Activities.Alt Fuel Vehicle 2|
2014,590,City of Anaheim - (CA),CA,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y
2014,599,Anchorage Municipal Light and Power,AK,Municipal,AK,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,,Y,Y
2014,604,City of Andalusia,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,N,
2014,636,City of Anderson - (IN),IN,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2014,689,Connexus Energy,MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2014,690,City of Bardstown - (KY),KY,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,N,,,,
2014,691,City of Anoka,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,N,,,,Y,,,,,Y,Y
2014,694,Anza Electric Coop Inc,CA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2014,712,Arkansas River Power Authority,CO,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,,
2014,719,Town of Apex- (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2014,727,Appalachian Electric Coop,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,733,Appalachian Power Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,Y,Y,Y,Y,N,Y,,,Y,Y
2014,750,Arab Electric Coop Inc,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,796,Arizona Electric Pwr Coop Inc,AZ,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,Y,,,Y,,,N,N
2014,798,Arizona Power Authority,AZ,State,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,,,,,,,
2014,803,Arizona Public Service Co,AZ,Investor Owned,WECC,,,,,,,,Y,,,,,,,,,Y,Y,,Y,Y,Y,,,Y,Y
2014,807,Arkansas Electric Coop Corp,AR,Cooperative,SPP,,,,,,,Y,,,,,,Y,Y,,,Y,Y,Y,,,Y,,,,
2014,814,Entergy Arkansas Inc,AR,Investor Owned,SERC,,,,,,Y,,,,,,,,Y,,,Y,Y,Y,Y,Y,,,,Y,Y
2014,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,SERC,,,,,N,N,Y,,,,,,,N,,Y,,,,Y,,,,,N,
2014,828,City of Arlington - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,N,
2014,887,"Arrowhead Electric Coop, Inc",MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2014,907,City of Ashland - (OR),OR,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,Y,Y,Y
2014,918,City of Aspen- (CO),CO,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,,Y,Y,Y,,Y,Y,Y,Y
2014,924,"Associated Electric Coop, Inc",MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,,,Y,,,,
2014,942,Atchison-Holt Electric Coop,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2014,944,City of Athens - (AL),AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,947,Athens Utility Board,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,963,Atlantic City Electric Co,NJ,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,,Y,Y,Y,N,Y,N,N,Y,Y
2014,965,Atlantic Municipal Utilities,IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,,,Y,,
2014,970,Homefield Energy,IL,Retail Power Marketer,RFC,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,
2014,993,Auburn Board of Public Works,NE,Municipal,MRO,,,N,,,,Y,,,,,,,,,,Y,Y,Y,Y,,,,Y,,
2014,994,City of Auburn - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,
2014,998,City of Augusta - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,,Y,Y,,,,Y,,
2014,1009,City of Austin - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,N,,Y,Y,,Y,Y,,
2014,1015,Austin Energy,TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,N,Y,,Y,Y,,Y,Y
2014,1024,City of Ava - (MO),MO,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,1036,Town of Ayden - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,Y,,Y,,,,Y,,
2014,1050,City of Azusa,CA,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,,Y,,Y,,Y,N,Y,Y,Y
2014,1062,BARC Electric Coop Inc,VA,Cooperative,SERC,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,,
2014,1101,Bagley Public Utilities Comm,MN,Municipal,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2014,1148,City of Baldwin City- (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,N,Y,Y,,N,,,,
2014,1149,Baldwin County El Member Corp,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2014,1167,Baltimore Gas & Electric Co,MD,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,,Y,,Y,,,,,Y,Y
2014,1169,Bailey County Elec Coop Assn,TX,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2014,1175,"Bandera Electric Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2014,1176,City of Bandon - (OR),OR,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,N,
2014,1179,Emera Maine,ME,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,Y,Y,,Y,,,,,Y,Y
2014,1181,City of Bangor - (WI),WI,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,N,Y,,,,Y,,
2014,1192,City of Banning - (CA),CA,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,Y,Y,N,Y,,Y,N,,Y,Y
2014,1196,Village of Baraga - (MI),MI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2014,1201,Barbourville Utility Comm,KY,Municipal,RFC,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,N,
2014,1233,City of Barnesville - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,Y,Y,,,,,,
2014,1251,Barron Electric Coop,WI,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2014,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2014,1276,"Barrow Utils & Elec Coop, Inc",AK,Cooperative,AK,,,,,,,,,,,,,,,,,Y,N,,Y,,,,Y,Y,Y
2014,1279,Barry Electric Coop,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,N,,,,Y,,,,,N,
2014,1283,Bartholomew County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,N,
2014,1300,City of Bartow - (FL),FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,
2014,1301,"Barton County Elec Coop, Inc",MO,Cooperative,SERC,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,
2014,1307,Basin Electric Power Coop,ND,Cooperative,MRO&WECC,,,Y,,,,Y,Y,,,,,Y,Y,,,Y,Y,Y,Y,,Y,,Y,Y,Y
2014,1325,City of Batavia - (IL),IL,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,Y,,Y,,,,,,
2014,1366,City of Bay City - (MI),MI,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,N,,,,
2014,1367,"Bayfield Electric Coop, Inc",WI,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2014,1417,"Beartooth Electric Coop, Inc",MT,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2014,1427,City of Beatrice - (NE),NE,Municipal,SPP,,,N,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2014,1456,Town of Bedford - (VA),VA,Municipal,RFO,,,,,Y,,,,,,Y,,,,,,Y,,Y,Y,,,,,,
2014,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,N,,N,
2014,1523,Town of Belmont - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,Y,Y
2014,1525,City of Beloit - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,,,,,Y,,,Y,,,,,,
2014,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2014,1566,City of Bennettsville - (SC),SC,Municipal,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2014,1572,Badger Power Marketing Authority,WI,Wholesale Power Marketer,RFC,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2014,1573,City of Benson - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,,Y,,,,,,
2014,1578,Benton County,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,1579,PUD No 1 of Benton County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y
2014,1581,City of Benton - (AR),AR,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2014,1582,City of Benton - (KY),KY,Municipal,SERC,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,
2014,1586,City of Bentonville - (AR),AR,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,Y,N,Y,,,,,,
2014,1591,"Big Country Electric Coop, Inc",TX,Cooperative,TRE,Y,,,,,,Y,,N,Y,,,Y,,,Y,,N,,Y,,,,,N,N
2014,1601,City of Beresford,SD,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2014,1611,"Linde Energy Services, Inc.",NJ,Retail Power Marketer,RFC,,,,Y,Y,Y,,,,,Y,Y,,Y,Y,,,,,,,,Y,,,
2014,1613,Berkeley Electric Coop Inc,SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,1625,Benton Rural Electric Assn,WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,Y,,Y,,,,,,
2014,1640,City of Bessemer Utilities,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,1651,Bethel Utilities Corp,AK,Investor Owned,AK,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,
2014,1675,Big Horn Rural Electric Co,WY,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2014,1683,"Big Horn County Elec Coop, Inc",MT,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2014,1692,Big Rivers Electric Corp,KY,Cooperative,SERC,N,,,,N,Y,,,,,,,,Y,,,,Y,Y,,,Y,,,,
2014,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2014,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2014,1736,Blachly-Lane County Coop El Assn,OR,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2014,1738,Bonneville Power Administration,OR,Federal,WECC,,,,,,,,Y,,,,,,,,Y,,Y,Y,N,,Y,,,Y,Y
2014,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2014,1764,Black Diamond Power Co,WV,Investor Owned,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,N,
2014,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,Y,Y,Y,,,,,,
2014,1775,Black River Electric Coop - (MO),MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,1776,City of Black River Falls,WI,Municipal,MISO,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,,Y,Y
2014,1780,Black Warrior Elec Member Corp,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,N,Y,,,,,,
2014,1818,City of Blaine - (WA),WA,Municipal,,,,,,,,,Y,,,,,,,,Y,,,Y,Y,,,,,,
2014,1857,Block Island Power Co,RI,Investor Owned,NPCC,,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,N,
2014,1869,City of Bloomfield - (IA),IA,Municipal,SERC,,,,,,Y,,,,,,,,,,,Y,,,Y,,,,,,
2014,1883,Blue Earth Light & Water,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,,Y,Y,,
2014,1884,BENCO Electric Cooperative,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2014,1886,Blue Grass Energy Coop Corp,KY,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2014,1889,Blue Ridge Elec Member Corp - (NC),NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,Y,,Y,,,,,,
2014,1890,Blue Ridge Electric Coop Inc - (SC),SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,1891,Blue Ridge Mountain EMC - (GA),GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,1892,"Bluebonnet Electric Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,Y,Y,Y,,,,,Y,Y
2014,1896,City of Bluffton - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,,,,N,,,Y,,,,,,
2014,1898,"Bon Homme Yankton El Assn, Inc",SD,Cooperative,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2014,1913,City of Boerne,TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,N,,,,N,,,,Y,,
2014,1936,Bolivar Energy Authority,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,1997,City of Boscobel - (WI),WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2014,2001,Boone Electric Coop,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,2008,City of Boulder City - (NV),NV,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,Y,Y,Y
2014,2010,City of Bountiful,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,,,Y,,,,,,
2014,2049,"Bowie-Cass Electric Coop, Inc",TX,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,Y,,Y,Y,,Y,,,
2014,2054,City of Bowling Green - (OH),OH,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,Y,Y
2014,2056,City of Bowling Green - (KY),KY,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,2089,Bozrah Light & Power Company,CT,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,Y,Y
2014,2138,Brainerd Public Utilities,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,Y,,
2014,2144,Town of Braintree - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,,N,N,Y,,
2014,2152,Powerex Corporation,CN,Wholesale Power Marketer,WECC,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,
2014,2172,Brazos Electric Power Coop Inc,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,Y,,,,,,,
2014,2182,City of Breckenridge- (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2014,2192,Bremen Electric Light & Power Co,IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2014,2194,City of Brenham - (TX),TX,Municipal,TRE,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,
2014,2206,City of Brewster - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2014,2212,"Broad River Electric Coop, Inc",SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,N,,,Y,,,,,,
2014,2215,"Bridger Valley Elec Assn, Inc",WY,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,N,
2014,2220,Brigham City Corporation,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,N,,Y,,,,,,
2014,2247,City of Bristol - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,2248,Bristol Virginia Utilities,VA,Municipal,SERC,,,,,N,Y,,,,,,,,,,,,,,Y,,,,Y,N,N
2014,2273,Brodhead Water & Lighting Comm,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2014,2277,City of Broken Bow - (NE),NE,Municipal,MRO,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,,
2014,2285,City of Brookings - (SD),SD,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2014,2316,Brown County Rural Elec Assn,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2014,2354,Brown-Atchison E C A Inc,KS,Cooperative,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2014,2394,Burke-Divide Electric Coop Inc,ND,Cooperative,MRO,,,Y,,,,,,,,,,,,,N,,,,Y,,,,,,
2014,2409,Brownsville Public Utilities Board,TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,,Y,,Y,,
2014,2411,City of Brownsville,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2014,2439,City of Bryan - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,Y,,Y,,,,,Y,Y
2014,2442,City of Bryan - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,,Y,,,,
2014,2481,Cargill Power Markets LLC,MN,Wholesale Power Marketer,MRO,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,
2014,2485,City of Buffalo - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,Y,,,,,Y,,Y,Y
2014,2487,City of Buford,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,N,,
2014,2502,"Buckeye Rural Elec Coop, Inc",OH,Cooperative,RFC,N,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2014,2507,City of Burbank Water and Power,CA,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y
