,Year,Month,Event date,Event time,Restoration date,Restoration time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 14
72,2016,10,10/06/2016,9:50 AM,10/06/2016,7:00 PM,"9 Hours, 10 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Public Appeal,Unknown,Unknown,
73,2016,10,10/06/2016,7:30 PM,10/08/2016,6:00 PM,"46 Hours, 30 Minutes",Florida Power & Light,FRCC,Florida:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",5600,1200000,
74,2016,10,10/07/2016,8:00 AM,10/09/2016,1:00 PM,"53 Hours,0 Minutes",Duke Energy Florida,FRCC,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Su","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",413,165000,
75,2016,10,10/07/2016 11:08 AM,10/07/2016,7:00 PM,,"7 Hours, 52 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system- Generation Inadequacy,Unknown,Unknown,
76,2016,10,10/07/2016,4:22 PM,10/12/2016 11:00 AM,,"114 Hours, 38 Minutes",Southern Company,SERC,Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",122,36384,
77,2016,10,10/07/2016 10:45 PM,.,.,,". Hours,. Minutes",Seminole Electric Cooperative Inc,FRCC,Florida:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,Unknown,
78,2016,10,10/08/2016,1:10 AM,.,.,". Hours,. Minutes",South Carolina Electric and Gas,SERC,South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",1050,290824,
79,2016,10,10/08/2016,8:21 AM,10/13/2016,5:30 PM,"129 Hours,9 Minutes",Duke Energy Progress,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,Unknown,
80,2016,10,10/10/2016,1:15 PM,10/10/2016,7:00 PM,"5 Hours, 45 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system- Generation Inadequacy,Unknown,Unknown,
81,2016,10,10/28/2016,1:29 PM,10/28/2016,1:38 PM,"0 Hours,9 Minutes",Pacific Gas & Electric Co,WECC,California: Plumas County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Islanding,4,482,
82,2016,11,11/09/2016 11:59 AM,11/09/2016,6:15 PM,,"6 Hours, 16 Minutes",Modesto Irrigation District,WECC,"California: Stanislaus County, San Joaquin County, Alameda County, Tuolumne County;",Cyber event that could potentially impact electric power system adequacy or reliability- Cyber Attack,0,0,
83,2016,12,12/15/2016,6:30 AM,.,.,". Hours,. Minutes",California Department of Water Resources,WECC,California: Merced County;,Fuel supply emergencies that could impact electric power system adequacy or reliability- Fuel Supply Deficiency,Unknown,Unknown,
84,2016,12,12/28/2016,4:03 AM,12/31/2016,6:00 AM,"73 Hours, 57 Minutes",California Department of Water Resources,WECC,California:,Fuel supply emergencies that could impact electric power system adequacy or reliability- Fuel Supply Deficiency,0,0,
85,2016,12,12/30/2016,2:30 AM,12/30/2016,7:00 PM,"16 Hours, 30 Minutes",ISO New England,NPCC,Maine:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Weather or Natural Disaster",Unknown,85263,
