"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","OD1","REM","EQD"
"99849999999","2020-06-10T04:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","210,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0261,1","+0225,1","99999,9",,,"5,99,0082,1,999","SYN062CNII2 46/// /2111 10261 20225 90345 333 91216 555 11011 22012=",
"99849999999","2020-06-10T05:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","190,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0256,1","+0219,1","99999,9",,,"5,99,0088,1,999","SYN062CNII2 46/// /1906 10256 20219 90445 333 91217 555 11006 22006=",
"99849999999","2020-06-10T06:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","200,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0255,1","+0221,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /2010 10255 20221 90545 333 91215 555 11010 22011=",
"99849999999","2020-06-10T07:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","180,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0255,1","+0225,1","99999,9",,,"5,99,0057,1,999","SYN062CNII2 46/// /1811 10255 20225 90645 333 91211 555 11011 22012=",
"99849999999","2020-06-10T08:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","190,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0258,1","+0225,1","99999,9",,,"5,99,0067,1,999","SYN062CNII2 46/// /1911 10258 20225 90745 333 91213 555 11011 22012=",
"99849999999","2020-06-10T09:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","170,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0262,1","+0223,1","99999,9",,,"5,99,0098,1,999","SYN062CNII2 46/// /1713 10262 20223 90845 333 91219 555 11013 22014=",
"99849999999","2020-06-10T10:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","290,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0238,1","+0198,1","99999,9",,,"5,99,0103,1,999","SYN062CNII2 46/// /2912 10238 20198 90945 333 91220 555 11012 22013=",
"99849999999","2020-06-10T11:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","190,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0232,1","+0196,1","99999,9",,,"5,99,0108,1,999","SYN062CNII2 46/// /1905 10232 20196 91045 333 91221 555 11005 22005=",
"99849999999","2020-06-10T12:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","170,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0242,1","+0197,1","99999,9",,,"5,99,0057,1,999","SYN062CNII2 46/// /1705 10242 20197 91145 333 91211 555 11005 22005=",
"99849999999","2020-06-10T13:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","160,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0232,1","+0194,1","99999,9",,,"5,99,0046,1,999","SYN062CNII2 46/// /1603 10232 20194 91245 333 91209 555 11003 22003=",
