Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Demand,Unnamed: 7,Energy Sources (Megawatthours),Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Disposition,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Electric Revenues,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,,,,,,(Megawatts),,,,Power Exchanged,,,Wheeled Power,,,,,(Megawatthours),,,,,,(Thousands Dollars),,,,,,,
Data Year,Utility Number,Utility Name,State,Ownership Type,NERC Region,Summer Peak Demand,Winter Peak Demand,Net Generation,Wholesale Power Purchases,Exchange Energy Received,Exchange Energy Delivered,Net Power Exchanged,Wheeled Power Received,Wheeled Power Delivered,Net Wheeled Power,Transmission by Other Losses,Total Sources,Retail Sales,Sales for Resale,Furnished without Charge,Consumed by Respondent without Charge,Total Energy Losses,Total Disposition,From Retail Sales,From Delivery Customers,From Sales for Resale,From Credits or Adjustments,From Transmission,From Other,Total,"Data Type
O = Observed
I = Imputed"
2014,17983,City of Staples- (MN),MN,Municipal,MRO,4,4,.,23988,.,.,0,.,.,0,.,23988,22316,.,.,.,1672,23988,2288,.,.,.,.,.,2288,O
2014,18004,City of Starke - (FL),FL,Municipal,FRCC,15.3,15,.,70229,.,.,0,.,.,0,.,70229,66269,.,.,.,3960,70229,8742,.,.,.,.,.,8742,O
2014,18006,City of Starkville,MS,Municipal,SERC,92,67.8,0,432189,0,.,0,0,0,0,0,432189,419532,0,0,0,12657,432189,40642,.,0,0,0,821,41463,O
2014,18019,Stearns Cooperative Elec Assn,MN,Cooperative,MRO,96,111,.,555149,.,.,0,.,.,0,.,555149,530663,.,.,167,24319,555149,55335.7,.,.,.,.,348.8,55684.5,O
2014,18022,City of Statesville - (NC),NC,Municipal,SERC,93.8,89.3,0,469026,.,.,0,.,.,0,.,469026,449110,.,.,.,19916,469026,46703.7,.,.,.,.,505.5,47209.2,O
2014,18047,Steele-Waseca Cooperative Electric,MN,Cooperative,MRO,38.5,40.7,.,274205,.,.,0,.,.,0,.,274205,264222,.,.,.,9983,274205,29430.4,.,.,.,.,234,29664.4,O
2014,18051,Town of Steilacoom,WA,Municipal,WECC,5.4,10.4,.,39779,.,.,0,293,293,0,.,39779,37116,.,339,.,2324,39779,2567.4,.,.,.,.,10,2577.4,O
2014,18085,South Central Power Company,OH,Cooperative,RFC,432.2,535.5,.,2539250,.,.,0,.,.,0,.,2539250,2356991,49142,.,1320,131797,2539250,261194.1,.,3544.2,.,.,2124.1,266862.4,O
2014,18087,Town of Sterling - (MA),MA,Municipal,NPCC,11.7,11.1,.,56250,59958,53793,6165,.,.,0,.,62415,60518,.,.,.,1897,62415,8298.1,.,.,.,.,13,8311.1,O
2014,18100,Steuben County Rural E M C,IN,Cooperative,RFC,40.9,34.6,.,192942,.,.,0,.,.,0,.,192942,185027,.,.,214,7701,192942,19931.6,.,.,.,.,140.6,20072.2,O
2014,18102,"Steuben Rural Elec Coop, Inc",NY,Cooperative,NPCC,12.9,20.7,.,94878,.,.,0,.,.,0,.,94878,87719,.,.,189,6970,94878,10970,0,0,.,.,719,11689,O
2014,18125,Stillwater Utilities Authority,OK,Municipal,SPP,121,88,1039,492402,.,.,0,.,.,0,.,493441,448062,.,19821,.,25558,493441,46403,.,.,.,.,2094,48497,O
2014,18126,City of Stilwell - (OK),OK,Municipal,SPP,16,13,.,70620,.,.,0,.,.,0,.,70620,64537,.,881,.,5202,70620,5163,.,.,.,.,.,5163,O
2014,18177,City of Story City - (IA),IA,Municipal,MRO,11.1,8.1,51,54533,.,.,0,.,.,0,-461,54123,52396,.,953,398,376,54123,5158.6,0,0,0,0,21,5179.6,O
2014,18181,City of Stoughton - (WI),WI,Municipal,MISO,31.8,25.7,0,146315,0,0,.,0,0,.,.,146315,141575,0,.,164,4576,146315,15419.5,.,0,0,0,184.5,15604,O
2014,18193,Direct Energy Business,PA,Retail Power Marketer,RFC,.,.,.,60931528,.,.,0,.,.,0,.,60931528,60931528,.,.,.,.,60931528,4398413.1,.,.,.,.,.,4398413.1,O
2014,18199,"Swisher Electric Coop, Inc",TX,Cooperative,SPP,75.1,13.1,.,225742,.,.,0,.,.,0,.,225742,194399,.,.,.,31343,225742,23869,.,.,.,.,658,24527,O
2014,18203,Tallapoosa River Elec Coop Inc,AL,Cooperative,SERC,100,165,.,563554,.,.,0,.,.,0,.,563554,535300,.,.,.,28254,563554,59436,.,.,.,.,1443,60879,O
2014,18205,Strawberry Water Users Assn,UT,Investor Owned,WECC,.,.,9152,.,.,.,0,.,.,0,.,9152,.,9152,.,.,.,9152,.,.,454,.,11,48,513,O
2014,18206,Strawberry Electric Serv Dist,UT,Political Subdivision,WECC,13.8,10.5,.,55698,.,.,0,.,.,0,.,55698,51404,.,.,.,4294,55698,5237.6,.,.,.,.,667.7,5905.3,O
2014,18249,City of Sturgeon Bay - (WI),WI,Municipal,MISO,28.1,28.7,0,154820,0,0,.,0,0,.,.,154820,145945,0,.,0,8875,154820,15880.2,.,0,0,0,310.1,16190.3,O
2014,18252,City of Sturgis,MI,Municipal,RFC,45.3,39.6,8782,220607,0,0,0,0,0,0,0,229389,225800,0,0,0,3589,229389,24660,0,0,0,0,2078,26738,O
2014,18260,Surprise Valley Electrification,CA,Cooperative,WECC,39.1,19.1,.,164675,.,.,0,.,.,0,.,164675,144805,.,.,804,19066,164675,9987,.,.,.,.,97,10084,O
2014,18273,City of Sullivan - (MO),MO,Municipal,SERC,22,23,.,116261,.,.,0,.,.,0,.,116261,112054,.,1820,.,2387,116261,9645,.,.,.,.,1363,11008,O
2014,18280,Sulphur Springs Valley E C Inc,AZ,Cooperative,WECC,198.6,110.1,3120,976127,.,.,0,.,.,0,.,979247,793046,131184,.,1499,53518,979247,93423.2,.,5233.2,.,.,3309.4,101965.8,O
2014,18304,"Sumter Electric Coop, Inc",FL,Cooperative,FRCC,713.8,703.5,0,3140830,.,.,0,.,.,0,.,3140830,2982645,.,4429,153756,.,3140830,355337,.,.,.,.,8391,363728,O
2014,18305,Sumter Electric Member Corp,GA,Cooperative,SERC,104.9,119.2,.,400712,.,.,0,.,.,0,.,400712,379801,.,.,875,20036,400712,46810,.,.,.,.,1247,48057,O
2014,18312,Sun Prairie Utilities,WI,Municipal,MISO,58.1,46.8,0,264912,0,0,.,0,0,.,.,264912,257750,0,.,0,7162,264912,25920.2,.,0,0,0,325,26245.2,O
2014,18315,Sunflower Electric Power Corp,KS,Cooperative,SPP,909,753,2306809,4207132,.,.,0,887122,887122,0,.,6513941,.,6257212,.,.,256729,6513941,.,.,353241,.,55355,.,408596,O
2014,18316,"Sumner-Cowley Elec Coop, Inc",KS,Cooperative,SPP,18.3,15.8,.,94405,.,.,0,.,.,0,.,94405,88041,.,.,216,6148,94405,12916.8,.,.,.,.,.,12916.8,O
2014,18330,City of Superior - (NE),NE,Municipal,MRO,6,5,.,25405,.,.,0,.,.,0,.,25405,23128,.,.,.,2277,25405,2377,.,.,.,.,.,2377,O
2014,18336,Superior Water and Light Co,WI,Investor Owned,MRO,108,118,.,783176,.,.,0,.,.,0,.,783176,770427,.,.,.,12749,783176,54747,.,.,.,.,2058,56805,O
2014,18339,Surry-Yadkin Elec Member Corp,NC,Cooperative,SERC,86,130,.,414366,.,.,0,.,.,0,.,414366,379276,.,.,.,35090,414366,48641,.,.,.,.,1366,50007,O
2014,18360,Suwannee Valley Elec Coop Inc,FL,Cooperative,FRCC,107,117,.,497991,.,.,0,.,.,0,.,497991,485557,.,.,.,12434,497991,56908,.,.,.,.,637,57545,O
2014,18371,Village of Swanton - (VT),VT,Municipal,NPCC,10.3,9.6,41783,14377,.,.,0,2403,.,2403,.,58563,53710,2403,.,.,2450,58563,6791,.,39,.,.,32,6862,O
2014,18383,Taylor Electric Coop - (WI),WI,Cooperative,MRO,11.5,14,.,75280,.,.,0,.,.,0,.,75280,70788,.,.,94,4398,75280,8918.9,.,.,.,.,52.5,8971.4,O
2014,18384,City of Sweetwater,TN,Municipal,SERC,43.9,70.7,0,255432,0,.,0,0,0,0,0,255432,246367,0,0,0,9065,255432,23438,.,0,0,0,944,24382,O
2014,18395,Sylacauga Utilities Board,AL,Municipal,SERC,42.3,45.6,.,205006,.,.,0,.,.,0,.,205006,195007,.,.,.,9999,205006,19616.2,.,.,.,.,93.5,19709.7,O
2014,18397,City of Sylvania - (GA),GA,Municipal,SERC,97.6,101.1,.,676512,.,.,0,8889,.,8889,.,685401,680881,.,.,.,4520,685401,31999,.,.,.,.,422.1,32421.1,O
2014,18401,"Sun River Electric Coop, Inc",MT,Cooperative,WECC,29.8,15.1,.,94389,.,.,0,3403,3403,0,.,94389,85566,.,.,.,8823,94389,9973.2,.,.,.,.,25.7,9998.9,O
2014,18408,City of Syracuse - (NE),NE,Municipal,MRO,5,4.6,.,21244,.,.,0,.,.,0,.,21244,18435,.,.,262,2547,21244,1869.1,.,.,.,.,23,1892.1,O
2014,18429,City of Tacoma  - (WA),WA,Municipal,WECC,641,1020,3112560,4585509,101561,6218,95343,1447,1447,0,.,7793412,4723634,2848997,0,17344,203437,7793412,315244,0,82531,0,9599,327,407701,O
2014,18433,Tahlequah Public Works Authority,OK,Municipal,SPP,43,33,0,195277,0,0,0,0,0,0,0,195277,184726,0,0,0,10551,195277,15871,0,0,0,0,0,15871,O
2014,18445,City of Tallahassee - (FL),FL,Municipal,FRCC,565.1,574,2806765,47615,.,.,0,.,.,0,.,2854380,2637695,103111,.,.,113574,2854380,264066.7,.,5139.2,-1663.1,615.8,8322.7,276481.3,O
2014,18446,T I P Rural Electric Coop,IA,Cooperative,MRO,27.3,29,.,164229,.,.,0,.,.,0,.,164229,155227,.,.,261,8741,164229,16376.7,.,.,.,.,74.9,16451.6,O
2014,18447,Tallahatchie Valley E P A,MS,Cooperative,SERC,134.7,162.9,0,704036,0,.,0,0,0,0,0,704036,673375,0,0,2239,28422,704036,72237,.,0,0,0,3060,75297,O
2014,18448,Tanner Electric Coop,WA,Cooperative,WECC,12,20,.,97898,.,.,0,.,.,0,.,97898,92735,.,.,250,4913,97898,9975,.,.,.,.,.,9975,O
2014,18449,"Talquin Electric Coop, Inc",FL,Cooperative,FRCC,251,304,275,1039487,.,.,0,.,.,0,.,1039762,965142,25945,.,590,48085,1039762,124436.7,.,2382.2,.,.,-1173.2,125645.7,O
2014,18454,Tampa Electric Co,FL,Investor Owned,FRCC,4054,3300,18695497,889416,.,.,0,1658174,1635901,22273,.,19607186,18525739,259172,.,33092,789183,19607186,1982611.8,.,12954.8,.,.,25431.7,2020998.3,O
2014,18466,Town of Tarboro - (NC),NC,Municipal,SERC,49,39.9,.,239375,.,.,0,.,.,0,.,239375,217102,.,.,.,22273,239375,27819,.,.,.,.,.,27819,O
2014,18472,City of Tarrant,AL,Municipal,SERC,14.1,15,0,70669,0,.,0,0,0,0,0,70669,67812,0,0,359,2498,70669,7763,.,0,0,0,624,8387,O
2014,18476,"Tara Energy, LLC",TX,Retail Power Marketer,,.,.,.,1630792,.,.,0,.,.,0,.,1630792,1630792,.,.,.,.,1630792,180076.9,.,.,.,.,.,180076.9,O
2014,18488,City of Taunton,MA,Municipal,NPCC,141.6,115.4,152809,545516,.,.,0,.,.,0,.,698325,652064,18402,4953,.,22906,698325,92611,.,1332,-2730,.,2128,93341,O
2014,18498,Taylor County Rural E C C,KY,Cooperative,RFC,101.9,163,.,535109,.,.,0,.,.,0,.,535109,506927,.,.,374,27808,535109,48799,.,.,.,.,814,49613,O
2014,18499,Three Notch Elec Member Corp,GA,Cooperative,SERC,82.3,62.7,.,256392,.,.,0,.,.,0,.,256392,233189,.,.,229,22974,256392,33295,.,.,.,.,782,34077,O
2014,18525,City of Tecumseh,NE,Municipal,MRO,5.8,5.7,302,26347,.,.,0,.,.,0,.,26649,23947,.,.,.,2702,26649,2506,.,.,.,.,.,2506,O
2014,18538,City of Tell City - (IN),IN,Municipal,RFC,35.3,30.7,.,201381,.,.,0,16106,16106,0,.,201381,196421,.,.,.,4960,201381,16931,.,.,.,95,75.9,17101.9,O
2014,18589,"Rayburn Country Elec Coop, Inc",TX,Cooperative,TRE,831.5,1019.7,1021116,3792406,.,.,0,.,.,0,.,4813522,.,4726991,.,.,86531,4813522,.,.,345236.2,.,369,.,345605.2,O
2014,18642,Tennessee Valley Authority,TN,Federal,SERC,28242,33352,142896589,3343598,14622354,671961,13950393,.,.,0,.,160190580,19445876,137336090,.,41509,3367105,160190580,935516,.,10166795,.,.,22761,11125072,O
2014,18643,Tennessee Valley Electric Coop,TN,Cooperative,SERC,86.8,97.5,0,414142,0,.,0,0,0,0,0,414142,392530,0,0,1028,20584,414142,43591,.,0,0,0,1024,44615,O
2014,18679,Tex-La Electric Coop-Texas Inc,TX,Cooperative,TRE,346.3,444.6,.,1805844,.,.,0,.,.,0,.,1805844,.,1764362,.,.,41482,1805844,.,.,138594,673,.,.,139267,O
2014,18715,Texas Municipal Power Agency,TX,Municipal,TRE,495,473,2785912,.,.,.,0,.,.,0,.,2785912,.,2696793,.,.,89119,2785912,.,.,224246,.,.,.,224246,O
2014,18820,City of Thief River Falls,MN,Municipal,MRO,26,25,2297,150813,.,.,0,.,.,0,.,153110,148528,.,7,.,4575,153110,14057,.,.,.,.,411,14468,O
2014,18847,City of Thomaston - (GA),GA,Municipal,SERC,26.6,23.7,.,131793,.,.,0,.,.,0,.,131793,125321,.,.,.,6472,131793,13052,.,.,.,.,401,13453,O
2014,18848,City of Thomasville - (GA),GA,Municipal,SERC,107.1,118.9,.,535015,.,.,0,.,.,0,.,535015,513763,.,.,.,21252,535015,57726,.,.,.,.,.,57726,O
2014,18895,Thumb Electric Coop of Mich,MI,Cooperative,RFC,32.4,35.9,1,185974,.,.,0,.,.,0,.,185975,172408,.,.,561,13006,185975,19142,.,.,.,.,135,19277,O
2014,18917,Tillamook Peoples Utility Dist,OR,Political Subdivision,WECC,57.9,127.1,.,465149,.,.,0,.,.,0,.,465149,451861,.,.,897,12391,465149,34013,.,.,.,.,435,34448,O
2014,18940,Tipmont Rural Elec Member Corp,IN,Cooperative,RFC,108,106.5,.,538823,.,.,0,.,.,0,.,538823,517049,.,.,955,20819,538823,59558,0,0,0,0,414,59972,O
2014,18941,City of Tipp City - (OH),OH,Municipal,RFC,31.7,27.7,.,156551,.,.,0,.,.,0,.,156551,147495,.,1622,857,6577,156551,14763,.,.,.,.,39,14802,O
2014,18942,Tipton Municipal Electric Util,IN,Municipal,RFC,26.4,23.6,.,143055,.,.,0,.,.,0,.,143055,138061,.,.,.,4994,143055,12672.7,.,.,.,.,.,12672.7,O
2014,18943,Tippah Electric Power Assn,MS,Cooperative,SERC,72,72.5,0,347156,0,.,0,0,0,0,0,347156,325074,0,0,278,21804,347156,34080,.,0,0,0,1454,35534,O
2014,18947,City of Tipton - (IA),IA,Municipal,MRO,7.4,5.2,18934,28376,.,.,0,.,.,0,.,47310,23749,22000,375,.,1186,47310,2616,.,596,30,.,.,3242,O
2014,18951,Tishomingo County E P A,MS,Cooperative,SERC,59.4,78,0,301768,0,.,0,0,0,0,0,301768,286111,0,0,283,15374,301768,31023,.,0,0,0,952,31975,O
2014,18955,"Tri-County Electric Coop, Inc",IL,Cooperative,RFC,78.3,82.4,.,405535,.,.,0,.,.,0,.,405535,387131,.,.,200,18204,405535,46830.2,.,.,.,.,1411,48241.2,O
2014,18956,Tri-County Elec Member Corp,GA,Cooperative,SERC,81.4,126.5,.,391342,.,.,0,.,.,0,.,391342,370379,.,.,498,20465,391342,44596.3,.,.,.,.,1225.4,45821.7,O
2014,18957,Tri-County Elec Member Corp,NC,Cooperative,SERC,118.7,147.6,.,578598,.,.,0,.,.,0,.,578598,547243,.,.,.,31355,578598,55600,.,.,.,.,642,56242,O
2014,18961,Twin County Electric Pwr Assn,MS,Cooperative,SERC,65,53,.,223072,.,.,0,.,.,0,.,223072,203039,.,.,319,19714,223072,28873,.,.,.,.,309,29182,O
2014,18962,Twin Valley Electric Coop Inc,KS,Cooperative,SPP,9,8,.,40072,.,.,0,.,.,0,.,40072,36168,.,.,.,3904,40072,6014.1,.,.,.,.,104,6118.1,O
2014,18976,Trinity Valley Elec Coop Inc,TX,Cooperative,,271.5,398.1,.,1299638,.,.,0,.,.,0,.,1299638,1235418,.,.,.,64220,1299638,139959,.,.,.,.,2238.5,142197.5,O
2014,18995,Tenaska Power Services,TX,Retail Power Marketer,TRE,.,.,.,14178211,.,.,0,.,.,0,-753,14177458,1686043,12491415,.,.,.,14177458,88065.2,.,394287.6,.,.,.,482352.8,O
2014,18997,The Toledo Edison Co,OH,Investor Owned,RFC,2203,1816,1329312,2665867,.,.,0,.,.,0,.,3995179,2464641,1329312,.,25635,175591,3995179,206808.6,219439.9,57287.3,0,0,23660.6,507196.4,O
2014,19007,Tombigbee Electric Power Assn,MS,Cooperative,SERC,241.1,272.5,0,1170256,0,.,0,0,0,0,0,1170256,1102871,0,0,373,67012,1170256,110771,.,0,0,0,4174,114945,O
2014,19022,Tongue River Electric Coop Inc,MT,Cooperative,WECC,18,21.1,0,94351,.,.,0,.,.,0,.,94351,85033,.,.,239,9079,94351,11553,.,.,.,.,.,11553,O
2014,19027,"Tombigbee Electric Coop, Inc",AL,Cooperative,SERC,30.2,40.1,.,133838,.,.,0,.,.,0,.,133838,119215,.,.,.,14623,133838,15600,.,.,.,.,.,15600,O
2014,19032,City of Torrington - (WY),WY,Municipal,WECC,18.1,18.4,.,106049,.,.,0,.,.,0,.,106049,102757,.,.,.,3292,106049,8722,.,.,.,.,177,8899,O
2014,19048,Toledo Bend Project Joint Oper,TX,State,SERC,80,80,105392,.,.,.,0,.,.,0,.,105392,0,104044,0,669,679,105392,0,0,4540,0,0,0,4540,O
2014,19060,"Traverse Electric Coop, Inc",MN,Cooperative,MRO,10,19,.,97170,.,.,0,.,.,0,.,97170,91653,.,.,371,5146,97170,9286,.,.,.,.,27,9313,O
2014,19090,GDF SUEZ Energy Marketing North America,TX,Wholesale Power Marketer,TRE,.,.,.,33811007,.,.,0,.,.,0,.,33811007,.,33811007,.,.,.,33811007,.,.,1470742,.,.,.,1470742,O
2014,19096,TransAlta Energy Marketing (U.S.) Inc.,CN,Wholesale Power Marketer,WECC,.,.,.,16807908,.,.,0,123320,123320,0,.,16807908,.,16539707,.,.,268201,16807908,.,.,650754.7,.,.,.,650754.7,O
2014,19107,Suez Energy Resources North Am,TX,Retail Power Marketer,TRE,.,.,.,32790154,.,.,0,.,.,0,.,32790154,31625333,.,.,.,1164821,32790154,2218982,.,.,.,.,.,2218982,O
2014,19108,Tideland Electric Member Corp,NC,Cooperative,,79.1,93.9,.,379998,.,.,0,.,.,0,.,379998,345465,.,585,.,33948,379998,44471,.,.,.,.,223,44694,O
2014,19119,"TransCanada Power Marketing, Ltd.",MA,Retail Power Marketer,NPCC,2139,2028,0,3738569,10646452,1870,10644582,.,.,0,.,14383151,5158615,8804273,.,.,420263,14383151,424010,.,1052128,.,.,-570,1475568,O
2014,19125,City of Traverse City - (MI),MI,Municipal,RFC,71,57.4,.,321847,.,.,0,.,.,0,.,321847,321847,.,.,.,.,321847,35545,.,.,.,.,1819,37364,O
2014,19126,"TriEagle Energy, L.P.",TX,Retail Power Marketer,TRE,.,.,0,1732599,0,0,0,0,0,0,0,1732599,1732599,0,0,0,0,1732599,159772.5,0,0,0,0,0,159772.5,O
2014,19149,City of Trenton - (TN),TN,Municipal,SERC,14.3,14.5,0,70931,0,.,0,0,0,0,0,70931,69145,0,0,0,1786,70931,6836,.,0,0,0,140,6976,O
2014,19150,Trenton Municipal Utilities - (MO),MO,Municipal,SPP,17.4,18.3,272,93778,.,.,0,.,.,0,.,94050,89247,.,.,1798,3005,94050,8647,.,.,.,.,.,8647,O
2014,19154,Tri-State Electric Member Corp,GA,Cooperative,SERC,57,95,0,298797,0,.,0,0,0,0,0,298797,281416,0,0,670,16711,298797,34538,.,0,0,0,1289,6194,O
2014,19156,Powder River Energy Corp,WY,Cooperative,WECC,347.2,409,.,2861935,.,.,0,.,.,0,.,2861935,2748339,.,.,2782,110814,2861935,187641.5,.,.,.,.,2897.7,190539.2,O
2014,19157,Tri-County Electric Coop,MN,Cooperative,MRO,62.8,64.1,.,374585,.,.,0,.,.,0,.,374585,278076,82822,.,390,13297,374585,32949.7,.,6618.3,.,.,260.9,39828.9,O
2014,19158,Tri-County Electric Coop Assn,MO,Cooperative,SERC,19.6,25.4,.,100768,.,.,0,.,.,0,.,100768,93873,.,.,219,6676,100768,12512.3,.,.,.,.,.,12512.3,O
2014,19159,"Tri-County Electric Coop, Inc",TX,Cooperative,TRE,629.8,643.3,.,2751465,.,.,0,.,.,0,.,2751465,2645810,.,.,1001,104654,2751465,255717.2,0,0,-5431.6,0,2120,252405.6,O
2014,19160,"Tri-County Electric Coop, Inc",OK,Cooperative,SPP,169.2,144.4,.,1067102,.,.,0,.,.,0,.,1067102,1003063,.,.,645,63394,1067102,103663,.,.,.,.,.,103663,O
2014,19161,"Tri-County Electric Coop, Inc",FL,Cooperative,FRCC,65.8,72.1,.,318049,.,.,0,.,.,0,.,318049,298781,.,.,.,19268,318049,39307.9,.,.,.,0,723,40030.9,O
2014,19162,Tri-County Elec Member Corp,TN,Cooperative,SERC,201.1,338.5,0,1144781,0,.,0,0,0,0,0,1144781,1100452,0,0,2051,42278,1144781,115370,.,0,0,0,3803,61268,O
2014,19189,Trico Electric Cooperative Inc,AZ,Cooperative,WECC,183,96.1,477,703012,0,0,0,11479,10675,804,0,704293,670024,1725,0,1652,30892,704293,86642.8,0,132.1,338.8,0,1598.6,88712.3,O
2014,19219,Diverse Power Incorporated,GA,Cooperative,SERC,168,236.5,.,751794,.,.,0,.,.,0,.,751794,711124,.,.,.,40670,751794,82673.7,.,.,.,.,3113.7,85787.4,O
2014,19225,City of Troy - (AL),AL,Municipal,SERC,80,86,.,431632,.,.,0,.,.,0,.,431632,412564,.,.,.,19068,431632,32811,.,.,.,.,5033,37844,O
2014,19229,Truckee Donner P U D,CA,Political Subdivision,WECC,23.2,29,335,143229,.,.,0,.,.,0,.,143564,142094,.,.,490,980,143564,21630,.,.,.,.,163,21793,O
2014,19266,Tullahoma Board-Public Utils,TN,Municipal,SERC,61.3,72.4,0,318261,0,.,0,0,0,0,0,318261,305835,0,0,1406,11020,318261,28800,.,0,0,0,1591,30391,O
2014,19273,City of Tupelo - (MS),MS,Municipal,SERC,135,108.5,0,671413,0,.,0,0,0,0,0,671413,654930,0,0,459,16024,671413,56125,.,0,0,0,1328,57453,O
2014,19277,TDX North Slope Generating Co,AK,Investor Owned,AK,8.5,13.5,75540,.,.,.,0,.,.,0,.,75540,68810,.,.,.,6730,75540,13905,.,.,.,.,.,13905,O
2014,19281,Turlock Irrigation District,CA,Political Subdivision,WECC,602,336,2247327,1281089,0,9162,-9162,8228,8228,0,-247,3519007,2016138,1336524,0,69199,97146,3519007,272845,.,64341.2,.,.,9308,346494.2,O
2014,19293,Southeastern Electric Coop Inc - (SD),SD,Cooperative,MRO,92.9,91,.,643503,.,.,0,.,.,0,.,643503,628296,.,.,989,14218,643503,53091.7,.,.,.,.,291.2,53382.9,O
2014,19307,City of Tuscumbia,AL,Municipal,SERC,22.1,24.4,0,101360,0,.,0,0,0,0,0,101360,96968,0,0,264,4128,101360,10475,.,0,0,0,502,10977,O
2014,19308,City of Tuskegee,AL,Municipal,SERC,33,32,.,167677,.,.,0,.,.,0,.,167677,152612,.,.,.,15065,167677,17780,.,.,.,.,.,17780,O
2014,19324,Two Rivers Water & Light,WI,Municipal,MISO,14.6,15,0,85152,0,0,.,0,0,.,.,85152,81482,0,.,0,3670,85152,8985.7,.,0,0,0,72,9057.7,O
2014,19325,Umatilla Electric Coop Assn,OR,Cooperative,WECC,257.2,137.5,.,1400039,.,.,0,109964,109964,0,.,1400039,1347465,.,.,1397,51177,1400039,75556.8,.,.,.,694.8,263.4,76515,O
2014,19327,TXU Energy Retail Co LP,TX,Retail Power Marketer,,.,.,.,38377869,.,.,0,.,.,0,.,38377869,38377869,.,.,.,.,38377869,4410732,.,.,.,.,.,4410732,O
2014,19389,Upper Missouri G&T El Coop Inc,MT,Cooperative,MRO,752.5,986.7,.,5927418,.,.,0,.,.,0,.,5927418,.,5927418,.,.,.,5927418,.,.,301872.8,.,.,.,301872.8,O
2014,19390,"UGI Utilities, Inc",PA,Investor Owned,RFC,188,223,0,836826,.,.,0,.,.,0,.,836826,742542,131,.,1988,92165,836826,94938,5151.2,16,.,6299,1130,107534.2,O
2014,19396,Tri-County Electric Coop,MI,Cooperative,RFC,74,66,.,354351,.,.,0,.,.,0,.,354351,336193,.,.,.,18158,354351,44317.5,.,.,.,.,1102.9,45420.4,O
2014,19397,City of Ukiah - (CA),CA,Municipal,WECC,31,19,.,116935,.,.,0,.,.,0,.,116935,108041,.,.,.,8894,116935,13387,.,.,.,.,.,13387,O
2014,19430,City of Union City,TN,Municipal,SERC,61.1,50.8,0,307250,0,.,0,0,0,0,0,307250,298890,0,0,248,8112,307250,25867,.,0,0,0,731,26598,O
2014,19431,City of Union - (SC),SC,Municipal,SERC,28.6,27.8,.,137792,.,.,0,.,.,0,.,137792,132059,.,.,.,5733,137792,16001,.,.,.,.,-198,15803,O
2014,19435,Union Electric Membership Corp - (NC),NC,Cooperative,SERC,344,292,.,1326719,.,.,0,.,.,0,.,1326719,1256145,.,.,.,70574,1326719,138708,.,.,.,.,6994,145702,O
2014,19436,Union Electric Co - (MO),MO,Investor Owned,SERC,7785,7195,43473514,1505001,.,.,0,3191881,3191881,0,.,44978515,37022540,6170184,.,.,1785791,44978515,3112534,.,173156,26676,.,81160,3393526,O
2014,19437,Western Iowa Power Coop,IA,Cooperative,MRO,16.7,29,.,127729,.,.,0,.,.,0,.,127729,120393,.,.,187,7149,127729,14319.7,.,.,.,.,71,14390.7,O
2014,19445,"Southern Indiana R E C, Inc",IN,Cooperative,RFC,75,76,.,474753,.,.,0,.,.,0,.,474753,468537,.,.,.,6216,474753,38147,.,.,.,.,254,38401,O
2014,19446,Duke Energy Kentucky,OH,Investor Owned,RFC,837,860,3056643,1781449,.,.,0,.,.,0,.,4838092,4062378,385610,.,551,389553,4838092,338981,.,19884,1479,3304,2675,366323,O
2014,19454,City of Unalaska - (AK),AK,Municipal,AK,8,8.7,48004,0,.,.,0,.,.,0,.,48004,44584,.,.,.,3420,48004,18205,.,.,.,.,.,18205,O
2014,19490,United Electric Coop Service Inc - (TX),TX,Cooperative,TRE,452.2,589.9,.,2285940,.,.,0,.,.,0,.,2285940,2192626,.,.,2644,90670,2285940,196286.7,.,.,.,.,1410.1,197696.8,O
2014,19493,Union County Electric Coop Inc,SD,Cooperative,MRO,4.8,5.6,.,31935,.,.,0,.,.,0,.,31935,30136,.,.,.,1799,31935,3561,.,.,.,.,206,3767,O
2014,19497,United Illuminating Co,CT,Investor Owned,NPCC,1186,922,.,1895455,.,.,0,5898009,5898009,0,.,1895455,1771412,.,.,22000,102043,1895455,354273,326041,.,.,132693,-16459,796548,O
2014,19499,"United Power, Inc",CO,Cooperative,WECC,231.9,218.2,.,1707343,.,.,0,.,.,0,.,1707343,1645719,.,59549,2075,.,1707343,178622,.,.,1269,.,.,179891,O
2014,19501,"Union Rural Electric Coop, Inc",OH,Cooperative,RFC,92.2,80.5,.,502828,.,.,0,.,.,0,.,502828,490757,.,.,631,11440,502828,48340,.,.,.,.,220,48560,O
