Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Yearly Energy and Demand Savings,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Program Costs,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,DSM Program
,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
Data Year,Utility Number,Utility Name,State,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Water Heater
2014,18102,"Steuben Rural Elec Coop, Inc",NY,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,18125,Stillwater Utilities Authority,OK,.,.,1,.,1,.,.,0,.,0,.,.,2,.,2,.,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.
2014,18181,City of Stoughton - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,18203,Tallapoosa River Elec Coop Inc,AL,.,.,1,.,1,.,.,34,.,34,.,.,2.1,.,2.1,.,.,2.1,.,2.1,.,.,0,.,0,.,.,0,.,0,.
2014,18249,City of Sturgeon Bay - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,18280,Sulphur Springs Valley E C Inc,AZ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,18304,"Sumter Electric Coop, Inc",FL,.,28,.,.,28,.,166,.,.,166,.,23,.,.,23,.,19,.,.,19,.,.,.,.,.,0,365,.,.,365,.
2014,18312,Sun Prairie Utilities,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,18383,Taylor Electric Coop - (WI),WI,2433,128,.,.,2561,0,0,.,.,0,3.9,1.6,.,.,5.5,1.4,0.5,.,.,1.9,421,0,.,.,421,29,4,.,.,33,.
2014,18445,City of Tallahassee - (FL),FL,0,13,0,0,13,0,0,0,0,0,0,48.2,0,0,48.2,0,0,0,0,0,0,5783,.,0,5783,0,156,0,0,156,.
2014,18454,Tampa Electric Co,FL,26217,238,40,.,26495,0,7692,0,.,7692,59.3,93.6,170,.,322.9,0,0,0,.,0,3956,2850,16306,.,23112,3165,3192,466,.,6823,.
2014,18488,City of Taunton,MA,.,12,.,.,12,.,28,.,.,28,.,10,.,.,10,.,7,.,.,7,.,10,.,.,10,.,.,.,.,.,.
2014,18498,Taylor County Rural E C C,KY,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,18642,Tennessee Valley Authority,AL,0,80,95,0,175,0,331,5817,0,6148,0,8,613,0,621,0,8,431,0,439,0,236,21960,0,22196,0,236,732,0,968,.
2014,18642,Tennessee Valley Authority,GA,0,0,14,0,14,0,0,236,0,236,0,0,18,0,18,0,0,14,0,14,0,0,696,0,696,0,0,56,0,56,.
2014,18642,Tennessee Valley Authority,KY,0,65,60,0,125,0,263,1896,0,2159,0,19,177,0,196,0,11,140,0,151,0,730,8401,0,9131,0,218,718,0,936,.
2014,18642,Tennessee Valley Authority,MS,0,6,39,0,45,0,51,6712,0,6763,0,9,604,0,613,0,2,480,0,482,0,85,22163,0,22248,0,34,547,0,581,.
2014,18642,Tennessee Valley Authority,NC,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,.
2014,18642,Tennessee Valley Authority,TN,0,649,344,0,993,0,2369,10067,0,12436,0,84,964,0,1048,0,64,639,0,703,0,4019,28074,0,32093,0,3209,4014,0,7223,.
2014,18642,Tennessee Valley Authority,VA,0,1,6,0,7,0,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,2,8,0,10,0,2,8,0,10,.
2014,18820,City of Thief River Falls,MN,454,66,.,.,520,93,61,.,.,154,3,2,.,.,5,3,2,.,.,5,.,.,.,.,.,100,60,.,.,160,.
2014,18941,City of Tipp City - (OH),OH,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,18956,Tri-County Elec Member Corp,GA,3143,.,.,.,3143,.,.,.,.,.,4.4,.,.,.,4.4,3.8,.,.,.,3.8,97,.,.,.,97,68,.,.,.,68,.
2014,18997,The Toledo Edison Co,OH,1376,0,5,0,1381,3,0,0,0,3,0.9,0,201,0,201.9,0.9,0,0,0,0.9,91,0,10564,0,10655,129,0,1,0,130,.
2014,19126,"TriEagle Energy, L.P.",TX,24759,0,0,0,24759,138,0,0,0,138,24,0,0,0,24,5,0,0,0,5,45,0,0,0,45,.,0,0,0,0,0
2014,19157,Tri-County Electric Coop,MN,7934,248,83,0,8265,0,0,0,0,0,10.6,0.1,0,0,10.7,7.7,0.1,0,0,7.8,807,0,0,0,807,49,2,1,0,52,.
2014,19160,"Tri-County Electric Coop, Inc",OK,.,.,9,.,9,.,.,0,.,0,.,.,0,.,0,.,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.
2014,19189,Trico Electric Cooperative Inc,AZ,.,.,21,.,21,.,.,0,.,0,.,.,8.6,.,8.6,.,.,0,.,0,.,.,0,.,0,.,.,0,.,0,.
2014,19324,Two Rivers Water & Light,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,19327,TXU Energy Retail Co LP,TX,12947,0,0,0,12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,200,0
2014,19396,Tri-County Electric Coop,MI,5380,.,.,.,5380,.,.,.,.,.,22.5,.,.,.,22.5,11.7,.,.,.,11.7,515,.,.,.,515,19,.,.,.,19,65
2014,19446,Duke Energy Kentucky,KY,10411,15,7,.,10433,12,20,22,.,54,.,.,.,.,.,.,.,.,.,.,77,859,.,.,936,355,71,.,.,426,.
2014,19490,United Electric Coop Service Inc - (TX),TX,27291,5038,0,0,32329,128,106,.,.,234,8.9,7.4,.,.,16.3,8.9,7.4,.,.,16.3,1,.,.,.,1,.,.,.,.,.,.
2014,19499,"United Power, Inc",CO,5500,100,0,0,5600,1,1,0,0,2,6,0.5,0,0,6.5,6,0.5,0,0,6.5,165,25,0,0,190,100,10,0,0,110,.
2014,19547,Hawaiian Electric Co Inc,HI,35850,238,.,.,36088,926,207,.,.,1133,14.7,20.7,.,.,35.4,.,.,.,.,.,1388,2713,.,.,4101,997,2463,.,.,3460,50
2014,19578,Upper Peninsula Power Co,MI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,19687,City of Valley City,ND,342,105,.,.,447,.,.,.,.,.,3,4,.,.,7,3,4,.,.,7,90,121,.,.,211,27,8,.,.,35,.
2014,19728,"UNS Electric, Inc",AZ,0,2,0,0,2,0,3542,0,0,3542,0,3.4,0,0,3.4,0,3.4,0,0,3.4,0,0,0,0,0,0,189,0,0,189,0
2014,19788,City of Vermillion - (SD),SD,3434,.,.,.,3434,19,.,.,.,19,16,.,.,.,16,3,.,.,.,3,9,.,.,.,9,40,.,.,.,40,.
2014,19790,Verendrye Electric Coop Inc,ND,3108,345,0,.,3453,0,0,0,.,0,8,1,0,.,9,5.5,0.6,0,.,6.1,96,11,0,.,107,20,2,0,.,22,.
2014,19813,Vernon Electric Coop,WI,4285,226,.,.,4511,.,.,.,.,.,6,2,.,.,8,3,1,.,.,4,365,.,.,.,365,68,.,.,.,68,0
2014,19820,Victory Electric Coop Assn Inc,KS,.,.,134,.,134,.,.,5,.,5,.,.,10,.,10,.,.,7,.,7,.,.,329,.,329,.,.,84,.,84,0
2014,19865,City of Vinton - (IA),IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
2014,19876,Virginia Electric & Power Co,NC,5260,.,.,.,5260,.,.,.,.,.,4,.,.,.,4,2,.,.,.,2,164,.,.,.,164,277,.,.,.,277,0
2014,19876,Virginia Electric & Power Co,VA,115083,19,.,.,115102,.,.,.,.,.,81,18.6,.,.,99.6,50,15.3,.,.,65.3,3523,928,.,.,4451,3064,180,.,.,3244,0
2014,19896,City of Volga - (SD),SD,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24
2014,19947,City of Wadena - (MN),MN,539,42,26,0,607,286,30,57,0,373,4.8,0.6,0.8,0,6.2,2,0.3,0.5,0,2.8,93,40,9,0,142,27,2,1,0,30,.
2014,19951,City of Wadsworth - (OH),OH,1365,2,.,.,1367,1,1,.,.,2,.,.,.,.,.,.,.,.,.,.,44,1,.,.,45,.,.,.,.,.,2
2014,19968,City of Wahoo - (NE),NE,1700,14,.,.,1714,.,.,.,.,.,2,1,.,.,3,1,1,.,.,2,.,.,.,.,.,5,5,.,.,10,.
2014,19981,Wake Electric Membership Corp,NC,0,0,1,.,1,.,.,.,.,.,.,.,7,.,7,.,.,7,.,7,.,.,0,.,0,.,.,1,.,1,.
2014,20065,Walton Electric Member Corp,GA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,20136,City of Waseca - (MN),MN,1495,112,.,.,1607,32,5,.,.,37,1.4,0.9,.,.,2.3,0.4,0.8,.,.,1.2,48,15,.,.,63,1,1,.,.,2,.
2014,20150,Washington Electric Coop - (OH),OH,1038,11,0,.,1049,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,20182,Waterloo Light & Water Comm,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,20187,Watertown Municipal Utilities,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
2014,20211,Village of Waunakee - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,20213,Waupun Utilities,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,20387,West Penn Power Company,PA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3,.
2014,20401,West River Electric Assn Inc,SD,1637,.,.,.,1637,.,.,.,.,.,1.6,.,.,.,1.6,1.6,.,.,.,1.6,33,.,.,.,33,48,.,.,.,48,.
2014,20404,AEP Texas North Company,TX,.,20,.,.,20,.,.,.,.,.,.,2.8,.,.,2.8,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.
2014,20434,City of Westby,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,20447,"Western Farmers Elec Coop, Inc",OK,.,1,4,.,5,.,0,0,.,0,.,1,14,.,15,.,0,0,.,0,.,23,358,.,381,.,0,0,.,0,.
2014,20455,Western Massachusetts Electric Company,MA,.,.,1,.,1,.,.,0,.,0,.,.,2.2,.,2.2,.,.,0.2,.,0.2,.,.,84,.,84,.,.,0,.,0,0
2014,20472,"Wharton County Elec Coop, Inc",TX,506,32,.,.,538,.,.,.,.,.,1.6,7,.,.,8.6,1.6,3,.,.,4.6,130,.,.,.,130,88,.,.,.,88,.
2014,20521,Wheeling Power Co,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0
2014,20574,White River Valley El Coop Inc,MO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,20583,Whitehall Electric Utility,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,20639,"Wild Rice Electric Coop, Inc",MN,6105,20,1,.,6126,5365,323,81,.,5769,84,7,2,.,93,33,2,1,.,36,3921,222,20,.,4163,12,0,0,.,12,.
2014,20737,Willmar Municipal Utilities,MN,2608,158,0,0,2766,312,178,0,0,490,3.9,2.7,0,0,6.6,1,1,0,0,2,25,21,0,0,46,59,25,0,0,84,0
2014,20806,City of Windom,MN,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,20823,Winner Municipal Utility,SD,448,44,.,.,492,1,0,.,.,1,1,0,.,.,1,.,.,.,.,.,29,3,.,.,32,41,12,.,.,53,.
2014,20847,Wisconsin Electric Power Co,MI,.,.,4,.,4,.,.,.,.,.,.,.,5.1,.,5.1,.,.,.,.,.,0,0,378,0,378,.,.,.,.,.,.
2014,20847,Wisconsin Electric Power Co,WI,.,30,64,.,94,.,.,.,.,.,.,7.5,130,.,137.5,.,.,.,.,.,.,286,2165,.,2451,.,.,.,.,.,.
2014,20856,Wisconsin Power & Light Co,WI,10250,32,118,.,10400,.,.,.,.,.,.,22.1,118.1,.,140.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,20858,WPPI Energy,WI,0,0,9,0,9,0,0,0,0,0,0,0,43.3,0,43.3,0,0,0,0,0,0,0,3047,0,3047,0,0,0,0,0,.
2014,20860,Wisconsin Public Service Corp,MI,78,.,2,.,80,1,.,.,.,1,0.1,.,17.9,.,18,.,.,.,.,.,3,.,1128,.,1131,.,.,.,.,.,.
2014,20860,Wisconsin Public Service Corp,WI,23890,327,48,.,24265,149,187,.,.,336,31,26,296,.,353,.,.,.,.,.,765,1140,14921,.,16826,.,.,.,.,.,.
2014,20885,Withlacoochee River Elec Coop,FL,184269,20059,.,.,204328,1038,556,.,.,1594,30,16,.,.,46,15,10,.,.,25,.,.,.,.,.,54,6,.,.,60,.
2014,20963,Woodruff Electric Coop Corp,AR,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,20997,Yellowstone Valley Elec Co-op,MT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,21002,York Electric Coop Inc,SC,3362,.,.,.,3362,.,.,.,.,.,12,.,.,.,12,3,.,.,.,3,90,.,.,.,90,786,.,.,.,786,.
2014,21013,City of Worthington - (MN),MN,2107,0,0,0,2107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,50,0,0,0,50,.
2014,21111,Perennial Public Power Dist,NE,.,.,1378,.,1378,.,.,1344,.,1344,.,.,33.5,.,33.5,.,.,22.4,.,22.4,.,.,.,.,.,.,.,.,.,.,.
2014,21244,"Southside Electric Coop, Inc",VA,587,.,.,.,587,1,.,.,.,1,0.1,.,.,.,0.1,0.1,.,.,.,0.1,6,.,.,.,6,404,.,.,.,404,.
2014,21632,EnergyUnited Elec Member Corp,NC,14421,203,.,.,14624,.,.,.,.,.,14,11,.,.,25,14,11,.,.,25,1,1,.,.,2,.,.,.,.,.,.
2014,22053,Kentucky Power Co,KY,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,22500,Westar Energy Inc,KS,29577,855,.,.,30432,.,.,.,.,.,.,7.6,40.4,.,48,.,.,.,.,.,.,152,944,.,1096,.,10,10,.,20,.
2014,23826,Bluestem Electric Coop Inc,KS,.,10,146,.,156,.,.,4,.,4,.,3.5,.,.,3.5,.,0.9,.,.,0.9,.,.,125,.,125,.,2,23,.,25,.
2014,24211,Tucson Electric Power Co,AZ,0,46,0,0,46,0,20948,0,0,20948,0,16.5,0,0,16.5,0,16.5,0,0,16.5,0,0,0,0,0,0,479,0,0,479,0
2014,24949,Cass County Elec Coop Inc,ND,8999,402,534,.,9935,19232,5086,2387,.,26705,296.5,107.6,51.1,.,455.2,80.1,29.1,13.8,.,123,5838,7041,1297,.,14176,568,25,34,.,627,20
2014,25295,Western Indiana Energy REMC,IN,0,369,0,0,369,0,7152,0,0,7152,0,33,0,0,33,0,7.2,0,0,7.2,0,23,0,0,23,0,0,0,0,0,0
2014,26218,Little Ocmulgee El Member Corp,GA,.,.,252,.,252,.,.,0,.,0,.,.,4,.,4,.,.,2,.,2,.,.,0,.,0,.,.,20,.,20,.
2014,26934,"Red Lake Electric Coop, Inc",MN,2239,.,.,.,2239,3331,.,.,.,3331,53,.,.,.,53,14,.,.,.,14,1258,.,.,.,1258,17,.,.,.,17,.
2014,26939,Red River Valley Coop Pwr Assn,MN,2275,38,.,.,2313,.,.,.,.,.,56.8,4,.,.,60.8,18.4,2,.,.,20.4,11,.,.,.,11,84,10,.,.,94,24
2014,40051,Texas-New Mexico Power Co,TX,.,86,.,.,86,.,8,.,.,8,.,4.7,.,.,4.7,.,4,.,.,4,.,184,.,.,184,.,31,.,.,31,.
2014,40165,"Dixie Escalante R E A, Inc",UT,.,99,.,.,99,.,.,.,.,.,.,3,.,.,3,.,3,.,.,3,.,184,.,.,184,.,18,.,.,18,.
2014,40211,"Wabash Valley Power Assn, Inc",IL,5270,.,.,.,5270,34,.,.,.,34,9.4,.,.,.,9.4,8.6,.,.,.,8.6,443,.,.,.,443,401,.,.,.,401,732
2014,40211,"Wabash Valley Power Assn, Inc",IN,15544,.,.,.,15544,116,.,.,.,116,31.1,.,.,.,31.1,29.1,.,.,.,29.1,1466,.,.,.,1466,1325,.,.,.,1325,12705
2014,40211,"Wabash Valley Power Assn, Inc",IN,74,.,.,.,74,8,.,.,.,8,2.5,.,.,.,2.5,2,.,.,.,2,118,.,.,.,118,107,.,.,.,107,0
2014,40211,"Wabash Valley Power Assn, Inc",MO,16,.,.,.,16,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,1,.,.,.,1,1,.,.,.,1,9
2014,40212,Colquitt Electric Membership Corp,GA,.,8,1795,.,1803,.,16,633,.,649,.,0.7,64.1,.,64.8,.,0.7,63.5,.,64.2,.,.,.,.,.,0,4,47,0,51,.
2014,40228,Rappahannock Electric Coop,VA,40070,14,5,0,40089,14,24,4,0,42,8,3,7,0,18,6,1,5,0,12,92,27,16,0,135,201,0,0,0,201,.
2014,44372,Oncor Electric Delivery Company LLC,TX,0,177,0,0,177,0,191,0,0,191,0,59.2,0,0,59.2,0,59.2,0,0,59.2,0,2370,0,0,2370,0,219,0,0,219,.
2014,55787,City of Moreno Valley - (CA),CA,0,10,0,0,10,0,29,0,0,29,0,0.1,0,0,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0,104,0,0,104,.
2014,55937,Entergy Texas Inc.,TX,.,9,.,.,9,.,11,.,.,11,.,8.6,.,.,8.6,.,6,.,.,6,.,241,.,.,241,.,19,.,.,19,.
2014,58124,City of Winter Park - (FL),FL,0,0,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,58126,Pittsburg Power Company,CA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,58128,DC Sustainable Energy Utility,DC,1215,577,.,.,1792,19886,32398,.,.,52284,.,.,.,.,.,2.6,5.3,.,.,7.9,1863,4200,.,.,6063,4968,13568,.,.,18536,.
