Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Yearly Energy and Demand Savings,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Program Costs,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,DSM Program
,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
Data Year,Utility Number,Utility Name,State,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Water Heater
2014,5880,"Energy Coop of New York, Inc",NY,.,2,.,.,2,.,.,.,.,.,.,2,.,.,2,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.
2014,5905,Excelsior Electric Member Corp,GA,200,.,209,.,409,5,.,.,.,5,2.1,.,8.4,.,10.5,0.5,.,2.1,.,2.6,0,.,.,.,0,16,.,.,.,16,.
2014,5997,Town of Estes Park,CO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6043,City of Evansville,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,6151,Fairmont Public Utilities Comm,MN,3101,812,1,0,3914,41,18,0,0,59,3,1,1,0,5,1,1,1,0,3,0,1,20,0,21,5,0,0,0,5,0
2014,6181,"Farmers Electric Coop, Inc - (MO)",MO,3230,20,.,.,3250,2234,452,.,.,2686,6.1,0.1,.,.,6.2,4.6,0.1,.,.,4.7,19,.,.,.,19,20,.,.,.,20,0
2014,6342,First Electric Coop Corp,AR,6068,0,627,.,6695,144,0,344,.,488,6,0,68,.,74,4,0,6.9,.,10.9,165,0,3115,.,3280,5,0,5,.,10,.
2014,6395,Flathead Electric Coop Inc,MT,172,.,.,.,172,0,.,.,.,0,0.1,.,.,.,0.1,.,.,.,.,.,54,.,.,.,54,.,.,.,.,.,.
2014,6411,Flint Electric Membership Corp,GA,418,6,56,.,480,675,45,180,.,900,22.5,1.5,6,.,30,18.8,1.3,5,.,25.1,333,2,100,.,435,486,12,59,.,557,.
2014,6424,Florence Utility Comm,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,6431,"Flint Hills Rural E C A, Inc",KS,305,30,9,.,344,.,.,.,.,.,0.4,0.5,0.1,.,1,0.4,0.5,0.1,.,1,10,32,14,.,56,1,1,1,.,3,2
2014,6443,"Florida Keys El Coop Assn, Inc",FL,2433,1279,.,.,3712,.,.,.,.,.,2,1,.,.,3,0,0,.,.,0,55,54,.,.,109,.,.,.,.,.,.
2014,6452,Florida Power & Light Co,FL,810074,22045,.,.,832119,1333,6050,.,.,7383,930,747,.,.,1677,.,.,.,.,.,45368,61282,.,.,106650,13270,4903,.,.,18173,.
2014,6455,"Duke Energy Florida, Inc",FL,397091,755,0,0,397846,59,161,0,0,220,615,360,.,.,975,.,.,.,.,.,21859,33932,0,0,55791,19305,612,.,.,19917,.
2014,6604,City of Fort Collins - (CO),CO,2761,15,15,0,2791,0,0,0,0,0,2.2,3.9,3.9,0,10,2,0.8,0.8,0,3.6,109,0,0,0,109,0,0,0,0,0,.
2014,6640,Four County Elec Member Corp,NC,0,0,4,0,4,0,0,620,0,620,0,0,70.2,0,70.2,0,0,32,0,32,0,0,1713,0,1713,0,0,0,0,0,.
2014,6782,Freeborn-Mower Coop Services,MN,2021,21,21,.,2063,.,.,.,.,.,3.5,6.5,6.5,.,16.5,1.3,2.4,2.4,.,6.1,311,.,.,.,311,75,1,1,.,77,.
2014,6804,Frontier Power Company,OH,635,.,.,.,635,.,.,.,.,.,1.5,.,.,.,1.5,0.5,.,.,.,0.5,51,.,.,.,51,3,.,.,.,3,.
2014,7004,"Buckeye Power, Inc",OH,125692,40,.,.,125732,583,72,.,.,655,31.5,6,.,.,37.5,31.5,6,.,.,37.5,136,.,.,.,136,103,.,.,.,103,305
2014,7090,GreyStone Power Corporation,GA,.,4,21,.,25,.,37,195,.,232,.,1.8,9.8,.,11.6,.,1.8,9.8,.,11.6,.,.,.,.,.,.,.,.,.,.,.
2014,7140,Georgia Power Co,GA,52215,15,60,.,52290,.,.,.,.,.,102.3,8,236,.,346.3,.,.,.,.,.,23,140,9980,.,10143,1671,15,84,.,1770,.
2014,7265,City of Gladstone,MI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,7349,"Golden Spread Electric Cooperative, Inc",TX,.,.,3837,.,3837,.,.,0,.,0,.,.,51.3,.,51.3,.,.,0,.,0,.,.,2307,.,2307,.,.,20,.,20,.
2014,7456,Graham County Electric Coop Inc,AZ,.,9,.,.,9,.,1,.,.,1,.,1,.,.,1,.,0.9,.,.,0.9,.,13,.,.,13,.,1,.,.,1,.
2014,7489,Grand Rapids Public Util Comm,MN,1013,58,.,.,1071,6,2,.,.,8,5.3,1.4,.,.,6.7,2.7,0.7,.,.,3.4,43,1,.,.,44,2,0,.,.,2,0
2014,7490,Grand River Dam Authority,OK,.,.,1,.,1,.,.,0,.,0,.,.,18,.,18,.,.,14,.,14,.,.,.,.,.,.,.,832,.,832,.
2014,7558,Grayson Rural Electric Coop Corp,KY,.,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
2014,7570,Great River Energy,MN,280283,5054,0,0,285337,21961,3977,0,0,25938,230,210,0,0,440,181,204,0,0,385,801,77,0,0,878,2255,707,0,0,2962,.
2014,7634,City of Greenville - (TX),TX,.,2,.,.,2,.,19,.,.,19,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.
2014,7720,"Grundy Electric Coop, Inc",MO,2300,190,.,.,2490,0,0,.,.,0,1.5,0.5,.,.,2,0.8,0.2,.,.,1,12,.,.,.,12,6,.,.,.,6,.
2014,7785,"Gulf Coast Electric Coop, Inc",FL,757,.,.,.,757,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,.,.,.,.,.,2,.,.,.,2,.
2014,7801,Gulf Power Co,FL,14381,2,29,0,14412,9823,0,0,0,9823,21.3,4,58,.,83.3,21.3,4,58,.,83.3,3937,920,0,0,4857,8862,743,0,0,9605,0
2014,7887,Habersham Electric Membership Corp,GA,.,1,.,.,1,.,0,.,.,0,.,0.5,.,.,0.5,.,0,.,.,0,.,4,.,.,4,.,.,.,.,.,.
2014,8179,Harrison County Rural E M C,IN,1417,2,2,.,1421,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71
2014,8210,Hart Electric Member Corp,GA,.,.,.,.,.,80,34,6,.,120,4,2,1,.,7,4,2,1,.,7,59,.,.,.,59,.,.,.,.,.,.
2014,8212,Hartford Electric,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,8288,City of Hawarden - (IA),IA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,8298,Hawkeye Tri-County El Coop Inc,IA,3171,516,0,.,3687,0,0,0,.,0,3.3,2.8,0,.,6.1,2.1,1.8,0,.,3.9,242,0,0,.,242,179,29,0,.,208,0
2014,8319,Heartland Power Coop,IA,2317,447,.,.,2764,0,0,.,.,0,1.2,12.6,.,.,13.8,0.7,8,.,.,8.7,0,0,.,.,0,57,11,.,.,68,.
2014,8333,Haywood Electric Member Corp,NC,2163,.,.,.,2163,1,.,.,.,1,1.6,.,.,.,1.6,0.7,.,.,.,0.7,40,.,.,.,40,.,.,.,.,.,.
2014,8449,Henderson City Utility Comm,KY,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,8570,Highline Electric Assn,NE,.,.,100,.,100,.,.,.,.,.,.,.,50,.,50,.,.,1.3,.,1.3,.,.,47,.,47,.,.,15,.,15,.
2014,8574,"Jackson Electric Coop, Inc - (WI)",WI,4972,101,0,0,5073,0,0,0,0,0,2,9.9,0,0,11.9,1.8,9,0,0,10.8,1019,0,0,0,1019,192,4,0,0,196,.
2014,8773,"Holy Cross Electric Assn, Inc",CO,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0
2014,8786,Horry Electric Coop Inc,SC,5293,.,.,.,5293,47,.,.,.,47,0.2,.,.,.,0.2,0.2,.,.,.,0.2,38,.,.,.,38,39,.,.,.,39,257
2014,8795,City of Homestead - (FL),FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
2014,8901,CenterPoint Energy,TX,2618,243,.,.,2861,47,311,.,.,358,3.9,100.2,.,.,104.1,3.9,113.3,.,.,117.2,175,3506,.,.,3681,19,386,.,.,405,.
2014,8924,Howard Greeley Rural P P D,NE,.,.,1200,.,1200,.,.,50,.,50,.,.,20,.,20,.,.,12,.,12,.,.,.,.,.,.,.,.,.,.,0
2014,9124,Hustisford Utilities,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,9191,Idaho Power Co,ID,29239,88,2194,0,31521,0,0,0,0,0,39.2,26.3,267.5,0,333,38.6,25.4,249.1,0,313.1,439,1427,6075,0,7941,969,58,1415,0,2442,0
2014,9191,Idaho Power Co,OR,403,5,31,0,439,0,0,0,0,0,0.5,9.8,1.5,0,11.8,0.5,9.4,1.4,0,11.3,6,75,32,0,113,50,3,74,0,127,0
2014,9209,Illinois Rural Electric Coop,IL,110,.,.,.,110,1,.,.,.,1,2,2,.,.,4,2,2,.,.,4,.,.,.,.,.,20,.,.,.,20,0
2014,9230,City of Independence - (IA),IA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,9231,City of Independence - (MO),MO,.,.,2,.,2,.,.,.,.,.,.,.,2,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,9267,"Hoosier Energy R E C, Inc",IN,10645,0,.,.,10645,.,.,.,.,.,10.9,.,.,.,10.9,0.8,.,.,.,0.8,.,.,.,.,.,156,.,.,.,156,.
2014,9273,Indianapolis Power & Light Co,IN,37061,393,20,0,37474,0,0,0,0,0,30,1.4,43.9,0,75.3,0,0,0,0,0,786,71,682,0,1539,861,17,0,0,878,.
2014,9324,Indiana Michigan Power Co,IN,8440,74,28,.,8542,62,0,.,.,62,8.4,26.9,295.3,.,330.6,5.3,26.9,295.3,.,327.5,.,.,.,.,.,.,.,.,.,.,.
2014,9417,Interstate Power and Light Co,IA,51096,83,91,.,51270,.,92,429,.,521,39.8,42.8,199.9,.,282.5,.,.,.,.,.,1692,4161,19439,.,25292,383,10,44,.,437,51
2014,9417,Interstate Power and Light Co,MN,.,1,11,.,12,.,.,.,.,.,.,.,1.4,.,1.4,.,.,.,.,.,.,3,371,.,374,0,.,.,.,0,.
2014,9576,Jackson County Rural E M C - (IN),IN,398,1,.,.,399,.,.,.,.,.,0.8,0.1,.,.,0.9,0.8,0.1,.,.,0.9,.,.,.,.,.,120,.,.,.,120,.
2014,9590,"Jackson Electric Coop, Inc - (TX)",TX,.,.,9,.,9,.,.,.,.,.,.,.,48,.,48,.,.,46,.,46,.,.,.,.,.,.,.,.,.,.,.
2014,9601,Jackson Electric Member Corp - (GA),GA,23289,2588,.,.,25877,.,.,.,.,.,11,1,.,.,12,11,1,.,.,12,370,41,.,.,411,28,3,.,.,31,.
2014,9616,Beaches Energy Services,FL,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,9617,JEA,FL,0,0,36,0,36,0,0,0,0,0,0,0,251,0,251,0,0,161,0,161,0,0,38009,0,38009,.,.,.,.,.,.
2014,9690,Jefferson Utilities,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,9726,Jersey Central Power & Lt Co,NJ,15942,0,0,0,15942,39,0,0,0,39,23.4,0,0,0,23.4,23.4,0,0,0,23.4,0,0,0,0,0,743,0,0,0,743,.
2014,9750,Jo-Carroll Energy Coop Inc,IL,1552,256,18,.,1826,0,0,0,0,0,1.9,0.5,0.1,.,2.5,1.3,0.3,0.1,.,1.7,18,0,0,.,18,14,2,0,.,16,.
2014,9778,Johnson County Rural E M C,IN,.,.,2,.,2,.,.,20,.,20,.,.,1,.,1,.,.,0.6,.,0.6,.,.,28,.,28,.,.,2,.,2,.
2014,9922,Jump River Electric Coop Inc,WI,4507,148,.,.,4655,0,0,.,.,0,8,16,.,.,24,1.1,2.3,.,.,3.4,185,18,.,.,203,.,.,.,.,.,.
2014,9936,Juneau Utility Comm,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,9996,City of Kansas City - (KS),KS,95,8,.,.,103,.,.,.,.,.,1,0,.,.,1,.,.,.,.,.,78,0,.,.,78,.,.,.,.,.,.
2014,10000,Kansas City Power & Light Co,KS,18938,670,0,0,19608,0,0,0,0,0,17.1,2.6,0,0,19.7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,.
2014,10000,Kansas City Power & Light Co,MO,22014,935,0,0,22949,0,0,0,0,0,18.1,25.2,0,0,43.3,0,0,0,0,0,0,0,0,0,0,761,19,0,0,780,.
2014,10005,Kansas Gas & Electric Co,KS,26697,1002,.,.,27699,.,.,.,.,.,.,6.1,61.8,.,67.9,.,.,.,.,.,.,90,4409,.,4499,0,10,10,.,20,.
2014,10056,City of Kaukauna,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,10065,KBR Rural Public Power District,NE,.,.,500,.,500,.,.,.,.,.,.,.,5,.,5,.,.,5,.,5,.,.,2,.,2,.,.,.,.,.,.
2014,10153,KEM Electric Coop Inc,ND,664,0,235,0,899,0,0,0,0,0,2.9,0,7.1,0,10,1.3,0,2.5,0,3.8,1,0,3,0,4,14,0,33,0,47,.
2014,10171,Kentucky Utilities Co,KY,79562,1015,5,0,80582,1710,44,0,0,1754,80,10,0,0,90,80,10,0,0,90,2,0,0,0,2,3,0,0,0,3,286
2014,10324,City of Kings Mountain - (NC),NC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,10331,Kingsport Power Co,TN,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,10508,Village of L'Anse - (MI),MI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,10558,"LaCreek Electric Assn, Inc",SD,332,.,.,.,332,0,.,.,.,0,17,.,.,.,17,2,.,.,.,2,11,.,.,.,11,22,.,.,.,22,221
2014,10595,City of Lake City - (MN),MN,0,0,3,0,3,0,0,0,0,0,0,0,5,0,5,0,0,4.5,0,4.5,0,0,100,0,100,0,0,1,0,1,0
2014,10605,Lake Mills Light & Water,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,10625,"Lamb County Electric Coop, Inc",TX,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,10768,"Laurens Electric Coop, Inc",SC,3217,.,2,.,3219,7,.,4,.,11,4.8,.,2.8,.,7.6,3.4,.,1.8,.,5.2,.,.,.,.,.,.,.,.,.,.,.
2014,10857,"Lee County Electric Coop, Inc",FL,21963,29,.,.,21992,398,549,.,.,947,9.3,24.6,.,.,33.9,9.3,13,.,.,22.3,791,811,.,.,1602,119,122,.,.,241,.
2014,10868,City of Leesburg - (FL),FL,44,5,.,.,49,.,3,.,.,3,0,4.4,.,.,4.4,0,2.8,.,.,2.8,5,58,.,.,63,1,47,.,.,48,.
2014,11011,Licking Valley Rural E C C,KY,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,11018,Lincoln Electric System,NE,0,2,3,0,5,0,47,10,0,57,0,6,4,0,10,0,5,1,0,6,0,11,2,0,13,0,0,0,0,0,.
2014,11064,Litchfield Public Utilities,MN,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,.
2014,11125,City of Lodi - (WV),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,11171,Long Island Power Authority,NY,21387,6206,0,0,27593,0,0,0,0,0,20.8,8.8,0,0,29.6,20.8,8.8,0,0,29.6,0,0,0,0,0,923,391,0,0,1314,.
2014,11208,Los Angeles Department of Water & Power,CA,0,4,3,0,7,0,74,193,0,267,0,12.3,32.2,0,44.5,0,6.2,16.1,0,22.3,0,12,32,0,44,0,0,0,0,0,.
2014,11249,Louisville Gas & Electric Co,KY,96803,1010,2,0,97815,2333,93,0,0,2426,90,4,0,0,94,90,4,0,0,94,2,0,0,0,2,3,0,0,0,3,118
2014,11251,Loup River Public Power Dist,NE,.,479,.,.,479,.,.,.,.,.,.,22,.,.,22,.,16.5,.,.,16.5,.,.,.,.,.,.,32,.,.,32,.
2014,11256,City of Loveland - (CO),CO,3203,16,.,.,3219,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,0,.,.,.,0,.
2014,11269,Lower Colorado River Authority,TX,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,11273,Lower Valley Energy Inc,ID,8,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,0
2014,11273,Lower Valley Energy Inc,WY,450,.,.,.,450,.,.,.,.,.,2,.,.,.,2,1,.,.,.,1,54,.,.,.,54,.,.,.,.,.,0
2014,11298,Lyon Rural Electric Coop,IA,957,.,.,.,957,0,.,.,.,0,4.3,.,.,.,4.3,0.5,.,.,.,0.5,35,.,.,.,35,.,.,.,.,.,29
2014,11479,Madison Gas & Electric Co,WI,15586,0,0,0,15586,0,0,0,0,0,9.5,26.5,0,0,36,0,0,0,0,0,0,0,0,0,0,1351,0,0,0,1351,.
2014,11501,Magic Valley Electric Coop Inc,TX,600,.,.,.,600,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,0,.,.,.,0,150,.,.,.,150,.
2014,11560,City of Manassas - (VA),VA,.,.,.,.,.,69,.,.,.,69,3,.,.,.,3,3,.,.,.,3,104,.,.,.,104,.,.,.,.,.,.
2014,11571,Manitowoc Public Utilities,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
2014,11581,City of Manning,IA,141,4,.,.,145,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,.,.,1,.
2014,11611,City of Maquoketa - (IA),IA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,11713,City of Marshall - (MI),MI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,11731,City of Marshall - (MN),MN,3673,415,134,0,4222,680,2389,282,0,3351,3.4,3.4,1.2,0,8,3.4,3.4,1.2,0,8,99,572,190,0,861,31,17,6,0,54,16
2014,11811,Town of Massena - (NY),NY,754,1,.,.,755,20,8,.,.,28,1.5,0.3,.,.,1.8,0.8,0.3,.,.,1.1,18,15,.,.,33,10,2,.,.,12,0
2014,11843,Maui Electric Co Ltd,HI,.,14,.,.,14,.,6,.,.,6,.,5.5,.,.,5.5,.,3.2,.,.,3.2,.,12,.,.,12,.,3,.,.,3,.
2014,12090,"McLean Electric Coop, Inc",ND,544,0,46,0,590,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12199,Montana-Dakota Utilities Co,MT,.,2,2,.,4,.,.,.,.,.,.,0.2,0.7,.,0.9,.,.,.,.,.,.,9,22,.,31,.,4,9,.,13,.
2014,12199,Montana-Dakota Utilities Co,ND,.,22,4,.,26,.,5,.,.,5,.,8.5,6.4,.,14.9,.,.,.,.,.,.,376,283,.,659,.,57,44,.,101,.
2014,12199,Montana-Dakota Utilities Co,SD,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12199,Montana-Dakota Utilities Co,WY,718,.,.,.,718,65,.,.,.,65,14.1,.,.,.,14.1,2.5,.,.,.,2.5,262,.,.,.,262,.,.,.,.,.,.
2014,12208,City of McPherson - (KS),KS,.,21,.,.,21,.,.,.,.,.,.,0.5,.,.,0.5,.,0.5,.,.,0.5,.,.,.,.,.,.,1,.,.,1,.
2014,12260,Mecklenburg Electric Cooperative,VA,.,.,5,.,5,.,.,148,.,148,.,.,5,.,5,.,.,2,.,2,.,.,5,.,5,.,.,.,.,.,.
2014,12268,"Medina Electric Coop, Inc",TX,.,.,726,.,726,.,.,444,.,444,.,.,27,.,27,.,.,25.4,.,25.4,.,.,98,.,98,.,.,94,.,94,.
2014,12298,City of Menasha - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,12301,Nodak Electric Coop Inc,ND,6224,.,283,.,6507,23934,.,406,.,24340,155.6,.,43,.,198.6,55.9,.,22.3,.,78.2,.,.,.,.,.,183,.,.,.,183,.
2014,12341,MidAmerican Energy Co,IA,62873,46,59,.,62978,55,0,0,.,55,27.2,30.6,173.6,.,231.4,27.2,0,0,.,27.2,1904,1428,8090,.,11422,1135,62,350,.,1547,.
2014,12341,MidAmerican Energy Co,IL,3226,.,4,.,3230,6,.,0,.,6,2.5,1,5.8,.,9.3,2.5,0,0,.,2.5,97,40,228,.,365,48,2,13,.,63,.
2014,12341,MidAmerican Energy Co,SD,172,0,0,.,172,0,0,0,.,0,0.1,0,0,.,0.1,0.1,0,0,.,0.1,6,0,0,.,6,10,0,0,.,10,.
2014,12377,Midwest Energy Cooperative,MI,4841,523,.,.,5364,0,0,.,.,0,8,20,.,.,28,6,10,.,.,16,216,611,.,.,827,20,4,.,.,24,.
2014,12390,Metropolitan Edison Co,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,2,0,210,.
2014,12395,Menard Electric Coop,IL,1337,18,1163,.,2518,17,8,107,.,132,2,8.6,46.5,.,57.1,1,2,12,.,15,.,.,.,.,.,.,.,46,.,46,.
2014,12463,"Mid-Yellowstone Elec Coop, Inc",MT,33,.,.,.,33,96,.,.,.,96,0.2,.,.,.,0.2,0.2,.,.,.,0.2,1,.,.,.,1,2,.,.,.,2,.
2014,12472,Middle Georgia El Member Corp,GA,.,.,495,.,495,.,.,0,.,0,.,.,17,.,17,.,.,0,.,0,.,.,0,.,0,.,.,6,.,6,0
2014,12524,Midwest Energy Inc,KS,.,11,572,.,583,.,.,.,.,.,.,4,27.6,.,31.6,.,3.2,19.3,.,22.5,.,195,810,.,1005,.,0,820,.,820,.
2014,12615,City of Milton-Freewater- (OR),OR,784,63,.,.,847,165,14,.,.,179,4,.,.,.,4,3,.,.,.,3,38,3,.,.,41,.,.,.,.,.,.
2014,12647,"ALLETE, Inc.",MN,7378,537,7,.,7922,167,25,34,.,226,34.4,6.7,138.9,.,180,.,.,.,.,.,258,86,752,.,1096,.,.,.,.,.,.
2014,12660,Village of Minster - (OH),OH,.,.,1,.,1,.,.,0,.,0,.,.,1,.,1,.,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.
2014,12681,Mississippi County Electric Co,AR,.,.,587,.,587,.,.,.,.,.,.,.,3,.,3,.,.,2,.,2,.,.,243,.,243,.,.,113,.,113,.
2014,12686,Mississippi Power Co,MS,.,7,13,.,20,.,.,262,.,262,.,25,81.4,.,106.4,.,.,52.4,.,52.4,.,473,1833,.,2306,.,.,.,.,.,.
2014,12698,KCP&L Greater Missouri Operations Co.,MO,15940,429,0,0,16369,0,0,0,0,0,4.2,5.6,0,0,9.8,0,0,0,0,0,0,232,0,0,232,1882,161,0,0,2043,.
2014,12745,Modesto Irrigation District,CA,12447,65,9,0,12521,.,.,.,.,.,9,1,16.4,0,26.4,.,.,.,.,.,250,15,296,0,561,109,57,57,0,223,.
2014,12803,"Monroe County Elec Coop, Inc",IL,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12894,City of Moorhead - (MN),MN,1574,54,.,.,1628,694,403,.,.,1097,10,4,.,.,14,10,3,.,.,13,28,122,.,.,150,130,0,.,.,130,241
2014,12900,City of Mora - (MN),MN,0,1,0,0,1,0,0,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0.2,0,4,0,0,4,0,1,0,0,1,0
2014,12915,Moreau-Grand Electric Coop Inc,SD,462,.,.,.,462,.,.,.,.,.,6,.,.,.,6,6,.,.,.,6,5,.,.,.,5,.,.,.,.,.,75
2014,12929,South Central Indiana REMC,IN,1754,.,.,.,1754,0,.,.,.,0,0.8,.,.,.,0.8,0.8,.,.,.,0.8,0,.,.,.,0,0,.,.,.,0,0
2014,13036,Village of Mt. Horeb - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13058,"Mountain View Elec Assn, Inc",CO,1626,.,.,.,1626,.,.,.,.,.,7.4,.,.,.,7.4,1.8,.,.,.,1.8,59,.,.,.,59,17,.,.,.,17,.
2014,13145,Village of Muscoda - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13318,"Navopache Electric Coop, Inc",AZ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13337,Nebraska Public Power District,NE,.,299,28,.,327,.,0,0,.,0,.,6,0,.,6,.,5,0,.,5,.,669,0,.,669,.,38,0,.,38,.
2014,13352,City of Negaunee,MI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13407,Nevada Power Co,NV,69576,18,.,.,69594,11397,2071,.,.,13468,188.4,2.9,.,.,191.3,156,0.8,.,.,156.8,1744,.,.,.,1744,11720,1386,.,.,13106,.
