Data Year,Utility Number,Utility Name,Ownership,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2019,123,City of Adel- (GA),Municipal,,GA,SOCO,.,.,.,.,.,"2,080",588,18,.,"2,686",.,.,.,.,.,.,.,.,.,.,"2,080",588,18,.,"2,686","27,905","77,492","58,623",.,"164,020",.,.,.,.,.,.,.,.,.,.
2019,149,City of Afton- (IA),Municipal,Y,IA,MISO,434,80,.,.,514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,434,80,.,.,514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,150,Adrian Public Utilities Comm,Municipal,,MN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,537,112,2,0,651,537,112,2,0,651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,155,Agralite Electric Coop,Cooperative,,MN,MISO,76,12,69,.,157,"4,307",278,509,.,"5,094",.,.,.,.,.,0,0,0,.,0,"4,383",290,578,.,"5,251","79,677","82,266","63,033",.,"224,976","4,383",290,578,.,"5,251","2,748",188,571,.,"3,507"
2019,157,Town of Advance - (IN),Municipal,Y,IN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,238,33,.,.,271,238,33,.,.,271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,162,Aiken Electric Coop Inc,Cooperative,,SC,SC,.,.,.,.,0,"45,490","2,553",16,.,"48,059",.,.,.,.,.,.,.,.,.,.,"45,490","2,553",16,.,"48,059","623,544","134,771","180,121",.,"938,436","45,490","2,553",.,.,"48,043","7,105",.,.,.,"7,105"
2019,174,Aitkin Public Utilities Comm,Municipal,Y,MN,MISO,0,0,0,0,0,"1,641",268,79,.,"1,988",.,.,.,.,.,1,1,0,0,2,"1,642",269,79,0,"1,990","12,921","6,058","15,515",.,"34,494",0,0,0,0,0,0,0,0,0,0
2019,176,Ajo Improvement Co,Investor Owned,,AZ,AZPS,779,143,0,0,922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,779,143,0,0,922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,182,City of Akron - (IA),Municipal,Y,IA,MISO,696,134,50,.,880,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,134,50,.,880,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,183,Village of Akron - (NY),Municipal,Y,NY,NYIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,442",174,37,0,"1,653","1,442",174,37,0,"1,653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,191,Alamo Power District No 3,Political Subdivision,Y,NV,NEVP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,605,91,40,.,736,605,91,40,.,736,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,192,Akiachak Native Community Electric,Cooperative,Y,AK,NA,66,48,.,.,114,117,8,.,.,125,0,0,.,.,0,0,0,.,.,0,183,56,.,.,239,318,19,.,.,337,0,0,.,.,0,0,0,.,.,0
2019,195,Alabama Power Co,Investor Owned,,AL,SOCO,.,.,.,.,.,"1,276,834","177,712","6,173",.,"1,460,719",.,.,.,.,.,.,.,.,.,.,"1,276,834","177,712","6,173",.,"1,460,719","18,249,519","13,318,809","22,190,511",.,"53,758,839","1,276,213","177,712","6,173",.,"1,460,098","7,796",.,.,.,"7,796"
2019,198,City of Alton,Municipal,Y,IA,MISO,500,50,.,.,550,.,.,.,.,0,.,.,.,.,0,1,6,.,.,7,501,56,0,0,557,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2019,201,City of Alachua - (FL),Municipal,,FL,FPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,895",721,.,.,"4,616","3,895",721,.,.,"4,616",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,202,Town of Black Creek - (NC),Municipal,Y,NC,CPLE,645,117,.,.,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,645,117,.,.,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,207,City of Alameda,Municipal,,CA,CISO,.,.,.,.,.,"29,446","3,940",.,.,"33,386",.,.,.,.,.,179,66,.,.,245,"29,625","4,006",.,.,"33,631","119,250","200,277",.,.,"319,527",.,.,.,.,.,.,.,.,.,.
2019,213,Alaska Electric Light&Power Co,Investor Owned,,AK,NA,"14,707","2,056",204,.,"16,967",.,.,.,.,.,.,.,.,.,.,521,309,29,.,859,"15,228","2,365",233,.,"17,826",.,.,.,.,.,.,.,.,.,.,"2,346",40,0,.,"2,386"
2019,219,Alaska Power and Telephone Co,Investor Owned,,AK,NA,"5,569","2,405",.,.,"7,974",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,569","2,405",.,.,"7,974",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,221,"Alaska Village Elec Coop, Inc",Cooperative,,AK,NA,"8,065","3,382",0,0,"11,447",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,065","3,382",0,0,"11,447",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,228,City of Albany - (MO),Municipal,Y,MO,SWPP,823,148,.,.,971,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,823,148,.,.,971,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2019,229,City of Albany - (IL),Municipal,Y,IL,MISO,437,17,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,17,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,230,Albany Utility Board,Municipal,,GA,SOCO,"30,894",454,.,.,"31,348",.,.,.,.,.,.,.,.,.,.,579,"5,156",.,.,"5,735","31,473","5,610",.,.,"37,083",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,232,City of Albemarle - (NC),Municipal,,NC,DUK,"10,240","2,330",13,.,"12,583",.,.,.,.,.,.,.,.,.,.,36,17,0,.,53,"10,276","2,347",13,.,"12,636",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,240,Albemarle Electric Member Corp,Cooperative,,NC,PJM,.,.,.,.,.,"11,955","1,103",21,.,"13,079",.,.,.,.,.,.,.,.,.,.,"11,955","1,103",21,.,"13,079","177,135","34,650","7,598",.,"219,383","11,955","1,103",21,.,"13,079",.,.,.,.,.
2019,241,Albertville Municipal Utilities Board,Municipal,,AL,TVA,0,0,0,0,0,"8,108","2,114",15,0,"10,237",0,0,0,0,0,0,0,0,0,0,"8,108","2,114",15,0,"10,237","121,844","169,243","307,704",0,"598,791","8,065","2,127",0,0,"10,192",0,0,0,0,0
2019,244,City of Albion - (ID),Municipal,Y,ID,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,183,35,.,.,218,183,35,.,.,218,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,261,AGC Division of APG Inc,Investor Owned,,IN,MISO,.,.,5,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,266,City of Alpha - (MN),Municipal,Y,MN,MISO,70,9,.,.,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,70,9,.,.,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,276,Alcorn County Elec Power Assn,Cooperative,,MS,TVA,0,0,0,0,0,"14,716","3,767",6,0,"18,489","14,716","3,767",0,0,"18,483",0,0,0,0,0,"14,716","3,767",6,0,"18,489","220,177","157,642","207,753",0,"585,572","14,716","3,767",0,0,"18,483",0,0,0,0,0
2019,282,Village of Arcadia - (OH),Municipal,Y,OH,PJM,249,33,.,.,282,.,.,.,.,.,.,.,.,.,.,.,16,3,.,19,249,49,3,.,301,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,289,City of Alexander City,Municipal,,AL,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,983","1,010",61,.,"6,054","4,983","1,010",61,.,"6,054",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,295,City of Alexandria - (MN),Municipal,,MN,MISO,"3,986",507,19,.,"4,512",0,0,0,.,0,.,.,.,.,.,"4,258","1,185",189,.,"5,632","8,244","1,692",208,.,"10,144",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,296,"Alfalfa Electric Coop, Inc",Cooperative,,KS,SWPP,.,.,.,.,.,220,715,17,.,952,.,.,.,.,.,.,.,.,.,.,220,715,17,.,952,"4,030","6,351","15,341",.,"25,722",220,715,17,.,952,.,.,.,.,.
2019,296,"Alfalfa Electric Coop, Inc",Cooperative,,OK,SWPP,.,.,.,.,.,"2,700","4,693",259,.,"7,652",.,.,.,.,.,.,.,.,.,.,"2,700","4,693",259,.,"7,652","51,453","39,851","597,330",.,"688,634","2,700","4,693",259,.,"7,652",.,.,.,.,.
2019,298,City of Alexandria - (LA),Municipal,,LA,MISO,"4,188",708,3,.,"4,899",0,0,0,.,0,0,0,0,.,0,"15,846","3,078",4,.,"18,928","20,034","3,786",7,.,"23,827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,305,Alger-Delta Coop Electric Assn,Cooperative,,MI,MISO,"9,566",522,1,0,"10,089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,566",522,1,0,"10,089",0,0,0,0,0,"9,540",522,1,0,"10,063",0,0,0,0,0
2019,307,Algoma Utility Comm,Municipal,,WI,MISO,"1,663",352,0,0,"2,015",0,13,1,0,14,0,0,0,0,0,0,0,0,0,0,"1,663",365,1,0,"2,029",0,"12,866","6,671",0,"19,537",0,13,1,0,14,0,0,0,0,0
2019,308,City of Acworth - (GA),Municipal,,GA,SOCO,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,"5,970",551,3,.,"6,524","5,970",551,3,.,"6,524",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,309,City of Algona - (IA),Municipal,,IA,SWPP,.,.,.,.,.,"3,044",676,16,.,"3,736",.,.,.,.,.,.,.,.,.,.,"3,044",676,16,.,"3,736","28,102","28,172","57,077",.,"113,351",.,.,.,.,.,.,.,.,.,.
2019,329,"Allamakee-Clayton El Coop, Inc",Cooperative,,IA,MISO,78,33,.,.,111,"9,371",483,.,.,"9,854",0,0,.,.,0,13,9,.,.,22,"9,462",525,.,.,"9,987","107,275","7,452",.,.,"114,727",.,.,.,.,.,.,.,.,.,.
2019,366,City of Allendale- (IL),Municipal,Y,IL,MISO,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,239,20,.,.,259,239,20,.,.,259,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0
2019,367,City of Alliance- (NE),Municipal,,NE,SWPP,"4,313","1,004",9,.,"5,326",.,.,.,.,.,.,.,.,.,.,2,51,1,.,54,"4,315","1,055",10,.,"5,380",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,385,City of Alma - (KS),Municipal,Y,KS,SWPP,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,360,108,4,.,472,360,108,4,0,472,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2019,392,Alpena Power Co,Investor Owned,,MI,MISO,"13,698","2,774",.,.,"16,472",.,.,.,.,.,.,.,.,.,.,.,23,4,.,27,"13,698","2,797",4,.,"16,499",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,405,City of Alta - (IA),Municipal,Y,IA,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,157,0,0,986,829,157,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,406,City of Altamont - (IL),Municipal,Y,IL,MISO,"1,348",168,0,.,"1,516",.,.,.,.,0,.,.,.,.,.,.,3,24,.,27,"1,348",171,24,.,"1,543",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,407,Altamaha Electric Member Corp,Cooperative,,GA,SOCO,.,.,.,.,0,"18,705","1,858",223,.,"20,786",.,.,.,.,.,.,38,4,.,42,"18,705","1,896",227,0,"20,828","31,135","17,160","13,410",0,"61,705","18,705","1,858",227,0,"20,790",.,.,227,.,227
2019,408,City of Altamont - (KS),Municipal,Y,KS,SWPP,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,540,11,0,.,551,540,11,0,.,551,.,.,.,.,.,0,0,0,.,0,0,0,0,.,0
2019,416,City of Altus - (OK),Municipal,,OK,SWPP,.,.,.,.,.,"7,498","1,106",8,.,"8,612",.,.,.,.,.,86,58,.,.,144,"7,584","1,164",8,.,"8,756","87,547","57,940","46,343",.,"191,830",.,.,.,.,.,.,.,.,.,.
2019,432,City of Alta Vista- (IA),Municipal,Y,IA,MISO,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,134,29,9,0,172,134,29,9,0,172,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2019,471,Amana Society Service Co,Investor Owned,,IA,MISO,703,182,1,0,886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703,182,1,0,886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,482,City of Alvarado - (MN),Municipal,Y,MN,MISO,0,0,.,.,0,0,0,.,.,0,.,.,.,.,.,232,39,.,.,271,232,39,.,.,271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,554,City of Ames - (IA),Municipal,,IA,MISO,"3,098",435,0,0,"3,533",0,0,0,0,0,0,0,0,0,0,"21,040","2,805",6,0,"23,851","24,138","3,240",6,0,"27,384",0,0,0,0,0,0,0,0,0,0,"10,503",180,.,.,"10,683"
2019,560,City of Amherst- (OH),Municipal,,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,586",612,78,.,"6,276","5,586",612,78,.,"6,276",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,562,Amicalola Electric Member Corp,Cooperative,,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"45,161","5,096",16,9,"50,282","45,161","5,096",16,9,"50,282",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,571,City of Amory,Municipal,,MS,TVA,"2,866","1,086",2,0,"3,954",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2,866","1,086",3,0,"3,955",0,0,"16,953",0,"16,953",0,0,0,0,0,0,0,0,0,0
2019,577,City of Alcoa Utilities,Municipal,,TN,TVA,0,0,0,0,0,"26,035","3,695",1,0,"29,731",0,0,0,0,0,0,0,0,0,0,"26,035","3,695",1,0,"29,731","391,524","222,853","1,027",0,"615,405",0,0,0,0,0,0,0,0,0,0
2019,588,Anadarko Public Works Authority,Municipal,Y,OK,SWPP,0,0,.,.,0,"1,914",532,.,.,"2,446",.,.,.,.,.,.,.,.,.,.,"1,914",532,.,.,"2,446","25,392","28,706",.,.,"54,098",.,.,.,.,.,.,.,.,.,.
2019,590,City of Anaheim - (CA),Municipal,,CA,CISO,.,.,.,.,0,"34,985","2,186",352,.,"37,523",.,.,.,.,.,"97,037","16,202",242,.,"113,481","132,022","18,388",594,.,"151,004","53,604","175,719","911,674",.,"1,140,997",.,.,.,.,.,.,.,.,.,.
2019,599,Anchorage Municipal Light and Power,Municipal,,AK,AMPL,"10,042","4,462",.,.,"14,504","14,004","1,876",.,.,"15,880",.,.,.,.,.,0,33,.,.,33,"24,046","6,371",.,.,"30,417","85,704","79,567",.,.,"165,271",.,.,.,.,.,.,.,.,.,.
2019,604,City of Andalusia,Municipal,,AL,AEC,.,.,.,.,.,"3,632","1,007",2,.,"4,641",.,.,.,.,.,.,.,.,.,.,"3,632","1,007",2,.,"4,641","43,116","60,488","275,604",.,"379,208",.,.,.,.,.,.,.,.,.,.
2019,636,City of Anderson - (IN),Municipal,,IN,PJM,.,.,.,.,0,"31,272","4,274",61,.,"35,607",.,.,.,.,.,.,.,.,.,.,"31,272","4,274",61,.,"35,607","316,543","301,195","248,778",.,"866,516",.,11,25,.,36,.,.,.,.,.
2019,661,Village of Andover - (NY),Municipal,Y,NY,NYIS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,600,10,.,.,610,600,10,.,.,610,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,669,Village of Angelica - (NY),Municipal,Y,NY,NYIS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,644,79,.,.,723,644,79,.,.,723,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,682,City of Anita - (IA),Municipal,Y,IA,MISO,300,65,0,0,365,0,0,0,0,0,0,0,0,0,0,188,50,0,0,238,488,115,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,689,Connexus Energy,Cooperative,,MN,MISO,0,0,0,0,0,"123,670","11,511",412,0,"135,593",0,0,0,0,0,296,1,0,0,297,"123,966","11,512",412,0,"135,890","1,163,853","621,638","167,885",0,"1,953,376","123,966","11,512",412,0,"135,890",0,0,0,0,0
2019,690,City of Bardstown - (KY),Municipal,,KY,LGEE,.,.,.,.,.,"3,425","1,213",15,.,"4,653",.,.,.,.,.,.,.,.,.,.,"3,425","1,213",15,.,"4,653","45,559","56,738","98,380",.,"200,677",.,.,.,.,.,.,.,.,.,.
2019,691,City of Anoka,Municipal,,MN,MISO,"10,909","1,329",16,.,"12,254",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,909","1,329",16,.,"12,254",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,694,Anza Electric Coop Inc,Cooperative,,CA,WALC,0,0,0,0,0,98,0,0,0,98,0,0,0,0,0,"4,452",343,0,0,"4,795","4,550",343,0,0,"4,893",183,0,0,0,183,0,0,0,0,0,0,0,0,0,0
2019,695,City of Ansley - (NE),Municipal,Y,NE,SWPP,260,82,0,0,342,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,260,82,0,0,342,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,700,City of Anthon - (IA),Municipal,Y,IA,SWPP,312,47,.,.,359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,312,47,.,.,359,.,.,.,.,.,.,.,.,.,.,105,16,.,.,121
2019,701,City of Anthony - (KS),Municipal,Y,KS,SWPP,"1,548",342,9,0,"1,899",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,"1,548",342,9,0,"1,899",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,719,Town of Apex- (NC),Municipal,,NC,CPLE,"20,129","1,657",.,.,"21,786",.,.,.,.,0,.,.,.,.,.,397,.,.,.,397,"20,526","1,657",.,.,"22,183",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,723,City of Aplington,Municipal,Y,IA,MISO,482,66,.,.,548,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,482,66,.,.,548,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,727,Appalachian Electric Coop,Cooperative,,TN,TVA,0,0,0,0,0,"40,627","6,584",7,0,"47,218",0,0,0,0,0,0,0,0,0,0,"40,627","6,584",7,0,"47,218","617,840","240,245","72,908",0,"930,994",0,0,0,0,0,0,0,0,0,0
2019,733,Appalachian Power Co,Investor Owned,,VA,PJM,"118,526","31,330","1,390",0,"151,246","329,029","44,353",483,0,"373,865",0,0,0,0,0,201,69,36,0,306,"447,756","75,752","1,909",0,"525,417","2,064,311","1,212,018","24,344",0,"3,300,673",0,0,0,0,0,0,0,0,0,0
2019,733,Appalachian Power Co,Investor Owned,,WV,PJM,"346,154","65,004","2,152",0,"413,310","9,115","1,401",28,0,"10,544",0,0,0,0,0,39,67,96,0,202,"355,308","66,472","2,276",0,"424,056","60,429","10,594","35,266",0,"106,289",0,0,0,0,0,0,0,0,0,0
2019,737,Aguila Irrigation District,Political Subdivision,Y,AZ,AZPS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,.,56,.,.,56,.,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,750,Arab Electric Coop Inc,Cooperative,,AL,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,839","2,589",1,0,"15,429","12,839","2,589",1,0,"15,429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,752,City of Arapahoe - (NE),Municipal,Y,NE,SWPP,538,159,26,.,723,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,538,159,26,0,723,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2019,765,City of Arcadia - (WI),Municipal,Y,WI,MISO,"1,326",234,37,.,"1,597",.,.,.,.,.,.,.,.,.,.,.,.,24,.,24,"1,326",234,61,.,"1,621",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,768,City of Arcanum - (OH),Municipal,Y,OH,PJM,"1,500",125,27,.,"1,652",.,.,.,.,.,.,.,.,.,.,.,13,.,.,13,"1,500",138,27,.,"1,665",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,789,Town of Argos,Municipal,Y,IN,MISO,826,135,.,.,961,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,826,135,.,.,961,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,792,City of Argyle - (WI),Municipal,Y,WI,MISO,400,86,7,.,493,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,400,86,7,.,493,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0
2019,803,Arizona Public Service Co,Investor Owned,,AZ,AZPS,.,.,.,.,.,"1,137,980","127,716","3,332",.,"1,269,028",.,.,.,.,.,"12,365",678,396,.,"13,439","1,150,345","128,394","3,728",.,"1,282,467","12,848,601","9,972,197","902,385",.,"23,723,183",.,.,.,.,.,.,.,.,.,.
2019,814,Entergy Arkansas LLC,Investor Owned,,AR,MISO,"13,644",770,176,.,"14,590","156,354","14,220","1,626",.,"172,200",.,.,.,.,.,"441,589","81,056","28,189",2,"550,836","611,587","96,046","29,991",2,"737,626","728,547","120,237","25,542",.,"874,326",.,.,.,.,.,.,.,.,.,.
2019,814,Entergy Arkansas LLC,Investor Owned,,TN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3,3,.,7,1,3,3,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,817,Arkansas Valley Elec Coop Corp,Cooperative,,AR,SWPP,.,.,.,.,.,"51,385","3,938",39,0,"55,362",.,.,.,.,.,.,.,.,.,.,"51,385","3,938",39,0,"55,362","774,904","182,045","242,778",0,"1,199,727","51,385","3,938",39,0,"55,362",.,.,.,.,.
2019,817,Arkansas Valley Elec Coop Corp,Cooperative,,OK,SWPP,.,.,.,.,.,"4,039",500,0,0,"4,539",.,.,.,.,.,.,.,.,.,.,"4,039",500,0,0,"4,539","60,080","30,908",0,0,"90,988","4,039",500,0,0,"4,539",.,.,.,.,.
2019,828,City of Arlington - (MN),Municipal,,MN,MISO,957,110,0,0,"1,067",0,0,0,0,0,.,.,.,.,.,8,84,.,.,92,965,194,0,0,"1,159",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2019,831,City of Arlington - (SD),Municipal,Y,SD,SWPP,333,52,.,.,385,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,52,.,.,385,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,832,City of Arma - (KS),Municipal,Y,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,780,30,10,.,820,780,30,10,.,820,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,871,Village of Arnold - (NE),Municipal,Y,NE,SWPP,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.,375,155,.,.,530,375,155,.,.,530,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,887,"Arrowhead Electric Coop, Inc",Cooperative,,MN,MISO,1,.,.,.,1,"5,080",523,.,.,"5,603",.,.,.,.,.,.,.,.,.,.,"5,081",523,.,.,"5,604","46,529","28,600",.,.,"75,129","3,855",434,.,.,"4,289",.,.,.,.,.
2019,902,Town of Ashburnham - (MA),Municipal,Y,MA,ISNE,"2,852",176,36,.,"3,064",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,852",176,36,.,"3,064",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,906,Town of Ashland,Municipal,Y,NH,ISNE,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,"1,368",229,4,.,"1,601","1,368",229,4,0,"1,601",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
