Data Year,Utility Number,Utility Name,Ownership,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2019,13027,"Mountain Electric Coop, Inc",Cooperative,,TN,TVA,0,0,0,0,0,"12,449","2,870",3,0,"15,322",0,0,0,0,0,0,0,0,0,0,"12,449","2,870",3,0,"15,322","146,403","70,813","146,040",0,"363,256","12,449","2,870",0,0,"15,319",0,0,0,0,0
2019,13029,City of Moundridge - (KS),Municipal,,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,871,119,31,.,"1,021",871,119,31,.,"1,021",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13032,Mt Carmel Public Utility Co,Investor Owned,,IL,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,669",838,97,0,"5,604","4,669",838,97,0,"5,604",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13033,City of Mount Dora - (FL),Municipal,Y,FL,FPC,"4,979",916,.,.,"5,895",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,979",916,.,.,"5,895",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13035,City of Mount Hope - (KS),Municipal,Y,KS,SWPP,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,371,18,.,.,389,371,18,0,0,389,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2019,13036,Village of Mt. Horeb - (WI),Municipal,,WI,MISO,0,0,0,0,0,"3,400",561,0,0,"3,961",0,0,0,0,0,7,2,0,0,9,"3,407",563,0,0,"3,970","28,238","26,890",0,0,"55,128",0,0,0,0,0,0,0,0,0,0
2019,13037,City of Mt Pleasant - (UT),Municipal,Y,UT,PACE,.,.,.,.,.,"2,098",208,9,.,"2,315",.,.,.,.,.,.,.,.,.,.,"2,098",208,9,.,"2,315","17,313","9,372",80,.,"26,765",.,.,.,.,.,.,.,.,.,.
2019,13038,City of Mt Pleasant - (IA),Municipal,,IA,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,486",624,.,.,"4,110","3,486",624,.,.,"4,110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13039,City of Mt Pleasant - (TN),Municipal,,TN,TVA,0,0,0,0,0,"3,386",667,5,0,"4,058",0,0,0,0,0,0,0,0,0,0,"3,386",667,5,0,"4,058","48,815","31,311","49,342",0,"129,468",0,0,0,0,0,0,0,0,0,0
2019,13040,City of Mount Vernon - (MO),Municipal,,MO,SWPP,"1,842",277,19,.,"2,138",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,842",277,19,.,"2,138",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13044,City of Mountain Iron - (MN),Municipal,Y,MN,MISO,"1,099",74,4,.,"1,177",.,.,.,.,.,.,.,.,.,.,25,95,2,.,122,"1,124",169,6,.,"1,299",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13048,City of Mountain Lake - (MN),Municipal,Y,MN,MISO,696,95,31,.,822,.,.,.,.,.,.,.,.,.,.,130,24,10,.,164,826,119,41,.,986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13050,"Mountain Parks Electric, Inc",Cooperative,,CO,WACM,.,.,.,.,0,"17,581","3,476",13,.,"21,070",.,.,.,.,.,.,.,.,.,.,"17,581","3,476",13,.,"21,070","162,923","126,310","25,975",.,"315,208",.,.,.,.,.,.,.,.,.,.
2019,13058,"Mountain View Elec Assn, Inc",Cooperative,,CO,WACM,"49,498","3,959",35,.,"53,492","1,961",0,0,.,"1,961",0,0,0,.,0,0,0,0,.,0,"51,459","3,959",35,.,"55,453",0,0,0,.,0,0,0,0,.,0,0,0,0,.,0
2019,13073,"Mt Wheeler Power, Inc",Cooperative,,NV,NEVP,"5,100","1,621",426,.,"7,147",.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,"5,100","1,621",426,.,"7,147",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13073,"Mt Wheeler Power, Inc",Cooperative,,UT,NEVP,215,132,46,.,393,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,215,132,46,.,393,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13090,Village of Mullen - (NE),Municipal,Y,NE,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,299,72,.,.,371,299,72,.,.,371,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13095,City of Mulvane - (KS),Municipal,,KS,SWPP,.,.,.,.,.,"2,369",395,.,.,"2,764",.,.,.,.,.,15,10,.,.,25,"2,384",405,.,.,"2,789","24,019","15,005",.,.,"39,024",.,.,.,.,.,.,.,.,.,.
2019,13119,City of Murfreesboro,Municipal,,TN,TVA,"59,508","7,494",11,0,"67,013",0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,"59,508","7,496",13,0,"67,017",0,"66,520","121,352",0,"187,872","58,847","7,494",11,0,"66,352",0,0,0,0,0
2019,13137,City of Murray - (UT),Municipal,,UT,PACE,"15,201","3,130",.,.,"18,331",.,.,.,.,.,.,.,.,.,.,.,123,2,.,125,"15,201","3,253",2,.,"18,456",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13138,City of Murray - (KY),Municipal,,KY,TVA,0,0,0,0,0,"6,206","1,757",3,0,"7,966",0,0,0,0,0,0,0,0,0,0,"6,206","1,757",3,0,"7,966","66,244","150,243","64,930",0,"281,417","6,163","1,758",3,0,"7,924",0,0,0,0,0
2019,13143,Board of Water Electric & Communications,Municipal,,IA,MISO,"2,341",269,7,.,"2,617",0,10,41,.,51,.,.,.,.,.,"7,096","1,276",4,.,"8,376","9,437","1,555",52,.,"11,044",.,"5,999","575,391",.,"581,390",.,3,9,.,12,.,.,.,.,.
2019,13144,City of Muscle Shoals,Municipal,,AL,TVA,"6,480","1,224",0,0,"7,704",0,0,4,0,4,0,0,0,0,0,98,404,4,0,506,"6,578","1,628",8,0,"8,214",0,0,"63,030",0,"63,030",0,0,0,0,0,0,0,0,0,0
2019,13145,Village of Muscoda - (WI),Municipal,,WI,MISO,0,0,0,0,0,0,5,2,0,7,0,0,0,0,0,896,200,1,0,"1,097",896,205,3,0,"1,104",0,"3,406","34,427",0,"37,833",0,5,2,0,7,0,0,0,0,0
2019,13149,City of Needles - (CA),Municipal,Y,CA,WALC,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,"2,285",565,0,0,"2,850","2,285",565,0,0,"2,850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,13196,Northern Plains Electric Coop,Cooperative,,ND,MISO,"16,336","1,739",304,0,"18,379",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16,336","1,739",304,0,"18,379",.,.,.,.,.,.,.,.,.,.,"6,233",331,137,0,"6,701"
2019,13205,"New Enterprise R E C, Inc",Cooperative,Y,PA,PJM,64,.,7,.,71,"3,242",350,15,.,"3,607",.,.,.,.,.,.,.,.,.,.,"3,306",350,22,.,"3,678","36,002","9,502","5,426",.,"50,930",.,.,.,.,.,.,.,.,.,.
2019,13206,Nantucket Electric Co,Investor Owned,,MA,ISNE,"13,857",341,3,.,"14,201",.,.,.,.,.,.,.,.,.,.,4,9,1,.,14,"13,861",350,4,.,"14,215",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13208,City of Naperville - (IL),Municipal,,IL,PJM,0,0,0,.,0,"54,318","7,236",21,.,"61,575","54,130","2,293",0,.,"56,423",2,0,0,.,2,"54,320","7,236",21,.,"61,577","500,777","709,682","65,019",.,"1,275,478",.,.,.,.,.,.,.,.,.,.
2019,13209,City of Napoleon - (OH),Municipal,,OH,PJM,"5,155",743,23,.,"5,921",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,155",743,23,.,"5,921",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13211,Napakiak Ircinraq Power Co,Investor Owned,Y,AK,NA,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,131,.,.,.,131,131,0,0,0,131,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2019,13214,The Narragansett Electric Co,Investor Owned,,RI,ISNE,"490,836","17,505",862,15,"509,218",.,207,.,.,207,.,.,.,.,.,"5,792","8,812",885,7,"15,496","496,628","26,524","1,747",22,"524,921",0,"892,367",0,.,"892,367",.,.,.,.,.,.,.,.,.,.
2019,13216,Nashville Electric Service,Municipal,,TN,TVA,83,0,0,0,83,"367,831","42,207",59,0,"410,097","367,831","42,243",23,0,"410,097",0,0,0,0,0,"367,914","42,207",59,0,"410,180","4,892,067","5,976,641","1,024,513",0,"11,893,221",0,0,0,0,0,0,0,0,0,0
2019,13219,City of Nashwauk - (MN),Municipal,Y,MN,MISO,475,88,1,.,564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,475,88,1,.,564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13227,Natchez Trace Elec Power Assn,Cooperative,,MS,TVA,"12,393","3,340",4,0,"15,737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,393","3,340",4,0,"15,737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,13228,City of Natchitoches,Municipal,,LA,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,353","1,222",5,.,"8,580","7,353","1,222",5,.,"8,580",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13233,City of Neligh - (NE),Municipal,,NE,SWPP,747,219,.,.,966,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747,219,.,.,966,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13286,New Hampton Village Precinct,Municipal,Y,NH,ISNE,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,120,.,.,.,120,120,.,.,.,120,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0
2019,13292,Norris Electric Coop,Cooperative,,IL,MISO,"17,732","2,145",11,.,"19,888",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,732","2,145",11,.,"19,888",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13314,Navajo Tribal Utility Authority,State,,AZ,PACE,.,.,.,.,.,"25,693","3,300",4,.,"28,997",.,.,.,.,.,.,.,.,.,.,"25,693","3,300",4,.,"28,997","153,762","202,705","112,534",.,"469,001",.,.,.,.,.,.,.,.,.,.
2019,13314,Navajo Tribal Utility Authority,State,,NM,PACE,.,.,.,.,.,"9,614",897,142,.,"10,653",.,.,.,.,.,.,.,.,.,.,"9,614",897,142,.,"10,653","59,963","72,101","1,924",.,"133,988",.,.,.,.,.,.,.,.,.,.
2019,13314,Navajo Tribal Utility Authority,State,,UT,PACE,.,.,.,.,.,"1,598",157,1,.,"1,756",.,.,.,.,.,.,.,.,.,.,"1,598",157,1,.,"1,756","10,247","9,411","282,857",.,"302,515",.,.,.,.,.,.,.,.,.,.
2019,13318,"Navopache Electric Coop, Inc",Cooperative,,AZ,PNM,.,.,.,.,.,"37,372","3,663",249,.,"41,284",.,.,.,.,.,55,25,0,.,80,"37,427","3,688",249,.,"41,364","255,704","121,766","42,785",.,"420,255",.,.,.,.,.,.,.,.,.,.
2019,13318,"Navopache Electric Coop, Inc",Cooperative,,NM,PNM,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,"1,421",213,6,.,"1,640","1,422",213,6,.,"1,641",342,.,.,.,342,.,.,.,.,.,.,.,.,.,.
2019,13332,"Navarro County Elec Coop, Inc",Cooperative,,TX,ERCO,"15,575","1,187",.,.,"16,762",.,.,.,.,.,.,.,.,.,.,1,231,11,.,243,"15,576","1,418",11,.,"17,005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13334,City of Nebraska City,Municipal,,NE,SWPP,"3,928",550,8,.,"4,486",.,.,.,.,.,.,.,.,.,.,879,351,21,.,"1,251","4,807",901,29,.,"5,737",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13337,Nebraska Public Power District,Political Subdivision,,NE,SWPP,2,2,0,0,4,"72,503","18,062",17,0,"90,582",0,0,0,0,0,8,5,0,0,13,"72,513","18,069",17,0,"90,599","850,111","840,951","1,210,941",0,"2,902,003",.,.,.,.,.,.,.,.,.,.
2019,13337,Nebraska Public Power District,Political Subdivision,,SD,SWPP,0,0,0,0,0,"1,062",204,0,0,"1,266",.,.,.,.,.,0,0,0,0,0,"1,062",204,0,0,"1,266","18,087","15,989",0,0,"34,076",.,.,.,.,.,.,.,.,.,.
2019,13352,City of Negaunee,Municipal,,MI,MISO,"1,964",270,0,0,"2,234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,964",270,0,0,"2,234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,13375,City of Nelson - (NE),Municipal,Y,NE,SWPP,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,257,71,.,.,328,257,71,.,.,328,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13380,City of Neodesha - (KS),Municipal,,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,282",275,65,.,"1,622","1,282",275,65,.,"1,622",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13382,City of Neola - (IA),Municipal,Y,IA,MISO,185,46,.,.,231,.,.,.,.,.,.,.,.,.,.,201,16,.,.,217,386,62,0,.,448,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13386,"Nemaha-Marshall E C A, Inc",Cooperative,,KS,SWPP,.,.,.,.,.,"3,348",118,29,.,"3,495",.,.,.,.,.,.,.,.,.,.,"3,348",118,29,.,"3,495","38,135","8,294",153,.,"46,582",.,.,.,.,.,.,.,.,.,.
2019,13387,"Nespelem Valley Elec Coop, Inc",Cooperative,Y,WA,BPAT,"1,123",292,105,.,"1,520",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,123",292,105,.,"1,520",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13388,Nephi City Corporation,Municipal,Y,UT,PACE,0,0,0,.,0,"2,195",329,1,.,"2,525",0,0,0,.,0,0,0,0,.,0,"2,195",329,1,.,"2,525","24,863","22,052","49,086",.,"96,001",0,0,0,.,0,0,0,0,.,0
2019,13407,Nevada Power Co,Investor Owned,,NV,NEVP,0,0,0,0,0,"846,735","118,523",16,0,"965,274",.,.,.,.,.,"1,308",835,"1,845",18,"4,006","848,043","119,358","1,861",18,"969,280","9,081,823","4,327,062","731,167",0,"14,140,052","542,179","58,973",0,0,"601,152","67,121","2,192",0,0,"69,313"
2019,13412,City of New Albany - (MS),Municipal,,MS,TVA,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,"7,952","2,784",2,0,"10,738","7,952","2,784",4,0,"10,740",0,0,"91,848",0,"91,848",0,0,0,0,0,0,0,0,0,0
2019,13416,City of New Bern - (NC),Municipal,,NC,CPLE,6,23,0,0,29,"19,354","3,703",0,0,"23,057",0,0,0,0,0,0,30,4,0,34,"19,360","3,756",4,0,"23,120","214,678","180,602",.,.,"395,280",82,0,0,0,82,"11,672",280,0,0,"11,952"
2019,13418,City of New Braunfels - (TX),Municipal,,TX,ERCO,8,4,2,.,14,"37,953","5,555",11,.,"43,519","37,953","5,555",11,.,"43,519",16,2,0,.,18,"37,977","5,561",13,.,"43,551","558,589","446,422","139,327",.,"1,144,338","37,977","5,651",13,.,"43,641",0,0,0,.,0
2019,13420,Village of New Bremen - (OH),Municipal,Y,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,317",294,6,.,"1,617","1,317",294,6,.,"1,617",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13423,Town of New Carlisle- (IN),Municipal,Y,IN,MISO,855,124,.,.,979,.,.,.,.,.,.,.,.,.,.,.,12,.,.,12,855,136,0,.,991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13424,New Castle Municipal Serv Comm,Municipal,,DE,PJM,"2,507",341,.,.,"2,848",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,507",341,.,.,"2,848",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13437,City of Newbern,Municipal,,TN,TVA,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,"1,486",298,1,0,"1,785","1,486",298,3,0,"1,787",0,0,"58,445",0,"58,445",0,0,0,0,0,0,0,0,0,0
2019,13438,Village of New Glarus - (WI),Municipal,,WI,MISO,0,0,0,0,0,"1,011",210,0,0,"1,221",0,0,0,0,0,15,9,0,0,24,"1,026",219,0,0,"1,245","8,188","15,983",0,0,"24,171",0,0,0,0,0,0,0,0,0,0
2019,13441,New Hampshire Elec Coop Inc,Cooperative,,NH,ISNE,6,.,.,.,6,"73,863","10,787",55,.,"84,705",.,.,.,.,.,.,.,.,.,.,"73,869","10,787",55,.,"84,711","475,995","204,046","84,926",.,"764,967",.,.,.,.,.,.,.,.,.,.
2019,13444,City of New Hampton - (IA),Municipal,,IA,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,667",765,13,0,"2,445","1,667",765,13,0,"2,445",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13448,City of New Holstein - (WI),Municipal,,WI,MISO,"2,191",369,0,0,"2,560",0,10,0,0,10,0,0,0,0,0,44,67,0,0,111,"2,235",446,0,0,"2,681",0,"8,978",0,0,"8,978",0,10,0,0,10,0,0,0,0,0
2019,13464,Village of New Knoxville - (OH),Municipal,Y,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407,64,2,.,473,407,64,2,.,473,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13465,City of Nielsville - (MN),Municipal,Y,MN,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,0,0,57,50,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,13466,City of New Lisbon,Municipal,Y,WI,MISO,712,162,21,0,895,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,712,162,21,0,895,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2019,13467,New London Electric&Water Util,Municipal,,WI,MISO,0,0,0,0,0,"3,503",542,4,0,"4,049",0,0,0,0,0,0,0,0,0,0,"3,503",542,4,0,"4,049","26,177","38,270","110,363",0,"174,810",0,0,0,0,0,0,0,0,0,0
2019,13468,New London Municipal Utilities,Municipal,Y,IA,MISO,983,78,.,.,"1,061",.,.,.,.,.,.,.,.,.,.,109,77,.,.,186,"1,092",155,.,.,"1,247",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13470,City of New Madrid - (MO),Municipal,Y,MO,AECI,.,.,.,.,0,"1,447",269,8,.,"1,724",.,.,.,.,.,.,.,.,.,.,"1,447",269,8,.,"1,724","24,675","8,860","5,228",.,"38,763",.,.,.,.,.,.,.,.,.,.
2019,13471,City of New Martinsville - (WV),Municipal,Y,WV,PJM,"1,385",380,0,0,"1,765",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,"1,385",380,0,0,"1,765",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2019,13478,"Entergy New Orleans, LLC",Investor Owned,,LA,MISO,"3,316",73,19,.,"3,408","87,965","4,027",536,.,"92,528","1,852",1,.,.,"1,853","94,957","14,771","1,332",19,"111,079","186,238","18,871","1,887",19,"207,015","286,500","15,105",500,.,"302,105","1,852",.,.,.,"1,852",.,.,.,.,.
2019,13480,New Prague Utilities Comm,Municipal,,MN,MISO,.,.,.,0,0,"3,263",286,92,.,"3,641",0,0,0,0,0,0,0,0,0,0,"3,263",286,92,0,"3,641","25,474","5,408","43,888",.,"74,770",0,0,0,0,0,.,.,.,.,0
2019,13481,City of New Richmond,Municipal,,WI,MISO,"4,291",639,0,0,"4,930",0,0,0,0,0,0,0,0,0,0,1,36,0,0,37,"4,292",675,0,0,"4,967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,13482,New River Light & Power Co,State,,NC,DUK,.,.,.,.,.,"6,620","1,794",.,.,"8,414",.,.,.,.,.,.,.,.,.,.,"6,620","1,794",.,.,"8,414","57,344","151,104",.,.,"208,448","6,609","1,747",.,.,"8,356",.,.,.,.,.
2019,13485,New Smyrna Beach City of,Municipal,,FL,NSB,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"25,271","3,387",137,.,"28,795","25,271","3,387",137,.,"28,795",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13488,New Ulm Public Utilities Comm,Municipal,,MN,MISO,"6,302","1,102",10,.,"7,414",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,302","1,102",10,.,"7,414",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13489,Borough of New Wilmington - (PA),Municipal,Y,PA,PJM,570,144,.,.,714,.,.,.,.,.,.,.,.,.,.,1,15,.,.,16,571,159,.,.,730,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13495,City of Newfolden - (MN),Municipal,Y,MN,MISO,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,180,57,.,.,237,180,57,.,.,237,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0
2019,13511,New York State Elec & Gas Corp,Investor Owned,,NY,NYIS,1,669,383,.,"1,053",.,.,.,.,.,.,.,.,.,.,"778,247","121,886","1,407",1,"901,541","778,248","122,555","1,790",1,"902,594",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13519,City of Newark - (DE),Municipal,,DE,PJM,.,.,.,.,.,"11,162","1,410",56,0,"12,628",.,.,.,.,.,.,.,.,.,.,"11,162","1,410",56,0,"12,628","96,397","76,311","251,583",0,"424,291","11,162","1,410",56,0,"12,628",.,.,.,.,.
2019,13520,"New-Mac Electric Coop, Inc",Cooperative,,MO,AECI,"5,857",0,0,.,"5,857","11,890",151,4,.,"12,045",.,.,.,.,.,.,.,.,.,.,"17,747",151,4,.,"17,902","191,904","50,042","68,872",.,"310,818",.,.,.,.,.,.,.,.,.,.
2019,13521,City of Newberry - (FL),Municipal,Y,FL,FPC,"1,668",272,43,.,"1,983",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,668",272,43,.,"1,983",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13523,City of Newberry - (SC),Municipal,,SC,DUK,.,31,.,.,31,"3,999",860,14,.,"4,873",.,.,.,.,.,.,.,.,.,.,"3,999",891,14,.,"4,904","44,128","63,592","96,593",.,"204,313",.,.,.,.,.,.,.,.,.,.
2019,13524,"Newberry Electric Coop, Inc",Cooperative,,SC,SC,"12,302",728,10,0,"13,040",.,.,.,.,.,.,.,.,.,.,.,.,10,.,10,"12,302",728,20,0,"13,050",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13525,Newberry Water & Light Board,Municipal,Y,MI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,188",227,0,0,"1,415","1,188",227,0,0,"1,415",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13527,City of Newburg - (MO),Municipal,Y,MO,AECI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,203,4,.,.,207,203,4,.,.,207,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13530,City of Newkirk - (OK),Municipal,Y,OK,SWPP,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,"1,166",190,.,.,"1,356","1,166",190,0,0,"1,356",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2019,13547,"Newnan Wtr, Sewer & Light Comm",Municipal,,GA,SOCO,"8,612","1,950",1,.,"10,563",.,.,.,.,.,.,.,.,.,.,0,0,0,.,0,"8,612","1,950",1,.,"10,563",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13550,City of Newport,Municipal,,TN,TVA,0,0,0,0,0,"19,158","3,091",7,0,"22,256",0,0,0,0,0,0,0,0,0,0,"19,158","3,091",7,0,"22,256","252,229","121,104","167,181",0,"540,514","19,158","3,091",0,0,"22,249",0,0,0,0,0
2019,13560,City of Newton - (IL),Municipal,Y,IL,MISO,"1,331",299,.,.,"1,630",0,0,.,.,0,.,.,.,.,.,.,4,.,.,4,"1,331",303,.,.,"1,634",0,0,.,.,0,.,.,.,.,.,.,.,.,.,.
2019,13561,City of Newton - (NC),Municipal,,NC,DUK,.,.,.,.,.,"4,190",532,65,.,"4,787",.,.,.,.,.,0,6,5,.,11,"4,190",538,70,.,"4,798","48,086","34,813","26,653",.,"109,552",0,0,0,.,0,0,0,0,.,0
2019,13563,City of Newton Falls - (OH),Municipal,Y,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,259",310,2,.,"2,571","2,259",310,2,.,"2,571",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13566,Newton County Rural E M C,Cooperative,Y,IN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,220",163,.,.,"1,383","1,220",163,.,.,"1,383",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13570,Ninnescah Rural E C A Inc,Cooperative,,KS,SWPP,.,.,3,.,3,"2,771","1,342",.,.,"4,113",.,.,.,.,.,.,.,.,.,.,"2,771","1,342",3,.,"4,116","24,666","44,344",.,.,"69,010","2,771","1,342",1,.,"4,114",.,.,.,.,.
2019,13573,Niagara Mohawk Power Corp.,Investor Owned,,NY,NYIS,"1,486,879","221,951","1,931",.,"1,710,761",228,"2,356",509,.,"3,093",.,.,.,.,.,.,.,.,.,.,"1,487,107","224,307","2,440",.,"1,713,854","11,012","5,758,778","4,275,262",.,"10,045,052",.,.,.,.,.,.,.,.,.,.
2019,13577,City of Nicholasville - (KY),Municipal,,KY,LGEE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,132",539,10,.,"6,681","6,132",539,10,.,"6,681",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13602,City of Niles - (OH),Municipal,,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,793",924,16,.,"12,733","11,793",924,16,.,"12,733",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13603,City of Newton - (TX),Municipal,Y,TX,MISO,825,195,.,.,"1,020",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,825,195,.,.,"1,020",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13604,City of Niles - (MI),Municipal,,MI,PJM,"6,059",709,.,.,"6,768",.,.,.,.,.,.,.,.,.,.,.,298,19,.,317,"6,059","1,007",19,.,"7,085",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,13610,Niobrara Valley El Member Corp,Cooperative,,NE,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,898",71,"1,261",.,"6,230","4,898",71,"1,261",.,"6,230",.,.,.,.,.,.,.,.,.,.,.,.,888,.,888
2019,13640,Northern Virginia Elec Coop,Cooperative,,VA,PJM,"165,212","13,965",0,0,"179,177","1,513",276,117,0,"1,906",0,0,0,0,0,142,"1,685",44,0,"1,871","166,867","15,926",161,0,"182,954","20,701","21,927","1,545,841",0,"1,588,469",0,0,0,0,0,"49,010",0,0,0,"49,010"
2019,13642,Nome Joint Utility Systems,Municipal,,AK,NA,"1,744",451,.,.,"2,195",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,744",451,.,.,"2,195",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
