|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Number of.Customers Enrolled.Residential|,|Number of.Customers Enrolled.Commercial|,|Number of.Customers Enrolled.Industrial|,|Number of.Customers Enrolled.Transportation|,|Number of.Customers Enrolled.Total|,|Types of Program.Time of Use Pricing.Residential|,|Types of Program.Time of Use Pricing.Commercial|,|Types of Program.Time of Use Pricing.Industrial|,|Types of Program.Time of Use Pricing.Transportation|,|Types of Program.Real Time Pricing.Residential|,|Types of Program.Real Time Pricing.Commercial|,|Types of Program.Real Time Pricing.Industrial|,|Types of Program.Real Time Pricing.Transportation|,|Types of Program.Variable Peak Pricing.Residential|,|Types of Program.Variable Peak Pricing.Commercial|,|Types of Program.Variable Peak Pricing.Industrial|,|Types of Program.Variable Peak Pricing.Transportation|,|Types of Program.Critical Peak Pricing.Residential|,|Types of Program.Critical Peak Pricing.Commercial|,|Types of Program.Critical Peak Pricing.Industrial|,|Types of Program.Critical Peak Pricing.Transportation|,|Types of Program.Critical Peak Rebate.Residential|,|Types of Program.Critical Peak Rebate.Commercial|,|Types of Program.Critical Peak Rebate.Industrial|,|Types of Program.Critical Peak Rebate.Transportation|
2019,10618,Lake Region Electric Cooperative - (MN),,MN,MISO,4,0,0,0,4,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,10623,City of Lakeland - (FL),,FL,FMPP,"1,983",46,21,0,"2,050",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,10669,Town of Landis - (NC),Y,NC,DUK,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,10702,Borough of Lansdale,,PA,PJM,0,2,1,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,10768,"Laurens Electric Coop, Inc",,SC,DUK,5,44,0,0,49,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,10770,City of Laurinburg - (NC),,NC,CPLE,4,0,0,0,4,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,10799,City of Lawrenceburg,,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,10814,City of Le Sueur - (MN),,MN,MISO,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,10960,City of Lewisburg - (TN),,TN,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,10968,City of Lexington - (TN),,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11018,Lincoln Electric System,,NE,SWPP,0,6,0,0,6,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11035,City of Lincolnton - (NC),Y,NC,DUK,0,2,0,0,2,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2019,11053,Linn County REC,,IA,MISO,25,176,7,0,208,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11085,Town of Littleton - (MA),,MA,ISNE,0,0,41,0,41,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11124,City of Lodi - (CA),,CA,CISO,0,0,24,0,24,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11125,City of Lodi - (WI),,WI,MISO,11,7,0,0,18,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11171,Long Island Power Authority,,NY,NYIS,"15,452",215,0,0,"15,667",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
2019,11187,City of Longmont,,CO,PSCO,0,0,11,0,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,11200,"Lorain-Medina R E C, Inc",,OH,PJM,"14,849","1,567",13,0,"16,429",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11208,Los Angeles Department of Water & Power,,CA,LDWP,"10,513","23,710","1,584",0,"35,807",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11222,Loudon Utilities Board,,TN,TVA,0,2,5,0,7,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11247,Louisville Electric System,,MS,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11249,Louisville Gas & Electric Co,,KY,LGEE,96,"3,113",343,0,"3,552",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N
2019,11292,City of Lubbock - (TX),,TX,SWPP,0,16,0,0,16,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11479,Madison Gas & Electric Co,,WI,MISO,587,"4,434",23,0,"5,044",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11515,Town of Maiden - (NC),Y,NC,DUK,0,2,10,0,12,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11571,Manitowoc Public Utilities,,WI,MISO,6,6,84,0,96,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11740,City of Marshfield - (WI),,WI,MISO,0,0,56,0,56,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11770,City of Martinsville - (VA),,VA,PJM,0,3,0,0,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11788,Consumers Energy,,IA,MISO,199,2,3,0,204,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11789,Maryville Utilities,,TN,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11843,Maui Electric Co Ltd,,HI,NA,258,51,0,0,309,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11871,City of Mayfield Plant Board,,KY,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11895,Village of Mazomanie - (WI),Y,WI,MISO,0,0,10,0,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,11910,McLeod Cooperative Power Assn,,MN,MISO,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12199,Montana-Dakota Utilities Co,,MT,SWPP,0,0,8,0,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12199,Montana-Dakota Utilities Co,,ND,MISO,5,315,8,0,328,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12199,Montana-Dakota Utilities Co,,SD,MISO,0,24,0,0,24,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12199,Montana-Dakota Utilities Co,,WY,WACM,0,6,0,0,6,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12208,City of McPherson - (KS),,KS,SWPP,0,20,2,0,22,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12260,Mecklenburg Electric Cooperative,,VA,PJM,0,49,1,0,50,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12265,City of Medford - (WI),,WI,MISO,1,26,6,0,33,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12293,City of Memphis - (TN),,TN,TVA,73,10,25,0,108,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12298,City of Menasha - (WI),,WI,MISO,26,102,8,0,136,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12330,Meriwether Lewis Electric Coop,,TN,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12341,MidAmerican Energy Co,,IA,MISO,25,853,141,0,"1,019",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12341,MidAmerican Energy Co,,IL,MISO,6,152,43,0,201,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12341,MidAmerican Energy Co,,SD,MISO,0,17,1,0,18,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12377,Midwest Energy Cooperative,,MI,PJM,38,41,0,0,79,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12377,Midwest Energy Cooperative,,OH,PJM,1,0,0,0,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12390,Metropolitan Edison Co,,PA,PJM,75,45,264,0,384,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2019,12450,Midland Power Coop,,IA,MISO,0,11,7,0,18,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2019,12470,Middle Tennessee E M C,,TN,TVA,0,2,11,0,13,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12472,Middle Georgia El Member Corp,,GA,SOCO,0,0,171,0,171,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12515,"Midwest Electric, Inc",,OH,PJM,0,27,2,0,29,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N
2019,12546,Mille Lacs Energy Cooperative,,MN,MISO,0,0,23,0,23,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,12642,Maquoketa Valley Rrl Elec Coop,,IA,MISO,"10,487","5,866",0,0,"16,353",Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12647,"ALLETE, Inc.",,MN,MISO,366,0,0,0,366,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2019,12651,Minnesota Valley Electric Coop,,MN,MISO,100,0,0,0,100,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2019,12686,Mississippi Power Co,,MS,SOCO,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12698,Evergy Missouri West,,MO,SWPP,268,5,0,0,273,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12745,Modesto Irrigation District,,CA,BANC,0,9,130,0,139,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2019,12860,Morgan County Rural Elec Assn,,CO,WACM,23,0,0,0,23,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12929,South Central Indiana REMC,,IN,MISO,9,0,0,0,9,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12988,City of Morristown - (TN),,TN,TVA,0,0,4,0,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,12990,Consolidated Electric Coop Inc,,OH,PJM,0,2,1,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2019,13027,"Mountain Electric Coop, Inc",,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13036,Village of Mt. Horeb - (WI),,WI,MISO,24,8,0,0,32,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13037,City of Mt Pleasant - (UT),Y,UT,PACE,0,0,9,0,9,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13050,"Mountain Parks Electric, Inc",,CO,WACM,432,25,13,0,470,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N
2019,13058,"Mountain View Elec Assn, Inc",,CO,WACM,31,0,0,0,31,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13119,City of Murfreesboro,,TN,TVA,0,2,2,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13138,City of Murray - (KY),,KY,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13144,City of Muscle Shoals,,AL,TVA,0,0,4,0,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13145,Village of Muscoda - (WI),,WI,MISO,1,9,3,0,13,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13216,Nashville Electric Service,,TN,TVA,0,18,23,0,41,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13318,"Navopache Electric Coop, Inc",,AZ,PNM,"6,495",149,0,0,"6,644",Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13337,Nebraska Public Power District,,NE,SWPP,0,36,18,0,54,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13407,Nevada Power Co,,NV,NEVP,"5,284","2,945","1,525",0,"9,754",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13412,City of New Albany - (MS),,MS,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13437,City of Newbern,,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13438,Village of New Glarus - (WI),,WI,MISO,0,3,0,0,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13441,New Hampshire Elec Coop Inc,,NH,ISNE,45,0,0,0,45,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13448,City of New Holstein - (WI),,WI,MISO,22,15,0,0,37,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13467,New London Electric&Water Util,,WI,MISO,0,15,4,0,19,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13481,City of New Richmond,,WI,MISO,35,24,0,0,59,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13511,New York State Elec & Gas Corp,,NY,NYIS,"131,299","4,899",446,0,"136,644",Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N
2019,13550,City of Newport,,TN,TVA,0,0,4,0,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13561,City of Newton - (NC),,NC,DUK,0,4,3,0,7,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13573,Niagara Mohawk Power Corp.,,NY,NYIS,0,96,276,0,372,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13640,Northern Virginia Elec Coop,,VA,PJM,0,15,1,0,16,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13669,North Alabama Electric Coop,,AL,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13676,"North Arkansas Elec Coop, Inc",,AR,MISO,0,28,0,0,28,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
2019,13684,Nobles Cooperative Electric,,MN,MISO,4,0,0,0,4,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13685,"Niobrara Electric Assn, Inc",Y,NE,WACM,5,1,0,0,6,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13685,"Niobrara Electric Assn, Inc",Y,WY,WACM,17,0,0,0,17,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13693,"North Central Elec Coop, Inc",,OH,PJM,"8,410","1,228",19,0,"9,657",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13697,North Central Power Co Inc,,WI,MISO,93,3,5,0,101,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13698,North Central Public Pwr Dist,,NE,SWPP,0,30,0,0,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2019,13716,North Georgia Elec Member Corp,,GA,TVA,0,2,34,0,36,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13718,City of North Little Rock - (AR),,AR,MISO,0,46,7,0,53,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13730,City of North St Paul - (MN),,MN,MISO,0,1,0,0,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13735,Northcentral Mississippi E P A,,MS,TVA,2,0,3,0,5,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13739,Northeast Power,,NE,SWPP,36,0,667,0,703,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,13762,"Northern Neck Elec Coop, Inc",,VA,PJM,4,12,0,0,16,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13777,Northern Rio Arriba E Coop Inc,Y,NM,PNM,410,40,2,0,452,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2019,13780,Northern States Power Co,,MI,MISO,134,26,2,0,162,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13780,Northern States Power Co,,WI,MISO,"5,787","9,547",11,0,"15,345",Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13781,Northern States Power Co - Minnesota,,MN,MISO,706,"15,138",25,1,"15,870",Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13781,Northern States Power Co - Minnesota,,ND,MISO,35,740,15,0,790,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13781,Northern States Power Co - Minnesota,,SD,MISO,11,702,0,0,713,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13805,Northwest Rural Pub Pwr Dist,,NE,WACM,"1,418",0,0,0,"1,418",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13815,Northwestern Wisconsin Elec Co,,WI,MISO,492,51,23,0,566,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13933,City of Oak Ridge,,TN,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13936,Oakdale Electric Coop,,WI,MISO,766,201,49,0,"1,016",N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13963,Oconomowoc Utilities,,WI,MISO,72,291,4,0,367,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,13965,Oconto Falls Water & Light Comm,,WI,MISO,1,7,0,0,8,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14006,Ohio Power Co,,OH,PJM,"716,127",93,479,0,"716,699",Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2019,14062,Oklahoma Electric Coop Inc,,OK,SWPP,"52,167","4,814",41,0,"57,022",Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2019,14063,Oklahoma Gas & Electric Co,,AR,SWPP,"5,195",499,49,0,"5,743",Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N
2019,14063,Oklahoma Gas & Electric Co,,OK,SWPP,"89,210","9,913","1,282",0,"100,405",Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N
2019,14078,City of Okolona,,MS,TVA,0,154,0,0,154,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14127,Omaha Public Power District,,NE,SWPP,0,97,4,0,101,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14146,City of Opelika - (AL),,AL,SOCO,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14160,Orange County Rural E M C,,IN,MISO,489,0,0,0,489,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14164,City of Orangeburg - (SC),,SC,SCEG,0,0,10,0,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14170,Orcas Power & Light Coop,,WA,BPAT,56,0,0,0,56,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14175,"Tri-County Electric Coop, Inc (SC)",,SC,SC,0,0,240,0,240,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14232,Otter Tail Power Co,,MN,MISO,"18,256","2,084",11,0,"20,351",Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2019,14232,Otter Tail Power Co,,ND,MISO,"16,181","2,282",0,0,"18,463",Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2019,14232,Otter Tail Power Co,,SD,MISO,"3,697",381,0,0,"4,078",Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2019,14246,City of Owatonna - (MN),,MN,MISO,0,40,58,0,98,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14267,"Otsego Electric Coop, Inc",Y,NY,NYIS,10,0,0,0,10,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14289,Ozarks Electric Coop Corp - (AR),,AR,SWPP,0,12,3,0,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2019,14328,Pacific Gas & Electric Co.,,CA,CISO,"514,137","582,195","90,032",0,"1,186,364",Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2019,14354,PacifiCorp,,CA,PACW,0,9,23,0,32,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14354,PacifiCorp,,ID,PACE,"11,065",1,0,0,"11,066",Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14354,PacifiCorp,,OR,PACW,"1,019",261,193,0,"1,473",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14354,PacifiCorp,,UT,PACE,763,966,533,1,"2,263",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14354,PacifiCorp,,WA,PACW,0,34,17,0,51,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14354,PacifiCorp,,WY,PACE,0,15,64,0,79,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14398,Palmetto Electric Coop Inc,,SC,SC,0,204,6,0,210,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2019,14401,City of Palo Alto - (CA),,CA,CISO,96,1,0,0,97,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14455,City of Paris - (TN),,TN,TVA,0,5,1,0,6,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14468,People's Cooperative Services,,MN,MISO,262,3,0,0,265,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14471,Parke County Rural E M C,,IN,MISO,23,1,0,0,24,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14534,City of Pasadena - (CA),,CA,CISO,49,208,0,0,257,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14557,"Pee Dee Electric Coop, Inc",,SC,SC,2,0,15,0,17,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,14563,Pearl River Valley El Pwr Assn,,MS,MISO,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14602,Pea River Electric Coop,,AL,AEC,0,19,0,0,19,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14605,City of Peabody - (MA),,MA,ISNE,0,8,3,0,11,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14606,"Peace River Electric Coop, Inc",,FL,SEC,0,42,8,0,50,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14610,Orlando Utilities Comm,,FL,FMPP,0,380,0,0,380,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14626,"Pedernales Electric Coop, Inc",,TX,ERCO,156,788,5,0,949,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14711,Pennsylvania Electric Co,,PA,PJM,47,0,178,0,225,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14715,PPL Electric Utilities Corp,,PA,PJM,83,210,48,0,341,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14716,Pennsylvania Power Co,,PA,PJM,0,0,83,0,83,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
2019,14717,Pee Dee Electric Member Corp,,NC,CPLE,2,0,0,0,2,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14724,Pennyrile Rural Electric Coop,,KY,TVA,0,1,15,0,16,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14840,City of Peru - (IL),,IL,MISO,0,1,0,0,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14864,Petit Jean Electric Coop Corp,,AR,MISO,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,14940,PECO Energy Co,,PA,PJM,0,329,107,0,436,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15023,Piedmont Electric Member Corp,,NC,DUK,895,367,1,0,"1,263",Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,15086,Pioneer Power and Light Co,,WI,MISO,4,2,0,0,6,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15159,City of Plymouth - (WI),,WI,MISO,19,35,7,0,61,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
