Data Year,Utility Number,Utility Name,Short Form,State,Distribution Circuits,Circuits with Voltage Optimization
2019,3892,City of Coffeyville - (KS),,KS,24,0
2019,3900,City of Coggon - (IA),Y,IA,4,4
2019,3913,City of Colby - (KS),,KS,15,0
2019,3915,Coldwater Board of Public Util,,MI,28,22
2019,3916,Cobb Electric Membership Corp,,GA,199,192
2019,3923,City of Coleman - (TX),Y,TX,3,0
2019,3931,Coles-Moultrie Electric Coop,,IL,48,0
2019,3938,"Coleman County Elec Coop, Inc",,TX,21,0
2019,3939,City of College Park - (GA),,GA,27,0
2019,3940,City of College Station - (TX),,TX,53,53
2019,3957,City of Collins - (MS),Y,MS,5,0
2019,3986,City of Collinsville - (OK),Y,OK,4,0
2019,3989,City of Colorado Springs - (CO),,CO,225,168
2019,3990,Colorado River Indian Irr Proj,Y,AZ,15,2
2019,3990,Colorado River Indian Irr Proj,Y,CA,2,0
2019,4003,City of Colton - (CA),,CA,30,0
2019,4005,"Columbia Basin Elec Cooperative, Inc",,OR,7,0
2019,4007,City of Columbia City - (IN),,IN,10,5
2019,4008,Columbia Power Coop Assn Inc,,OR,4,0
2019,4040,Calhoun County Elec Coop Assn,,IA,18,0
2019,4041,"Columbia Rural Elec Assn, Inc",,OR,2,0
2019,4041,"Columbia Rural Elec Assn, Inc",,WA,35,0
2019,4045,City of Columbia - (MO),,MO,61,34
2019,4061,City of Columbiana - (OH),Y,OH,2,0
2019,4063,Co-Mo Electric Coop Inc,,MO,69,0
2019,4065,City of Columbus - (OH),,OH,60,0
2019,4068,City of Columbus - (MS),,MS,30,0
2019,4071,"Columbus Electric Coop, Inc",,AZ,2,0
2019,4071,"Columbus Electric Coop, Inc",,NM,21,0
2019,4073,City of Columbus - (WI),,WI,13,0
2019,4078,City of Comanche - (OK),Y,OK,1,0
2019,4091,City of Commerce - (GA),Y,GA,5,5
2019,4110,Commonwealth Edison Co,,IL,"5,619",282
2019,4117,Community Electric Coop,,VA,25,4
2019,4146,Concho Valley Elec Coop Inc,,TX,55,0
2019,4147,Town of Concord - (MA),,MA,13,0
2019,4150,City of Concord - (NC),,NC,66,0
2019,4153,"Concordia Electric Coop, Inc",,LA,28,28
2019,4160,Callaway Electric Cooperative,,MO,37,0
2019,4176,Connecticut Light & Power Co,,CT,"1,023",0
2019,4226,Consolidated Edison Co-NY Inc,,NY,"2,203",0
2019,4237,Consolidated Electric Coop,,MO,44,0
2019,4247,Consolidated Water Power Co,,WI,28,28
2019,4254,Consumers Energy Co,,MI,"2,332",686
2019,4262,Cooke County Elec Coop Assn,,TX,55,0
2019,4265,Continental Divide El Coop Inc,,NM,31,0
2019,4280,Conway Corporation,,AR,44,0
2019,4294,City of Cookeville - (TN),,TN,24,0
2019,4295,Comanche County Elec Coop Assn,,TX,47,0
2019,4296,"Cookson Hills Elec Coop, Inc",,OK,45,0
2019,4304,City of Corwith - (IA),Y,IA,2,0
2019,4305,City of Coon Rapids,Y,IA,8,0
2019,4317,"Coos-Curry Electric Coop, Inc",,OR,42,0
2019,4319,Copan Public Works Authority,Y,OK,27,0
2019,4327,Coosa Valley Electric Coop Inc,,AL,36,0
2019,4329,"Copper Valley Elec Assn, Inc",,AK,15,0
2019,4341,Corbin City Utilities Comm,Y,KY,9,0
2019,4344,City of New Cordell - (OK),Y,OK,5,0
2019,4346,Cooperative L&P Assn Lake County,,MN,13,0
2019,4356,Colorado River Comm of Nevada,,NV,38,0
2019,4362,Corn Belt Energy Corporation,,IL,144,81
2019,4365,Town of Cornelius - (NC),Y,NC,4,0
2019,4369,City of Cornell,Y,WI,3,0
2019,4373,Cornhusker Public Power Dist,,NE,113,0
2019,4375,City of Corning - (IA),Y,IA,5,0
2019,4390,City of Corona - (CA),,CA,10,0
2019,4401,"Cotton Electric Coop, Inc",,OK,79,0
2019,4414,City of Coulee Dam - (WA),Y,WA,3,0
2019,4429,City of Covington - (IN),Y,IN,4,0
2019,4430,"Covington Electric Coop, Inc",,AL,57,0
2019,4432,Coweta-Fayette El Member Corp,,GA,87,0
2019,4433,City of Covington - (GA),,GA,21,1
2019,4437,City of Covington - (TN),,TN,12,0
2019,4442,PUD No 1 of Cowlitz County,,WA,114,0
2019,4459,Cozad Board of Public Works,,NE,17,0
2019,4471,Craig-Botetourt Electric Coop,,VA,13,0
2019,4471,Craig-Botetourt Electric Coop,,WV,1,0
2019,4483,City of Crane - (MO),Y,MO,4,0
2019,4486,Town of Crane - (IN),Y,IN,1,0
2019,4508,"Crawfordsville Elec, Lgt & Pwr",,IN,24,0
2019,4509,Craighead Electric Coop Corp,,AR,82,0
2019,4524,"Crawford Electric Coop, Inc",,MO,43,0
2019,4527,City of Crete,,NE,8,0
2019,4538,Crisp County Power Comm,,GA,27,27
2019,4562,City of Croswell - (MI),Y,MI,7,0
2019,4577,Crow Wing Cooperative Power & Light Comp,,MN,95,0
2019,4604,City of Crystal Falls,,MI,8,0
2019,4607,City of Cuba City,,WI,8,0
2019,4608,City of Cuba - (MO),Y,MO,1,0
2019,4610,City of Cuero - (TX),,TX,6,0
2019,4617,Cullman Power Board,,AL,15,0
2019,4618,"Cullman Electric Coop, Inc",,AL,81,0
2019,4619,Town of Culpeper- (VA),,VA,6,0
2019,4622,"Cumberland Valley Electric, Inc.",,KY,55,0
2019,4622,"Cumberland Valley Electric, Inc.",,TN,2,0
2019,4624,Cumberland Elec Member Corp,,TN,122,90
2019,4627,City of Cumberland - (WI),Y,WI,222,0
2019,4632,Cuming County Public Pwr Dist,,NE,37,0
2019,4661,City of Curtis - (NE),Y,NE,4,0
2019,4667,City of Cushing - (OK),,OK,13,0
2019,4671,Custer Public Power District,,NE,95,13
2019,4675,Cuivre River Electric Coop Inc,,MO,118,70
2019,4683,City of Cuyahoga Falls - (OH),,OH,37,2
2019,4685,Village of Cygnet - (OH),Y,OH,2,0
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,30,0
2019,4715,Dahlberg Light & Power Co,,WI,36,0
2019,4717,Dakota Valley Elec Coop Inc,,ND,82,0
2019,4720,Dakota Energy Coop Inc,,SD,12,0
2019,4725,City of Custar,Y,OH,2,0
2019,4739,Town of Dallas - (NC),Y,NC,9,0
2019,4743,"Consumers Power, Inc",,OR,75,75
2019,4744,Dalton Utilities,,GA,78,0
2019,4791,City of Danville - (IA),Y,IA,3,0
2019,4792,Village of Daggett - (MI),Y,MI,1,0
2019,4794,City of Danville - (VA),,VA,69,0
2019,4796,"Darke Rural Electric Coop, Inc",,OH,12,0
2019,4799,Darlington Light & Power Co,Y,IN,2,1
2019,4836,City of David City,,NE,5,0
2019,4848,Daviess Martin County R E M C,,IN,22,12
2019,4911,Dawson Power District,,NE,187,0
2019,4914,Village of Davenport - (NE),Y,NE,1,0
2019,4919,City of Dayton - (IA),Y,IA,4,0
2019,4920,City of Dayton - (TN),,TN,11,0
2019,4922,Dayton Power & Light Co,,OH,491,0
2019,4934,Village of De Witt - (NE),Y,NE,1,0
2019,4939,"Deaf Smith Electric Coop, Inc",,TX,97,15
2019,4958,Decatur Utilities,,AL,59,34
2019,4959,Aniak Light & Power Co Inc,Y,AK,1,0
2019,4960,Decatur County Rural E M C,,IN,27,0
2019,4975,Deep East Texas Elec Coop Inc,,TX,107,0
2019,4981,City of Deaver - (WY),Y,WY,82,0
2019,5015,Delano Municipal Utilities,,MN,10,1
2019,5021,Delaware County Elec Coop Inc,Y,NY,11,0
2019,5027,Delmarva Power,,DE,271,0
2019,5027,Delmarva Power,,MD,193,0
2019,5036,City of Delta - (CO),Y,CO,7,0
2019,5056,City of Denison - (IA),,IA,20,20
2019,5063,City of Denton - (TX),,TX,119,0
2019,5070,Delaware Electric Cooperative,,DE,89,45
2019,5071,Town of Dunreith - (IN),Y,IN,1,1
2019,5076,City of Denver - (IA),Y,IA,1,0
2019,5078,"Denton County Elec Coop, Inc",,TX,164,164
2019,5086,Delta Montrose Electric Assn,,CO,51,51
2019,5096,Village of Deshler - (OH),Y,OH,2,0
2019,5097,City of Deshler - (NE),Y,NE,6,0
2019,5109,DTE Electric Company,,MI,"3,500",0
2019,5111,City of Detroit Lakes - (MN),,MN,19,0
2019,5148,City of Dickson,,TN,45,37
2019,5154,City of Dighton - (KS),Y,KS,6,0
2019,5155,City of Dike,Y,IA,3,0
2019,5175,Dixie Electric Power Assn,,MS,93,0
2019,5202,Dixie Electric Membership Corp,,LA,138,130
2019,5204,Dixie Electric Coop,,AL,61,0
2019,5236,City of Doerun - (GA),Y,GA,1,0
2019,5309,City of Dothan - (AL),,AL,44,42
2019,5325,City of Douglas,,GA,15,0
2019,5326,PUD No 1 of Douglas County,,WA,55,0
2019,5327,Douglas Electric Coop - (OR),,OR,37,0
2019,5328,"Douglas Electric Coop, Inc",,SD,33,0
2019,5334,"Doniphan Elec Coop Assn, Inc",Y,KS,4,4
2019,5335,City of Dover - (DE),,DE,51,46
2019,5336,City of Dover - (OH),,OH,13,13
2019,5343,City of Dowagiac,Y,MI,1,1
2019,5350,Village of Dorchester - (NE),Y,NE,1,0
2019,5354,City of Drain - (OR),Y,OR,2,2
2019,5372,Town of Drexel - (NC),Y,NC,4,0
2019,5392,Dublin Municipal Electric Util,Y,IN,1,0
2019,5394,Dubois Rural Electric Coop Inc,,IN,37,17
2019,5399,Duck River Elec Member Corp,,TN,112,68
2019,5402,City of Due West - (SC),Y,SC,2,0
2019,5416,"Duke Energy Carolinas, LLC",,NC,"1,907",0
2019,5416,"Duke Energy Carolinas, LLC",,SC,658,0
2019,5417,Dunn County Electric Coop,,WI,40,0
2019,5429,City of Duncan - (OK),,OK,12,3
2019,5438,"Duncan Valley Elec Coop, Inc",Y,AZ,6,6
2019,5438,"Duncan Valley Elec Coop, Inc",Y,NM,2,2
2019,5442,Borough of Duncannon - (PA),Y,PA,3,0
2019,5480,Town of Danvers,,MA,6,6
2019,5487,Duquesne Light Co,,PA,626,579
2019,5509,City of Dyersburg,,TN,32,0
2019,5518,City of Dysart - (IA),Y,IA,3,1
2019,5529,City of Durant - (IA),Y,IA,8,3
2019,5531,Enerstar Power Corp,Y,IL,32,3
2019,5535,Egyptian Electric Coop Assn,,IL,68,64
2019,5551,City of Eagle River - (WI),,WI,10,5
2019,5563,City of Earlville - (IA),Y,IA,2,0
2019,5574,East Central Energy,,MN,110,12
2019,5574,East Central Energy,,WI,17,0
2019,5575,City of East Grand Forks - (MN),,MN,17,0
2019,5578,East Mississippi Elec Pwr Assn,,MS,37,0
2019,5582,City of East Point - (GA),,GA,20,0
2019,5583,City of Easton - (MO),Y,MO,1,0
2019,5584,East End Mutual Elec Co Ltd,Y,ID,1,1
2019,5585,Eastern Illinois Elec Coop,,IL,76,76
2019,5586,Borough of East Conemaugh,Y,PA,1,0
2019,5588,East-Central Iowa Rural Elec Coop,,IA,72,72
2019,5598,East Central Oklahoma Elec Coop Inc,,OK,78,0
2019,5605,Eastern Iowa Light & Power Coop,,IA,177,23
2019,5609,Eastern Maine Electric Coop,,ME,20,0
2019,5625,Easton Utilities Comm,,MD,15,15
2019,5630,City of Eaton Rapids - (MI),Y,MI,2,2
2019,5631,Town of Eatonville - (WA),Y,WA,2,0
2019,5632,Eau Claire Electric Coop,,WI,54,0
2019,5644,"Edisto Electric Coop, Inc",,SC,68,0
2019,5653,Village of Edgerton - (OH),Y,OH,2,0
2019,5655,Edinburgh Municipal Utilities,Y,IN,5,5
2019,5656,Edgecombe-Martin County E M C,,NC,36,18
2019,5661,City of Edmond - (OK),,OK,32,0
2019,5686,City of El Dorado Springs - (MO),Y,MO,3,0
2019,5692,City of Eitzen - (MN),Y,MN,1,0
2019,5701,El Paso Electric Co,,NM,59,54
2019,5701,El Paso Electric Co,,TX,292,272
2019,5721,City of Elfin Cove - (AK),Y,AK,1,0
2019,5728,City of Elba - (AL),Y,AL,8,0
2019,5730,City of Elberton,,GA,12,0
2019,5732,City of Elbow Lake - (MN),Y,MN,6,6
2019,5741,City of Eldorado - (OK),Y,OK,1,0
2019,5742,Eldridge City Utilities,,IA,1,0
2019,5744,City of Electra - (TX),Y,TX,3,3
2019,5752,Village of Eldorado - (OH),Y,OH,2,0
2019,5760,City of Elizabeth City - (NC),,NC,22,0
2019,5763,City of Elizabethton - (TN),,TN,35,35
2019,5771,City of Elk Point,Y,SD,3,0
2019,5773,City of Elk River,,MN,33,0
2019,5777,City of Elkhorn - (WI),,WI,6,4
2019,5780,Elkhorn Rural Public Pwr Dist,,NE,81,75
2019,5794,Town of Elkton,Y,VA,2,0
2019,5795,City of Elsmore - (KS),Y,KS,1,0
2019,5796,City of Ellaville,Y,GA,2,0
2019,5802,City of Ellinwood - (KS),Y,KS,8,8
2019,5827,City of Ellsworth - (IA),Y,IA,1,0
2019,5828,Borough of Ellwood City - (PA),Y,PA,6,0
2019,5832,Elmhurst Mutual Power & Light Co,,WA,19,12
2019,5833,Village of Elmore - (OH),Y,OH,10,0
2019,5834,City of Elroy - (WI),Y,WI,4,0
2019,5841,City of Ely - (MN),,MN,6,0
2019,5850,City of Emerson - (NE),Y,NE,5,5
2019,5860,Empire District Electric Co,,AR,10,0
2019,5860,Empire District Electric Co,,KS,23,0
2019,5860,Empire District Electric Co,,MO,262,0
2019,5860,Empire District Electric Co,,OK,13,0
2019,5862,"Empire Electric Assn, Inc",,CO,71,63
2019,5862,"Empire Electric Assn, Inc",,UT,3,3
2019,5875,Village of Endicott - (NY),Y,NY,9,0
2019,5896,Town of Enfield - (NC),Y,NC,7,0
2019,5905,Excelsior Electric Member Corp,,GA,37,0
2019,5915,Village of Enosburg Falls - (VT),Y,VT,5,0
2019,5919,City of Enterprise - (KS),Y,KS,2,0
2019,5927,Village of Endicott - (NE),Y,NE,1,0
2019,5928,Town of Etna Green,Y,IN,1,0
2019,5929,"Fairfield Electric Coop, Inc",,SC,65,0
2019,5930,Village of Fairport - (NY),,NY,30,0
2019,5932,City of Ephraim - (UT),Y,UT,9,0
2019,5935,Borough of Ephrata - (PA),,PA,7,0
2019,5945,City of Erath - (LA),Y,LA,2,0
2019,5957,City of Erie - (KS),Y,KS,7,5
2019,5961,Town of Erwin - (TN),,TN,9,9
2019,5964,"Escambia River Elec Coop, Inc",,FL,29,29
2019,5995,City of Estelline - (SD),Y,SD,4,4
2019,5997,Town of Estes Park,,CO,10,0
2019,5998,City of Estherville - (IA),,IA,7,0
2019,6008,City of Etowah,,TN,10,7
2019,6019,City of Eudora - (KS),,KS,4,0
2019,6022,City of Eugene - (OR),,OR,163,0
2019,6043,City of Evansville,,WI,9,0
2019,6052,City of Evergreen - (AL),Y,AL,7,0
2019,6112,"Farmers Electric Coop, Inc - (IA)",,IA,48,0
2019,6127,City of Fairbank - (IA),Y,IA,1,0
2019,6130,City of Fairburn - (GA),Y,GA,6,6
2019,6132,City of Fairbury,,NE,12,0
2019,6136,Village of Fairmont - (NE),Y,NE,2,0
2019,6138,City of Fairfax - (MN),,MN,6,0
2019,6141,City of Fairfield- (IL),Y,IL,7,0
2019,6145,City of Fairhope - (AL),,AL,11,0
2019,6149,City of Ellensburg - (WA),,WA,18,0
2019,6151,Fairmont Public Utilities Comm,,MN,17,0
2019,6152,City of Fairview - (OK),Y,OK,3,0
2019,6154,Fairview City Corporation,Y,UT,1,1
2019,6155,"Farmers Electric Company, Ltd - (ID)",Y,ID,1,0
2019,6157,City of Faith - (SD),Y,SD,1,0
2019,6168,Farmers Electric Coop - (IA),,IA,5,0
2019,6169,Fall River Rural Elec Coop Inc,,ID,64,0
2019,6169,Fall River Rural Elec Coop Inc,,MT,10,0
2019,6169,Fall River Rural Elec Coop Inc,,WY,5,0
2019,6172,City of Fallon - (NV),Y,NV,6,1
2019,6173,Fannin County Electric Coop,,TX,10,0
2019,6175,City of Falls City - (NE),,NE,8,0
2019,6178,City of Falmouth - (KY),Y,KY,3,0
2019,6181,"Farmers Electric Coop, Inc - (MO)",,MO,66,0
2019,6182,"Farmers Electric Coop, Inc - (TX)",,TX,71,0
2019,6183,"Fayette Electric Coop, Inc",,TX,27,0
2019,6192,City of Farmer City - (IL),Y,IL,5,4
2019,6194,Farmers Rural Electric Coop Corp - (KY),,KY,68,0
2019,6198,"Farmers Electric Coop, Inc - (NM)",,NM,45,45
2019,6203,City of Farmersville - (TX),Y,TX,2,0
2019,6204,City of Farmington - (NM),,NM,65,0
2019,6205,City of Farmington - (MO),,MO,24,0
2019,6206,Farmers Electric Coop Corp - (AR),Y,AR,8,8
2019,6207,Farmington River Power Company,,CT,1,0
2019,6209,Town of Farmville - (NC),Y,NC,4,0
2019,6210,City of Farnhamville - (IA),Y,IA,1,0
2019,6231,City of Fayette - (MO),Y,MO,7,0
2019,6234,City of Fayetteville,,TN,37,0
2019,6235,Fayetteville Public Works Commission,,NC,153,128
2019,6258,Federated Rural Electric Assn,,IA,6,0
2019,6258,Federated Rural Electric Assn,,MN,65,0
2019,6272,"FEM Electric Assn, Inc",,SD,31,0
2019,6274,City of Fennimore - (WI),Y,WI,8,8
2019,6276,Town of Ferdinand - (IN),Y,IN,4,4
2019,6297,PUD No 1 of Ferry County,,WA,15,1
2019,6316,Fillmore City Corporation,Y,UT,4,3
2019,6335,"Firelands Electric Coop, Inc",,OH,28,0
2019,6342,First Electric Coop Corp,,AR,149,149
2019,6369,Fishers Island Utility Co Inc,,NY,3,0
2019,6374,Fitchburg Gas & Elec Light Co,,MA,39,0
2019,6380,Fitzgerald Wtr Lgt & Bond Comm,,GA,13,0
2019,6390,City of Flandreau,,SD,3,2
2019,6395,Flathead Electric Coop Inc,,MT,87,0
2019,6396,City of Flatonia - (TX),Y,TX,2,0
2019,6411,Flint Electric Membership Corp,,GA,173,0
2019,6417,City of Flora - (IL),,IL,12,10
2019,6418,Town of Fleming - (CO),Y,CO,1,0
2019,6422,City of Florence - (AL),,AL,136,136
2019,6424,Florence Utility Comm,,WI,6,0
2019,6427,City of Floresville,,TX,19,19
2019,6431,"Flint Hills Rural E C A, Inc",,KS,28,0
2019,6442,Fleming-Mason Energy Coop Inc,,KY,45,0
2019,6443,"Florida Keys El Coop Assn, Inc",,FL,25,23
2019,6452,Florida Power & Light Co,,FL,"3,421","2,787"
2019,6455,"Duke Energy Florida, LLC",,FL,"1,386","1,161"
2019,6457,Florida Public Utilities Co,,FL,29,0
2019,6472,City of Floydada - (TX),Y,TX,4,0
2019,6491,Foley Board of Utilities,,AL,68,66
2019,6496,City of Fonda - (IA),Y,IA,3,0
2019,6501,City of Fontanelle - (IA),Y,IA,3,0
2019,6509,Town of Fort Laramie- (WY),Y,WY,1,0
2019,6579,City of Forest City- (IA),,IA,13,0
2019,6580,Town of Forest City,,NC,2,0
2019,6582,City of Forest Grove,,OR,16,0
2019,6598,City of Forsyth - (GA),Y,GA,6,0
2019,6604,City of Fort Collins - (CO),,CO,79,0
2019,6608,Fort Loudoun Electric Coop,,TN,41,40
2019,6609,City of Fort Meade - (FL),Y,FL,5,0
2019,6610,City of Fort Morgan,,CO,19,19
2019,6611,Fort Belknap Electric Coop Inc,,TX,7,0
2019,6612,Fort Payne Improvement Authority,,AL,27,27
2019,6613,Town of Fountain - (NC),Y,NC,136,0
2019,6615,City of Fort Pierre - (SD),,SD,4,0
2019,6616,Fort Pierce Utilities Authority,,FL,36,15
2019,6617,Fort Valley Utility Comm,,GA,9,9
2019,6618,Town of Fort Supply - (OK),Y,OK,1,0
2019,6627,City of Fosston - (MN),Y,MN,6,0
2019,6638,City of Fountain,,CO,10,10
2019,6640,Four County Elec Member Corp,,NC,102,0
2019,6641,4-County Electric Power Assn,,MS,89,0
2019,6707,City of Frankfort - (IN),,IN,10,6
2019,6708,City of Frankfort - (KY),,KY,52,0
2019,6709,Easley Combined Utility System,,SC,25,0
2019,6710,Town of Edenton - (NC),,NC,7,0
2019,6711,Village of Frankfort - (NY),Y,NY,9,0
2019,6715,City of Franklin - (VA),,VA,9,0
2019,6716,PUD No 1 of Franklin County,,WA,89,0
2019,6717,Franklin Electric Coop - (AL),,AL,12,0
2019,6718,City of Franklin - (KY),,KY,12,5
2019,6722,Franklin Rural Electric Coop - (IA),,IA,26,26
2019,6723,City of Franklin - (NE),Y,NE,5,0
2019,6735,Town of Frankton - (IN),Y,IN,2,0
2019,6750,City of Frederick - (OK),Y,OK,7,5
2019,6752,Town of Frederick - (CO),,CO,4,0
2019,6753,City of Fredonia - (AZ),Y,AZ,2,2
2019,6758,City of Fredericksburg - (TX),,TX,8,0
2019,6759,City of Fredericksburg - (IA),Y,IA,2,2
2019,6761,City of Fredericktown - (MO),Y,MO,11,0
2019,6762,City of Fredonia - (KS),Y,KS,6,6
2019,6764,Village of Freeburg - (IL),Y,IL,9,6
2019,6775,Village of Freeport - (NY),,NY,25,0
2019,6779,City of Fremont - (NE),,NE,27,0
2019,6780,Town of Fremont - (NC),Y,NC,2,2
2019,6782,Freeborn-Mower Coop Services,,IA,1,0
2019,6782,Freeborn-Mower Coop Services,,MN,83,32
2019,6784,French Broad Elec Member Corp,,NC,79,0
2019,6784,French Broad Elec Member Corp,,TN,2,0
2019,6793,City of Friend - (NE),Y,NE,2,0
2019,6803,Town of Front Royal,,VA,16,0
2019,6804,Frontier Power Company,,OH,26,9
2019,6839,City of Fulton - (MO),,MO,11,11
2019,6840,City of Fulton - (KY),,KY,7,0
2019,6848,Fulton County Rural E M C,Y,IN,8,8
2019,6866,"G & K, Inc",Y,AK,5,0
2019,6894,City of Gaffney - (SC),,SC,14,0
2019,6896,City of Galt,Y,MO,1,0
2019,6907,City of Greendale,,IN,21,15
2019,6909,Gainesville Regional Utilities,,FL,70,59
2019,6914,City of Galion,,OH,8,8
2019,6915,Galena Electric Utility,Y,AK,1,0
2019,6923,City of Gallatin - (TN),,TN,21,0
2019,6924,City of Gallatin - (MO),Y,MO,4,0
2019,6930,City of Gallup - (NM),,NM,18,0
2019,6931,City of Galva - (KS),Y,KS,1,0
2019,6941,City of Garden City,,KS,39,0
2019,6949,City of Gardner - (KS),,KS,16,0
2019,6950,Garland Light & Power Company,,WY,9,0
2019,6957,"Garkane Energy Coop, Inc",,AZ,8,0
2019,6957,"Garkane Energy Coop, Inc",,UT,48,0
2019,6958,City of Garland - (TX),,TX,98,98
2019,6965,City of Garnett - (KS),,KS,11,6
2019,6970,City of Garrett,Y,IN,9,0
2019,6993,City of Gas City - (IN),Y,IN,7,0
2019,7024,Gascosage Electric Coop,,MO,35,0
2019,7027,City of Gastonia - (NC),,NC,58,0
2019,7048,City of Geary - (OK),Y,OK,3,0
2019,7084,City of Declo - (ID),Y,ID,1,0
2019,7090,GreyStone Power Corporation,,GA,137,0
2019,7095,City of Geneseo - (IL),Y,IL,8,5
2019,7096,City of Geneva- (IL),,IL,33,0
2019,7100,Village of Genoa - (OH),Y,OH,4,4
2019,7128,City of Georgetown - (SC),,SC,8,0
2019,7129,City of Georgetown - (TX),,TX,35,24
2019,7130,Town of Georgetown - (MA),Y,MA,4,0
2019,7131,Village of Georgetown - (OH),Y,OH,7,0
2019,7140,Georgia Power Co,,GA,"2,500","2,000"
2019,7149,City of Gering - (NE),,NE,29,0
2019,7174,Gibson Electric Members Corp,,KY,6,0
2019,7174,Gibson Electric Members Corp,,TN,72,0
2019,7184,City of Giddings - (TX),Y,TX,3,0
2019,7194,City of Gilbert,Y,MN,1,0
2019,7222,City of Gillette - (WY),,WY,29,0
2019,7249,City of Giltner - (NE),Y,NE,1,0
2019,7256,Borough of Girard - (PA),Y,PA,3,0
2019,7257,City of Girard - (KS),,KS,10,0
2019,7262,"Glacier Electric Coop, Inc",,MT,48,0
2019,7264,"Glades Electric Coop, Inc",,FL,42,0
2019,7265,City of Gladstone,,MI,5,0
2019,7269,City of Glasco - (KS),Y,KS,1,0
2019,7270,City of Glasgow - (KY),,KY,23,14
2019,7287,City of Glen Elder - (KS),Y,KS,1,0
2019,7292,Glencoe Light & Power Comm,,MN,21,21
2019,7294,City of Glendale - (CA),,CA,108,35
2019,7295,City of Glidden - (IA),Y,IA,3,0
2019,7300,City of Glenwood Springs - (CO),,CO,14,0
2019,7303,Raccoon Valley Electric Cooperative,,IA,50,26
2019,7311,Village of Glouster - (OH),Y,OH,3,0
2019,7318,"Goldenwest Electric Coop, Inc",Y,MT,5,0
2019,7318,"Goldenwest Electric Coop, Inc",Y,ND,2,0
2019,7353,Golden Valley Elec Assn Inc,,AK,73,73
2019,7359,Borough of Goldsboro - (PA),Y,PA,1,0
2019,7368,City of Goldthwaite - (TX),Y,TX,2,2
2019,7370,City of Gonzales - (TX),Y,TX,4,0
2019,7374,City of Goodland - (KS),,KS,9,0
2019,7411,City of Gothenburg - (NE),,NE,1,0
2019,7419,City of Goldsmith - (TX),Y,TX,1,0
2019,7424,Gowrie Municipal Utilities,Y,IA,5,0
2019,7441,Goltry Public Works Authority,Y,OK,1,0
2019,7442,Grafton Electric - (IA),Y,IA,1,0
2019,7443,City of Graettinger - (IA),,IA,5,0
2019,7444,City of Grafton - (ND),Y,ND,1,0
2019,7445,Village of Grafton - (OH),Y,OH,7,0
2019,7450,Grady Electric Membership Corp,,GA,44,0
2019,7456,Graham County Electric Coop Inc,,AZ,28,22
2019,7460,Goodhue County Coop Elec Assn,,MN,29,0
2019,7478,Town of Granada - (CO),Y,CO,1,0
2019,7480,City of Granbury - (TX),Y,TX,6,0
2019,7483,City of Grand Haven - (MI),,MI,13,13
2019,7484,"Grand Electric Coop, Inc",,MT,1,0
2019,7484,"Grand Electric Coop, Inc",,SD,20,0
2019,7485,City of Grant - (NE),Y,NE,4,0
2019,7486,City of Grand Junction - (IA),Y,IA,3,0
2019,7487,City of Grand Marais - (MN),Y,MN,2,0
2019,7489,Grand Rapids Public Util Comm,,MN,17,4
2019,7490,Grand River Dam Authority,,OK,23,0
2019,7494,City of Granite Falls - (MN),Y,MN,9,9
2019,7496,Town of Granite Falls - (NC),Y,NC,3,3
2019,7501,City of Granite - (OK),Y,OK,2,0
2019,7515,City of Grantville - (GA),Y,GA,2,0
2019,7548,PUD No 1 of Grays Harbor County,,WA,85,0
2019,7558,Grayson Rural Electric Coop Corp,,KY,42,0
2019,7559,"Grayson-Collin Elec Coop, Inc",,TX,81,0
2019,7561,"Greenbelt Electric Coop, Inc",,TX,28,26
2019,7563,Grand Valley Power,,CO,29,0
2019,7593,City of Green Cove Springs,,FL,9,0
2019,7600,Village of Green Island - (NY),Y,NY,1,0
2019,7601,Green Mountain Power Corp,,VT,288,0
2019,7624,Village of Greene - (NY),Y,NY,10,0
2019,7625,City of Greeneville - (TN),,TN,68,0
2019,7626,City of Greenfield - (IA),,IA,9,0
2019,7627,City of Greenfield - (IN),,IN,21,21
2019,7631,City of Greensburg - (KS),Y,KS,3,0
2019,7633,Village of Greenup - (IL),Y,IL,4,0
2019,7634,City of Greenville - (TX),,TX,35,35
2019,7639,Greenville Utilities Comm,,NC,114,87
2019,7643,Village of Greenwich - (OH),Y,OH,2,0
2019,7646,Greenwood CPW,,SC,24,0
2019,7650,Village of Greenwood - (NE),Y,NE,87,0
2019,7651,Greenwood Utilities Comm,,MS,20,18
2019,7654,Greer Commission of Public Wks,,SC,30,0
2019,7665,Village of Gresham - (WI),Y,WI,4,0
2019,7677,City of Gridley - (CA),Y,CA,3,3
2019,7679,City of Griffin - (GA),,GA,26,0
2019,7712,City of Groton - (SD),Y,SD,6,6
2019,7713,Village of Groton - (NY),Y,NY,64,54
2019,7715,Town of Groton - (MA),Y,MA,4,4
2019,7716,Groton Dept of Utilities - (CT),,CT,22,0
2019,7719,Borough of Grove City - (PA),Y,PA,7,7
2019,7720,"Grundy Electric Coop, Inc",,IA,4,4
2019,7720,"Grundy Electric Coop, Inc",,MO,95,95
2019,7723,Town of Groveland - (MA),Y,MA,5,5
2019,7732,City of Grove City,Y,MN,1,1
2019,7743,Grundy Center Mun Light & Power,,IA,8,0
