Data Year,Utility Number,Utility Name,Short Form,State,Distribution Circuits,Circuits with Voltage Optimization
2019,15159,City of Plymouth - (WI),,WI,23,0
2019,15175,Pointe Coupee Elec Member Corp,,LA,31,0
2019,15180,City of Pocahontas - (IA),Y,IA,4,0
2019,15188,Polk County Rural Pub Pwr Dist,,NE,38,38
2019,15201,City of Pomona - (KS),Y,KS,3,3
2019,15202,City of Ponca City - (OK),,OK,30,0
2019,15203,Village of Plymouth - (OH),Y,OH,2,0
2019,15211,Pontotoc Electric Power Assn,,MS,46,12
2019,15229,City of Poplar Bluff - (MO),,MO,25,0
2019,15231,City of Port Angeles - (WA),,WA,24,3
2019,15246,City of Portland - (MI),Y,MI,5,0
2019,15248,Portland General Electric Co,,OR,694,7
2019,15257,"Poudre Valley REA, Inc",,CO,126,0
2019,15263,The Potomac Edison Company,,MD,355,355
2019,15263,The Potomac Edison Company,,WV,163,163
2019,15270,Potomac Electric Power Co,,DC,772,0
2019,15270,Potomac Electric Power Co,,MD,719,0
2019,15291,Prairie Energy Coop,,IA,80,0
2019,15293,Powell Valley Electric Coop,,TN,21,0
2019,15293,Powell Valley Electric Coop,,VA,11,0
2019,15294,City of Powell - (WY),Y,WY,4,0
2019,15297,City of Plummer - (ID),Y,ID,3,3
2019,15308,Plumas-Sierra Rural Elec Coop,,CA,29,1
2019,15308,Plumas-Sierra Rural Elec Coop,,NV,1,0
2019,15311,Prague Public Works Authority,,OK,4,0
2019,15312,Village of Prairie Du Sac - (WI),,WI,10,1
2019,15321,City of Pratt- (KS),,KS,10,0
2019,15327,PUD No 1 of Wahkiakum County,Y,WA,6,0
2019,15334,Prentiss County Elec Pwr Assn,,MS,29,0
2019,15336,City of Prescott - (KS),Y,KS,1,0
2019,15337,City of Prescott - (AR),Y,AR,2,0
2019,15340,Presque Isle Elec & Gas Coop,,MI,69,0
2019,15344,Polk-Burnett Electric Coop,,WI,54,0
2019,15346,Village of Polk - (NE),Y,NE,2,0
2019,15348,Preston Public Utilities Comm,Y,MN,7,0
2019,15349,City of Preston,,IA,4,4
2019,15352,Village of Prague - (NE),Y,NE,1,0
2019,15356,Price Electric Coop Inc,,WI,16,0
2019,15371,Town of Princeton - (MA),Y,MA,1,1
2019,15377,City of Primghar - (IA),Y,IA,4,0
2019,15385,City of Princeton - (WI),Y,WI,4,0
2019,15386,City of Princeton - (KY),,KY,9,0
2019,15387,Princeton Public Utils Comm,,MN,16,16
2019,15388,City of Princeton - (IL),,IL,12,10
2019,15410,Prince George Electric Coop,,VA,33,0
2019,15419,PUD No 3 of Mason County,,WA,46,0
2019,15432,Prospect Corporation,Y,OH,1,1
2019,15433,Town of Prosperity - (SC),Y,SC,1,0
2019,15443,City of Providence - (KY),Y,KY,4,0
2019,15444,Provo City Corp,,UT,32,0
2019,15460,Proctor Public Utilities Comm,Y,MN,1,0
2019,15462,City of Pryor - (OK),,OK,10,10
2019,15466,Public Service Co of Colorado,,CO,793,30
2019,15470,"Duke Energy Indiana, LLC",,IN,"1,253",0
2019,15472,Public Service Co of NH,,NH,377,0
2019,15473,Public Service Co of NM,,NM,492,376
2019,15474,Public Service Co of Oklahoma,,OK,769,75
2019,15477,Public Service Elec & Gas Co,,NJ,"2,943",0
2019,15500,Puget Sound Energy Inc,,WA,"1,123",42
2019,15507,City of Pulaski - (TN),,TN,34,0
2019,15515,City of Purcell - (OK),Y,OK,3,3
2019,15541,Borough of Quakertown - (PA),,PA,6,0
2019,15566,City of Quincy - (FL),,FL,9,9
2019,15573,City of Quitman,Y,GA,4,0
2019,15619,City of Radford - (VA),,VA,30,0
2019,15621,"Radiant Electric Coop, Inc",,KS,22,0
2019,15665,City of Randall - (MN),Y,MN,1,0
2019,15671,Randolph Electric Member Corp,,NC,73,59
2019,15672,Ralls County Electric Coop,,MO,84,84
2019,15674,City of Randolph - (NE),Y,NE,2,0
2019,15686,Village of Rantoul - (IL),,IL,39,39
2019,15698,Raton Public Service Company,Y,NM,7,7
2019,15700,Rayle Electric Membership Corp,,GA,50,0
2019,15728,City of Rayne - (LA),Y,LA,7,0
2019,15746,Red River Valley Rrl Elec Assn,,OK,52,52
2019,15748,Town of Reading - (MA),,MA,27,24
2019,15750,Redwood Electric Coop,,MN,42,0
2019,15751,City of Readlyn - (IA),Y,IA,1,0
2019,15772,City of Red Bud - (IL),Y,IL,10,10
2019,15773,City of Red Cloud - (NE),Y,NE,1,0
2019,15776,Reedy Creek Improvement Dist,,FL,100,100
2019,15778,Town of Red Springs - (NC),Y,NC,9,9
2019,15783,City of Redding - (CA),,CA,68,0
2019,15793,Redwood Falls Public Util Comm,,MN,12,0
2019,15804,Reedsburg Utility Comm,,WI,28,0
2019,15811,"Rich Mountain Elec Coop, Inc",,AR,36,0
2019,15811,"Rich Mountain Elec Coop, Inc",,OK,3,0
2019,15845,Renville-Sibley Coop Pwr Assn,,MN,36,0
2019,15846,City of Remsen - (IA),,IA,5,0
2019,15860,City of Rensselaer - (IN),,IN,9,9
2019,15862,City of Renwick - (IA),Y,IA,1,0
2019,15865,Village of Republic - (OH),Y,OH,1,0
2019,15923,City of Pond Creek - (OK),Y,OK,1,0
2019,15938,Rice Lake Utilities,,WI,6,6
2019,15943,City of Rich Hill - (MO),Y,MO,2,2
2019,15978,City of Richland Center - (WI),,WI,12,0
2019,15979,City of Richland - (WA),,WA,74,0
2019,15981,City of Richland - (MO),Y,MO,5,0
2019,15982,Town of Richlands - (VA),Y,VA,6,0
2019,15983,Richland Electric Coop,Y,WI,19,19
2019,15989,City of Richmond - (IN),,IN,74,0
2019,15991,Village of Richmondville - (NY),Y,NY,2,0
2019,16022,Village of Reynolds - (NE),Y,NE,1,0
2019,16057,"Rio Grande Electric Coop, Inc",,NM,5,0
2019,16057,"Rio Grande Electric Coop, Inc",,TX,56,0
2019,16060,Riverland Energy Cooperative,,WI,76,0
2019,16062,Village of Ripley - (OH),Y,OH,2,0
2019,16063,"Rita Blanca Electric Coop, Inc",,TX,55,0
2019,16068,City of Rising Sun - (IN),Y,IN,4,0
2019,16082,City of River Falls,,WI,20,20
2019,16088,City of Riverside - (CA),,CA,138,138
2019,16092,Village of Riverton - (IL),Y,IL,1,0
2019,16101,Roanoke Electric Member Corp,,NC,42,0
2019,16105,City of Riverdale - (ND),Y,ND,1,0
2019,16113,City of Robersonville - (NC),Y,NC,3,0
2019,16135,City of Robinson - (KS),Y,KS,45,0
2019,16140,City of Robertsdale,Y,AL,6,0
2019,16146,"Navasota Valley Elec Coop, Inc",,TX,53,52
2019,16164,Roosevelt Public Power Dist,,NE,5,0
2019,16179,Rochelle Municipal Utilities,,IL,21,6
2019,16181,Rochester Public Utilities,,MN,80,44
2019,16183,Rochester Gas & Electric Corp,,NY,576,0
2019,16195,City of Rock Hill - (SC),,SC,38,0
2019,16196,Rock Energy Cooperative,,IL,21,15
2019,16196,Rock Energy Cooperative,,WI,33,12
2019,16198,City of Rock Falls - (IL),Y,IL,12,8
2019,16206,Rock Rapids Municipal Utility,,IA,6,0
2019,16211,City of Rockford- (IA),Y,IA,4,0
2019,16213,Rockland Electric Co,,NJ,89,0
2019,16217,Village of Rockville Centre - (NY),,NY,54,9
2019,16223,City of Rockwood - (TN),,TN,19,19
2019,16226,City of Rocky Mount - (NC),,NC,45,45
2019,16259,City of Rolla - (MO),,MO,50,0
2019,16267,Rolling Hills Electric Coop,,KS,85,6
2019,16269,City of Roodhouse - (IL),Y,IL,5,5
2019,16284,"Roseau Electric Coop, Inc",,MN,40,40
2019,16285,City of Roseau - (MN),Y,MN,6,0
2019,16286,Rosebud Electric Coop Inc,,SD,25,25
2019,16295,City of Roseville - (CA),,CA,101,0
2019,16325,Village of Rouses Point - (NY),,NY,14,0
2019,16368,Runestone Electric Assn,,MN,57,0
2019,16375,Borough of Royalton - (PA),Y,PA,1,0
2019,16377,Town of Rowley - (MA),Y,MA,4,4
2019,16382,"Rural Electric Coop, Inc",,OK,52,0
2019,16416,City of Rupert - (ID),,ID,7,7
2019,16420,Rural Electric Conven Coop,,IL,28,0
2019,16427,City of Rushford - (MN),Y,MN,5,5
2019,16438,City of Russell - (MA),Y,MA,1,0
2019,16440,City of Russell - (KS),,KS,16,10
2019,16458,City of Russellville - (AL),,AL,8,4
2019,16459,City of Russellville - (KY),,KY,8,3
2019,16461,"Rusk County Electric Coop, Inc",,TX,41,0
2019,16463,City of Ruston - (LA),,LA,19,19
2019,16487,Town of Ryan - (OK),Y,OK,2,0
2019,16496,Rutherford Elec Member Corp,,NC,201,0
2019,16511,Sac-Osage Electric Coop Inc,,MO,34,0
2019,16518,City of Sabetha - (KS),,KS,11,3
2019,16528,City of Sabula - (IA),Y,IA,3,0
2019,16534,Sacramento Municipal Util Dist,,CA,754,121
2019,16549,City of Salamanca - (NY),,NY,20,20
2019,16555,Salem Electric - (OR),,OR,23,0
2019,16557,Salem City Corporation - (UT),Y,UT,6,0
2019,16558,City of Salem - (VA),,VA,45,0
2019,16560,City of Salisbury - (MO),Y,MO,1,0
2019,16561,City of Sallisaw - (OK),,OK,8,0
2019,16565,Salmon River Electric Coop Inc,,ID,6,6
2019,16572,Salt River Project,,AZ,"1,416",0
2019,16587,Salt River Electric Coop Corp,,KY,100,55
2019,16603,"San Luis Valley R E C, Inc",,CO,54,0
2019,16604,City of San Antonio - (TX),,TX,614,22
2019,16606,"Santee Electric Coop, Inc",,SC,138,0
2019,16609,San Diego Gas & Electric Co,,CA,"1,061",757
2019,16610,City of Scribner - (NE),Y,NE,3,0
2019,16611,Access Energy Coop,,IA,64,64
2019,16613,Sam Houston Electric Coop Inc,,TX,117,0
2019,16616,"San Isabel Electric Assn, Inc",,CO,87,0
2019,16622,"San Miguel Power Assn, Inc",,CO,44,0
2019,16627,San Patricio Electric Coop Inc,,TX,39,38
2019,16628,City of Sanborn - (IA),,IA,5,0
2019,16629,Sand Mountain Electric Coop,,AL,55,0
2019,16637,City of Sandersville - (GA),Y,GA,9,9
2019,16638,"San Bernard Electric Coop, Inc",,TX,58,0
2019,16647,City of Sanger - (TX),Y,TX,4,4
2019,16648,City of Santa Clara - (UT),Y,UT,9,9
2019,16649,Sangre De Cristo Elec Assn Inc,,CO,23,0
2019,16655,City of Santa Clara - (CA),,CA,177,0
2019,16667,City of Sargent - (NE),Y,NE,1,0
2019,16674,Satilla Rural Elec Member Corporation,,GA,82,0
2019,16679,City of Sauk Centre - (MN),,MN,4,0
2019,16680,Village of Sauk City - (WI),Y,WI,2,0
2019,16740,Scenic Rivers Energy Coop,,IL,4,0
2019,16740,Scenic Rivers Energy Coop,,WI,73,0
2019,16751,Three Rivers Electric Coop,,MO,67,0
2019,16759,"Sheridan Electric Coop, Inc",,MT,16,0
2019,16759,"Sheridan Electric Coop, Inc",,ND,2,0
2019,16765,City of Schulenburg - (TX),Y,TX,4,4
2019,16778,City of Schuyler - (NE),,NE,25,0
2019,16780,Borough of Schuylkill Haven - (PA),Y,PA,4,0
2019,16788,Town of Scotland Neck - (NC),Y,NC,4,0
2019,16805,SEMO Electric Cooperative,,MO,64,0
2019,16829,City of Scottsboro,,AL,16,16
2019,16830,City of Scottsburg - (IN),,IN,28,0
2019,16845,Village of Shickley - (NE),Y,NE,1,1
2019,16851,SE-MA-NO Electric Coop,,MO,18,16
2019,16852,City of Seaford- (DE),,DE,9,9
2019,16853,Borough of St Clair - (PA),Y,PA,3,3
2019,16854,"Heartland Rural Elec Coop, Inc",,KS,46,0
2019,16865,Sawnee Electric Membership Corporation,,GA,216,160
2019,16868,City of Seattle - (WA),,WA,236,0
2019,16873,City of Sebewaing - (MI),Y,MI,8,3
2019,16876,City of Savonburg - (KS),Y,KS,1,0
2019,16900,City of Seguin - (TX),,TX,17,17
2019,16914,Town of Selma - (NC),Y,NC,9,9
2019,16920,Sedgwick County El Coop Assn Inc,,KS,21,0
2019,16921,City of Seneca - (SC),,SC,8,0
2019,16922,City of Seneca - (KS),,KS,2,0
2019,16930,Sequachee Valley Electric Coop,,TN,45,11
2019,16932,City of Sergeant Bluff - (IA),,IA,4,0
2019,16949,Sevier County Electric System,,TN,80,0
2019,16951,Seville Board of Public Affairs,Y,OH,2,0
2019,16953,City of Seward - (NE),,NE,26,0
2019,16959,City of Seymour - (MO),Y,MO,2,0
2019,16961,City of Seymour - (TX),Y,TX,2,0
2019,16971,Shakopee Public Utilities Comm,,MN,33,0
2019,16988,City of Sharon Springs - (KS),Y,KS,5,1
2019,16992,City of Stanton - (IA),Y,IA,5,0
2019,17004,Town of Sharpsburg - (NC),Y,NC,1,0
2019,17011,Shawano Municipal Utilities,,WI,11,0
2019,17028,City of Sheboygan Falls - (WI),,WI,15,0
2019,17033,Sheffield Utilities,,AL,57,0
2019,17035,City of Shelbina - (MO),Y,MO,5,5
2019,17037,City of Shelby - (NC),,NC,15,0
2019,17038,RushShelby Energy,,IN,42,0
2019,17040,"Shelby Electric Coop, Inc",,IL,62,0
2019,17043,City of Shelby - (OH),,OH,8,0
2019,17044,"Shelby Energy Co-op, Inc",,KY,47,0
2019,17045,City of Sharon- (ND),Y,ND,80,0
2019,17046,City of Shelby - (IA),Y,IA,2,1
2019,17047,City of Shelbyville - (TN),,TN,12,0
2019,17066,Shenandoah Valley Elec Coop,,VA,135,1
2019,17074,City of Shelly - (MN),Y,MN,1,0
2019,17079,Village of Sherburne - (NY),Y,NY,5,5
2019,17085,City of Sherrill - (NY),Y,NY,10,0
2019,17098,Village of Shiloh - (OH),Y,OH,2,0
2019,17101,City of Shiner - (TX),Y,TX,3,3
2019,17127,Town of Shrewsbury - (MA),,MA,24,24
2019,17130,City of Shullsburg - (WI),Y,WI,1,0
2019,17141,City of Sibley - (IA),,IA,10,0
2019,17149,City of Sidney - (NE),,NE,6,0
2019,17166,Sierra Pacific Power Co,,NV,348,0
2019,17177,City of Sikeston - (MO),,MO,24,16
2019,17184,City of Siloam Springs - (AR),,AR,18,0
2019,17186,Village of Silver Springs - (NY),Y,NY,1,0
2019,17252,Singing River Elec Cooperative,,AL,7,6
2019,17252,Singing River Elec Cooperative,,MS,167,94
2019,17260,North West Rural Electric Coop,,IA,123,0
2019,17261,Slope Electric Coop Inc,,ND,55,0
2019,17264,City of Sioux Center,,IA,27,0
2019,17265,City of Sioux Falls - (SD),,SD,12,0
2019,17267,Sioux Valley SW Elec Coop,,MN,32,0
2019,17267,Sioux Valley SW Elec Coop,,SD,129,0
2019,17271,City & Borough of Sitka - (AK),,AK,7,0
2019,17279,PUD No 1 of Skamania Co,,WA,12,0
2019,17280,Village of Skaneateles - (NY),Y,NY,5,0
2019,17286,City of Skiatook - (OK),Y,OK,6,0
2019,17290,Slash Pine Elec Member Corp,,GA,24,24
2019,17312,City of Slater - (MO),Y,MO,3,0
2019,17320,Sleepy Eye Public Utility Comm,,MN,10,0
2019,17324,Slinger Utilities,,WI,1,1
2019,17337,Borough of Smethport - (PA),Y,PA,1,0
2019,17451,Town of Smithfield - (NC),,NC,11,0
2019,17452,City of Smithville - (TN),,TN,7,7
2019,17453,City of Smithville - (TX),Y,TX,3,3
2019,17457,Town of Smyrna - (DE),,DE,4,0
2019,17470,PUD 1 of Snohomish County,,WA,377,294
2019,17492,"Socorro Electric Coop, Inc",,NM,21,0
2019,17493,City of Soda Springs - (ID),Y,ID,2,0
2019,17497,City of Snyder - (NE),Y,NE,1,0
2019,17512,Village of Solvay - (NY),,NY,15,0
2019,17534,"South Alabama Elec Coop, Inc",,AL,50,0
2019,17539,"Dominion Energy South Carolina, Inc",,SC,764,0
2019,17540,"South Central Ark El Coop, Inc",,AR,23,23
2019,17543,South Carolina Public Service Authority,,SC,291,253
2019,17548,South Central Public Pwr Dist,,NE,76,0
2019,17550,South Central Electric Assn,,MN,75,0
2019,17553,Town of South Coffeyville - (OK),Y,OK,1,0
2019,17560,Town of South Hadley - (MA),,MA,5,0
2019,17561,South Plains Electric Coop Inc,,TX,175,154
2019,17562,City of South Haven - (MI),,MI,8,8
2019,17564,South Kentucky Rural E C C,,KY,143,4
2019,17564,South Kentucky Rural E C C,,TN,4,0
2019,17565,South Louisiana Elec Coop Assn,,LA,37,0
2019,17569,City of South Norwalk - (CT),,CT,8,0
2019,17571,Borough of South River - (NJ),Y,NJ,12,0
2019,17572,South River Elec Member Corp,,NC,120,120
2019,17576,"South Side Electric, Inc",Y,ID,3,3
2019,17577,City of South Sioux City,,NE,19,11
2019,17585,"Southeastern IL Elec Coop, Inc",,IL,131,1
2019,17588,South Vienna Corporation,Y,OH,1,0
2019,17589,Town of South Whitley - (IN),Y,IN,2,0
2019,17592,Southeast Colorado Power Assn,,CO,59,0
2019,17593,"Southeast Electric Coop, Inc",Y,MT,41,13
2019,17593,"Southeast Electric Coop, Inc",Y,WY,1,1
2019,17599,Southeastern Indiana R E M C,,IN,20,0
2019,17603,Southeastern Electric Coop Inc - (OK),,OK,28,27
2019,17609,Southern California Edison Co,,CA,"4,464","2,481"
2019,17612,Bear Valley Electric Service,,CA,23,0
2019,17631,Southern Illinois Elec Coop,,IL,43,0
2019,17633,Southern Indiana Gas & Elec Co,,IN,238,4
2019,17637,Southern Maryland Elec Coop Inc,,MD,238,0
2019,17642,Southern Public Power District,,NE,226,0
2019,17643,"Southern Iowa Elec Coop, Inc",,IA,32,0
2019,17646,"Southern Pine Elec Coop, Inc",,AL,37,0
2019,17647,Southern Pine Electric Cooperative,,MS,132,0
2019,17668,City of Southport - (NC),Y,NC,4,0
2019,17671,Southwest Arkansas E C C,,AR,102,102
2019,17671,Southwest Arkansas E C C,,OK,2,2
2019,17671,Southwest Arkansas E C C,,TX,5,5
2019,17681,Southwest Rural Elec Assn Inc,,OK,16,0
2019,17681,Southwest Rural Elec Assn Inc,,TX,16,0
2019,17683,Southwest Mississippi E P A,,MS,67,0
2019,17684,Southwest Louisiana E M C,,LA,170,170
2019,17692,Southwest Public Power Dist,,NE,75,0
2019,17693,"Southwest Texas Elec Coop, Inc",,TX,44,42
2019,17694,Southwest Tennessee E M C,,TN,78,0
2019,17697,Southwestern Electric Coop Inc - (IL),,IL,87,0
2019,17698,Southwestern Electric Power Co,,AR,142,0
2019,17698,Southwestern Electric Power Co,,LA,320,0
2019,17698,Southwestern Electric Power Co,,TX,286,0
2019,17715,Southwestern Electric Coop Inc - (NM),,CO,1,0
2019,17715,Southwestern Electric Coop Inc - (NM),,NM,9,0
2019,17715,Southwestern Electric Coop Inc - (NM),,OK,1,0
2019,17715,Southwestern Electric Coop Inc - (NM),,TX,2,0
2019,17718,Southwestern Public Service Co,,NM,180,0
2019,17718,Southwestern Public Service Co,,TX,389,0
2019,17727,Village of Spalding - (NE),Y,NE,5,5
2019,17732,Spanish Fork City Corporation,,UT,23,0
2019,17740,City of Sparta,,TN,3,0
2019,17783,City of Spencer - (IA),,IA,30,6
2019,17787,City of Spencer - (NE),Y,NE,2,0
2019,17789,Village of Spencerport - (NY),Y,NY,8,0
2019,17790,Town of Spiceland - (IN),Y,IN,1,0
2019,17802,Town of Spiro - (OK),Y,OK,2,0
2019,17811,City of Spooner - (WI),Y,WI,4,4
2019,17823,City of Spring Grove,Y,MN,1,0
2019,17824,Spring Valley Pub Utils Comm,Y,MN,6,0
2019,17826,"Springer Electric Coop, Inc",,NM,16,0
2019,17827,Town of Springer - (NM),Y,NM,2,0
2019,17828,City of Springfield - (IL),,IL,124,124
2019,17829,City of Springfield - (TN),,TN,13,0
2019,17832,Snapping Shoals El Member Corp,,GA,99,94
2019,17833,City Utilities of Springfield - (MO),,MO,157,0
2019,17834,City of Springfield - (CO),Y,CO,6,0
2019,17836,Springfield Public Utils Comm - (MN),Y,MN,3,3
2019,17838,"Spoon River Electric Coop, Inc",Y,IL,29,0
2019,17839,City of Springfield - (OR),,OR,37,0
2019,17844,Spring City Corporation,Y,UT,1,1
2019,17845,City of Springville - (UT),,UT,22,0
2019,17846,Village of Springville - (NY),Y,NY,12,0
2019,17860,City of St Charles - (IL),,IL,50,0
2019,17862,City of St Charles - (MN),Y,MN,3,0
2019,17865,City of St Clairsville - (OH),Y,OH,5,5
2019,17868,St Croix Electric Coop,,WI,50,0
2019,17872,City of St Francis - (KS),Y,KS,7,0
2019,17874,City of St George,,UT,62,62
2019,17876,City of St James - (MN),,MN,7,5
2019,17877,City of St James - (MO),Y,MO,9,7
2019,17879,City of St. John - (KS),Y,KS,5,5
2019,17886,City of St Louis - (MI),Y,MI,10,0
2019,17889,City of St Martinville - (LA),Y,LA,3,0
2019,17891,City of St Marys - (OH),,OH,4,0
2019,17894,City of St Marys - (KS),Y,KS,4,0
2019,17896,City of Shasta Lake - (CA),,CA,8,6
2019,17898,City of Saint Paul,Y,AK,3,0
2019,17899,City of St Paul - (NE),,NE,2,2
2019,17900,City of Saint Peter,,MN,14,0
2019,17918,City of St Robert - (MO),Y,MO,3,0
2019,17924,City of Stafford - (KS),Y,KS,3,0
2019,17979,Stanton County Public Pwr Dist,,NE,29,0
2019,17981,Town of Stantonsburg - (NC),Y,NC,1,0
2019,17983,City of Staples- (MN),,MN,9,0
2019,18004,City of Starke - (FL),,FL,7,7
2019,18006,City of Starkville,,MS,17,0
2019,18014,City of State Center - (IA),Y,IA,7,0
2019,18019,Stearns Cooperative Elec Assn,,MN,119,118
2019,18022,City of Statesville - (NC),,NC,31,31
2019,18045,City of Steelville,Y,MO,4,0
2019,18047,Steele-Waseca Cooperative Electric,,MN,61,47
2019,18051,Town of Steilacoom,,WA,4,0
2019,18063,City of Stephen - (MN),Y,MN,3,0
2019,18074,City of Stephenson - (MI),Y,MI,3,0
2019,18085,South Central Power Company,,OH,212,0
2019,18086,City of Sterling - (KS),Y,KS,8,0
2019,18087,Town of Sterling - (MA),,MA,4,4
2019,18100,Steuben County Rural E M C,,IN,25,0
2019,18102,"Steuben Rural Elec Coop, Inc",,NY,16,0
2019,18125,Stillwater Utilities Authority,,OK,31,0
2019,18126,City of Stilwell - (OK),,OK,8,8
2019,18129,City of Stratton - (NE),Y,NE,3,0
2019,18137,City of Stockton - (KS),Y,KS,4,4
2019,18177,City of Story City - (IA),,IA,6,0
2019,18181,City of Stoughton - (WI),,WI,19,0
2019,18199,"Swisher Electric Coop, Inc",,TX,58,58
2019,18200,Village of Stratford - (WI),Y,WI,1,0
2019,18201,City of Stratford - (IA),Y,IA,140,0
2019,18203,Tallapoosa River Elec Coop Inc,,AL,73,2
2019,18204,City of Strawberry Point,Y,IA,2,0
2019,18206,Strawberry Electric Serv Dist,,UT,17,6
2019,18217,City of Stromsburg - (NE),Y,NE,6,2
2019,18224,City of Stroud - (OK),Y,OK,4,4
2019,18230,City of Stuart - (NE),Y,NE,1,0
2019,18231,City of Stuart - (IA),Y,IA,6,0
2019,18249,City of Sturgeon Bay - (WI),,WI,18,0
2019,18250,Town of Straughn - (IN),Y,IN,1,0
2019,18252,City of Sturgis,,MI,19,0
2019,18260,Surprise Valley Electrification,,CA,34,0
2019,18260,Surprise Valley Electrification,,NV,1,0
2019,18260,Surprise Valley Electrification,,OR,15,0
2019,18273,City of Sullivan - (MO),,MO,8,8
2019,18277,City of Sullivan - (IL),Y,IL,6,6
2019,18280,Sulphur Springs Valley E C Inc,,AZ,84,0
2019,18282,City of Sumas - (WA),Y,WA,2,0
2019,18301,City of Sumner - (IA),Y,IA,5,0
2019,18304,"Sumter Electric Coop, Inc",,FL,200,0
2019,18305,Sumter Electric Member Corp,,GA,64,45
2019,18312,Sun Prairie Utilities,,WI,26,0
2019,18316,"Sumner-Cowley Elec Coop, Inc",,KS,29,0
2019,18330,City of Superior - (NE),,NE,8,8
2019,18336,Superior Water and Light Co,,WI,14,0
2019,18339,Surry-Yadkin Elec Member Corp,,NC,70,4
2019,18354,City of Sutton - (NE),Y,NE,4,0
2019,18360,Suwannee Valley Elec Coop Inc,,FL,41,0
2019,18371,Village of Swanton - (VT),,VT,7,4
2019,18383,Taylor Electric Coop - (WI),,WI,48,0
2019,18384,City of Sweetwater,,TN,14,0
2019,18393,Village of Sycamore - (OH),Y,OH,2,2
2019,18395,Sylacauga Utilities Board,,AL,24,24
2019,18397,City of Sylvania - (GA),,GA,6,1
2019,18401,"Sun River Electric Coop, Inc",,MT,41,0
2019,18403,City of Sylvester - (GA),Y,GA,8,0
2019,18408,City of Syracuse - (NE),,NE,1,0
2019,18429,City of Tacoma - (WA),,WA,185,46
2019,18433,Tahlequah Public Works Authority,,OK,16,0
2019,18445,City of Tallahassee - (FL),,FL,262,0
2019,18446,T I P Rural Electric Coop,,IA,21,0
2019,18447,Tallahatchie Valley E P A,,MS,53,0
2019,18448,Tanner Electric Coop,,WA,8,0
2019,18449,"Talquin Electric Coop, Inc",,FL,86,0
2019,18454,Tampa Electric Co,,FL,800,0
2019,18456,Borough of Tarentum - (PA),Y,PA,3,0
2019,18466,Town of Tarboro - (NC),,NC,27,0
2019,18472,City of Tarrant,,AL,9,0
2019,18474,Tanana Power Co Inc,Y,AK,2,0
2019,18480,Tatitlek Electric Utility,Y,AK,3,3
2019,18488,City of Taunton,,MA,56,25
2019,18498,Taylor County Rural E C C,,KY,67,0
2019,18499,Three Notch Elec Member Corp,,GA,37,0
2019,18524,Tecumseh Utility Authority,Y,OK,1,1
2019,18525,City of Tecumseh,,NE,2,0
2019,18538,City of Tell City - (IN),,IN,10,10
2019,18541,City of Tenakee Springs - (AK),Y,AK,1,0
2019,18546,Town of Templeton - (MA),Y,MA,4,0
2019,18642,Tennessee Valley Authority,,GA,1,0
2019,18642,Tennessee Valley Authority,,KY,6,0
2019,18642,Tennessee Valley Authority,,NC,1,0
2019,18643,Tennessee Valley Electric Coop,,TN,25,0
2019,18806,City of Thayer - (MO),Y,MO,3,3
2019,18813,Village of Theresa - (NY),Y,NY,6,0
2019,18820,City of Thief River Falls,,MN,19,0
2019,18847,City of Thomaston - (GA),,GA,9,9
2019,18848,City of Thomasville - (GA),,GA,41,0
2019,18887,City of Thorntown - (IN),Y,IN,3,0
2019,18895,Thumb Electric Coop of Mich,,MI,39,0
2019,18901,Thurmont Municipal Light Co,Y,MD,6,0
2019,18917,Tillamook Peoples Utility Dist,,OR,31,0
2019,18940,Tipmont Rural Elec Member Corp,,IN,61,24
2019,18941,City of Tipp City - (OH),,OH,12,9
2019,18942,Tipton Municipal Electric Util,,IN,7,0
2019,18943,Tippah Electric Power Assn,,MS,17,0
2019,18944,Village of Tontogany - (OH),Y,OH,1,1
2019,18945,City of Toronto - (KS),Y,KS,1,0
2019,18947,City of Tipton - (IA),,IA,3,0
2019,18951,Tishomingo County E P A,,MS,28,0
2019,18954,City of Trenton - (NE),Y,NE,1,0
2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,86,86
2019,18956,Tri-County Elec Member Corp (GA),,GA,35,30
2019,18957,Tri-County Elec Member Corp (NC),,NC,56,0
2019,18959,City of Troy - (KS),Y,KS,2,2
2019,18961,Twin County Electric Pwr Assn,,MS,43,39
2019,18962,Twin Valley Electric Coop Inc,,KS,8,0
2019,18963,"Inside Passage Elec Coop, Inc",Y,AK,4,0
2019,18976,Trinity Valley Elec Coop Inc,,TX,110,0
2019,18997,The Toledo Edison Co,,OH,255,235
2019,19007,Tombigbee Electric Power Assn,,MS,81,0
2019,19022,Tongue River Electric Coop Inc,,MT,39,0
2019,19025,City of Tonkawa - (OK),Y,OK,5,0
2019,19027,"Tombigbee Electric Coop, Inc",,AL,30,6
2019,19032,City of Torrington - (WY),,WY,15,0
2019,19060,"Traverse Electric Coop, Inc",,MN,24,0
2019,19060,"Traverse Electric Coop, Inc",,ND,6,0
2019,19060,"Traverse Electric Coop, Inc",,SD,9,0
2019,19062,City of Traer - (IA),Y,IA,6,0
2019,19108,Tideland Electric Member Corp,,NC,42,0
2019,19114,Village of Trempealeau - (WI),Y,WI,7,0
2019,19125,City of Traverse City - (MI),,MI,28,28
