Data Year,Utility Number,Utility Name,Short Form,Ownership Code,Ownership,Monthly,Advanced Metering,Demand Response,Distribution Systems,Dynamic Pricing,Energy Efficiency,Mergers,Net Metering,Non Net Metering Distributed,Operational Data,Reliablity,Sales to Ultimate Customers,Service Territory,Utility Data
2019,20111,Warren County Rural E M C,Y,C,Cooperative,,X,,X,X,,,,,X,X,X,X,X
2019,20122,Town of Warren - (IN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20130,Warren Rural Elec Coop Corp,,C,Cooperative,X,X,,X,X,,,,X,X,X,X,X,X
2019,20134,City of Warroad,,M,Municipal,,X,,X,,,,,X,X,X,X,X,X
2019,20135,City of Washington - (UT),,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,20136,City of Waseca - (MN),,M,Municipal,,X,X,X,,X,,X,,X,X,X,X,X
2019,20138,"Wasco Electric Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,20139,City of Washington - (IN),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20140,City of Washington - (GA),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20141,City of Washington - (KS),Y,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,20142,City of Washington - (NC),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20146,Washington Elec Member Corp,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,20150,Washington Electric Coop - (OH),,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,20151,Washington Electric Coop - (VT),,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,20153,"Washington Island El Coop, Inc",Y,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,20160,Energy Northwest,,S,State,,,,,,,,,,X,,,,X
2019,20163,Wagoner Public Works Authority,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20169,Avista Corp,,I,Investor Owned,X,X,,X,,X,,X,,X,X,X,X,X
2019,20176,City of Water Valley - (MS),,M,Municipal,,X,,X,X,,,,,X,,X,X,X
2019,20180,City of Waterloo - (IL),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20182,Waterloo Light & Water Comm,,M,Municipal,,X,,X,X,,,X,X,X,,X,X,X
2019,20187,Watertown Municipal Utilities,,M,Municipal,X,X,,X,,X,,,X,X,X,X,X,X
2019,20188,City of Watertown - (NY),,M,Municipal,,,,,,,,,,X,,,,X
2019,20189,City of Waterville - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20192,City of Wathena - (KS),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20193,Village of Watkins Glen - (NY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20196,City of Watonga - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20206,Borough of Watsontown - (PA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20209,City of Wauchula - (FL),Y,M,Municipal,,X,,X,,,,X,X,X,,X,X,X
2019,20211,Village of Waunakee - (WI),,M,Municipal,,X,,X,X,,,X,,X,X,X,X,X
2019,20212,Village of Wauneta - (NE),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20213,Waupun Utilities,,M,Municipal,,X,,X,X,,,X,,X,X,X,X,X
2019,20214,Waverly Municipal Elec Utility,,M,Municipal,,X,,X,X,X,,X,,X,X,X,X,X
2019,20216,Whitewater Valley Rural EMC,,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,20219,City of Wayne,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20222,Wayne-White Counties Elec Coop,,C,Cooperative,,X,,X,X,,,X,,X,,X,X,X
2019,20223,Village of Waynesfield - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20224,City of Waynesville - (MO),Y,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,20225,Town of Waynesville - (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20226,City of Waynetown - (IN),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20227,City of Waynoka - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20228,Weakley County Mun Elec Sys,,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2019,20230,Weatherford Mun Utility System,,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,20232,Borough of Weatherly - (PA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20259,City of Webster City - (IA),,M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2019,20297,City of Weiser - (ID),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20310,Town of Wellesley - (MA),,M,Municipal,,X,,X,X,,,X,,X,X,X,X,X
2019,20313,Village of Wellington - (OH),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,20315,City of Wellington - (KS),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20318,Webster Electric Coop,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,20326,Town of West Boylston - (MA),Y,M,Municipal,,X,,X,,,,X,X,X,,X,X,X
2019,20331,City of Weimar - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20332,Wells Rural Electric Co,,C,Cooperative,X,X,,X,,,,,,X,,X,X,X
2019,20334,Wellsborough Electric Co,,I,Investor Owned,X,X,,X,,,,X,X,X,X,X,X,X
2019,20337,Village of Wellsville - (NY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20343,Town of Welsh - (LA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20359,City of Wessington Springs,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20363,West Central Electric Coop Inc - (MO),,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,20364,City of West Bend,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20368,West Central Electric Coop Inc - (SD),,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2019,20371,"West Florida El Coop Assn, Inc",,C,Cooperative,,X,,X,X,,,X,,X,,X,X,X
2019,20377,West Kentucky Rural E C C,,C,Cooperative,,X,,X,X,,,,X,X,,X,X,X
2019,20379,Town of Westfield - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20380,City of West Liberty - (IA),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20382,City of West Memphis - (AR),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20385,West Oregon Electric Coop Inc,Y,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,20387,West Penn Power Company,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,20392,City of West Plains - (MO),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20393,City of West Point - (GA),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20394,City of West Point - (MS),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20396,West Point Utility System,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20397,City of West Point - (NE),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20401,West River Electric Assn Inc,,C,Cooperative,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,20404,AEP Texas North Company,,I,Investor Owned,X,X,X,X,,X,,,X,X,X,,X,X
2019,20413,Mountrail-Williams Elec Coop,,C,Cooperative,X,X,,X,,,,,,X,,X,X,X
2019,20421,Western Minnesota Mun Pwr Agny,,P,Political Subdivision,,,,,,,,,,X,,,,X
2019,20422,Whetstone Valley Elec Coop Inc,,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2019,20430,City of Westbrook,Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,20434,City of Westby,,M,Municipal,,X,,X,X,,,X,X,X,,X,X,X
2019,20447,"Western Farmers Elec Coop, Inc",,C,Cooperative,,,,,,,,,,X,,,,X
2019,20456,Twin Valleys Public Power Dist,,P,Political Subdivision,,X,X,X,,,,X,,X,X,X,X,X
2019,20466,City of Whalan - (MN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20471,Village of Wharton - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20472,"Wharton County Elec Coop, Inc",,C,Cooperative,,X,X,X,,,,,,X,,X,X,X
2019,20476,Western Coop Electric Assn Inc,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,20477,City of Westerville - (OH),,M,Municipal,,X,X,X,,X,,X,,X,X,X,X,X
2019,20480,Village of Westfield - (NY),Y,M,Municipal,,X,,X,,,,X,X,X,,X,X,X
2019,20481,City of Westfield - (MA),,M,Municipal,,X,,X,,X,,,X,X,X,X,X,X
2019,20490,City of Westminster - (SC),Y,M,Municipal,,X,X,X,,,,X,,X,,X,X,X
2019,20506,"Wheatland Rural Elec Assn, Inc",Y,C,Cooperative,,X,,X,,X,,X,,X,,X,X,X
2019,20509,Wheat Belt Public Power Dist,,P,Political Subdivision,,X,,X,X,X,,X,,X,,X,X,X
2019,20510,"Wheatland Electric Coop, Inc",,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,20512,Town of Wheatland - (WY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20521,Wheeling Power Co,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,20534,City of Whigham - (GA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20535,City of White Mountain - (AK),Y,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,20574,White River Valley El Coop Inc,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,20576,"White River Electric Assn, Inc",,C,Cooperative,,X,,X,,,,X,X,X,X,X,X,X
2019,20583,Whitehall Electric Utility,,M,Municipal,,X,,X,X,,,X,,X,,X,X,X
2019,20588,City of Whitesboro - (TX),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20603,Northeastern Rural E M C,,C,Cooperative,,X,X,X,,,,X,X,X,X,X,X,X
2019,20604,City of Whittemore - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20618,Town of Wickenburg,Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,20632,City of Wilber,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20639,"Wild Rice Electric Coop, Inc",,C,Cooperative,,X,X,X,,X,,X,,X,X,X,X,X
2019,20641,Village of Wilcox - (NE),Y,M,Municipal,,X,,,,,,,,X,,X,X,X
2019,20659,"WGL Energy Services, Inc.",,R,Retail Power Marketer,X,,,,,,,,,X,,X,,X
2019,20729,Town of Williamsport - (MD),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20730,City of Williamsport - (IN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20731,Williamstown Utility Comm,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20735,City of Williston - (FL),Y,M,Municipal,,X,,,,,,,,X,,X,X,X
2019,20737,Willmar Municipal Utilities,,M,Municipal,,X,X,X,,X,,X,,X,X,X,X,X
2019,20739,City of Willow Springs - (MO),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20785,City of Wilson,,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,20789,City of Wilton,,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,20792,Town of Winamac - (IN),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20793,City of Winchester - (TN),,M,Municipal,,X,,X,,,,,X,X,X,X,X,X
2019,20806,City of Windom,,M,Municipal,,X,,X,,X,,X,,X,X,X,X,X
2019,20811,Town of Windsor- (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20813,City of Winfield - (KS),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20823,Winner Municipal Utility,,M,Municipal,,X,X,X,,X,,,,X,,X,X,X
2019,20824,Village of Winnetka - (IL),,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,20826,Town of Winnsboro - (SC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20827,City of Winona - (MO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20835,City of Winterset - (IA),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20836,City of Winterville - (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20837,City of Winthrop - (MN),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20841,"Wiregrass Electric Coop, Inc",,C,Cooperative,,X,X,X,,X,,,,X,X,X,X,X
2019,20844,Wisconsin Dells Electric Util,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20845,Wolverine Power Marketing Coop,,C,Cooperative,X,,,,,,,,,X,,X,,X
2019,20846,City of Woolstock - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20847,Wisconsin Electric Power Co,,I,Investor Owned,X,X,X,X,X,,,X,X,X,X,X,X,X
2019,20848,City of Blue Hill - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20856,Wisconsin Power & Light Co,,I,Investor Owned,X,X,X,X,X,,,X,X,X,X,X,X,X
2019,20858,WPPI Energy,,A,Municipal Mktg Authority,,,X,,,X,,,X,X,,,,X
2019,20860,Wisconsin Public Service Corp,,I,Investor Owned,X,X,X,X,X,,,X,,X,X,X,X,X
2019,20862,Wisconsin Rapids W W & L Comm,,M,Municipal,,X,,X,X,,,X,,X,X,X,X,X
2019,20863,Wisconsin River Power Company,,I,Investor Owned,,,,,,,,,,X,,,,X
2019,20880,City of Wisner,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20885,Withlacoochee River Elec Coop,,C,Cooperative,,X,,X,,X,,X,X,X,X,X,X,X
2019,20910,Wolverine Power Supply Coop,,C,Cooperative,,,,X,,,,,,X,,,X,X
2019,20913,Town of Wolfeboro - (NH),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,20924,Wonewoc Electric & Water Util,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20927,"Wood County Electric Coop, Inc",,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2019,20945,City of Wood River- (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20948,Wise Electric Coop Inc,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,20949,City of Woodbine - (IA),Y,M,Municipal,,X,X,X,,X,,,,X,,X,X,X
2019,20950,Village of Winside - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20951,Woodbury County Rural E C A,,C,Cooperative,,X,,X,,,,X,X,X,X,X,X,X
2019,20963,Woodruff Electric Coop Corp,,C,Cooperative,,X,X,X,,X,,X,,X,X,X,X,X
2019,20977,City of Woodsfield - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20979,Village of Woodville - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20980,Precinct of Woodsville,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,20996,Wright-Hennepin Coop Elec Assn,,C,Cooperative,X,X,,X,X,,,X,X,X,X,X,X,X
2019,20997,Yellowstone Valley Elec Co-op,,C,Cooperative,X,X,,X,,X,,X,,X,,X,X,X
2019,21002,York Electric Coop Inc,,C,Cooperative,,X,X,X,,X,,X,X,X,X,X,X,X
2019,21013,City of Worthington - (MN),,M,Municipal,,X,X,X,,X,,X,,X,X,X,X,X
2019,21015,City of Wrangell - (AK),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,21021,City of Wray,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,21048,Wyandotte Municipal Serv Comm,,M,Municipal,,X,,X,,X,,X,,X,X,X,X,X
2019,21056,City of Wymore - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,21066,City of Wynnewood - (OK),Y,M,Municipal,,,,,,,,,,X,,X,X,X
2019,21075,Y-W Electric Assn Inc,,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,21079,Wyrulec Company,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,21081,Yampa Valley Electric Assn Inc,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,21093,3 Phases Renewables Inc,,R,Retail Power Marketer,X,,,,,,,,,X,,X,,X
2019,21095,Public Serv Comm of Yazoo City,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,21101,Village of Yellow Springs - (OH),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,21108,City of Yoakum - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,21111,Perennial Public Power Dist,,P,Political Subdivision,,X,,X,,X,,X,,X,X,X,X,X
2019,21114,Yazoo Valley Elec Power Assn,,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,21140,Yuba County Water Agency,,P,Political Subdivision,,,,,,,,,,X,,,,X
2019,21143,City of Yuma - (CO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,21158,City of Zeeland - (MI),,M,Municipal,,X,,X,,X,,,,X,X,X,X,X
2019,21160,Borough of Zelienople - (PA),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,21239,Electrical Dist No7 Maricopa,Y,P,Political Subdivision,,X,,,,,,,,X,,X,,X
2019,21244,"Southside Electric Coop, Inc",,C,Cooperative,,X,X,X,X,,,X,,X,X,X,X,X
2019,21249,"HQ Energy Services (U.S.), Inc",,W,Wholesale Power Marketer,,,,,,,,,,X,,,,X
2019,21352,Municipal Energy Agency of NE,,P,Political Subdivision,,,,,,X,,,,X,,,,X
2019,21513,"Fergus Electric Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,21514,"Flowell Electric Assn, Inc",Y,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,21526,City of Laurens - (SC),,M,Municipal,,X,,X,X,,,,,X,X,X,X,X
2019,21533,City of Minneapolis - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,21538,"Mohave Electric Cooperative, I",,C,Cooperative,X,X,,X,X,X,,X,,X,X,X,X,X
2019,21554,Seminole Electric Cooperative Inc,,C,Cooperative,,,X,,,,,,,X,,,,X
2019,21567,"Washington-St Tammany E C, Inc",,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,21632,EnergyUnited Elec Member Corp,,C,Cooperative,,X,X,X,,X,,X,X,X,X,X,X,X
2019,21664,Willwood Light & Power Company,Y,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,21704,MSR Public Power Agency,,P,Political Subdivision,,,,,,,,,,X,,,,X
2019,22053,Kentucky Power Co,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,22056,Smarr EMC,,C,Cooperative,,,,,,,,,,X,,,,X
2019,22355,PUD No 1 of Mason County,Y,P,Political Subdivision,,X,,X,,X,,X,,X,,X,X,X
2019,22500,"Evergy Kansas Central, Inc",,I,Investor Owned,X,X,X,X,X,,,X,X,X,X,X,X,X
2019,22646,"United Electric Coop, Inc - (MO)",,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,22690,Roosevelt County Elec Coop Inc,,C,Cooperative,X,X,,X,,,,,,X,,X,X,X
2019,22814,Raft Rural Elec Coop Inc,,C,Cooperative,X,X,,X,,,,,,X,,X,X,X
2019,22815,Delta Electric Power Assn,,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2019,22822,Clark County Rural E M C - (IN),,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,23326,"Sierra Electric Coop, Inc",,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,23586,"Vigilante Electric Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,23826,Bluestem Electric Coop Inc,,C,Cooperative,,X,X,X,X,,,X,X,X,,X,X,X
2019,24211,Tucson Electric Power Co,,I,Investor Owned,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,24431,Utah Municipal Power Agency,,P,Political Subdivision,,,,,,X,,,,X,,,,X
2019,24486,City of Akutan - (AK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,24558,City of Escanaba,,M,Municipal,,X,,X,,X,,X,,X,X,X,X,X
2019,24590,Unitil Energy Systems,,I,Investor Owned,X,X,,X,,X,,X,X,X,X,X,X,X
2019,24753,Boone County Rural EMC,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,24791,Village of Bradshaw - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,24889,Brunswick Electric Member Corp,,C,Cooperative,X,X,,X,,,,X,X,X,X,X,X,X
2019,24949,Cass County Elec Coop Inc,,C,Cooperative,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,25060,Wellton-Mohawk Irr & Drain Dist,,P,Political Subdivision,,X,,X,,,,X,,X,,X,X,X
2019,25177,Dakota Electric Association,,C,Cooperative,X,X,,X,X,,,X,,X,X,X,X,X
2019,25251,"Entergy Power, LLC",,I,Investor Owned,,,,,,,,,,X,,,,X
2019,25262,"DTE Energy Trading, Inc",,W,Wholesale Power Marketer,,,,,,,,,,X,,,,X
2019,25295,Western Indiana Energy REMC,,C,Cooperative,,X,X,X,X,,,X,,X,X,X,X,X
2019,25866,Ak-Chin Electric Utility Authority,,S,State,X,X,,X,,,,,,X,,X,X,X
2019,26120,Town of Langford- (SD),Y,M,Municipal,,X,X,X,,,,,,X,,X,X,X
2019,26218,Little Ocmulgee El Member Corp,,C,Cooperative,,X,X,X,,,,X,,X,,X,X,X
2019,26253,Louisiana Energy & Power Authority,,P,Political Subdivision,,,,,,,,,,X,,,,X
2019,26510,Liberty Utilities (Granite State Electri,,I,Investor Owned,X,X,,X,X,X,,X,,X,X,X,X,X
2019,26616,North Slope Borough Power & Light,,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,26751,"National Grid Generation, LLC",,I,Investor Owned,,,,,,,,,,X,,,,X
2019,26765,Pella Cooperative Elec Assn,,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2019,26894,City of Radium - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,26916,"Ravalli County Elec Coop, Inc",,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,26934,"Red Lake Electric Coop, Inc",,C,Cooperative,,X,X,X,,X,,X,,X,X,X,X,X
2019,26939,Red River Valley Coop Pwr Assn,,C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2019,27000,WAPA-- Western Area Power Administration,,F,Federal,X,X,,X,,,,,,X,,X,X,X
2019,27026,City of Round Lake - (MN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,27058,"High West Energy, Inc",,C,Cooperative,X,X,,X,X,,,X,,X,,X,X,X
2019,27222,City of Ripley - (TN),,M,Municipal,,X,,X,X,,,,,X,X,X,X,X
2019,27238,"Southwest Electric Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,27269,City of Stanhope - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,27316,Town of Stowe- (VT),,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,27369,Taylor Electric Coop Inc - (TX),,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,27422,Todd-Wadena Electric Coop,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,27545,City of Vermillion - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,27599,Carroll-White REMC,,C,Cooperative,,X,,X,,X,,X,X,X,X,X,X,X
2019,27703,U S Army Corps of Engineers,,F,Federal,,,,,,,,,,X,,,,X
2019,28541,Clatskanie Peoples Util Dist,,P,Political Subdivision,X,X,,X,,X,,X,,X,X,X,X,X
2019,28604,Kerrville Public Utility Board,,M,Municipal,,X,,X,,X,,X,,X,X,X,X,X
2019,28802,"Talen Energy Marketing, LLC",,R,Retail Power Marketer,X,,,,,,,,,X,,X,,X
2019,28978,City of San Marcos - (TX),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,28981,City of San Saba - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,29295,City of Wells - (MN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,29296,Western Illinois Elec Coop,Y,C,Cooperative,,X,,X,,,,X,X,X,,X,X,X
2019,29297,Pelican Utility,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,29304,Southeastern Power Admin,,F,Federal,,,,,,,,,,X,,,,X
2019,29305,City of Madelia - (MN),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,30151,"Tri-State G & T Assn, Inc",,C,Cooperative,,,,,,,,,,X,,,,X
2019,30517,"Pioneer Electric Coop, Inc - (AL)",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,30518,Electrical Dist No3 Pinal County,,P,Political Subdivision,,X,,X,X,X,,X,,X,,X,X,X
2019,30856,City of Winnfield - (LA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,31516,Midvale Irrigation District,Y,P,Political Subdivision,,X,,X,,,,,,X,,X,X,X
2019,31833,Okefenoke Rural El Member Corp,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,36189,"Mid-Ohio Energy Coop, Inc",,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2019,38084,Great Lakes Energy Coop,,C,Cooperative,,X,,X,,X,,X,X,X,X,X,X,X
2019,39347,"East Texas Electric Coop, Inc",,C,Cooperative,,,,,,,,,,X,,,,X
2019,40036,Westfield Electric Company,,I,Investor Owned,X,X,,X,X,,,,,X,,X,X,X
2019,40051,Texas-New Mexico Power Co,,I,Investor Owned,X,X,X,X,,X,,,X,X,X,,X,X
2019,40127,Clarke-Washington E M C,,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,40165,"Dixie Escalante R E A, Inc",,C,Cooperative,,X,X,X,,,,X,X,X,,X,X,X
2019,40166,"Chickasaw Electric Coop, Inc",,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2019,40167,"Somerset Rural Elec Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,40208,"Ark Valley Elec Coop Assn, Inc",,C,Cooperative,,X,,X,X,,,X,,X,,X,X,X
2019,40211,"Wabash Valley Power Assn, Inc",,C,Cooperative,,,X,,,X,,,,X,,,,X
2019,40212,Colquitt Electric Membership Corp,,C,Cooperative,,X,X,X,,,,X,,X,,X,X,X
2019,40215,"Cordova Electric Coop, Inc",,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,40218,"Central Electric Pwr Coop, Inc - (SC)",,C,Cooperative,,,,,,,,,,X,,,,X
2019,40219,"United Electric Coop, Inc - (PA)",,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,40220,Adams Electric Cooperative Inc,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,40221,"Bedford Rural Elec Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,40222,Valley Rural Electric Coop Inc,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,40223,Warren Electric Coop Inc,Y,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,40224,"Central Electric Coop, Inc - (PA)",,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,40228,Rappahannock Electric Coop,,C,Cooperative,X,X,X,X,X,,,X,X,X,X,X,X,X
2019,40229,Old Dominion Electric Coop,,C,Cooperative,,,,,,,,,,X,,,,X
2019,40230,Deseret Generation & Tran Coop,Y,C,Cooperative,,X,,X,,,,,,X,,X,X,X
