|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,|.."Data Type O = Observed I = Imputed"|
2017,298,City of Alexandria - (LA),LA,Municipal,SPP,161,126,194158,734723,.,.,0,.,.,0,.,928881,660204,194158,9804,.,64715,928881,66890.5,.,8560.6,.,.,.,75451.1,O
2017,305,Alger-Delta Coop Electric Assn,MI,Cooperative,MISO,14.6,14.1,0,91074,0,0,.,0,0,.,0,91074,83141,0,0,0,7933,91074,14836,.,.,.,.,.,14836,O
2017,307,Algoma Utility Comm,WI,Municipal,MISO,7.6,8,0,42514,0,0,.,0,0,.,0,42514,40444,0,0,79,1991,42514,4302.5,.,.,.,.,31.5,4334,O
2017,308,City of Acworth - (GA),GA,Municipal,SERC,26.9,16.2,.,97683,.,.,0,3406,.,3406,.,101089,95288,.,.,1538,4263,101089,13082.7,.,.,.,.,1097.4,14180.1,O
2017,309,City of Algona - (IA),IA,Municipal,MRO,24,18,66365,55064,.,.,0,109602,.,109602,-3504,227527,114097,109603,.,.,3827,227527,11375,.,4064,.,.,.,15439,O
2017,329,"Allamakee-Clayton El Coop, Inc",IA,Cooperative,MRO,26.9,28.3,102,142742,.,.,0,.,.,0,.,142844,126114,8804,.,498,7428,142844,18427.6,.,355,.,.,171.8,18954.4,O
2017,332,Allegheny Electric Coop Inc,PA,Cooperative,RFC,649.9,752.1,2170757,1364320,62158,.,62158,.,.,0,.,3597235,.,3546807,.,.,50428,3597235,.,.,188316,2500,2600,3239,196655,O
2017,343,AEP Generating Company,OH,Investor Owned,RFC,1315,2518,6069003,.,.,.,0,.,.,0,.,6069003,.,6069003,.,.,.,6069003,.,.,340871.5,.,.,210,341081.5,O
2017,367,City of Alliance- (NE),NE,Municipal,MRO,25.6,20.9,26,118825,.,.,0,.,.,0,-4404,114447,108117,.,1911,.,4419,114447,12687.5,.,.,.,.,919,13606.5,O
2017,392,Alpena Power Co,MI,Investor Owned,RFC,61,55,.,374043,.,.,0,.,.,0,.,374043,358831,.,.,133,15079,374043,34742.1,.,.,.,.,247.1,34989.2,O
2017,407,Altamaha Electric Member Corp,GA,Cooperative,SERC,91.6,95.8,.,406461,.,.,0,.,.,0,.,406461,406461,.,.,.,.,406461,49254.9,.,.,.,.,.,49254.9,O
2017,416,City of Altus - (OK),OK,Municipal,SPP,57.9,31.8,.,216495,.,.,0,.,.,0,.,216495,199088,.,9231,.,8176,216495,23342.2,.,.,.,.,.,23342.2,O
2017,471,Amana Society Service Co,IA,Investor Owned,MRO,16,15,1924,99779,.,.,0,.,.,0,.,101703,99621,.,.,.,2082,101703,7914,.,.,.,.,59,7973,O
2017,540,BP Energy Company,TX,Retail Power Marketer,TRE,13,13,.,881120,.,.,0,.,.,0,.,881120,881120,.,.,.,.,881120,23647,.,.,.,.,.,23647,O
2017,554,City of Ames - (IA),IA,Municipal,MRO,149.2,110.3,281373,505745,.,.,0,.,.,0,.,787118,640964,126140,0,404,19610,787118,60180.3,.,3148.1,.,1822,6568.5,71718.9,O
2017,560,City of Amherst- (OH),OH,Municipal,RFC,27,18,.,108152,.,.,0,.,.,0,.,108152,99933,.,.,.,8219,108152,11096,.,.,.,.,.,11096,O
2017,562,Amicalola Electric Member Corp,GA,Cooperative,SERC,175.7,212.8,.,741061,.,.,0,.,.,0,.,741061,698503,.,.,948,41610,741061,82368.8,.,.,.,.,6893.2,89262,O
2017,571,City of Amory,MS,Municipal,SERC,29.9,21.9,0,136792,0,.,0,0,0,0,0,136792,133137,0,0,0,3655,136792,13311,.,0,0,0,336.2,13647.2,O
2017,577,City of Alcoa Utilities,TN,Municipal,SERC,137.9,173.8,0,620728,0,.,0,0,0,0,0,620728,590397,0,0,15,30317,620728,62499,.,0,0,0,1542.6,64041.6,O
2017,590,City of Anaheim - (CA),CA,Municipal,WECC,562,344,418882,2925011,.,.,0,.,.,0,.,3343893,2344878,908838,.,.,90177,3343893,375052,.,33213,.,30725,1120,440110,O
2017,599,Anchorage Municipal Light and Power,AK,Municipal,AK,145,163,1286344,95933,.,.,0,.,.,0,.,1382277,966678,387688,.,.,27911,1382277,166730.4,.,23344.4,-5810.3,.,779,185043.5,O
2017,604,City of Andalusia,AL,Municipal,SERC,59.3,49.1,.,373093,.,.,0,.,.,0,.,373093,369185,.,.,.,3908,373093,27337,.,.,.,.,.,27337,O
2017,636,City of Anderson - (IN),IN,Municipal,RFC,166.3,136.5,0,858810,0,0,0,0,0,0,0,858810,843558,0,0,.,15252,858810,83762.5,0,0,0,0,2256.6,86019.1,O
2017,659,American Transmission Co,WI,Transmission,,11751,9458,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,-10103,722591.1,1828.8,714316.9,O
2017,689,Connexus Energy,MN,Cooperative,MRO,504.7,347.2,.,2315519,.,.,0,.,.,0,.,2315519,1918613,320350,.,.,76556,2315519,235678.3,.,25402.6,.,.,.,261080.9,O
2017,690,City of Bardstown - (KY),KY,Municipal,RFC,37.8,32.1,.,200526,.,.,0,.,.,0,.,200526,192741,.,.,.,7785,200526,16095,.,.,.,.,.,16095,O
2017,691,City of Anoka,MN,Municipal,MRO,61.2,40.9,.,275812,.,.,0,.,.,0,.,275812,268852,.,.,.,6960,275812,27493,.,.,.,.,157,27650,O
2017,694,Anza Electric Coop Inc,CA,Cooperative,WECC,14.5,11.3,.,64082,.,.,0,.,.,0,.,64082,59236,.,.,125,4721,64082,10611,.,.,.,.,.,10611,O
2017,712,Arkansas River Power Authority,CO,Political Subdivision,WECC,65.5,43,18998,263475,.,.,0,.,.,0,.,282473,.,275051,.,.,7422,282473,.,.,28614.5,.,.,.,28614.5,O
2017,719,Town of Apex- (NC),NC,Municipal,SERC,95.1,54.4,.,325569,.,.,0,.,.,0,.,325569,303798,.,1735,11263,8773,325569,29220.1,.,.,.,.,.,29220.1,O
2017,727,Appalachian Electric Coop,TN,Cooperative,SERC,197.1,252.2,0,939489,0,.,0,0,0,0,0,939489,890133,0,0,1144,48212,939489,98267,.,0,0,0,3191,101458,O
2017,733,Appalachian Power Co,OH,Investor Owned,RFC,5596,6967,25686531,9976293,.,.,0,.,.,0,.,35662824,27429334,6008360,501,.,2224629,35662824,2544960,889,288636,-12774,92074,53117,2966902,O
2017,750,Arab Electric Coop Inc,AL,Cooperative,SERC,69.9,81.6,0,315553,0,.,0,0,0,0,0,315553,288438,0,0,378,26736,315553,31823,.,0,0,0,1282.9,33105.9,O
2017,796,Arizona Electric Pwr Coop Inc,AZ,Cooperative,WECC,738,428,1701913,2081090,105376,73520,31856,241415,234451,6964,.,3821823,0,3766422,.,.,55401,3821823,.,.,154150.5,.,22173.1,9797.8,186121.4,O
2017,798,Arizona Power Authority,AZ,State,WECC,400.3,266.8,.,794339,.,.,0,.,.,0,.,794339,.,771203,.,.,23136,794339,.,.,34374.9,.,.,.,34374.9,O
2017,803,Arizona Public Service Co,AZ,Investor Owned,WECC,7367,4303,24920924,7825768,633695,639817,-6122,47821543,47821543,0,.,32740570,28018011,2892159,.,61297,1769103,32740570,3407017,.,117096,.,.,66454,3590567,O
2017,807,Arkansas Electric Coop Corp,AR,Cooperative,SPP,2756,2779,9716099,5526723,11857,11670,187,.,.,0,.,15243009,.,15135226,.,.,107783,15243009,.,.,777239,.,11194.3,1048.6,789481.9,O
2017,814,Entergy Arkansas Inc,AR,Investor Owned,SERC,4616,3735,26473510,4134405,874063,233092,640971,.,.,0,.,31248886,20888456,8331076,.,52893,1976461,31248886,1739545.3,.,249028.4,-430.4,109073.4,28076.1,2125292.8,O
2017,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,SERC,303.2,320.1,.,1252032,.,.,0,.,.,0,.,1252032,1186080,.,.,362,65590,1252032,113969.3,.,.,.,.,2902.2,116871.5,O
2017,828,City of Arlington - (MN),MN,Municipal,MRO,15.8,11.3,.,16785,.,.,0,.,.,0,.,16785,15679,.,.,.,1106,16785,1518.8,.,.,.,.,56.5,1575.3,O
2017,887,"Arrowhead Electric Coop, Inc",MN,Cooperative,MRO,7.8,23.3,.,76768,.,.,0,.,.,0,.,76768,71976,.,.,4792,.,76768,9608,.,.,.,.,77.9,9685.9,O
2017,907,City of Ashland - (OR),OR,Municipal,WECC,42,38,3071,180005,.,.,0,.,.,0,.,183076,177290,.,.,.,5786,183076,15377.5,.,.,.,.,.,15377.5,O
2017,918,City of Aspen- (CO),CO,Municipal,WECC,11.1,14.5,18989,50039,.,.,0,.,.,0,.,69028,64474,.,.,.,4554,69028,6970,.,.,.,.,.,6970,O
2017,924,"Associated Electric Coop, Inc",MO,Transmission,SERC,4284,4374,15687378,7740504,.,.,0,.,.,0,.,23427882,.,22372148,.,3941,1051793,23427882,.,.,1060094,23477,.,.,1083571,O
2017,942,Atchison-Holt Electric Coop,MO,Cooperative,SERC,17.2,15.1,.,88979,.,.,0,.,.,0,.,88979,83215,.,.,203,5561,88979,9320,.,.,.,.,.,9320,O
2017,944,City of Athens - (AL),AL,Municipal,SERC,255.2,315.4,0,1159739,0,.,0,0,0,0,0,1159739,1093809,0,0,0,65930,1159739,103405,.,0,0,0,2396,105801,O
2017,947,Athens Utility Board,TN,Municipal,SERC,113.1,109.3,0,657367,0,.,0,0,0,0,0,657367,628761,0,0,435,28171,657367,48777,.,0,0,0,875.3,49652.3,O
2017,963,Atlantic City Electric Co,NJ,Investor Owned,RFC,2401,1628,.,6098878,.,.,0,254375,.,254375,.,6353253,4448035,1238364,.,9417,657437,6353253,750735.3,236593.9,65465.8,11621.1,135191.4,.,1199607.5,O
2017,965,Atlantic Municipal Utilities,IA,Municipal,MRO,24.5,21.8,117328,41072,.,.,0,.,.,0,-658,157742,108113,44210,.,.,5419,157742,8366,.,1242,.,824,112,10544,O
2017,970,Homefield Energy,IL,Retail Power Marketer,RFC,.,.,.,8812911,.,.,0,.,.,0,.,8812911,8812911,.,.,.,.,8812911,527741.6,.,.,.,.,.,527741.6,O
2017,993,Auburn Board of Public Works,NE,Municipal,MRO,13.2,13.4,0,61516,.,.,0,.,.,0,.,61516,55590,.,.,241,5685,61516,5207,.,.,.,.,864,6071,O
2017,994,City of Auburn - (IN),IN,Municipal,RFC,75.7,66.1,.,434660,.,.,0,.,.,0,.,434660,426676,.,876,.,7108,434660,38677.6,.,.,.,.,2827.1,41504.7,O
2017,998,City of Augusta - (KS),KS,Municipal,SPP,21.9,11.7,-795,79733,.,.,0,.,.,0,-2375,76563,66039,81,2717,.,7726,76563,6996.2,.,4.9,1911.4,367.7,.,9280.2,O
2017,1009,City of Austin - (MN),MN,Municipal,MRO,66.4,49.1,.,342558,.,.,0,.,.,0,.,342558,335917,.,.,.,6641,342558,35895.2,.,.,.,.,697.1,36592.3,O
2017,1015,Austin Energy,TX,Municipal,TRE,2654,2123,9408274,5120522,1180155,987847,192308,.,.,0,.,14721104,12905561,1071191,.,.,744352,14721104,1179480,.,37391.5,.,78528.2,.,1295399.7,O
2017,1024,City of Ava - (MO),MO,Municipal,SERC,14,11,.,65800,.,.,0,.,.,0,.,65800,61245,.,1823,.,2732,65800,3031,.,.,.,.,.,3031,O
2017,1036,Town of Ayden - (NC),NC,Municipal,SERC,20.2,22.6,.,105174,.,.,0,.,.,0,.,105174,101787,.,1386,.,2001,105174,10924,.,.,.,.,406.3,11330.3,O
2017,1050,City of Azusa,CA,Municipal,WECC,62.4,41.1,.,343640,.,.,0,.,.,0,-19055,324585,255975,59692,.,.,8918,324585,36845,.,4017,.,.,542,41404,O
2017,1062,BARC Electric Coop Inc,VA,Cooperative,SERC,31.5,47.6,127,187870,.,.,0,.,.,0,.,187997,173401,.,.,1458,13138,187997,21170,.,.,.,.,540,21710,O
2017,1101,Bagley Public Utilities Comm,MN,Municipal,MRO,4.8,4.9,.,26740,.,.,0,.,.,0,.,26740,24112,.,204,247,2177,26740,2710.3,.,.,.,.,39.7,2750,O
2017,1148,City of Baldwin City- (KS),KS,Municipal,SPP,9,5.5,223,33717,.,.,0,.,.,0,.,33940,30691,.,267,.,2982,33940,4313.8,.,.,.,.,.,4313.8,O
2017,1149,Baldwin County El Member Corp,AL,Cooperative,SERC,319,342,.,1414087,.,.,0,.,.,0,.,1414087,1347727,.,.,.,66360,1414087,152638,.,.,.,.,.,152638,O
2017,1167,Baltimore Gas & Electric Co,MD,Investor Owned,RFC,6448,5665,.,13669290,.,.,0,.,.,0,.,13669290,11645890,.,.,16164,2007236,13669290,1588834.2,585879.6,.,.,228054,86342.9,2489110.7,O
2017,1169,Bailey County Elec Coop Assn,TX,Cooperative,SPP,86.7,57.3,.,273402,.,.,0,.,.,0,.,273402,245155,.,.,82,28165,273402,25730.3,.,.,.,.,151.5,25881.8,O
2017,1175,"Bandera Electric Coop, Inc",TX,Cooperative,TRE,156.7,206.1,.,630828,.,.,0,.,.,0,.,630828,581899,.,.,805,48124,630828,58533.3,.,.,.,.,5168.6,63701.9,O
2017,1176,City of Bandon - (OR),OR,Municipal,WECC,10.4,17.8,0,68619,0,0,0,0,0,0,0,68619,65315,0,0,169,3135,68619,5649,0,0,0,0,0,5649,O
2017,1179,Emera Maine,ME,Investor Owned,NPCC,350,381,.,1772518,.,.,0,1601673,1589623,12050,-12050,1772518,1382488,333133,.,3642,53255,1772518,205439.6,30720.9,11824,-522.7,8280.7,2541.9,258284.4,O
2017,1181,Village of Bangor - (WI),WI,Municipal,MRO,5.3,5,.,27127,.,.,0,.,.,0,.,27127,25232,.,.,.,1895,27127,3124.1,.,.,.,.,.,3124.1,O
2017,1192,City of Banning - (CA),CA,Municipal,WECC,46.3,20.8,199657,170295,.,.,0,.,.,0,.,369952,145337,221483,.,.,3132,369952,28758.1,.,6961.2,.,1509.9,1113.6,38342.8,O
2017,1196,Village of Baraga - (MI),MI,Municipal,MISO,3.8,3.6,0,21138,0,0,.,0,0,.,0,21138,19176,0,0,0,1962,21138,2432,.,.,.,.,.,2432,O
2017,1201,Barbourville Utility Comm,KY,Municipal,RFC,19,17.9,.,88488,.,.,0,.,.,0,.,88488,88488,.,.,.,.,88488,8282.1,.,.,.,.,.,8282.1,O
2017,1233,City of Barnesville - (MN),MN,Municipal,MRO,4.2,5.7,.,24220,.,.,0,.,.,0,-524,23696,21830,.,1048,182,636,23696,2052.5,.,.,.,.,.,2052.5,O
2017,1251,Barron Electric Coop,WI,Cooperative,MRO,45.9,46.2,128,380268,.,.,0,.,.,0,.,380396,354193,.,.,668,25535,380396,38106,.,.,.,.,125,38231,O
2017,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,TRE,50.7,70.8,.,200039,.,.,0,.,.,0,.,200039,189532,.,.,.,10507,200039,20189.7,0,0,0,0,354.6,20544.3,O
2017,1276,"Barrow Utils & Elec Coop, Inc",AK,Cooperative,AK,6.1,8.2,51369,.,.,.,0,.,.,0,.,51369,49165,.,.,.,2204,51369,5955.4,.,.,.,.,.,5955.4,O
2017,1279,Barry Electric Coop,MO,Cooperative,SERC,42.8,39.7,.,178319,.,.,0,.,.,0,.,178319,168340,.,347,.,9632,178319,18056.9,.,.,.,.,429.5,18486.4,O
2017,1283,Bartholomew County Rural E M C,IN,Cooperative,RFC,85.5,79.9,.,415750,.,.,0,.,.,0,.,415750,403712,.,.,.,12038,415750,40168,.,.,.,.,376.4,40544.4,O
2017,1300,City of Bartow - (FL),FL,Municipal,FRCC,63,50,.,285148,.,.,0,.,.,0,.,285148,268964,.,.,.,16184,285148,34283,.,.,.,.,.,34283,O
2017,1301,"Barton County Elec Coop, Inc",MO,Cooperative,SERC,38.1,30.2,.,153735,.,.,0,.,.,0,.,153735,145477,.,.,384,7874,153735,16265,.,.,.,.,161,16426,O
2017,1307,Basin Electric Power Coop,ND,Cooperative,SPP,3578,3885,18584473,12942620,32303,.,32303,25610,25610,0,.,31559396,1022273,30427892,.,.,109231,31559396,54146,.,1683371,.,132373,.,1869890,O
2017,1325,City of Batavia - (IL),IL,Municipal,RFC,87.1,66.4,.,441580,.,.,0,.,.,0,.,441580,416903,.,.,.,24677,441580,46984.7,.,.,.,.,2491.2,49475.9,O
2017,1366,City of Bay City - (MI),MI,Municipal,RFC,66.8,48.3,1982,332176,.,.,0,.,.,0,.,334158,307941,.,.,.,26217,334158,38275,.,.,.,.,290,38565,O
2017,1367,"Bayfield Electric Coop, Inc",WI,Cooperative,MRO,17,20,.,84895,.,.,0,.,.,0,.,84895,77625,.,.,.,7270,84895,13367,0,0,0,0,0,13367,O
2017,1417,"Beartooth Electric Coop, Inc",MT,Cooperative,WECC,14.9,17.6,.,73436,.,.,0,.,.,0,.,73436,66719,.,.,.,6717,73436,8662.7,.,.,.,.,39.5,8702.2,O
2017,1427,City of Beatrice - (NE),NE,Municipal,SPP,39.4,38.8,.,183763,.,.,0,5055,5055,0,.,183763,178043,.,1442,.,4278,183763,15856,.,.,.,144.4,.,16000.4,O
2017,1456,Town of Bedford - (VA),VA,Municipal,RFC,35.6,51.3,9209,199954,.,.,0,.,.,0,.,209163,203552,.,.,.,5611,209163,20505.5,.,.,.,.,.,20505.5,O
2017,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,SERC,222,224,.,1102226,.,.,0,.,.,0,.,1102226,1055813,.,.,1219,45194,1102226,93573,.,.,.,.,.,93573,O
2017,1523,Town of Belmont - (MA),MA,Municipal,NPCC,33.9,23.6,.,124281,.,.,0,.,.,0,.,124281,122072,.,.,488,1721,124281,24415.9,.,.,.,.,151.6,24567.5,O
2017,1525,City of Beloit - (KS),KS,Municipal,SPP,12.9,7.6,151,47825,.,.,0,.,.,0,.,47976,41992,.,560,.,5424,47976,4828,.,.,.,.,526,5354,O
2017,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,MRO,66.8,114.6,0,496513,.,.,0,.,.,0,.,496513,363492,119265,0,1623,12133,496513,44025,0,7662,.,.,758,52445,O
2017,1566,City of Bennettsville - (SC),SC,Municipal,SERC,20.5,18.8,.,92354,.,.,0,.,.,0,.,92354,78248,.,.,6091,8015,92354,8920,.,.,.,.,.,8920,O
2017,1572,Badger Power Marketing Authority,WI,Wholesale Power Marketer,RFC,66.7,60.5,.,393391,.,.,0,.,.,0,.,393391,.,393260,.,.,131,393391,.,.,28290,.,.,.,28290,O
2017,1573,City of Benson - (MN),MN,Municipal,MRO,7.6,6.3,44,35586,.,.,0,.,.,0,-270,35360,33217,44,.,.,2099,35360,2923.3,.,0.6,.,80.6,942.2,3946.7,O
2017,1578,Benton County,TN,Municipal,SERC,45.8,42.2,0,200248,0,.,0,0,0,0,0,200248,189242,0,0,470,10536,200248,23359,.,0,0,0,632.7,23991.7,O
2017,1579,PUD No 1 of Benton County,WA,Political Subdivision,WECC,426,371,.,2486361,.,.,0,.,.,0,-26100,2460261,1785098,609721,.,3001,62441,2460261,125489,.,14543,.,1285,9960,151277,O
2017,1581,City of Benton - (AR),AR,Municipal,SERC,72.4,43,.,280708,.,.,0,.,.,0,.,280708,249400,.,14145,.,17163,280708,21769.3,.,.,.,.,241.3,22010.6,O
