,|Data Year|,|Utility Number|,|Utility Name|,|Short Form|,|State|,|County|
71,2019,4362,Corn Belt Energy Corporation,,IL,LaSalle
72,2019,4362,Corn Belt Energy Corporation,,IL,Livingston
73,2019,4362,Corn Belt Energy Corporation,,IL,Logan
74,2019,4362,Corn Belt Energy Corporation,,IL,Macon
75,2019,4362,Corn Belt Energy Corporation,,IL,Marshall
76,2019,4362,Corn Belt Energy Corporation,,IL,McLean
77,2019,4362,Corn Belt Energy Corporation,,IL,Piatt
78,2019,4362,Corn Belt Energy Corporation,,IL,Putnam
79,2019,4362,Corn Belt Energy Corporation,,IL,Stark
80,2019,4362,Corn Belt Energy Corporation,,IL,Tazewell
81,2019,4362,Corn Belt Energy Corporation,,IL,Woodford
82,2019,5531,Enerstar Power Corp,Y,IL,Clark
83,2019,5531,Enerstar Power Corp,Y,IL,Coles
84,2019,5531,Enerstar Power Corp,Y,IL,Douglas
85,2019,5531,Enerstar Power Corp,Y,IL,Edgar
86,2019,5531,Enerstar Power Corp,Y,IL,Vermilion
87,2019,5535,Egyptian Electric Coop Assn,,IL,Franklin
88,2019,5535,Egyptian Electric Coop Assn,,IL,Jackson
89,2019,5535,Egyptian Electric Coop Assn,,IL,Johnson
90,2019,5535,Egyptian Electric Coop Assn,,IL,Monroe
91,2019,5535,Egyptian Electric Coop Assn,,IL,Perry
92,2019,5535,Egyptian Electric Coop Assn,,IL,Randolph
93,2019,5535,Egyptian Electric Coop Assn,,IL,St Clair
94,2019,5535,Egyptian Electric Coop Assn,,IL,Union
95,2019,5535,Egyptian Electric Coop Assn,,IL,Washington
96,2019,5535,Egyptian Electric Coop Assn,,IL,Williamson
97,2019,5585,Eastern Illinois Elec Coop,,IL,Champaign
98,2019,5585,Eastern Illinois Elec Coop,,IL,Douglas
99,2019,5585,Eastern Illinois Elec Coop,,IL,Edgar
100,2019,5585,Eastern Illinois Elec Coop,,IL,Ford
101,2019,5585,Eastern Illinois Elec Coop,,IL,Iroquois
102,2019,5585,Eastern Illinois Elec Coop,,IL,Livingston
103,2019,5585,Eastern Illinois Elec Coop,,IL,McLean
104,2019,5585,Eastern Illinois Elec Coop,,IL,Moultrie
105,2019,5585,Eastern Illinois Elec Coop,,IL,Piatt
106,2019,5585,Eastern Illinois Elec Coop,,IL,Vermilion
107,2019,5748,Electric Energy Inc,,IL,Massac
108,2019,6141,City of Fairfield- (IL),Y,IL,Wayne
109,2019,6192,City of Farmer City - (IL),Y,IL,DeWitt
110,2019,6417,City of Flora - (IL),,IL,Clay
111,2019,6764,Village of Freeburg - (IL),Y,IL,St Clair
112,2019,7095,City of Geneseo - (IL),Y,IL,Henry
113,2019,7096,City of Geneva- (IL),,IL,Kane
114,2019,7633,Village of Greenup - (IL),Y,IL,Cumberland
115,2019,8573,City of Highland,,IL,Bond
116,2019,8573,City of Highland,,IL,Clinton
117,2019,8573,City of Highland,,IL,Madison
118,2019,8573,City of Highland,,IL,St Clair
119,2019,8824,M J M Electric Cooperative Inc,,IL,Bond
120,2019,8824,M J M Electric Cooperative Inc,,IL,Fayette
121,2019,8824,M J M Electric Cooperative Inc,,IL,Greene
122,2019,8824,M J M Electric Cooperative Inc,,IL,Jersey
123,2019,8824,M J M Electric Cooperative Inc,,IL,Macoupin
124,2019,8824,M J M Electric Cooperative Inc,,IL,Madison
125,2019,8824,M J M Electric Cooperative Inc,,IL,Montgomery
126,2019,9209,Illinois Rural Electric Coop,,IL,Adams
127,2019,9209,Illinois Rural Electric Coop,,IL,Brown
128,2019,9209,Illinois Rural Electric Coop,,IL,Calhoun
129,2019,9209,Illinois Rural Electric Coop,,IL,Cass
130,2019,9209,Illinois Rural Electric Coop,,IL,Greene
131,2019,9209,Illinois Rural Electric Coop,,IL,Jersey
132,2019,9209,Illinois Rural Electric Coop,,IL,Macoupin
133,2019,9209,Illinois Rural Electric Coop,,IL,Morgan
134,2019,9209,Illinois Rural Electric Coop,,IL,Pike
135,2019,9209,Illinois Rural Electric Coop,,IL,Scott
136,2019,9750,"Jo-Carroll Energy, Inc",,IL,Carroll
137,2019,9750,"Jo-Carroll Energy, Inc",,IL,Henry
138,2019,9750,"Jo-Carroll Energy, Inc",,IL,Jo Daviess
139,2019,9750,"Jo-Carroll Energy, Inc",,IL,Whiteside
140,2019,11736,City of Marshall - (IL),Y,IL,Clark
141,2019,11790,City of Mascoutah - (IL),Y,IL,St Clair
142,2019,12070,McDonough Power Coop,Y,IL,Fulton
143,2019,12070,McDonough Power Coop,Y,IL,Hancock
144,2019,12070,McDonough Power Coop,Y,IL,Henderson
145,2019,12070,McDonough Power Coop,Y,IL,Knox
146,2019,12070,McDonough Power Coop,Y,IL,McDonough
147,2019,12070,McDonough Power Coop,Y,IL,Schuyler
148,2019,12070,McDonough Power Coop,Y,IL,Warren
149,2019,12167,City of McLeansboro - (IL),Y,IL,Hamilton
150,2019,12341,MidAmerican Energy Co,,IL,Henry
151,2019,12341,MidAmerican Energy Co,,IL,Mercer
152,2019,12341,MidAmerican Energy Co,,IL,Rock Island
153,2019,12388,City of Metropolis - (IL),Y,IL,Massac
154,2019,12395,Menard Electric Coop,,IL,Cass
155,2019,12395,Menard Electric Coop,,IL,Logan
156,2019,12395,Menard Electric Coop,,IL,Macon
157,2019,12395,Menard Electric Coop,,IL,Mason
158,2019,12395,Menard Electric Coop,,IL,Menard
159,2019,12395,Menard Electric Coop,,IL,Morgan
160,2019,12395,Menard Electric Coop,,IL,Sangamon
161,2019,12395,Menard Electric Coop,,IL,Tazewell
162,2019,12803,"Monroe County Elec Coop, Inc",,IL,Monroe
163,2019,12803,"Monroe County Elec Coop, Inc",,IL,Randolph
164,2019,12803,"Monroe County Elec Coop, Inc",,IL,St Clair
165,2019,13032,Mt Carmel Public Utility Co,,IL,Wabash
166,2019,13208,City of Naperville - (IL),,IL,DuPage
167,2019,13208,City of Naperville - (IL),,IL,Will
168,2019,13292,Norris Electric Coop,,IL,Clark
169,2019,13292,Norris Electric Coop,,IL,Clay
170,2019,13292,Norris Electric Coop,,IL,Crawford
171,2019,13292,Norris Electric Coop,,IL,Cumberland
172,2019,13292,Norris Electric Coop,,IL,Effingham
173,2019,13292,Norris Electric Coop,,IL,Jasper
174,2019,13292,Norris Electric Coop,,IL,Lawrence
175,2019,13292,Norris Electric Coop,,IL,Richland
176,2019,13292,Norris Electric Coop,,IL,Shelby
177,2019,13292,Norris Electric Coop,,IL,Wabash
178,2019,13560,City of Newton - (IL),Y,IL,Jasper
179,2019,13993,City of Oglesby - (IL),Y,IL,LaSalle
180,2019,14840,City of Peru - (IL),,IL,LaSalle
181,2019,15388,City of Princeton - (IL),,IL,Bureau
182,2019,15686,Village of Rantoul - (IL),,IL,Champaign
183,2019,15772,City of Red Bud - (IL),Y,IL,Randolph
184,2019,16092,Village of Riverton - (IL),Y,IL,Sangamon
185,2019,16179,Rochelle Municipal Utilities,,IL,Lee
186,2019,16179,Rochelle Municipal Utilities,,IL,Ogle
187,2019,16196,Rock Energy Cooperative,,IL,Boone
188,2019,16196,Rock Energy Cooperative,,IL,McHenry
189,2019,16196,Rock Energy Cooperative,,IL,Stephenson
190,2019,16196,Rock Energy Cooperative,,IL,Winnebago
191,2019,16198,City of Rock Falls - (IL),Y,IL,Whiteside
192,2019,16269,City of Roodhouse - (IL),Y,IL,Greene
193,2019,16420,Rural Electric Conven Coop,,IL,Christian
194,2019,16420,Rural Electric Conven Coop,,IL,Macoupin
195,2019,16420,Rural Electric Conven Coop,,IL,Montgomery
196,2019,16420,Rural Electric Conven Coop,,IL,Morgan
197,2019,16420,Rural Electric Conven Coop,,IL,Sangamon
198,2019,16740,Scenic Rivers Energy Coop,,IL,Jo Daviess
199,2019,16740,Scenic Rivers Energy Coop,,IL,Stephenson
200,2019,17040,"Shelby Electric Coop, Inc",,IL,Christian
201,2019,17040,"Shelby Electric Coop, Inc",,IL,Cumberland
202,2019,17040,"Shelby Electric Coop, Inc",,IL,Effingham
203,2019,17040,"Shelby Electric Coop, Inc",,IL,Fayette
204,2019,17040,"Shelby Electric Coop, Inc",,IL,Macon
205,2019,17040,"Shelby Electric Coop, Inc",,IL,Montgomery
206,2019,17040,"Shelby Electric Coop, Inc",,IL,Moultrie
207,2019,17040,"Shelby Electric Coop, Inc",,IL,Sangamon
208,2019,17040,"Shelby Electric Coop, Inc",,IL,Shelby
209,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,Franklin
210,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,Gallatin
211,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,Hamilton
212,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,Hardin
213,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,Johnson
214,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,Massac
215,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,Pope
216,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,Saline
217,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,White
218,2019,17585,"Southeastern IL Elec Coop, Inc",,IL,Williamson
219,2019,17631,Southern Illinois Elec Coop,,IL,Alexander
220,2019,17631,Southern Illinois Elec Coop,,IL,Jackson
221,2019,17631,Southern Illinois Elec Coop,,IL,Johnson
222,2019,17631,Southern Illinois Elec Coop,,IL,Massac
223,2019,17631,Southern Illinois Elec Coop,,IL,Pope
224,2019,17631,Southern Illinois Elec Coop,,IL,Pulaski
225,2019,17631,Southern Illinois Elec Coop,,IL,Union
226,2019,17631,Southern Illinois Elec Coop,,IL,Williamson
227,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Bond
228,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Clay
229,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Clinton
230,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Effingham
231,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Fayette
232,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Macoupin
233,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Madison
234,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Marion
235,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Montgomery
236,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,Shelby
237,2019,17697,Southwestern Electric Coop Inc - (IL),,IL,St Clair
238,2019,17828,City of Springfield - (IL),,IL,Sangamon
239,2019,17838,"Spoon River Electric Coop, Inc",Y,IL,Fulton
240,2019,17838,"Spoon River Electric Coop, Inc",Y,IL,Knox
241,2019,17838,"Spoon River Electric Coop, Inc",Y,IL,McDonough
242,2019,17838,"Spoon River Electric Coop, Inc",Y,IL,Peoria
243,2019,17838,"Spoon River Electric Coop, Inc",Y,IL,Schuyler
244,2019,17860,City of St Charles - (IL),,IL,DuPage
245,2019,17860,City of St Charles - (IL),,IL,Kane
246,2019,18277,City of Sullivan - (IL),Y,IL,Moultrie
247,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Clay
248,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Clinton
249,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Franklin
250,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Hamilton
251,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Jefferson
252,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Marion
253,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Perry
254,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,St Clair
255,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Washington
256,2019,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Wayne
257,2019,20111,Warren County Rural E M C,Y,IL,Iroquois
258,2019,20111,Warren County Rural E M C,Y,IL,Vermilion
259,2019,20180,City of Waterloo - (IL),Y,IL,Monroe
260,2019,20222,Wayne-White Counties Elec Coop,,IL,Clay
261,2019,20222,Wayne-White Counties Elec Coop,,IL,Edwards
262,2019,20222,Wayne-White Counties Elec Coop,,IL,Franklin
263,2019,20222,Wayne-White Counties Elec Coop,,IL,Gallatin
264,2019,20222,Wayne-White Counties Elec Coop,,IL,Hamilton
265,2019,20222,Wayne-White Counties Elec Coop,,IL,Jefferson
266,2019,20222,Wayne-White Counties Elec Coop,,IL,Marion
267,2019,20222,Wayne-White Counties Elec Coop,,IL,Richland
268,2019,20222,Wayne-White Counties Elec Coop,,IL,Wabash
269,2019,20222,Wayne-White Counties Elec Coop,,IL,Wayne
270,2019,20222,Wayne-White Counties Elec Coop,,IL,White
271,2019,20824,Village of Winnetka - (IL),,IL,Cook
272,2019,20847,Wisconsin Electric Power Co,,IL,Lake
273,2019,20847,Wisconsin Electric Power Co,,IL,McHenry
274,2019,29296,Western Illinois Elec Coop,Y,IL,Adams
275,2019,29296,Western Illinois Elec Coop,Y,IL,Hancock
276,2019,29296,Western Illinois Elec Coop,Y,IL,Henderson
277,2019,29296,Western Illinois Elec Coop,Y,IL,McDonough
278,2019,40367,Village of Ladd - (IL),Y,IL,Bureau
279,2019,56697,Ameren Illinois Company,,IL,Adams
280,2019,56697,Ameren Illinois Company,,IL,Alexander
281,2019,56697,Ameren Illinois Company,,IL,Bond
282,2019,56697,Ameren Illinois Company,,IL,Brown
283,2019,56697,Ameren Illinois Company,,IL,Bureau
284,2019,56697,Ameren Illinois Company,,IL,Calhoun
285,2019,56697,Ameren Illinois Company,,IL,Cass
286,2019,56697,Ameren Illinois Company,,IL,Champaign
287,2019,56697,Ameren Illinois Company,,IL,Christian
288,2019,56697,Ameren Illinois Company,,IL,Clark
289,2019,56697,Ameren Illinois Company,,IL,Clay
290,2019,56697,Ameren Illinois Company,,IL,Clinton
291,2019,56697,Ameren Illinois Company,,IL,Coles
292,2019,56697,Ameren Illinois Company,,IL,Crawford
293,2019,56697,Ameren Illinois Company,,IL,Cumberland
294,2019,56697,Ameren Illinois Company,,IL,DeWitt
295,2019,56697,Ameren Illinois Company,,IL,Douglas
296,2019,56697,Ameren Illinois Company,,IL,Edgar
297,2019,56697,Ameren Illinois Company,,IL,Edwards
298,2019,56697,Ameren Illinois Company,,IL,Effingham
299,2019,56697,Ameren Illinois Company,,IL,Fayette
300,2019,56697,Ameren Illinois Company,,IL,Ford
301,2019,56697,Ameren Illinois Company,,IL,Franklin
302,2019,56697,Ameren Illinois Company,,IL,Fulton
303,2019,56697,Ameren Illinois Company,,IL,Gallatin
304,2019,56697,Ameren Illinois Company,,IL,Greene
305,2019,56697,Ameren Illinois Company,,IL,Hancock
306,2019,56697,Ameren Illinois Company,,IL,Henderson
307,2019,56697,Ameren Illinois Company,,IL,Henry
308,2019,56697,Ameren Illinois Company,,IL,Iroquois
309,2019,56697,Ameren Illinois Company,,IL,Jackson
310,2019,56697,Ameren Illinois Company,,IL,Jasper
311,2019,56697,Ameren Illinois Company,,IL,Jefferson
312,2019,56697,Ameren Illinois Company,,IL,Jersey
313,2019,56697,Ameren Illinois Company,,IL,Johnson
314,2019,56697,Ameren Illinois Company,,IL,Kendall
315,2019,56697,Ameren Illinois Company,,IL,Knox
316,2019,56697,Ameren Illinois Company,,IL,LaSalle
317,2019,56697,Ameren Illinois Company,,IL,Lawrence
318,2019,56697,Ameren Illinois Company,,IL,Livingston
319,2019,56697,Ameren Illinois Company,,IL,Logan
320,2019,56697,Ameren Illinois Company,,IL,Macon
321,2019,56697,Ameren Illinois Company,,IL,Macoupin
322,2019,56697,Ameren Illinois Company,,IL,Madison
323,2019,56697,Ameren Illinois Company,,IL,Marion
324,2019,56697,Ameren Illinois Company,,IL,Marshall
325,2019,56697,Ameren Illinois Company,,IL,Mason
326,2019,56697,Ameren Illinois Company,,IL,Massac
327,2019,56697,Ameren Illinois Company,,IL,McDonough
328,2019,56697,Ameren Illinois Company,,IL,McLean
329,2019,56697,Ameren Illinois Company,,IL,Menard
330,2019,56697,Ameren Illinois Company,,IL,Mercer
331,2019,56697,Ameren Illinois Company,,IL,Monroe
332,2019,56697,Ameren Illinois Company,,IL,Montgomery
333,2019,56697,Ameren Illinois Company,,IL,Morgan
334,2019,56697,Ameren Illinois Company,,IL,Moultrie
335,2019,56697,Ameren Illinois Company,,IL,Peoria
336,2019,56697,Ameren Illinois Company,,IL,Perry
337,2019,56697,Ameren Illinois Company,,IL,Piatt
338,2019,56697,Ameren Illinois Company,,IL,Pike
339,2019,56697,Ameren Illinois Company,,IL,Pulaski
340,2019,56697,Ameren Illinois Company,,IL,Putnam
341,2019,56697,Ameren Illinois Company,,IL,Randolph
342,2019,56697,Ameren Illinois Company,,IL,Richland
343,2019,56697,Ameren Illinois Company,,IL,Saline
344,2019,56697,Ameren Illinois Company,,IL,Sangamon
345,2019,56697,Ameren Illinois Company,,IL,Schuyler
346,2019,56697,Ameren Illinois Company,,IL,Scott
347,2019,56697,Ameren Illinois Company,,IL,Shelby
348,2019,56697,Ameren Illinois Company,,IL,St Clair
349,2019,56697,Ameren Illinois Company,,IL,Stark
350,2019,56697,Ameren Illinois Company,,IL,Tazewell
351,2019,56697,Ameren Illinois Company,,IL,Union
352,2019,56697,Ameren Illinois Company,,IL,Vermilion
353,2019,56697,Ameren Illinois Company,,IL,Wabash
354,2019,56697,Ameren Illinois Company,,IL,Warren
355,2019,56697,Ameren Illinois Company,,IL,Washington
356,2019,56697,Ameren Illinois Company,,IL,Wayne
357,2019,56697,Ameren Illinois Company,,IL,White
358,2019,56697,Ameren Illinois Company,,IL,Williamson
359,2019,56697,Ameren Illinois Company,,IL,Woodford
