Data Year,Utility Number,Utility Name,State,Ownership,SAIDI (minutes per year),SAIFI (times per year),CAIDI (minutes per interruption),SAIDI (minutes per year),SAIFI (times per year),CAIDI (minutes per interruption),SAIDI (minutes per year),SAIFI (times per year),CAIDI (minutes per interruption),Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI (minutes per year),SAIFI (times per year),CAIDI With MED,SAIDI (minutes per year),SAIFI (times per year),CAIDI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2023,18454,Tampa Electric Co,FL,Investor Owned,82.61,1.42,58.176056,60.67,0.97,62.546392,82.61,1.42,58.176056,853333,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,18488,City of Taunton,MA,Municipal,87.463,3.509,24.925335,87.463,3.509,24.925335,.,.,.,40152,13.8,Y,.,.,.,.,.,.,.,,,.,
2023,18498,Taylor County Rural E C C,KY,Cooperative,879.77,1.97,446.58376,121.6,1.2,101.33333,.,.,.,27945,12.5,N,.,.,.,.,.,.,.,,,.,
2023,18499,Three Notch Elec Member Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,870,6.4,135.9375,438,3.8,115.26316,15295,N,L,25,N
2023,18848,City of Thomasville - (GA),GA,Municipal,784.5,5.11,153.5225,184.69,2.97,62.185185,759.93,4.92,154.45732,16304,.,Y,.,.,.,.,.,.,.,,,.,
2023,18940,Tipmont Rural Elec Member Corp,IN,Cooperative,406.317,1.279,317.68335,176.67,0.75,235.56,332.654,0.955,348.3288,29231,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,18955,"Tri-County Electric Coop, Inc (IL)",IL,Cooperative,257.6,1.91,134.86911,51.5,0.52,99.038462,158.2,1.06,149.24528,16662,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,18956,Tri-County Elec Member Corp (GA),GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,260.316,1.748,148.9222,124.128,1.019,121.81354,22789.4,N,L,25,Y
2023,18957,Tri-County Elec Member Corp (NC),NC,Cooperative,193.71,1.54,125.78571,130.91,1.22,107.30328,193.71,1.54,125.78571,26624,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,18976,Trinity Valley Elec Coop Inc,TX,Cooperative,542,3.22,168.32298,189.04,2.35,80.442553,529.76,3.055,173.40753,82808,14.4,Y,.,.,.,.,.,.,.,,,.,
2023,18997,The Toledo Edison Co,OH,Investor Owned,331.42,1.014,326.84418,79.9,0.666,119.96997,295.99,0.922,321.03037,309729,23,Y,.,.,.,.,.,.,.,,,.,
2023,19108,Tideland Electric Member Corp,NC,Cooperative,459.535,3.491,131.6342,293.401,2.908,100.89443,459.535,3.491,131.6342,23679,25,Y,.,.,.,.,.,.,.,,,.,
2023,19125,City of Traverse City - (MI),MI,Municipal,26.455,0.299,88.478261,26.455,0.299,88.478261,26.455,0.299,88.478261,12885,13.8,Y,.,.,.,.,.,.,.,,,.,
2023,19156,Powder River Energy Corp,WY,Cooperative,205.49,1.4,146.77857,205.49,1.4,146.77857,205.49,1.4,146.77857,27468,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,19157,MiEnergy Cooperative,IA,Cooperative,42.478,0.495,85.814141,41.3,0.484,85.330579,36.625,0.431,84.976798,7229,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,19157,MiEnergy Cooperative,MN,Cooperative,73.608,0.816,90.205882,62.23,0.745,83.530201,65.765,0.596,110.34396,16240,24.9,N,.,.,.,.,.,.,.,,,.,
2023,19159,"Tri-County Electric Coop, Inc (TX)",TX,Cooperative,200.2,1.72,116.39535,146.3,1.46,100.20548,138.27,1.36,101.66912,134780,.,Y,.,.,.,.,.,.,.,,,.,
2023,19160,"Tri-County Electric Coop, Inc (OK)",OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,288.8,1.569,184.06628,235.1,1.444,162.81163,22996,N,F,34.5,Y
2023,19161,"Tri-County Electric Coop, Inc (FL)",FL,Cooperative,10820,5.996,1804.5364,348.498,3.29,105.92644,6822.7,5.104,1336.7359,19864.8,25,Y,.,.,.,.,.,.,.,,,.,
2023,19162,Tri-County Elec Member Corp (TN),KY,Cooperative,1006.18,3.97,253.44584,383.42,3.03,126.54125,940.66,3.64,258.42308,25804,13,Y,.,.,.,.,.,.,.,,,.,
2023,19162,Tri-County Elec Member Corp (TN),TN,Cooperative,482.96,4.05,119.24938,295.05,3.39,87.035398,417.59,3.29,126.92705,28520,13,Y,.,.,.,.,.,.,.,,,.,
2023,19189,Trico Electric Cooperative Inc,AZ,Cooperative,237.9,1.173,202.8133,81.9,0.646,126.78019,236.3,1.062,222.50471,53798,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,19219,Diverse Power Incorporated,AL,Cooperative,2410.432,7,344.34743,353.416,3.865,91.440103,2410.432,7,344.34743,689,35,Y,.,.,.,.,.,.,.,,,.,
2023,19219,Diverse Power Incorporated,GA,Cooperative,453.205,2.039,222.26827,48.77,1.154,42.261698,83.279,1.802,46.214761,36551,35,Y,.,.,.,.,.,.,.,,,.,
2023,19266,Tullahoma Board-Public Utils,TN,Municipal,68.79,2.763,24.896851,26.535,2,13.2675,68.78,2.236,30.760286,11215,12.5,N,.,.,.,.,.,.,.,,,.,
2023,19281,Turlock Irrigation District,CA,Political Subdivision,80,0.74,108.10811,61,0.63,96.825397,80,0.74,108.10811,89877,12,N,.,.,.,.,.,.,.,,,.,
2023,19293,Southeastern Electric Coop Inc - (SD),SD,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,53.762,.,.,53.762,.,.,22661,Y,O,12,Y
2023,19324,Two Rivers Water & Light,WI,Municipal,80.18,0.727,110.28886,0,0,.,0,0,.,6182,13.2,N,.,.,.,.,.,.,.,,,.,
2023,19325,Umatilla Electric Coop Assn,OR,Cooperative,57.15,0.549,104.09836,47.267,0.411,115.00487,47.271,0.411,115.0146,16364,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,19390,"UGI Utilities, Inc",PA,Investor Owned,119,0.83,143.37349,85,0.77,110.38961,119,0.83,143.37349,62446,13.8,Y,.,.,.,.,.,.,.,,,.,
2023,19396,Tri-County Electric Coop (MI),MI,Cooperative,913,1.06,861.32075,113,0.72,156.94444,900,1.02,882.35294,27074,25,N,.,.,.,.,.,.,.,,,.,
2023,19435,Union Electric Membership Corp - (NC),NC,Cooperative,88.04,0.894,98.478747,59.28,0.738,80.325203,84.45,0.841,100.41617,84780,25,N,.,.,.,.,.,.,.,,,.,
2023,19436,Union Electric Co - (MO),MO,Investor Owned,480,1.18,406.77966,93,0.67,138.80597,478,1.16,412.06897,1274688,69,Y,.,.,.,.,.,.,.,,,.,
2023,19445,"Southern Indiana R E C, Inc",IN,Cooperative,538,3.079,174.73206,163,2.955,55.160745,516,3.068,168.18774,9685,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,19446,Duke Energy Kentucky,KY,Investor Owned,138.15,0.736,187.7038,72.1,0.575,125.3913,125.29,0.624,200.78526,150093,12,Y,.,.,.,.,.,.,.,,,.,
2023,19490,United Electric Coop Service Inc - (TX),TX,Cooperative,186.608,1.492,125.07239,86.263,1.161,74.300603,186.33,1.436,129.75627,101911,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,19497,United Illuminating Co,CT,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,56,0.75,74.666667,43,0.58,74.137931,343248,N,F,69,N
2023,19499,"United Power, Inc",CO,Cooperative,65.18,0.648,100.58642,65.18,0.648,100.58642,58.88,0.548,107.44526,111672,69,Y,.,.,.,.,.,.,.,,,.,
2023,19501,"Union Rural Electric Coop, Inc",OH,Cooperative,196.8,2.2,89.454545,70,1.3,53.846154,196.8,2.2,89.454545,11863,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,19502,"United Electric Co-op, Inc - (ID)",ID,Cooperative,330.4,2.76,119.71014,49.4,.,.,.,.,.,7431,.,N,.,.,.,.,.,.,.,,,.,
2023,19545,"Black Hills Power, Inc.",MT,Investor Owned,142.933,1.4,102.095,142.933,1.4,102.095,142.933,1.4,102.095,30,35,Y,.,.,.,.,.,.,.,,,.,
2023,19545,"Black Hills Power, Inc.",SD,Investor Owned,50.331,0.808,62.290842,43.15,0.724,59.599448,42.39,0.694,61.080692,72551,35,Y,.,.,.,.,.,.,.,,,.,
2023,19545,"Black Hills Power, Inc.",WY,Investor Owned,4.85,0.089,54.494382,4.85,0.089,54.494382,4.813,0.089,54.078652,2614,35,Y,.,.,.,.,.,.,.,,,.,
2023,19547,Hawaiian Electric Co Inc,HI,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,149.46,1.122,133.20856,115.58,0.989,116.86552,308805,N,F,25,N
2023,19558,Homer Electric Assn Inc,AK,Cooperative,851.238,3.88,219.39124,334.165,2.36,141.59534,836.826,3.1,269.94387,33405,25,N,.,.,.,.,.,.,.,,,.,
2023,19574,Upper Cumberland E M C,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,343.98,.,.,255.26,.,.,54356,N,O,12.5,Y
2023,19578,Upper Peninsula Power Company,MI,Investor Owned,425.1,1.58,269.05063,140.6,0.98,143.46939,411.5,1.37,300.36496,58989,35,N,.,.,.,.,.,.,.,,,.,
2023,19579,Upshur Rural Elec Coop Corp,TX,Cooperative,5663.051,6.128,924.12712,880.662,4.261,206.67965,5518.452,5.434,1015.5414,50009,25,Y,.,.,.,.,.,.,.,,,.,
2023,19667,Utilities Dist-Western IN REMC,IN,Cooperative,1300.299,3.322,391.42053,272.364,2.052,132.73099,1296.669,3.255,398.36221,19611,7.2,Y,.,.,.,.,.,.,.,,,.,
2023,19728,"UNS Electric, Inc",AZ,Investor Owned,164.844,0.776,212.42784,44.09,0.577,76.412478,.,.,.,105267,69,Y,.,.,.,.,.,.,.,,,.,
2023,19785,Verdigris Valley Elec Coop Inc,OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,639.094,3.441,185.72915,417.572,2.95,141.54983,38983,N,F,24.9,Y
2023,19790,Verendrye Electric Coop Inc,ND,Cooperative,47.2,0.63,74.920635,47.2,0.63,74.920635,47.2,0.63,74.920635,20595,25,N,.,.,.,.,.,.,.,,,.,
2023,19791,"Vermont Electric Cooperative, Inc",VT,Cooperative,486.33,2.25,216.14667,204.33,1.38,148.06522,480.07,2.04,235.32843,40245,35,Y,.,.,.,.,.,.,.,,,.,
2023,19798,City of Vernon,CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,29.689,0.533,55.701689,29.689,0.522,56.875479,2008,N,F,69,N
2023,19806,"Victoria Electric Coop, Inc",TX,Cooperative,219.24,2.36,92.898305,197.31,2.33,84.682403,161.91,1.94,83.458763,24685,14.4,Y,.,.,.,.,.,.,.,,,.,
2023,19820,Victory Electric Coop Assn Inc,KS,Cooperative,238.5,.,.,150.6,.,.,196.8,.,.,20266,13.8,Y,.,.,.,.,.,.,.,,,.,
2023,19840,"Valley Electric Assn, Inc",NV,Cooperative,144.62,1.511,95.711449,41.368,0.735,56.282993,144.62,1.511,95.711449,24075,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,19876,Virginia Electric & Power Co,NC,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,141.142,1.177,119.91674,130.149,1.111,117.14581,132021,N,O,34.5,Y
2023,19876,Virginia Electric & Power Co,VA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,190.198,1.371,138.72939,123.322,1.165,105.85579,2612104,N,O,46,Y
2023,19882,Virginia Tech Electric Service,VA,State,.,.,.,.,.,.,.,.,.,.,.,,33.319,0.305,109.24262,.,.,.,6784,N,L,12.5,N
2023,19898,Volunteer Electric Coop,TN,Cooperative,1056.7,6.37,165.88697,429.5,5.15,83.398058,1056.7,6.37,165.88697,126442,25,N,.,.,.,.,.,.,.,,,.,
2023,19951,City of Wadsworth - (OH),OH,Municipal,55,0.347,158.50144,55,0.347,158.50144,55,0.347,158.50144,13820,1,Y,.,.,.,.,.,.,.,,,.,
2023,19981,Wake Electric Membership Corp,NC,Cooperative,277.7,2.372,117.0742,98.4,1.498,65.687583,276.6,2.318,119.32701,54018,25,Y,.,.,.,.,.,.,.,,,.,
2023,20038,Town of Wallingford - (CT),CT,Municipal,.,.,.,.,.,.,.,.,.,.,.,,110.32,0.46,239.82609,45.19,0.27,167.37037,25048,N,F,13.8,N
2023,20065,Walton Electric Member Corp,GA,Cooperative,233.629,2.175,107.41563,126.758,1.407,90.090974,.,.,.,137950,25,Y,.,.,.,.,.,.,.,,,.,
2023,20077,City of Wapakoneta - (OH),OH,Municipal,178.916,0.408,438.51961,15.597,0.234,66.653846,.,.,.,5594,12,Y,.,.,.,.,.,.,.,,,.,
2023,20130,Warren Rural Elec Coop Corp,KY,Cooperative,1030.83,3.121,330.28837,161.9,1.599,101.25078,881.39,1.722,511.84088,72980,12,Y,.,.,.,.,.,.,.,,,.,
2023,20146,Washington Elec Member Corp,GA,Cooperative,715.85,.,.,515.49,.,.,664.18,.,.,16211,25,Y,.,.,.,.,.,.,.,,,.,
2023,20169,Avista Corp,ID,Investor Owned,173,1.02,169.60784,163,0.95,171.57895,51,0.29,175.86207,142909,35,N,.,.,.,.,.,.,.,,,.,
2023,20169,Avista Corp,WA,Investor Owned,121,0.77,157.14286,87,0.71,122.53521,18,0.1,180,267645,35,N,.,.,.,.,.,.,.,,,.,
2023,20187,Watertown Municipal Utilities,SD,Municipal,7.418,0.1,74.18,7.418,0.1,74.18,.,.,.,14220,12.5,N,.,.,.,.,.,.,.,,,.,
2023,20211,Village of Waunakee - (WI),WI,Municipal,104.12,0.69,150.89855,104.12,0.69,150.89855,0,0,.,6524,12.4,N,.,.,.,.,.,.,.,,,.,
2023,20213,Waupun Utilities,WI,Municipal,9.984,0.112,89.142857,9.984,0.112,89.142857,9.984,0.112,89.142857,4515,12.4,Y,.,.,.,.,.,.,.,,,.,
2023,20216,Whitewater Valley Rural EMC,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,239.7,1.3,184.38462,239.7,1.3,184.38462,12155,N,L,12,N
2023,20228,Weakley County Mun Elec Sys,TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,354.44,13.4,26.450746,176.39,11.54,15.285095,20751,Y,L,13,N
2023,20230,Weatherford Mun Utility System,TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,99,0.86,115.11628,24,0.58,41.37931,16331,N,L,12.5,N
2023,20310,Town of Wellesley - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,38.54,0.633,60.884676,.,.,.,10596,N,L,13.8,N
2023,20318,Webster Electric Coop,MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,167,1.2,139.16667,118,0.9,131.11111,19296,N,L,25,N
2023,20334,Wellsborough Electric Co,PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,539,3.73,144.50402,155,1.37,113.13869,6455,N,F,12.5,Y
2023,20363,West Central Electric Coop Inc - (MO),MO,Cooperative,145.529,1.097,132.66089,60.727,.,.,.,.,.,15185,7.6,Y,.,.,.,.,.,.,.,,,.,
2023,20371,"West Florida El Coop Assn, Inc",FL,Cooperative,396.57,3.42,115.95614,296.52,3.01,98.511628,384.22,3.23,118.95356,29150,25,Y,.,.,.,.,.,.,.,,,.,
2023,20377,West Kentucky Rural E C C,KY,Cooperative,645.59,2.86,225.73077,214.84,1.81,118.69613,645.59,2.86,225.73077,38867,25,Y,.,.,.,.,.,.,.,,,.,
2023,20387,West Penn Power Company,PA,Investor Owned,420.02,1.411,297.67541,160.12,1.03,155.45631,385.96,1.236,312.26537,727499,25,Y,.,.,.,.,.,.,.,,,.,
2023,20401,West River Electric Assn Inc,SD,Cooperative,38.09,0.458,83.165939,38.09,0.458,83.165939,38.09,0.458,83.165939,20286,25,Y,.,.,.,.,.,.,.,,,.,
2023,20404,AEP Texas North Company,TX,Investor Owned,144.9,1.239,116.94915,105.9,1.171,90.435525,115.4,0.878,131.43508,198209,35,Y,.,.,.,.,.,.,.,,,.,
2023,20413,Mountrail-Williams Elec Coop,ND,Cooperative,241.85,1.39,173.99281,129.21,1.1,117.46364,241.85,1.39,173.99281,18909,25,N,.,.,.,.,.,.,.,,,.,
2023,20477,City of Westerville - (OH),OH,Municipal,44.62,0.52,85.807692,17.48,0.21,83.238095,44.62,0.52,85.807692,17950,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,20481,City of Westfield - (MA),MA,Municipal,420.96,3.982,105.71572,71.28,1.391,51.24371,420.96,3.982,105.71572,18149,23,Y,.,.,.,.,.,.,.,,,.,
2023,20510,"Wheatland Electric Coop, Inc",KS,Cooperative,357.31,1.26,283.57937,102.93,0.86,119.68605,102.08,0.85,120.09412,32429,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,20521,Wheeling Power Co,WV,Investor Owned,777.3,2.245,346.23608,593.8,2.053,289.23527,775.6,2.236,346.86941,41376,35,Y,.,.,.,.,.,.,.,,,.,
2023,20576,"White River Electric Assn, Inc",CO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,68.73,0.621,110.67633,68.73,0.621,110.67633,3567,Y,L,25,Y
2023,20603,Northeastern Rural E M C,IN,Cooperative,45.1,0.857,52.625438,45.1,0.857,52.625438,41.4,0.705,58.723404,31745,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,20639,"Wild Rice Electric Coop, Inc",MN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,201,2.29,87.772926,194,2.27,85.462555,14657,N,F,7.2,Y
2023,20737,Willmar Municipal Utilities,MN,Municipal,88.497,1.754,50.45439,39.981,0.763,52.399738,88.497,1.754,50.45439,10150,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,20785,City of Wilson - (NC),NC,Municipal,52.63,0.691,76.164978,52.63,0.691,76.164978,52.624,0.69,76.266667,37248,23,Y,.,.,.,.,.,.,.,,,.,
2023,20841,"Wiregrass Electric Coop, Inc",AL,Cooperative,377.36,3.26,115.7546,110.05,1.36,80.919118,.,.,.,26530,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,20847,Wisconsin Electric Power Co,WI,Investor Owned,272,1.04,261.53846,85,0.68,125,272,1.04,261.53846,1205918,35,N,.,.,.,.,.,.,.,,,.,
2023,20856,Wisconsin Power & Light Co,WI,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,106.5,0.78,136.53846,56.7,0.66,85.909091,496062,N,F,25,Y
2023,20860,Wisconsin Public Service Corp,WI,Investor Owned,150,0.85,176.47059,74,0.67,110.44776,146,0.81,180.24691,466253,46,N,.,.,.,.,.,.,.,,,.,
2023,20862,Wisconsin Rapids W W & L Comm,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,1.57,0.014,112.14286,.,.,.,14758,N,L,13.2,N
2023,20885,Withlacoochee River Elec Coop,FL,Cooperative,137.914,1.444,95.50831,92.411,1.288,71.747671,115.247,1.115,103.36054,245457,25,N,.,.,.,.,.,.,.,,,.,
2023,20927,"Wood County Electric Coop, Inc",TX,Cooperative,1604.68,4.49,357.38976,303.1,2.72,111.43382,1532.34,3.79,404.31135,40803,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,20948,Wise Electric Coop Inc,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,199.152,2.112,94.295455,199.152,2.112,94.295455,26335,N,F,24.9,Y
2023,20963,Woodruff Electric Coop Corp,AR,Cooperative,39.73,0.13,305.61538,36.49,0.13,280.69231,39.73,0.13,305.61538,16950,13.2,N,.,.,.,.,.,.,.,,,.,
2023,20996,Wright-Hennepin Coop Elec Assn,MN,Cooperative,61.66,0.76,81.131579,28.23,0.37,76.297297,61.66,0.76,81.131579,55263,12,Y,.,.,.,.,.,.,.,,,.,
2023,21002,York Electric Coop Inc,SC,Cooperative,96.23,0.822,117.06813,88.96,0.807,110.23544,84.24,0.575,146.50435,70723,24.9,N,.,.,.,.,.,.,.,,,.,
2023,21013,City of Worthington - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.9,0.058,67.241379,.,.,.,5331,N,L,12.5,N
2023,21048,Wyandotte Municipal Serv Comm,MI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,12.398,0.078,158.94872,.,.,.,12775.2,N,L,13.8,N
2023,21075,Y-W Electric Assn Inc,CO,Cooperative,268.131,.,.,268.131,.,.,268.131,.,.,8809,15,N,.,.,.,.,.,.,.,,,.,
2023,21081,Yampa Valley Electric Assn Inc,CO,Cooperative,142.728,1.162,122.8296,142.728,1.162,122.8296,142.728,1.162,122.8296,28382,25,Y,.,.,.,.,.,.,.,,,.,
2023,21111,Perennial Public Power Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,128.1,1.009,126.95738,86.97,1.004,86.623506,7709,N,L,12.5,Y
2023,21158,City of Zeeland - (MI),MI,Municipal,33.433,0.263,127.12167,13.487,0.142,94.978873,33.433,0.263,127.12167,6966,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,21244,"Southside Electric Coop, Inc",VA,Cooperative,271.497,2.435,111.49774,271.497,2.435,111.49774,265.401,2.32,114.39698,58835,25,Y,.,.,.,.,.,.,.,,,.,
2023,21513,"Fergus Electric Coop, Inc",MT,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,390.5,.,.,347.2,.,.,6939,N,L,7.2,Y
2023,21538,"Mohave Electric Cooperative, Inc.",AZ,Cooperative,141.3,.,.,109.7,.,.,140,.,.,44459,25,N,.,.,.,.,.,.,.,,,.,
2023,21567,"Washington-St Tammany E C, Inc",LA,Cooperative,403,3.554,113.39336,386.6,1.311,294.8894,249.6,3.051,81.809243,55406,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,21632,EnergyUnited Elec Member Corp,NC,Cooperative,221.04,1.635,135.19266,129.36,1.367,94.630578,194.11,1.349,143.89177,132197,15,Y,.,.,.,.,.,.,.,,,.,
2023,22053,Kentucky Power Co,KY,Investor Owned,718.4,2.347,306.09288,331.8,1.848,179.54545,697.6,2.118,329.36733,161642,35,Y,.,.,.,.,.,.,.,,,.,
2023,22500,"Evergy Kansas Central, Inc",KS,Investor Owned,197.93,1.257,157.46221,96.72,0.989,97.795753,190.66,1.178,161.85059,389793,34,Y,.,.,.,.,.,.,.,,,.,
2023,22815,Delta Electric Power Assn,MS,Cooperative,1309.29,17.38,75.333142,1069.35,16.92,63.200355,1018.38,17.25,59.036522,28926,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,22822,Clark County Rural E M C - (IN),IN,Cooperative,289.308,2.14,135.19065,71.964,0.847,84.9634,230.654,1.175,196.30128,27620,15,Y,.,.,.,.,.,.,.,,,.,
2023,24211,Tucson Electric Power Co,AZ,Investor Owned,168.654,0.976,172.80123,61.87,0.725,85.337931,.,.,.,450434,14,Y,.,.,.,.,.,.,.,,,.,
2023,24590,Unitil Energy Systems,NH,Investor Owned,256.57,1.547,165.85003,90.94,0.887,102.52537,256.57,1.547,165.85003,79306,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,24753,Boone County Rural EMC,IN,Cooperative,139.8,1.28,109.21875,139.8,1.28,109.21875,139.8,1.28,109.21875,18131,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,24889,Brunswick Electric Member Corp,NC,Cooperative,56.596,0.892,63.44843,25.505,0.461,55.32538,56.328,0.886,63.575621,107415,.,Y,.,.,.,.,.,.,.,,,.,
2023,24949,Cass County Elec Coop Inc,ND,Cooperative,437.14,0.833,524.77791,23.32,0.449,51.937639,435.05,0.703,618.8478,56779,23.9,Y,.,.,.,.,.,.,.,,,.,
2023,25177,Dakota Electric Association,MN,Cooperative,53.16,0.49,108.4898,19.21,0.28,68.607143,51.98,0.43,120.88372,114857,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,25295,Western Indiana Energy REMC,IN,Cooperative,1920.7,3.409,563.42036,230.365,2.3,100.1587,1895.8,2.563,739.68006,16887,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,26510,Liberty Utilities (Granite State Electri,NH,Investor Owned,237.26,1.152,205.95486,153.78,0.879,174.94881,194.19,1.071,181.31653,45637,23,Y,.,.,.,.,.,.,.,,,.,
2023,27222,City of Ripley - (TN),TN,Municipal,258.29,2.14,120.69626,197.37,1.8,109.65,257.39,2.13,120.84038,6427,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,27238,"Southwest Electric Coop, Inc",MO,Cooperative,339.1,0.85,398.94118,217.03,0.79,274.72152,.,.,.,43991,7.2,Y,.,.,.,.,.,.,.,,,.,
2023,27369,Taylor Electric Coop Inc - (TX),TX,Cooperative,625.649,3.384,184.88446,282.766,2.562,110.36924,260.416,2.197,118.53254,20128,25,Y,.,.,.,.,.,.,.,,,.,
2023,27599,Carroll-White REMC,IN,Cooperative,644,.,.,246.1,.,.,475.6,.,.,15077,.,N,.,.,.,.,.,.,.,,,.,
2023,28541,Clatskanie Peoples Util Dist,OR,Political Subdivision,115.136,1.159,99.340811,115.136,1.159,99.340811,115.136,1.159,99.340811,4774,13.8,Y,.,.,.,.,.,.,.,,,.,
2023,28604,Kerrville Public Utility Board,TX,Municipal,57.341,0.919,62.394995,36.184,0.589,61.432937,57.341,0.919,62.394995,23974,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,28978,City of San Marcos - (TX),TX,Municipal,26.724,0.192,139.1875,.,.,.,.,.,.,25995,.,,.,.,.,.,.,.,.,,,.,
2023,30518,Electrical Dist No3 Pinal County,AZ,Political Subdivision,72.99,1.22,59.827869,72.99,1.22,59.827869,72.99,1.22,59.827869,31250,69,Y,.,.,.,.,.,.,.,,,.,
2023,31833,Okefenoke Rural El Member Corp,FL,Cooperative,787.017,4.321,182.1377,280.714,2.973,94.421123,773.635,4,193.40875,11782,25,Y,.,.,.,.,.,.,.,,,.,
2023,31833,Okefenoke Rural El Member Corp,GA,Cooperative,784.074,4.948,158.46281,209.343,3.061,68.390395,769.105,4.658,165.11486,28583,25,Y,.,.,.,.,.,.,.,,,.,
2023,38084,Great Lakes Energy Coop,MI,Cooperative,265.24,1.69,156.94675,202.48,1.56,129.79487,255.88,1.64,156.02439,130610,25,Y,.,.,.,.,.,.,.,,,.,
2023,40051,Texas-New Mexico Power Co,TX,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,129.74,1.29,100.57364,101.2,1.21,83.636364,263647,N,F,25,N
2023,40165,"Dixie Escalante R E A, Inc",AZ,Cooperative,56.57,0.69,81.985507,56.57,0.69,81.985507,56.57,0.69,81.985507,3065,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,40165,"Dixie Escalante R E A, Inc",UT,Cooperative,34.9,0.551,63.339383,34.9,0.551,63.339383,34.9,0.551,63.339383,28009,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,40228,Rappahannock Electric Coop,VA,Cooperative,205.44,1.78,115.41573,173.17,1.63,106.23926,200.76,1.66,120.93976,175743,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,40236,"Forked Deer Electric Coop, Inc",TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,466.2,3.3,141.27273,225.3,2.54,88.700787,10094,N,F,13.2,Y
2023,40302,North East Mississippi EPA,MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,169.33,0.94,180.1383,129.84,0.802,161.89526,28428,N,L,25,Y
2023,40304,Minnesota Valley Coop L&P Assn,MN,Cooperative,93.9,.,.,69.3,.,.,93.9,.,.,5354,.,Y,.,.,.,.,.,.,.,,,.,
2023,40438,Columbia River Peoples Ut Dist,OR,Political Subdivision,125.803,0.86,146.28256,71.415,0.664,107.55271,125.803,0.86,146.28256,20550,12.5,N,.,.,.,.,.,.,.,,,.,
