|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Part|,|Utility Characteristics..Service Type|,|Utility Characteristics.."Data Type O = Observed I = Imputed"|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|Utility Characteristics.BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
2018,295,City of Alexandria - (MN),A,Bundled,O,MN,Municipal,MISO,"8,150.0","78,970","8,044","3,704.0","36,535","1,676","13,426.0","172,663",208,.,.,.,"25,280.0","288,168","9,928"
2018,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,409.0,"4,132",223,925.0,"6,932",712,"1,436.0","18,541",18,.,.,.,"2,770.0","29,605",953
2018,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"5,121.0","52,316","2,728","5,887.0","42,761","4,674","45,725.0","727,234",246,.,.,.,"56,733.0","822,311","7,648"
2018,298,City of Alexandria - (LA),A,Bundled,O,LA,Municipal,MISO,"30,466.1","299,887","20,512","37,747.4","355,331","3,538",387.7,"4,535",6,0.0,0,0,"68,601.2","659,753","24,056"
2018,305,Alger-Delta Coop Electric Assn,A,Bundled,O,MI,Cooperative,MISO,"10,157.0","49,287","9,507","2,200.0","13,795",539,"2,487.0","14,218",1,0.0,.,.,"14,844.0","77,300","10,047"
2018,307,Algoma Utility Comm,A,Bundled,O,WI,Municipal,MISO,"1,383.6","11,213","1,661","1,977.8","19,685",360,503.4,"6,253",1,0.0,.,.,"3,864.8","37,151","2,022"
2018,308,City of Acworth - (GA),A,Bundled,O,GA,Municipal,SOCO,"9,317.6","61,246","5,944","4,860.7","38,406",597,267.7,"1,986",3,.,.,.,"14,446.0","101,638","6,544"
2018,309,City of Algona - (IA),A,Bundled,O,IA,Municipal,SWPP,"4,245.0","29,632","3,027","3,494.0","29,514",678,"3,848.0","56,634",15,.,.,.,"11,587.0","115,780","3,720"
2018,329,"Allamakee-Clayton El Coop, Inc",A,Bundled,O,IA,Cooperative,MISO,"17,326.7","119,877","9,465","1,814.0","14,700",520,.,.,.,.,.,.,"19,140.7","134,577","9,985"
2018,367,City of Alliance- (NE),A,Bundled,O,NE,Municipal,SWPP,"4,948.3","38,367","4,246","5,087.5","41,535","1,061","2,979.1","29,765",10,.,.,.,"13,014.9","109,667","5,317"
2018,392,Alpena Power Co,A,Bundled,O,MI,Investor Owned,MISO,"12,620.3","89,047","13,686","12,615.3","102,918","4,000","10,281.2","157,952",4,0.0,0,0,"35,516.8","349,917","17,690"
2018,407,Altamaha Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"31,049.1","244,481","20,712","10,768.0","66,011","1,851","9,591.0","114,666",227,.,.,.,"51,408.1","425,158","22,790"
2018,416,City of Altus - (OK),A,Bundled,O,OK,Municipal,SWPP,"13,444.4","93,578","7,647","7,069.4","64,950","1,181","3,623.7","44,118",2,.,.,.,"24,137.5","202,646","8,830"
2018,471,Amana Society Service Co,A,Bundled,O,IA,Investor Owned,MISO,994.0,"7,395",703,"1,028.0","8,552",182,"6,231.0","79,895",1,0.0,0,0,"8,253.0","95,842",886
2018,540,BP Energy Company,B,Energy,O,WA,Retail Power Marketer,PSEI,0.0,0,0,0.0,0,0,"21,781.0","833,304",2,0.0,0,0,"21,781.0","833,304",2
2018,540,BP Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,0.0,0,0,0.0,0,0,"4,136.0","55,349",2,0.0,0,0,"4,136.0","55,349",2
2018,554,City of Ames - (IA),A,Bundled,O,IA,Municipal,MISO,"20,607.0","176,616","23,946","28,875.7","350,171","3,007","10,575.0","136,772",7,0.0,0,0,"60,057.7","663,559","26,960"
2018,560,City of Amherst- (OH),A,Bundled,O,OH,Municipal,PJM,"7,633.0","60,825","5,558","1,985.0","13,881",498,"3,562.0","30,001",68,.,.,.,"13,180.0","104,707","6,124"
2018,562,Amicalola Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"74,113.2","663,321","44,166","14,622.3","119,066","4,980",.,.,.,.,.,.,"88,735.5","782,387","49,146"
2018,571,City of Amory,A,Bundled,O,MS,Municipal,TVA,"4,441.0","41,903","2,892","6,386.0","56,772","1,104","2,950.0","38,135",3,0.0,0,0,"13,777.0","136,810","3,999"
2018,577,City of Alcoa Utilities,A,Bundled,O,TN,Municipal,TVA,"43,554.0","406,466","25,601","24,746.0","235,548","3,745",142.0,"1,054",1,0.0,0,0,"68,442.0","643,068","29,347"
2018,590,City of Anaheim - (CA),A,Bundled,O,CA,Municipal,CISO,"97,586.0","592,732","101,740","138,140.0","797,648","17,355","135,631.0","916,133",306,.,.,.,"371,357.0","2,306,513","119,401"
2018,599,Anchorage Municipal Light and Power,A,Bundled,O,AK,Municipal,AMPL,"24,180.9","120,098","24,548","118,186.5","811,333","6,419",0.0,0,0,0.0,0,0,"142,367.4","931,431","30,967"
2018,604,City of Andalusia,A,Bundled,O,AL,Municipal,AEC,"5,621.0","43,068","3,639","8,680.0","61,118","1,001","12,839.0","252,431",2,.,.,.,"27,140.0","356,617","4,642"
2018,636,City of Anderson - (IN),A,Bundled,O,IN,Municipal,PJM,"36,317.0","323,113","31,272","30,091.9","314,286","4,270","17,723.1","244,112",60,.,.,.,"84,132.0","881,511","35,602"
2018,689,Connexus Energy,A,Bundled,O,MN,Cooperative,MISO,"161,391.0","1,210,365","121,711","67,418.7","664,260","11,457","13,010.2","138,142",399,0.0,0,0,"241,819.9","2,012,767","133,567"
2018,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,"4,358.0","47,427","3,389","5,216.0","57,340","1,210","7,735.0","96,345",15,.,.,.,"17,309.0","201,112","4,614"
2018,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,"10,139.0","76,866","10,779","10,036.0","97,683","1,328","9,140.0","102,190",16,.,.,.,"29,315.0","276,739","12,123"
2018,694,Anza Electric Coop Inc,A,Bundled,O,CA,Cooperative,WALC,"8,831.7","46,181","4,378","2,314.0","11,909",346,0.0,0,0,.,.,.,"11,145.7","58,090","4,724"
2018,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,"21,078.4","211,538","19,690","10,393.3","119,527","1,539",.,.,.,.,.,.,"31,471.7","331,065","21,229"
2018,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,"74,122.0","648,456","40,127","29,026.0","253,180","6,617","4,448.0","74,794",6,0.0,0,0,"107,596.0","976,430","46,750"
2018,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,"723,950.0","6,474,270","452,376","349,684.0","3,949,274","77,305","326,047.0","4,965,534","1,937",0.0,0,0,"1,399,681.0","15,389,078","531,618"
2018,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,"603,512.0","5,396,334","355,074","302,792.0","3,447,096","66,502","272,413.0","4,271,360","2,324",0.0,0,0,"1,178,717.0","13,114,790","423,900"
2018,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,0.0,0,0,428.0,"51,606",53,744.0,"339,203",6,0.0,0,0,"1,172.0","390,809",59
2018,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,"22,311.0","205,642","12,665","12,195.0","110,161","2,889",311.0,"4,290",1,0.0,0,0,"34,817.0","320,093","15,555"
2018,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,"1,867,369.0","13,190,481","1,100,816","1,441,632.0","12,528,637","130,907","187,260.0","2,224,269","3,728",.,.,.,"3,496,261.0","27,943,387","1,235,451"
2018,814,Entergy Arkansas LLC,A,Bundled,O,AR,Investor Owned,MISO,"799,039.4","8,248,043","593,203","437,727.2","6,205,268","95,038","430,641.9","8,071,334","23,689",9.7,111,1,"1,667,418.2","22,524,756","711,931"
2018,814,Entergy Arkansas LLC,A,Bundled,O,TN,Investor Owned,MISO,1.7,18,1,2.9,29,3,1.1,5,3,.,.,.,5.7,52,7
2018,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,"80,236.0","754,384","51,173","17,049.1","177,916","3,840","13,650.2","264,918",33,0.0,0,0,"110,935.3","1,197,218","55,046"
2018,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,"6,378.9","59,117","4,120","2,683.7","29,951",496,0.0,0,0,0.0,0,0,"9,062.6","89,068","4,616"
2018,828,City of Arlington - (MN),A,Bundled,O,MN,Municipal,MISO,837.4,"8,746",945,815.7,"8,379",163,0.0,0,0,0.0,0,0,"1,653.1","17,125","1,108"
2018,887,"Arrowhead Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"6,583.4","44,937","3,817","3,326.2","29,634",429,.,.,.,.,.,.,"9,909.6","74,571","4,246"
2018,907,City of Ashland - (OR),A,Bundled,O,OR,Municipal,PACW,"7,964.5","86,287","10,395","7,538.5","85,629","1,583",.,.,.,.,.,.,"15,503.0","171,916","11,978"
2018,918,City of Aspen- (CO),A,Bundled,O,CO,Municipal,PSCO,"2,857.0","24,002","2,031","4,486.0","48,106","1,067",.,.,.,.,.,.,"7,343.0","72,108","3,098"
2018,942,Atchison-Holt Electric Coop,A,Bundled,O,IA,Cooperative,AECI,"1,485.0","10,580","1,030",645.0,"6,048",85,173.0,776,60,.,.,.,"2,303.0","17,404","1,175"
2018,942,Atchison-Holt Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"3,731.0","26,588","2,363","1,620.0","15,199",194,"2,146.0","27,155",144,.,.,.,"7,497.0","68,942","2,701"
2018,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,"69,279.0","634,846","39,891","37,057.0","347,303","7,070","12,142.0","207,353",12,0.0,0,0,"118,478.0","1,189,502","46,972"
2018,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,"16,757.0","164,554","10,959","17,800.0","162,338","2,329","17,352.0","338,592",8,0.0,0,0,"51,909.0","665,484","13,296"
2018,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,"615,868.1","3,613,606","427,174","166,559.1","1,203,641","44,654","9,663.3","104,350",407,0.0,0,0,"792,090.5","4,921,597","472,235"
2018,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,"44,838.6","571,299","62,279","152,586.5","2,974,195","20,011","23,789.4","692,687",357,0.0,0,0,"221,214.5","4,238,181","82,647"
2018,965,Atlantic Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,"3,659.7","43,497","3,807","4,362.7","56,683",827,"2,944.2","47,736",2,.,.,.,"10,966.6","147,916","4,636"
2018,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,"1,753.5","18,751",87,"3,002.3","36,692",80,224.6,"9,224",14,0.0,0,0,"4,980.4","64,667",181
2018,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,"271,563.4","4,717,240","428,336","122,612.4","2,372,987","3,277","34,919.6","834,346",99,"1,766.3","23,797",1,"430,861.7","7,948,370","431,713"
2018,993,Auburn Board of Public Works,A,Bundled,O,NE,Municipal,SWPP,"2,458.0","26,628","1,891","2,748.0","29,292",869,301.0,"3,180",1,.,.,.,"5,507.0","59,100","2,761"
2018,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,"5,907.2","67,763","6,512","3,139.7","27,488",937,"30,414.1","348,723",140,.,.,.,"39,461.0","443,974","7,589"
2018,998,City of Augusta - (KS),A,Bundled,O,KS,Municipal,SWPP,"5,105.6","40,718","3,881","2,694.1","21,798",407,"1,036.0","8,701",24,.,.,.,"8,835.7","71,217","4,312"
2018,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,"11,109.7","79,475","10,508","14,249.5","127,095","1,185","11,118.6","131,033",1,.,.,.,"36,477.8","337,603","11,694"
2018,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,"495,779.0","4,627,388","435,957","544,452.2","5,840,682","51,859","180,286.1","2,958,865",113,.,.,.,"1,220,517.3","13,426,935","487,929"
2018,1024,City of Ava - (MO),A,Bundled,O,MO,Municipal,AECI,830.0,"10,913","1,230",318.0,"3,950",315,"1,970.0","48,117",49,.,.,.,"3,118.0","62,980","1,594"
2018,1036,Town of Ayden - (NC),A,Bundled,O,NC,Municipal,CPLE,"6,039.0","48,841","3,692","2,643.0","23,311",303,"3,321.0","28,309",1,.,.,.,"12,003.0","100,461","3,996"
2018,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,"10,934.0","86,362","14,771","11,231.0","81,510","1,893","9,501.0","85,020",31,.,.,.,"31,666.0","252,892","16,695"
2018,1062,BARC Electric Coop Inc,A,Bundled,O,VA,Cooperative,PJM,"17,523.3","132,128","11,985","6,094.9","53,254",785,.,.,.,.,.,.,"23,618.2","185,382","12,770"
2018,1101,Bagley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,733.5,"6,147",551,402.6,"3,487",148,"1,628.2","15,540",69,.,.,.,"2,764.3","25,174",768
2018,1148,City of Baldwin City- (KS),A,Bundled,O,KS,Municipal,SWPP,"2,589.0","18,027","1,757","2,132.0","15,423",241,.,.,.,.,.,.,"4,721.0","33,450","1,998"
2018,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,"116,118.0","976,956","69,514","47,111.0","485,923","7,257",0.0,.,.,0.0,.,.,"163,229.0","1,462,879","76,771"
2018,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,"1,221,408.9","9,674,746","883,154","307,383.6","2,662,310","66,817","13,488.5","125,686","3,188",.,.,.,"1,542,281.0","12,462,742","953,159"
2018,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,"152,809.6","3,273,662","281,493","363,943.9","13,038,747","53,665","27,874.8","1,169,998","2,611","1,967.7","278,620",3,"546,596.0","17,761,027","337,772"
2018,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,"2,970.0","26,300","3,398","4,962.6","56,006",824,"22,892.7","238,964","4,732",.,.,.,"30,825.3","321,270","8,954"
2018,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"48,973.3","451,756","30,863","15,545.0","162,420","5,284","1,614.9","20,024",53,.,.,.,"66,133.2","634,200","36,200"
2018,1176,City of Bandon - (OR),A,Bundled,O,OR,Municipal,BPAT,"3,023.2","34,708","3,006","1,948.2","24,096",769,177.9,"1,549",2,0.0,0,0,"5,149.3","60,353","3,777"
2018,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,NBSO,"27,225.0","187,566","28,813","12,884.3","81,448","6,825","4,163.9","42,375",118,0.0,0,0,"44,273.2","311,389","35,756"
2018,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,ISNE,"116,286.7","585,299","96,345","56,994.8","493,972","15,705","3,573.0","23,196",27,0.0,0,0,"176,854.5","1,102,467","112,077"
2018,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,NBSO,10.0,145,36,661.7,"8,446",376,"4,020.6","198,203",83,0.0,0,0,"4,692.3","206,794",495
2018,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,ISNE,"5,454.9","50,551","7,998","9,924.5","111,785","2,775","8,548.8","170,234",21,0.0,0,0,"23,928.2","332,570","10,794"
2018,1181,Village of Bangor - (WI),A,Bundled,O,WI,Municipal,MISO,"1,590.7","12,483","1,306","1,122.0","9,567",435,503.6,"4,716",20,.,.,.,"3,216.3","26,766","1,761"
2018,1192,City of Banning - (CA),A,Bundled,O,CA,Municipal,CISO,"13,737.7","69,917","10,977","10,857.2","53,574","1,147","2,590.6","17,850",12,.,.,.,"27,185.5","141,341","12,136"
2018,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,376.1,"2,851",540,"2,173.4","16,750",241,0.0,0,0,0.0,0,.,"2,549.5","19,601",781
2018,1201,Barbourville Utility Comm,A,Bundled,O,KY,Municipal,LGEE,"4,302.1","40,656","3,423",702.4,"7,392",510,"3,775.3","44,352",185,.,.,.,"8,779.8","92,400","4,118"
2018,1233,City of Barnesville - (MN),A,Bundled,O,MN,Municipal,MISO,"1,528.4","17,240","1,388",460.0,"4,804",130,.,.,.,.,.,.,"1,988.4","22,044","1,518"
2018,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"27,091.0","205,336","18,238","3,236.0","31,268",210,"10,499.0","137,105",167,.,.,.,"40,826.0","373,709","18,615"
2018,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"18,520.3","176,308","10,418","4,144.0","39,322","1,570",0.0,0,0,.,.,.,"22,664.3","215,630","11,988"
2018,1276,"Barrow Utils & Elec Coop, Inc",A,Bundled,O,AK,Cooperative,NA,"1,543.0","11,121","1,529","4,527.6","37,132",506,0.0,0,0,0.0,0,0,"6,070.6","48,253","2,035"
2018,1279,Barry Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"14,369.5","119,047","8,396","4,858.5","47,636","1,268","1,411.5","16,137",3,.,.,.,"20,639.5","182,820","9,667"
2018,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"22,341.0","167,342","10,966","5,159.0","45,657",674,"17,895.0","216,659",10,.,.,.,"45,395.0","429,658","11,650"
2018,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,"15,428.0","138,228","10,616","7,681.0","70,614","1,479","6,862.0","65,381",296,.,.,.,"29,971.0","274,223","12,391"
2018,1301,"Barton County Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,"11,876.0","89,989","5,909","3,974.0","37,244",648,"1,913.0","32,112",7,.,.,.,"17,763.0","159,345","6,564"
2018,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,SWPP,.,.,.,.,.,.,"43,136.0","1,117,280",1,.,.,.,"43,136.0","1,117,280",1
2018,1307,Basin Electric Power Coop,A,Bundled,O,WY,Cooperative,WACM,.,.,.,31.0,834,1,.,.,.,.,.,.,31.0,834,1
2018,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,"12,648.0","91,003","9,657","17,566.0","153,167","1,330","15,585.0","173,515",9,.,.,.,"45,799.0","417,685","10,996"
2018,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,"17,500.0","135,107","17,908","15,849.0","128,145","2,204","5,625.0","53,576",125,.,.,.,"38,974.0","316,828","20,237"
2018,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,MI,Cooperative,MISO,52.3,174,67,.,.,.,.,.,.,.,.,.,52.3,174,67
2018,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,WI,Cooperative,MISO,"12,679.6","68,344","8,907","1,385.3","10,199",77,.,.,.,.,.,.,"14,064.9","78,543","8,984"
2018,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,"6,424.1","49,053","5,211","1,132.5","9,912",517,146.2,"1,656",1,.,.,.,"7,702.8","60,621","5,729"
2018,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,568.7,"4,554",400,257.4,"2,267",83,.,.,.,.,.,.,826.1,"6,821",483
2018,1427,City of Beatrice - (NE),A,Bundled,O,NE,Municipal,SWPP,"6,956.0","72,858","5,794","2,621.0","26,726",884,"6,714.0","88,258",125,.,.,.,"16,291.0","187,842","6,803"
2018,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,"11,254.1","87,549","5,747","5,303.7","42,623",898,"5,311.0","84,644",29,.,.,.,"21,868.8","214,816","6,674"
2018,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"68,184.0","646,985","39,333","16,484.0","165,599","3,943","20,943.0","392,863",4,.,.,.,"105,611.0","1,205,447","43,280"
2018,1523,Town of Belmont - (MA),A,Bundled,O,MA,Municipal,ISNE,"14,443.1","70,929","10,784","5,461.8","27,945",845,"4,540.9","26,724",22,.,.,.,"24,445.8","125,598","11,651"
2018,1525,City of Beloit - (KS),A,Bundled,O,KS,Municipal,SWPP,"2,072.0","16,321","1,815","1,590.0","12,254",469,"1,418.0","14,980",33,.,.,.,"5,080.0","43,555","2,317"
2018,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"38,101.5","287,156","19,589","8,666.4","78,702","1,406",19.3,70,18,.,.,.,"46,787.2","365,928","21,013"
2018,1566,City of Bennettsville - (SC),A,Bundled,O,SC,Municipal,SC,"5,731.0","43,941","3,906","3,933.0","34,780",519,.,.,.,.,.,.,"9,664.0","78,721","4,425"
