Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2018,11458,City of Macon - (MS),,MS,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,257,1,0,"1,168",910,257,1,0,"1,168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11460,City of Macon - (MO),,MO,AECI,"2,490",628,27,.,"3,145",167,17,0,.,184,.,.,.,.,.,.,.,.,.,.,"2,657",645,27,0,"3,329",613,58,.,.,671,.,.,.,.,.,.,.,.,.,.
2018,11463,Macon Electric Coop,,MO,AECI,"9,915","1,366",.,.,"11,281",.,.,.,.,.,.,.,.,.,.,.,.,2,.,2,"9,915","1,366",2,0,"11,283",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11475,City of Madison - (SD),,SD,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,864",413,39,0,"3,316","2,864",413,39,0,"3,316",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11476,Borough of Madison - (NJ),,NJ,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,869",904,.,.,"6,773","5,869",904,0,0,"6,773",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11477,Town of Madison - (ME),,ME,ISNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,497",244,14,0,"2,755","2,497",244,14,0,"2,755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11479,Madison Gas & Electric Co,,WI,MISO,"132,529","13,232",3,0,"145,764","2,349","6,589",48,0,"8,986",0,0,0,0,0,0,0,0,0,0,"134,878","19,821",51,0,"154,750","27,921","2,077,208","79,961",0,"2,185,090",0,0,0,0,0,0,9,7,0,16
2018,11481,City of Madison - (NE),,NE,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,810,166,1,.,977,810,166,1,0,977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11488,Madisonville Municipal Utils,,KY,LGEE,"6,854","1,504",.,.,"8,358",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,854","1,504",0,0,"8,358",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11501,Magic Valley Electric Coop Inc,,TX,ERCO,.,.,.,.,.,"104,226","21,395",837,.,"126,458",.,.,.,.,.,.,.,.,.,.,"104,226","21,395",837,0,"126,458","1,651,312","211,008","490,494",.,"2,352,814",0,0,0,.,0,0,0,0,.,0
2018,11519,Magnolia Electric Power Assn,,MS,MISO,.,.,.,.,.,"29,684","2,082",13,.,"31,779",.,.,.,.,.,.,.,.,.,.,"29,684","2,082",13,0,"31,779","416,288","86,510","152,893",.,"655,691",.,.,.,.,.,.,.,.,.,.
2018,11540,City of Malden - (MO),Y,MO,SWPP,"1,784",421,3,.,"2,208",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,784",421,3,0,"2,208",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11560,City of Manassas - (VA),,VA,PJM,0,0,0,.,0,"13,509","2,343",0,.,"15,852",.,.,.,.,.,105,300,1,.,406,"13,614","2,643",1,0,"16,258","177,601","177,964",0,.,"355,565",.,.,.,.,.,"1,729",0,0,.,"1,729"
2018,11566,City of Mangum - (OK),,OK,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,402",252,33,.,"1,687","1,402",252,33,0,"1,687",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11568,Town of Manilla - (IA),,IA,MISO,397,87,.,.,484,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,397,87,0,0,484,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11571,Manitowoc Public Utilities,,WI,MISO,616,188,.,.,804,423,4,118,.,545,.,.,.,.,.,"14,759","1,684",.,.,"16,443","15,798","1,876",118,0,"17,792","2,840",183,"340,325",.,"343,348",.,.,.,.,.,.,.,.,.,.
2018,11572,City of Mankato - (KS),Y,KS,SWPP,474,132,6,.,612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,474,132,6,0,612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11581,City of Manning,,IA,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,691,158,1,.,850,691,158,1,0,850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11586,Town of Mansfield - (MA),,MA,ISNE,"8,063",.,.,.,"8,063",.,.,.,.,.,.,.,.,.,.,774,887,216,.,"1,877","8,837",887,216,0,"9,940",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11589,"Harney Electric Coop, Inc",,NV,BPAT,.,.,.,.,.,352,.,288,.,640,.,.,.,.,.,247,.,447,.,694,599,0,735,0,"1,334","6,680",.,"41,019",.,"47,699",.,.,.,.,.,.,.,.,.,.
2018,11589,"Harney Electric Coop, Inc",,OR,BPAT,.,.,.,.,.,643,.,"1,100",.,"1,743",.,.,.,.,.,260,.,345,.,605,903,0,"1,445",0,"2,348","13,386",.,"62,990",.,"76,376",.,.,.,.,.,.,.,.,.,.
2018,11611,City of Maquoketa - (IA),,IA,MISO,0,0,0,0,0,"2,798",576,1,0,"3,375",0,0,0,0,0,0,0,0,0,0,"2,798",576,1,0,"3,375","24,351","39,208","9,312",0,"72,871","2,798",576,1,0,"3,375",0,0,0,0,0
2018,11624,City of Marblehead - (MA),,MA,ISNE,.,.,.,.,.,"8,982","1,198",70,.,"10,250",.,.,.,.,.,34,.,.,.,34,"9,016","1,198",70,0,"10,284","74,917","11,598","17,523",.,"104,038","8,982","1,198",70,.,"10,250",9,.,.,.,9
2018,11643,Marias River Electric Coop Inc,,MT,NWMT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,492","1,336",.,.,"3,828","2,492","1,336",0,0,"3,828",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11646,City of Marietta - (GA),,GA,SOCO,"31,910","3,279",.,.,"35,189","3,188","3,373",.,.,"6,561",.,.,.,.,.,.,.,.,.,.,"35,098","6,652",0,0,"41,750","33,621","385,481",.,.,"419,102",.,.,.,.,.,.,.,.,.,.
2018,11691,City of Marlow - (OK),Y,OK,SWPP,.,.,.,.,0,"1,959",327,.,.,"2,286",.,.,.,.,.,.,.,.,.,.,"1,959",327,0,0,"2,286","21,364","16,762",.,.,"38,126",.,.,.,.,.,.,.,.,.,.
2018,11693,"Marlboro Electric Coop, Inc",,SC,SC,.,.,.,.,.,"5,285","1,197",.,.,"6,482",.,.,.,.,.,.,.,6,.,6,"5,285","1,197",6,0,"6,488","86,739","23,968",.,.,"110,707",.,.,.,.,.,.,.,.,.,.
2018,11701,City of Marquette - (MI),,MI,MISO,.,.,.,.,.,"14,924","2,168",.,.,"17,092",.,.,.,.,.,.,.,.,.,.,"14,924","2,168",0,0,"17,092","96,470","190,888",.,.,"287,358",.,.,.,.,.,.,.,.,.,.
2018,11713,City of Marshall - (MI),,MI,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,890",667,20,0,"4,577","3,890",667,20,0,"4,577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11714,Marshall-De Kalb Electric Coop,,AL,TVA,0,0,0,0,0,"16,262","3,526",3,0,"19,791",0,0,0,0,0,0,0,0,0,0,"16,262","3,526",3,0,"19,791","248,179","179,710","20,540",0,"448,428","16,262","3,526",3,0,"19,791",0,0,0,0,0
2018,11731,City of Marshall - (MN),,MN,MISO,0,0,0,0,0,"1,678",332,52,0,"2,062",0,0,0,0,0,"3,925",614,60,0,"4,599","5,603",946,112,0,"6,661","2,445","5,086","4,363",.,"11,894",0,0,0,.,0,"2,580",430,62,.,"3,072"
2018,11732,City of Marshall - (MO),,MO,SWPP,.,.,.,.,.,"5,044",946,5,0,"5,995",0,0,0,0,0,0,33,0,0,33,"5,044",979,5,0,"6,028","51,929","57,199","65,831",.,"174,959",.,.,.,.,.,.,.,.,.,.
2018,11736,City of Marshall - (IL),Y,IL,MISO,"2,081",390,10,.,"2,481",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,081",390,10,0,"2,481",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11740,City of Marshfield - (WI),,WI,MISO,.,.,.,.,.,"11,485","1,833",.,.,"13,318",.,.,.,.,.,.,101,56,.,157,"11,485","1,934",56,0,"13,475","100,716","86,981",.,.,"187,697",.,.,.,.,.,.,.,.,.,.
2018,11767,Marshall County Rural E M C,,IN,MISO,.,.,.,.,.,"6,140","1,107",.,.,"7,247",.,.,.,.,.,.,.,.,.,.,"6,140","1,107",0,0,"7,247","75,733","29,001",.,.,"104,734",.,.,.,.,.,298,.,.,.,298
2018,11770,City of Martinsville - (VA),,VA,PJM,.,.,.,.,.,"6,585","1,110",5,.,"7,700",.,.,.,.,.,.,.,.,.,.,"6,585","1,110",5,0,"7,700","83,875","72,498","16,127",.,"172,500",.,.,.,.,.,.,.,.,.,.
2018,11788,Consumers Energy,,IA,MISO,.,.,.,.,.,"6,114",534,10,.,"6,658",.,.,.,.,.,0,0,0,.,0,"6,114",534,10,0,"6,658","82,232","27,289","73,603",.,"183,124",.,.,.,.,.,.,.,.,.,.
2018,11789,Maryville Utilities,,TN,TVA,"7,470","2,053",7,0,"9,530","11,169",856,3,0,"12,028",0,0,0,0,0,4,0,0,0,4,"18,643","2,909",10,0,"21,562","162,753","210,303","220,498",0,"593,554",0,0,0,0,0,0,0,0,0,0
2018,11790,City of Mascoutah - (IL),Y,IL,MISO,"3,365",217,4,.,"3,586",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,365",217,4,0,"3,586",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11804,Massachusetts Electric Co,,MA,ISNE,"1,223,966","41,976","2,046",17,"1,268,005","14,998",0,6,.,"15,004",.,.,.,.,.,"58,603","28,931","1,959",4,"89,497","1,297,567","70,907","4,011",21,"1,372,506",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2018,11811,Town of Massena - (NY),,NY,NYIS,"8,283",936,170,.,"9,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,283",936,170,0,"9,389",.,.,.,.,.,.,.,.,.,.,754,1,.,.,755
2018,11824,Matanuska Electric Assn Inc,,AK,NA,19,6,.,.,25,"59,124","6,071",.,.,"65,195",.,.,.,.,.,.,.,.,.,.,"59,143","6,077",0,0,"65,220","377,533","294,116",.,.,"671,649","58,679","6,077",.,.,"64,756",.,.,.,.,.
2018,11843,Maui Electric Co Ltd,,HI,NA,"6,118",606,0,.,"6,724",.,1,30,.,31,.,.,.,.,.,"55,293","9,465",131,.,"64,889","61,411","10,072",161,0,"71,644",.,17,"125,508",.,"125,525",.,.,.,.,.,.,.,.,.,.
2018,11871,City of Mayfield Plant Board,,KY,TVA,0,0,0,0,0,"4,408",877,2,0,"5,287",0,0,0,0,0,0,0,0,0,0,"4,408",877,2,0,"5,287","51,960","79,397","11,401",0,"142,758","4,408",878,2,0,"5,288",0,0,0,0,0
2018,11895,Village of Mazomanie - (WI),Y,WI,MISO,750,65,.,.,815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,750,65,0,0,815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11910,McLeod Cooperative Power Assn,,MN,MISO,.,.,.,.,0,"8,317",563,1,.,"8,881",.,.,.,.,.,1,.,.,.,1,"8,318",563,1,0,"8,882","113,056","20,842","33,300",.,"167,198",.,.,1,.,1,"3,022",22,.,.,"3,044"
2018,11965,City of McCleary - (WA),Y,WA,BPAT,"1,037",113,1,.,"1,151",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,037",113,1,0,"1,151",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,11989,McCone Electric Coop Inc,,MT,WAUW,"4,217",517,76,.,"4,810",.,.,.,.,.,.,.,.,.,.,386,88,5,.,479,"4,603",605,81,0,"5,289",.,.,.,.,.,"4,217",517,76,.,"4,810",0,0,0,.,0
2018,12070,McDonough Power Coop,Y,IL,MISO,"4,673",436,1,.,"5,110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,673",436,1,0,"5,110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12087,McKenzie Electric Coop Inc,,MT,SWPP,27,9,80,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,9,80,0,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12087,McKenzie Electric Coop Inc,,ND,SWPP,"5,113","6,587","1,053",.,"12,753",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,113","6,587","1,053",0,"12,753",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12090,"McLean Electric Coop, Inc",,ND,MISO,"3,525",442,81,.,"4,048",.,.,.,.,.,.,.,.,.,.,3,2,4,.,9,"3,528",444,85,0,"4,057",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12186,McMinnville Electric System,,TN,TVA,0,0,0,0,0,"6,434","1,542",2,0,"7,978",0,0,0,0,0,0,0,0,0,0,"6,434","1,542",2,0,"7,978","81,956","101,228","13,598",0,"196,782",0,0,0,0,0,0,0,0,0,0
2018,12187,City of McMinnville - (OR),,OR,BPAT,"2,756",933,48,0,"3,737",0,0,0,0,0,0,0,0,0,0,"11,091","1,584",4,0,"12,679","13,847","2,517",52,0,"16,416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12199,Montana-Dakota Utilities Co,,MT,SWPP,"19,918","5,633",122,0,"25,673",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,918","5,633",122,0,"25,673",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12199,Montana-Dakota Utilities Co,,ND,MISO,"78,576","14,193",92,0,"92,861",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"78,576","14,193",92,0,"92,861",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12199,Montana-Dakota Utilities Co,,SD,MISO,"6,458","2,033",8,0,"8,499",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,458","2,033",8,0,"8,499",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12199,Montana-Dakota Utilities Co,,WY,WACM,"13,474","2,501",14,0,"15,989",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,474","2,501",14,0,"15,989",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12208,City of McPherson - (KS),,KS,SWPP,"4,128","1,164",1,.,"5,293",.,.,.,.,.,.,.,.,.,.,"3,198",371,39,.,"3,608","7,326","1,535",40,0,"8,901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12227,Meeker Coop Light & Power Assn,,MN,MISO,0,0,0,0,0,"13,597",635,116,0,"14,348",0,0,0,0,0,0,0,0,0,0,"13,597",635,116,0,"14,348","145,521","29,725","27,038",0,"202,284","8,215",635,116,0,"8,966","4,685",26,108,0,"4,819"
2018,12243,Meade County Rural E C C,,KY,MISO,"27,585","1,920",.,.,"29,505",.,.,.,.,.,.,.,.,.,.,.,203,.,.,203,"27,585","2,123",0,0,"29,708",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12260,Mecklenburg Electric Cooperative,,NC,PJM,.,.,.,.,.,127,5,.,.,132,.,.,.,.,.,.,.,.,.,.,127,5,0,0,132,"1,790",20,.,.,"1,810",127,5,.,.,132,.,.,.,.,.
2018,12260,Mecklenburg Electric Cooperative,,VA,PJM,.,.,.,.,.,"29,373","1,819",27,.,"31,219",.,.,.,.,.,.,.,1,.,1,"29,373","1,819",28,0,"31,220","379,198","93,587","146,874",.,"619,659","29,373","1,819",27,.,"31,219",.,.,.,.,.
2018,12265,City of Medford - (WI),,WI,MISO,.,.,.,.,0,"2,665",576,6,.,"3,247",.,.,.,.,.,.,1,.,.,1,"2,665",577,6,0,"3,248","24,451","52,506","46,375",.,"123,332",.,.,.,.,.,.,.,.,.,.
2018,12268,"Medina Electric Coop, Inc",,TX,ERCO,"26,538","5,542","1,092",0,"33,172",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"26,538","5,542","1,092",0,"33,172",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12286,Melrose Public Utilities,,MN,MISO,.,.,.,.,.,"1,337",387,3,.,"1,727",.,.,.,.,.,.,.,.,.,.,"1,337",387,3,0,"1,727","18,634","35,846","59,562",.,"114,042",.,.,.,.,.,.,.,.,.,.
2018,12293,City of Memphis - (TN),,TN,TVA,0,0,227,0,227,"322,104","24,406",0,0,"346,510",0,0,0,0,0,"43,702","18,710",47,0,"62,459","365,806","43,116",274,0,"409,196","4,832,981","2,156,401",0,0,"6,989,382",.,.,.,.,.,.,.,.,.,.
2018,12296,Town of Merrimac - (MA),Y,MA,ISNE,.,.,.,.,0,"2,708",219,2,.,"2,929",.,.,.,.,.,.,.,.,.,.,"2,708",219,2,0,"2,929","2,708",219,2,.,"2,929",.,.,.,.,.,.,.,.,.,.
2018,12298,City of Menasha - (WI),,WI,MISO,"8,160",836,0,0,"8,996",0,35,14,0,49,0,0,0,0,0,0,0,0,0,0,"8,160",871,14,0,"9,045",0,"26,291","433,735",0,"460,026",0,35,8,0,43,0,0,0,0,0
2018,12301,Nodak Electric Coop Inc,,ND,MISO,0,.,0,.,0,"25,143",.,610,.,"25,753",0,.,0,.,0,0,.,0,.,0,"25,143",0,610,0,"25,753","385,761",.,"769,792",.,"1,155,553","25,143",.,591,.,"25,734",0,.,0,.,0
2018,12312,Merced Irrigation District,,CA,CISO,"7,749","1,463",95,.,"9,307",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,749","1,463",95,0,"9,307",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12330,Meriwether Lewis Electric Coop,,TN,TVA,0,0,0,0,0,"29,030","5,173",10,0,"34,213",0,0,0,0,0,0,0,0,0,0,"29,030","5,173",10,0,"34,213","443,732","218,258","470,604",0,"1,132,593","29,030","5,173",10,0,"34,213",0,0,0,0,0
2018,12341,MidAmerican Energy Co,,IA,MISO,"594,283","94,018","1,038",.,"689,339",.,.,.,.,.,.,.,.,.,.,7,364,933,.,"1,304","594,290","94,382","1,971",0,"690,643",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12341,MidAmerican Energy Co,,IL,MISO,"73,893","10,882",.,.,"84,775",.,.,.,.,.,.,.,.,.,.,1,268,58,.,327,"73,894","11,150",58,0,"85,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12341,MidAmerican Energy Co,,SD,MISO,"4,133",912,9,.,"5,054",.,.,.,.,.,.,.,.,.,.,.,6,15,.,21,"4,133",918,24,0,"5,075",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12351,City of Mesa - (AZ),,AZ,WALC,"1,731",0,0,0,"1,731",0,0,0,0,0,0,0,0,0,0,"12,518","2,568",0,0,"15,086","14,249","2,568",0,0,"16,817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12377,Midwest Energy Cooperative,,IN,PJM,295,55,.,.,350,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.,295,55,0,0,350,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12377,Midwest Energy Cooperative,,MI,PJM,"28,789","5,831",0,.,"34,620",.,.,.,.,.,.,.,.,.,.,.,87,.,.,87,"28,789","5,918",0,0,"34,707",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12377,Midwest Energy Cooperative,,OH,PJM,880,184,.,.,"1,064",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,880,184,0,0,"1,064",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12390,Metropolitan Edison Co,,PA,PJM,"1,196",473,935,0,"2,604","444,773","59,311",0,0,"504,084",4,0,0,0,4,"64,606","9,474",1,0,"74,081","510,575","69,258",936,0,"580,769","3,833,889","2,067,892","5,067",0,"5,906,848","303,877","39,817",88,0,"343,782",0,0,0,0,0
2018,12395,Menard Electric Coop,,IL,MISO,.,.,1,.,1,"9,098",572,"1,228",.,"10,898",.,.,.,.,.,.,.,.,.,.,"9,098",572,"1,229",0,"10,899","121,282","26,688","23,043",.,"171,013","1,965",36,21,.,"2,022",968,.,"1,228",.,"2,196"
2018,12406,Miami-Cass County Rural E M C,,IN,MISO,.,.,.,.,0,"5,691",318,6,.,"6,015",.,.,.,.,.,.,.,.,.,.,"5,691",318,6,0,"6,015","80,410","34,140","17,894",.,"132,444","5,691",318,6,.,"6,015",.,.,.,.,.
2018,12408,City of Miami - (OK),,OK,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,628",956,10,.,"6,594","5,628",956,10,0,"6,594",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12439,"Midstate Electric Coop, Inc",,OR,BPAT,.,.,.,.,0,"17,197","2,162",3,0,"19,362",.,.,.,.,.,.,.,.,.,.,"17,197","2,162",3,0,"19,362","258,676","117,183","28,415",0,"404,274","17,197","2,162",3,0,"19,362",.,.,.,.,.
2018,12450,Midland Power Coop,,IA,MISO,"13,389",558,28,.,"13,975",.,.,.,.,.,.,.,.,.,.,15,7,.,.,22,"13,404",565,28,0,"13,997",.,.,.,.,.,"11,209",527,20,.,"11,756",526,.,.,.,526
2018,12452,Mid-South Electric Coop Assn,,TX,ERCO,.,.,.,.,0,"27,382","3,648",10,.,"31,040",.,.,.,.,.,4,36,7,.,47,"27,386","3,684",17,0,"31,087","434,874","129,677","62,037",.,"626,588","22,770","1,452",6,.,"24,228",.,.,.,.,.
2018,12462,Mid-Carolina Electric Coop Inc,,SC,SC,.,.,.,.,.,"51,985","4,233",7,.,"56,225",.,.,.,.,.,.,.,.,.,.,"51,985","4,233",7,0,"56,225","772,931","247,329","38,444",.,"1,058,704",.,.,.,.,.,.,.,.,.,.
2018,12463,"Mid-Yellowstone Elec Coop, Inc",,MT,WAUW,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,"1,056",221,749,0,"2,026","1,056",221,749,0,"2,026",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2018,12470,Middle Tennessee E M C,,TN,TVA,0,0,0,0,0,"199,069","27,982",26,0,"227,077",0,0,0,0,0,0,0,0,0,0,"199,069","27,982",26,0,"227,077","3,486,874","2,247,706","611,523",0,"6,346,103","199,069","27,982",26,0,"227,077",0,0,0,0,0
2018,12472,Middle Georgia El Member Corp,,GA,SOCO,.,.,.,.,.,"5,186","1,737","1,204",.,"8,127",.,.,.,.,.,.,.,.,.,.,"5,186","1,737","1,204",0,"8,127","77,589","34,585","28,904",.,"141,078","5,186","1,737","1,204",.,"8,127",.,.,461,.,461
2018,12473,Town of Middleborough - (MA),,MA,ISNE,"13,684","1,067",.,.,"14,751",.,.,.,.,.,.,.,.,.,.,622,"1,465",15,.,"2,102","14,306","2,532",15,0,"16,853",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12474,Borough of Middletown - (PA),Y,PA,PJM,.,.,.,.,.,"3,543",210,89,.,"3,842",.,.,.,.,.,.,.,.,.,.,"3,543",210,89,0,"3,842","34,530","10,162","26,270",.,"70,962",.,.,.,.,.,.,.,.,.,.
2018,12477,Town of Middleton,,MA,ISNE,"3,202",530,19,.,"3,751",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,202",530,19,0,"3,751",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12478,Town of Middletown - (DE),,DE,PJM,"7,775",612,343,.,"8,730",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,775",612,343,0,"8,730",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12515,"Midwest Electric, Inc",,OH,PJM,0,0,0,0,0,"10,505",281,6,0,"10,792",0,0,0,0,0,0,0,0,0,0,"10,505",281,6,0,"10,792","178,576","53,474","35,049",0,"267,099","10,505",281,6,0,"10,792",0,0,0,0,0
2018,12523,Borough of Mifflinburg - (PA),Y,PA,PJM,.,.,.,.,0,"1,599",221,52,.,"1,872",.,.,.,.,.,.,.,.,.,.,"1,599",221,52,0,"1,872","18,744","3,046","21,721",.,"43,511",.,.,.,.,.,.,.,.,.,.
2018,12524,Midwest Energy Inc,,KS,SWPP,.,.,.,.,.,"20,699","8,897","4,637",0,"34,233",.,.,.,.,.,"9,007","4,313","2,385",0,"15,705","29,706","13,210","7,022",0,"49,938","200,384","214,196","135,900",0,"550,480",.,.,.,.,.,"29,706","13,210","7,022",0,"49,938"
2018,12532,City of Milan,,TN,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,711","1,310",4,0,"8,025","6,711","1,310",4,0,"8,025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12539,Midwest Electric Member Corp,,NE,WACM,"3,223","1,177","2,122",0,"6,522",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,"3,223","1,177","2,122",0,"6,522",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2018,12540,City of Milford - (DE),,DE,PJM,"6,018","1,114",17,.,"7,149",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,018","1,114",17,0,"7,149",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12541,City of Milford - (IA),,IA,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,217",338,39,.,"1,594","1,217",338,39,0,"1,594",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12546,Mille Lacs Energy Cooperative,,MN,MISO,"10,622",837,63,.,"11,522","3,308",386,50,.,"3,744",.,.,.,.,.,.,.,.,.,.,"13,930","1,223",113,0,"15,266","29,446","4,154","17,265",.,"50,865",.,.,.,.,.,"3,308",386,50,.,"3,744"
2018,12580,City of Miller - (SD),,SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,753,200,.,.,953,753,200,0,0,953,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12615,City of Milton-Freewater- (OR),,OR,BPAT,.,.,.,.,.,"3,551",490,367,.,"4,408",.,.,.,.,.,.,.,.,.,.,"3,551",490,367,0,"4,408","58,599","14,301","30,992",.,"103,892",.,.,.,.,.,700,62,80,.,842
2018,12616,City of Milton - (WA),Y,WA,BPAT,111,0,.,.,111,"3,111",0,.,.,"3,111",.,.,.,.,.,.,.,.,.,.,"3,222",0,0,0,"3,222","31,863",0,.,.,"31,863",.,.,.,.,.,.,.,.,.,.
2018,12625,City of Minden - (LA),,LA,MISO,.,.,.,.,.,"5,202","1,137",35,.,"6,374",0,0,0,.,0,0,0,0,.,0,"5,202","1,137",35,0,"6,374","62,620","46,176","27,432",.,"136,228",0,0,0,.,0,0,0,0,.,0
2018,12626,City of Minden - (NE),,NE,SWPP,"1,323",252,.,.,"1,575",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,323",252,0,0,"1,575",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,12642,Maquoketa Valley Rrl Elec Coop,,IA,MISO,.,.,.,.,.,"12,091","5,880",.,.,"17,971",.,.,.,.,.,.,.,.,.,.,"12,091","5,880",0,0,"17,971","138,851","152,964",.,.,"291,815","10,409","5,832",.,.,"16,241",.,.,.,.,.
