,|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Customers.Residential|,|Photovoltaic.Customers.Commercial|,|Photovoltaic.Customers.Industrial|,|Photovoltaic.Customers.Transportation|,|Photovoltaic.Customers.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Customers.Residential|,|Photovoltaic.Storage Customers.Commercial|,|Photovoltaic.Storage Customers.Industrial|,|Photovoltaic.Storage Customers.Transportation|,|Photovoltaic.Storage Customers.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Customers.Residential|,|Wind.Customers.Commercial|,|Wind.Customers.Industrial|,|Wind.Customers.Transportation|,|Wind.Customers.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Customers.Residential|,|Other.Customers.Commercial|,|Other.Customers.Industrial|,|Other.Customers.Transportation|,|Other.Customers.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Customers.Residential|,|All Technologies.Customers.Commercial|,|All Technologies.Customers.Industrial|,|All Technologies.Customers.Transportation|,|All Technologies.Customers.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
10,2018,IL,12803.0,"Monroe County Elec Coop, Inc",MISO,AC,0.377,.,.,.,0.377,35,.,.,.,35,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,53.328,.,.,.,53.328,0.001,.,.,.,0.001,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.378,0.000,0.000,0.000,0.378,36,0,0,0,36,53.328,0.000,0.000,0.000,53.328
11,2018,IL,13032.0,Mt Carmel Public Utility Co,MISO,AC,0.015,0.010,.,.,0.025,3,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.713,1.800,.,.,8.513,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4,6.713,1.800,0.000,0.000,8.513
12,2018,IL,13208.0,City of Naperville - (IL),PJM,AC,0.259,1.009,.,.,1.268,37,11,.,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.259,1.009,0.000,0.000,1.268,37,11,0,0,48,0.000,0.000,0.000,0.000,0.000
13,2018,IL,13292.0,Norris Electric Coop,MISO,DC,1.129,0.360,.,.,1.489,48,4,.,.,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.020,.,.,.,0.020,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.149,0.360,0.000,0.000,1.509,50,4,0,0,54,0.000,0.000,0.000,0.000,0.000
14,2018,IL,16179.0,Rochelle Municipal Utilities,PJM,AC,0.040,0.010,.,.,0.050,4,1,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.010,0.000,0.000,0.050,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
15,2018,IL,16420.0,Rural Electric Conven Coop,MISO,AC,0.266,0.080,.,.,0.346,24,5,.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.012,0.020,.,.,0.032,2,1,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.278,0.100,0.000,0.000,0.378,26,6,0,0,32,0.000,0.000,0.000,0.000,0.000
16,2018,IL,16740.0,Scenic Rivers Energy Coop,MISO,AC,0.019,.,.,.,0.019,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.009,.,.,.,0.009,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.000,0.000,0.000,0.019,1,0,0,0,1,0.009,0.000,0.000,0.000,0.009
17,2018,IL,17040.0,"Shelby Electric Coop, Inc",MISO,DC,0.279,.,.,.,0.279,23,.,.,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,207.000,.,.,.,207.000,0.013,.,.,.,0.013,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.292,0.000,0.000,0.000,0.292,25,0,0,0,25,207.000,0.000,0.000,0.000,207.000
18,2018,IL,17585.0,"Southeastern IL Elec Coop, Inc",MISO,AC,0.295,0.039,.,.,0.334,33,1,.,.,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.000,.,.,.,1.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.295,0.039,0.000,0.000,0.334,33,1,0,0,34,1.000,0.000,0.000,0.000,1.000
19,2018,IL,17631.0,Southern Illinois Elec Coop,MISO,DC,0.075,.,.,.,0.075,10,.,.,.,10,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.077,0.000,0.000,0.000,0.077,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000
20,2018,IL,17828.0,City of Springfield - (IL),MISO,AC,0.432,2.381,.,.,2.813,55,56,.,.,111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.010,.,.,0.010,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.432,2.391,0.000,0.000,2.823,55,57,0,0,112,0.000,0.000,0.000,0.000,0.000
21,2018,IL,17860.0,City of St Charles - (IL),PJM,AC,0.016,0.106,.,.,0.122,2,1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.000,7.300,.,.,10.300,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.106,0.000,0.000,0.122,2,1,0,0,3,3.000,7.300,0.000,0.000,10.300
22,2018,IL,18955.0,"Tri-County Electric Coop, Inc",MISO,AC,0.212,.,.,.,0.212,26,.,.,.,26,0.007,.,.,.,0.007,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.212,0.000,0.000,0.000,0.212,26,0,0,0,26,0.000,0.000,0.000,0.000,0.000
23,2018,IL,20222.0,Wayne-White Counties Elec Coop,MISO,AC,0.286,0.000,0.000,0.000,0.286,14,0,0,0,14,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,201.397,0.000,0.000,0.000,201.397,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.000,0.000,0.286,14,0,0,0,14,201.397,0.000,0.000,0.000,201.397
24,2018,IL,20824.0,Village of Winnetka - (IL),PJM,AC,0.031,.,.,.,0.031,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.644,.,.,.,12.644,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.031,0.000,0.000,0.000,0.031,4,0,0,0,4,12.644,0.000,0.000,0.000,12.644
25,2018,IL,56697.0,Ameren Illinois Company,MISO,AC,9.966,9.708,.,.,19.674,"1,114",306,.,.,"1,420",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.352,0.135,.,.,0.487,71,22,.,.,93,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.318,9.843,0.000,0.000,20.161,"1,185",328,0,0,"1,513",0.000,0.000,0.000,0.000,0.000
26,2018,IL,99999.0,Adjustment 2018,MISO,,-0.325,-0.119,.,.,-0.443,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.325,-0.119,.,.,-0.443,.,.,.,.,.,.,.,.,.,.
