Utility Characteristics,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2020,60769,Lower Cape May HS,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,155.0,"2,321",1,0.0,0,0,0.0,0,0,155.0,"2,321",1
2020,59135,Ludlow Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,185.0,"3,366",1,0.0,0,0,0.0,0,0,185.0,"3,366",1
2020,58914,MCAGCC Cogen Plant,58789,DOD USMC Marine Air Ground Combat,CA,CISO,"2,233.0","14,742","1,500","2,387.0","15,800",14,0.0,0,0,0.0,0,0,"4,620.0","30,542","1,514"
2020,61350,MDFA Devens-Saratoga,63249,Terraform Arcadia,MA,ISNE,0.0,0,0,"1,286.0","3,716",1,0.0,0,0,0.0,0,0,"1,286.0","3,716",1
2020,60496,MEBA,60281,"Altus Power America Management, LLC",MD,PJM,0.0,0,0,150.0,"2,471",1,0.0,0,0,0.0,0,0,150.0,"2,471",1
2020,62728,MHG Wallingford,60531,Standard Solar,VT,ISNE,0.0,0,0,334.0,"3,565",1,0.0,0,0,0.0,0,0,334.0,"3,565",1
2020,62323,Macy's MD Joppa Solar Project,61821,"Northstar Macy's Maryland 2015, LLC",MD,PJM,0.0,0,0,369.0,"2,876",1,0.0,0,0,0.0,0,0,369.0,"2,876",1
2020,58522,Madera Community Hospital,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,271.0,"1,859",1,0.0,0,0,0.0,0,0,271.0,"1,859",1
2020,61725,Madison County,60571,"AEP Onsite Partners, LLC",NY,NYIS,0.0,0,0,226.0,"2,756",1,0.0,0,0,0.0,0,0,226.0,"2,756",1
2020,62639,Manchester Community College East,60584,Onyx Asset Services Group,CT,ISNE,0.0,0,0,101.0,"1,506",1,0.0,0,0,0.0,0,0,101.0,"1,506",1
2020,62640,Manchester Community College North,60584,Onyx Asset Services Group,CT,ISNE,0.0,0,0,89.0,"1,636",1,0.0,0,0,0.0,0,0,89.0,"1,636",1
2020,57005,Mariani Packing Vacaville Solar,56431,SunE U6 Holdings LLC,CA,CISO,0.0,0,0,306.0,"1,767",1,0.0,0,0,0.0,0,0,306.0,"1,767",1
2020,58410,Marshfield PV,63249,Terraform Arcadia,MA,ISNE,0.0,0,0,214.0,"4,969",1,0.0,0,0,0.0,0,0,214.0,"4,969",1
2020,58443,Martin Limestone Solar Array,58438,Sunstream Energy LLC,PA,PJM,0.0,0,0,0.0,0,0,121.0,"1,510",1,0.0,0,0,121.0,"1,510",1
2020,59980,Mashpee Landfill Solar,61227,Nautilus Solar Solutions,MA,ISNE,0.0,0,0,275.0,"2,295",1,0.0,0,0,0.0,0,0,275.0,"2,295",1
2020,58412,Maynard PV,63249,Terraform Arcadia,MA,ISNE,0.0,0,0,645.0,"1,562",1,0.0,0,0,0.0,0,0,645.0,"1,562",1
2020,57646,McCormick & Co. Inc. at Belcamp,56975,"Constellation Solar Maryland, LLC",MD,PJM,0.0,0,0,0.0,0,0,269.0,"2,341",1,0.0,0,0,269.0,"2,341",1
2020,57662,McGraw Hill Solar,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,0.0,"17,568",1,0.0,0,0,0.0,0,0,0.0,"17,568",1
2020,59277,Medford WWTP,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,186.0,"1,910",1,0.0,0,0,0.0,0,0,186.0,"1,910",1
2020,58882,Mercer County Community College,58754,Sunlight General Mercer Solar LLC,NJ,PJM,0.0,0,0,335.0,"10,248",1,0.0,0,0,0.0,0,0,335.0,"10,248",1
2020,57982,Meridian Vineyards,62060,CleanCapital,CA,CISO,0.0,0,0,420.0,"1,516",1,0.0,0,0,0.0,0,0,420.0,"1,516",1
2020,59136,Methuen Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,127.0,"1,398",1,0.0,0,0,0.0,0,0,127.0,"1,398",1
2020,10180,Metro Wastewater Reclamation District,19068,"Colorado Energy Nations Company, LLC",CO,PSCO,0.0,0,0,0.0,0,0,"1,494.0","35,545",1,0.0,0,0,"1,494.0","35,545",1
2020,58090,Middlesex Apple Orchard Solar,63068,CVI CleanCapital Solar 4 LLC,NJ,PJM,0.0,0,0,328.0,"7,285",1,0.0,0,0,0.0,0,0,328.0,"7,285",1
2020,10745,Midland Cogeneration Venture,12492,Midland Cogeneration Venture,MI,MISO,0.0,0,0,0.0,0,0,"8,762.0","380,152",2,0.0,0,0,"8,762.0","380,152",2
2020,52169,Midway Sunset Cogen,12687,Midway-Sunset Cogeneration Co,CA,CISO,0.0,0,0,0.0,0,0,"1,822.0","64,084",1,0.0,0,0,"1,822.0","64,084",1
2020,59789,Millbrook School,60947,Tesla Inc.,NY,NYIS,0.0,0,0,150.0,"1,996",1,0.0,0,0,0.0,0,0,150.0,"1,996",1
2020,58822,Millville City Sewer Auth WTP,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,100.0,"1,134",1,0.0,0,0,0.0,0,0,100.0,"1,134",1
2020,63511,Mohonasen Central School District,60947,Tesla Inc.,NY,NYIS,0.0,0,0,219.0,"1,904",1,0.0,0,0,0.0,0,0,219.0,"1,904",1
2020,58633,Monterey Regional Water Pollution Control Agency,60947,Tesla Inc.,CA,CISO,0.0,0,0,193.0,"1,228",1,0.0,0,0,0.0,0,0,193.0,"1,228",1
2020,60820,Montgomery County Correctional Facility,60947,Tesla Inc.,MD,PJM,0.0,0,0,73.0,"1,629",1,0.0,0,0,0.0,0,0,73.0,"1,629",1
2020,64368,Mooseheart School - (IL),62856,"Forefront Power, LLC",IL,PJM,0.0,0,0,2.0,197,1,0.0,0,0,0.0,0,0,2.0,197,1
2020,63073,Mooseheart School Solar,62856,"Forefront Power, LLC",IL,PJM,0.0,0,0,7.0,305,1,0.0,0,0,0.0,0,0,7.0,305,1
2020,59942,Morgan Lancaster 1,63249,Terraform Arcadia,CA,CISO,0.0,0,0,313.0,"3,524",1,0.0,0,0,0.0,0,0,313.0,"3,524",1
2020,57362,Morgantown Solar Park,56701,The Hankin Group,PA,PJM,0.0,0,0,0.0,0,0,166.0,"2,435",1,0.0,0,0,166.0,"2,435",1
2020,55216,Morris Cogeneration LLC,54755,Morris Cogeneration LLC,IL,PJM,0.0,0,0,0.0,0,0,"7,647.0","446,774",1,0.0,0,0,"7,647.0","446,774",1
2020,57471,Murray Hill Solar,56769,Consolidated Edison Development Inc.,NJ,PJM,0.0,0,0,0.0,0,0,185.0,"1,669",1,0.0,0,0,185.0,"1,669",1
2020,61003,Musgrave East Solar Farm,60643,Artemis Solar LLC,NY,NYIS,0.0,0,0,338.0,"3,218",1,0.0,0,0,0.0,0,0,338.0,"3,218",1
2020,61015,Musgrave West Solar Farm,60643,Artemis Solar LLC,NY,NYIS,0.0,0,0,338.0,"3,218",1,0.0,0,0,0.0,0,0,338.0,"3,218",1
2020,60857,NES Rutgers Solar,60516,NES Rutgers LLC,NJ,PJM,0.0,0,0,0.0,0,0,90.0,"1,024",1,0.0,0,0,90.0,"1,024",1
2020,62208,NIST Solar,60396,Constellation New Energy Inc.,MD,PJM,0.0,0,0,394.0,"5,395",1,0.0,0,0,0.0,0,0,394.0,"5,395",1
2020,57462,Napoleon Solar I,56780,Enfinity BNB Napoleon Solar LLC,OH,PJM,0.0,0,0,695.0,"11,930",1,0.0,0,0,0.0,0,0,695.0,"11,930",1
2020,62710,Nationals,63249,Terraform Arcadia,DC,PJM,0.0,0,0,107.0,"1,857",1,0.0,0,0,0.0,0,0,107.0,"1,857",1
2020,57764,Naval Air Weapons Station China Lake,61944,Goldman Sachs Renewable Power Group,CA,CISO,0.0,0,0,"3,608.0","26,491",1,0.0,0,0,0.0,0,0,"3,608.0","26,491",1
2020,61737,Navy Yard Peaker Station,61353,Philadelphia Authority for Industrial Development,PA,PJM,0.0,0,0,0.0,0,0,161.0,"1,642",5,0.0,0,0,161.0,"1,642",5
2020,10427,New-Indy Ontario Mill,22091,New-Indy Ontario LLC,CA,CISO,0.0,0,0,0.0,0,0,728.0,"8,755",2,0.0,0,0,728.0,"8,755",2
2020,63363,Niagara Bottling Stockton,62067,EnterSolar,CA,CISO,0.0,0,0,80.0,"1,619",1,0.0,0,0,0.0,0,0,80.0,"1,619",1
2020,62682,Noland Wastewater Treatment Plant Hybrid,61204,"Today's Power, Inc.",AR,SWPP,0.0,0,0,448.0,"9,395",1,0.0,0,0,0.0,0,0,448.0,"9,395",1
2020,58748,North Bay Solar 1,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,227.0,"1,975",1,0.0,0,0,0.0,0,0,227.0,"1,975",1
2020,60806,North Bergen Solar,60268,Hartz Solar LLC,NJ,PJM,0.0,0,0,235.0,"2,419",1,0.0,0,0,0.0,0,0,235.0,"2,419",1
2020,58358,North Jersey Media Group Solar Facility,63068,CVI CleanCapital Solar 4 LLC,NJ,PJM,0.0,0,0,325.0,"5,417",1,0.0,0,0,0.0,0,0,325.0,"5,417",1
2020,61060,Novel - OYA of Mapleton CSG,62033,NRG MN Community LLC,MN,MISO,0.0,0,0,685.0,"3,895",1,0.0,0,0,0.0,0,0,685.0,"3,895",1
2020,63010,Novel Benedix Solar CSG,62869,Novel Benedix Solar LLC,MN,MISO,0.0,0,0,0.0,65,4,0.0,0,0,0.0,0,0,0.0,65,4
2020,63247,Novel Debra Solar LLC CSG,63014,Novel Debra Solar LLC,MN,MISO,0.0,0,0,0.0,64,0,0.0,0,0,0.0,0,0,0.0,64,0
2020,57798,OBP Cogen,57120,OBP Cogen LLC,NY,NYIS,0.0,0,0,"6,206.0","47,258",1,0.0,0,0,0.0,0,0,"6,206.0","47,258",1
2020,50850,OLS Energy Chino,14265,OLS Energy-Chino,CA,CISO,0.0,0,0,0.0,0,0,"1,135.0","13,217",1,0.0,0,0,"1,135.0","13,217",1
2020,60913,Ohio Northern University Solar Site,60571,"AEP Onsite Partners, LLC",OH,PJM,0.0,0,0,503.0,"4,421",1,0.0,0,0,0.0,0,0,503.0,"4,421",1
2020,50413,Olmsted Waste Energy,21995,Olmsted County Public Works,MN,MISO,0.0,0,0,248.0,"1,984",1,0.0,0,0,0.0,0,0,248.0,"1,984",1
2020,60114,Oneida County- DPW,60947,Tesla Inc.,NY,ISNE,0.0,0,0,111.0,"1,635",1,0.0,0,0,0.0,0,0,111.0,"1,635",1
2020,60097,Onondaga County - Metro Water Board,60947,Tesla Inc.,NY,NYIS,0.0,0,0,64.0,"1,184",1,0.0,0,0,0.0,0,0,64.0,"1,184",1
2020,60098,Onondaga County - Oak Orchard WWTP,60947,Tesla Inc.,NY,NYIS,0.0,0,0,131.0,"2,104",1,0.0,0,0,0.0,0,0,131.0,"2,104",1
2020,60462,Onondaga County- Clearwater,60947,Tesla Inc.,NY,ISNE,0.0,0,0,131.0,"2,059",1,0.0,0,0,0.0,0,0,131.0,"2,059",1
2020,60232,Onondaga County- Jamesville,60947,Tesla Inc.,NY,NYIS,0.0,0,0,137.0,"2,165",1,0.0,0,0,0.0,0,0,137.0,"2,165",1
2020,61206,Onyx - Allen Harim,60584,Onyx Asset Services Group,DE,PJM,0.0,0,0,145.0,"1,987",1,0.0,0,0,0.0,0,0,145.0,"1,987",1
2020,60229,Orange County Solar Farm (NY),60947,Tesla Inc.,NY,ISNE,0.0,0,0,193.0,"2,415",1,0.0,0,0,0.0,0,0,193.0,"2,415",1
2020,60112,Oregon Convention Center,60947,Tesla Inc.,OR,PACW,0.0,0,0,172.0,"1,758",1,0.0,0,0,0.0,0,0,172.0,"1,758",1
2020,58961,Oregon University System OIT Klamath Falls,60947,Tesla Inc.,OR,PACW,0.0,0,0,146.0,"3,065",1,0.0,0,0,0.0,0,0,146.0,"3,065",1
2020,59790,Oregon University System Rabbit Field,60947,Tesla Inc.,OR,PACW,0.0,0,0,74.0,"1,345",1,0.0,0,0,0.0,0,0,74.0,"1,345",1
2020,60818,Oswego County - Fulton Solar,60947,Tesla Inc.,NY,NYIS,0.0,0,0,111.0,"2,315",1,0.0,0,0,0.0,0,0,111.0,"2,315",1
2020,60038,Owens Corning Headquarters,58491,"Constellation Solar Holding, LLC",OH,PJM,0.0,0,0,336.0,"1,709",1,0.0,0,0,0.0,0,0,336.0,"1,709",1
2020,58550,Owens Corning at Bethlehem,58491,"Constellation Solar Holding, LLC",NY,NYIS,0.0,0,0,0.0,0,0,353.0,"3,587",1,0.0,0,0,353.0,"3,587",1
2020,62611,PFMG Solar Grossmont Helix LLC,62028,PFMG Solar Grossmont Helix LLC,CA,CISO,318.0,"2,279",1,0.0,0,0,0.0,0,0,0.0,0,0,318.0,"2,279",1
2020,61795,Pacific Union College BESS,61420,ENGIE Storage Services NA LLC,CA,CISO,0.0,0,0,45.0,31,1,0.0,0,0,0.0,0,0,45.0,31,1
2020,57773,Palo Verde College,58315,SSA Solar of CA 2 LLC,CA,CISO,0.0,0,0,334.0,"2,050",1,0.0,0,0,0.0,0,0,334.0,"2,050",1
2020,58293,Paradise Valley H.S. PV,61012,AES Distributed Energy,AZ,AZPS,0.0,0,0,503.0,"2,600",1,0.0,0,0,0.0,0,0,503.0,"2,600",1
2020,59544,Parlin Solar LLC,59287,Laurel Capital Partners,NJ,PJM,0.0,0,0,0.0,0,0,57.0,"1,142",1,0.0,0,0,57.0,"1,142",1
2020,55047,Pasadena Cogeneration,11059,Pasadena Cogeneration LP,TX,ERCO,0.0,0,0,0.0,0,0,"9,396.0","557,998",1,0.0,0,0,"9,396.0","557,998",1
2020,58896,Patriots Stadium,58769,Sunlight General Somerset Solar LLC,NJ,PJM,0.0,0,0,64.0,"1,300",1,0.0,0,0,0.0,0,0,64.0,"1,300",1
2020,61185,Pfeffers,63249,Terraform Arcadia,MD,PJM,0.0,0,0,156.0,"2,056",1,0.0,0,0,0.0,0,0,156.0,"2,056",1
2020,60392,Pfizer Groton Fuel Cell,62093,Groton Fuel Cell 1 LLC,CT,ISNE,0.0,0,0,"2,735.0","32,575",1,0.0,0,0,0.0,0,0,"2,735.0","32,575",1
2020,60762,Pfizer Peapack Solar,63069,CVI CleanCapital Solar 5 LLC,NJ,PJM,0.0,0,0,450.0,"10,005",1,0.0,0,0,0.0,0,0,450.0,"10,005",1
2020,58708,Phoenix Airport East Economy Lot,58649,Solar Star Arizona II LLC,AZ,AZPS,0.0,0,0,211.0,"1,968",1,0.0,0,0,0.0,0,0,211.0,"1,968",1
2020,58709,Phoenix Airport Rental Car Center,58649,Solar Star Arizona II LLC,AZ,AZPS,0.0,0,0,448.0,"5,967",1,0.0,0,0,0.0,0,0,448.0,"5,967",1
2020,62735,Phoenix Solar South Farms LLC Solar Farm,62656,Phoenix Solar South Farms LLC,IL,MISO,0.0,0,0,"1,413.0","7,210",1,0.0,0,0,0.0,0,0,"1,413.0","7,210",1
2020,62075,Pima Community College,60947,Tesla Inc.,AZ,TEPC,0.0,0,0,120.0,"1,192",1,0.0,0,0,0.0,0,0,120.0,"1,192",1
2020,61104,Pima Community College - East Campus,60947,Tesla Inc.,AZ,TEPC,0.0,0,0,295.0,"2,885",1,0.0,0,0,0.0,0,0,295.0,"2,885",1
2020,63531,Pima Community College NW,60584,Onyx Asset Services Group,AZ,TEPC,0.0,0,0,310.0,"3,137",1,0.0,0,0,0.0,0,0,310.0,"3,137",1
2020,59364,Plainfield One Solar LLC,58258,SunRay Power LLC,NJ,PJM,0.0,0,0,0.0,0,0,66.0,"1,306",1,0.0,0,0,66.0,"1,306",1
2020,59137,Plymouth Site 1,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,548.0,"6,846",1,0.0,0,0,0.0,0,0,548.0,"6,846",1
2020,58647,Port Richmond WWT Solar,57365,Consolidated Edison Solutions Inc,NY,NYIS,0.0,0,0,0.0,0,0,593.0,"1,676",1,0.0,0,0,593.0,"1,676",1
2020,62578,Preferred Freezer San Leandro,62067,EnterSolar,CA,CISO,0.0,0,0,267.0,"3,284",1,0.0,0,0,0.0,0,0,267.0,"3,284",1
2020,60447,Presbyterian Senior Living Service,63249,Terraform Arcadia,MD,PJM,0.0,0,0,160.0,"1,348",1,0.0,0,0,0.0,0,0,160.0,"1,348",1
2020,61354,Princeton Solar Project,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,220.0,"3,585",1,0.0,0,0,0.0,0,0,220.0,"3,585",1
2020,58631,Queen Anne's County,60947,Tesla Inc.,MD,PJM,0.0,0,0,76.0,"1,058",1,0.0,0,0,0.0,0,0,76.0,"1,058",1
2020,62664,Quincy Solar,63249,Terraform Arcadia,CO,WACM,0.0,0,0,309.0,"3,150",1,0.0,0,0,0.0,0,0,309.0,"3,150",1
2020,62756,RC Energy AA LLC Solar Facility,62655,RC Energy AA LLC,NM,PNM,0.0,0,0,180.0,"1,847",1,0.0,0,0,0.0,0,0,180.0,"1,847",1
2020,60426,RCWD PV Project,61944,Goldman Sachs Renewable Power Group,CA,CISO,0.0,0,0,754.0,"9,590",1,0.0,0,0,0.0,0,0,754.0,"9,590",1
2020,63455,RE-VFO LLC,63198,RE-VFO LLC,CA,CISO,0.0,0,0,0.0,0,0,175.0,"1,802",1,0.0,0,0,175.0,"1,802",1
2020,10025,"RED-Rochester, LLC",5624,"RED-Rochester, LLC",NY,NYIS,0.0,0,0,0.0,0,0,"13,856.0","237,573",15,0.0,0,0,"13,856.0","237,573",15
2020,62810,"RIT Henrietta Solar 1, LLC",62678,"RIT Henrietta Solar 1, LLC",NY,NYIS,0.0,0,0,165.0,"2,523",1,0.0,0,0,0.0,0,0,165.0,"2,523",1
2020,61670,RJC II Community Solar Garden,61285,RJC II CSG LLC,MN,MISO,208.0,"1,835",5,0.0,0,0,0.0,0,0,0.0,0,0,208.0,"1,835",5
2020,61824,RPUWD Scheuer Well Solar Project,61944,Goldman Sachs Renewable Power Group,CA,CISO,0.0,0,0,265.0,"3,179",1,0.0,0,0,0.0,0,0,265.0,"3,179",1
2020,57507,RV CSU Power II LLC,56828,RV CSU Power II LLC,CO,PSCO,0.0,0,0,397.0,"3,930",1,0.0,0,0,0.0,0,0,397.0,"3,930",1
2020,57141,RV CSU Power LLC,56493,RV CSU Power LLC,CO,PSCO,0.0,0,0,324.0,"2,998",1,0.0,0,0,0.0,0,0,324.0,"2,998",1
2020,10464,ReEnergy Black River,1746,Black River Generation LLC,NY,NYIS,0.0,0,0,"12,044.0","145,071",2,0.0,0,0,0.0,0,0,"12,044.0","145,071",2
2020,61901,Redstone Arsenal Hybrid,61944,Goldman Sachs Renewable Power Group,AL,TVA,0.0,0,0,"1,693.0","17,280",1,0.0,0,0,0.0,0,0,"1,693.0","17,280",1
2020,63071,Reed Road Solar,62856,"Forefront Power, LLC",IL,PJM,0.0,0,0,11.0,743,1,0.0,0,0,0.0,0,0,11.0,743,1
2020,63074,Reedley Community College Solar,62856,"Forefront Power, LLC",CA,CISO,0.0,0,0,471.0,"3,774",1,0.0,0,0,0.0,0,0,471.0,"3,774",1
2020,60702,Rincon Solar I,61012,AES Distributed Energy,GA,SOCO,0.0,0,0,"2,697.0","30,995",1,0.0,0,0,0.0,0,0,"2,697.0","30,995",1
2020,58589,Rio Rancho High School,63249,Terraform Arcadia,NM,PNM,0.0,0,0,603.0,"4,082",1,0.0,0,0,0.0,0,0,603.0,"4,082",1
2020,59747,River Mountains Solar,59514,"River Mountains Solar, LLC",NV,NEVP,"2,398.0","34,470",1,0.0,0,0,0.0,0,0,0.0,0,0,"2,398.0","34,470",1
2020,59877,Riverside RWQCP Fuel Cell,59662,"Riverside Fuel Cell, LLC",CA,CISO,0.0,0,0,594.0,"8,095",1,0.0,0,0,0.0,0,0,594.0,"8,095",1
2020,63480,Roberds Garden CSG,63219,Roberds Garden LLC,MN,MISO,0.0,0,0,139.0,"1,569",6,0.0,0,0,0.0,0,0,139.0,"1,569",6
2020,58241,Rock Hall,63249,Terraform Arcadia,MD,PJM,0.0,0,0,180.0,"1,558",1,0.0,0,0,0.0,0,0,180.0,"1,558",1
2020,57524,Roger Road WWTP,56857,SunE M5C Holdings LLC,AZ,TEPC,0.0,0,0,72.0,696,1,0.0,0,0,0.0,0,0,72.0,696,1
2020,63021,SCCCD - Clovis Community College,62856,"Forefront Power, LLC",CA,CISO,0.0,0,0,253.0,"2,002",1,0.0,0,0,0.0,0,0,253.0,"2,002",1
2020,63068,SCCCD - Fresno Community College,62856,"Forefront Power, LLC",CA,CISO,0.0,0,0,421.0,"3,644",1,0.0,0,0,0.0,0,0,421.0,"3,644",1
2020,64362,"SCS American Bottoms 009885 Sauget, LLC",61677,Sol Systems,IL,MISO,0.0,0,0,20.0,685,1,0.0,0,0,0.0,0,0,20.0,685,1
2020,59138,SDCCD - Miramar,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,234.0,"1,298",1,0.0,0,0,0.0,0,0,234.0,"1,298",1
2020,59139,SDCWA - Twin Oaks,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,302.0,"1,856",1,0.0,0,0,0.0,0,0,302.0,"1,856",1
2020,60745,SEPV Imperial Dixieland East,61012,AES Distributed Energy,CA,IID,0.0,0,0,491.0,"5,648",1,0.0,0,0,0.0,0,0,491.0,"5,648",1
2020,60744,SEPV Imperial Dixieland West,61012,AES Distributed Energy,CA,IID,0.0,0,0,787.0,"9,046",1,0.0,0,0,0.0,0,0,787.0,"9,046",1
2020,59658,SPI Anderson 2,17164,Sierra Pacific Industries Inc,CA,CISO,0.0,0,0,0.0,0,0,407.0,"4,072",1,0.0,0,0,407.0,"4,072",1
2020,59947,SR Camden,59710,"SR Camden, LLC",AR,SPA,0.0,0,0,0.0,0,0,937.0,"14,877",1,0.0,0,0,937.0,"14,877",1
2020,55104,Sabine Cogen,16668,Sabine Cogen LP,TX,MISO,0.0,0,0,0.0,0,0,"2,410.0","32,084",1,0.0,0,0,"2,410.0","32,084",1
2020,10789,Sabine River Works,57160,"Performance Materials NA, Inc.",TX,MISO,0.0,0,0,0.0,0,0,"21,313.0","265,954",1,0.0,0,0,"21,313.0","265,954",1
2020,58636,Sacramento Fairbain Water Treatment Plant,60947,Tesla Inc.,CA,BANC,0.0,0,0,99.0,"1,252",1,0.0,0,0,0.0,0,0,99.0,"1,252",1
2020,61209,Sacramento Regional County Sanitation PV,60947,Tesla Inc.,CA,BANC,0.0,0,0,572.0,"7,627",1,0.0,0,0,0.0,0,0,572.0,"7,627",1
2020,57904,San Antonio West Solar Rooftop,57273,SS San Antonio West LLC,CA,CISO,0.0,0,0,325.0,"2,444",1,0.0,0,0,0.0,0,0,325.0,"2,444",1
2020,60385,Santa Rita Jail Fuel Cell,60182,"SRJFC, LLC",CA,CISO,0.0,0,0,641.0,"9,279",1,0.0,0,0,0.0,0,0,641.0,"9,279",1
2020,63185,Sayreville Solar Project,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,492.0,"5,459",1,0.0,0,0,0.0,0,0,492.0,"5,459",1
2020,59013,Scituate PV,61012,AES Distributed Energy,MA,ISNE,0.0,0,0,"1,454.0","3,776",1,0.0,0,0,0.0,0,0,"1,454.0","3,776",1
2020,61843,SeaWorld Aquatica,60584,Onyx Asset Services Group,CA,CISO,0.0,0,0,229.0,"1,939",1,0.0,0,0,0.0,0,0,229.0,"1,939",1
2020,57667,Seabrook Solar Plant,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,313.0,"5,236",1,0.0,0,0,0.0,0,0,313.0,"5,236",1
2020,60747,Seabrook Village,63069,CVI CleanCapital Solar 5 LLC,NJ,PJM,0.0,0,0,357.0,"4,789",1,0.0,0,0,0.0,0,0,357.0,"4,789",1
2020,60514,Seminole,63249,Terraform Arcadia,GA,SOCO,0.0,0,0,171.0,"1,334",1,0.0,0,0,0.0,0,0,171.0,"1,334",1
2020,60919,Shakopee Met Council WTP,60573,Oak Leaf Solar V LLC,MN,MISO,149.0,"1,684",1,0.0,0,0,0.0,0,0,0.0,0,0,149.0,"1,684",1
2020,62806,Shelter Creek Condominiums Solar,62701,"Vista Solar, Inc.",CA,CISO,0.0,0,0,436.0,"2,928",1,0.0,0,0,0.0,0,0,436.0,"2,928",1
2020,63654,Sheriff Road,63357,Sheriff Rd Solar LLC,MD,PJM,0.0,0,0,89.0,"1,462",1,0.0,0,0,0.0,0,0,89.0,"1,462",1
2020,10849,Silver Bay Power,3807,Cleveland Cliffs Inc,MN,MISO,0.0,0,0,0.0,0,0,"24,204.0","511,778",1,0.0,0,0,"24,204.0","511,778",1
2020,58540,Silver City WWTP PV Project,58509,"Affordable Solar Silver City, LLC",NM,PNM,0.0,0,0,0.0,0,0,393.0,"2,103",1,0.0,0,0,393.0,"2,103",1
2020,60746,Silvi Gibraltar Rock,63069,CVI CleanCapital Solar 5 LLC,NJ,PJM,0.0,0,0,226.0,"3,778",1,0.0,0,0,0.0,0,0,226.0,"3,778",1
2020,60425,Skidmore College,63249,Terraform Arcadia,NY,NYIS,0.0,0,0,240.0,"2,614",1,0.0,0,0,0.0,0,0,240.0,"2,614",1
2020,61367,Smith & Wesson at Springfield MA PV,57319,Constellation Solar Massachusetts LLC,MA,ISNE,0.0,0,0,316.0,"2,745",1,0.0,0,0,0.0,0,0,316.0,"2,745",1
2020,60669,Sod Run WTP A,61419,"Constellation Solar MC, LLC",MD,PJM,0.0,0,0,255.0,"3,428",1,0.0,0,0,0.0,0,0,255.0,"3,428",1
2020,63535,Solar BESS Hybrid,63260,Cobb Electric Membership Corporation,GA,SOCO,0.0,0,0,65.0,710,1,0.0,0,0,0.0,0,0,65.0,710,1
2020,60350,"Solar Las Vegas MB 2, LLC",60145,NRG Solar Las Vegas MB 2,NV,NEVP,0.0,0,0,180.0,"1,670",1,0.0,0,0,0.0,0,0,180.0,"1,670",1
2020,59430,Solar Las Vegas MB-1,59208,NRG Solar Las Vegas MB-1,NV,NEVP,0.0,0,0,694.0,"8,789",1,0.0,0,0,0.0,0,0,694.0,"8,789",1
2020,57933,Solar Star California II LLC,58101,Solar Star California II LLC,CA,BANC,236.0,"3,648",1,0.0,0,0,0.0,0,0,0.0,0,0,236.0,"3,648",1
2020,58402,Solar Star New Jersey NJ LLC,58387,Solar Star New Jersey VI LLC,NJ,PJM,637.0,"2,344",1,0.0,0,0,0.0,0,0,0.0,0,0,637.0,"2,344",1
2020,63452,Solvay Solar,63188,"West Deptford Distributed Solar, LLC",NJ,PJM,0.0,0,0,0.0,0,0,713.0,"7,087",1,0.0,0,0,713.0,"7,087",1
2020,57770,South Bay Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0.0,0,0,687.0,"7,212",1,0.0,0,0,0.0,0,0,687.0,"7,212",1
2020,60823,South Sioux City Solar,60947,Tesla Inc.,NE,SWPP,0.0,0,0,184.0,"2,595",1,0.0,0,0,0.0,0,0,184.0,"2,595",1
2020,58423,Southbridge PV,63249,Terraform Arcadia,MA,ISNE,0.0,0,0,175.0,"3,947",1,0.0,0,0,0.0,0,0,175.0,"3,947",1
2020,60945,"Spartan PV 1, LLC",60595,"Spartan PV 1, LLC",MI,MISO,0.0,0,0,"1,262.0","13,485",1,0.0,0,0,0.0,0,0,"1,262.0","13,485",1
2020,59545,Springfield Solar LLC,59287,Laurel Capital Partners,OH,PJM,0.0,0,0,146.0,"1,470",1,0.0,0,0,0.0,0,0,146.0,"1,470",1
2020,61907,Springfield Solar Project,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,753.0,"11,204",1,0.0,0,0,0.0,0,0,753.0,"11,204",1
2020,63070,Square Barn Solar,62856,"Forefront Power, LLC",IL,PJM,0.0,0,0,11.0,745,1,0.0,0,0,0.0,0,0,11.0,745,1
