Utility Characteristics,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
2020,15466,Public Service Co of Colorado,CO,PSCO,"207,222",370,.,.,"207,592",204,235,.,.,439,233.0,268.0,.,.,501.0,0.0,0.0,.,.,0.0,"8,373","24,097",.,.,"32,470","3,676","1,275",.,.,"4,951",.
2020,15470,"Duke Energy Indiana, LLC",IN,MISO,"57,254","2,034",77,.,"59,365",.,.,.,.,.,60.9,38.3,457.8,.,557.0,0.0,1.6,118.2,.,119.8,560,201,0,0,761,"1,400",779,0,0,"2,179",.
2020,15472,Public Service Co of NH,NH,ISNE,"1,485",43,.,.,"1,528",3,.,.,.,3,.,.,.,.,.,1.1,1.9,.,.,3.0,37,461,.,.,498,71,163,.,.,234,.
2020,15473,Public Service Co of NM,NM,PNM,"43,321","2,919",130,0,"46,370",192,88,709,0,989,33.0,5.7,25.0,0.0,63.7,28.0,4.0,17.8,0.0,49.8,"1,338",367,948,0,"2,653","2,386",627,"1,085",0,"4,098",.
2020,15474,Public Service Co of Oklahoma,OK,SWPP,"23,681","1,858",0,0,"25,539","2,438",37,0,0,"2,475",6.2,47.4,0.0,0.0,53.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2020,15477,Public Service Elec & Gas Co,NJ,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,15671,Randolph Electric Member Corp,NC,CPLE,.,241,.,.,241,.,.,.,.,.,.,14.4,.,.,14.4,.,8.9,.,.,8.9,.,452,.,.,452,.,.,.,.,.,.
2020,15700,Rayle Electric Membership Corp,GA,SOCO,.,.,2,.,2,.,.,0,.,0,.,.,3.0,.,3.0,.,.,1.0,.,1.0,.,.,0,.,0,.,.,0,.,0,.
2020,15748,Town of Reading - (MA),MA,ISNE,0,12,0,0,12,.,.,0,0,0,0.0,3.4,0.0,0.0,3.4,0.0,1.6,0.0,0.0,1.6,0,27,0,0,27,0,25,0,0,25,0
2020,16060,Riverland Energy Cooperative,WI,MISO,"6,830",177,0,0,"7,007",0,0,0,0,0,10.3,3.6,0.0,0.0,14.0,6.8,2.4,0.0,0.0,9.1,"1,103",29,0,0,"1,132",54,1,0,0,55,.
2020,16101,Roanoke Electric Member Corp,NC,PJM,"2,472",.,.,.,"2,472",0,.,.,.,0,0.1,.,.,.,0.1,0.1,.,.,.,0.1,806,.,.,.,806,.,.,.,.,.,.
2020,16181,Rochester Public Utilities,MN,MISO,"7,781",105,1,.,"7,887",46,205,85,.,336,2.7,4.7,1.8,.,9.2,.,.,.,.,.,136,207,254,.,597,.,.,.,.,.,.
2020,16183,Rochester Gas & Electric Corp,NY,NYIS,"7,911",39,3,.,"7,953",174,73,58,.,305,9.4,6.7,1.9,.,18.0,9.2,6.7,1.9,.,17.8,233,116,52,.,401,354,11,5,.,370,.
2020,16195,City of Rock Hill - (SC),SC,DUK,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,16295,City of Roseville - (CA),CA,BANC,"3,589",.,.,.,"3,589",0,.,.,.,0,2.1,.,.,.,2.1,0.0,.,.,.,0.0,36,.,.,.,36,8,.,.,.,8,.
2020,16496,Rutherford Elec Member Corp,NC,DUK,"7,488",.,.,.,"7,488",0,.,.,.,0,3.0,.,.,.,3.0,0.0,.,.,.,0.0,161,.,.,.,161,.,.,.,.,.,.
2020,16534,Sacramento Municipal Util Dist,CA,BANC,"84,492",30,1,0,"84,523",0,106,0,0,106,59.3,9.8,6.5,0.0,75.7,0.0,9.6,0.0,0.0,9.6,0,284,228,0,512,188,430,0,0,619,0
2020,16572,Salt River Project,AZ,SRP,"28,325",288,3,.,"28,616",692,450,41,.,"1,182",46.3,28.6,78.0,.,152.9,43.2,28.1,45.3,.,116.6,943,983,.,.,"1,926","1,345","1,145",.,.,"2,490",.
2020,16604,City of San Antonio - (TX),TX,ERCO,"485,172",754,0,0,"485,926","51,381","3,487",0,0,"54,868",117.0,93.0,0.0,0.0,210.0,117.0,93.0,0.0,0.0,210.0,"3,871","5,579",0,0,"9,450",180,453,.,.,633,.
2020,16606,"Santee Electric Coop, Inc",SC,SC,102,.,.,.,102,0,.,.,.,0,0.1,.,.,.,0.1,0.1,.,.,.,0.1,9,.,.,.,9,15,.,.,.,15,35
2020,16609,San Diego Gas & Electric Co,CA,CISO,"899,432","122,105","1,444",.,"1,022,981",666,320,210,.,"1,196",21.0,3.9,6.2,.,31.1,11.4,1.2,6.2,.,18.8,"1,500","1,214",299,.,"3,013","2,176","6,100","1,400",.,"9,676",.
2020,16611,Access Energy Coop,IA,AECI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,16627,San Patricio Electric Coop Inc,TX,ERCO,.,.,21,.,21,.,.,0,.,0,.,.,25.9,.,25.9,.,.,8.0,.,8.0,.,.,"1,205",.,"1,205",.,.,.,.,.,.
2020,16674,Satilla Rural Elec Member Corporation,GA,SOCO,0,874,34,0,908,0,8,6,0,15,0.0,8.5,19.0,0.0,27.5,0.0,4.6,12.2,0.0,16.8,0,0,0,0,0,0,40,40,0,80,0
2020,16740,Scenic Rivers Energy Coop,WI,MISO,"5,836",626,9,0,"6,471",0,0,0,0,0,2.6,2.0,0.7,0.0,5.3,2.1,1.6,0.5,0.0,4.3,156,24,29,0,209,99,15,15,0,129,.
2020,16805,SEMO Electric Cooperative,MO,AECI,.,358,.,.,358,.,545,.,.,545,.,2.8,.,.,2.8,.,0.8,.,.,0.8,.,.,.,.,.,.,26,.,.,26,.
2020,16865,Sawnee Electric Membership Corporation,GA,SOCO,"58,837",222,.,.,"59,059",92,138,.,.,229,141.1,1.0,.,.,142.1,49.7,0.8,.,.,50.5,"1,477",48,.,.,"1,524",290,.,.,.,290,.
2020,16971,Shakopee Public Utilities Comm,MN,MISO,"1,920",.,.,.,"1,920",.,.,.,.,.,2.0,.,.,.,2.0,0.7,.,.,.,0.7,23,.,.,.,23,28,.,.,.,28,.
2020,17040,"Shelby Electric Coop, Inc",IL,MISO,"1,110",43,.,.,"1,153",.,.,.,.,.,6.3,7.2,.,.,13.5,2.7,3.0,.,.,5.7,.,.,.,.,.,4,1,.,.,5,.
2020,17066,Shenandoah Valley Elec Coop,VA,PJM,"16,100",.,.,.,"16,100",444,.,.,.,444,69.2,.,.,.,69.2,42.7,.,.,.,42.7,0,.,.,.,0,906,.,.,.,906,0
2020,17166,Sierra Pacific Power Co,NV,NEVP,"9,890",380,.,.,"10,270",829,596,.,.,"1,425",13.5,3.1,.,.,16.6,13.0,3.1,.,.,16.1,33,21,.,.,54,"1,626",289,.,.,"1,915",.
2020,17267,Sioux Valley SW Elec Coop,MN,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,17267,Sioux Valley SW Elec Coop,SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,360
2020,17539,"Dominion Energy South Carolina, Inc",SC,SCEG,.,12,24,.,36,.,0,0,.,0,.,34.0,134.0,.,168.0,.,0.0,0.0,.,0.0,.,301,"5,941",.,"6,242",.,.,.,.,.,.
2020,17543,South Carolina Public Service Authority,SC,SC,0,0,20,0,20,0,0,0,0,0,0.0,0.0,553.3,0.0,553.3,0.0,0.0,0.0,0.0,0.0,0,0,"96,500",0,"96,500",0,0,0,0,0,0
2020,17561,South Plains Electric Coop Inc,TX,ERCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,17572,South River Elec Member Corp,NC,CPLE,276,.,.,.,276,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,17577,City of South Sioux City,NE,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,17599,Southeastern Indiana R E M C,IN,MISO,"1,365",5,.,.,"1,370",548,0,.,.,548,0.6,0.0,.,.,0.6,0.0,.,.,.,0.0,97,5,.,.,102,11,.,.,.,11,25
2020,17609,Southern California Edison Co,CA,CISO,"252,137","8,128","2,052",.,"262,317",.,.,.,.,.,186.0,165.0,453.0,.,804.0,187.0,158.0,429.0,.,774.0,"25,384","20,125","39,469",.,"84,978","6,290",393,795,.,"7,478",.
2020,17612,Bear Valley Electric Service,CA,CISO,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,.
2020,17633,Southern Indiana Gas & Elec Co,IN,MISO,"23,910",464,1,0,"24,375",0,0,0,0,0,45.7,1.1,37.3,0.0,84.1,0.0,0.0,0.0,0.0,0.0,185,10,2,0,198,481,1,1,0,483,.
2020,17637,Southern Maryland Elec Coop Inc,MD,PJM,"43,368",48,.,.,"43,416",0,0,.,.,0,35.3,14.7,.,.,50.0,35.3,14.7,.,.,50.0,"1,745",170,.,.,"1,915","2,821",924,.,.,"3,745",0
2020,17671,Southwest Arkansas E C C,AR,MISO,0,0,5,0,5,0,0,0,0,0,0.0,0.0,36.4,0.0,36.4,0.0,0.0,24.1,0.0,24.1,0,0,242,0,242,0,0,0,0,0,.
2020,17684,Southwest Louisiana E M C,LA,MISO,.,5,.,.,5,.,16,.,.,16,.,0.3,.,.,0.3,.,0.3,.,.,0.3,.,3,.,.,3,.,.,.,.,.,.
2020,17692,Southwest Public Power Dist,NE,SWPP,.,.,"1,135",.,"1,135",.,.,.,.,.,.,.,24.9,.,24.9,.,.,16.6,.,16.6,.,.,.,.,.,.,.,56,.,56,.
2020,17698,Southwestern Electric Power Co,AR,SWPP,.,5,3,.,8,.,20,38,.,58,.,6.5,3.5,.,10.0,.,4.2,2.3,.,6.5,.,93,50,.,143,.,22,12,.,34,0
2020,17698,Southwestern Electric Power Co,TX,SWPP,0,6,0,0,6,0,47,0,0,47,0.0,8.3,0.0,0.0,8.3,0.0,4.9,0.0,0.0,4.9,0,145,0,0,145,0,26,0,0,26,0
2020,17718,Southwestern Public Service Co,NM,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,17718,Southwestern Public Service Co,TX,SWPP,"7,295",263,.,.,"7,558",0,79,.,.,79,9.0,9.5,.,.,18.5,0.0,0.0,.,.,0.0,390,105,.,.,495,97,29,.,.,126,.
2020,17832,Snapping Shoals El Member Corp,GA,SOCO,"98,319","4,157",42,.,"102,518",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,17860,City of St Charles - (IL),IL,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,18087,Town of Sterling - (MA),MA,ISNE,169,3,.,.,172,4,32,.,.,36,0.2,1.9,.,.,2.1,0.2,1.6,.,.,1.8,.,.,.,.,.,.,.,.,.,.,.
2020,18125,Stillwater Utilities Authority,OK,SWPP,.,1,.,.,1,.,71,.,.,71,.,2.0,.,.,2.0,.,0.0,.,.,0.0,.,3,.,.,3,.,.,.,.,.,.
2020,18203,Tallapoosa River Elec Coop Inc,AL,AEC,.,.,1,.,1,.,.,0,.,0,.,.,3.2,.,3.2,.,.,0.0,.,0.0,.,.,171,.,171,.,.,0,.,0,.
2020,18280,Sulphur Springs Valley E C Inc,AZ,WALC,.,767,.,.,767,.,48,.,.,48,.,78.4,.,.,78.4,.,11.9,.,.,11.9,.,0,.,.,0,.,1,.,.,1,0
2020,18304,"Sumter Electric Coop, Inc",FL,SEC,.,.,13,.,13,.,.,120,.,120,.,.,12.0,.,12.0,.,.,11.0,.,11.0,.,.,.,.,.,.,.,187,.,187,.
2020,18336,Superior Water and Light Co,WI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,18429,City of Tacoma - (WA),WA,TPWR,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,18445,City of Tallahassee - (FL),FL,TAL,0,4,0,0,4,0,0,0,0,0,0.0,39.5,0.0,0.0,39.5,0.0,.,0.0,0.0,0.0,0,"5,238",0,0,"5,238",0,0,0,0,0,.
2020,18454,Tampa Electric Co,FL,TEC,.,211,35,.,246,.,"8,729","26,117",.,"34,846",.,89.9,87.0,.,176.9,.,.,.,.,.,.,"6,073","17,024",.,"23,097",33,270,24,.,327,.
2020,18488,City of Taunton,MA,ISNE,.,10,.,.,10,.,28,.,.,28,.,10.0,.,.,10.0,.,7.0,.,.,7.0,.,10,.,.,10,.,.,.,.,.,.
2020,18642,Tennessee Valley Authority,AL,TVA,0,80,60,0,140,0,295,"2,242",0,"2,537",0.0,7.4,439.0,0.0,446.4,0.0,7.4,317.3,0.0,324.7,0,178,"22,341",0,"22,519",0,178,387,0,565,.
2020,18642,Tennessee Valley Authority,GA,TVA,0,0,4,0,4,0,0,139,0,139,0.0,0.0,27.6,0.0,27.6,0.0,0.0,17.5,0.0,17.5,0,0,"1,376",0,"1,376",0,0,0,0,0,.
2020,18642,Tennessee Valley Authority,KY,TVA,0,83,50,0,133,0,171,798,0,969,0.0,5.2,198.5,0.0,203.7,0.0,4.3,63.6,0.0,67.9,0,116,"7,178",0,"7,294",0,103,222,0,325,.
2020,18642,Tennessee Valley Authority,MS,TVA,0,28,27,0,55,0,103,596,0,699,0.0,2.8,344.4,0.0,347.2,0.0,2.6,65.0,0.0,67.6,0,69,"17,746",0,"17,815",0,62,145,0,207,.
2020,18642,Tennessee Valley Authority,NC,TVA,0,0,2,0,2,0,0,124,0,124,0.0,0.0,30.0,0.0,30.0,0.0,0.0,17.8,0.0,17.8,0,0,"1,359",0,"1,359",0,0,1,0,1,.
2020,18642,Tennessee Valley Authority,TN,TVA,0,734,286,0,"1,020",0,"2,256","4,346",0,"6,602",0.0,70.7,554.2,0.0,624.9,0.0,56.4,359.9,0.0,416.3,0,"2,120","23,366",0,"25,486",0,"1,364","1,499",0,"2,863",.
2020,18642,Tennessee Valley Authority,VA,TVA,0,2,2,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,.
2020,18997,The Toledo Edison Co,OH,PJM,0,0,4,0,4,0,0,0,0,0,0.0,0.0,193.2,0.0,193.2,0.0,0.0,193.2,0.0,193.2,0,0,"9,907",0,"9,907",0,0,0,0,0,.
2020,19126,"TriEagle Energy, L.P.",TX,ERCO,"5,612",17,0,0,"5,629",172,0,0,0,172,74.2,0.1,0.0,0.0,74.2,12.8,0.0,0.0,0.0,12.8,0,0,0,0,0,0,0,0,0,0,0
2020,19157,MiEnergy Cooperative,IA,MISO,"2,792",184,.,.,"2,976",0,0,.,.,0,1.4,4.7,.,.,6.1,1.3,4.2,.,.,5.5,233,15,.,.,248,151,10,.,.,160,47
2020,19157,MiEnergy Cooperative,MN,MISO,"6,314",416,.,.,"6,730",0,0,.,.,0,3.2,10.7,.,.,13.9,2.8,9.6,.,.,12.4,526,35,.,.,561,340,22,.,.,363,124
2020,19160,"Tri-County Electric Coop, Inc (OK)",OK,SWPP,.,.,13,.,13,.,.,257,.,257,.,.,0.7,.,0.7,.,.,0.7,.,0.7,.,.,4,.,4,.,.,2,.,2,.
2020,19189,Trico Electric Cooperative Inc,AZ,WALC,.,19,2,.,21,.,.,.,.,.,.,1.2,0.0,.,1.2,.,0.1,0.0,.,0.1,.,.,.,.,.,.,.,.,.,.,.
2020,19327,"TXU Energy Retail Co, LLC",TX,ERCO,"4,889",0,0,0,"4,889",11,0,0,0,11,28.3,0.0,0.0,0.0,28.3,6.1,0.0,0.0,0.0,6.1,0,0,.,0,0,292,0,0,0,292,0
2020,19396,Tri-County Electric Coop (MI),MI,MISO,"6,010",.,.,.,"6,010",0,.,.,.,0,25.3,.,.,.,25.3,14.0,.,.,.,14.0,524,.,.,.,524,0,.,.,.,0,28
2020,19436,Union Electric Co - (MO),MO,MISO,"27,761",225,60,.,"28,046","3,501",0,0,.,"3,501",27.1,36.0,26.1,.,89.2,.,.,.,.,.,"1,050",0,0,.,"1,050","3,658","1,658","1,205",.,"6,520",.
2020,19446,Duke Energy Kentucky,KY,PJM,"12,076",17,.,.,"12,093",.,.,.,.,.,12.8,15.4,.,.,28.2,.,.,.,.,.,186,383,.,.,569,432,191,.,.,623,.
2020,19490,United Electric Coop Service Inc - (TX),TX,ERCO,"32,936","5,816",32,.,"38,784",226,95,106,.,427,2.9,0.9,1.0,.,4.8,2.9,0.9,1.0,.,4.8,96,.,.,.,96,.,.,.,.,.,.
2020,19499,"United Power, Inc",CO,WACM,"1,562",0,20,0,"1,582",0,0,0,0,0,2.3,0.0,12.0,0.0,14.3,0.0,0.0,8.7,0.0,8.7,39,0,0,0,39,187,0,760,0,947,.
2020,19547,Hawaiian Electric Co Inc,HI,HECO,"33,903",228,.,.,"34,131",212,356,.,.,568,14.8,16.2,.,.,31.0,.,.,.,.,.,"1,289","2,005",.,.,"3,294",432,652,.,.,"1,084",.
2020,19728,"UNS Electric, Inc",AZ,TEPC,.,29,.,.,29,.,0,.,.,0,.,5.5,.,.,5.5,.,5.5,.,.,5.5,.,0,.,.,0,.,0,.,.,0,.
2020,19790,Verendrye Electric Coop Inc,ND,MISO,"3,381",376,0,0,"3,757",.,.,.,.,.,15.2,1.7,0.0,0.0,16.9,5.9,0.7,0.0,0.0,6.6,103,11,0,0,114,17,2,0,0,19,.
2020,19798,City of Vernon,CA,CISO,.,.,1,.,1,.,.,.,.,.,.,.,12.7,.,12.7,.,.,0.0,.,0.0,.,.,"2,494",.,"2,494",.,.,.,.,.,.
2020,19820,Victory Electric Coop Assn Inc,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,19876,Virginia Electric & Power Co,NC,PJM,"2,789",.,.,.,"2,789",0,.,.,.,0,2.3,.,.,.,2.3,2.3,.,.,.,2.3,115,.,.,.,115,109,.,.,.,109,0
2020,19876,Virginia Electric & Power Co,VA,PJM,"68,463",21,.,.,"68,484",0,0,.,.,0,55.4,6.6,.,.,62.0,55.4,6.6,.,.,62.0,"2,686",473,.,.,"3,159","2,602",98,.,.,"2,700",0
2020,19896,City of Volga - (SD),SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,19951,City of Wadsworth - (OH),OH,PJM,550,.,.,.,550,.,.,.,.,.,0.5,.,.,.,0.5,.,.,.,.,.,22,.,.,.,22,52,.,.,.,52,.
2020,19981,Wake Electric Membership Corp,NC,CPLE,.,5,1,.,6,.,0,0,.,0,.,2.8,7.5,.,10.3,.,2.8,7.5,.,10.3,.,.,.,.,.,.,.,.,.,.,.
2020,20387,West Penn Power Company,PA,PJM,"48,000",50,29,0,"48,079",0,0,0,0,0,2.8,1.2,87.3,0.0,91.3,2.8,1.2,87.3,0.0,91.3,0,3,159,0,162,231,34,893,0,"1,158",.
2020,20401,West River Electric Assn Inc,SD,SWPP,"3,862",.,.,.,"3,862",.,.,.,.,.,35.7,.,.,.,35.7,23.5,.,.,.,23.5,36,.,.,.,36,57,.,.,.,57,.
2020,20404,AEP Texas North Company,TX,ERCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,20472,"Wharton County Elec Coop, Inc",TX,ERCO,803,34,8,.,845,.,.,.,.,.,2.9,9.7,14.9,.,27.5,2.9,5.5,9.0,.,17.4,158,120,.,.,278,73,100,.,.,173,.
2020,20477,City of Westerville - (OH),OH,PJM,623,.,.,.,623,7,.,.,.,7,1.0,.,.,.,1.0,0.8,.,.,.,0.8,8,.,.,.,8,15,.,.,.,15,.
2020,20521,Wheeling Power Co,WV,PJM,212,0,0,0,212,6,0,0,0,6,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,12,0,0,0,12,25,0,0,0,25,.
2020,20603,Northeastern Rural E M C,IN,PJM,787,.,.,.,787,.,.,.,.,.,1.2,.,.,.,1.2,0.3,.,.,.,0.3,142,.,.,.,142,85,.,.,.,85,.
2020,20639,"Wild Rice Electric Coop, Inc",MN,MISO,"4,907",36,1,.,"4,944","4,845",32,3,.,"4,880",120.2,0.8,0.1,.,121.1,20.1,0.1,0.1,.,20.3,"3,676",303,147,.,"4,126",211,24,1,.,236,.
2020,20737,Willmar Municipal Utilities,MN,MISO,"2,122",202,0,.,"2,324",3,0,.,.,3,3.2,0.3,.,.,3.5,2.9,0.3,.,.,3.2,6,1,.,.,6,36,3,.,.,39,.
2020,20841,"Wiregrass Electric Coop, Inc",AL,AEC,"3,831",.,.,.,"3,831",.,.,.,.,.,4.6,.,.,.,4.6,4.6,.,.,.,4.6,.,.,.,.,.,137,.,.,.,137,.
2020,20847,Wisconsin Electric Power Co,WI,MISO,.,29,59,.,88,.,.,.,.,.,.,3.3,129.0,.,132.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,20856,Wisconsin Power & Light Co,WI,MISO,.,.,125,.,125,.,.,.,.,.,.,.,146.3,.,146.3,.,.,.,.,.,.,.,"11,546",.,"11,546",.,.,.,.,.,.
2020,20858,WPPI Energy,WI,MISO,.,.,13,.,13,.,.,.,.,.,.,.,51.0,.,51.0,.,.,.,.,.,.,.,"2,770",.,"2,770",.,.,.,.,.,.
2020,20860,Wisconsin Public Service Corp,WI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,20885,Withlacoochee River Elec Coop,FL,SEC,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2020,20963,Woodruff Electric Coop Corp,AR,MISO,.,.,"3,200",.,"3,200",.,.,"4,000",.,"4,000",.,.,70.0,.,70.0,.,.,63.5,.,63.5,.,.,"4,000",.,"4,000",.,.,50,.,50,.
2020,21002,York Electric Coop Inc,SC,DUK,"5,945",0,0,0,"5,945",0,0,0,0,0,25.0,0.0,0.0,0.0,25.0,6.2,0.0,0.0,0.0,6.2,152,0,0,0,152,"1,614",0,0,0,"1,614",.
2020,21013,City of Worthington - (MN),MN,MISO,"2,331",.,.,.,"2,331",.,.,.,.,.,7.0,.,.,.,7.0,2.3,.,.,.,2.3,.,.,.,.,.,7,.,.,.,7,.
2020,21111,Perennial Public Power Dist,NE,SWPP,227,685,18,.,930,175,116,154,.,444,0.0,0.1,0.0,.,0.1,.,.,.,.,.,35,22,13,.,70,.,.,.,.,.,.
2020,21244,"Southside Electric Coop, Inc",VA,PJM,"1,285",.,.,.,"1,285",5,.,.,.,5,4.5,.,.,.,4.5,4.5,.,.,.,4.5,0,.,.,.,0,"13,298",.,.,.,"13,298",.
2020,21554,Seminole Electric Cooperative Inc,FL,SEC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,21632,EnergyUnited Elec Member Corp,NC,DUK,"11,193",156,5,.,"11,354",330,267,149,.,746,10.0,8.0,4.0,.,22.0,10.0,7.0,3.0,.,20.0,33,.,.,.,33,86,.,.,.,86,.
2020,22053,Kentucky Power Co,KY,PJM,0,0,4,0,4,0,0,0,0,0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2020,22500,"Evergy Kansas Central, Inc",KS,SWPP,"24,972",786,2,.,"25,760",0,0,0,.,0,12.5,2.5,17.1,.,32.1,0.0,0.0,0.0,.,0.0,0,0,0,.,0,199,6,0,.,205,0
2020,24211,Tucson Electric Power Co,AZ,TEPC,.,162,.,.,162,.,"16,332",.,.,"16,332",.,41.0,.,.,41.0,.,41.0,.,.,41.0,.,157,.,.,157,.,20,.,.,20,.
2020,24949,Cass County Elec Coop Inc,ND,MISO,"8,710",411,539,.,"9,660",757,714,315,.,"1,786",280.3,126.1,55.7,.,462.1,75.7,34.0,15.0,.,124.7,52,0,0,.,52,563,26,35,.,624,40
2020,25295,Western Indiana Energy REMC,IN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,30518,Electrical Dist No3 Pinal County,AZ,WALC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,40051,Texas-New Mexico Power Co,TX,ERCO,.,44,.,.,44,.,5,.,.,5,.,7.0,.,.,7.0,.,5.0,.,.,5.0,.,191,.,.,191,.,18,.,.,18,.
2020,40165,"Dixie Escalante R E A, Inc",UT,PACE,.,124,.,.,124,.,261,.,.,261,.,11.6,.,.,11.6,.,9.6,.,.,9.6,.,358,.,.,358,.,34,.,.,34,.
2020,40211,"Wabash Valley Power Assn, Inc",IL,MISO,"4,496",3,.,.,"4,499",.,.,.,.,.,9.2,0.1,.,.,9.3,8.3,0.1,.,.,8.4,502,.,.,.,502,.,.,.,.,.,.
2020,40211,"Wabash Valley Power Assn, Inc",IN,PJM,86,.,.,.,86,.,.,.,.,.,3.2,.,.,.,3.2,2.9,.,.,.,2.9,174,.,.,.,174,.,.,.,.,.,.
2020,40211,"Wabash Valley Power Assn, Inc",IN,MISO,"21,082",8,.,.,"21,090",.,.,.,.,.,43.5,7.9,.,.,51.4,39.2,7.1,.,.,46.3,"2,775",.,.,.,"2,775",.,.,.,.,.,.
2020,40211,"Wabash Valley Power Assn, Inc",MO,MISO,143,.,.,.,143,.,.,.,.,.,0.1,.,.,.,0.1,0.1,.,.,.,0.1,6,.,.,.,6,.,.,.,.,.,.
2020,40212,Colquitt Electric Membership Corp,GA,SOCO,.,5,"2,198",.,"2,203",.,10,"1,093",.,"1,103",.,0.5,76.1,.,76.6,.,0.5,76.1,.,76.6,.,.,.,.,.,.,5,50,.,55,.
2020,40228,Rappahannock Electric Coop,VA,PJM,"37,418",18,.,.,"37,436",27,6,.,.,33,54.0,19.0,.,.,73.0,18.3,0.0,.,.,18.3,189,.,.,.,189,.,.,.,.,.,.
2020,40437,Emerald People's Utility Dist,OR,PACW,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,.
2020,44372,Oncor Electric Delivery Company LLC,TX,ERCO,"34,578",256,.,.,"34,834",105,225,.,.,330,35.0,75.0,.,.,110.0,35.0,75.0,.,.,110.0,"1,225","2,625",.,.,"3,850",102,233,.,.,335,.
2020,54913,NSTAR Electric Company,MA,ISNE,"16,768",474,.,.,"17,242",.,.,.,.,.,14.7,92.8,.,.,107.5,14.7,46.4,.,.,61.0,720,"3,171",.,.,"3,891","1,027",695,.,.,"1,722",.
