Data Year,Utility Number,Utility Name,Ownership,State,BA Code,Total Revenue (Thousand Dollars),Total Sales (MWh),Total Customers,Water Heater,Net Metering,Demand Side Management,Time Based Programs
2020,925,"Ashley Chicot Elec Coop, Inc",Cooperative,AR,MISO,"9,329.0","73,829","4,928",.,Y,N,N
2020,1000,City of Augusta - (AR),Municipal,AR,MISO,"2,183.0","12,823",916,.,N,N,N
2020,6206,Farmers Electric Coop Corp - (AR),Cooperative,AR,MISO,"9,200.9","81,390","5,053",.,Y,Y,N
2020,14216,City of Osceola - (AR),Municipal,AR,MISO,"13,915.0","129,905","3,453",.,Y,N,N
2020,14460,City of Paris - (AR),Municipal,AR,SWPP,"3,332.0","33,908","1,879",.,N,N,N
2020,15043,City of Piggott - (AR),Municipal,AR,SPA,"4,143.0","33,594","2,186",.,N,N,N
2020,15337,City of Prescott - (AR),Municipal,AR,MISO,"8,202.0","79,121","1,673",.,N,N,N
2020,15811,"Rich Mountain Elec Coop, Inc",Cooperative,AR,MISO,"15,317.0","162,245","8,524",.,Y,N,N
2020,737,Aguila Irrigation District,Political Subdivision,AZ,AZPS,"1,880.0","33,659",54,.,N,Y,N
2020,2469,Buckeye Water C&D District,Political Subdivision,AZ,AZPS,644.0,"6,780",94,.,N,Y,N
2020,3990,Colorado River Indian Irr Proj,Federal,AZ,WALC,"4,309.7","58,529","2,193",.,N,N,N
2020,4071,"Columbus Electric Coop, Inc",Cooperative,AZ,PNM,750.1,"4,975",487,.,Y,N,N
2020,5438,"Duncan Valley Elec Coop, Inc",Cooperative,AZ,WALC,"2,761.0","23,842","2,139",.,Y,N,Y
2020,6753,City of Fredonia - (AZ),Municipal,AZ,WALC,833.1,"10,511",774,.,N,N,N
2020,7456,Graham County Electric Coop Inc,Cooperative,AZ,WALC,"13,816.4","128,020","7,829",.,Y,Y,N
2020,8139,Harquahala Valley Pwr District,Political Subdivision,AZ,AZPS,"5,015.0","104,904",117,.,N,Y,N
2020,8700,Hohokam Irr & Drain Dist,Political Subdivision,AZ,WALC,"4,695.6","39,004","1,807",.,N,N,N
2020,12191,McMullen Valley Water C&D Dist,Political Subdivision,AZ,AZPS,"8,257.0","149,076",194,.,N,Y,N
2020,13961,Ocotillo Water Conserv. Dist.,Political Subdivision,AZ,SRP,"1,006.0","13,501",153,.,N,Y,N
2020,14373,Page Utility Enterprises,Municipal,AZ,WALC,"8,811.2","113,600","4,414",.,Y,N,N
2020,14543,Tohono O'Odham Utility Authority,Political Subdivision,AZ,AZPS,"12,094.0","90,780","3,961",.,N,N,N
2020,15049,Electrical Dist No4 Pinal County,Political Subdivision,AZ,WALC,"12,299.0","186,880","2,732",.,Y,Y,N
2020,16273,Roosevelt Irrigation District,Political Subdivision,AZ,SRP,"3,635.0","39,578",187,.,N,Y,N
2020,16538,City of Safford - (AZ),Municipal,AZ,WALC,"9,333.0","84,366","5,156",.,N,Y,N
2020,18805,Town of Thatcher- (AZ),Municipal,AZ,WALC,"4,710.0","45,363","2,673",.,N,Y,N
2020,19016,Tonopah Irrigation District,Political Subdivision,AZ,AZPS,"2,070.0","35,038",51,.,N,Y,N
2020,20618,Town of Wickenburg,Municipal,AZ,AZPS,"2,411.0","25,316","1,441",.,N,Y,N
2020,21239,Electrical Dist No7 Maricopa,Political Subdivision,AZ,AZPS,"2,655.0","45,641",106,.,N,Y,N
2020,25060,Wellton-Mohawk Irr & Drain Dist,Political Subdivision,AZ,WALC,"8,212.0","74,255","4,024",.,Y,N,N
2020,40355,Maricopa County M W C Dist #1,Political Subdivision,AZ,AZPS,"3,853.0","39,845",131,.,N,Y,N
2020,40357,Electrical Dist No6 Pinal County,Political Subdivision,AZ,SRP,"2,825.0","43,717",130,.,N,Y,N
2020,56535,City of Williams - AZ,Municipal,AZ,AZPS,"4,320.0","41,360","1,998",.,N,Y,N
2020,58123,Aha Macav Power Service,Political Subdivision,AZ,WALC,.,.,.,.,N,N,N
2020,694,Anza Electric Coop Inc,Cooperative,CA,WALC,"12,726.4","68,873","4,850",.,Y,N,N
2020,1192,City of Banning - (CA),Municipal,CA,CISO,"26,681.6","144,316","12,458",.,Y,N,Y
2020,1702,City of Biggs - (CA),Municipal,CA,CISO,"2,239.0","17,539",746,.,Y,N,N
2020,3990,Colorado River Indian Irr Proj,Federal,CA,WALC,"1,650.6","22,407","1,851",.,N,N,N
2020,7677,City of Gridley - (CA),Municipal,CA,CISO,"6,505.0","31,181","2,940",.,Y,N,N
2020,8348,City of Healdsburg - (CA),Municipal,CA,CISO,"12,174.0","73,910","6,003",.,Y,Y,Y
2020,10724,Lassen Municipal Utility District,Municipal,CA,CISO,"21,274.0","128,263","12,024",.,Y,Y,N
2020,11148,City of Lompoc - (CA),Municipal,CA,CISO,"21,192.9","127,025","15,166",.,Y,Y,N
2020,13149,City of Needles - (CA),Municipal,CA,WALC,"7,200.0","71,500","2,948",.,Y,Y,N
2020,15308,Plumas-Sierra Rural Elec Coop,Cooperative,CA,CISO,"25,234.0","144,190","7,730",.,Y,Y,N
2020,17896,City of Shasta Lake - (CA),Municipal,CA,BANC,"22,052.6","208,441","4,595",.,Y,Y,Y
2020,19131,Trinity Public Utilities Dist,Political Subdivision,CA,BANC,"11,010.0","119,949","7,312",.,Y,Y,N
2020,19174,Tuolumne County Pub Power Agny,Political Subdivision,CA,CISO,"2,560.3","31,069",33,.,N,N,N
2020,19229,Truckee Donner P U D,Political Subdivision,CA,NEVP,"26,605.3","159,134","14,270",.,Y,Y,N
2020,19397,City of Ukiah - (CA),Municipal,CA,CISO,"15,899.0","109,688","8,233",.,Y,Y,N
2020,55962,City of Victorville - (CA),Municipal,CA,CISO,"14,214.4","102,465",78,.,N,N,Y
2020,56224,Rancho Cucamonga Municipal Utility,Municipal,CA,CISO,"10,766.0","73,048","1,846",.,Y,Y,Y
2020,58123,Aha Macav Power Service,Political Subdivision,CA,WALC,.,.,.,.,N,N,N
2020,58126,Pittsburg Power Company,Municipal,CA,CISO,"5,572.0","24,167",575,.,Y,Y,N
2020,60502,Port of Stockton - (CA),Municipal,CA,CISO,"2,285.4","14,179",98,.,N,N,Y
2020,60715,Port of Oakland,Municipal,CA,CISO,"17,638.0","109,664",136,.,Y,Y,Y
2020,62107,City of Industry,Municipal,CA,CISO,"4,186.9","36,171",114,.,N,N,N
2020,62779,Lathrop Irrigation District,Political Subdivision,CA,CISO,"3,093.0","16,000","2,182",.,Y,N,N
2020,918,City of Aspen- (CO),Municipal,CO,PSCO,"8,975.0","66,700","3,088",.,N,N,N
2020,2550,City of Burlington - (CO),Municipal,CO,WACM,"3,982.0","32,111","2,153",.,N,N,N
2020,3227,City of Center - (CO),Municipal,CO,PSCO,"2,505.0","16,030",996,.,N,N,N
2020,5036,City of Delta - (CO),Municipal,CO,WACM,"6,613.2","57,436","3,431",.,Y,N,N
2020,5997,Town of Estes Park,Municipal,CO,PSCO,"17,083.0","126,288","10,782",.,Y,Y,Y
2020,6418,Town of Fleming - (CO),Municipal,CO,WACM,344.0,"2,558",223,.,N,N,N
2020,7300,City of Glenwood Springs - (CO),Municipal,CO,PSCO,"13,955.0","120,261","6,580",.,Y,Y,N
2020,7478,Town of Granada - (CO),Municipal,CO,WACM,482.0,"2,476",260,.,N,N,N
2020,7787,Gunnison County Elec Assn.,Cooperative,CO,WACM,"19,204.0","122,136","11,205",.,Y,Y,N
2020,7826,City of Gunnison - (CO),Municipal,CO,WACM,"6,999.9","67,749","4,439",.,Y,N,Y
2020,8311,Town of Haxtun - (CO),Municipal,CO,WACM,989.0,"7,981",592,.,N,N,N
2020,8751,Town of Holly - (CO),Municipal,CO,WACM,"1,245.0","7,769",577,.,N,N,N
2020,8777,City of Holyoke - (CO),Municipal,CO,WACM,"2,676.0","22,784","1,228",.,N,N,N
2020,9928,City of Julesburg - (CO),Municipal,CO,WACM,"1,204.7","10,849",905,.,N,N,N
2020,10536,City of La Junta - (CO),Municipal,CO,PSCO,"11,381.0","84,491","3,784",.,N,N,N
2020,10633,City of Lamar - (CO),Municipal,CO,PSCO,"14,132.0","87,550","4,049",.,N,N,N
2020,10730,City of Las Animas - (CO),Municipal,CO,WACM,"3,964.4","24,209","1,646",.,Y,N,N
2020,11376,Town of Lyons - (CO),Municipal,CO,PSCO,"1,518.0","11,177","1,187",.,N,N,N
2020,14054,Town of Oak Creek - (CO),Municipal,CO,WACM,"1,265.0","10,718",662,.,N,N,N
2020,16649,Sangre De Cristo Elec Assn Inc,Cooperative,CO,WACM,"20,879.2","121,795","13,100",.,Y,N,Y
2020,17834,City of Springfield - (CO),Municipal,CO,WACM,"1,657.0","10,554",928,.,N,N,N
2020,19204,City of Trinidad - (CO),Municipal,CO,WACM,"8,397.0","49,000","4,614",.,N,N,N
2020,21021,City of Wray,Municipal,CO,WACM,"2,830.0","22,463","1,321",.,N,N,N
2020,21143,City of Yuma - (CO),Municipal,CO,WACM,"2,896.0","29,256","1,679",.,N,N,N
2020,40230,Deseret Generation & Tran Coop,Cooperative,CO,PACE,"4,733.5","37,540",1,.,N,N,N
2020,9734,City of Jewett City - (CT),Municipal,CT,ISNE,"3,841.4","22,247","2,244",.,N,Y,N
2020,13825,Norwalk Third Taxing District,Municipal,CT,ISNE,"9,454.0","59,599","3,928",.,Y,Y,N
2020,17569,City of South Norwalk - (CT),Municipal,CT,ISNE,"16,652.3","94,235","6,843",.,Y,N,N
2020,49826,Mohegan Tribal Utility Authority,Political Subdivision,CT,ISNE,"10,541.0","115,637",77,.,N,N,N
2020,3732,Town of Clayton,Municipal,DE,PJM,"2,963.6","21,075","1,553",.,Y,N,N
2020,10935,City of Lewes - (DE),Municipal,DE,PJM,"8,618.0","80,304","3,790",.,Y,N,N
2020,13424,New Castle Municipal Serv Comm,Municipal,DE,PJM,"8,312.6","75,547","2,878",.,Y,N,N
2020,16852,City of Seaford- (DE),Municipal,DE,PJM,"11,065.7","101,992","3,991",.,Y,N,N
2020,17457,Town of Smyrna - (DE),Municipal,DE,PJM,"13,106.4","109,661","5,910",.,Y,Y,N
2020,201,City of Alachua - (FL),Municipal,FL,FPC,"13,698.0","128,041","4,638",.,Y,N,N
2020,1876,City of Blountstown - (FL),Municipal,FL,SOCO,"3,872.0","29,793","1,311",.,Y,N,N
2020,2633,City of Bushnell - (FL),Municipal,FL,FPC,"6,138.0","55,266","1,660",.,Y,N,N
2020,3406,City of Chattahoochee - (FL),Municipal,FL,FPC,"3,606.0","35,851","1,100",.,N,N,N
2020,3774,City of Clewiston,Municipal,FL,FPC,"11,585.9","99,968","4,181",.,Y,N,N
2020,5964,"Escambia River Elec Coop, Inc",Cooperative,FL,AEC,"25,214.0","190,448","11,647",.,Y,Y,Y
2020,6609,City of Fort Meade - (FL),Municipal,FL,FPC,"5,111.0","42,839","2,792",.,Y,N,N
2020,7593,City of Green Cove Springs,Municipal,FL,FMPP,"11,293.0","108,768","4,395",.,Y,Y,N
2020,8276,Havana Power & Light Company,Municipal,FL,FPC,"2,628.0","23,125","1,457",.,Y,N,N
2020,12876,City of Moore Haven - (FL),Municipal,FL,FPL,"1,682.0","16,791","1,118",.,N,N,N
2020,13033,City of Mount Dora - (FL),Municipal,FL,FPC,"9,073.6","89,461","5,922",.,Y,N,N
2020,13521,City of Newberry - (FL),Municipal,FL,FPC,"4,405.9","39,344","2,092",.,Y,N,N
2020,15566,City of Quincy - (FL),Municipal,FL,FPC,"14,300.0","123,847","4,644",.,Y,N,N
2020,18004,City of Starke - (FL),Municipal,FL,FPL,"7,550.0","64,231","2,848",.,Y,N,N
2020,20209,City of Wauchula - (FL),Municipal,FL,TEC,"6,453.6","62,577","2,840",.,Y,N,N
2020,20735,City of Williston - (FL),Municipal,FL,FPC,"4,622.0","30,001","1,595",.,Y,N,N
2020,123,City of Adel- (GA),Municipal,GA,SOCO,"18,418.0","215,063","3,157",.,N,N,N
2020,308,City of Acworth - (GA),Municipal,GA,SOCO,"13,339.3","96,918","6,691",.,Y,N,N
2020,1232,City of Barnesville - (GA),Municipal,GA,SOCO,"8,006.0","85,770","2,790",.,N,N,N
2020,1826,City of Blakely - (GA),Municipal,GA,SOCO,"8,515.0","71,553","2,695",.,N,N,N
2020,2236,Town of Brinson - (GA),Municipal,GA,SOCO,263.0,"1,625",125,.,N,N,N
2020,2773,City of Cairo - (GA),Municipal,GA,SOCO,"15,503.0","127,491","4,651",.,N,N,N
2020,2910,City of Camilla,Municipal,GA,SOCO,"13,290.5","142,384","2,577",.,N,N,N
2020,4091,City of Commerce - (GA),Municipal,GA,SOCO,"6,550.9","52,261","2,952",.,N,N,N
2020,5236,City of Doerun - (GA),Municipal,GA,SOCO,924.3,"5,704",450,.,N,N,N
2020,5730,City of Elberton,Municipal,GA,SOCO,"13,745.8","124,836","4,452",.,N,N,N
2020,5796,City of Ellaville,Municipal,GA,SOCO,"3,375.1","22,907",831,.,Y,N,N
2020,6130,City of Fairburn - (GA),Municipal,GA,SOCO,"9,912.4","104,441","3,482",.,Y,N,N
2020,6380,Fitzgerald Wtr Lgt & Bond Comm,Municipal,GA,SOCO,"21,074.0","185,026","5,976",.,Y,N,N
2020,6598,City of Forsyth - (GA),Municipal,GA,SOCO,"10,175.0","81,880","2,992",.,Y,N,N
2020,6617,Fort Valley Utility Comm,Municipal,GA,SEPA,"13,977.4","138,571","4,704",.,Y,N,N
2020,7515,City of Grantville - (GA),Municipal,GA,SOCO,"1,470.8","10,708","1,056",.,N,N,N
2020,8022,City of Hampton - (GA),Municipal,GA,SOCO,"3,593.3","33,330","2,360",.,N,N,N
2020,8698,City of Hogansville - (GA),Municipal,GA,SOCO,"3,228.4","24,017","1,766",.,N,N,N
2020,9573,City of Jackson - (GA),Municipal,GA,SOCO,"5,013.0","37,274","1,648",.,N,N,N
2020,10571,City of LaFayette - (GA),Municipal,GA,SOCO,"10,620.5","108,924","4,213",.,Y,N,N
2020,11587,City of Mansfield - (GA),Municipal,GA,SOCO,641.2,"6,475",270,.,N,N,N
2020,12472,Middle Georgia El Member Corp,Cooperative,GA,SOCO,"18,583.0","139,998","8,179",.,Y,Y,Y
2020,12800,City of Monroe - (GA),Municipal,GA,SOCO,"17,919.0","143,517","6,647",.,N,N,N
2020,12851,City of Monticello - (GA),Municipal,GA,SOCO,"2,679.5","22,242","1,390",.,N,N,N
2020,13026,City of Moultrie - (GA),Municipal,GA,SOCO,"20,910.7","186,135","7,102",.,N,N,N
2020,13646,City of Norcross- (GA),Municipal,GA,SOCO,"13,417.0","111,351","5,186",.,N,N,N
2020,13934,Ocmulgee Electric Member Corp,Cooperative,GA,SOCO,"22,862.0","183,443","12,374",.,Y,N,N
2020,14396,City of Palmetto - (GA),Municipal,GA,SOCO,"4,690.0","28,175","1,994",.,N,N,N
2020,15573,City of Quitman,Municipal,GA,SOCO,"6,239.8","47,594","2,638",.,N,N,N
2020,16637,City of Sandersville - (GA),Municipal,GA,SOCO,"13,137.5","126,095","2,815",.,N,N,N
2020,17290,Slash Pine Elec Member Corp,Cooperative,GA,SOCO,"21,590.9","185,192","9,125",.,Y,N,N
2020,18403,City of Sylvester - (GA),Municipal,GA,SOCO,"11,745.0","82,473","3,158",.,N,N,N
2020,18847,City of Thomaston - (GA),Municipal,GA,SOCO,"12,731.1","118,667","4,727",.,N,N,N
2020,19581,Upson Elec Member Corp,Cooperative,GA,SOCO,"14,162.0","124,251","8,910",.,N,N,N
2020,20140,City of Washington - (GA),Municipal,GA,SOCO,"10,449.0","79,438","2,586",.,N,N,N
2020,20393,City of West Point - (GA),Municipal,GA,SOCO,"6,145.9","46,170","1,626",.,Y,N,N
2020,20534,City of Whigham - (GA),Municipal,GA,SOCO,900.0,"5,309",309,.,N,N,N
2020,26218,Little Ocmulgee El Member Corp,Cooperative,GA,SOCO,"23,919.0","182,302","11,529",.,Y,N,N
2020,40369,City of Oxford - (GA),Municipal,GA,SOCO,"2,386.9","16,179",701,.,Y,N,N
2020,149,City of Afton- (IA),Municipal,IA,MISO,838.0,"6,391",515,.,N,Y,N
2020,182,City of Akron - (IA),Municipal,IA,MISO,"1,729.0","16,465",850,.,N,N,N
2020,198,City of Alton,Municipal,IA,MISO,970.5,"11,237",582,.,N,Y,N
2020,309,City of Algona - (IA),Municipal,IA,SWPP,"11,496.0","111,335","3,739",.,N,Y,N
2020,329,"Allamakee-Clayton El Coop, Inc",Cooperative,IA,MISO,"19,285.0","129,469","10,006",.,Y,Y,N
2020,405,City of Alta - (IA),Municipal,IA,MISO,"1,984.0","18,652",992,.,Y,Y,N
2020,432,City of Alta Vista- (IA),Municipal,IA,MISO,213.0,"1,785",172,.,N,N,N
2020,682,City of Anita - (IA),Municipal,IA,MISO,732.4,"8,961",602,.,N,Y,N
2020,700,City of Anthon - (IA),Municipal,IA,SWPP,638.0,"6,080",361,.,N,Y,N
2020,723,City of Aplington,Municipal,IA,MISO,822.0,"6,606",556,.,N,N,N
2020,942,Atchison-Holt Electric Coop,Cooperative,IA,AECI,"1,950.0","16,074","1,154",.,Y,N,N
2020,965,Atlantic Municipal Utilities,Municipal,IA,MISO,"12,756.4","179,306","4,646",.,Y,Y,N
2020,995,City of Auburn - (IA),Municipal,IA,MISO,226.2,"1,999",166,.,N,N,N
2020,1002,City of Aurelia - (IA),Municipal,IA,MISO,769.0,"7,441",518,.,N,Y,N
2020,1172,Bancroft Municipal Utilities,Municipal,IA,MISO,"1,370.0","16,201",613,.,Y,N,N
2020,1515,City of Bellevue - (IA),Municipal,IA,MISO,"2,112.0","23,352","1,760",.,Y,N,N
2020,1824,City of Bigelow - (MN),Municipal,IA,MISO,43.3,348,18,.,N,N,N
2020,1869,City of Bloomfield - (IA),Municipal,IA,AECI,"2,840.5","25,522","1,410",.,Y,N,N
2020,1968,Boone Valley Electric Coop,Cooperative,IA,MISO,905.0,"10,229",101,.,N,N,N
2020,2183,City of Breda - (IA),Municipal,IA,MISO,522.0,"4,700",311,.,Y,N,N
2020,2287,City of Brooklyn - (IA),Municipal,IA,MISO,"1,298.1","16,462",811,.,Y,Y,N
2020,2600,City of Burt,Municipal,IA,MISO,397.9,"2,839",304,.,N,N,N
2020,2809,City of Callender - (IA),Municipal,IA,MISO,258.6,"2,005",200,.,N,N,N
2020,3029,City of Carlisle- (IA),Municipal,IA,MISO,"2,440.3","17,912","1,536",.,Y,Y,N
2020,3111,Cass Electric Coop,Cooperative,IA,MISO,113.4,"1,032",90,.,N,N,N
2020,3137,Cascade Municipal Utilities,Municipal,IA,MISO,"1,771.9","17,777","1,148",.,N,N,N
2020,3314,"Chariton Valley Elec Coop, Inc",Cooperative,IA,AECI,"11,380.0","94,240","6,088",.,Y,Y,N
2020,3722,Clarke Electric Coop Inc - (IA),Cooperative,IA,MISO,"12,785.8","107,895","5,490",.,N,N,Y
2020,3900,City of Coggon - (IA),Municipal,IA,MISO,527.9,"3,554",363,.,N,N,N
2020,4040,Calhoun County Elec Coop Assn,Cooperative,IA,MISO,"5,033.9","38,327","1,701",.,Y,N,N
2020,4304,City of Corwith - (IA),Municipal,IA,MISO,440.0,"2,621",181,.,N,N,N
2020,4305,City of Coon Rapids,Municipal,IA,SWPP,"1,483.0","14,320",794,.,N,Y,N
2020,4375,City of Corning - (IA),Municipal,IA,MISO,"1,787.1","18,529","1,136",.,N,N,N
2020,4791,City of Danville - (IA),Municipal,IA,MISO,583.6,"5,323",437,.,N,N,N
2020,4919,City of Dayton - (IA),Municipal,IA,MISO,635.0,"5,547",472,.,N,Y,N
2020,5056,City of Denison - (IA),Municipal,IA,SWPP,"9,990.5","147,944","3,302",.,N,Y,N
2020,5076,City of Denver - (IA),Municipal,IA,MISO,"1,525.0","13,099",930,.,Y,N,N
2020,5155,City of Dike,Municipal,IA,MISO,797.6,"5,459",499,.,N,N,N
2020,5518,City of Dysart - (IA),Municipal,IA,MISO,"1,102.8","8,353",712,.,N,N,N
2020,5529,City of Durant - (IA),Municipal,IA,MISO,"1,576.0","14,404",957,.,N,Y,N
2020,5563,City of Earlville - (IA),Municipal,IA,MISO,526.9,"4,283",427,.,N,N,N
2020,5742,Eldridge City Utilities,Municipal,IA,MISO,"2,991.0","38,922","2,774",.,Y,N,N
2020,5827,City of Ellsworth - (IA),Municipal,IA,MISO,"1,207.2","11,464",282,.,N,N,N
2020,5998,City of Estherville - (IA),Municipal,IA,SWPP,"6,088.0","52,009","3,206",.,N,N,N
