|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Installations.Residential|,|Photovoltaic.Installations.Commercial|,|Photovoltaic.Installations.Industrial|,|Photovoltaic.Installations.Transportation|,|Photovoltaic.Installations.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Installations.Residential|,|Photovoltaic.Storage Installations.Commercial|,|Photovoltaic.Storage Installations.Industrial|,|Photovoltaic.Storage Installations.Transportation|,|Photovoltaic.Storage Installations.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Installations.Residential|,|Wind.Installations.Commercial|,|Wind.Installations.Industrial|,|Wind.Installations.Transportation|,|Wind.Installations.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Installations.Residential|,|Other.Installations.Commercial|,|Other.Installations.Industrial|,|Other.Installations.Transportation|,|Other.Installations.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Installations.Residential|,|All Technologies.Installations.Commercial|,|All Technologies.Installations.Industrial|,|All Technologies.Installations.Transportation|,|All Technologies.Installations.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2021,AZ,21538,"Mohave Electric Cooperative, I",WALC,AC,10.761,2.759,0.000,0.000,13.520,"1,094",87,0,0,"1,181",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,488.934,41.547,0.000,0.000,530.481,0.055,0.000,0.000,0.000,0.055,25,0,0,0,25,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,10.816,2.759,0.000,0.000,13.575,"1,119",87,0,0,"1,206",488.934,41.547,0.000,0.000,530.481
2021,AZ,24211,Tucson Electric Power Co,TEPC,AC,201.904,145.792,.,.,347.696,"32,901",974,.,.,"33,875",3.082,0.325,.,.,3.407,347,5,.,.,352,.,.,.,.,0.000,.,.,.,.,0,"20,422.242","3,006.036",.,.,"23,428.278",.,0.012,.,.,0.012,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,201.904,145.804,0.000,0.000,347.708,"32,901",975,0,0,"33,876","20,422.242","3,006.036",0.000,0.000,"23,428.278"
2021,AZ,30518,Electrical Dist No3 Pinal County,AZPS,AC,18.897,.,.,.,18.897,"2,522",.,.,.,"2,522",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,18.897,0.000,0.000,0.000,18.897,"2,522",0,0,0,"2,522",0.000,0.000,0.000,0.000,0.000
2021,AZ,40165,"Dixie Escalante R E A, Inc",PACE,DC,0.040,0.020,.,.,0.060,4,1,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.570,.,.,.,11.570,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.020,0.000,0.000,0.060,4,1,0,0,5,11.570,0.000,0.000,0.000,11.570
2021,AZ,99999,Adjustment 2021,AZPS,,-196.128,-54.235,.,.,-250.364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-196.128,-54.235,.,.,-250.364,.,.,.,.,.,.,.,.,.,.
2021,AZ,99999,Adjustment 2021,PACE,,-0.007,-0.003,.,.,-0.010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.007,-0.003,.,.,-0.010,.,.,.,.,.,.,.,.,.,.
2021,AZ,99999,Adjustment 2021,WALC,,-4.735,-2.562,.,.,-7.298,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.008,-0.032,.,.,-0.040,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-4.743,-2.594,.,.,-7.338,.,.,.,.,.,.,.,.,.,.
2021,CA,207,Alameda Municipal Power,CISO,AC,1.373,2.420,.,.,3.793,348,28,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,106.620,266.030,.,.,372.650,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.373,2.420,0.000,0.000,3.793,348,28,0,0,376,106.620,266.030,0.000,0.000,372.650
2021,CA,590,City of Anaheim - (CA),CISO,DC,24.709,19.795,.,.,44.504,"4,520",200,.,.,"4,720",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,24.709,19.795,0.000,0.000,44.504,"4,520",200,0,0,"4,720",0.000,0.000,0.000,0.000,0.000
2021,CA,1050,City of Azusa,CISO,DC,1.465,0.149,0.405,.,2.019,305,4,5,.,314,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.465,0.149,0.405,0.000,2.019,305,4,5,0,314,0.000,0.000,0.000,0.000,0.000
2021,CA,2507,City of Burbank Water and Power,LDWP,AC,5.230,5.150,.,.,10.380,963,51,.,.,"1,014",0.140,.,.,.,0.140,19,.,.,.,19,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.230,5.150,0.000,0.000,10.380,963,51,0,0,"1,014",0.000,0.000,0.000,0.000,0.000
2021,CA,4003,City of Colton - (CA),CISO,AC,3.484,3.838,4.967,.,12.289,795,41,6,.,842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.484,3.838,4.967,0.000,12.289,795,41,6,0,842,0.000,0.000,0.000,0.000,0.000
2021,CA,4390,City of Corona - (CA),CISO,AC,0.085,0.362,0.000,0.000,0.447,11,2,0,0,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.085,0.362,0.000,0.000,0.447,11,2,0,0,13,0.000,0.000,0.000,0.000,0.000
2021,CA,7294,City of Glendale - (CA),LDWP,AC,11.932,10.622,.,.,22.554,"2,029",113,.,.,"2,142",0.510,0.010,.,.,0.520,107,2,.,.,109,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.932,10.622,0.000,0.000,22.554,"2,029",113,0,0,"2,142",0.000,0.000,0.000,0.000,0.000
2021,CA,9216,Imperial Irrigation District,IID,AC,34.241,53.453,.,.,87.694,"5,749",246,.,.,"5,995",.,.,.,.,0.000,.,.,.,.,0,2.413,0.238,.,.,2.651,861,76,.,.,937,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.130,.,.,2.130,.,5,.,.,5,.,.,.,.,0.000,36.656,55.821,0.000,0.000,92.477,"6,611",327,0,0,"6,938",0.000,0.000,0.000,0.000,0.000
2021,CA,11124,City of Lodi - (CA),CISO,AC,3.274,3.661,.,.,6.935,650,61,.,.,711,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.274,3.661,0.000,0.000,6.935,650,61,0,0,711,0.000,0.000,0.000,0.000,0.000
2021,CA,11208,Los Angeles Department of Water & Power,LDWP,AC,335.211,120.125,.,.,455.336,"58,753","1,645",.,.,"60,398",17.182,0.538,.,.,17.720,"2,192",7,.,.,"2,199",.,.,.,.,0.000,.,.,.,.,0,"12,912.671","1,618.523",.,.,"14,531.194",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,335.211,120.125,0.000,0.000,455.336,"58,753","1,645",0,0,"60,398","12,912.671","1,618.523",0.000,0.000,"14,531.194"
2021,CA,12312,Merced Irrigation District,CISO,AC,8.148,8.657,0.114,.,16.919,"1,976",51,2,.,"2,029",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.148,8.657,0.114,0.000,16.919,"1,976",51,2,0,"2,029",0.000,0.000,0.000,0.000,0.000
2021,CA,12745,Modesto Irrigation District,BANC,AC,40.427,12.020,9.914,.,62.361,"7,893",148,54,.,"8,095",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,40.427,12.020,9.914,0.000,62.361,"7,893",148,54,0,"8,095",0.000,0.000,0.000,0.000,0.000
2021,CA,14328,Pacific Gas & Electric Co.,CISO,AC,"3,467.662","1,186.617","1,141.702",0.000,"5,795.981","589,605","13,224","4,603",0,"607,432",247.230,15.202,52.735,0.000,315.167,"32,306",172,128,0,"32,606",20.049,22.884,0.138,0.000,43.071,"5,375","1,893",4,0,"7,272",0.000,0.000,0.000,0.000,0.000,0.930,0.623,18.408,0.000,19.961,168,36,42,0,246,0.000,0.000,0.000,0.000,0.000,0.252,14.953,173.971,0.000,189.176,20,51,259,0,330,0.000,0.000,0.000,0.000,0.000,"3,488.893","1,225.077","1,334.219",0.000,"6,048.189","595,168","15,204","4,908",0,"615,280",0.000,0.000,0.000,0.000,0.000
2021,CA,14354,PacifiCorp,PACW,DC,4.459,3.655,2.070,0.000,10.184,551,58,19,0,628,0.090,0.000,0.000,0.000,0.090,13,0,0,0,13,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.066,0.000,0.000,0.077,2,1,0,0,3,.,.,.,.,0.000,4.471,3.726,2.070,0.000,10.267,554,61,19,0,634,0.000,0.000,0.000,0.000,0.000
2021,CA,14401,City of Palo Alto - (CA),CISO,AC,5.300,10.500,.,.,15.800,"1,162",95,.,.,"1,257",1.000,.,.,.,1.000,51,.,.,.,51,.,.,.,.,0.000,.,.,.,.,0,133.000,"4,246.000",.,.,"4,379.000",.,0.004,.,.,0.004,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.300,10.504,0.000,0.000,15.804,"1,162",96,0,0,"1,258",133.000,"4,246.000",0.000,0.000,"4,379.000"
2021,CA,14534,City of Pasadena - (CA),CISO,AC,9.495,5.203,.,.,14.698,"1,720",77,.,.,"1,797",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.495,5.203,0.000,0.000,14.698,"1,720",77,0,0,"1,797",0.000,0.000,0.000,0.000,0.000
2021,CA,15783,City of Redding - (CA),BANC,DC,10.733,5.595,.,.,16.328,"1,514",96,.,.,"1,610",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.733,5.595,0.000,0.000,16.328,"1,514",96,0,0,"1,610",0.000,0.000,0.000,0.000,0.000
2021,CA,16088,City of Riverside - (CA),CISO,DC,29.610,19.810,.,.,49.420,"5,019",211,.,.,"5,230",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,225.000",.,.,.,"1,225.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,29.610,19.810,0.000,0.000,49.420,"5,019",211,0,0,"5,230","1,225.000",0.000,0.000,0.000,"1,225.000"
2021,CA,16295,City of Roseville - (CA),BANC,AC,25.122,8.001,0.415,.,33.538,"7,103",76,1,.,"7,180",0.383,.,.,.,0.383,25,.,.,.,25,0.960,.,.,.,0.960,181,.,.,.,181,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,26.082,8.001,0.415,0.000,34.498,"7,284",76,1,0,"7,361",0.000,0.000,0.000,0.000,0.000
2021,CA,16534,Sacramento Municipal Util Dist,BANC,AC,173.476,69.669,33.768,0.000,276.913,"38,924",798,48,0,"39,770",3.713,0.036,0.500,0.000,4.249,578,1,1,0,580,0.671,0.348,0.000,0.000,1.019,560,43,0,0,603,.,.,.,.,0.000,0.002,0.000,0.005,0.000,0.007,1,0,1,0,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,174.149,70.017,33.773,0.000,277.939,"39,485",841,49,0,"40,375",0.000,0.000,0.000,0.000,0.000
2021,CA,16609,San Diego Gas & Electric Co,CISO,AC,"1,233.900",249.170,94.690,.,"1,577.760","227,609","4,709",127,.,"232,445",67.210,11.740,3.480,.,82.430,"10,064",113,5,.,"10,182",15.480,5.950,2.680,.,24.110,503,70,4,.,577,0.000,0.000,0.000,.,0.000,0.120,0.010,1.000,.,1.130,37,3,1,.,41,0.000,0.000,0.000,.,0.000,0.030,13.630,14.600,.,28.260,3,52,20,.,75,0.000,0.000,0.000,.,0.000,"1,249.530",268.760,112.970,0.000,"1,631.260","228,152","4,834",152,0,"233,138",0.000,0.000,0.000,0.000,0.000
2021,CA,16612,City & County of San Francisco,CISO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,0.458,.,.,0.458,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.458,0.000,0.000,0.458,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2021,CA,16655,City of Santa Clara - (CA),CISO,AC,3.207,16.313,.,.,19.520,826,99,.,.,925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.207,16.313,0.000,0.000,19.520,826,99,0,0,925,0.000,0.000,0.000,0.000,0.000
2021,CA,17609,Southern California Edison Co,CISO,AC,"2,486.249",870.815,218.102,.,"3,575.166","437,587","7,579",477,.,"445,643",125.471,44.698,1.895,.,172.064,"18,712",294,7,.,"19,013",8.144,31.082,0.000,.,39.226,101,923,0,.,"1,024",.,.,.,.,0.000,1.920,4.955,8.100,.,14.975,228,15,7,.,250,.,.,.,.,0.000,1.061,50.974,33.703,.,85.738,120,133,46,.,299,.,.,.,.,0.000,"2,497.374",957.826,259.905,0.000,"3,715.105","438,036","8,650",530,0,"447,216",0.000,0.000,0.000,0.000,0.000
2021,CA,17612,Bear Valley Electric Service,CISO,AC,2.083,1.485,0.000,0.000,3.568,462,23,0,0,485,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.069,0.010,0.000,0.000,0.079,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.152,1.495,0.000,0.000,3.647,468,24,0,0,492,0.000,0.000,0.000,0.000,0.000
2021,CA,18260,Surprise Valley Electrification,PACW,AC,0.076,0.025,.,.,0.101,8,2,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.076,0.025,0.000,0.000,0.101,8,2,0,0,10,0.000,0.000,0.000,0.000,0.000
2021,CA,19281,Turlock Irrigation District,TIDC,AC,14.854,12.782,16.777,.,44.413,"2,934",86,110,.,"3,130",.,.,.,.,0.000,.,.,.,.,0,0.063,.,3.581,.,3.644,3,.,9,.,12,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.917,12.782,20.358,0.000,48.057,"2,937",86,119,0,"3,142",0.000,0.000,0.000,0.000,0.000
2021,CA,19798,City of Vernon,CISO,AC,.,4.187,.,.,4.187,.,23,.,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,4.187,0.000,0.000,4.187,0,23,0,0,23,0.000,0.000,0.000,0.000,0.000
2021,CA,55787,City of Moreno Valley - (CA),CISO,DC,7.675,5.018,0.000,0.000,12.693,"1,760",21,0,0,"1,781",0.150,0.000,0.000,0.000,0.150,9,0,0,0,9,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,7.675,5.018,0.000,0.000,12.693,"1,760",21,0,0,"1,781",0.000,0.000,0.000,0.000,0.000
2021,CA,57483,Liberty Utilities,CISO,AC,1.556,0.749,.,.,2.305,311,25,.,.,336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.557,0.749,0.000,0.000,2.306,312,25,0,0,337,0.000,0.000,0.000,0.000,0.000
2021,CA,99999,Adjustment 2021,BANC,,-1.872,-0.976,.,.,-2.848,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1.872,-0.976,.,.,-2.848,.,.,.,.,.,.,.,.,.,.
2021,CA,99999,Adjustment 2021,CISO,,-11.067,-7.808,-0.071,0.000,-18.946,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-11.067,-7.808,-0.071,0.000,-18.946,.,.,.,.,.,.,.,.,.,.
2021,CA,99999,Adjustment 2021,PACW,,-0.778,-0.637,-0.361,0.000,-1.776,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.778,-0.637,-0.361,0.000,-1.776,.,.,.,.,.,.,.,.,.,.
2021,CO,3989,City of Colorado Springs - (CO),PSCO,AC,22.320,4.377,0.000,0.000,26.697,"5,064",664,0,0,"5,728",0.632,0.040,0.000,0.000,0.672,80,3,0,0,83,0.733,3.164,0.000,0.000,3.897,456,64,0,0,520,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.006,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,23.053,7.547,0.000,0.000,30.600,"5,520",729,0,0,"6,249",0.000,0.000,0.000,0.000,0.000
2021,CO,5086,Delta Montrose Electric Assn,WACM,DC,6.694,0.990,.,.,7.684,"1,075",46,.,.,"1,121",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.012,.,.,.,0.012,2,.,.,.,2,.,.,.,.,0.000,0.015,0.158,.,.,0.173,3,2,.,.,5,.,.,.,.,0.000,6.721,1.148,0.000,0.000,7.869,"1,080",48,0,0,"1,128",0.000,0.000,0.000,0.000,0.000
2021,CO,5862,"Empire Electric Assn, Inc",WACM,AC,1.829,2.426,0.047,.,4.302,294,62,2,.,358,.,.,.,.,0.000,.,.,.,.,0,0.021,.,.,.,0.021,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.025,.,.,0.025,.,1,.,.,1,.,.,.,.,0.000,1.850,2.451,0.047,0.000,4.348,300,63,2,0,365,0.000,0.000,0.000,0.000,0.000
2021,CO,6604,City of Fort Collins - (CO),PSCO,DC,15.508,2.015,1.588,.,19.111,"2,573",70,12,.,"2,655",0.622,0.050,.,.,0.672,82,1,.,.,83,0.620,.,.,.,0.620,200,.,.,.,200,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,1.976,.,1.976,.,.,6,.,6,.,.,.,.,0.000,16.129,2.015,3.564,0.000,21.708,"2,774",70,18,0,"2,862",0.000,0.000,0.000,0.000,0.000
2021,CO,6638,City of Fountain,PSCO,AC,2.270,.,.,.,2.270,412,.,.,.,412,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,648.000",.,.,.,"1,648.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.270,0.000,0.000,0.000,2.270,412,0,0,0,412,"1,648.000",0.000,0.000,0.000,"1,648.000"
2021,CO,7563,Grand Valley Power,PSCO,DC,3.144,0.075,.,.,3.219,506,9,.,.,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,0.000,3.152,0.075,0.000,0.000,3.227,509,9,0,0,518,0.000,0.000,0.000,0.000,0.000
2021,CO,8570,Highline Electric Assn,WACM,DC,0.379,0.015,0.049,.,0.443,40,1,3,.,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,256.700,12.000,4.490,.,273.190,0.024,.,0.002,.,0.026,2,.,1,.,3,1.680,.,0.440,.,2.120,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.403,0.015,0.051,0.000,0.469,42,1,4,0,47,258.380,12.000,4.930,0.000,275.310
2021,CO,8773,"Holy Cross Electric Assn, Inc",PSCO,DC,15.962,2.860,0.016,0.000,18.838,"2,035",157,2,0,"2,194",0.335,0.000,0.000,0.000,0.335,67,0,0,0,67,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,730.000,195.000,0.000,0.000,925.000,0.000,0.002,0.000,0.000,0.002,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.032,0.009,0.000,0.000,0.041,7,3,0,0,10,0.000,0.000,0.000,0.000,0.000,15.994,2.871,0.016,0.000,18.881,"2,042",161,2,0,"2,205",730.000,195.000,0.000,0.000,925.000
2021,CO,9336,CORE Electric Cooperative,PSCO,AC,26.359,0.153,.,.,26.512,"4,856",12,.,.,"4,868",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.043,.,.,.,0.043,16,.,.,.,16,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,26.402,0.153,0.000,0.000,26.555,"4,872",12,0,0,"4,884",0.000,0.000,0.000,0.000,0.000
2021,CO,10066,K C Electric Association,WACM,AC,0.174,0.232,0.034,.,0.440,19,14,2,.,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.184,0.232,0.034,0.000,0.450,20,14,2,0,36,0.000,0.000,0.000,0.000,0.000
