|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Part|,|Utility Characteristics..Service Type|,|Utility Characteristics.."Data Type O = Observed I = Imputed"|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|Utility Characteristics.BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
2021,276,Alcorn County Elec Power Assn,A,Bundled,O,MS,Cooperative,TVA,"24,716.0","212,118","14,820","19,271.0","154,468","4,110","10,413.0","206,450",6,0.0,0,0,"54,400.0","573,036","18,936"
2021,295,City of Alexandria - (MN),A,Bundled,O,MN,Municipal,MISO,"8,432.6","80,757","8,435","3,731.3","34,996","1,728","13,798.4","171,357",213,.,.,.,"25,962.3","287,110","10,376"
2021,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,398.0,"3,786",216,834.0,"5,699",687,631.0,"7,183",7,.,.,.,"1,863.0","16,668",910
2021,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"5,195.0","50,313","2,682","5,282.0","36,638","4,695","26,736.0","328,628",224,.,.,.,"37,213.0","415,579","7,601"
2021,298,City of Alexandria - (LA),A,Bundled,O,LA,Municipal,MISO,"28,187.0","290,637","20,081","34,116.0","364,999","3,816",443.0,"5,569",7,.,.,.,"62,746.0","661,205","23,904"
2021,305,Alger-Delta Coop Electric Assn,A,Bundled,O,MI,Cooperative,MISO,"10,723.9","52,688","9,739","2,502.1","16,276",548,"2,716.1","30,487",1,0.0,0,0,"15,942.1","99,451","10,288"
2021,307,Algoma Utility Comm,A,Bundled,O,WI,Municipal,MISO,"1,445.7","11,214","1,669","1,908.5","17,410",368,591.4,"7,088",1,0.0,0,0,"3,945.6","35,712","2,038"
2021,392,Alpena Power Co,A,Bundled,O,MI,Investor Owned,MISO,"12,422.3","89,273","13,711","11,396.5","93,101","2,910","11,331.0","165,275",3,0.0,0,0,"35,149.8","347,649","16,624"
2021,407,Altamaha Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"34,042.0","239,670","19,096","17,169.0","174,860","1,925",818.0,"6,756",234,.,.,.,"52,029.0","421,286","21,255"
2021,471,Amana Society Service Co,A,Bundled,O,IA,Investor Owned,MISO,"1,021.4","7,255",709,"1,159.3","8,469",179,"6,018.3","68,306",1,.,.,.,"8,199.0","84,030",889
2021,540,BP Energy Company,B,Energy,O,WA,Retail Power Marketer,PSEI,0.0,0,0,0.0,0,0,"51,124.0","844,229",2,0.0,0,0,"51,124.0","844,229",2
2021,540,BP Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,0.0,0,0,0.0,0,0,"25,823.0","292,824",3,0.0,0,0,"25,823.0","292,824",3
2021,554,City of Ames - (IA),A,Bundled,O,IA,Municipal,MISO,"20,866.8","180,734","24,900","27,747.6","338,779","3,054","10,717.7","139,640",7,0.0,0,0,"59,332.1","659,153","27,961"
2021,562,Amicalola Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"76,406.1","681,433","46,675","14,818.1","117,351","5,464",.,.,.,.,.,.,"91,224.2","798,784","52,139"
2021,571,City of Amory,A,Bundled,O,MS,Municipal,TVA,"4,113.0","37,985","2,884","6,003.0","52,025","1,159","2,851.0","37,070",3,0.0,0,0,"12,967.0","127,080","4,046"
2021,577,City of Alcoa Utilities,A,Bundled,O,TN,Municipal,TVA,"44,096.0","401,347","26,581","23,952.0","220,296","4,007",137.0,920,1,0.0,0,0,"68,185.0","622,563","30,589"
2021,590,City of Anaheim - (CA),A,Bundled,O,CA,Municipal,CISO,"99,110.0","584,098","103,666","116,632.0","674,232","17,466","112,698.0","815,087",271,.,.,.,"328,440.0","2,073,417","121,403"
2021,604,City of Andalusia,A,Bundled,O,AL,Municipal,SOCO,"5,690.7","41,279","3,654","8,552.0","56,898","1,058","16,708.0","324,571",2,.,.,.,"30,950.7","422,748","4,714"
2021,636,City of Anderson - (IN),A,Bundled,O,IN,Municipal,PJM,"36,440.5","317,104","29,489","28,687.8","288,400","3,884","20,408.9","274,533",59,.,.,.,"85,537.2","880,037","33,432"
2021,689,Connexus Energy,A,Bundled,O,MN,Cooperative,MISO,"178,345.5","1,280,095","127,501","67,918.3","620,945","11,760","15,326.8","177,415",417,0.0,0,0,"261,590.6","2,078,455","139,678"
2021,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,"4,119.0","44,532","3,427","4,872.0","54,743","1,245","6,864.0","87,041",15,.,.,.,"15,855.0","186,316","4,687"
2021,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,"10,823.0","79,249","11,148","9,050.0","93,919","1,321","10,994.0","110,474",17,.,.,.,"30,867.0","283,642","12,486"
2021,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,"29,118.8","251,886","24,585","12,281.6","124,834","1,815",.,.,.,.,.,.,"41,400.4","376,720","26,400"
2021,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,"72,833.0","631,326","41,697","28,684.0","244,643","7,119","5,167.0","80,561",7,0.0,0,0,"106,684.0","956,530","48,823"
2021,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,"696,097.0","6,245,479","460,210","313,937.0","3,603,979","79,708","306,993.0","4,719,585","1,932",0.0,0,0,"1,317,027.0","14,569,043","541,850"
2021,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,"682,191.0","4,961,170","353,652","312,202.0","3,107,415","66,639","276,134.0","3,864,980","2,246",0.0,0,0,"1,270,527.0","11,933,565","422,537"
2021,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,0.0,0,0,384.0,"47,924",50,"1,182.0","294,751",6,0.0,0,0,"1,566.0","342,675",56
2021,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,"21,904.0","196,809","13,296","11,663.0","103,005","2,778",304.0,"3,222",1,0.0,0,0,"33,871.0","303,036","16,075"
2021,796,Arizona Electric Pwr Coop Inc,B,Energy,O,CA,Cooperative,CISO,.,.,.,"6,632.0","195,043",1,.,.,.,.,.,.,"6,632.0","195,043",1
2021,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,"1,913,324.2","14,223,711","1,177,343","1,410,728.3","12,838,695","136,904","176,211.4","2,165,830","3,019",.,.,.,"3,500,263.9","29,228,236","1,317,266"
2021,814,Entergy Arkansas LLC,A,Bundled,O,AR,Investor Owned,MISO,"882,770.7","8,054,133","605,469","499,508.6","5,718,617","98,310","496,659.3","8,509,168","23,955",0.8,0,1,"1,878,939.4","22,281,918","727,735"
2021,814,Entergy Arkansas LLC,A,Bundled,O,TN,Investor Owned,MISO,1.7,17,2,4.2,31,3,1.7,5,3,.,.,.,7.6,53,8
2021,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,"89,033.1","724,439","52,575","19,756.6","175,711","4,078","18,332.7","273,437",44,0.0,0,0,"127,122.4","1,173,587","56,697"
2021,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,"7,069.7","57,831","4,177","3,240.8","31,161",523,0.0,0,0,0.0,0,0,"10,310.5","88,992","4,700"
2021,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,"70,660.0","690,905","44,373","39,262.0","356,222","7,452","21,109.0","319,937",14,0.0,0,0,"131,031.0","1,367,064","51,839"
2021,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,"16,317.0","158,400","11,180","16,521.0","146,306","2,418","17,212.0","344,671",7,0.0,0,0,"50,050.0","649,377","13,605"
2021,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,"701,582.3","3,774,086","448,299","184,370.6","1,161,759","46,312","13,028.0","147,071",345,0.0,.,.,"898,980.9","5,082,916","494,956"
2021,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,"42,201.1","446,080","50,868","170,671.7","2,755,847","18,803","23,479.4","536,397",302,.,.,.,"236,352.2","3,738,324","69,973"
2021,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,"219,141.7","4,883,013","453,890","122,146.6","2,589,195","3,253","36,447.7","803,128",92,"1,574.0","21,283",1,"379,310.0","8,296,619","457,236"
2021,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,"6,345.3","72,139","6,658","2,806.0","29,705",913,"31,893.2","322,506",159,.,.,.,"41,044.5","424,350","7,730"
2021,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,"10,984.0","81,154","10,651","13,016.0","119,825","1,201","11,256.0","140,235",1,.,.,.,"35,256.0","341,214","11,853"
2021,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,"470,685.6","4,656,544","469,969","498,769.2","5,611,657","53,460","163,011.2","2,953,975",112,.,.,.,"1,132,466.0","13,222,176","523,541"
2021,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,"13,499.0","97,767","14,888","14,086.0","78,315","1,983","7,653.0","65,385",29,.,.,.,"35,238.0","241,467","16,900"
2021,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,SOCO,"121,031.0","1,020,601","75,804","47,041.0","490,031","7,642",.,.,.,.,.,.,"168,072.0","1,510,632","83,446"
2021,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,"1,237,491.2","10,065,408","933,919","343,897.8","2,786,724","71,116","14,747.3","123,282","3,475",0.0,0,0,"1,596,136.3","12,975,414","1,008,510"
2021,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,"141,548.4","2,842,569","259,324","358,311.5","11,958,184","50,471","25,920.5","1,104,777","2,497","1,594.2","210,000",3,"527,374.6","16,115,530","312,295"
2021,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,"3,493.8","25,536","3,360","7,276.3","70,297",844,"26,277.1","246,864","4,750",.,.,.,"37,047.2","342,697","8,954"
2021,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"50,553.8","458,209","33,262","16,143.3","164,718","5,916","1,644.8","20,558",61,.,.,.,"68,341.9","643,485","39,239"
2021,1179,Versant Power,A,Bundled,O,ME,Investor Owned,NBSO,"30,497.1","188,931","28,823","13,382.8","82,784","7,031","4,394.3","43,155",132,0.0,0,0,"48,274.2","314,870","35,986"
2021,1179,Versant Power,A,Bundled,O,ME,Investor Owned,ISNE,"112,521.3","620,062","98,168","32,428.7","242,182","15,834","4,285.1","34,888",26,0.0,0,0,"149,235.1","897,132","114,028"
2021,1179,Versant Power,C,Delivery,O,ME,Investor Owned,NBSO,5.6,57,14,682.4,"6,654",367,"7,261.0","171,437",85,0.0,0,0,"7,949.0","178,148",466
2021,1179,Versant Power,C,Delivery,O,ME,Investor Owned,ISNE,"6,484.5","59,309","8,652","29,509.3","334,168","3,424","8,206.1","176,168",30,0.0,0,0,"44,199.9","569,645","12,106"
2021,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,339.8,"2,564",540,"1,802.5","13,858",196,0.0,0,0,0.0,0,0,"2,142.3","16,422",736
2021,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"26,973.0","205,085","18,793","2,722.0","26,538",214,"6,710.0","102,528",168,.,.,.,"36,405.0","334,151","19,175"
2021,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"19,593.1","163,162","9,259","6,376.8","48,963","3,455",.,.,.,.,.,.,"25,969.9","212,125","12,714"
2021,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"21,369.0","157,884","11,149","5,450.3","45,729",696,"17,089.2","208,072",11,0.0,0,0,"43,908.5","411,685","11,856"
2021,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,"16,309.5","151,804","10,817","7,541.8","73,457","1,523","6,655.6","67,428",288,.,.,.,"30,506.9","292,689","12,628"
2021,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,SWPP,.,.,.,.,.,.,"84,729.7","1,098,737",1,.,.,.,"84,729.7","1,098,737",1
2021,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,"12,831.0","91,667","9,809","16,363.0","139,654","1,338","17,627.0","193,323",9,.,.,.,"46,821.0","424,644","11,156"
2021,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,"19,045.2","133,310","17,848","16,252.5","122,522","2,231","5,596.6","50,589",139,0.0,0,0,"40,894.3","306,421","20,218"
2021,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,"10,060.0","85,346","5,830","4,496.0","38,239",948,"4,282.0","48,498",2,.,.,.,"18,838.0","172,083","6,780"
2021,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"68,872.0","614,959","39,308","15,889.0","144,455","4,216","37,766.0","699,904",4,.,.,.,"122,527.0","1,459,318","43,528"
2021,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"39,696.5","281,935","20,170","8,972.0","76,688","1,578",19.5,71,18,.,.,.,"48,688.0","358,694","21,766"
2021,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,"14,257.0","109,089","8,555","7,300.0","52,974","1,799","2,570.0","27,086",3,0.0,0,0,"24,127.0","189,149","10,357"
2021,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,"61,570.0","712,677","48,523","38,534.0","546,813","6,558","30,682.0","547,825",991,.,.,.,"130,786.0","1,807,315","56,072"
2021,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,"15,821.1","149,913","12,550","7,069.1","73,213","1,936","3,288.0","40,151",21,.,.,.,"26,178.2","263,277","14,507"
2021,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,"2,904.0","23,216","1,848","3,645.0","30,808",692,967.0,"11,883",1,0.0,0,0,"7,516.0","65,907","2,541"
2021,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,"31,122.0","272,312","23,052","35,727.0","400,014","3,511",.,.,.,.,.,.,"66,849.0","672,326","26,563"
2021,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"12,300.0","83,997","9,083","20,508.0","172,074","3,424","4,581.0","39,444",697,.,.,.,"37,389.0","295,515","13,204"
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0.0,0,0,0.0,0,0,"7,554.0","179,082",1,0.0,0,0,"7,554.0","179,082",1
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,0.0,0,0,"8,545.0","175,334",3,0.0,0,0,"8,545.0","175,334",3
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,ISNE,0.0,0,0,0.0,0,0,"5,032.0","94,276",1,0.0,0,0,"5,032.0","94,276",1
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0.0,0,0,0.0,0,0,15.0,300,1,0.0,0,0,15.0,300,1
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,0.0,0,0,0.0,0,0,"8,908.0","192,418",4,0.0,0,0,"8,908.0","192,418",4
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,0.0,0,0,0.0,0,0,"28,033.0","585,686",3,0.0,0,0,"28,033.0","585,686",3
2021,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,"190,420.0","1,418,499","100,261","62,102.0","496,767","13,121","110,020.0","2,053,627",11,0.0,0,0,"362,542.0","3,968,893","113,393"
2021,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,BPAT,"18,776.3","216,023","12,406","10,370.2","156,403","1,509","13,372.5","219,756","1,394",.,.,.,"42,519.0","592,182","15,309"
2021,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,TVA,"12,629.0","113,898","9,540","17,788.0","157,611","1,817",638.0,"9,516",1,0.0,0,0,"31,055.0","281,025","11,358"
2021,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,PJM,"19,045.0","160,321","11,721","3,647.0","33,707","1,042","1,322.0","16,304",9,.,.,.,"24,014.0","210,332","12,772"
2021,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,"9,251.3","109,602","5,234","8,854.7","111,686","1,963","21,852.0","361,343","2,489",0.0,0,0,"39,958.0","582,631","9,686"
2021,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,BPAT,.,.,.,221.0,"5,624",1,.,.,.,.,.,.,221.0,"5,624",1
2021,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,BPAT,.,.,.,"31,039.3","717,614",7,"15,392.4","530,688",3,.,.,.,"46,431.7","1,248,302",10
2021,1763,"Black River Electric Coop, Inc - (SC)",A,Bundled,O,SC,Cooperative,SC,"54,939.7","454,974","29,436","15,446.9","125,296","4,115","7,755.8","103,693",12,.,.,.,"78,142.4","683,963","33,563"
2021,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,PJM,"4,895.0","35,789","3,483","1,764.0","13,661",479,0.0,0,0,0.0,0,0,"6,659.0","49,450","3,962"
2021,1769,"Black Hills Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,"16,837.0","118,431","8,604","4,813.5","35,237","1,866",580.0,"4,561",87,0.0,0,0,"22,230.5","158,229","10,557"
2021,1775,Black River Electric Coop - (MO),A,Bundled,O,MO,Cooperative,AECI,"30,694.0","296,799","20,990","14,029.0","147,316","3,858","1,560.0","25,715",3,.,.,.,"46,283.0","469,830","24,851"
2021,1776,City of Black River Falls,A,Bundled,O,WI,Municipal,MISO,"2,693.1","19,161","2,231","4,182.6","35,060",543,0.0,0,0,0.0,0,0,"6,875.7","54,221","2,774"
2021,1780,Black Warrior Elec Member Corp,A,Bundled,O,AL,Cooperative,SOCO,"29,935.9","265,595","20,205","10,994.6","96,716","6,502",735.1,"8,441",2,0.0,0,0,"41,665.6","370,752","26,709"
2021,1857,Block Island Utility District,A,Bundled,O,RI,Political Subdivision,ISNE,"2,897.0","6,894","1,610","2,757.0","7,232",412,0.0,0,0,0.0,0,0,"5,654.0","14,126","2,022"
2021,1884,BENCO Electric Cooperative,A,Bundled,O,MN,Cooperative,MISO,"31,582.2","218,847","17,643","13,632.8","112,654","1,517","1,363.0","12,454",8,.,.,.,"46,578.0","343,955","19,168"
2021,1886,Blue Grass Energy Coop Corp,A,Bundled,O,KY,Cooperative,PJM,"92,563.0","842,278","57,902","17,557.0","160,819","3,048","18,304.0","278,950",11,.,.,.,"128,424.0","1,282,047","60,961"
2021,1889,Blue Ridge Elec Member Corp - (NC),A,Bundled,O,NC,Cooperative,DUK,"92,292.0","731,293","69,741","27,555.0","265,796","8,473","6,584.0","108,366",7,.,.,.,"126,431.0","1,105,455","78,221"
2021,1890,Blue Ridge Electric Coop Inc - (SC),A,Bundled,O,SC,Cooperative,DUK,"119,641.1","782,968","63,478","22,834.4","185,378","5,185","12,604.3","141,051",29,.,.,.,"155,079.8","1,109,397","68,692"
2021,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,GA,Cooperative,TVA,"40,956.0","322,209","29,314","23,016.0","170,173","7,715",0.0,0,0,0.0,0,0,"63,972.0","492,382","37,029"
2021,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,NC,Cooperative,TVA,"21,018.0","165,547","14,973","7,400.0","46,538","4,003",0.0,0,0,0.0,0,0,"28,418.0","212,085","18,976"
2021,1892,"Bluebonnet Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"154,072.5","1,383,657","96,917","68,290.0","799,278","14,207","17,427.8","262,461","1,558",.,.,.,"239,790.3","2,445,396","112,682"
2021,1896,City of Bluffton - (IN),A,Bundled,O,IN,Municipal,PJM,"4,905.0","50,701","4,915","3,375.0","32,514",980,"14,871.0","182,326",37,.,.,.,"23,151.0","265,541","5,932"
2021,1936,Bolivar Energy Authority,A,Bundled,O,TN,Municipal,TVA,"15,551.0","126,607","8,907","10,070.0","74,336","2,404","1,057.0","19,302",1,0.0,0,0,"26,678.0","220,245","11,312"
2021,1997,City of Boscobel - (WI),A,Bundled,O,WI,Municipal,MISO,"1,260.0","11,797","1,412","2,753.9","30,763",337,0.0,0,0,0.0,0,0,"4,013.9","42,560","1,749"
2021,2001,Boone Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"50,283.0","427,088","32,588","8,743.0","91,161","1,210","4,595.0","50,540",7,.,.,.,"63,621.0","568,789","33,805"
2021,2008,City of Boulder City - (NV),A,Bundled,O,NV,Municipal,WALC,"10,158.0","100,013","7,088","5,998.0","51,752",920,128.0,952,6,0.0,0,0,"16,284.0","152,717","8,014"
2021,2010,City of Bountiful,A,Bundled,O,UT,Municipal,PACE,"16,869.0","158,154","15,585","8,708.0","89,886","1,658","2,052.0","28,909",1,0.0,0,0,"27,629.0","276,949","17,244"
2021,2049,"Bowie-Cass Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,"62,541.5","490,782","34,053","12,698.4","103,025","4,680","4,496.2","45,648",8,.,.,.,"79,736.1","639,455","38,741"
2021,2054,City of Bowling Green - (OH),A,Bundled,O,OH,Municipal,PJM,"15,398.0","102,011","12,884","8,528.0","58,642","1,662","36,282.0","343,461",75,.,.,.,"60,208.0","504,114","14,621"
2021,2056,City of Bowling Green - (KY),A,Bundled,O,KY,Municipal,TVA,"30,620.0","287,029","26,044","44,388.0","447,709","5,265","7,978.0","121,895",6,0.0,0,0,"82,986.0","856,633","31,315"
2021,2089,Bozrah Light & Power Company,A,Bundled,O,CT,Municipal,ISNE,"4,479.4","23,613","2,416","1,651.5","8,105",374,"13,716.0","181,656",14,.,.,.,"19,846.9","213,374","2,804"
2021,2144,Town of Braintree - (MA),A,Bundled,O,MA,Municipal,ISNE,"17,016.0","118,768","13,996","28,201.0","182,844","2,744","2,375.0","17,339",5,.,.,.,"47,592.0","318,951","16,745"
