|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2021,3762,City of Cleveland - (OH),OH,Municipal,204.095,1.661,122.875,204.095,1.661,122.875,.,.,.,"74,090",13.8,N,.,.,.,.,.,.,.,,,.,
2021,3812,City of Clinton - (TN),TN,Municipal,127.4,1.532,83.159,101.4,1.323,76.644,124,1.388,89.337,"29,917",13,Y,.,.,.,.,.,.,.,,,.,
2021,3828,Cloverland Electric Co-op,MI,Cooperative,"1,019.50",3.87,263.437,286,2.39,119.665,993.1,3.64,272.83,"43,525",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,3841,Coast Electric Power Assn,MS,Cooperative,803.86,2.7,297.726,121.1,1.84,65.815,803.86,2.7,297.726,"86,078",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,3843,Coastal Electric Member Corp,GA,Cooperative,165.8,2.19,75.708,142.7,1.97,72.437,155.4,2.03,76.552,"21,295",25,Y,.,.,.,.,.,.,.,,,.,
2021,3855,Columbia Power System,TN,Municipal,97.491,2.778,35.094,73.897,2.476,29.845,97.491,2.778,35.094,"32,897",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,3892,City of Coffeyville - (KS),KS,Municipal,8.352,0.056,149.143,3.859,0.05,77.18,.,0.05,.,"5,899",69,N,.,.,.,.,.,.,.,,,.,
2021,3915,Coldwater Board of Public Util,MI,Municipal,17.059,0.087,196.08,17.059,0.087,196.08,17.059,0.087,196.08,"7,207",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,3916,Cobb Electric Membership Corp,GA,Cooperative,27.67,0.583,47.461,27.67,0.583,47.461,27.67,0.583,47.461,"211,141",20,Y,.,.,.,.,.,.,.,,,.,
2021,3940,City of College Station - (TX),TX,Municipal,43.7,0.57,76.667,22.1,0.38,58.158,43.7,0.57,76.667,"45,095",15,Y,.,.,.,.,.,.,.,,,.,
2021,3989,City of Colorado Springs - (CO),CO,Municipal,230.96,0.989,233.529,49.9,0.805,61.988,230.96,0.989,233.529,"269,991",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,4041,"Columbia Rural Elec Assn, Inc",WA,Cooperative,224.721,1.943,115.657,187.336,1.802,103.96,167.67,1.108,151.327,"5,809",24.9,N,.,.,.,.,.,.,.,,,.,
2021,4045,City of Columbia - (MO),MO,Municipal,493.13,0.87,566.816,38.88,0.62,62.71,493.13,0.87,566.816,"51,625",69,N,.,.,.,.,.,.,.,,,.,
2021,4063,Co-Mo Electric Coop Inc,MO,Cooperative,116.4,0.88,132.273,66.9,0.628,106.529,116.4,0.88,132.273,"32,551",25,Y,.,.,.,.,.,.,.,,,.,
2021,4065,City of Columbus - (OH),OH,Municipal,175.89,1.77,99.373,175.89,1.77,99.373,175.89,1.77,99.373,"16,540",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,4068,City of Columbus - (MS),MS,Municipal,599.453,0.825,726.61,26.483,0.499,53.072,.,.,.,"12,700",13,N,.,.,.,.,.,.,.,,,.,
2021,4110,Commonwealth Edison Co,IL,Investor Owned,101.6,0.77,131.948,43.46,0.59,73.661,100.84,0.76,132.684,"4,175,582",34,Y,.,.,.,.,.,.,.,,,.,
2021,4146,Concho Valley Elec Coop Inc,TX,Cooperative,809.817,3.895,207.912,543.421,2.99,181.746,748.796,2.758,271.5,"15,396",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,4150,City of Concord - (NC),NC,Municipal,130.627,1.135,115.09,23.13,0.43,53.791,.,.,.,"32,594",13.2,N,.,.,.,.,.,.,.,,,.,
2021,4176,Connecticut Light & Power Co,CT,Investor Owned,170.035,0.981,173.328,75.996,0.686,110.781,168.788,0.968,174.368,"1,286,768",24.5,Y,.,.,.,.,.,.,.,,,.,
2021,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,36.281,0.164,221.226,19.6,0.139,141.007,"3,498,725",N,,33,N
2021,4237,Consolidated Electric Coop,MO,Cooperative,239.9,1.32,181.742,92.86,0.64,145.094,239.9,1.32,181.742,"8,131",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,4254,Consumers Energy Co,MI,Investor Owned,911.2,1.601,569.144,227.9,1.053,216.429,905,1.579,573.148,"1,857,586",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,4262,Cooke County Elec Coop Assn,TX,Cooperative,105.15,1.06,99.198,105.15,.,.,.,.,.,"18,374",7.2,Y,.,.,.,.,.,.,.,,,.,
2021,4265,Continental Divide El Coop Inc,NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,252.64,.,.,128.87,.,.,"23,658",N,F,25,N
2021,4280,Conway Corporation,AR,Municipal,28.276,0.328,86.207,28.276,0.328,86.207,.,.,.,"32,324",13.8,N,.,.,.,.,.,.,.,,,.,
2021,4296,"Cookson Hills Elec Coop, Inc",OK,Cooperative,117.459,0.809,145.19,106.638,0.776,137.42,117.459,0.809,145.19,"18,364",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,100.57,0.78,128.936,100.57,0.78,128.936,100.57,0.78,128.936,"18,405",24.9,N,.,.,.,.,.,.,.,,,.,
2021,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,306.16,1.95,157.005,129.57,1.58,82.006,289.8,1.69,171.479,"17,382",24.9,N,.,.,.,.,.,.,.,,,.,
2021,4362,Corn Belt Energy Corporation,IL,Cooperative,737.3,6.64,111.039,219.1,4.71,46.518,662.8,6.51,101.813,"36,602",69,Y,.,.,.,.,.,.,.,,,.,
2021,4373,Cornhusker Public Power Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,226.24,.,.,226.24,.,.,"10,173",N,O,12.5,N
2021,4401,"Cotton Electric Coop, Inc",OK,Cooperative,209.755,2.316,90.568,167.519,1.791,93.534,162.25,1.17,138.675,"22,441",25,N,.,.,.,.,.,.,.,,,.,
2021,4430,"Covington Electric Coop, Inc",AL,Cooperative,158.61,1.795,88.362,81.23,1.342,60.529,117.423,1.575,74.554,"23,571",25,Y,.,.,.,.,.,.,.,,,.,
2021,4432,Coweta-Fayette El Member Corp,GA,Cooperative,139.89,1.09,128.339,92.14,0.99,93.071,128.96,0.95,135.747,"85,044",25,Y,.,.,.,.,.,.,.,,,.,
2021,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,333.21,1.594,209.04,97.651,0.862,113.284,333.21,1.594,209.04,"52,328",25,Y,.,.,.,.,.,.,.,,,.,
2021,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,6.7,0.06,111.667,6.7,0.06,111.667,"10,115",N,F,13.8,N
2021,4509,Craighead Electric Coop Corp,AR,Cooperative,307.7,2,153.85,82.2,1.3,63.231,290.5,1.7,170.882,"31,932",34.5,,.,.,.,.,.,.,.,,,.,
2021,4524,"Crawford Electric Coop, Inc",MO,Cooperative,205.872,1.521,135.353,205.872,1.521,135.353,204.969,1.401,146.302,"20,821",25,Y,.,.,.,.,.,.,.,,,.,
2021,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,90.173,0.861,104.731,83.908,0.84,99.89,81.786,0.738,110.821,"44,645",15,Y,.,.,.,.,.,.,.,,,.,
2021,4618,"Cullman Electric Coop, Inc",AL,Cooperative,533.52,3.24,164.667,351.78,2.65,132.747,533.52,3.24,164.667,"45,133",46,Y,.,.,.,.,.,.,.,,,.,
2021,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,971.9,3.74,259.866,278,2.413,115.209,963,3.584,268.694,"24,140",25,Y,.,.,.,.,.,.,.,,,.,
2021,4624,Cumberland Elec Member Corp,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,214.52,2.57,83.471,167.91,2.26,74.296,"106,092",N,F,25,N
2021,4675,Cuivre River Electric Coop Inc,MO,Cooperative,373.68,1.559,239.692,130.1,1.019,127.674,369.79,1.436,257.514,"68,567",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,4683,City of Cuyahoga Falls - (OH),OH,Municipal,"2,248.31",1.7,"1,322.54",33.97,0.47,72.277,83.181,0.756,110.028,"26,174",23,N,.,.,.,.,.,.,.,,,.,
2021,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,104.5,0.411,254.258,77.3,0.363,212.948,97.8,0.353,277.054,"6,756",25,Y,.,.,.,.,.,.,.,,,.,
2021,4743,"Consumers Power, Inc",OR,Cooperative,"1,782.00",3.442,517.722,371,2.037,182.131,"1,754.00",3.277,535.246,"22,989",25,Y,.,.,.,.,.,.,.,,,.,
2021,4848,Daviess Martin County R E M C,IN,Cooperative,257.088,2.625,97.938,257.088,2.625,97.938,243.015,2.298,105.751,"8,367",12.5,N,.,.,.,.,.,.,.,,,.,
2021,4911,Dawson Power District,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,119.8,.,.,67.6,.,.,"23,845",Y,O,.,Y
2021,4922,Dayton Power & Light Co,OH,Investor Owned,179.59,0.99,181.404,107.99,0.81,133.321,165.31,0.9,183.678,"606,136",12,N,.,.,.,.,.,.,.,,,.,
2021,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,403,3,134.333,254.5,2.1,121.19,388.5,2.9,133.966,"15,016",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,4958,Decatur Utilities,AL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,78.5,1.05,74.762,.,.,.,"26,645",N,O,12,Y
2021,4960,Decatur County Rural E M C,IN,Cooperative,505.337,2.271,222.517,213.343,1.762,121.08,447.916,1.829,244.897,"8,152",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,"1,640.72",.,.,656.46,.,.,"1,632.30",.,.,"44,031",12.5,N,.,.,.,.,.,.,.,,,.,
2021,5027,Delmarva Power,DE,Investor Owned,61,0.82,74.39,61,0.82,74.39,61,0.82,74.39,"327,521",69,Y,.,.,.,.,.,.,.,,,.,
2021,5027,Delmarva Power,MD,Investor Owned,65,0.82,79.268,65,0.82,79.268,65,0.82,79.268,"209,020",69,Y,.,.,.,.,.,.,.,,,.,
2021,5063,City of Denton - (TX),TX,Municipal,"1,150.71",.,.,41.41,0.51,81.196,44.92,0.54,83.185,"57,597",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,5070,Delaware Electric Cooperative,DE,Cooperative,78.07,1.472,53.037,78.07,1.472,53.037,76.34,1.361,56.091,"106,742",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,5078,"Denton County Elec Coop, Inc",TX,Cooperative,"1,032.81",.,.,40.63,0.63,64.492,"1,029.20",22,46.782,"274,949",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,5109,DTE Electric Company,MI,Investor Owned,927.404,1.581,586.593,135.601,0.924,146.754,927.404,1.581,586.593,"2,226,029",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,5148,City of Dickson,TN,Municipal,718.445,6.345,113.23,334.983,4.621,72.491,718.445,6.345,113.23,"37,171",13,Y,.,.,.,.,.,.,.,,,.,
2021,5175,Dixie Electric Power Assn,MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,238.1,1.876,126.919,184.769,1.692,109.202,"40,048",N,F,24.9,Y
2021,5202,Dixie Electric Membership Corp,LA,Cooperative,"7,779.77",6.648,"1,170.24",239.161,2.886,82.869,"7,773.88",6.603,"1,177.33","113,193",69,Y,.,.,.,.,.,.,.,,,.,
2021,5204,Dixie Electric Coop,AL,Cooperative,309.59,1.747,177.212,119.05,1.317,90.395,207.672,1.269,163.65,"24,897",13.2,N,.,.,.,.,.,.,.,,,.,
2021,5336,City of Dover - (OH),OH,Municipal,16.223,0.198,81.934,12.659,0.085,148.929,12.659,0.085,148.929,"6,841",12.5,N,.,.,.,.,.,.,.,,,.,
2021,5394,Dubois Rural Electric Coop Inc,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,51,0.6,85,49,0.6,81.667,"14,164",N,L,12.5,Y
2021,5399,Duck River Elec Member Corp,TN,Cooperative,464.47,2.06,225.471,131.72,1.59,82.843,461.269,1.997,230.981,"79,465",26,N,.,.,.,.,.,.,.,,,.,
2021,5416,"Duke Energy Carolinas, LLC",NC,Investor Owned,259,1.252,206.869,153.58,1.104,139.112,244.41,1.136,215.15,"2,088,852",44,Y,.,.,.,.,.,.,.,,,.,
2021,5416,"Duke Energy Carolinas, LLC",SC,Investor Owned,156.52,1.147,136.46,147.82,1.092,135.366,143.44,1.013,141.599,"624,162",24,Y,.,.,.,.,.,.,.,,,.,
2021,5417,Dunn County Electric Coop,WI,Cooperative,123.67,0.92,134.424,76.45,0.626,122.125,123.19,0.88,139.989,"10,269",7.2,Y,.,.,.,.,.,.,.,,,.,
2021,5480,Town of Danvers,MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,45.5,0.5,91,45.5,0.5,91,"13,359",Y,F,22.9,N
2021,5487,Duquesne Light Co,PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,173,0.93,186.022,173,0.93,186.022,"607,609",N,F,23,N
2021,5509,City of Dyersburg,TN,Municipal,304.232,3.157,96.367,20.406,0.415,49.171,304.232,3.157,96.367,"11,985",13.2,N,.,.,.,.,.,.,.,,,.,
2021,5574,East Central Energy,MN,Cooperative,64.8,0.755,85.828,46.5,0.6,77.5,59.5,0.647,91.963,"63,311",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,5578,East Mississippi Elec Pwr Assn,MS,Cooperative,57.8,3.4,17,3.39,1.53,2.216,56.5,3.22,17.547,"12,791",25,Y,.,.,.,.,.,.,.,,,.,
2021,5585,Eastern Illinois Elec Coop,IL,Cooperative,303.8,2.37,128.186,130.9,1.25,104.72,265.6,1.96,135.51,"13,515",7.2,Y,.,.,.,.,.,.,.,,,.,
2021,5588,East-Central Iowa Rural Elec Coop,IA,Cooperative,103.36,1.3,79.508,87.81,1.1,79.827,.,.,.,"8,926",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,5598,East Central Oklahoma Elec Coop Inc,OK,Cooperative,197.5,1.725,114.493,197.5,1.725,114.493,185.9,1.491,124.681,"35,571",25,Y,.,.,.,.,.,.,.,,,.,
2021,5605,Eastern Iowa Light & Power Coop,IA,Cooperative,127,1.31,96.947,106,1.22,86.885,108,1.12,96.429,"23,921",7.2,Y,.,.,.,.,.,.,.,,,.,
2021,5609,Eastern Maine Electric Coop,ME,Cooperative,498.6,5.107,97.631,498.6,5.107,97.631,268.69,1.57,171.14,"12,822",25,Y,.,.,.,.,.,.,.,,,.,
2021,5625,Easton Utilities Comm,MD,Municipal,.,.,.,.,.,.,.,.,.,.,.,,14.98,0.25,59.92,.,.,.,"10,833",Y,F,25,N
2021,5644,"Edisto Electric Coop, Inc",SC,Cooperative,180.218,.,.,180.218,.,.,176.81,.,.,"20,699",14.4,N,.,.,.,.,.,.,.,,,.,
2021,5656,Edgecombe-Martin County E M C,NC,Cooperative,96.239,0.943,102.056,96.239,0.943,102.056,96.239,0.943,102.056,"11,525",25,Y,.,.,.,.,.,.,.,,,.,
2021,5661,City of Edmond - (OK),OK,Municipal,102.393,1.743,58.745,43.951,1.066,41.23,43.951,1.066,41.23,"42,095",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,5701,El Paso Electric Co,NM,Investor Owned,192.822,1.294,149.012,156.237,1.159,134.803,182.111,1.241,146.745,"104,176",23.9,Y,.,.,.,.,.,.,.,,,.,
2021,5701,El Paso Electric Co,TX,Investor Owned,155.864,1.119,139.289,145.306,1.057,137.47,133.581,0.916,145.831,"334,112",23.9,Y,.,.,.,.,.,.,.,,,.,
2021,5773,City of Elk River,MN,Municipal,49.261,0.39,126.31,49.261,0.39,126.31,49.261,0.39,126.31,"12,789",12.5,N,.,.,.,.,.,.,.,,,.,
2021,5780,Elkhorn Rural Public Pwr Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,152.14,1.91,79.654,60.39,0.94,64.245,"9,919",N,F,12.5,N
2021,5860,Empire District Electric Co,AR,Investor Owned,224.2,1.284,174.611,40.77,0.447,91.208,.,.,.,"5,557",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,5860,Empire District Electric Co,KS,Investor Owned,119.7,1.312,91.235,105.41,1.263,83.46,.,.,.,"11,654",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,5860,Empire District Electric Co,MO,Investor Owned,174.12,1.457,119.506,141.92,1.231,115.288,.,.,.,"174,258",25,Y,.,.,.,.,.,.,.,,,.,
2021,5860,Empire District Electric Co,OK,Investor Owned,63.59,0.967,65.76,63.59,0.967,65.76,.,.,.,"6,629",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,5862,"Empire Electric Assn, Inc",CO,Cooperative,225.15,1.55,145.258,225.15,1.55,145.258,.,.,.,"16,151",44,Y,.,.,.,.,.,.,.,,,.,
2021,5905,Excelsior Electric Member Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,123.55,.,.,123.55,.,.,"23,853",N,O,24.9,Y
2021,5929,"Fairfield Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,121.76,2.1,57.981,108.17,1.4,77.264,"30,704",N,L,25,Y
2021,5930,Village of Fairport - (NY),NY,Municipal,128.49,0.67,191.776,17.986,0.19,94.663,.,.,.,"17,658",12.5,N,.,.,.,.,.,.,.,,,.,
2021,5961,Town of Erwin - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,62.1,1.68,36.964,62.1,1.68,36.964,"8,946",N,L,12.4,Y
2021,6022,City of Eugene - (OR),OR,Municipal,46.07,0.33,139.606,46.07,0.33,139.606,46.07,0.33,139.606,"96,147",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,6169,Fall River Rural Elec Coop Inc,ID,Cooperative,168.343,1.327,126.86,137.398,1.048,131.105,140.865,1.188,118.573,"16,155",12,Y,.,.,.,.,.,.,.,,,.,
2021,6169,Fall River Rural Elec Coop Inc,MT,Cooperative,10.146,0.072,140.917,3.38,0.037,91.351,10.146,0.072,140.917,"2,025",12,Y,.,.,.,.,.,.,.,,,.,
2021,6169,Fall River Rural Elec Coop Inc,WY,Cooperative,34.22,0.44,77.773,31.47,0.42,74.929,34.2,0.44,77.727,376,12,Y,.,.,.,.,.,.,.,,,.,
2021,6181,"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,194.84,1,194.84,79.11,0.73,108.37,"13,398",N,O,13.2,N
2021,6182,"Farmers Electric Coop, Inc - (TX)",TX,Cooperative,791.346,.,.,51.659,0.862,59.929,56.287,0.917,61.382,"72,833",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,6194,Farmers Rural Electric Coop Corp - (KY),KY,Cooperative,151.498,1.174,129.044,99.899,0.935,106.844,151.498,1.174,129.044,"25,107",68.9,N,.,.,.,.,.,.,.,,,.,
2021,6198,"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,296,1.917,154.408,165,1.676,98.449,"13,507",N,F,.,N
2021,6204,City of Farmington - (NM),NM,Municipal,125.009,1.147,108.988,.,.,.,.,.,.,"45,057",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,6234,City of Fayetteville,TN,Municipal,165.682,1.883,87.988,142.328,1.814,78.461,165.682,1.883,87.988,"19,125",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,6235,Fayetteville Public Works Commission,NC,Municipal,107.14,1.532,69.935,47.68,0.651,73.241,107.14,1.532,69.935,"86,815",25,Y,.,.,.,.,.,.,.,,,.,
2021,6258,Federated Rural Electric Assn,MN,Cooperative,120.89,0.99,122.111,120.89,0.99,122.111,59.67,0.59,101.136,"6,886",7.2,Y,.,.,.,.,.,.,.,,,.,
2021,6342,First Electric Coop Corp,AR,Cooperative,156.137,1.465,106.578,116.763,1.301,89.749,97.044,0.93,104.348,"97,594",25,Y,.,.,.,.,.,.,.,,,.,
2021,6374,Fitchburg Gas & Elec Light Co,MA,Investor Owned,218.35,2.795,78.122,77.1,1.271,60.661,218.35,2.795,78.122,"30,484",69,Y,.,.,.,.,.,.,.,,,.,
2021,6395,Flathead Electric Coop Inc,MT,Cooperative,670.86,2.619,256.151,164.628,1.966,83.738,661.352,1.955,338.287,"69,430",24.9,N,.,.,.,.,.,.,.,,,.,
2021,6411,Flint Electric Membership Corp,GA,Cooperative,408,0.96,425,62,0.83,74.699,389,0.84,463.095,"90,454",25,Y,.,.,.,.,.,.,.,,,.,
2021,6424,Florence Utility Comm,WI,Municipal,146.085,1.095,133.411,57.35,0,.,57.352,0.767,74.774,"1,500",12.4,N,.,.,.,.,.,.,.,,,.,
2021,6427,City of Floresville,TX,Municipal,326.883,2.754,118.694,148.441,1.484,100.028,326.883,2.754,118.694,"16,807",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,443.86,1.48,299.905,157.33,1.127,139.601,425.14,1.303,326.278,"25,310",25,Y,.,.,.,.,.,.,.,,,.,
2021,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,84.056,1.033,81.371,30.482,0.574,53.105,84.056,1.033,81.371,"33,150",25,Y,.,.,.,.,.,.,.,,,.,
2021,6452,Florida Power & Light Co,FL,Investor Owned,54.7,0.58,94.31,44.85,0.51,87.941,54.7,0.58,94.31,"5,241,308",23,Y,.,.,.,.,.,.,.,,,.,
2021,6455,"Duke Energy Florida, LLC",FL,Investor Owned,97.76,1.045,93.55,89.66,1.004,89.303,90.77,0.968,93.771,"1,902,535",25,Y,.,.,.,.,.,.,.,,,.,
2021,6457,Florida Public Utilities Co,FL,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,416.3,1.96,212.398,136.53,1.36,100.39,"29,739",N,L,12.5,N
2021,6491,Foley Board of Utilities,AL,Municipal,51.319,0.892,57.533,44.912,0.848,52.962,50.494,0.828,60.983,"51,927",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,6582,City of Forest Grove,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,18.6,0.364,51.099,.,.,.,"10,586",N,L,12.5,N
2021,6604,City of Fort Collins - (CO),CO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,18.39,0.32,57.469,18.39,0.32,57.469,"77,682",N,L,13.8,N
2021,6608,Fort Loudoun Electric Coop,TN,Cooperative,271.02,2.561,105.826,271.02,2.561,105.826,271.02,2.561,105.826,"33,374",13,Y,.,.,.,.,.,.,.,,,.,
2021,6616,Fort Pierce Utilities Authority,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,66.7,1.13,59.027,66.7,1.13,59.027,"28,868",Y,L,15,Y
2021,6640,Four County Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,61.85,.,.,61.85,.,.,"33,603",Y,L,7.2,Y
2021,6641,4-County Electric Power Assn,MS,Cooperative,508.5,2,254.25,111.2,1.311,84.821,484.376,1.695,285.768,"49,050",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,6708,City of Frankfort - (KY),KY,Municipal,25.19,0.263,95.779,9.872,0.131,75.359,25.19,0.263,95.779,"21,555",13.8,N,.,.,.,.,.,.,.,,,.,
2021,6709,Easley Combined Utility System,SC,Municipal,76.25,1.36,56.066,76.25,1.36,56.066,76.25,1.36,56.066,"15,654",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,6716,PUD No 1 of Franklin County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,51.9,0.36,144.167,51.9,0.36,144.167,"34,031",N,F,12.5,Y
2021,6775,Village of Freeport - (NY),NY,Municipal,33.7,1.31,25.725,18.77,1.2,15.642,.,.,.,"14,613",13.8,N,.,.,.,.,.,.,.,,,.,
2021,6779,City of Fremont - (NE),NE,Municipal,164.336,1.289,127.491,19.489,0.226,86.235,164.336,1.289,127.491,"15,202",15,N,.,.,.,.,.,.,.,,,.,
2021,6782,Freeborn Mower Electric Cooperative,MN,Cooperative,155.1,1.101,140.872,75.6,0.734,102.997,141.9,0.936,151.603,"21,113",25,Y,.,.,.,.,.,.,.,,,.,
2021,6784,French Broad Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,143.51,1.02,140.696,.,.,.,"39,680",N,L,14.4,N
2021,6894,City of Gaffney - (SC),SC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,72.392,1.048,69.076,72.29,1.047,69.045,"7,382",N,O,25,Y
2021,6909,Gainesville Regional Utilities,FL,Municipal,78.33,1.467,53.395,78.33,1.467,53.395,78.33,1.467,53.395,"100,190",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,6923,City of Gallatin - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,84,0.68,123.529,37.2,0.35,106.286,"22,824",N,L,13,N
2021,6957,"Garkane Energy Coop, Inc",UT,Cooperative,145.3,.,.,141.6,.,.,3.7,.,.,"14,559",.,N,.,.,.,.,.,.,.,,,.,
2021,6958,City of Garland - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,9.5,0.2,47.5,9.5,0.2,47.5,"73,607",N,L,12.5,Y
2021,7027,City of Gastonia - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,123.49,1.303,94.774,60.55,0.939,64.483,"30,072",N,L,12.5,Y
2021,7090,GreyStone Power Corporation,GA,Cooperative,174.54,1.698,102.792,91.62,1.285,71.3,171.38,1.56,109.859,"138,609",25,Y,.,.,.,.,.,.,.,,,.,
2021,7096,City of Geneva- (IL),IL,Municipal,50.712,0.385,131.719,50.712,0.385,131.719,.,.,.,"10,153",34.5,N,.,.,.,.,.,.,.,,,.,
2021,7129,City of Georgetown - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,"1,556.30",7.093,219.414,46.579,0.547,85.154,"29,984",N,L,25,Y
2021,7140,Georgia Power Co,GA,Investor Owned,146.83,1.28,114.711,141.13,1.25,112.904,.,.,.,"2,570,320",38,Y,.,.,.,.,.,.,.,,,.,
2021,7174,Gibson Electric Members Corp,TN,Cooperative,958.94,3.56,269.365,132.89,3.56,37.329,605.58,3.06,197.902,"38,702",25,Y,.,.,.,.,.,.,.,,,.,
