|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2021,11135,City of Logan - (UT),UT,Municipal,157.34,0.997,157.813,15.671,0.372,42.126,157.34,0.997,157.813,"19,153",46,N,.,.,.,.,.,.,.,,,.,
2021,11171,Long Island Power Authority,NY,State,.,.,.,.,.,.,.,.,.,.,.,,67.3,0.727,92.572,54.7,0.679,80.56,"1,147,438",N,O,13.2,Y
2021,11187,City of Longmont,CO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,23.516,0.424,55.462,23.516,0.424,55.462,"46,337",N,F,12.5,N
2021,11200,"Lorain-Medina R E C, Inc",OH,Cooperative,127.664,.,.,127.664,.,.,88.392,.,.,"16,617",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,11204,Los Alamos County,NM,Municipal,232.488,2.464,94.354,172.359,1.994,86.439,172.359,1.994,86.439,"9,045",13.2,N,.,.,.,.,.,.,.,,,.,
2021,11208,Los Angeles Department of Water & Power,CA,Municipal,140.24,0.76,184.526,140.24,0.76,184.526,.,.,.,"1,580,125",34.5,N,.,.,.,.,.,.,.,,,.,
2021,11241,Entergy Louisiana LLC,LA,Investor Owned,"6,692.00",3.159,"2,118.39",246.6,1.618,152.41,"6,623.80",2.971,"2,229.49","1,121,813",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,11249,Louisville Gas & Electric Co,KY,Investor Owned,102.4,0.948,108.017,78.97,0.885,89.232,97.81,0.891,109.776,"435,686",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,11251,Loup River Public Power Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,60.4,0.8,75.5,25.2,0.3,84,"21,130",Y,L,12.5,N
2021,11256,City of Loveland - (CO),CO,Municipal,53.4,0.46,116.087,53.4,0.46,116.087,53.4,0.46,116.087,"36,941",12.5,N,.,.,.,.,.,.,.,,,.,
2021,11272,"Lower Yellowstone R E A, Inc",MT,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"2,989.58",1.618,"1,847.70",34.11,0.704,48.452,"5,100",N,F,25,Y
2021,11272,"Lower Yellowstone R E A, Inc",ND,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,612.31,0.331,"1,849.88",34.11,0.144,236.875,"1,114",N,F,25,Y
2021,11291,Lumbee River Elec Member Corp,NC,Cooperative,141.306,1.407,100.431,80.73,1.069,75.519,139.805,1.374,101.75,"63,543",25,Y,.,.,.,.,.,.,.,,,.,
2021,11318,City of Lumberton - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,54.5,0.72,75.694,.,.,.,"11,920",N,L,23,N
2021,11355,"Lynches River Elec Coop, Inc",SC,Cooperative,210.8,2.5,84.32,194.9,2.3,84.739,180.9,1.8,100.5,"21,697",25,N,.,.,.,.,.,.,.,,,.,
2021,11364,"Lyntegar Electric Coop, Inc",TX,Cooperative,392.74,.,.,392.66,.,.,364.28,.,.,"23,289",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,11463,Macon Electric Coop,MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,153.4,.,.,153.4,.,.,"11,418",N,F,12.5,Y
2021,11479,Madison Gas & Electric Co,WI,Investor Owned,39.632,0.284,139.549,31.923,0.252,126.679,39.522,0.268,147.47,"159,618",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,11501,Magic Valley Electric Coop Inc,TX,Cooperative,717.3,.,.,156.11,.,.,702.47,.,.,"129,313",12.4,,.,.,.,.,.,.,.,,,.,
2021,11519,Magnolia Electric Power Assn,MS,Cooperative,"5,374.22",.,.,.,.,.,"5,374.22",.,.,"32,738",.,Y,.,.,.,.,.,.,.,,,.,
2021,11560,City of Manassas - (VA),VA,Municipal,35.475,0.38,93.355,35.475,0.38,93.355,35.475,0.38,93.355,"16,653",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,11571,Manitowoc Public Utilities,WI,Municipal,46,0.48,95.833,6,0.1,60,46,0.48,95.833,"18,035",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,11586,Town of Mansfield - (MA),MA,Municipal,2.413,0.031,77.839,2.413,0.031,77.839,2.413,0.031,77.839,"9,750",15,Y,.,.,.,.,.,.,.,,,.,
2021,11646,City of Marietta - (GA),GA,Municipal,66.161,1.06,62.416,63.593,0.939,67.724,63.593,0.939,67.724,"41,967",25,Y,.,.,.,.,.,.,.,,,.,
2021,11693,"Marlboro Electric Coop, Inc",SC,Cooperative,302.44,.,.,171.49,.,.,147.07,.,.,"6,612",.,Y,.,.,.,.,.,.,.,,,.,
2021,11701,City of Marquette - (MI),MI,Municipal,41.92,0.52,80.615,13.38,0.14,95.571,.,.,.,"17,068",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,11731,City of Marshall - (MN),MN,Municipal,0.307,0.004,76.75,0.307,0.004,76.75,.,.,.,"6,800",13.8,N,.,.,.,.,.,.,.,N,O,.,N
2021,11740,City of Marshfield - (WI),WI,Municipal,25.582,0.26,98.392,12.67,0.164,77.256,25.582,0.26,98.392,"13,821",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,11788,Consumers Energy,IA,Cooperative,109.38,1.39,78.691,109.38,1.39,78.691,49.74,0.396,125.606,"7,184",12.5,N,.,.,.,.,.,.,.,,,.,
2021,11789,Maryville Utilities,TN,Municipal,88.29,1.37,64.445,55.7,0.94,59.255,88.29,1.37,64.445,"22,703",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,11804,Massachusetts Electric Co,MA,Investor Owned,471.5,1.26,374.206,97.56,0.936,104.231,.,.,.,"1,320,238",69,Y,.,.,.,.,.,.,.,,,.,
2021,11811,Town of Massena - (NY),NY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,32.59,0.85,38.341,21.05,0.73,28.836,"9,351",Y,F,24.7,N
2021,11824,Matanuska Electric Assn Inc,AK,Cooperative,405.579,2.042,198.619,238.617,1.529,156.061,390.366,1.95,200.188,"67,224",25,Y,.,.,.,.,.,.,.,,,.,
2021,11843,Maui Electric Co Ltd,HI,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,495.94,1.994,248.716,156.71,1.346,116.426,"73,735",N,F,12,N
2021,12087,McKenzie Electric Coop Inc,ND,Cooperative,162.26,1.42,114.268,162.26,1.42,114.268,156.66,1.12,139.875,"13,081",25,N,.,.,.,.,.,.,.,,,.,
2021,12186,McMinnville Electric System,TN,Municipal,51.704,1.123,46.041,18.544,0.724,25.613,51.704,1.123,46.041,"8,029",25,Y,.,.,.,.,.,.,.,,,.,
2021,12187,City of McMinnville - (OR),OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,162.718,0.505,322.214,0,0,.,"17,050",N,L,12.5,N
2021,12199,Montana-Dakota Utilities Co,MT,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,685.1,3.1,221,.,.,.,"28,057",N,F,22,N
2021,12199,Montana-Dakota Utilities Co,ND,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,40.82,0.475,85.937,.,.,.,"100,610",N,F,22,N
2021,12199,Montana-Dakota Utilities Co,SD,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,232.23,2.037,114.006,.,.,.,"9,561",N,F,22,N
2021,12199,Montana-Dakota Utilities Co,WY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,122.76,1.556,78.895,.,.,.,"17,972",N,F,22,N
2021,12208,City of McPherson - (KS),KS,Municipal,49.361,0.675,73.127,14.277,0.197,72.472,49.361,0.675,73.127,"8,901",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,12227,Meeker Coop Light & Power Assn,MN,Cooperative,95.96,1.56,61.513,95.96,1.56,61.513,76.15,0.84,90.655,"9,709",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,12243,Meade County Rural E C C,KY,Cooperative,192.373,1.45,132.671,86.612,0.89,97.317,184.756,1.156,159.824,"30,559",.,N,.,.,.,.,.,.,.,,,.,
2021,12260,Mecklenburg Electric Cooperative,VA,Cooperative,"2,019.79",2.87,703.76,148.27,1.426,103.976,"2,019.79",2.87,703.76,"30,986",25,Y,.,.,.,.,.,.,.,,,.,
2021,12268,"Medina Electric Coop, Inc",TX,Cooperative,"2,279.62",10.07,226.377,178.56,2.55,70.024,.,.,.,"33,814",24.9,N,.,.,.,.,.,.,.,,,.,
2021,12293,City of Memphis - (TN),TN,Municipal,326.4,2.1,155.429,317.6,2,158.8,326.4,2.1,155.429,"418,304",23,Y,.,.,.,.,.,.,.,,,.,
2021,12298,City of Menasha - (WI),WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,61.74,0.888,69.527,61.74,0.888,69.527,"9,158",N,L,34.5,N
2021,12301,Nodak Electric Coop Inc,ND,Cooperative,202.62,1.376,147.253,202.62,1.376,147.253,107.82,0.853,126.401,"20,741",35,Y,.,.,.,.,.,.,.,,,.,
2021,12330,Meriwether Lewis Electric Coop,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,6.184,2.399,2.578,4.449,2.139,2.08,"35,179",N,O,25,N
2021,12341,MidAmerican Energy Co,IA,Investor Owned,146,0.94,155.319,81,0.78,103.846,129,0.83,155.422,"715,704",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,12341,MidAmerican Energy Co,IL,Investor Owned,139,1.25,111.2,113,1.12,100.893,128,1.14,112.281,"85,303",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,12341,MidAmerican Energy Co,SD,Investor Owned,63,0.94,67.021,30,0.32,93.75,37,0.46,80.435,"5,182",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,12351,City of Mesa - (AZ),AZ,Municipal,52.03,11.71,4.443,20.22,0.686,29.475,52.03,11.71,4.443,"17,325",69,N,.,.,.,.,.,.,.,,,.,
2021,12377,Midwest Energy Cooperative,MI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,765.8,2.7,283.63,322.9,1.7,189.941,"35,776",N,F,12.5,Y
2021,12377,Midwest Energy Cooperative,OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,384.1,2.4,160.042,320.1,2.2,145.5,998,N,F,12.5,Y
2021,12390,Metropolitan Edison Co,PA,Investor Owned,308.969,1.519,203.403,184.469,1.258,146.637,302.412,1.409,214.629,"573,243",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,12395,Menard Electric Coop,IL,Cooperative,465.074,2.832,164.221,168.41,1.728,97.459,283.926,1.721,164.977,"11,241",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,12439,"Midstate Electric Coop, Inc",OR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,94.9,.,.,.,.,.,"20,403",N,F,24.9,N
2021,12450,Midland Power Coop,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,742.2,2,371.1,164.6,1.6,102.875,"12,144",N,L,12.5,Y
2021,12452,Mid-South Electric Coop Assn,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,677,14.26,47.475,100,1.05,95.238,"34,768",N,F,24.9,Y
2021,12462,Mid-Carolina Electric Coop Inc,SC,Cooperative,135.11,2.134,63.313,94.734,1.841,51.458,108.137,1.428,75.726,"58,371",25,Y,.,.,.,.,.,.,.,,,.,
2021,12470,Middle Tennessee E M C,TN,Cooperative,65,1,65,54.9,0.956,57.427,56.7,0.912,62.171,"317,572",25,Y,.,.,.,.,.,.,.,,,.,
2021,12515,"Midwest Electric, Inc",OH,Cooperative,110.5,1.194,92.546,80.7,0.931,86.681,96.6,0.96,100.625,"11,018",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,12524,Midwest Energy Inc,KS,Cooperative,"2,536.80",2.4,"1,057.00",162.6,1.31,124.122,"2,536.80",2.4,"1,057.00","50,225",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,12532,City of Milan,TN,Municipal,225.35,1.94,116.16,.,.,.,.,.,.,"8,635",12.5,N,225.347,1.943,115.979,225.347,1.943,115.979,"8,635",Y,L,12.4,N
2021,12539,Midwest Electric Member Corp,NE,Cooperative,115.23,0.77,149.649,112.91,0.75,150.547,115.23,0.77,149.649,"6,662",35,N,.,.,.,.,.,.,.,,,.,
2021,12546,Mille Lacs Energy Cooperative,MN,Cooperative,174.01,1.81,96.138,147.82,1.29,114.589,174.01,1.81,96.138,"15,662",7.2,Y,.,.,.,.,.,.,.,,,.,
2021,12642,Maquoketa Valley Rrl Elec Coop,IA,Cooperative,88.13,0.93,94.763,56.45,0.71,79.507,86.974,0.88,98.834,"16,693",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,12647,"ALLETE, Inc.",MN,Investor Owned,150.76,1.45,103.972,126,1.34,94.03,144.61,1.4,103.293,"143,144",69,N,.,.,.,.,.,.,.,,,.,
2021,12651,Minnesota Valley Electric Coop,MN,Cooperative,82.76,0.827,100.073,62.97,0.591,106.548,58.07,0.724,80.207,"44,856",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,12685,Entergy Mississippi LLC,MS,Investor Owned,"1,374.00",2.438,563.577,281.9,1.498,188.184,"1,356.60",2.357,575.562,"464,740",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,12686,Mississippi Power Co,MS,Investor Owned,354.6,1.65,214.909,81.8,1.01,80.99,.,.,.,"191,082",22.8,Y,.,.,.,.,.,.,.,,,.,
2021,12692,"Missoula Electric Coop, Inc",MT,Cooperative,762.4,3.21,237.508,390,2.76,141.304,615.6,1.92,320.625,"16,126",25,Y,.,.,.,.,.,.,.,,,.,
2021,12698,Evergy Missouri West,MO,Investor Owned,310.54,1.86,166.957,137.42,1.221,112.547,293.19,1.614,181.654,"335,285",34,Y,.,.,.,.,.,.,.,,,.,
2021,12706,Mitchell Electric Member Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,453.9,2.7,168.111,453.9,2.7,168.111,"25,066",N,L,24.9,N
2021,12745,Modesto Irrigation District,CA,Political Subdivision,87.12,0.701,124.28,37.21,0.456,81.601,78.96,0.596,132.483,"118,569",21,Y,.,.,.,.,.,.,.,,,.,
2021,12782,City of Monett - (MO),MO,Municipal,23.406,0.46,50.883,23.406,0.46,50.883,23.406,0.46,50.883,"4,793",12.5,N,.,.,.,.,.,.,.,,,.,
2021,12796,Monongahela Power Co,WV,Investor Owned,429.953,2.277,188.824,368.188,2.161,170.379,336.239,1.871,179.711,"391,219",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,12801,City of Monroe - (NC),NC,Municipal,73.365,0.757,96.915,36.35,0.657,55.327,73.365,0.757,96.915,"11,080",34.5,N,.,.,.,.,.,.,.,,,.,
2021,12825,NorthWestern Energy LLC - (MT),MT,Investor Owned,151.431,1.371,110.453,128.403,1.177,109.093,109.531,0.949,115.417,"367,486",34.5,N,.,.,.,.,.,.,.,,,.,
2021,12860,Morgan County Rural Elec Assn,CO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,190.2,.,.,169.3,.,.,"9,033",N,O,69,N
2021,12866,Moon Lake Electric Assn Inc,CO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"1,714.67",4.57,375.201,"1,714.67",4.57,375.201,"2,248",N,L,34.5,Y
2021,12866,Moon Lake Electric Assn Inc,UT,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,273.34,1.74,157.092,273.34,1.74,157.092,"19,888",N,L,34.5,Y
2021,12894,City of Moorhead - (MN),MN,Municipal,203.486,4.043,50.33,.,.,.,.,.,.,"20,148",12.5,N,.,.,.,.,.,.,.,,,.,
2021,12929,South Central Indiana REMC,IN,Cooperative,659.44,3.58,184.201,300.21,2.52,119.131,589.12,2.64,223.152,"34,570",7.2,N,.,.,.,.,.,.,.,,,.,
2021,12944,City of Morganton - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,71.021,1.1,64.565,60.649,0.419,144.747,"8,529",N,F,12.4,N
2021,12988,City of Morristown - (TN),TN,Municipal,101.753,1.597,63.715,51.088,0.938,54.465,101.753,1.597,63.715,"14,382",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,12990,Consolidated Electric Coop Inc,OH,Cooperative,142,1.66,85.542,99,1.33,74.436,128,0.78,164.103,"18,260",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13027,"Mountain Electric Coop, Inc",NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,198.46,1.79,110.872,198.46,1.79,110.872,"19,404",N,L,12.5,N
2021,13027,"Mountain Electric Coop, Inc",TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,254,1.82,139.56,254,1.82,139.56,"15,615",N,L,12.5,N
2021,13032,Mt Carmel Public Utility Co,IL,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,88.735,1.34,66.22,46.581,0.62,75.131,"5,310",N,L,69,Y
2021,13050,"Mountain Parks Electric, Inc",CO,Cooperative,132.699,1.465,90.58,111.869,1.213,92.225,131.854,1.454,90.684,"21,520",25,Y,.,.,.,.,.,.,.,,,.,
2021,13058,"Mountain View Elec Assn, Inc",CO,Cooperative,50.304,0.56,89.829,50.304,0.56,89.829,48.086,0.413,116.431,"58,194",25,Y,.,.,.,.,.,.,.,,,.,
2021,13073,"Mt Wheeler Power, Inc",NV,Cooperative,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,.,.,,,.,
2021,13137,City of Murray - (UT),UT,Municipal,.,.,.,.,.,.,.,.,.,.,.,,76,1.3,58.462,.,.,.,"19,505",Y,O,12.5,N
2021,13143,Board of Water Electric & Communications,IA,Municipal,8.16,0.147,55.51,8.16,0.147,55.51,8.16,0.147,55.51,"11,575",13.8,N,.,.,.,.,.,.,.,,,.,
2021,13145,Village of Muscoda - (WI),WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,1.527,0.28,5.454,1.527,0.28,5.454,902,N,L,12.5,N
2021,13196,Northern Plains Electric Coop,ND,Cooperative,150.563,1.312,114.758,117.925,1.186,99.431,112.655,0.796,141.526,"11,973",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13206,Nantucket Electric Co,MA,Investor Owned,73.38,0.618,118.738,56.11,0.538,104.294,.,.,.,"13,706",69,Y,.,.,.,.,.,.,.,,,.,
2021,13208,City of Naperville - (IL),IL,Municipal,20.25,0.3,67.5,.,.,.,.,.,.,"61,651",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,13214,The Narragansett Electric Co,RI,Investor Owned,448.55,1.429,313.891,68.8,0.948,72.574,435.95,1.394,312.733,"499,886",69,Y,.,.,.,.,.,.,.,,,.,
2021,13216,Nashville Electric Service,TN,Municipal,770.02,1.82,423.088,99.32,1.27,78.205,770.02,1.82,423.088,"416,477",23.9,Y,.,.,.,.,.,.,.,,,.,
2021,13227,Natchez Trace Elec Power Assn,MS,Cooperative,670.46,.,.,318.55,.,.,.,.,.,"15,902",24.9,N,.,.,.,.,.,.,.,,,.,
2021,13314,Navajo Tribal Utility Authority,AZ,State,.,.,.,.,.,.,.,.,.,.,.,,551.76,18.24,30.25,287.85,15.14,19.013,"30,021",Y,F,24.9,Y
2021,13314,Navajo Tribal Utility Authority,NM,State,.,.,.,.,.,.,.,.,.,.,.,,500.06,14.21,35.191,278.66,11.94,23.338,"10,985",Y,F,24.9,Y
2021,13314,Navajo Tribal Utility Authority,UT,State,.,.,.,.,.,.,.,.,.,.,.,,441.4,1.95,226.359,72.63,1.19,61.034,"2,037",Y,F,24.9,Y
2021,13337,Nebraska Public Power District,NE,Political Subdivision,242.21,1.14,212.465,70.6,0.66,106.97,240.09,1.12,214.366,"92,756",69,Y,.,.,.,.,.,.,.,,,.,
2021,13407,Nevada Power Co,NV,Investor Owned,82.44,0.683,120.703,51.95,0.542,95.849,.,.,.,"1,043,662",60,Y,.,.,.,.,.,.,.,,,.,
2021,13416,City of New Bern - (NC),NC,Municipal,109.609,1.541,71.128,24.819,0.347,71.524,109.609,1.541,71.128,"23,395",23,Y,.,.,.,.,.,.,.,,,.,
2021,13418,City of New Braunfels - (TX),TX,Municipal,57.731,0.545,105.928,57.731,0.545,105.928,57.731,0.545,105.928,"47,588",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13441,New Hampshire Elec Coop Inc,NH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,696.387,3.548,196.276,356.683,2.83,126.036,"83,126",N,F,13,Y
2021,13448,City of New Holstein - (WI),WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,69.682,0.407,171.209,0,0,.,"2,674",N,L,12.5,N
2021,13478,"Entergy New Orleans, LLC",LA,Investor Owned,"7,453.80",3.088,"2,413.80",143,1.386,103.175,"7,429.60",2.93,"2,535.70","212,671",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,13481,City of New Richmond,WI,Municipal,56.42,0.75,75.227,19.66,0.45,43.689,56.42,0.75,75.227,"5,223",12.4,N,.,.,.,.,.,.,.,,,.,
2021,13482,New River Light & Power Co,NC,State,6.93,0.078,88.846,6.93,0.078,88.846,.,.,.,"8,942",.,Y,.,.,.,.,.,.,.,,,.,
2021,13485,New Smyrna Beach City of,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,60.18,1.68,35.821,"30,096",Y,L,23,N
2021,13511,New York State Elec & Gas Corp,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,364.2,2.16,168.611,176.4,1.46,120.822,"907,375",N,F,34.5,N
2021,13519,City of Newark - (DE),DE,Municipal,35.472,0.373,95.099,35.472,0.373,95.099,.,.,.,"12,933",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13524,"Newberry Electric Coop, Inc",SC,Cooperative,157,.,.,157,.,.,.,.,.,"13,191",12.5,N,.,.,.,.,.,.,.,,,.,
2021,13547,"Newnan Wtr, Sewer & Light Comm",GA,Municipal,33.103,0.649,51.006,33.103,0.649,51.006,.,.,.,"10,693",25,Y,.,.,.,.,.,.,.,,,.,
2021,13573,Niagara Mohawk Power Corp.,NY,Investor Owned,221.32,1.318,167.921,133.66,1.118,119.553,221.02,1.31,168.718,"1,674,003",69,Y,.,.,.,.,.,.,.,,,.,
2021,13640,Northern Virginia Elec Coop,VA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,57.24,0.753,76.016,57.24,0.753,76.016,"173,672",N,F,34.5,Y
2021,13647,Noble County R E M C,IN,Cooperative,166.892,1.613,103.467,112.098,1.149,97.561,154.046,1.431,107.649,"11,526",12,Y,.,.,.,.,.,.,.,,,.,
2021,13651,Nolin Rural Electric Coop Corp,KY,Cooperative,42.31,0.407,103.956,28.77,0.305,94.328,38.03,0.328,115.945,"36,575",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13664,Norris Public Power District,NE,Political Subdivision,232.634,1.967,118.268,229.481,1.948,117.803,202.777,1.412,143.61,"24,891",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13676,"North Arkansas Elec Coop, Inc",AR,Cooperative,343.62,1.87,183.754,167.52,1.35,124.089,343.14,.,.,"37,390",25,Y,.,.,.,.,.,.,.,,,.,
2021,13679,Town of North Attleborough - (MA),MA,Municipal,51.4,0.694,74.063,30.3,0.636,47.642,51.4,0.694,74.063,"13,499",13.8,N,.,.,.,.,.,.,.,,,.,
2021,13693,"North Central Elec Coop, Inc",OH,Cooperative,41.942,.,.,33.893,.,.,25.538,.,.,"9,648",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13716,North Georgia Elec Member Corp,GA,Cooperative,132.55,1.38,96.051,132.55,1.38,96.051,130.56,1.36,96,"101,138",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,13718,City of North Little Rock - (AR),AR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,176,.,.,.,.,.,"38,500",N,L,13.8,N
2021,13735,Northcentral Mississippi E P A,MS,Cooperative,199.8,.,.,199.8,.,.,199.8,.,.,"33,360",25,Y,.,.,.,.,.,.,.,,,.,
2021,13750,"Northern Electric Coop, Inc",SD,Cooperative,117.494,1.202,97.749,114.593,1.182,96.948,73.134,0.714,102.429,"6,522",7.2,N,.,.,.,.,.,.,.,,,.,
2021,13756,Northern Indiana Pub Serv Co,IN,Investor Owned,529,1.552,340.851,175,1.058,165.406,.,.,.,"478,859",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13757,North Plains Electric Coop Inc,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,516.55,.,.,360.82,.,.,"7,082",N,F,.,Y
2021,13758,"Northern Lights, Inc",ID,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"2,294.85",.,.,"1,367.33",.,.,"17,891",N,F,25,Y
2021,13758,"Northern Lights, Inc",MT,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,613.91,.,.,365.78,.,.,"4,842",N,F,25,Y
2021,13758,"Northern Lights, Inc",WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,14.62,.,.,8.71,.,.,15,N,F,25,Y
2021,13762,"Northern Neck Elec Coop, Inc",VA,Cooperative,352.8,2.5,141.12,155.7,1.7,91.588,352.8,2.5,141.12,"19,713",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13780,Northern States Power Co,MI,Investor Owned,562.2,2.112,266.193,176.969,1.434,123.409,319.764,0.864,370.097,"8,901",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,13780,Northern States Power Co,WI,Investor Owned,242.016,1.091,221.83,82.965,0.768,108.027,226.532,0.986,229.748,"253,056",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,13781,Northern States Power Co - Minnesota,MN,Investor Owned,129.935,1.042,124.698,92.27,0.934,98.79,126.077,1.006,125.325,"1,311,845",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,13781,Northern States Power Co - Minnesota,ND,Investor Owned,88.988,0.687,129.531,80.68,0.671,120.238,72.18,0.594,121.515,"93,942",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,13781,Northern States Power Co - Minnesota,SD,Investor Owned,99.621,0.719,138.555,57.617,0.623,92.483,74.36,0.699,106.381,"97,731",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,13783,Northeast Louisiana Power Coop Inc.,LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,109.8,0.99,110.909,109.8,0.99,110.909,"17,461",N,O,19.9,Y
2021,13788,Northern Wasco County PUD,OR,Political Subdivision,109.81,0.29,378.655,55.51,0.21,264.333,109.81,0.29,378.655,"10,395",12.5,N,.,.,.,.,.,.,.,,,.,
