,Unnamed: 0,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
63,2022,5,05/15/2022 11:30 PM,05/17/2022 11:45 PM,"48 Hours, 15 Minutes",,Oncor Electric Delivery Company LLC,TRE,"Texas: Collin County, Dallas County, Denton County, Ellis County, Grayson County, Henderson County, Hunt County, Kaufman County, Navarro County, Rockwall County, Smith County, Tarrant County, Van Zandt County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,,150000
64,2022,5,05/17/2022 12:10 PM,.,.,". Hours, . Minutes",Southwestern Public Service,WECC,New Mexico: Roosevelt County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission nan",Interruption,25,Unknown
65,2022,5,05/18/2022 5:00 PM,05/31/2022 12:00 PM,"307 Hours, 0 Minutes",,Public Service Company of New Mexico,WECC,New Mexico: San Juan County;,Fuel supply emergencies that could impact electric power system adequacy or reliability- Fuel Supply Deficiency,,560,0
66,2022,5,05/20/2022 5:26 PM,05/20/2022 5:33 PM,,"0 Hours, 7 Minutes","Consolidated Edison of New York, Inc.",NPCC,New York:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission nan",Interruption,0,0
67,2022,5,05/22/2022 2:30 AM,05/22/2022 6:52 PM,"16 Hours, 22 Minutes",,CenterPoint Energy,TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,,52172
68,2022,5,05/29/2022 4:41 PM,05/31/2022 11:29 AM,"42 Hours, 48 Minutes",,FirstEnergy Corp: Met-Ed,RF,Pennsylvania: York County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission nan",Interruption,0,0
69,2022,6,06/04/2022 12:59 PM,06/05/2022 2:15 AM,"13 Hours, 16 Minutes",,ERCOT,TRE,Texas: Ector County;,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.- Generation Inadequacy",,0,0
70,2022,6,06/05/2022 3:20 PM,06/05/2022 8:12 PM,,"4 Hours, 52 Minutes",California ISO,WECC,California:,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic-Generation nan,Inadequacy,Unknown,Unknown
71,2022,6,06/06/2022 10:21 AM,06/06/2022 10:24 AM,,"0 Hours, 3 Minutes",Pacific Gas & Electric Co,WECC,California: Shasta County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System nan,Operations,13,4000
72,2022,6,06/08/2022 12:00 AM,06/08/2022 4:00 AM,,"4 Hours, 0 Minutes","Southwest Power Pool, Inc.",O,Kansas: Missouri: Nebraska:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe nan",Weather,Unknown,62000
73,2022,6,06/08/2022 1:00 AM,06/08/2022 4:00 AM,,"3 Hours, 0 Minutes","Southwest Power Pool, Inc.",SERC,Missouri:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Distribution nan",Interruption,Unknown,60000
74,,,,,,,,SERC/MR,"Missouri: Clay County, Jackson County; Kansas:"," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission",,,
75,2022,6,06/08/2022 1:00 AM,06/08/2022 6:00 AM,,"5 Hours, 0 Minutes",Evergy,O,Johnson County;,,Interruption,Unknown,911888
76,2022,6,06/10/2022 8:45 AM,.,.,". Hours, . Minutes",Pacific Gas & Electric Co,WECC,California:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System nan,Operations,13437,445
77,Restoration Date and,,,,,,,NERC,,,,Customers,
78,Year,Month,Event Date and Time,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),,Affected
79,2022,6,06/10/2022 12:08 PM,06/10/2022 9:30 PM,,"9 Hours, 22 Minutes",El Paso Electric,TRE,Texas: El Paso County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System- Actual Physical Attack/Vandalism,,0,0
80,2022,6,06/10/2022 8:20 PM,06/10/2022 8:28 PM,,"0 Hours, 8 Minutes",California ISO,WECC,California: Kern County;,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic-System nan,Operations,100,Unknown
81,2022,6,06/10/2022 8:27 PM,06/10/2022 9:30 PM,,"1 Hours, 3 Minutes",Pacific Gas & Electric Co,WECC,California: Kern County;,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic-System nan,Operations,100,39094
82,,,,,,,American Electric Power - (RFC Reliability Region),,Ohio: West Virginia: Virginia:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission",,,
83,2022,6,06/12/2022 11:30 PM,06/13/2022 11:30 PM,,"24 Hours, 0 Minutes","(8400 Smiths Mill Road, New Albany Ohio 43054)",SERC/RF,Indiana:,,Interruption,14000,100000
84,2022,6,06/13/2022 6:00 PM,06/14/2022 6:15 PM,"24 Hours, 15 Minutes",,Duke Energy Midwest,SERC/RF,Ohio: Kentucky:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission nan",Interruption,Unknown,162551
85,2022,6,06/14/2022 1:46 PM,.,.,". Hours, . Minutes","(8400 Smiths Mill Road, New Albany Ohio 43054)",RF,Ohio:,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic-System nan,Operations,373,Unknown
86,,,,,,,"WEC Energy Group (WEPCO, WPSC, UMERC,",,"Wisconsin: Outagamie County, Waupaca County, Winnebago County, Brown County, Sheboygan County, Ozaukee County, Waukesha County; Michigan: Iron"," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe",,,
87,2022,6,06/15/2022 9:00 PM,.,.,". Hours, . Minutes",WEP-MIUP),RF/MRO,County;,,Weather,90,57000
88,2022,6,06/16/2022 4:31 PM,06/16/2022 8:07 PM,,"3 Hours, 36 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe nan",Weather,Unknown,77908
89,,,,,,,American Electric Power - (RFC Reliability Region),,West Virginia: Virginia:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe",,,
90,2022,6,06/17/2022 5:30 PM,06/19/2022 9:15 PM,"51 Hours, 45 Minutes",,"(8400 Smiths Mill Road, New Albany Ohio 43054)",SERC/RF,Kentucky:,,Weather,Unknown,150000
91,2022,6,06/17/2022 5:37 PM,06/18/2022 12:54 AM,,"7 Hours, 17 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe nan",Weather,Unknown,91056
92,2022,6,06/17/2022 6:45 PM,06/18/2022 1:32 PM,"18 Hours, 47 Minutes",,Duke Energy Progress,SERC,North Carolina:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe nan",Weather,Unknown,44000
93,2022,6,06/20/2022 12:54 PM,06/20/2022 2:23 PM,,"1 Hours, 29 Minutes",Northern States Power Co,MRO,Minnesota: Hennepin County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",,0,15604
94,2022,6,06/22/2022 4:56 PM,06/23/2022 2:00 AM,,"9 Hours, 4 Minutes",Dominion Energy VA,SERC/RF,Virginia:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Distribution nan",Interruption,Unknown,100000
95,2022,6,06/23/2022 10:55 AM,.,.,". Hours, . Minutes",California Department of Water Resources,WECC,California:,Fuel supply emergencies that could impact electric power system adequacy or reliability- Fuel Supply Deficiency,,0,0
96,2022,6,06/24/2022 11:09 PM,06/25/2022 12:00 AM,,"0 Hours, 51 Minutes","Entergy Services, Inc.",SERC,Louisiana:,Fuel supply emergencies that could impact electric power system adequacy or reliability- Fuel Supply Deficiency,Unknown,,Unknown
97,2022,6,06/27/2022 2:26 PM,06/28/2022 3:56 AM,"13 Hours, 30 Minutes",,American Electric Power - Texas,TRE,Texas: Victoria County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather",,14,2491
98,2022,7,07/04/2022 6:21 PM,.,.,". Hours, . Minutes",Pacific Gas & Electric Co,WECC,California: Amador County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System nan,Operations,3,3001
99,2022,7,07/06/2022 2:39 PM,07/07/2022 3:54 AM,"13 Hours, 15 Minutes",,Duke Energy Midwest,RF/SERC,Ohio: Kentucky:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission nan",Interruption,Unknown,104700
100,2022,7,07/09/2022 2:47 AM,07/09/2022 2:59 AM,,"0 Hours, 12 Minutes",Cleco Power LLC,SERC,Louisiana: Rapides Parish;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",Unknown,,4724
101,2022,7,07/10/2022 9:00 PM,07/11/2022 8:00 PM,,"23 Hours, 0 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System- System Operations,Unknown,,Unknown
102,2022,7,07/12/2022 4:00 PM,.,.,". Hours, . Minutes",Baltimore Gas and Electric,RF,"Maryland: Baltimore County, Carroll County, Harford County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",,800,165000
103,Restoration Date and,,,,,,,NERC,,,Customers,,
104,Year,Month,Event Date and Time,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected,
105,2022,7,07/12/2022 6:00 PM,07/12/2022 10:00 PM,,"4 Hours, 0 Minutes",Pepco Holdings,RF,District of Columbia: Maryland:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,50200,
106,2022,7,07/13/2022 11:30 AM,07/13/2022 9:00 PM,,"9 Hours, 30 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System- System Operations,Unknown,Unknown,
107,2022,7,07/18/2022 9:15 AM,.,.,". Hours, . Minutes",South Carolina Pub Serv Auth,SERC,South Carolina:,Fuel supply emergencies that could impact electric power system adequacy or reliability- Fuel Supply Deficiency,4500,0,
108,2022,7,07/23/2022 8:45 PM,07/24/2022 11:30 AM,"14 Hours, 45 Minutes",,Consumers Energy Co,RF,"Michigan: Muskegon County, Ottawa County, Kent County, Montcalm County, Ionia County, Allegan County, Van Buren County, Kalamazoo County, Barry County, Mason County, Shiawassee County, Ingham County, Genesee County, Saginaw County, Midland County, Wexford County, Grand Traverse County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,93750,
