,Data Year,Utility Number,Utility Name,Ownership,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential.1,Commercial.1,Industrial.1,Transportation.1,Total.1,Residential.2,Commercial.2,Industrial.2,Transportation.2,Total.2,Residential.3,Commercial.3,Industrial.3,Transportation.3,Total.3,Residential.4,Commercial.4,Industrial.4,Transportation.4,Total.4,Residential.5,Commercial.5,Industrial.5,Transportation.5,Total.5,Residential.6,Commercial.6,Industrial.6,Transportation.6,Total.6,Residential.7,Commercial.7,Industrial.7,Transportation.7,Total.7
19,2022,6764.0,Village of Freeburg - (IL),Municipal,Y,IL,MISO,"2,040",202,27,.,"2,269",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,"2,040",202,27,0.0,"2,269",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
20,2022,7095.0,City of Geneseo - (IL),Municipal,Y,IL,MISO,"3,282",560,10,.,"3,852",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,282",560,10,0.0,"3,852",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21,2022,7096.0,City of Geneva- (IL),Municipal,,IL,PJM,"9,036","1,404",11,.,"10,451",.,.,.,.,.,.,.,.,.,.,5,.,.,.,5,"9,041","1,404",11,0.0,"10,456",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,2022,8573.0,City of Highland,Municipal,Y,IL,MISO,957,187,24,.,"1,168","5,109",481,120,.,"5,710",.,.,.,.,.,.,.,.,.,.,"6,066",668,144,0.0,"6,878","57,732","6,494","34,704",.,"98,930",.,.,.,.,.,.,.,.,.,.
23,2022,8824.0,M J M Electric Cooperative Inc,Cooperative,Y,IL,MISO,.,.,.,.,.,"9,300",203,0,.,"9,503",.,.,.,.,.,.,.,.,.,.,"9,300",203,0,0.0,"9,503","117,078","22,644",.,.,"139,722",.,.,.,.,.,.,.,.,.,.
24,2022,9209.0,Illinois Rural Electric Coop,Cooperative,Y,IL,MISO,"1,106",68,.,.,"1,174","7,264","1,868",.,.,"9,132",.,.,.,.,.,.,.,.,.,.,"8,370","1,936",0,0.0,"10,306","120,899","58,339",.,.,"179,238",.,.,.,.,.,.,.,.,.,.
25,2022,9750.0,"Jo-Carroll Energy, Inc",Cooperative,,IL,MISO,.,.,.,.,.,"17,470","2,802",78,0,"20,350",.,.,.,.,.,3,0,5,0,8,"17,473","2,802",83,0.0,"20,358","160,356","95,372","90,039",.,"345,767",.,.,.,.,0,"1,674",.,.,.,"1,674"
26,2022,11736.0,City of Marshall - (IL),Municipal,Y,IL,MISO,"2,345",210,0,.,"2,555",411,43,0,.,454,.,.,.,.,.,.,.,.,.,.,"2,756",253,0,0.0,"3,009","3,550",559,0,.,"4,109",.,.,.,.,.,.,.,.,.,.
27,2022,11790.0,City of Mascoutah - (IL),Municipal,Y,IL,MISO,"4,216",350,5,.,"4,571",69,16,2,.,87,.,.,.,.,.,.,.,.,.,.,"4,285",366,7,0.0,"4,658",172,91,359,.,622,.,.,.,.,.,.,.,.,.,.
28,2022,12070.0,McDonough Power Coop,Cooperative,Y,IL,MISO,"4,562",500,.,.,"5,062",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,562",500,0,0.0,"5,062",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
29,2022,12167.0,City of McLeansboro - (IL),Municipal,Y,IL,MISO,0,0,0,.,0,39,0,0,.,39,.,.,.,.,.,.,.,.,.,.,39,0,0,0.0,39,125,0,0,.,125,.,.,.,.,.,.,.,.,.,.
30,2022,12341.0,MidAmerican Energy Co,Investor Owned,,IL,MISO,"73,669","11,383",58,.,"85,110",.,.,.,.,.,.,.,.,.,.,.,162,24,.,186,"73,669","11,545",82,0.0,"85,296",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31,2022,12388.0,City of Metropolis - (IL),Municipal,Y,IL,MISO,"3,193",450,1,.,"3,644",.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,"3,193",450,1,0.0,"3,644",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2022,12395.0,Menard Electric Coop,Cooperative,,IL,MISO,0,0,1,.,1,"9,088",592,"1,289",.,"10,969",0,0,0,.,0,0,0,0,.,0,"9,088",592,"1,290",0.0,"10,970","117,813","29,669","28,171",.,"175,653",0,0,0,.,0,775,8,"1,289",.,"2,072"
33,2022,12803.0,"Monroe County Elec Coop, Inc",Cooperative,Y,IL,MISO,.,.,.,.,.,"7,311",166,40,.,"7,517",.,.,.,.,.,.,.,.,.,.,"7,311",166,40,0.0,"7,517","105,770","11,317",333,.,"117,420",.,.,.,.,.,.,.,.,.,.
34,2022,13032.0,Mt Carmel Public Utility Co,Investor Owned,,IL,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,659",848,95,0,"5,602","4,659",848,95,0.0,"5,602",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
35,2022,13208.0,City of Naperville - (IL),Municipal,,IL,PJM,.,.,.,.,0,"55,329","6,763",8,.,"62,100","55,329","6,763",0,.,"62,092",.,.,.,.,.,"55,329","6,763",8,0.0,"62,100","517,337","670,062","68,085",.,"1,255,484","55,329","6,763",8,.,"62,100",.,.,.,.,.
36,2022,13292.0,Norris Electric Coop,Cooperative,,IL,MISO,"18,004","2,194",12,.,"20,210",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"18,004","2,194",12,0.0,"20,210",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
37,2022,13560.0,City of Newton - (IL),Municipal,Y,IL,MISO,"1,340",309,0,.,"1,649",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,"1,340",309,0,0.0,"1,649",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
38,2022,13993.0,City of Oglesby - (IL),Municipal,Y,IL,MISO,"1,852",160,26,.,"2,038",347,64,6,.,417,.,.,.,.,.,.,.,.,.,.,"2,199",224,32,0.0,"2,455","13,988","26,724","14,097",.,"54,809",.,.,.,.,.,.,.,.,.,.
39,2022,14840.0,City of Peru - (IL),Municipal,,IL,MISO,0,0,0,.,0,"4,681","1,165",8,.,"5,854",.,.,.,.,.,47,0,0,.,47,"4,728","1,165",8,0.0,"5,901","37,278","97,228","113,312",.,"247,818",.,.,.,.,.,.,.,.,.,.
40,2022,15388.0,City of Princeton - (IL),Municipal,Y,IL,MISO,"3,784",715,53,.,"4,552",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,"3,784",715,53,0.0,"4,552",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
41,2022,15686.0,Village of Rantoul - (IL),Municipal,Y,IL,MISO,"5,601",452,75,.,"6,128",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,601",452,75,0.0,"6,128",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
42,2022,16092.0,Village of Riverton - (IL),Municipal,Y,IL,MISO,"1,630",38,.,.,"1,668",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,630",38,0,0.0,"1,668",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
43,2022,16179.0,Rochelle Municipal Utilities,Municipal,,IL,PJM,0,0,0,.,0,"5,847","1,023",85,.,"6,955",0,0,0,.,0,59,0,0,.,59,"5,906","1,023",85,0.0,"7,014","73,064","40,244","234,428",.,"347,736",.,.,.,.,.,0,0,0,.,0
44,2022,16196.0,Rock Energy Cooperative,Cooperative,,IL,MISO,"9,347","1,018",21,.,"10,386",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,347","1,018",21,0.0,"10,386",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
45,2022,16198.0,City of Rock Falls - (IL),Municipal,Y,IL,MISO,"3,430",486,0,.,"3,916","1,431",110,29,.,"1,570",.,.,.,.,.,.,.,.,.,.,"4,861",596,29,0.0,"5,486","11,278","3,420","9,049",.,"23,747",.,.,.,.,.,.,.,.,.,.
46,2022,16269.0,City of Roodhouse - (IL),Municipal,Y,IL,MISO,826,107,3,.,936,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,826,107,3,0.0,936,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
47,2022,16420.0,Rural Electric Conven Coop,Cooperative,Y,IL,MISO,.,.,.,.,.,"5,445",446,13,.,"5,904",.,.,.,.,.,.,.,.,.,.,"5,445",446,13,0.0,"5,904","84,544","16,377","13,803",.,"114,724",.,.,.,.,.,.,.,.,.,.
48,2022,16740.0,Scenic Rivers Energy Coop,Cooperative,,IL,MISO,.,.,.,.,.,12,.,.,.,12,.,.,.,.,.,.,.,.,.,.,12,0,0,0.0,12,163,.,.,.,163,.,.,.,.,.,.,.,.,.,.
49,2022,17040.0,"Shelby Electric Coop, Inc",Cooperative,,IL,MISO,"10,294",143,20,.,"10,457",.,.,.,.,.,.,.,.,.,.,0,1,16,.,17,"10,294",144,36,0.0,"10,474",.,.,.,.,.,"9,755",157,22,.,"9,934","1,056",45,.,.,"1,101"
50,2022,17585.0,"Southeastern IL Elec Coop, Inc",Cooperative,,IL,MISO,"22,432","2,310",28,.,"24,770",.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,"22,432","2,310",28,0.0,"24,770",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
51,2022,17631.0,Southern Illinois Elec Coop,Cooperative,Y,IL,MISO,.,.,.,.,.,"10,674",536,2,.,"11,212",.,.,.,.,.,.,.,.,.,.,"10,674",536,2,0.0,"11,212","156,161","21,950","9,511",.,"187,622",.,.,.,.,.,.,.,.,.,.
52,2022,17697.0,Southwestern Electric Coop Inc - (IL),Cooperative,,IL,MISO,.,.,.,.,.,"23,557",443,7,.,"24,007",.,.,.,.,.,.,.,.,.,.,"23,557",443,7,0.0,"24,007","341,559","99,457","12,645",.,"453,661","23,557",443,7,.,"24,007",.,.,.,.,.
53,2022,17828.0,City of Springfield - (IL),Municipal,,IL,MISO,"60,217","8,773",.,.,"68,990",.,.,.,.,.,.,.,.,.,.,5,8,.,.,13,"60,222","8,781",0,0.0,"69,003",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
54,2022,17838.0,"Spoon River Electric Coop, Inc",Cooperative,Y,IL,MISO,"4,655",275,.,.,"4,930",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,655",275,0,0.0,"4,930",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
55,2022,17860.0,City of St Charles - (IL),Municipal,,IL,PJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,985","2,244",37,0,"16,266","13,985","2,244",37,0.0,"16,266",0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
56,2022,18277.0,City of Sullivan - (IL),Municipal,Y,IL,MISO,.,.,.,.,.,"2,686",465,3,.,"3,154",.,.,.,.,.,.,.,.,.,.,"2,686",465,3,0.0,"3,154","20,176","19,393","26,397",.,"65,966",.,.,.,.,.,.,.,.,.,.
57,2022,18955.0,"Tri-County Electric Coop, Inc (IL)",Cooperative,,IL,MISO,.,.,.,.,.,"16,112",330,42,.,"16,484",.,.,.,.,.,5,23,7,.,35,"16,117",353,49,0.0,"16,519","242,224","33,529","46,604",.,"322,357","16,112",330,42,.,"16,484",.,.,.,.,.
58,2022,20180.0,City of Waterloo - (IL),Municipal,Y,IL,MISO,.,.,.,.,.,"4,503",531,25,.,"5,059",.,.,.,.,.,.,.,.,.,.,"4,503",531,25,0.0,"5,059","46,253","19,009","18,348",.,"83,610",.,.,.,.,.,.,.,.,.,.
59,2022,20222.0,Wayne-White Counties Elec Coop,Cooperative,,IL,MISO,.,.,.,.,.,"11,989","1,524",171,.,"13,684",.,.,.,.,.,.,.,.,.,.,"11,989","1,524",171,0.0,"13,684","154,764","83,321","170,178",.,"408,263","11,989","1,524",171,.,"13,684",.,.,.,.,.
60,2022,29296.0,Western Illinois Elec Coop,Cooperative,Y,IL,MISO,.,.,.,.,.,"3,512",886,.,.,"4,398",.,.,.,.,.,.,.,.,.,.,"3,512",886,0,0.0,"4,398","35,946","37,642",.,.,"73,588",.,.,.,.,.,.,.,.,.,.
61,2022,40367.0,Village of Ladd - (IL),Municipal,Y,IL,MISO,623,58,1,.,682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,623,58,1,0.0,682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
62,2022,56697.0,Ameren Illinois Company,Investor Owned,,IL,MISO,402,12,0,.,414,"1,062,031","158,479","1,108",65,"1,221,683",38,0,0,.,38,713,58,52,.,823,"1,063,146","158,549","1,160",65.0,"1,222,920","11,506,527","12,033,461","8,972,276","15,741","32,528,005","596,758","70,918",894,.,"668,570",0,0,0,.,0
63,2022,57313.0,Tesla Inc.,Behind the Meter,,IL,PJM,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,0,0.0,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
64,2022,59647.0,Sunrun Inc.,Behind the Meter,,IL,PJM,.,.,.,.,.,"16,768",.,.,.,"19,724",.,.,.,.,.,.,.,.,.,.,"19,724",0,0,0.0,"19,724","132,496",.,.,.,.,.,.,.,.,.,.,.,.,.,.
65,2022,99999.0,Adjustment 2022,,,IL,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"20,621","4,656",172,.,"25,449","20,621","4,656",172,0.0,"25,449",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
