Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Number of,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Types of Program,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
2016,3075,Carroll County - (TN),TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3081,Carroll Electric Member Corp - (GA),GA,.,.,36,.,36,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
2016,3208,Cedarburg Light & Water Comm,WI,43,29,2,0,74,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3222,Central Alabama Electric Coop,AL,.,.,2,.,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2016,3226,"Central Rural Electric Cooperative, Inc",OK,.,12,.,.,12,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3245,"Central Florida Elec Coop, Inc",FL,2,2,285,.,289,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3248,Central Georgia El Member Corp,GA,.,.,4,.,4,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3249,Central Hudson Gas & Elec Corp,NY,1039,252,57,.,1348,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3266,Central Maine Power Co,ME,6253,908,157,.,7318,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3273,"Central New Mexico El Coop, Inc",NM,1991,10,.,.,2001,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3293,Central Wisconsin Elec Coop,WI,79,36,.,.,115,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3400,City of Chaska - (MN),MN,9,.,.,.,9,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3408,City of Chattanooga - (TN),GA,7,0,0,0,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3408,City of Chattanooga - (TN),TN,101,18,44,0,163,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3413,PUD No 1 of Chelan County,WA,.,.,30,.,30,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3426,Cherokee Electric Coop,AL,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3498,Chippewa Valley Electric Coop,WI,0,10,24,0,34,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2016,3502,"Choctawhatche Elec Coop, Inc",FL,92,0,.,.,92,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3503,"Choptank Electric Coop, Inc",MD,0,235,9,0,244,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2016,3542,Duke Energy Ohio Inc,OH,247,1126,122,.,1495,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N
2016,3701,Clark Electric Coop - (WI),WI,241,.,.,.,241,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3704,City of Clarksville - (TN),TN,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3722,Clarke Electric Coop Inc - (IA),IA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3755,Cleveland Electric Illum Co,OH,24,0,0,0,24,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2016,3758,City of Cleveland - (TN),TN,0,0,6,0,6,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3812,City of Clinton - (TN),TN,0,0,10,0,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3814,City of Clintonville - (WI),WI,10,3,10,0,23,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3841,Coast Electric Power Assn,MS,14714,129,.,.,14843,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3843,Coastal Electric Member Corp,GA,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3855,Columbia Power System,TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3915,Coldwater Board of Public Util,MI,.,186,63,.,249,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3916,Cobb Electric Membership Corp,GA,8,1146,.,.,1154,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,3989,City of Colorado Springs - (CO),CO,18,1709,181,0,1908,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4003,City of Colton - (CA),CA,0,0,86,.,86,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4045,City of Columbia - (MO),MO,.,.,11,.,11,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4073,City of Columbus - (WI),WI,1,9,2,0,12,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4110,Commonwealth Edison Co,IL,159737,7962,136,0,167835,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N
2016,4147,Town of Concord - (MA),MA,29,.,.,.,29,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4176,Connecticut Light & Power Co,CT,406,2366,678,2,3452,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
2016,4254,Consumers Energy Co,MI,2119,62,58,.,2239,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N
2016,4294,City of Cookeville - (TN),TN,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4401,"Cotton Electric Coop, Inc",OK,.,28,.,.,28,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4430,"Covington Electric Coop, Inc",AL,.,6,.,.,6,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4432,Coweta-Fayette El Member Corp,GA,34,3,.,.,37,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4437,City of Covington - (TN),TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4471,Craig-Botetourt Electric Coop,VA,1,.,.,.,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4538,Crisp County Power Comm,GA,15,.,2,.,17,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4577,Crow Wing Cooperative Power & Light Comp,MN,.,3,.,.,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4604,City of Crystal Falls,MI,0,5,0,0,5,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4607,City of Cuba City,WI,0,7,0,0,7,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4618,"Cullman Electric Coop, Inc",AL,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4624,Cumberland Elec Member Corp,TN,0,0,10,0,10,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4675,Cuivre River Electric Coop Inc,MO,.,24,.,.,24,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
2016,4704,"DS&O Electric Cooperative, Inc.",KS,7222,.,2,.,7224,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4848,Daviess Martin County R E M C,IN,42,.,.,.,42,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4920,City of Dayton - (TN),TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4958,Decatur Utilities,AL,0,0,6,0,6,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,4960,Decatur County Rural E M C,IN,1,.,.,.,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5027,Delmarva Power,DE,248000,13600,.,.,261600,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
2016,5027,Delmarva Power,MD,165000,.,.,.,165000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
2016,5063,City of Denton - (TX),TX,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5070,Delaware Electric Cooperative,DE,0,41,0,0,41,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5078,"Denton County Elec Coop, Inc",TX,196,163,76,.,435,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5086,Delta Montrose Electric Assn,CO,1961,19,0,.,1980,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5109,DTE Electric Company,MI,1450,.,.,.,1450,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2016,5111,City of Detroit Lakes - (MN),MN,.,2,.,.,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5148,City of Dickson,TN,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5325,City of Douglas,GA,.,2,.,.,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5327,Douglas Electric Coop - (OR),OR,.,2,.,.,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5399,Duck River Elec Member Corp,TN,5,0,4,0,9,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5416,"Duke Energy Carolinas, LLC",NC,1952,16041,1119,.,19112,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5416,"Duke Energy Carolinas, LLC",SC,299,4910,534,.,5743,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5487,Duquesne Light Co,PA,.,66,24,.,90,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5509,City of Dyersburg,TN,0,0,6,0,6,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5551,City of Eagle River - (WI),WI,0,8,0,0,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5578,East Mississippi Elec Pwr Assn,MS,0,91,0,0,91,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5605,Eastern Iowa Light & Power Coop,IA,21713,1884,17,.,23614,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5632,Eau Claire Electric Coop,WI,7,11,8,0,26,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2016,5701,El Paso Electric Co,NM,25,86,9,0,120,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5701,El Paso Electric Co,TX,12,482,40,0,534,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5860,Empire District Electric Co,MO,.,.,3,.,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
2016,5953,"Entergy Solutions, Ltd",MA,.,.,1,.,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5961,Town of Erwin - (TN),TN,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5964,"Escambia River Elec Coop, Inc",FL,.,13,.,.,13,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,5997,Town of Estes Park,CO,313,24,.,.,337,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6008,City of Etowah,TN,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6043,City of Evansville,WI,0,10,1,0,11,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6112,"Farmers Electric Coop, Inc - (IA)",IA,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2016,6234,City of Fayetteville,TN,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6235,Public Works Comm-City of Fayetteville,NC,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6374,Fitchburg Gas & Elec Light Co,MA,0,0,27,0,27,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6395,Flathead Electric Coop Inc,MT,.,30,85,.,115,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6411,Flint Electric Membership Corp,GA,.,159,.,.,159,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2016,6422,City of Florence - (AL),AL,0,0,4,0,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6424,Florence Utility Comm,WI,0,2,0,0,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6431,"Flint Hills Rural E C A, Inc",KS,324,28,15,.,367,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N
2016,6455,"Duke Energy Florida, LLC",FL,29,13552,428,.,14009,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6457,Florida Public Utilities Co,FL,6,1,0,0,7,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6604,City of Fort Collins - (CO),CO,1734,0,0,0,1734,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6608,Fort Loudoun Electric Coop,TN,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6612,Fort Payne Improvement Authority,AL,0,1,0,0,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6638,City of Fountain,CO,.,37,.,.,37,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6640,Four County Elec Member Corp,NC,15,0,0,0,15,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6641,4-County Electric Power Assn,MS,0,878,1,0,879,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6717,Franklin Electric Coop - (AL),AL,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6718,City of Franklin - (KY),KY,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6782,Freeborn-Mower Coop Services,MN,7,45,12,0,64,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2016,6909,Gainesville Regional Utilities,FL,.,13,.,.,13,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6923,City of Gallatin - (TN),TN,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6930,City of Gallup - (NM),NM,.,1,1,.,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,6957,"Garkane Energy Coop, Inc",UT,417,10,.,.,427,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7027,City of Gastonia - (NC),NC,0,37,12,0,49,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2016,7096,City of Geneva- (IL),IL,.,.,5,.,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
