year,county,saifi,saidi,caidi,svi
2015,Henry,0.61487,146.02799,237.49544,0.11680
2015,Iroquois,0.72943,88.29348,121.04480,0.38130
2015,Jackson,0.66633,59.75147,89.67268,0.78900
2015,Jasper,0.14289,85.43176,597.89026,0.21580
2015,Jefferson,0.89757,132.36987,147.47518,0.71740
2015,Jersey,1.46424,110.39907,75.39687,0.03410
2015,Jo Daviess,1.01134,144.08626,142.47130,0.08940
2015,Johnson,0.78092,80.37231,102.91962,0.29120
2015,Kane,1.08022,79.84834,73.91866,0.49400
2015,Kankakee,0.98283,99.04962,100.78014,0.69700
2015,Kendall,0.35875,23.73629,66.16472,0.12220
2015,Knox,1.48219,359.87595,242.79999,0.64230
2015,LaSalle,0.78325,105.29897,134.43869,0.38260
2015,Lake,0.32881,35.63907,108.38761,0.46630
2015,Lawrence,0.57966,116.64636,201.23368,0.48060
2015,Lee,1.49511,372.22034,248.95849,0.31890
2015,Livingston,1.47322,354.03299,240.31162,0.38060
2015,Logan,1.56620,238.26865,152.13181,0.18140
2015,Macon,0.97676,108.64820,111.23330,0.52580
2015,Macoupin,1.62350,211.35993,130.18754,0.13880
2015,Madison,0.64175,82.59575,128.70384,0.25810
2015,Marion,0.54956,66.60299,121.19326,0.55470
2015,Marshall,2.49406,766.54819,307.35014,0.06810
2015,Mason,2.03425,332.99876,163.69625,0.14930
2015,Massac,0.24856,38.15229,153.49163,0.58560
2015,McDonough,0.71871,120.12829,167.14356,0.46120
2015,McHenry,1.05170,77.09360,73.30362,0.11520
2015,McLean,0.67497,186.24151,275.92583,0.20050
2015,Menard,1.37773,163.38373,118.58910,0.01650
2015,Mercer,4.20074,684.86737,163.03510,0.05980
2015,Monroe,0.37368,57.09584,152.79142,0.00160
2015,Montgomery,0.53683,61.78654,115.09454,0.25050
2015,Morgan,0.96925,155.66608,160.60416,0.52450
2015,Moultrie,0.21596,31.88771,147.65692,0.35580
2015,Ogle,0.55852,73.31902,131.27396,0.34850
2015,Peoria,1.30000,412.15488,317.04115,0.67850
2015,Perry,1.40443,147.18038,104.79754,0.60310
2015,Piatt,1.05579,121.69567,115.26498,0.00350
2015,Pike,2.54644,400.65656,157.33958,0.37840
2015,Pulaski,0.76743,125.29110,163.25963,0.52710
2015,Putnam,1.21072,250.92163,207.25066,0.01620
2015,Randolph,1.03714,103.04108,99.35109,0.41630
2015,Richland,0.30651,50.00604,163.14649,0.30650
2015,Rock Island,0.49304,63.17064,128.12494,0.68910
2015,Saline,0.63500,45.74960,72.04700,0.74120
2015,Sangamon,0.18455,23.53627,127.53111,0.43030
2015,Schuyler,0.13945,78.58799,563.57683,0.41090
2015,Scott,1.98474,512.62136,258.28092,0.01780
2015,Shelby,1.67624,176.97530,105.57849,0.06400
2015,St. Clair,0.84925,169.59022,199.69406,0.55440
2015,Stark,5.81752,2006.07154,344.83260,0.01940
2015,Stephenson,2.15627,229.87671,106.60848,0.55160
2015,Tazewell,1.22989,348.66849,283.49579,0.09480
2015,Union,1.01878,74.55921,73.18481,0.51720
2015,Vermilion,1.07146,93.71628,87.46563,0.65820
2015,Wabash,0.09447,24.83607,262.90672,0.40960
2015,Warren,4.27183,806.85408,188.87767,0.53280
2015,Washington,1.01599,164.27439,161.68931,0.05090
2015,Wayne,0.05142,108.05075,2101.23364,0.43860
2015,White,0.56237,63.61408,113.11684,0.43830
2015,Whiteside,0.58761,103.53802,176.20274,0.25490
2015,Will,0.77669,66.28960,85.34878,0.24120
2015,Williamson,0.64027,59.73305,93.29344,0.43000
2015,Winnebago,0.52841,53.11278,100.51452,0.76290
2015,Woodford,1.54099,521.40075,338.35476,0.02260
