,fips_code,county,state,customers_out,run_start_time
368,17003,Alexander,Illinois,1.0,2014-11-18 09:30:00
369,17003,Alexander,Illinois,7.0,2014-11-19 17:30:00
370,17003,Alexander,Illinois,1.0,2014-12-03 18:00:00
371,17003,Alexander,Illinois,20.0,2014-12-05 10:30:00
372,17003,Alexander,Illinois,20.0,2014-12-05 10:45:00
373,17003,Alexander,Illinois,20.0,2014-12-05 11:00:00
374,17003,Alexander,Illinois,1.0,2014-11-18 11:15:00
375,17003,Alexander,Illinois,1.0,2014-11-18 11:00:00
376,17003,Alexander,Illinois,1.0,2014-11-18 10:45:00
377,17003,Alexander,Illinois,1.0,2014-12-03 19:00:00
378,17003,Alexander,Illinois,1.0,2014-11-18 10:30:00
379,17003,Alexander,Illinois,1.0,2014-11-18 10:15:00
380,17003,Alexander,Illinois,1.0,2014-12-03 18:15:00
381,17003,Alexander,Illinois,20.0,2014-12-05 11:15:00
382,17003,Alexander,Illinois,1.0,2014-11-18 09:45:00
383,17003,Alexander,Illinois,1.0,2014-12-03 18:30:00
384,17003,Alexander,Illinois,1.0,2014-11-18 10:00:00
385,17003,Alexander,Illinois,1.0,2014-12-05 10:15:00
386,17005,Bond,Illinois,1.0,2014-11-10 21:00:00
387,17005,Bond,Illinois,4.0,2014-12-06 00:00:00
388,17005,Bond,Illinois,1.0,2014-11-10 21:30:00
389,17005,Bond,Illinois,1.0,2014-12-09 03:30:00
390,17005,Bond,Illinois,1.0,2014-12-09 03:45:00
391,17005,Bond,Illinois,1.0,2014-11-10 21:45:00
392,17005,Bond,Illinois,1.0,2014-11-10 21:15:00
393,17005,Bond,Illinois,7.0,2014-11-19 13:15:00
394,17005,Bond,Illinois,8.0,2014-11-19 13:30:00
395,17005,Bond,Illinois,7.0,2014-11-19 13:00:00
396,17005,Bond,Illinois,8.0,2014-11-14 12:45:00
397,17005,Bond,Illinois,1.0,2014-12-08 17:00:00
398,17005,Bond,Illinois,1.0,2014-12-08 16:45:00
399,17005,Bond,Illinois,7.0,2014-12-06 05:00:00
400,17005,Bond,Illinois,1.0,2014-12-08 16:30:00
401,17005,Bond,Illinois,1.0,2014-12-08 16:15:00
402,17005,Bond,Illinois,1.0,2014-12-08 16:00:00
403,17005,Bond,Illinois,1.0,2014-12-08 15:45:00
404,17005,Bond,Illinois,1.0,2014-12-08 15:30:00
405,17005,Bond,Illinois,1.0,2014-11-10 20:45:00
406,17005,Bond,Illinois,4.0,2014-12-06 00:30:00
407,17005,Bond,Illinois,4.0,2014-12-06 00:45:00
408,17005,Bond,Illinois,4.0,2014-12-06 01:00:00
409,17005,Bond,Illinois,4.0,2014-12-06 01:15:00
410,17005,Bond,Illinois,4.0,2014-12-06 00:15:00
411,17005,Bond,Illinois,4.0,2014-12-05 23:30:00
412,17005,Bond,Illinois,1.0,2014-11-12 15:45:00
413,17005,Bond,Illinois,4.0,2014-12-05 23:00:00
414,17005,Bond,Illinois,8.0,2014-11-14 13:00:00
415,17005,Bond,Illinois,8.0,2014-11-14 12:30:00
416,17005,Bond,Illinois,8.0,2014-11-14 12:15:00
417,17005,Bond,Illinois,8.0,2014-11-14 12:00:00
418,17005,Bond,Illinois,8.0,2014-11-14 11:45:00
419,17005,Bond,Illinois,8.0,2014-11-14 11:30:00
420,17005,Bond,Illinois,8.0,2014-11-14 11:15:00
421,17005,Bond,Illinois,8.0,2014-11-14 11:00:00
422,17005,Bond,Illinois,1.0,2014-11-03 16:00:00
423,17005,Bond,Illinois,1.0,2014-11-03 15:45:00
424,17005,Bond,Illinois,1.0,2014-11-03 15:30:00
425,17005,Bond,Illinois,1.0,2014-11-28 03:30:00
426,17005,Bond,Illinois,1.0,2014-11-12 16:45:00
427,17005,Bond,Illinois,1.0,2014-11-30 20:15:00
428,17005,Bond,Illinois,1.0,2014-11-30 20:30:00
429,17005,Bond,Illinois,1.0,2014-11-12 16:30:00
