|Data Year|,|Utility Number|,|Utility Name|,|Ownership|,|State|,|BA_CODE|,|Total Revenue (Thousand Dollars)|,|Total Sales (MWh)|,|Total Customers|,|Water Heater|,|Net Metering|,|Demand Side Management|,|Time Based Programs|
2016,9806.0,Village of Johnson - (VT),Municipal,VT,ISNE,2274.6,12946,945,.,Y,N,N
2016,14261.0,Village of Orleans - (VT),Municipal,VT,ISNE,1866,13061,669,.,Y,N,N
2016,287.0,"Alder Mutual Light Co, Inc",Cooperative,WA,BPAT,275.8,4730,302,.,N,N,N
2016,3459.0,City of Chewelah,Municipal,WA,AVA,1603,20230,1285,.,N,N,N
2016,4414.0,City of Coulee Dam - (WA),Municipal,WA,BPAT,816.8,15549,596,.,Y,N,N
2016,5631.0,Town of Eatonville - (WA),Municipal,WA,BPAT,1859,25650,1204,.,Y,N,N
2016,10326.0,PUD No 1 of Kittitas County,Political Subdivision,WA,BPAT,8887,94364,4299,.,Y,N,N
2016,11965.0,City of McCleary - (WA),Municipal,WA,BPAT,2268.3,30825,1109,.,N,N,N
2016,12616.0,City of Milton - (WA),Municipal,WA,BPAT,3483.3,53209,3485,.,N,N,N
2016,13387.0,"Nespelem Valley Elec Coop, Inc",Cooperative,WA,BPAT,4287.3,57514,1507,.,N,N,N
2016,14771.0,PUD No 1 of Asotin County,Municipal,WA,BPAT,13.9,264,3,.,N,N,N
2016,15327.0,PUD No 1 of Wahkiakum County,Political Subdivision,WA,BPAT,3650,39024,2484,.,N,N,N
2016,16462.0,Town of Ruston - (WA),Municipal,WA,TPWR,606,5977,537,.,N,N,N
2016,18282.0,City of Sumas - (WA),Municipal,WA,PSEI,2323,32159,900,.,Y,N,N
2016,22355.0,PUD No 1 of Mason County,Political Subdivision,WA,BPAT,7669.4,69792,4554,.,Y,N,N
2016,765.0,City of Arcadia - (WI),Municipal,WI,MISO,7770,85449,1592,.,N,N,N
2016,792.0,City of Argyle - (WI),Municipal,WI,MISO,718.5,6674,499,.,N,N,N
2016,1278.0,City of Barron - (WI),Municipal,WI,MISO,6861.5,80621,1827,.,Y,N,Y
2016,1522.0,Village of Belmont - (WI),Municipal,WI,MISO,2028.9,24297,679,.,N,N,N
2016,1585.0,Village of Benton - (WI),Municipal,WI,MISO,487,5309,546,.,N,N,N
2016,1765.0,Village of Black Earth - (WI),Municipal,WI,MISO,1557,12338,1356,.,N,N,N
2016,1866.0,Bloomer Electric & Water Co,Municipal,WI,MISO,4608,55234,2109,.,N,N,N
2016,2759.0,Village of Cadott - (WI),Municipal,WI,MISO,1490,13177,827,.,N,N,N
2016,3156.0,Village of Cashton - (WI),Municipal,WI,MISO,1464,18620,622,.,N,N,N
2016,3298.0,Village of Centuria - (WI),Municipal,WI,MISO,586,5769,442,.,N,N,N
2016,4369.0,City of Cornell,Municipal,WI,MISO,1322,12158,886,.,N,N,N
2016,4627.0,City of Cumberland - (WI),Municipal,WI,MISO,4133.6,36345,1387,.,N,N,N
2016,5834.0,City of Elroy - (WI),Municipal,WI,MISO,1937,21040,839,.,N,N,N
2016,6274.0,City of Fennimore - (WI),Municipal,WI,MISO,3015.8,33509,1419,.,Y,N,N
2016,7665.0,Village of Gresham - (WI),Municipal,WI,MISO,2563,23008,1169,.,Y,N,N
2016,8336.0,Village of Hazel Green - (WI),Municipal,WI,MISO,931,8076,635,.,N,N,N
2016,10243.0,City of Kiel - (WI),Municipal,WI,MISO,8499.3,87537,2653,.,Y,N,N
2016,10525.0,La Farge Municipal Electric Co,Municipal,WI,MISO,808.8,7231,622,.,Y,N,N
2016,11895.0,Village of Mazomanie - (WI),Municipal,WI,MISO,3877,39040,946,.,Y,N,Y
2016,12336.0,Village of Merrillan - (WI),Municipal,WI,MISO,347,4031,428,.,N,N,N
2016,13466.0,City of New Lisbon,Municipal,WI,MISO,2461,25490,873,.,N,N,N
2016,14451.0,Village of Pardeeville - (WI),Municipal,WI,MISO,2258,20206,1328,.,N,N,N
2016,15385.0,City of Princeton - (WI),Municipal,WI,MISO,1109,10709,956,.,N,N,N
2016,15983.0,Richland Electric Coop,Cooperative,WI,MISO,7755,47905,3786,.,Y,Y,N
2016,16680.0,Village of Sauk City - (WI),Municipal,WI,MISO,3699.9,32470,1861,.,N,N,Y
2016,17130.0,City of Shullsburg - (WI),Municipal,WI,MISO,1163.4,11164,752,.,Y,N,N
2016,17811.0,City of Spooner - (WI),Municipal,WI,MISO,3056,31090,1922,.,N,N,N
2016,18200.0,Village of Stratford - (WI),Municipal,WI,MISO,1627.6,17344,854,.,Y,N,N
2016,19114.0,Village of Trempealeau - (WI),Municipal,WI,MISO,1938,14518,1296,.,Y,N,N
2016,19867.0,Village of Viola - (WI),Municipal,WI,MISO,590,4860,414,.,N,N,N
2016,20153.0,"Washington Island El Coop, Inc",Cooperative,WI,MISO,1619.4,8621,1077,.,N,N,N
2016,20844.0,Wisconsin Dells Electric Util,Municipal,WI,MISO,7040,69355,2068,.,N,N,N
2016,20924.0,Wonewoc Electric & Water Util,Municipal,WI,MISO,506.6,4569,478,.,N,N,Y
2016,8192.0,"Harrison Rural Elec Assn, Inc",Cooperative,WV,PJM,14018,85275,6761,.,Y,N,N
2016,13471.0,City of New Martinsville - (WV),Municipal,WV,PJM,3961,33385,1829,.,N,N,N
2016,14954.0,Philippi Municipal Electric,Municipal,WV,PJM,3227,35223,1800,.,N,N,N
2016,1779.0,Town of Basin - (WY),Municipal,WY,PACE,1337.6,9279,831,.,N,N,N
2016,4981.0,City of Deaver - (WY),Municipal,WY,PACE,78,724,79,.,N,N,N
2016,6509.0,Town of Fort Laramie- (WY),Municipal,WY,WACM,166.3,1203,156,.,N,N,N
2016,7759.0,Town of Guernsey - (WY),Municipal,WY,WACM,1221.8,10408,690,.,N,N,N
2016,11099.0,Town of Lingle - (WY),Municipal,WY,WACM,491,3619,300,.,N,N,N
2016,11330.0,Town of Lusk - (WY),Municipal,WY,WACM,1671,16916,1173,.,N,N,N
2016,13685.0,"Niobrara Electric Assn, Inc",Cooperative,WY,WACM,10822,92309,2107,.,N,N,Y
2016,15051.0,City of Pine Bluffs - (WY),Municipal,WY,WACM,1001.2,9784,792,.,N,N,N
2016,15294.0,City of Powell - (WY),Municipal,WY,WACM,6168,48885,3143,.,Y,N,N
2016,17593.0,"Southeast Electric Coop, Inc",Cooperative,WY,WAUW,23,204,11,.,Y,N,N
2016,20506.0,"Wheatland Rural Elec Assn, Inc",Cooperative,WY,WACM,13231,116864,3774,.,Y,N,N
2016,20512.0,Town of Wheatland - (WY),Municipal,WY,WACM,4123.2,35925,2464,.,N,N,N
2016,21664.0,Willwood Light & Power Company,Cooperative,WY,PACE,142,921,47,.,N,N,N
2016,31516.0,Midvale Irrigation District,Political Subdivision,WY,PACE,2.7,74,6,.,N,N,N
These entities are one of the elements used in the state Adjustment lines in the Sales to Ultimate Customers file.,,,,,,,,,,,,
