Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2016,123,City of Adel- (GA),,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1994,564,15,.,2573,1994,564,15,0,2573,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,149,City of Afton- (IA),Y,IA,MISO,428,81,.,.,509,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,428,81,0,0,509,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,150,Adrian Public Utilities Comm,,MN,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,107,2,0,638,529,107,2,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,155,Agralite Electric Coop,,MN,MISO,4388,271,563,.,5222,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4388,271,563,0,5222,.,.,.,.,.,.,.,.,.,.,2349,105,537,.,2991
2016,162,Aiken Electric Coop Inc,,SC,SC,.,.,.,.,.,44086,2741,16,.,46843,.,.,.,.,.,.,.,.,.,.,44086,2741,16,0,46843,615270,135241,189555,.,940066,44086,2741,0,.,46827,6468,.,.,.,6468
2016,174,Aitkin Public Utilities Comm,Y,MN,MISO,0,0,.,.,0,1534,248,79,.,1861,.,.,.,.,.,.,.,.,.,.,1534,248,79,0,1861,12634,12255,10789,.,35678,.,.,.,.,.,.,.,.,.,.
2016,176,Ajo Improvement Co,,AZ,AZPS,769,208,.,.,977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,769,208,0,0,977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,182,City of Akron - (IA),Y,IA,MISO,701,125,45,.,871,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,701,125,45,0,871,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,195,Alabama Power Co,,AL,SOCO,.,.,.,.,.,1258865,176116,6090,.,1441071,.,.,.,.,.,.,.,.,.,.,1258865,176116,6090,0,1441071,18064676,13673768,22248989,.,53987433,1258187,176116,6090,.,1440393,5968,.,.,.,5968
2016,198,City of Alton,Y,IA,MISO,450,110,0,.,560,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,450,110,0,0,560,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2016,201,City of Alachua - (FL),,FL,FPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3789,733,.,.,4522,3789,733,0,0,4522,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,202,Town of Black Creek - (NC),Y,NC,CPLE,612,112,.,.,724,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,612,112,0,0,724,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,207,City of Alameda,,CA,CISO,603,40,.,.,643,1004,456,.,.,1460,.,.,.,.,.,29114,3616,.,.,32730,30721,4112,0,0,34833,3258,152491,.,.,155749,.,.,.,.,.,.,.,.,.,.
2016,213,Alaska Electric Light&Power Co,,AK,,14316,1756,178,.,16250,.,.,.,.,.,.,.,.,.,.,651,384,40,.,1075,14967,2140,218,0,17325,.,.,.,.,.,.,.,.,.,.,2358,35,.,.,2393
2016,219,Alaska Power and Telephone Co,,AK,,5501,2335,.,.,7836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5501,2335,0,0,7836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,221,"Alaska Village Elec Coop, Inc",,AK,,7860,3058,.,.,10918,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7860,3058,0,0,10918,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,230,Albany Water Gas & Light Comm,,GA,SOCO,30845,454,.,.,31299,.,.,.,.,.,.,.,.,.,.,579,4265,.,.,4844,31424,4719,0,0,36143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,232,City of Albemarle - (NC),,NC,DUK,10143,2263,15,0,12421,.,.,.,.,0,.,.,.,.,.,0,14,1,0,15,10143,2277,16,0,12436,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,240,Albemarle Electric Member Corp,,NC,PJM,.,.,.,.,.,11545,1118,18,.,12681,.,.,.,.,.,.,.,.,.,.,11545,1118,18,0,12681,171975,36174,6055,.,214204,11545,1118,18,.,12681,.,.,.,.,.
2016,241,Albertville Municipal Utilities Board,,AL,TVA,7947,2142,12,0,10101,.,0,2,0,2,0,0,0,0,0,0,0,0,0,0,7947,2142,14,0,10103,0,0,183556.88,0,183556.88,0,0,0,0,0,0,0,0,0,0
2016,261,AGC Division of APG Inc,,IN,MISO,.,.,5,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,5,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,266,City of Alpha - (MN),Y,MN,MISO,62,14,.,.,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,14,0,0,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,276,Alcorn County Elec Power Assn,,MS,TVA,0,0,0,0,0,14617,3855,6,0,18478,0,0,0,0,0,0,0,0,0,0,14617,3855,6,0,18478,219979.07,166923.76,213463,0,600365.83,14617,3520,0,0,18137,0,0,0,0,0
2016,282,Village of Arcadia - (OH),Y,OH,PJM,247,.,.,.,247,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,247,0,0,0,247,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,289,City of Alexander City,,AL,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5155,1030,66,.,6251,5155,1030,66,0,6251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,295,City of Alexandria - (MN),,MN,MISO,2329,322,19,.,2670,.,.,.,.,.,.,.,.,.,.,5618,1316,181,.,7115,7947,1638,200,0,9785,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,296,"Alfalfa Electric Coop, Inc",,KS,SWPP,1,15,8,.,24,222,713,14,.,949,.,.,.,.,.,.,.,.,.,0,223,728,22,0,973,3781,7292,25714,.,36787,222,713,14,.,949,.,.,.,.,.
2016,296,"Alfalfa Electric Coop, Inc",,OK,SWPP,28,.,164,.,192,2719,4675,90,.,7484,.,.,.,.,.,.,.,.,.,.,2747,4675,254,0,7676,47120,50354,334516,.,431990,2719,4675,90,.,7484,.,.,.,.,.
2016,298,City of Alexandria - (LA),,LA,MISO,2196,422,.,.,2618,.,.,.,.,0,.,.,.,.,0,18103,3362,6,.,21471,20299,3784,6,0,24089,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2016,305,Alger-Delta Coop Electric Assn,,MI,MISO,9449,552,1,0,10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9449,552,1,0,10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,307,Algoma Utility Comm,,WI,MISO,1655,350,0,0,2005,0,12,3,0,15,0,0,0,0,0,0,0,0,0,0,1655,362,3,0,2020,0,7684,19300,0,26984,0,12,3,0,15,0,0,0,0,0
2016,308,City of Acworth - (GA),,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5888,569,2,.,6459,5888,569,2,0,6459,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,309,City of Algona - (IA),,IA,SWPP,.,.,.,.,.,3035,681,14,.,3730,.,.,.,.,.,0,0,0,.,0,3035,681,14,0,3730,28885,28258,55968,.,113111,3035,681,14,.,3730,.,.,.,.,.
2016,329,"Allamakee-Clayton El Coop, Inc",,IA,MISO,9087,493,.,.,9580,335,18,.,.,353,.,.,.,.,0,10,10,.,.,20,9432,521,0,0,9953,2208,171,.,.,2379,.,.,.,.,.,.,.,.,.,.
2016,367,City of Alliance- (NE),,NE,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4239,1053,13,.,5305,4239,1053,13,0,5305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,392,Alpena Power Co,,MI,MISO,13720,2689,.,.,16409,.,.,.,.,.,.,.,.,.,.,.,15,4,.,19,13720,2704,4,0,16428,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,406,City of Altamont - (IL),Y,IL,MISO,1277,168,.,.,1445,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1277,168,0,0,1445,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,407,Altamaha Electric Member Corp,,GA,SOCO,.,.,.,.,.,18311,1818,203,.,20332,.,.,.,.,.,.,.,.,.,.,18311,1818,203,0,20332,236991,85842,88109,.,410942,18311,899,203,.,19413,.,.,.,.,.
2016,416,City of Altus - (OK),,OK,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7657,1197,2,.,8856,7657,1197,2,0,8856,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,471,Amana Society Service Co,,IA,MISO,705,180,1,0,886,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,705,180,1,0,886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,554,City of Ames - (IA),,IA,MISO,1379,106,0,0,1485,0,0,0,0,0,0,0,0,0,0,21854,3063,5,0,24922,23233,3169,5,0,26407,0,0,0,0,0,0,0,1,0,1,9640,210,0,0,9850
2016,560,City of Amherst- (OH),,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5397,504,70,0,5971,5397,504,70,0,5971,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,562,Amicalola Electric Member Corp,,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43177,4718,16,0,47911,43177,4718,16,0,47911,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,571,City of Amory,,MS,TVA,2926,1068,2,0,3996,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2926,1068,3,0,3997,0,0,20000.88,0,20000.88,0,0,0,0,0,0,0,0,0,0
2016,577,City of Alcoa Utilities,,TN,TVA,0,0,0,0,0,25925,3447,1,0,29373,0,0,0,0,0,0,0,0,0,0,25925,3447,1,0,29373,388714.84,233880.09,1132.14,0,623727.07,0,0,0,0,0,0,0,0,0,0
2016,590,City of Anaheim - (CA),,CA,CISO,.,.,.,.,.,7618,1007,540,.,9165,.,.,.,.,.,81395,15478,54,.,96927,89013,16485,594,0,106092,53604,175719,974854,.,1204177,.,.,.,.,.,.,.,.,.,.
2016,599,Anchorage Municipal Light and Power,,AK,AMPL,24156,6337,.,.,30493,.,.,.,.,.,.,.,.,.,.,.,30,.,.,30,24156,6367,0,0,30523,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,604,City of Andalusia,,AL,AEC,3627,988,2,.,4617,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3627,988,2,0,4617,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,636,City of Anderson - (IN),,IN,PJM,.,.,.,.,0,34126,4490,61,.,38677,.,.,.,.,.,.,.,.,.,.,34126,4490,61,0,38677,301959,308976,216974,.,827909,.,.,27,.,27,.,.,.,.,.
2016,689,Connexus Energy,,MN,MISO,.,.,.,.,.,991,.,.,.,991,.,.,.,.,.,118250,11315,399,0,129964,119241,11315,399,0,130955,1461,0,0,0,1461,.,.,.,.,.,.,.,.,.,.
2016,690,City of Bardstown - (KY),,KY,LGEE,.,.,.,.,0,3385,1057,15,.,4457,.,.,.,.,.,.,.,.,.,.,3385,1057,15,0,4457,22383,28387,47187,.,97957,0,0,0,.,0,.,.,.,.,.
2016,691,City of Anoka,,MN,MISO,10567,1328,15,.,11910,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10567,1328,15,0,11910,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,694,Anza Electric Coop Inc,,CA,WALC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,318,0,0,4878,4560,318,0,0,4878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,701,City of Anthony - (KS),Y,KS,SWPP,1610,349,9,.,1968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1610,349,9,0,1968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,719,Town of Apex- (NC),,NC,CPLE,16423,1458,.,.,17881,0,0,.,.,0,0,0,.,.,0,448,0,.,.,448,16871,1458,0,0,18329,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,727,Appalachian Electric Coop,,TN,TVA,0,0,0,0,0,39566,6329,5,0,45900,0,0,0,0,0,0,0,0,0,0,39566,6329,5,0,45900,611468.01,237213.64,67323,0,916004.65,0,0,0,0,0,0,0,0,0,0
2016,733,Appalachian Power Co,,VA,PJM,449238,75749,1829,0,526816,1296,43,0,0,1339,0,0,0,0,0,16,68,49,0,133,450550,75860,1878,0,528288,14053,389,0,0,14442,0,0,0,0,0,0,0,0,0,0
2016,733,Appalachian Power Co,,WV,PJM,362803,66665,2192,0,431660,897,45,1,0,943,0,0,0,0,0,34,89,95,0,218,363734,66799,2288,0,432821,11844,69,0,0,11913,0,0,0,0,0,0,0,0,0,0
2016,750,Arab Electric Coop Inc,,AL,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12476,2775,1,0,15252,12476,2775,1,0,15252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,752,City of Arapahoe - (NE),Y,NE,SWPP,476,178,22,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,476,178,22,0,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,768,City of Arcanum - (OH),Y,OH,PJM,1441,136,27,.,1604,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1441,136,27,0,1604,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,789,Town of Argos,Y,IN,MISO,736,108,.,.,844,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,736,108,0,0,844,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,792,City of Argyle - (WI),Y,WI,MISO,398,95,6,.,499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,398,95,6,0,499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,803,Arizona Public Service Co,,AZ,AZPS,253,34,.,.,287,1062279,122875,3680,.,1188834,.,.,.,.,.,.,.,.,.,.,1062532,122909,3680,0,1189121,13160236,9800722,622628,.,23583586,.,.,.,.,.,.,.,.,.,.
2016,814,Entergy Arkansas Inc,,AR,MISO,18635,778,207,0,19620,0,0,647,0,647,0,0,0,0,0,586218,93419,29184,1,708822,604853,94197,30038,1,729089,.,.,21051,.,21051,.,.,.,.,.,.,.,1024,.,1024
2016,814,Entergy Arkansas Inc,,TN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3,3,0,8,2,3,3,0,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,817,Arkansas Valley Elec Coop Corp,,AR,SWPP,.,.,.,.,.,50491,3682,26,.,54199,.,.,.,.,.,.,.,.,.,.,50491,3682,26,0,54199,706400,168311,250874,.,1125585,50491,3682,26,.,54199,.,.,.,.,.
2016,817,Arkansas Valley Elec Coop Corp,,OK,SWPP,.,.,.,.,.,4079,485,.,.,4564,.,.,.,.,.,.,.,.,.,.,4079,485,0,0,4564,55924,30125,.,.,86049,4079,485,.,.,4564,.,.,.,.,.
2016,828,City of Arlington - (MN),,MN,MISO,936,97,0,0,1033,0,0,0,0,0,0,0,0,0,0,35,96,0,0,131,971,193,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,831,City of Arlington - (SD),Y,SD,SWPP,326,46,.,.,372,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,326,46,0,0,372,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2016,887,"Arrowhead Electric Coop, Inc",,MN,MISO,1,.,.,.,1,4909,527,.,.,5436,.,.,.,.,.,.,.,.,.,.,4910,527,0,0,5437,40469,27265,.,.,67734,1,1,.,.,2,.,.,.,.,.
2016,902,Town of Ashburnham - (MA),Y,MA,ISNE,2798,195,39,.,3032,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2798,195,39,0,3032,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,907,City of Ashland - (OR),,OR,PACW,10309,1427,.,.,11736,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10309,1427,0,0,11736,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,918,City of Aspen- (CO),,CO,PSCO,2017,1005,.,.,3022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2017,1005,0,0,3022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,942,Atchison-Holt Electric Coop,,IA,AECI,.,.,.,.,.,1019,84,59,.,1162,.,.,.,.,.,.,.,.,.,.,1019,84,59,0,1162,9820,5767,602,.,16189,.,.,.,.,.,.,.,.,.,.
2016,942,Atchison-Holt Electric Coop,,MO,AECI,.,.,.,.,.,2337,194,140,.,2671,.,.,.,.,.,.,.,.,.,.,2337,194,140,0,2671,24176,14199,26501,.,64876,.,.,.,.,.,.,.,.,.,.
2016,944,City of Athens - (AL),,AL,TVA,13715,1711,0,0,15426,0,4,2,0,6,0,0,0,0,0,24649,5009,8,0,29666,38364,6724,10,0,45098,0,3575.37,50722.06,0,54297.43,0,0,1,0,1,0,0,0,0,0
2016,947,Athens Utility Board,,TN,TVA,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,10896,2228,3,0,13127,10896,2228,8,0,13132,0,0,285489.04,0,285489.04,0,0,0,0,0,0,0,0,0,0
2016,963,Atlantic City Electric Co,,NJ,PJM,629,.,585,.,1214,.,.,.,.,.,.,.,.,.,.,482524,64430,274,.,547228,483153,64430,859,0,548442,.,.,.,.,.,.,.,.,.,.,45866,.,.,.,45866
2016,965,Atlantic Municipal Utilities,,IA,MISO,.,.,.,.,.,2183,440,2,.,2625,.,.,.,.,.,1662,399,.,.,2061,3845,839,2,0,4686,22872,25330,10676,.,58878,.,.,.,.,.,.,.,.,.,.
2016,993,Auburn Board of Public Works,,NE,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1902,840,1,.,2743,1902,840,1,0,2743,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,994,City of Auburn - (IN),,IN,PJM,.,.,.,.,0,6358,980,137,.,7475,.,.,.,.,.,.,.,.,.,.,6358,980,137,0,7475,63894,28133,346196,.,438223,.,.,.,.,.,.,.,.,.,.
2016,998,City of Augusta - (KS),,KS,SWPP,3211,258,13,.,3482,.,.,.,.,.,.,.,.,.,.,709,151,11,.,871,3920,409,24,0,4353,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1002,City of Aurelia - (IA),Y,IA,MISO,439,61,15,.,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,439,61,15,0,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1009,City of Austin - (MN),,MN,MISO,10439,1199,1,0,11639,0,0,0,0,0,0,0,0,0,0,0,519,0,0,519,10439,1718,1,0,12158,0,0,0,0,0,0,0,0,0,0,6037,0,0,0,6037
2016,1015,Austin Energy,,TX,ERCO,1993,.,.,.,1993,411664,52324,127,.,464115,.,.,.,.,.,.,.,.,.,.,413657,52324,127,0,466108,4285802,5994526,2801572,.,13081900,414091,50121,110,.,464322,58,73,18,.,149
2016,1024,City of Ava - (MO),,MO,AECI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1195,298,49,.,1542,1195,298,49,0,1542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1028,Town of Avilla - (IN),Y,IN,PJM,978,103,20,.,1101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,978,103,20,0,1101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1036,Town of Ayden - (NC),,NC,CPLE,3579,388,1,.,3968,.,.,.,.,.,.,.,.,.,.,.,106,.,.,106,3579,494,1,0,4074,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1046,City of Aztec - (NM),Y,NM,WACM,2673,480,.,.,3153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2673,480,0,0,3153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1050,City of Azusa,,CA,CISO,5077,995,32,.,6104,.,.,.,.,.,.,.,.,.,.,9078,1111,.,.,10189,14155,2106,32,0,16293,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1062,BARC Electric Coop Inc,,VA,PJM,50,50,.,.,100,11855,725,.,.,12580,.,.,.,.,.,.,.,.,.,.,11905,775,0,0,12680,124748,50452,.,.,175200,11855,725,.,.,12580,.,.,.,.,.
2016,1101,Bagley Public Utilities Comm,,MN,MISO,0,0,0,.,0,0,0,0,.,0,.,.,.,.,.,555,139,69,.,763,555,139,69,0,763,0,0,0,.,0,0,0,0,.,0,.,.,.,.,.
2016,1148,City of Baldwin City- (KS),,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1688,237,0,0,1925,1688,237,0,0,1925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1149,Baldwin County El Member Corp,,AL,AEC,.,.,.,.,0,66279,6942,.,.,73221,.,.,.,.,.,.,.,.,.,.,66279,6942,0,0,73221,903170,466076,.,.,1369246,66279,6942,.,.,73221,.,.,.,.,.
2016,1167,Baltimore Gas & Electric Co,,MD,PJM,58586,9461,.,.,68047,1120061,123992,.,.,1244053,.,.,.,.,.,4523,.,5703,3,10229,1183170,133453,5703,3,1322329,11319146,14062483,.,.,25381629,449417,.,.,.,449417,335015,.,.,.,335015
2016,1169,Bailey County Elec Coop Assn,,TX,SWPP,468,109,1183,.,1760,.,.,.,.,.,.,.,.,.,.,2956,684,3565,.,7205,3424,793,4748,0,8965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1170,Bamberg Board of Public Works,Y,SC,SC,1466,349,6,.,1821,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,1466,349,6,0,1821,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2016,1172,Bancroft Municipal Utilities,Y,IA,MISO,387,123,139,.,649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,387,123,139,0,649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1175,"Bandera Electric Coop, Inc",,TX,ERCO,.,.,.,.,0,29303,4733,56,.,34092,.,.,.,.,.,.,.,.,.,.,29303,4733,56,0,34092,423572,135187,19565,.,578324,29303,4733,56,.,34092,.,.,.,.,.
2016,1176,City of Bandon - (OR),,OR,BPAT,2596,423,2,0,3021,.,.,.,.,0,.,.,.,.,.,509,273,0,0,782,3105,696,2,0,3803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1179,Emera Maine,,ME,ISNE,.,.,.,.,.,101905,18610,41,.,120556,.,.,.,.,.,331,117,.,.,448,102236,18727,41,0,121004,64123,45929,5953,.,116005,.,.,.,.,.,.,.,.,.,.
2016,1179,Emera Maine,,ME,NBSO,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,28912,6954,204,.,36070,28912,6954,204,0,36070,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2016,1181,Village of Bangor - (WI),,WI,MISO,740,102,8,.,850,0,0,0,.,0,0,0,0,.,0,548,328,0,.,876,1288,430,8,0,1726,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0
2016,1192,City of Banning - (CA),,CA,CISO,910,120,0,0,1030,.,.,.,.,.,.,.,.,.,.,10024,1015,11,.,11050,10934,1135,11,0,12080,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1196,Village of Baraga - (MI),,MI,MISO,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,649,230,0,0,879,649,231,0,0,880,0,4727,0,0,4727,0,1,0,0,1,0,0,0,0,0
2016,1201,Barbourville Utility Comm,,KY,LGEE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3432,515,187,.,4134,3432,515,187,0,4134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1208,Town of Bargersville - (IN),Y,IN,MISO,3140,388,39,.,3567,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3140,388,39,0,3567,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1233,City of Barnesville - (MN),,MN,MISO,260,25,0,.,285,1133,72,0,.,1205,0,0,0,.,0,22,68,0,.,90,1415,165,0,0,1580,12665,2131,.,.,14796,0,0,.,.,0,872,60,.,.,932
2016,1251,Barron Electric Coop,,WI,MISO,17971,195,152,.,18318,.,10,10,.,20,.,.,.,.,.,.,.,.,.,.,17971,205,162,0,18338,.,2468,12899,.,15367,17971,205,156,.,18332,6727,.,.,.,6727
