|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,|.."Data Type O = Observed I = Imputed"|
2016,289,City of Alexander City,AL,Municipal,SERC,24.3,23.4,.,145106,.,.,0,.,.,0,.,145106,130746,.,.,.,14360,145106,13408,.,.,.,.,.,13408,O
2016,295,City of Alexandria - (MN),MN,Municipal,MRO,58.7,47.2,.,300216,.,.,0,.,.,0,.,300216,285698,.,.,.,14518,300216,24615.1,.,.,.,.,703.2,25318.3,O
2016,296,"Alfalfa Electric Coop, Inc",OK,Cooperative,SPP,159.9,181.6,.,1131639,.,.,0,37449,37449,0,.,1131639,1109941,1442,.,360,19896,1131639,70397,.,93,.,.,330,70820,O
2016,298,City of Alexandria - (LA),LA,Municipal,SPP,170,115,86684,763921,0,0,0,.,.,0,.,850605,745248,86684,14371,.,4302,850605,71475.9,.,4039.5,.,.,.,75515.4,O
2016,305,Alger-Delta Coop Electric Assn,MI,Cooperative,MISO,15.1,13.5,0,84399,0,0,.,0,0,.,0,84399,76716,0,0,0,7683,84399,14016,.,0,0,0,0,.,O
2016,307,Algoma Utility Comm,WI,Municipal,MISO,9.8,8.1,0,47255,0,0,.,0,0,.,0,47255,45161,0,0,78,2016,47255,4809.4,.,0,0,0,30.9,4840.3,O
2016,308,City of Acworth - (GA),GA,Municipal,SERC,27.5,20.5,.,102392,.,.,0,3684,.,3684,.,106076,99664,.,.,1538,4874,106076,13758,.,.,.,.,758.4,14516.4,O
2016,309,City of Algona - (IA),IA,Municipal,MRO,25,19,77168,45222,.,.,0,111343,.,111343,-3564,230169,114814,111344,.,.,4011,230169,11178,.,3847,.,.,.,15025,O
2016,329,"Allamakee-Clayton El Coop, Inc",IA,Cooperative,MRO,30.2,29,.,143171,.,.,0,.,.,0,.,143171,125852,8958,.,558,7803,143171,17898.6,.,424.2,.,.,63.2,18386,O
2016,332,Allegheny Electric Coop Inc,PA,Cooperative,RFC,671.6,735.4,2001947,1584769,10695,.,10695,.,.,0,.,3597411,.,3534330,.,.,63081,3597411,.,.,211136,.,2600,3934,217670,O
2016,343,AEP Generating Company,OH,Investor Owned,RFC,2459,2463,13491086,.,.,.,0,.,.,0,.,13491086,.,13491086,.,.,.,13491086,.,.,563840.3,.,.,217.7,564058,O
2016,367,City of Alliance- (NE),NE,Municipal,MRO,24.3,21.2,30,120167,.,.,0,.,.,0,-3259,116938,110243,.,2244,.,4451,116938,13016.8,.,.,.,.,756.6,13773.4,O
2016,392,Alpena Power Co,MI,Investor Owned,RFC,63,53,.,364303,.,.,0,.,.,0,.,364303,350941,.,.,134,13228,364303,33034.1,.,.,.,.,242.6,33276.7,O
2016,407,Altamaha Electric Member Corp,GA,Cooperative,SERC,91.4,97.2,.,410942,.,.,0,.,.,0,.,410942,410942,.,.,.,0,410942,47450,.,.,.,.,881,48331,O
2016,416,City of Altus - (OK),OK,Municipal,SPP,55.8,32.9,.,220747,.,.,0,.,.,0,.,220747,195626,.,.,14870,10251,220747,22718.4,.,.,.,.,.,22718.4,O
2016,471,Amana Society Service Co,IA,Investor Owned,MRO,16,14,2950,95393,.,.,0,.,.,0,.,98343,96369,.,.,.,1974,98343,8102,.,.,.,.,56,8158,O
2016,540,BP Energy Company,TX,Retail Power Marketer,TRE,13,13,.,882782,.,.,0,.,.,0,.,882782,882782,.,.,.,.,882782,27254,.,.,.,.,.,27254,O
2016,554,City of Ames - (IA),IA,Municipal,MRO,151.6,110.1,279378,498079,.,.,0,.,.,0,0,777457,658626,92999,0,377,25455,777457,52969.5,0,2579.7,0,1653,7622.5,64824.7,O
2016,560,City of Amherst- (OH),OH,Municipal,RFC,29,19,.,115278,.,.,0,.,.,0,.,115278,107051,.,.,.,8227,115278,11667,.,.,.,.,.,11667,O
2016,562,Amicalola Electric Member Corp,GA,Cooperative,SERC,181.7,204.1,.,781263,.,.,0,.,.,0,.,781263,731488,.,.,953,48822,781263,83942.7,.,.,.,.,6020.1,89962.8,O
2016,571,City of Amory,MS,Municipal,SERC,30,24,0,141160,0,.,0,0,0,0,0,141160,138443,0,0,0,2717,141160,13724,.,0,0,0,323.3,14047.3,O
2016,577,City of Alcoa Utilities,TN,Municipal,SERC,141,167,0,661092,0,.,0,0,0,0,0,661092,629545,0,0,15,31532,661092,65088,.,0,0,0,1950.4,67038.4,O
2016,590,City of Anaheim - (CA),CA,Municipal,WECC,561,378,359143,3050197,.,.,0,.,.,0,.,3409340,2356277,957613,.,.,95450,3409340,376116.7,0,17612,0,31045,2881,427654.7,O
2016,599,Anchorage Municipal Light and Power,AK,Municipal,AK,156,163,1145358,90390,.,.,0,.,.,0,.,1235748,991879,213901,.,.,29968,1235748,145640.7,.,15343.2,5297.1,.,746.5,167027.5,O
2016,604,City of Andalusia,AL,Municipal,SERC,58.4,45.1,.,364708,.,.,0,.,.,0,.,364708,361147,.,.,.,3561,364708,28576,.,.,.,.,.,28576,O
2016,636,City of Anderson - (IN),IN,Municipal,RFC,173.7,135.4,.,872462,.,.,0,.,.,0,.,872462,832214,.,.,.,40248,872462,84306.5,.,.,.,.,.,84306.5,O
2016,659,American Transmission Co,WI,Transmission,,12159.4,9633.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50100.3,669197.5,1709.4,620806.6,O
2016,689,Connexus Energy,MN,Cooperative,MRO,516.9,358.2,.,2346347,.,.,0,.,.,0,.,2346347,1953247,311991,.,.,81109,2346347,235091.3,0,23991.8,.,.,.,259083.1,O
2016,690,City of Bardstown - (KY),KY,Municipal,RFC,37.9,33.3,.,202120,.,.,0,.,.,0,.,202120,195913,.,.,778,5429,202120,14997,.,.,.,.,.,14997,O
2016,691,City of Anoka,MN,Municipal,MRO,63.4,41.8,.,283477,.,.,0,.,.,0,.,283477,275234,.,.,.,8243,283477,27636,.,.,.,.,427.2,28063.2,O
2016,694,Anza Electric Coop Inc,CA,Cooperative,WECC,13.7,10.9,.,59683,.,.,0,.,.,0,.,59683,54170,.,186,106,5221,59683,9707.4,.,.,.,.,.,9707.4,O
2016,712,Arkansas River Power Authority,CO,Political Subdivision,WECC,65.3,39.1,18657,267008,.,.,0,.,.,0,.,285665,.,276791,.,.,8874,285665,0,.,28771.1,.,.,.,28771.1,O
2016,719,Town of Apex- (NC),NC,Municipal,SERC,87.4,49.9,.,325062,.,.,0,.,.,0,.,325062,302769,.,1734,10372,10187,325062,29614.5,.,.,.,.,.,29614.5,O
2016,727,Appalachian Electric Coop,TN,Cooperative,SERC,199,272,0,984806,0,.,0,0,0,0,0,984806,927222,0,0,1221,56363,984806,99962,.,0,0,0,3116.7,103078.7,O
2016,733,Appalachian Power Co,OH,Investor Owned,RFC,5873,7363,27096755,9997318,.,.,0,.,.,0,.,37094073,28323673,6424581,57,.,2345762,37094073,2626366,887,299089,-4262,50241,57301,3029622,O
2016,750,Arab Electric Coop Inc,AL,Cooperative,SERC,72,80,0,334287,0,.,0,0,0,0,0,334287,307259,0,0,396,26632,334287,33317,.,0,0,0,1254.2,34571.2,O
2016,796,Arizona Electric Pwr Coop Inc,AZ,Cooperative,WECC,863,481,2068786,1900029,285358,310276,-24918,389427,378194,11233,0,3955130,0,3862396,0,0,92734,3955130,0,0,147581.5,0,23199,9535.8,180316.3,O
2016,798,Arizona Power Authority,AZ,State,WECC,277.4,266.8,.,743233,.,.,0,.,.,0,.,743233,.,720936,.,.,22297,743233,.,.,28035.4,.,.,.,28035.4,O
2016,803,Arizona Public Service Co,AZ,Investor Owned,WECC,7275,4379,24835334,8962490,626389,631238,-4849,38799934,38795543,4391,.,33797366,28022002,3906044,.,60924,1808396,33797366,3335229,.,119366,.,.,61741,3516336,O
2016,807,Arkansas Electric Coop Corp,AR,Cooperative,SPP,2857,2737,9787247,5319861,11388,11237,151,.,.,0,.,15107259,.,14981542,.,.,125717,15107259,.,.,755349.8,.,9434.6,905.4,765689.8,O
2016,814,Entergy Arkansas Inc,AR,Investor Owned,SERC,4505,3476,26435825,4252556,331872,224570,107302,.,.,0,.,30795683,20639386,8724404,.,27674,1404219,30795683,1733733.4,.,167148.6,-504.6,121851.4,49449.1,2071677.9,O
2016,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,SERC,345,309.2,.,1287666,.,.,0,.,.,0,.,1287666,1211634,.,.,392,75640,1287666,110923.6,.,.,.,.,2564.5,113488.1,O
2016,828,City of Arlington - (MN),MN,Municipal,MRO,15.5,11.8,.,16812,.,.,0,.,.,0,.,16812,15803,.,.,.,1009,16812,1535.9,.,.,.,.,38.5,1574.4,O
2016,887,"Arrowhead Electric Coop, Inc",MN,Cooperative,MRO,7.4,23.7,.,73161,.,.,0,.,.,0,.,73161,67743,.,.,.,5418,73161,8747,.,.,.,71,.,8818,O
2016,907,City of Ashland - (OR),OR,Municipal,WECC,1.9,1.4,2124,172635,.,.,0,.,.,0,.,174759,165619,.,.,9140,.,174759,14126,.,.,.,.,.,14126,O
2016,918,City of Aspen- (CO),CO,Municipal,WECC,10.7,14.4,.,71336,.,.,0,.,.,0,.,71336,65983,.,.,.,5353,71336,8010.1,.,.,.,.,214.6,8224.7,O
2016,924,"Associated Electric Coop, Inc",MO,Transmission,SERC,3955,4379,17218777,6706072,.,.,0,.,.,0,.,23924849,0,22978917,0,3877,942055,23924849,.,.,1069590,24683,.,.,1094273,O
2016,942,Atchison-Holt Electric Coop,MO,Cooperative,SERC,17.4,14.2,.,86706,.,.,0,.,.,0,.,86706,81065,.,.,208,5433,86706,8868,.,.,.,.,.,8868,O
2016,944,City of Athens - (AL),AL,Municipal,SERC,248,299,0,1168194,0,.,0,0,0,0,0,1168194,1104475,0,0,0,63719,1168194,105425,.,0,0,0,2289.1,107714.1,O
2016,947,Athens Utility Board,TN,Municipal,SERC,116,115,0,648242,0,.,0,0,0,0,0,648242,625529,0,0,457,22255,648242,50242,.,0,0,0,729.2,50971.2,O
2016,963,Atlantic City Electric Co,NJ,Investor Owned,RFC,2673,1555,.,6879119,.,.,0,249915,.,249915,.,7129034,4880220,1664386,.,12240,572188,7129034,807134.1,253631.7,80934,12921.6,113830.1,.,1268451.5,O
2016,965,Atlantic Municipal Utilities,IA,Municipal,MRO,24.5,21.8,106999,41214,.,.,0,.,.,0,-728,147485,108060,33739,652,.,5034,147485,8350,.,875,.,813,116,10154,O
2016,970,Homefield Energy,IL,Retail Power Marketer,RFC,.,.,.,12151352,.,.,0,.,.,0,.,12151352,12151352,.,.,.,.,12151352,705700.3,.,.,.,.,.,705700.3,O
2016,993,Auburn Board of Public Works,NE,Municipal,MRO,12.9,13.6,.,59995,.,.,0,.,.,0,.,59995,55386,.,.,248,4361,59995,5201,.,.,.,.,971,6172,O
2016,994,City of Auburn - (IN),IN,Municipal,RFC,77.8,69,.,447109,.,.,0,.,.,0,.,447109,438223,.,904,.,7982,447109,36700,.,.,.,.,926,37626,O
2016,998,City of Augusta - (KS),KS,Municipal,SPP,21.6,12.1,-529,81389,.,.,0,.,.,0,-2425,78435,64782,462,3637,1208,8346,78435,7073.7,.,28.9,1564.9,.,342.1,9009.6,O
2016,1009,City of Austin - (MN),MN,Municipal,MRO,69.5,49.5,.,349181,.,.,0,.,.,0,.,349181,338850,.,.,.,10331,349181,36080.2,.,.,.,.,417.8,36498,O
2016,1015,Austin Energy,TX,Municipal,TRE,2755,2207,9077239,4282157,2272229,359621,1912608,.,.,0,.,15272004,12939762,1722112,.,.,610130,15272004,1203997.1,.,46852.4,.,76609.6,.,1327459.1,O
2016,1024,City of Ava - (MO),MO,Municipal,SERC,13,9,.,64900,.,.,0,.,.,0,.,64900,60624,.,1682,.,2594,64900,2957,.,.,.,.,.,2957,O
2016,1036,Town of Ayden - (NC),NC,Municipal,SERC,21.2,21.2,.,105253,.,.,0,.,.,0,.,105253,102125,.,.,1175,1953,105253,10988,.,.,.,.,.,10988,O
2016,1050,City of Azusa,CA,Municipal,WECC,67,38.1,.,386980,.,.,0,.,.,0,-23587,363393,253700,97528,.,.,12165,363393,35868,.,4568,.,.,2016,42452,O
2016,1062,BARC Electric Coop Inc,VA,Cooperative,SERC,35.8,47.4,233,194420,.,.,0,.,.,0,.,194653,179205,.,.,988,14460,194653,22366.5,.,.,.,.,566.5,22933,O
2016,1101,Bagley Public Utilities Comm,MN,Municipal,MRO,4.4,5.1,.,26447,.,.,0,.,.,0,.,26447,24198,.,207,259,1783,26447,2605.8,.,0,.,.,21,2626.8,O
2016,1148,City of Baldwin City- (KS),KS,Municipal,SPP,9,5.5,229,34740,.,.,0,.,.,0,.,34969,31464,.,266,.,3239,34969,4144.6,0,0,0,0,0,4144.6,O
2016,1149,Baldwin County El Member Corp,AL,Cooperative,SERC,314,299,.,1428206,.,.,0,.,.,0,.,1428206,1369246,.,.,.,58960,1428206,148640,.,.,.,.,.,148640,O
2016,1167,Baltimore Gas & Electric Co,MD,Investor Owned,RFC,6601,5811,.,14294701,.,.,0,.,.,0,.,14294701,12223365,.,.,30169,2041167,14294701,1730895.2,584417.3,.,.,210280,84393,2609985.5,O
2016,1169,Bailey County Elec Coop Assn,TX,Cooperative,SPP,94.6,57.7,0,312430,.,.,0,.,.,0,.,312430,280492,.,.,69,31869,312430,27953.1,.,.,.,.,152.3,28105.4,O
2016,1175,"Bandera Electric Coop, Inc",TX,Cooperative,TRE,152.5,186.6,.,624593,.,.,0,.,.,0,.,624593,578324,.,.,970,45299,624593,54309,.,.,.,.,4746,59055,O
2016,1176,City of Bandon - (OR),OR,Municipal,WECC,9.1,16.4,0,65991,0,0,0,0,0,0,0,65991,60889,0,0,138,4964,65991,5264,0,0,0,0,0,5264,O
2016,1179,Emera Maine,ME,Investor Owned,NPCC,265,251,.,1745172,.,.,0,1623948,1609669,14279,-14279,1745172,1368526,288737,.,2077,85832,1745172,205289.4,30725,11714,-2174,7602,2147,255303.4,O
2016,1181,Village of Bangor - (WI),WI,Municipal,MRO,6.1,5.1,.,27600,.,.,0,.,.,0,.,27600,25675,.,.,.,1925,27600,3169.3,.,.,.,.,.,3169.3,O
2016,1192,City of Banning - (CA),CA,Municipal,WECC,46.7,20.7,176826,65932,.,.,0,.,.,0,.,242758,138422,80592,.,.,23744,242758,27001.1,.,1704.2,.,1317.8,872.8,30895.9,O
2016,1196,Village of Baraga - (MI),MI,Municipal,MISO,4.1,3.7,0,21432,0,0,.,0,0,.,0,21432,17837,0,0,0,3595,21432,3493,.,0,0,0,0,.,O
2016,1201,Barbourville Utility Comm,KY,Municipal,RFC,20,19.1,.,93624,.,.,0,.,.,0,.,93624,93624,.,.,.,.,93624,8104.8,.,.,.,.,.,8104.8,O
2016,1233,City of Barnesville - (MN),MN,Municipal,MRO,4.2,5.3,.,24040,.,.,0,.,.,0,-514,23526,20702,.,981,177,1666,23526,2102.8,.,.,.,.,.,2102.8,O
2016,1251,Barron Electric Coop,WI,Cooperative,MRO,63.6,58.1,127,342390,.,.,0,.,.,0,.,342517,319688,.,.,655,22174,342517,35619,.,.,.,.,137,35756,O
2016,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,TRE,49.5,52.2,.,204030,.,.,0,.,.,0,.,204030,192580,.,.,.,11450,204030,18985.8,.,.,.,.,317.4,19303.2,O
2016,1276,"Barrow Utils & Elec Coop, Inc",AK,Cooperative,AK,6,8.4,51589,.,.,.,0,.,.,0,.,51589,50162,.,.,.,1427,51589,5933.9,.,.,.,.,.,5933.9,O
2016,1279,Barry Electric Coop,MO,Cooperative,SERC,43.9,38.1,.,187254,.,.,0,.,.,0,.,187254,177067,.,303,.,9884,187254,17721.4,.,.,.,.,292.6,18014,O
2016,1283,Bartholomew County Rural E M C,IN,Cooperative,RFC,88.1,80.7,.,424179,.,.,0,.,.,0,.,424179,410090,.,.,.,14089,424179,41287,.,.,.,.,400.4,41687.4,O
2016,1300,City of Bartow - (FL),FL,Municipal,FRCC,63,57,.,291599,.,.,0,.,.,0,.,291599,276202,.,.,.,15397,291599,33704,.,.,.,.,.,33704,O
2016,1301,"Barton County Elec Coop, Inc",MO,Cooperative,SERC,39.1,32.6,.,160288,.,.,0,.,.,0,.,160288,150449,.,.,332,9507,160288,16817,.,.,.,.,164,16981,O
2016,1307,Basin Electric Power Coop,ND,Cooperative,SPP,3342,3685,18733022,10789411,29882,.,29882,10878,10878,0,.,29552315,996962,27901797,.,.,653556,29552315,47497,.,1484045,.,89620,.,1621162,O
2016,1325,City of Batavia - (IL),IL,Municipal,RFC,92.7,65.9,.,450253,.,.,0,.,.,0,.,450253,435002,.,.,.,15251,450253,49205,.,.,.,.,1943,51148,O
2016,1366,City of Bay City - (MI),MI,Municipal,RFC,73.8,45.9,2462,333022,.,.,0,.,.,0,.,335484,324657,.,.,.,10827,335484,37564,.,.,.,.,356,37920,O
2016,1367,"Bayfield Electric Coop, Inc",WI,Cooperative,MRO,14,18,.,84854,.,.,0,.,.,0,.,84854,77197,.,.,.,7657,84854,12634,.,.,.,.,1008.3,13642.3,O
2016,1417,"Beartooth Electric Coop, Inc",MT,Cooperative,WECC,14.1,18,.,72507,.,.,0,.,.,0,.,72507,62604,.,.,.,9903,72507,8920,.,.,.,.,36,8956,O
2016,1427,City of Beatrice - (NE),NE,Municipal,SPP,38.7,36.9,0,178447,.,.,0,5508,5508,0,.,178447,170473,0,1240,0,6734,178447,15292,.,.,.,204,.,15496,O
2016,1456,Town of Bedford - (VA),VA,Municipal,RFC,37.9,49.4,14571,211998,.,.,0,.,.,0,.,226569,206907,.,.,.,19662,226569,21192.8,.,.,.,.,.,21192.8,O
2016,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,SERC,213,224,.,1075226,.,.,0,.,.,0,.,1075226,1037170,.,.,1215,36841,1075226,92198,.,.,.,.,.,92198,O
2016,1523,Town of Belmont - (MA),MA,Municipal,NPCC,31.3,23.5,.,127352,.,.,0,.,.,0,.,127352,121212,.,.,507,5633,127352,23418.9,.,0,.,.,.,23418.9,O
2016,1525,City of Beloit - (KS),KS,Municipal,SPP,12.6,7.8,523,48147,.,.,0,.,.,0,.,48670,42563,.,642,.,5465,48670,4570,.,.,.,.,502,5072,O
2016,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,MRO,73.9,116,.,486896,.,.,0,.,.,0,.,486896,349123,116282,0,1516,19975,486896,43225.8,0,7537.7,0,0,1240.9,52004.4,O
2016,1566,City of Bennettsville - (SC),SC,Municipal,SERC,22,18,.,96820,.,.,0,.,.,0,.,96820,85396,.,.,5102,6322,96820,9398,.,.,.,.,.,9398,O
2016,1572,Badger Power Marketing Authority,WI,Wholesale Power Marketer,RFC,61.8,58.5,.,383754,.,.,0,.,.,0,.,383754,.,383464,.,.,290,383754,.,.,27705,.,.,.,27705,O
2016,1573,City of Benson - (MN),MN,Municipal,MRO,7.4,6.3,77,36671,.,.,0,.,.,0,-300,36448,33843,43,.,.,2562,36448,3022.8,.,0.7,.,84.3,1074,4181.8,O
2016,1578,Benton County,TN,Municipal,SERC,46,41,0,207533,0,.,0,0,0,0,0,207533,194248,0,0,449,12835,207533,23149,.,0,0,0,589.8,23738.8,O
2016,1579,PUD No 1 of Benton County,WA,Political Subdivision,WECC,425,333,.,2363310,.,.,0,.,.,0,-25023,2338287,1694078,576289,.,2492,65428,2338287,114084,.,14808,.,915,5343,135150,O
2016,1581,City of Benton - (AR),AR,Municipal,SERC,74.8,36.9,.,273183,.,.,0,.,.,0,.,273183,254439,.,12086,.,6658,273183,22279.8,.,.,.,.,239,22518.8,O
2016,1582,City of Benton - (KY),KY,Municipal,SERC,17,11,0,74061,0,.,0,0,0,0,0,74061,70824,0,0,67,3170,74061,7683,.,0,0,0,104.1,7787.1,O
