|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,|.."Data Type O = Observed I = Imputed"|
2020,1283,Bartholomew County Rural E M C,IN,Cooperative,RFC,88.9,78.4,.,"399,339",.,.,0,.,.,0,.,"399,339","388,400",.,.,.,"10,939","399,339","43,821.3",.,.,.,.,271.6,"44,092.9",O
2020,1300,City of Bartow - (FL),FL,Municipal,FRCC,60.0,60.0,.,"306,781",.,.,0,.,.,0,.,"306,781","289,701",.,.,.,"17,080","306,781","27,368.1",.,.,.,.,.,"27,368.1",O
2020,1307,Basin Electric Power Coop,ND,Cooperative,SPP,"3,851.0","4,056.0","18,306,819","13,739,058","89,456","95,211","-5,755","241,700","241,700",0,.,"32,040,122","1,103,767","30,622,083",.,.,"314,272","32,040,122","34,168.7",.,"1,601,536.4",.,"139,796.3",.,"1,775,501.4",O
2020,1325,City of Batavia - (IL),IL,Municipal,RFC,91.1,61.4,.,"419,555",.,.,0,.,.,0,.,"419,555","406,824",.,.,.,"12,731","419,555","45,052.0",.,.,.,.,"2,778.0","47,830.0",O
2020,1366,City of Bay City - (MI),MI,Municipal,RFC,72.8,41.3,"1,169","313,231",.,.,0,.,.,0,.,"314,400","297,744",.,.,.,"16,656","314,400","38,226.0",.,.,.,.,939.0,"39,165.0",O
2020,1456,Town of Bedford - (VA),VA,Municipal,RFC,36.9,44.5,"10,916","194,756",.,.,0,.,.,0,.,"205,672","170,520",.,.,.,"35,152","205,672","19,065.6",.,.,.,.,.,"19,065.6",O
2020,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,SERC,266.0,278.0,.,"1,309,968",.,.,0,.,.,0,.,"1,309,968","1,268,527",.,.,"1,052","40,389","1,309,968","104,671.0",.,.,.,.,.,"104,671.0",O
2020,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,MRO,77.4,104.0,.,"498,648",.,.,0,.,.,0,.,"498,648","360,904","116,868",.,"1,403","19,473","498,648","48,779.3",.,"7,056.9",.,101.0,.,"55,937.2",O
2020,1572,Badger Power Marketing Authority,WI,Wholesale Power Marketer,RFC,68.0,65.1,.,"380,987",.,.,0,.,.,0,.,"380,987",.,"380,693",.,.,294,"380,987",.,.,"26,173.4",.,.,.,"26,173.4",O
2020,1578,Benton County,TN,Municipal,SERC,44.0,39.0,0,"195,174",0,.,0,0,0,0,0,"195,174","184,422",0,0,487,"10,264","195,174","23,154.0",.,0.0,0.0,0.0,753.5,"23,907.5",O
2020,1579,PUD No 1 of Benton County,WA,Political Subdivision,WECC,437.0,312.0,.,"2,350,406",.,.,0,.,.,0,"-42,748","2,307,658","1,739,433","505,800",.,"2,265","60,160","2,307,658","127,865.0",.,"16,025.0",.,"1,443.0","10,626.0","155,959.0",O
2020,1581,City of Benton - (AR),AR,Municipal,SERC,75.1,40.3,.,"283,131",.,.,0,.,.,0,.,"283,131","258,084",0,"2,944","10,347","11,756","283,131","24,650.7",.,.,.,.,716.0,"25,366.7",O
2020,1582,City of Benton - (KY),KY,Municipal,SERC,16.0,10.0,0,"68,027",0,.,0,0,0,0,0,"68,027","64,733",0,0,58,"3,236","68,027","7,198.0",.,0.0,0.0,0.0,61.5,"7,259.5",O
2020,1586,City of Bentonville - (AR),AR,Municipal,SPP,150.0,111.0,.,"668,867",.,.,0,.,.,0,.,"668,867","641,726",.,.,.,"27,141","668,867","64,601.0",.,.,"1,227.0",.,610.0,"66,438.0",O
2020,1591,"Big Country Electric Coop, Inc",TX,Cooperative,TRE,66.3,67.1,.,"283,077",.,.,0,.,.,0,.,"283,077","255,477",.,.,.,"27,600","283,077","29,193.0",.,.,.,.,.,"29,193.0",O
2020,1611,"Messer Energy Services, Inc.",NJ,Retail Power Marketer,RFC,118.9,118.9,.,"1,285,426",.,.,0,.,.,0,.,"1,285,426","1,259,930",.,.,.,"25,496","1,285,426","50,779.0",.,.,.,.,.,"50,779.0",O
2020,1613,Berkeley Electric Coop Inc,SC,Cooperative,SERC,690.2,733.9,.,"3,662,916",.,.,0,.,.,0,.,"3,662,916","3,586,238",.,.,"4,467","72,211","3,662,916","333,671.0",.,.,.,"8,248.5",.,"341,919.5",O
2020,1625,Benton Rural Electric Assn,WA,Cooperative,WECC,123.2,100.5,.,"588,198",.,.,0,.,.,0,.,"588,198","560,250",.,87,.,"27,861","588,198","40,576.0",.,.,.,.,159.0,"40,735.0",O
2020,1640,City of Bessemer Utilities,AL,Municipal,SERC,65.0,51.0,0,"295,779",0,.,0,0,0,0,0,"295,779","274,731",0,0,0,"21,048","295,779","29,423.0",.,0.0,0.0,0.0,616.4,"30,039.4",O
2020,1692,Big Rivers Electric Corp,KY,Cooperative,SERC,"1,359.0","1,315.0","3,440,864","1,520,984","3,520,489","3,470,970","49,519","21,005","21,005",0,.,"5,011,367",.,"4,887,566",.,"16,946","106,855","5,011,367",.,.,"314,389.8",.,"14,254.3",63.7,"328,707.8",O
2020,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,RFC,41.5,58.9,.,"221,435",.,.,0,.,.,0,.,"221,435","209,322",.,.,.,"12,113","221,435","22,362.0",.,.,.,.,537.0,"22,899.0",O
2020,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,WECC,155.8,59.6,0,"603,345",0,0,0,0,0,0,0,"603,345","564,959",0,0,519,"37,867","603,345","39,045.3",0.0,0.0,0.0,0.0,232.8,"39,278.1",O
2020,1738,Bonneville Power Administration,OR,Federal,WECC,"8,224.0","9,418.0","82,240,982","9,622,961",.,.,0,"98,680,454","98,680,454",0,.,"91,863,943","2,806,483","88,017,837",.,"1,039,623",.,"91,863,943","48,759.3",.,"2,778,318.2",.,"936,309.5",.,"3,763,387.0",O
2020,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,SERC,160.6,181.7,.,"696,505",.,.,0,.,.,0,.,"696,505","675,895",.,.,339,"20,271","696,505","75,841.8",.,.,.,.,"1,326.2","77,168.0",O
2020,1764,Black Diamond Power Co,WV,Investor Owned,RFC,11.5,11.3,.,"47,347",.,.,0,.,.,0,.,"47,347","47,347",.,0,0,.,"47,347","6,197.0",.,.,.,.,.,"6,197.0",O
2020,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,WECC,28.3,36.9,.,"163,518",.,.,0,.,.,0,.,"163,518","151,309",648,.,741,"10,820","163,518","21,369.1",.,46.2,0.0,417.9,510.1,"22,343.3",O
2020,1775,Black River Electric Coop - (MO),MO,Cooperative,SERC,93.1,109.7,.,"480,470",.,.,0,.,.,0,.,"480,470","464,689",.,.,"1,041","14,740","480,470","45,977.0",.,.,.,.,612.0,"46,589.0",O
2020,1776,City of Black River Falls,WI,Municipal,MISO,10.6,9.3,"6,590","49,712",.,.,.,.,.,.,.,"56,302","53,321",.,.,221,"2,760","56,302","6,073.5",.,.,.,.,49.0,"6,122.5",O
2020,1780,Black Warrior Elec Member Corp,AL,Cooperative,SERC,91.6,104.9,.,"386,100",.,.,0,.,.,0,.,"386,100","366,205",.,.,.,"19,895","386,100","40,250.0",.,.,.,.,.,"40,250.0",O
2020,1857,Block Island Utility District,RI,Political Subdivision,NPCC,4.8,1.9,4,"13,042",0,0,0,0,0,0,0,"13,046","13,046",0,0,0,.,"13,046","5,292.0",0.0,0.0,0.0,0.0,0.0,"5,292.0",O
2020,1884,BENCO Electric Cooperative,MN,Cooperative,MRO,79.0,58.0,.,"359,566",.,.,0,.,.,0,.,"359,566","341,043",.,.,.,"18,523","359,566","44,474.0",.,.,.,.,.,"44,474.0",O
2020,1886,Blue Grass Energy Coop Corp,KY,Cooperative,RFC,265.0,307.0,.,"1,328,143",.,.,0,.,.,0,.,"1,328,143","1,268,519",.,"1,154",.,"58,470","1,328,143","115,900.0",.,.,.,.,"2,108.0","118,008.0",O
