,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
2021,1,01/19/2021 9:31 AM,01/21/2021 2:36 PM,"53 Hours, 5 Minutes",,Southern California Edison Co,WECC,Orange County;,Weather,Unknown,173746,
,,,,,,,,,Loss of electric service to,,,
,,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,,for 1 hour or more.-Severe,,,
2021,1,01/26/2021 8:49 PM,01/28/2021 9:14 PM,"48 Hours, 25 Minutes",,Pacific Gas & Electric Co,WECC,California:,Weather,841,255715,
,,,,,,,,,Unexpected Transmission,,,
,,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,,"to design, of three or more",,,
,,,,,,,,,Bulk Electric System,,,
,,,,,,,,,Facilities caused by a,,,
,,,,,,,,,common disturbance,,,
,,,,,,,,,(excluding successful,,,
,,,,,,,,,automatic reclosing).-,,,
2021,2,02/01/2021 11:25 PM,02/02/2021 1:12 AM,"1 Hours, 47 Minutes",,American Electric Power - Texas,TRE,Texas: Kleberg County;,Transmission Interruption,13,6102,
,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,(Islanding) where part or,,,
,,,,,,,,,parts of power grid remain(s),,,
,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,blacked out area or within,,,
,,,,,,,,,the partial failure of an,,,
,,,,,,,,,integrated electrical system.-,,,
,,,,,,,,,Severe,,,
,,,,,Western Area Power Administration - Upper,,,South Dakota: Hughes,Weather/Transmission,,,
2021,2,02/02/2021 9:25 AM,02/03/2021 11:38 AM,"26 Hours, 13 Minutes",,Great Plains Region,MRO,County;,Interruption,,5,3
,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,(Islanding) where part or,,,
,,,,,,,,,parts of power grid remain(s),,,
,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,blacked out area or within,,,
,,,,,,,,,the partial failure of an,,,
,,,,,,,,,integrated electrical system.-,,,
,,,,,,,,,Severe,,,
,,,,,Western Area Power Administration - Upper,,,South Dakota: Hughes,Weather/Transmission,,,
2021,2,02/02/2021 12:34 PM,02/02/2021 3:43 PM,"3 Hours, 9 Minutes",,Great Plains Region,MRO,County;,Interruption,,5,4
,,,,,,,,,Unexpected Transmission,,,
,,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,,"to design, of three or more",,,
,,,,,,,,,Bulk Electric System,,,
,,,,,,,,,Facilities caused by a,,,
,,,,,,,,,common disturbance,,,
,,,,,,,,North Dakota: Logan,(excluding successful,,,
,,,,,,,,"County, Emmons County,",automatic reclosing).-,,,
2021,2,02/03/2021 2:22 PM,02/04/2021 10:32 PM,"32 Hours, 10 Minutes",,Montana-Dakota Utilities Co,MRO,McIntosh County;,Transmission Interruption,,7,1400
,,,,,,,,,Unexpected Transmission,,,
,,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,,"to design, of three or more",,,
,,,,,,,,,Bulk Electric System,,,
,,,,,,,,,Facilities caused by a,,,
,,,,,,,,,common disturbance,,,
,,,,,,,,,(excluding successful,,,
,,,,,,,,,automatic reclosing).-,,,
2021,2,02/06/2021 6:50 AM,02/06/2021 2:43 PM,"7 Hours, 53 Minutes",,Duke Energy Midwest,RF,Ohio: Kentucky:,Transmission Interruption,,0,0
,,,,,,,,,Unexpected Transmission,,,
,,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,,"to design, of three or more",,,
,,,,,,,,,Bulk Electric System,,,
,,,,,,,,,Facilities caused by a,,,
,,,,,,,,,common disturbance,,,
,,,,,,,,,(excluding successful,,,
,,,,,,,,,automatic reclosing).-,,,
2021,2,02/08/2021 7:04 AM,02/08/2021 2:10 PM,"7 Hours, 6 Minutes",,Minnesota Power,MRO,Minnesota: St. Louis County;,Transmission Interruption,,0,0
,,,,,,,,,Unexpected Transmission,,,
,,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,,"to design, of three or more",,,
,,,,,,,,,Bulk Electric System,,,
,,,,,,,,,Facilities caused by a,,,
,,,,,,,,,common disturbance,,,
,,,,,,,,,(excluding successful,,,
,,,,,,,,,automatic reclosing).-,,,
2021,2,02/09/2021 10:51 AM,.,.,". Hours, . Minutes",Duke Energy Progress,SERC,North Carolina:,Transmission Interruption,,0,0
,,,,,,,,,Loss of electric service to,,,
,,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,,for 1 hour or more.-Severe,,,
2021,2,02/10/2021 3:00 PM,02/23/2021 3:00 PM,"312 Hours, 0 Minutes",Oncor Electric Delivery Company LLC,,TRE,Texas:,Weather,Unknown,2000000,
,,,,,,,,,Fuel supply emergencies,,,
,,,,,,,,,that could impact electric,,,
,,,,,,,,,power system adequacy or,,,
,,,,,,,,,reliability.-Fuel Supply,,,
2021,2,02/11/2021 8:30 AM,02/22/2021 9:00 AM,"264 Hours, 30 Minutes",,"Prairie Power, Inc.",SERC,Illinois: Scott County;,Deficiency,Unknown,Unknown,
,,,,,,,,,Fuel supply emergencies,,,
,,,,,,,,,that could impact electric,,,
,,,,,,,,,power system adequacy or,,,
,,,,,,,,,reliability.-Fuel Supply,,,
2021,2,02/11/2021 1:00 PM,.,.,". Hours, . Minutes",Sunflower Electric Power Corp,MRO,Kansas:,Deficiency,,0,0
"Table B.2 Major Disturbances and Unusual Occurrences, 2021",,,,,,,,,,,,
,,,,,,,,,,,Number of,
Restoration Date and,,,,,,,NERC,,,Loss,Customers,
Year,Month,Event Date and Time,Time,Duration,,Utility/Power Pool,Region,Area Affected,Type of Disturbance,(megawatts),Affected,
,,,,,,,,,Unexpected Transmission,,,
,,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,,"to design, of three or more",,,
,,,,,,,,,Bulk Electric System,,,
,,,,,,,,,Facilities caused by a,,,
,,,,,,,,,common disturbance,,,
,,,,,,,,,(excluding successful,,,
,,,,,,,,,automatic reclosing).-,,,
2021,2,02/11/2021 7:21 PM,02/11/2021 9:20 PM,"1 Hours, 59 Minutes",,Public Service Company of Colorado,WECC,Colorado: Morgan County;,Transmission Interruption,,0,0
,,,,,,,,,Fuel supply emergencies,,,
,,,,,,,,,that could impact electric,,,
,,,,,,,,,power system adequacy or,,,
,,,,,,,,,reliability.-Fuel Supply,,,
2021,2,02/12/2021 3:30 PM,02/22/2021 7:30 AM,"232 Hours, 0 Minutes",,ERCOT,TRE,Texas:,Deficiency,Unknown,Unknown,
,,,,,,,,"Oregon: Clackamas County,",,,,
,,,,,,,,"Marion County, Polk County,",Loss of electric service to,,,
,,,,,,,,"Multnomah County,","more than 50,000 customers",,,
,,,,,,,,"Washington County, Yamhill",for 1 hour or more.-Severe,,,
2021,2,02/12/2021 9:00 PM,02/20/2021 5:15 PM,"188 Hours, 15 Minutes",,Portland General Electric Co,WECC,County;,Weather,Unknown,300187,
,,,,,,,,,Loss of electric service to,,,
,,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,South Carolina: North,for 1 hour or more.-Severe,,,
2021,2,02/13/2021 8:32 AM,02/14/2021 3:00 PM,"30 Hours, 28 Minutes",,Duke Energy Carolinas,SERC,Carolina:,Weather,Unknown,129000,
,,,,,,,,,Loss of electric service to,,,
,,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,,for 1 hour or more.-Severe,,,
2021,2,02/13/2021 9:56 AM,02/13/2021 11:01 AM,"1 Hours, 5 Minutes",,Bonneville Power Administration,WECC,Washington: Lewis County;,Weather,164,37583,
,,,,,,,,,Loss of electric service to,,,
,,,,,,American Electric Power - (RFC Reliability,,,"more than 50,000 customers",,,
,,,,,,"Region) (8400 Smiths Mill Road, New Albany",,,for 1 hour or more.-Severe,,,
2021,2,02/13/2021 1:30 PM,02/19/2021 9:00 PM,"151 Hours, 30 Minutes",,Ohio 43054),RF,West Virginia: Virginia:,Weather,Unknown,55097,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/13/2021 1:30 PM,02/20/2021 8:00 AM,"162 Hours, 30 Minutes",,American Electric Power - Texas,TRE,Texas:,Severe Weather,Unknown,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/14/2021 5:30 AM,02/18/2021 10:00 AM,"100 Hours, 30 Minutes",,Oklahoma Municipal Power Authority,MRO,Oklahoma:,Severe Weather,Unknown,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/14/2021 8:30 AM,02/19/2021 6:00 PM,"129 Hours, 30 Minutes",,Oncor Electric Delivery Company LLC,TRE,Texas:,Severe Weather,7214,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/14/2021 8:30 AM,02/19/2021 6:00 PM,"129 Hours, 30 Minutes",,ERCOT,TRE,Texas:,Severe Weather,Unknown,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/14/2021 6:00 PM,02/16/2021 10:00 PM,"52 Hours, 0 Minutes",,Empire District Electric Co,SERC,Missouri: Jasper County;,Severe Weather,,0,0
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/14/2021 7:05 PM,.,.,". Hours, . Minutes",Evergy,SERC,Missouri: Kansas:,Severe Weather,Unknown,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,North Dakota: South Dakota:,implemented under,,,
,,,,,,,,Nebraska: Kansas:,emergency operational,,,
2021,2,02/14/2021 8:00 PM,02/18/2021 9:28 AM,"85 Hours, 28 Minutes",,"Southwest Power Pool, Inc.",MRO,Oklahoma: Texas:,policy.-Severe Weather,3000,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,American Electric Power - (SPP Reliability,,Arkansas: Louisiana: Texas:,of the Bulk Electric System.-,,,
2021,2,02/14/2021 8:21 PM,02/18/2021 9:30 AM,"85 Hours, 9 Minutes",,Region),SERC,Oklahoma:,Severe Weather,461,125484,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,Nebraska: Lancaster,of the Bulk Electric System.-,,,
2021,2,02/14/2021 8:32 PM,.,.,". Hours, . Minutes",Lincoln Electric System,MRO,County;,Severe Weather,,0,0
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 12:00 AM,.,.,". Hours, . Minutes",Entergy Transmission Control Center - North,TRE,Texas:,policy.-Severe Weather,500,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 12:00 AM,.,.,". Hours, . Minutes",Entergy - Transmission Operations Engineering,TRE,Texas:,policy.-Severe Weather,500,Unknown,
,,,,,,,,,Loss of electric service to,,,
,,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,,for 1 hour or more.-Severe,,,
2021,2,02/15/2021 1:20 AM,.,.,". Hours, . Minutes","South Texas Electric Coop, Inc",TRE,Texas:,Weather,360,72000,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 1:20 AM,02/18/2021 12:02 AM,"70 Hours, 42 Minutes",,"CenterPoint Energy Houston Electric, LLC",TRE,Texas: Harris County;,policy.-Severe Weather,4966,1390000,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,"Texas: Hidalgo County,",emergency operational,,,
2021,2,02/15/2021 1:20 AM,02/18/2021 12:42 AM,"71 Hours, 22 Minutes",,"Magic Valley Electric Cooperative, Inc.",TRE,Cameron County;,policy.-Severe Weather,Unknown,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 1:20 AM,02/19/2021 9:00 AM,"103 Hours, 40 Minutes",,Oncor Electric Delivery Company LLC,TRE,Texas:,policy.-Severe Weather,7214,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 1:23 AM,02/19/2021 5:30 AM,"100 Hours, 7 Minutes",,ERCOT,TRE,Texas:,policy.-Severe Weather,Unknown,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 1:54 AM,02/17/2021 11:56 PM,"70 Hours, 2 Minutes",,TNMP,TRE,Texas:,policy.-Severe Weather,524,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 1:54 AM,02/19/2021 9:00 AM,"103 Hours, 6 Minutes",,Austin Energy,TRE,Texas: Travis County;,policy.-Severe Weather,724,Unknown,
,,,,,,,,,Loss of electric service to,,,
,,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,,for 1 hour or more.-Severe,,,
2021,2,02/15/2021 2:51 AM,02/19/2021 9:00 AM,"102 Hours, 9 Minutes",,Austin Energy,TRE,Texas: Travis County;,Weather,Unknown,219306,
,,,,,,,,,Loss of electric service to,,,
,,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,,for 1 hour or more.-Severe,,,
2021,2,02/15/2021 3:06 AM,.,.,". Hours, . Minutes",CPS Energy,TRE,Texas: Bexar County;,Weather,Unknown,154000,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/15/2021 5:00 AM,02/17/2021 4:00 PM,"59 Hours, 0 Minutes",,Arkansas Electric Coop Corp,SERC,Arkansas: Pulaski County;,Severe Weather,Unknown,Unknown,
,,,,,,,,,"Total generation loss, within",,,
,,,,,,,,,one minute of: greater than,,,
,,,,,,,,,"or equal to 2,000 Megawatts",,,
,,,,,,,,,in the Eastern or Western,,,
,,,,,,,,,Interconnection or greater,,,
,,,,,,,,,"than or equal to 1,400",,,
,,,,,,,,,Megawatts in the ERCOT,,,
,,,,,,,,,Interconnection.-Severe,,,
2021,2,02/15/2021 5:27 AM,02/18/2021 8:18 AM,"74 Hours, 51 Minutes",,ERCOT,TRE,Texas:,Weather,Unknown,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 5:36 AM,.,.,". Hours, . Minutes",Entergy - Transmission Operations Engineering,TRE,Texas:,policy.-Severe Weather,300,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 5:36 AM,.,.,". Hours, . Minutes",Entergy Transmission Control Center - South,TRE,Texas:,policy.-Severe Weather,300,Unknown,
"Table B.2 Major Disturbances and Unusual Occurrences, 2021",,,,,,,,,,,,
,,,,,,,,,,,Number of,
Restoration Date and,,,,,,,NERC,,,Loss,Customers,
Year,Month,Event Date and Time,Time,Duration,,Utility/Power Pool,Region,Area Affected,Type of Disturbance,(megawatts),Affected,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 5:40 AM,02/16/2021 1:11 PM,"31 Hours, 31 Minutes",,MISO,TRE,Texas:,policy.-Severe Weather,800,Unknown,
,,,,,,,,,Loss of electric service to,,,
,,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,,for 1 hour or more.-Severe,,,
2021,2,02/15/2021 6:45 AM,.,.,". Hours, . Minutes",Entergy Corp,TRE,Texas: Arkansas:,Weather,Unknown,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 6:51 AM,02/16/2021 1:19 PM,"30 Hours, 28 Minutes",,Oklahoma Gas & Electric Co,MRO,Oklahoma:,policy.-Severe Weather,350,200000,
,,,,,,,,,Fuel supply emergencies,,,
,,,,,,,,,that could impact electric,,,
,,,,,,,,,power system adequacy or,,,
,,,,,,,,,reliability.-Fuel Supply,,,
2021,2,02/15/2021 7:00 AM,02/18/2021 9:00 AM,"74 Hours, 0 Minutes",,Oklahoma Gas & Electric Co,MRO,Oklahoma:,Deficiency,,0,0
,,,,,,,,"Texas: Austin County,",,,,
,,,,,,,,"Bastrop County, Burleson",,,,
,,,,,,,,"County, Caldwell County,",,,,
,,,,,,,,"Colorado County, Fayette",,,,
,,,,,,,,"County, Gonzales County,",,,,
,,,,,,,,"Guadalupe County, Hays",Firm load shedding of 100,,,
,,,,,,,,"County, Lee County, Milam",Megawatts or more,,,
,,,,,,,,"County, Travis County,",implemented under,,,
,,,,,,,,"Washington County,",emergency operational,,,
2021,2,02/15/2021 7:52 AM,02/17/2021 2:15 PM,"54 Hours, 23 Minutes",,"Bluebonnet Electric Coop, Inc",TRE,Williamson County;,policy.-Severe Weather,107,25000,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/15/2021 8:50 AM,02/18/2021 9:30 AM,"72 Hours, 40 Minutes",,Sunflower Electric Power Corp,MRO,Kansas:,Severe Weather,Unknown,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/15/2021 9:10 AM,.,.,". Hours, . Minutes",Southwestern Public Service,TRE,Texas: Randall County;,Severe Weather,,0,0
,,,,,,,,,Fuel supply emergencies,,,
,,,,,,,,,that could impact electric,,,
,,,,,,,,,power system adequacy or,,,
,,,,,,,,Nebraska: Lancaster,reliability.-Fuel Supply,,,
2021,2,02/15/2021 10:00 AM,.,.,". Hours, . Minutes",Lincoln Electric System,MRO,County;,Deficiency,613,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/15/2021 10:24 AM,02/18/2021 9:52 AM,"71 Hours, 28 Minutes",,Lubbock Power & Light,TRE,Texas: Lubbock County;,Severe Weather,116,29942,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 12:18 PM,02/15/2021 1:22 PM,"1 Hours, 4 Minutes",,Evergy,SERC,Missouri: Kansas:,policy.-Severe Weather,Unknown,Unknown,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
,,,,,,,,,implemented under,,,
,,,,,,,,,emergency operational,,,
2021,2,02/15/2021 1:00 PM,02/20/2021 10:00 AM,"117 Hours, 0 Minutes",,Southwestern Public Service Company,TRE,Texas:,policy.-Severe Weather,Unknown,175000,
,,,,,,,,,Fuel supply emergencies,,,
,,,,,,,,,that could impact electric,,,
,,,,,,,,,power system adequacy or,,,
,,,,,,,,,reliability.-Fuel Supply,,,
2021,2,02/15/2021 2:00 PM,02/15/2021 6:00 PM,"4 Hours, 0 Minutes",,Louisiana Generating LLC,SERC,Louisiana:,Deficiency,Unknown,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/15/2021 3:00 PM,02/19/2021 10:00 AM,"91 Hours, 0 Minutes",,Cleco Power LLC,SERC,Louisiana:,Severe Weather,Unknown,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/15/2021 5:00 PM,02/15/2021 10:59 PM,"5 Hours, 59 Minutes",,Cooperative Energy,SERC,Mississippi:,Severe Weather,Unknown,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/15/2021 6:00 PM,02/15/2021 11:55 PM,"5 Hours, 55 Minutes",,"Entergy Services, Inc.",TRE,Texas:,Severe Weather,Unknown,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/15/2021 6:00 PM,02/15/2021 11:59 PM,"5 Hours, 59 Minutes",,"Entergy Services, Inc.",TRE,Texas:,Severe Weather,Unknown,Unknown,
,,,,,,,,,Public appeal to reduce the,,,
,,,,,,,,,use of electricity for purposes,,,
,,,,,,,,,of maintaining the continuity,,,
,,,,,,,,,of the Bulk Electric System.-,,,
2021,2,02/15/2021 6:00 PM,02/15/2021 11:59 PM,"5 Hours, 59 Minutes",,Louisiana Generating LLC,SERC,Louisiana:,System Operations,Unknown,Unknown,
,,,,,,,,,Fuel supply emergencies,,,
,,,,,,,,,that could impact electric,,,
,,,,,,,,,power system adequacy or,,,
,,,,,,,,,reliability.-Fuel Supply,,,
2021,2,02/15/2021 7:48 PM,02/18/2021 10:30 AM,"62 Hours, 42 Minutes",,Oklahoma Municipal Power Authority,MRO,Oklahoma: Kay County;,Deficiency,,0,Unknown
,,,,,,,,,Loss of electric service to,,,
,,,,,,American Electric Power - (RFC Reliability,,,"more than 50,000 customers",,,
,,,,,,"Region) (8400 Smiths Mill Road, New Albany",,,for 1 hour or more.-Severe,,,
2021,2,02/16/2021 1:00 AM,02/16/2021 9:28 PM,"20 Hours, 28 Minutes",,Ohio 43054),SERC,Kentucky:,Weather,Unknown,54167,
,,,,,,,,,Firm load shedding of 100,,,
,,,,,,,,,Megawatts or more,,,
