Utility Characteristics,,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2019,6374,Fitchburg Gas & Elec Light Co,,MA,ISNE,"2,341","3,219","1,379",0,"6,939",0.5,0.5,0.2,0.0,1.3,"10,574","39,255","16,823",0,"66,652",0.5,0.5,0.2,0.0,1.3,"1,459","1,070",459,0,"2,987",557,"1,034",443,0,"2,034","1,459","1,070",459,0,"2,987",557,"1,034",443,0,"2,034",7.350,14.680,14.680,0.000,https://www.mass.gov/utility-filings-and-tariffs
2019,6390,City of Flandreau,,SD,MISO,5,11,0,0,16,0.0,0.0,0.0,0.0,0.0,96,127,4,0,227,0.0,0.0,0.0,0.0,0.0,2,1,0,0,3,1,0,0,0,1,2,1,0,0,3,1,0,0,0,1,17.800,12.000,12.000,0.000,
2019,6395,Flathead Electric Coop Inc,,MT,BPAT,"3,376","4,177","1,753",0,"9,306",0.0,0.0,0.0,0.0,0.0,"48,198","51,551","20,179",0,"119,928",0.0,0.0,0.0,0.0,0.0,859,615,296,0,"1,770",0,0,0,0,0,859,615,296,0,"1,770",0,0,0,0,0,20.000,12.000,12.000,0.000,
2019,6452,Florida Power & Light Co,,FL,FPL,"20,625","30,769",0,0,"51,394",9.0,15.1,0.0,0.0,24.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"3,818","6,906",0,0,"10,724","15,635","10,310",0,0,"25,945",0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2019,6455,"Duke Energy Florida, LLC",,FL,FPC,"40,146","35,898",0,0,"76,044",29.0,24.0,0.0,0.0,53.0,"336,616","374,278",0,0,"710,894",29.0,24.0,0.0,0.0,53.0,"9,100","1,958",0,0,"11,058","7,581","2,497",0,0,"10,078","9,100","1,958",0,0,"11,058","7,581","2,497",0,0,"10,078",8.400,10.400,0.000,0.000,http://www.psc.state.fl.us/ElectricNaturalGas/ARDemandSidePlans   
2019,6457,Florida Public Utilities Co,,FL,JEA,399,3,0,0,402,0.2,0.0,0.0,0.0,0.2,"4,190",38,0,0,"4,228",0.2,0.0,0.0,0.0,0.2,13,4,0,0,17,147,41,0,0,188,177,141,0,0,318,"1,350",451,0,0,"1,801",10.000,10.000,0.000,0.000,www.floridapsc.com/ElectricNaturalGas/ARDemandSidePlans
2019,6496,City of Fonda - (IA),Y,IA,MISO,27,0,0,0,27,0.0,0.0,0.0,0.0,0.0,137,0,0,0,137,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,5.000,0.000,0.000,0.000,
2019,6579,City of Forest City- (IA),,IA,MISO,12,118,0,0,130,0.0,0.2,0.0,0.0,0.2,213,"2,353",0,0,"2,566",0.0,0.2,0.0,0.0,0.2,3,0,0,0,3,1,43,0,0,44,3,0,0,0,3,1,43,0,0,44,17.080,20.000,0.000,19.720,No Industrial projects to report for 2019
2019,6604,City of Fort Collins - (CO),,CO,PSCO,"16,688","5,678","5,678",0,"28,044",0.9,0.7,0.7,0.0,2.3,"68,913","81,490","81,490",0,"231,893",0.9,0.7,0.7,0.0,2.3,"1,240","1,469","1,469",0,"4,178",636,96,96,0,828,"1,240","1,469","1,469",0,"4,178",636,96,96,0,828,4.100,14.400,14.400,0.000,www.fcgov.com/conserves 
2019,6615,City of Fort Pierre - (SD),,SD,SWPP,33,3,0,0,36,0.0,0.0,0.0,0.0,0.0,582,47,0,0,628,0.0,0.0,0.0,0.0,0.0,7,1,0,0,8,3,0,0,0,3,7,1,0,0,8,3,0,0,0,3,17.700,14.100,14.100,0.000,
2019,6616,Fort Pierce Utilities Authority,,FL,FMPP,189,0,0,0,189,0.0,0.0,0.0,0.0,0.0,"2,851",0,0,0,"2,851",0.0,0.0,0.0,0.0,0.0,35,0,0,0,35,5,0,0,0,5,35,0,0,0,35,5,0,0,0,5,15.100,0.000,0.000,0.000,
2019,6640,Four County Elec Member Corp,,NC,CPLE,"19,162",0,0,0,"19,162",1.0,0.0,0.0,0.0,1.0,"191,624",0,0,0,"191,624",1.0,0.0,0.0,0.0,1.0,57,0,0,0,57,369,0,0,0,369,57,0,0,0,57,369,0,0,0,369,10.000,0.000,0.000,0.000,
2019,6782,Freeborn-Mower Coop Services,,MN,MISO,"3,856","4,445",519,0,"8,820",0.3,0.7,0.0,0.0,1.0,"55,924","61,479","6,210",0,"123,613",0.3,0.7,0.0,0.0,1.0,287,188,17,0,492,315,56,0,0,371,287,188,17,0,492,315,56,0,0,371,14.503,13.831,11.965,0.000,
2019,6784,French Broad Elec Member Corp,,NC,CPLE,"7,960",58,0,0,"8,018",0.5,0.1,0.0,0.0,0.6,"14,327",694,0,0,"15,022",0.5,0.1,0.0,0.0,0.6,0,0,0,0,0,73,8,0,0,81,0,0,0,0,0,73,8,0,0,81,2.000,12.000,0.000,0.000,
2019,6909,Gainesville Regional Utilities,,FL,GVL,618,0,0,0,618,0.1,0.0,0.0,0.0,0.1,"9,270",0,0,0,"9,270",0.1,0.0,0.0,0.0,0.1,523,0,0,0,523,0,0,0,0,0,523,0,0,0,523,0,0,0,0,0,15.000,0.000,0.000,0.000,
2019,7004,"Buckeye Power, Inc",,OH,PJM,"2,800","19,540",0,0,"22,340",0.8,3.7,0.0,0.0,4.5,"35,825","138,871",0,0,"174,695",0.8,3.7,0.0,0.0,4.5,711,896,0,0,"1,607",0,0,0,0,0,711,896,0,0,"1,607",0,0,0,0,0,18.000,7.000,0.000,0.000,
2019,7131,Village of Georgetown - (OH),Y,OH,PJM,89,463,0,0,552,0.0,0.1,0.0,0.0,0.1,584,"5,538",0,0,"6,122",0.0,0.1,0.0,0.0,0.1,4,27,0,0,31,35,49,0,0,84,4,27,0,0,31,35,49,0,0,84,6.560,11.950,0.000,0.000,
2019,7140,Georgia Power Co,,GA,SOCO,"95,124","295,968",0,0,"391,092",12.2,51.7,0.0,0.0,63.9,"524,059","2,935,182",0,0,"3,459,241",38.1,54.0,0.0,0.0,92.1,"6,913","15,951",0,0,"22,863","9,573","8,865",0,0,"18,438","116,349","183,514",0,0,"299,864","132,012","248,329",0,0,"380,341",12.000,12.000,0.000,0.000,http://www.psc.state.ga.us/factsv2/Document.aspx?documentNumber=167166
2019,7264,"Glades Electric Coop, Inc",,FL,SEC,365,212,0,0,577,0.0,0.0,0.0,0.0,0.0,"4,610","2,627",0,0,"7,237",0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,161,39,0,0,200,1,0,0,0,1,161,39,0,0,200,12.625,12.367,0.000,0.000,
2019,7292,Glencoe Light & Power Comm,,MN,MISO,20,666,465,0,"1,151",0.0,0.1,0.1,0.0,0.2,199,"6,656","4,652",0,"11,507",0.0,0.1,0.1,0.0,0.2,5,39,35,0,79,1,25,18,0,44,5,39,35,0,79,1,25,18,0,44,10.000,10.000,10.000,0.000,
2019,7294,City of Glendale - (CA),,CA,LDWP,"7,910","4,735",0,0,"12,645",0.4,1.2,0.0,0.0,1.6,"18,679","55,231",0,0,"73,910",0.4,1.2,0.0,0.0,1.6,"1,177",779,0,0,"1,956",134,231,0,0,365,"1,177",779,0,0,"1,956",134,231,0,0,365,8.887,12.769,0.000,0.000,https://www.glendaleca.gov/government/departments/glendale-water-and-power/about-us/reports-plans/gwp-annual-energy-efficiency-program-results
2019,7300,City of Glenwood Springs - (CO),,CO,PSCO,90,"1,423",0,0,"1,513",0.2,0.3,0.0,0.0,0.5,977,"15,110",0,0,"16,087",0.2,0.3,0.0,0.0,0.5,6,39,0,0,45,27,33,0,0,60,6,39,0,0,45,27,33,0,0,60,10.800,10.620,0.000,0.000,cleanenergyeconomy.net
2019,7303,Raccoon Valley Electric Cooperative,,IA,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2019,7353,Golden Valley Elec Assn Inc,,AK,NA,300,0,0,0,300,0.1,0.0,0.0,0.0,0.1,"1,635",0,0,0,"1,635",0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,24,0,0,0,24,0,0,0,0,0,120,0,0,0,120,5.000,0.000,0.000,0.000,n/a
2019,7411,City of Gothenburg - (NE),,NE,SWPP,0,91,139,0,230,0.0,0.0,0.0,0.0,0.0,3,998,"2,086",0,"3,086",0.0,0.0,0.0,0.0,0.0,0,5,4,0,8,0,2,1,0,3,0,5,4,0,8,0,2,1,0,3,11.000,11.000,15.000,0.000,www.cityofgothenburg.org
2019,7442,Grafton Electric - (IA),Y,IA,MISO,12,2,0,0,14,0.0,0.0,0.0,0.0,0.0,141,40,0,0,181,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2,2,0,0,3,1,0,0,0,1,2,2,0,0,3,11.330,20.000,0.000,0.000,
2019,7443,City of Graettinger - (IA),,IA,MISO,9,54,0,0,63,0.0,0.0,0.0,0.0,0.0,103,"1,082",0,0,"1,185",0.0,0.0,0.0,0.0,0.0,2,139,0,0,140,0,2,0,0,3,2,139,0,0,140,0,2,0,0,3,12.050,20.000,0.000,0.000,
2019,7456,Graham County Electric Coop Inc,,AZ,WALC,60,0,0,0,60,0.0,0.0,0.0,0.0,0.0,298,0,0,0,298,0.1,0.0,0.0,0.0,0.1,2,0,0,0,2,0,0,0,0,0,57,0,0,0,57,0,0,0,0,0,10.630,0.000,0.000,0.000,"www.gce.coop, www.edocket.azcc.gov"
2019,7483,City of Grand Haven - (MI),,MI,MISO,437,"1,381","1,381",0,"3,198",0.0,0.2,0.2,0.0,0.5,"4,301","21,013","21,013",0,"46,327",0.0,0.2,0.2,0.0,0.4,85,86,86,0,257,34,48,48,0,130,85,86,86,0,257,34,48,48,0,130,11.940,8.050,8.050,0.000,
2019,7487,City of Grand Marais - (MN),Y,MN,MISO,92,291,0,0,383,0.0,0.0,0.0,0.0,0.0,817,"3,779",0,0,"4,595",0.0,0.0,0.0,0.0,0.0,9,21,0,0,30,32,37,0,0,69,9,21,0,0,30,32,37,0,0,69,8.900,13.000,0.000,0.000,
2019,7489,Grand Rapids Public Util Comm,,MN,MISO,58,"2,314",112,0,"2,484",0.1,0.4,0.0,0.0,0.4,577,"23,141","1,122",0,"24,840",0.1,0.4,0.0,0.0,0.4,5,57,5,0,67,13,40,0,0,53,5,57,5,0,67,13,40,0,0,53,10.000,10.000,10.000,10.000,
2019,7548,PUD No 1 of Grays Harbor County,,WA,BPAT,"1,411","3,057","2,148",0,"6,615",0.2,0.4,0.3,0.0,0.8,"31,388","29,548","33,160",0,"94,095",0.2,0.4,0.3,0.0,0.8,"1,022",646,74,0,"1,742",185,52,0,0,238,"4,875","2,874","1,311",0,"9,060","1,691",405,268,0,"2,364",20.000,12.000,10.000,0.000,www.ghpud.org
2019,7563,Grand Valley Power,,CO,PSCO,19,0,0,0,19,0.0,0.0,0.0,0.0,0.0,193,0,0,0,193,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,5,10.000,0.000,0.000,0.000,
2019,7570,Great River Energy,,MN,MISO,"32,886","81,807",0,0,"114,693",25.9,15.9,0.0,0.0,41.8,"423,242","1,288,454",0,0,"1,711,696",25.9,15.9,0.0,0.0,41.8,"4,785","3,244",0,0,"8,029","8,693","2,053",0,0,"10,746","4,785","3,244",0,0,"8,029","8,693","2,053",0,0,"10,746",12.870,15.750,0.000,0.000,
2019,7593,City of Green Cove Springs,,FL,FMPP,33,0,0,0,33,3.6,0.0,0.0,0.0,3.6,39,0,0,0,39,2.7,0.0,0.0,0.0,2.7,13,0,0,0,13,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,5.000,0.000,0.000,0.000,
2019,7626,City of Greenfield - (IA),,IA,MISO,13,311,0,0,324,0.0,0.1,0.0,0.0,0.1,204,"6,221",0,0,"6,425",0.0,0.1,0.0,0.0,0.1,5,31,0,0,36,0,4,0,0,4,5,31,0,0,36,0,4,0,0,4,16.330,19.990,0.000,0.000,
2019,7634,City of Greenville - (TX),,TX,ERCO,378,0,0,0,378,0.0,0.0,0.0,0.0,0.0,"3,412",0,0,0,"3,412",0.0,0.0,0.0,0.0,0.0,9,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,9.010,0.000,0.000,0.000,
2019,7677,City of Gridley - (CA),Y,CA,CISO,1,159,0,0,160,0.0,0.0,0.0,0.0,0.0,8,"1,912",0,0,"1,920",0.0,0.0,0.0,0.0,0.0,1,70,0,0,71,12,33,0,0,45,1,70,0,0,71,12,33,0,0,45,14.302,12.000,0.000,0.000,
2019,7716,Groton Dept of Utilities - (CT),,CT,ISNE,342,"2,304",0,0,"2,646",0.1,0.4,0.0,0.0,0.4,"3,588","31,281",0,0,"34,869",0.1,0.4,0.0,0.0,0.4,63,424,0,0,487,37,252,0,0,289,63,424,0,0,487,37,252,0,0,289,10.500,13.600,0.000,0.000,
2019,7785,"Gulf Coast Electric Coop, Inc",,FL,AEC,107,0,0,0,107,0.1,0.0,0.0,0.0,0.1,"1,070",0,0,0,"1,070",0.1,0.0,0.0,0.0,0.1,36,0,0,0,36,13,0,0,0,13,36,0,0,0,36,13,0,0,0,13,10.000,0.000,0.000,0.000,
2019,7787,Gunnison County Elec Assn.,,CO,WACM,65,86,0,0,151,0.0,0.0,0.0,0.0,0.0,335,430,0,0,765,0.0,0.0,0.0,0.0,0.0,11,3,0,0,14,0,0,0,0,0,11,3,0,0,14,0,0,0,0,0,5.000,5.000,0.000,0.000,
2019,7801,Gulf Power Co,,FL,SOCO,"3,386","1,033",0,0,"4,419",0.8,0.4,0.0,0.0,1.2,"19,076","13,734",0,0,"32,810",0.2,0.2,0.0,0.0,0.4,205,45,0,0,250,"4,681",799,0,0,"5,480",205,45,0,0,250,"4,681",799,0,0,"5,480",20.477,29.107,0.000,0.000,
2019,7978,Halifax Electric Member Corp,,NC,CPLE,249,0,0,0,249,0.0,0.0,0.0,0.0,0.0,"7,488",0,0,0,"7,488",0.0,0.0,0.0,0.0,0.0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10.870,0.000,0.000,0.000,
2019,7995,Village of Hamilton - (NY),Y,NY,NYIS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2019,8122,Harlan Municipal Utilities - (IA),,IA,MISO,64,199,0,0,263,0.0,0.0,0.0,0.0,0.1,"1,641","3,965",0,0,"5,607",0.0,0.0,0.0,0.0,0.1,13,14,0,0,27,2,6,0,0,8,13,14,0,0,27,2,6,0,0,8,25.610,19.960,0.000,0.000,
2019,8139,Harquahala Valley Pwr District,Y,AZ,AZPS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,11,0,11,0.000,0.000,0.000,0.000,
2019,8214,City of Hartley - (IA),Y,IA,SWPP,4,18,0,0,21,0.0,0.0,0.0,0.0,0.0,70,223,0,0,293,0.0,0.0,0.0,0.0,0.0,5,4,0,0,9,2,2,0,0,3,5,4,0,0,9,2,2,0,0,3,17.700,12.700,12.700,0.000,
2019,8288,City of Hawarden - (IA),,IA,MISO,27,20,10,0,57,0.0,0.0,0.0,0.0,0.0,471,247,116,0,835,0.0,0.0,0.0,0.0,0.0,5,1,1,0,6,2,1,0,0,3,5,1,1,0,6,2,1,0,0,3,17.600,12.100,12.100,0.000,
2019,8319,Heartland Power Coop,,IA,MISO,844,646,874,0,"2,364",0.1,0.1,0.0,0.0,0.1,"11,604","8,997","8,925",0,"29,526",0.1,0.1,0.0,0.0,0.1,42,9,11,0,62,1,0,0,0,1,42,9,11,0,62,1,0,0,0,1,13.749,13.928,10.211,0.000,
2019,8333,Haywood Electric Member Corp,,NC,DUK,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"2,280",0,0,0,"2,280",2.3,0.0,0.0,0.0,2.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,10.000,0.000,0.000,0.000,
2019,8348,City of Healdsburg - (CA),,CA,CISO,200,194,0,0,394,0.0,0.0,0.0,0.0,0.0,"3,482","2,214",0,0,"5,696",0.0,0.0,0.0,0.0,0.0,22,41,0,0,63,25,35,0,0,60,22,41,0,0,63,25,35,0,0,60,17.410,11.410,0.000,0.000,https://www.ncpa.com/policy/reports/energy-efficiency/
2019,8366,Heber Light & Power Company,,UT,PACE,24,214,0,0,238,0.0,0.0,0.0,0.0,0.0,366,"3,207",0,0,"3,573",0.0,0.0,0.0,0.0,0.0,2,123,0,0,125,0,0,0,0,0,2,123,0,0,125,0,0,0,0,0,15.060,15.000,0.000,0.000,
2019,8543,Hibbing Public Utilities Comm,,MN,MISO,429,"1,156",441,0,"2,026",0.0,0.2,0.1,0.0,0.3,"4,288","11,556","4,408",0,"20,252",0.0,0.2,0.1,0.0,0.3,26,29,13,0,68,12,38,0,0,50,26,29,13,0,68,12,38,0,0,50,10.000,10.000,10.000,0.000,
2019,8566,High Plains Power Inc,,WY,WACM,4,396,0,0,401,0.0,0.1,0.0,0.0,0.1,65,"5,392",0,0,"5,457",0.0,0.1,0.0,0.0,0.1,1,13,0,0,14,0,0,0,0,0,1,13,0,0,14,0,0,0,0,0,15.270,15.670,0.000,0.000,G&T provided this info
2019,8570,Highline Electric Assn,,CO,WACM,94,0,733,0,826,0.0,0.0,0.1,0.0,0.1,"1,414",0,"8,951",0,"10,364",0.0,0.0,0.1,0.0,0.1,34,0,29,0,62,0,0,0,0,0,34,0,29,0,62,0,0,0,0,0,15.560,0.000,18.980,0.000,
2019,8570,Highline Electric Assn,,NE,WACM,17,0,129,0,146,0.0,0.0,0.0,0.0,0.0,249,0,"1,580",0,"1,829",0.0,0.0,0.0,0.0,0.0,6,0,5,0,11,0,0,0,0,0,6,0,5,0,11,0,0,0,0,0,15.560,0.000,18.980,0.000,
2019,8574,"Jackson Electric Coop, Inc - (WI)",,WI,MISO,385,"1,512","7,878",0,"9,775",0.1,0.2,0.0,0.0,0.3,"5,429","21,147","102,821",0,"129,397",0.1,0.2,0.0,0.0,0.3,54,35,39,0,128,37,1,1,0,39,54,35,39,0,128,37,1,1,0,39,14.102,13.986,13.052,0.000,
2019,8620,"HILCO Electric Cooperative, Inc.",,TX,ERCO,153,0,0,0,153,0.0,0.0,0.0,0.0,0.0,153,0,0,0,153,0.0,0.0,0.0,0.0,0.0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,1.000,0.000,0.000,0.000,
2019,8699,Inland Power & Light Company,,ID,BPAT,47,31,0,0,78,0.0,0.0,0.0,0.0,0.0,751,62,0,0,814,0.0,0.0,0.0,0.0,0.0,12,1,0,0,13,4,2,0,0,6,12,1,0,0,13,4,2,0,0,6,25.510,12.000,0.000,0.000,
2019,8699,Inland Power & Light Company,,WA,BPAT,887,"1,361",196,0,"2,444",1.1,0.8,0.2,0.0,2.1,"9,930","7,096","1,421",0,"18,447",1.1,0.8,0.2,0.0,2.1,219,183,36,0,437,71,109,16,0,195,219,183,36,0,437,71,109,16,0,195,24.300,12.060,9.690,0.000,
2019,8717,City of Holdrege,,NE,SWPP,0,80,0,0,80,0.0,0.0,0.0,0.0,0.0,0,885,0,0,885,0.0,0.0,0.0,0.0,0.0,0,4,0,0,4,0,5,0,0,5,0,4,0,0,4,0,5,0,0,5,0.000,11.000,0.000,0.000,NPPD.COM
2019,8723,City of Holland,,MI,MISO,"2,186","6,018","11,177",0,"19,381",1.1,1.3,2.4,0.0,4.9,"29,271","78,234","147,536",0,"255,041",1.1,1.3,2.4,0.0,4.9,162,267,501,0,930,57,10,18,0,85,162,267,501,0,930,57,10,18,0,85,13.390,13.000,13.200,0.000,
2019,8773,"Holy Cross Electric Assn, Inc",,CO,PSCO,593,"7,102",0,0,"7,695",0.2,2.3,0.0,0.0,2.6,"7,652","81,954",0,0,"89,605",0.2,2.3,0.0,0.0,2.6,86,697,0,0,783,323,172,0,0,496,86,697,0,0,783,323,172,0,0,496,12.890,11.540,0.000,0.000,
2019,8774,City of Holyoke - (MA),,MA,ISNE,213,57,19,0,289,0.0,0.0,0.0,0.0,0.0,"5,323","1,437",478,0,"7,237",0.0,0.0,0.0,0.0,0.0,74,0,0,0,74,31,17,3,0,51,74,0,0,0,74,31,17,3,0,51,25.000,25.000,25.000,25.000,
2019,8786,Horry Electric Coop Inc,,SC,SC,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,0,0,0,0,0,35,0,0,0,35,0,0,0,0,0,35,0,0,0,35,0.000,0.000,0.000,0.000,
2019,8901,CenterPoint Energy,,TX,ERCO,"88,883","126,974",0,0,"215,856",50.8,144.4,0.0,0.0,195.2,"1,484,675","1,956,376",0,0,"3,441,052",50.8,144.4,0.0,0.0,195.2,"16,202","15,568",0,0,"31,770","1,948","2,250",0,0,"4,198","16,202","15,568",0,0,"31,770","1,948","2,250",0,0,"4,198",16.915,15.739,0.000,0.000,
2019,9128,Hurricane City Power,,UT,PACE,6,0,0,0,6,1.5,0.0,0.0,0.0,1.5,8,0,0,0,8,1.5,0.0,0.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.000,0.000,0.000,0.000,
2019,9187,City of Idaho Falls - (ID),,ID,PACE,194,"3,013",140,0,"3,347",0.0,0.0,0.0,0.0,0.0,"4,632","36,161","1,675",0,"42,467",0.0,0.0,0.0,0.0,0.0,117,266,40,0,423,0,0,0,0,0,117,266,40,0,423,0,0,0,0,0,23.870,12.015,12.000,0.000,
2019,9191,Idaho Power Co,,ID,IPCO,"48,794","67,774","80,591",0,"197,159",5.6,7.7,9.2,0.0,22.5,"585,528","813,288","1,128,274",0,"2,527,090",5.6,7.7,9.2,0.0,22.5,"1,881","8,027","11,183",0,"21,091","9,826","3,052","4,988",0,"17,866","22,566","96,318","156,567",0,"275,451","117,911","36,618","69,834",0,"224,363",12.000,12.000,14.000,0.000,https://www.idahopower.com/energy-environment/ways-to-save/energy-efficiency-program-reports/ 
2019,9191,Idaho Power Co,,OR,IPCO,"1,773","2,125","1,984",0,"5,882",0.2,0.2,0.2,0.0,0.7,"21,276","25,500","27,776",0,"74,552",0.2,0.2,0.2,0.0,0.7,66,254,271,0,591,364,167,230,0,761,794,"3,052","3,799",0,"7,645","4,366","2,005","3,216",0,"9,587",12.000,12.000,14.000,0.000,https://www.idahopower.com/energy-environment/ways-to-save/energy-efficiency-program-reports/
2019,9216,Imperial Irrigation District,,CA,IID,"4,994","9,749",0,0,"14,743",3.1,3.6,0.0,0.0,6.7,"83,992","193,120",0,0,"277,112",3.1,3.6,0.0,0.0,6.7,"26,390","1,310",0,0,"27,700",218,850,0,0,"1,068","26,390","1,310",0,0,"27,700",218,850,0,0,"1,068",17.651,19.892,0.000,0.000,
2019,9231,City of Independence - (MO),,MO,SWPP,397,0,0,0,397,0.4,0.0,0.0,0.0,0.4,"3,853",0,0,0,"3,853",0.2,0.0,0.0,0.0,0.2,59,141,0,0,200,49,0,0,0,49,59,141,0,0,200,49,0,0,0,49,15.613,0.000,0.000,0.000,
2019,9234,Indiana Municipal Power Agency,,IN,MISO,9,818,342,0,"1,169",0.0,0.2,0.1,0.0,0.2,45,"4,090","1,710",0,"5,845",0.0,0.2,0.1,0.0,0.2,1,29,11,0,41,0,0,0,0,0,1,29,11,0,41,0,0,0,0,0,5.000,5.000,5.000,0.000,
2019,9267,"Hoosier Energy R E C, Inc",,IN,MISO,"10,128","6,046",0,0,"16,174",4.9,3.2,0.0,0.0,8.1,"179,151","69,325",0,0,"248,476",4.9,3.2,0.0,0.0,8.1,"2,083",307,0,0,"2,390",0,0,0,0,0,"2,083",307,0,0,"2,390",0,0,0,0,0,17.689,11.467,0.000,0.000,
2019,9273,Indianapolis Power & Light Co,,IN,MISO,"85,880","110,162",0,0,"196,042",16.9,13.7,0.0,0.0,30.6,"772,920","1,498,203",0,0,"2,271,123",16.9,13.7,0.0,0.0,30.6,"3,680","7,857",0,0,"11,537","14,494","5,245",0,0,"19,739","3,680","7,857",0,0,"11,537","14,494","5,245",0,0,"19,739",9.000,13.600,0.000,0.000,
2019,9275,Indianola Municipal Utilities,,IA,MISO,82,248,0,0,330,0.1,0.0,0.0,0.0,0.1,"1,363","4,979",0,0,"6,342",0.1,0.0,0.0,0.0,0.1,29,24,0,0,53,3,10,0,0,13,55,34,0,0,89,6,20,0,0,26,16.000,19.000,0.000,0.000,
2019,9286,Illinois Municipal Elec Agency,,IL,MISO,141,0,"7,648",0,"7,789",0.0,0.0,0.9,0.0,1.0,564,0,"30,592",0,"31,156",0.0,0.0,0.9,0.0,1.0,11,0,828,0,839,11,0,17,0,28,11,0,828,0,839,11,0,17,0,28,4.000,0.000,4.000,0.000,
2019,9324,Indiana Michigan Power Co,,IN,PJM,"57,263","79,174",0,0,"136,437",6.9,9.4,0.0,0.0,16.3,"545,457","1,035,022",0,0,"1,580,479",9.3,13.6,0.0,0.0,22.9,"2,554","3,778",0,0,"6,332","6,026","2,782",0,0,"8,808","2,554","3,778",0,0,"6,332","6,026","2,782",0,0,"8,808",9.500,13.100,0.000,0.000,
2019,9324,Indiana Michigan Power Co,,MI,PJM,"12,645","18,346",0,0,"30,991",1.6,2.4,0.0,0.0,4.0,"139,733","249,731",0,0,"389,464",1.6,3.8,0.0,0.0,5.4,627,"1,766",0,0,"2,393","1,494",730,0,0,"2,224",627,"1,766",0,0,"2,393","1,494",730,0,0,"2,224",11.100,13.600,0.000,0.000,
2019,9417,Interstate Power and Light Co,,IA,MISO,"45,810","57,144","70,175",0,"173,130",5.3,11.6,12.4,0.0,29.3,"487,738","728,150","697,894",0,"1,913,783",5.3,11.6,12.4,0.0,29.3,"3,237","6,409","10,686",0,"20,333","6,320","1,841","1,229",0,"9,390","3,237","6,409","10,686",0,"20,333","6,320","1,841","1,229",0,"9,390",10.647,12.742,9.945,0.000,https://efs.iowa.gov/efs/ShowDocumentSearch.do?searchType=document
2019,9572,Village of Jackson Center - (OH),Y,OH,PJM,8,2,7,0,17,0.0,0.0,0.0,0.0,0.0,61,31,105,0,197,0.0,0.0,0.0,0.0,0.0,1,1,1,0,3,3,0,0,0,3,1,1,1,0,3,3,0,0,0,3,7.190,14.670,15.000,11.200,WWW.EFFICIENCYSMART.ORG
