Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,Short Form,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2019,IA,13038,City of Mt Pleasant - (IA),,MISO,AC,0.009,0.136,0.000,0.000,0.145,1,4,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,4.354,69.160,0.000,0.000,73.514,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.009,0.136,0.000,0.000,0.145,1,4,0,0,5,4.354,69.160,0.000,0.000,73.514
2019,IA,13143,Board of Water Electric & Communications,,MISO,AC,0.053,0.130,0.000,0.000,0.183,5,6,0,0,11,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.053,0.130,0.000,0.000,0.183,5,6,0,0,11,0.000,0.000,0.000,0.000,0.000
2019,IA,13444,City of New Hampton - (IA),,MISO,AC,0.000,0.097,0.000,0.000,0.097,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000,0.097,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2019,IA,13675,Nishnabotna Valley R E C,,SWPP,AC,0.226,0.000,0.000,0.000,0.226,10,0,0,0,10,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,37.320,0.000,0.000,0.000,37.320,0.073,0.000,0.000,0.000,0.073,7,0,0,0,7,4.689,0.000,0.000,0.000,4.689,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.299,0.000,0.000,0.000,0.299,17,0,0,0,17,42.009,0.000,0.000,0.000,42.009
2019,IA,15291,Prairie Energy Coop,,SWPP,AC,0.015,0.000,0.021,0.000,0.036,2,0,1,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.139,0.000,0.000,0.000,0.139,8,0,0,0,8,198.630,0.000,1.600,0.000,200.230,0.000,0.000,0.020,0.000,0.020,0,0,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.154,0.000,0.041,0.000,0.195,10,0,2,0,12,198.630,0.000,1.600,0.000,200.230
2019,IA,15349,City of Preston,,MISO,DC,0.004,0.000,0.000,0.000,0.004,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.004,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2019,IA,17260,North West Rural Electric Coop,,SWPP,AC,0.165,0.076,0.000,0.000,0.241,12,2,0,0,14,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.021,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.186,0.076,0.000,0.000,0.262,13,2,0,0,15,0.000,0.000,0.000,0.000,0.000
2019,IA,18201,City of Stratford - (IA),Y,MISO,AC,0.025,0.025,0.000,0.000,0.050,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.025,0.025,0.000,0.000,0.050,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000
2019,IA,18301,City of Sumner - (IA),Y,MISO,AC,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2019,IA,18446,T I P Rural Electric Coop,,MISO,AC,0.158,0.023,0.000,0.000,0.181,9,1,0,0,10,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,84.541,2.720,0.000,0.000,87.261,0.017,0.000,0.000,0.000,0.017,3,0,0,0,3,0.034,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.175,0.023,0.000,0.000,0.198,12,1,0,0,13,84.575,2.720,0.000,0.000,87.295
2019,IA,19157,MiEnergy Cooperative,,MISO,DC,3.418,1.524,0.000,0.000,4.942,251,48,0,0,299,0.042,0.000,0.000,0.000,0.042,3,0,0,0,3,0.025,0.000,0.000,0.000,0.025,30,0,0,0,30,"2,091.063",638.707,0.000,0.000,"2,729.770",0.080,0.000,0.000,0.000,0.080,8,0,0,0,8,52.197,0.000,0.000,0.000,52.197,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,3.523,1.524,0.000,0.000,5.047,289,48,0,0,337,"2,143.260",638.707,0.000,0.000,"2,781.967"
2019,IA,19437,Western Iowa Power Coop,,SWPP,DC,0.109,0.005,0.019,0.000,0.133,7,1,2,0,10,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.005,0.000,0.003,0.000,0.008,0.010,0.000,0.060,0.000,0.070,1,0,2,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.119,0.005,0.079,0.000,0.203,8,1,4,0,13,0.005,0.000,0.003,0.000,0.008
2019,IA,20214,Waverly Municipal Elec Utility,,MISO,AC,0.099,0.631,0.000,0.000,0.730,11,2,0,0,13,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.099,0.631,0.000,0.000,0.730,11,2,0,0,13,0.000,0.000,0.000,0.000,0.000
2019,IA,20259,City of Webster City - (IA),,MISO,AC,0.058,0.033,0.000,0.000,0.091,2,2,0,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,7.530,2.240,0.000,0.000,9.770,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.058,0.033,0.000,0.000,0.091,2,2,0,0,4,7.530,2.240,0.000,0.000,9.770
2019,IA,20951,Woodbury County Rural E C A,,SWPP,AC,0.052,0.144,0.000,0.000,0.196,4,5,0,0,9,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.014,0.001,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.052,0.144,0.000,0.000,0.196,4,5,0,0,9,0.014,0.001,0.000,0.000,0.015
2019,IA,99999,Adjustment 2019,,MISO,,-0.730,-0.305,0.000,0.000,-1.035,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,-0.161,0.000,0.000,0.000,-0.161,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-0.891,-0.305,0.000,0.000,-1.196,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2019,IA,99999,Adjustment 2019,,SWPP,,-0.028,-0.001,-0.003,0.000,-0.032,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-0.028,-0.001,-0.003,0.000,-0.032,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2019,ID,3739,Clearwater Power Company,,AVA,AC,0.245,0.011,0.000,0.000,0.256,32,1,0,0,33,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.013,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.258,0.011,0.000,0.000,0.269,37,1,0,0,38,0.000,0.000,0.000,0.000,0.000
2019,ID,6169,Fall River Rural Elec Coop Inc,,BPAT,AC,0.538,0.102,0.000,0.000,0.640,85,6,0,0,91,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.023,0.004,0.000,0.000,0.027,7,2,0,0,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.561,0.106,0.000,0.000,0.667,92,8,0,0,100,0.000,0.000,0.000,0.000,0.000
2019,ID,9187,City of Idaho Falls - (ID),,PACE,AC,0.247,0.084,0.000,0.000,0.331,41,5,0,0,46,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,49.965,0.000,0.000,0.000,49.965,0.000,0.003,0.000,0.000,0.003,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.247,0.087,0.000,0.000,0.334,41,6,0,0,47,49.965,0.000,0.000,0.000,49.965
2019,ID,9191,Idaho Power Co,,IPCO,DC,36.411,3.990,2.427,0.000,42.828,"4,952",185,33,0,"5,170",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.131,0.030,0.040,0.000,0.201,34,5,1,0,40,0.000,0.000,0.000,0.000,0.000,0.061,0.085,0.000,0.000,0.146,6,4,0,0,10,0.000,0.000,0.000,0.000,0.000,36.603,4.105,2.467,0.000,43.175,"4,992",194,34,0,"5,220",0.000,0.000,0.000,0.000,0.000
2019,ID,10454,Kootenai Electric Cooperative,,AVA,DC,0.218,0.000,0.000,0.000,0.218,26,0,0,0,26,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.052,0.000,0.000,0.000,0.052,40,0,0,0,40,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.018,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.288,0.000,0.000,0.000,0.288,71,0,0,0,71,0.000,0.000,0.000,0.000,0.000
2019,ID,11273,Lower Valley Energy Inc,,BPAT,AC,0.022,0.000,0.000,0.000,0.022,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2019,ID,14354,PacifiCorp,,PACE,DC,7.619,0.618,0.000,0.000,8.237,"1,072",35,0,0,"1,107",0.056,0.026,0.000,0.000,0.082,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.222,0.057,0.000,0.000,0.279,65,8,0,0,73,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,7.849,0.675,0.000,0.000,8.524,"1,139",43,0,0,"1,182",0.000,0.000,0.000,0.000,0.000
2019,ID,20169,Avista Corp,,AVA,AC,0.426,0.232,0.000,0.000,0.658,71,15,0,0,86,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.013,0.002,0.000,0.000,0.015,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,0.009,0.065,0.000,0.000,0.074,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0.448,0.299,0.000,0.000,0.747,77,17,0,0,94,0.000,0.000,0.000,0.000,0.000
2019,ID,99999,Adjustment 2019,,AVA,,-0.038,0.000,0.000,0.000,-0.038,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,-0.009,0.000,0.000,0.000,-0.009,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-0.047,0.000,0.000,0.000,-0.047,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2019,ID,99999,Adjustment 2019,,IPCO,,-6.350,-0.696,-0.423,0.000,-7.469,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-6.350,-0.696,-0.423,0.000,-7.469,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2019,ID,99999,Adjustment 2019,,PACE,,-1.329,-0.108,0.000,0.000,-1.437,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-1.329,-0.108,0.000,0.000,-1.437,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2019,IL,97,Adams Electric Coop,,MISO,DC,0.145,0.000,0.000,0.000,0.145,17,0,0,0,17,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.014,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.159,0.000,0.000,0.000,0.159,20,0,0,0,20,0.000,0.000,0.000,0.000,0.000
2019,IL,406,City of Altamont - (IL),Y,MISO,AC,0.083,0.000,0.000,0.000,0.083,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,19.510,0.000,0.000,0.000,19.510,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.083,8,0,0,0,8,19.510,0.000,0.000,0.000,19.510
2019,IL,2188,City of Breese - (IL),Y,MISO,AC,0.040,0.133,0.000,0.000,0.173,2,3,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.040,0.133,0.000,0.000,0.173,2,3,0,0,5,0.000,0.000,0.000,0.000,0.000
2019,IL,3040,City of Carmi - (IL),Y,MISO,AC,0.000,0.260,0.000,0.000,0.260,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.260,0.000,0.000,0.260,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2019,IL,3726,Clay Electric Coop Inc,Y,MISO,AC,0.115,0.132,0.000,0.000,0.247,11,5,0,0,16,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.115,0.132,0.000,0.000,0.247,11,5,0,0,16,0.000,0.000,0.000,0.000,0.000
2019,IL,3931,Coles-Moultrie Electric Coop,,MISO,DC,0.270,0.321,0.000,0.000,0.591,29,2,0,0,31,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.280,0.321,0.000,0.000,0.601,30,2,0,0,32,0.000,0.000,0.000,0.000,0.000
2019,IL,4110,Commonwealth Edison Co,,PJM,AC,52.006,38.887,0.000,0.000,90.893,"7,205",332,0,0,"7,537",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.391,2.329,0.000,0.000,2.720,56,11,0,0,67,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,52.397,41.216,0.000,0.000,93.613,"7,261",343,0,0,"7,604",0.000,0.000,0.000,0.000,0.000
2019,IL,4362,Corn Belt Energy Corporation,,MISO,AC,1.060,0.830,0.000,0.000,1.890,132,5,0,0,137,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.015,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.600,0.000,2.600,0,0,1,0,1,0.000,0.000,0.000,0.000,0.000,1.075,0.830,2.600,0.000,4.505,135,5,1,0,141,0.000,0.000,0.000,0.000,0.000
2019,IL,5531,Enerstar Power Corp,Y,MISO,AC,0.596,0.000,0.000,0.000,0.596,49,0,0,0,49,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.596,0.000,0.000,0.000,0.596,49,0,0,0,49,0.000,0.000,0.000,0.000,0.000
2019,IL,5585,Eastern Illinois Elec Coop,,MISO,AC,0.836,0.042,0.000,0.000,0.878,91,5,0,0,96,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,319.711,9.341,0.000,0.000,329.052,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0.080,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.846,0.042,0.000,0.000,0.888,92,5,0,0,97,319.791,9.341,0.000,0.000,329.132
2019,IL,6764,Village of Freeburg - (IL),Y,MISO,AC,0.068,0.000,0.000,0.000,0.068,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,17.708,0.000,0.000,0.000,17.708,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.068,0.000,0.000,0.000,0.068,7,0,0,0,7,17.708,0.000,0.000,0.000,17.708
2019,IL,7095,City of Geneseo - (IL),Y,MISO,AC,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2019,IL,7096,City of Geneva- (IL),,PJM,AC,0.047,0.070,0.000,0.000,0.117,9,2,0,0,11,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.047,0.070,0.000,0.000,0.117,9,2,0,0,11,0.000,0.000,0.000,0.000,0.000
2019,IL,8573,City of Highland,,MISO,DC,0.126,0.017,0.043,0.000,0.186,15,2,1,0,18,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.126,0.017,0.043,0.000,0.186,15,2,1,0,18,0.000,0.000,0.000,0.000,0.000
2019,IL,8824,M J M Electric Cooperative Inc,,MISO,AC,0.824,0.290,0.000,0.000,1.114,89,3,0,0,92,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.826,0.290,0.000,0.000,1.116,90,3,0,0,93,0.000,0.000,0.000,0.000,0.000
2019,IL,9750,"Jo-Carroll Energy, Inc",,MISO,AC,1.391,0.104,0.000,0.000,1.495,173,9,0,0,182,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.016,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.407,0.104,0.000,0.000,1.511,180,9,0,0,189,0.000,0.000,0.000,0.000,0.000
2019,IL,11736,City of Marshall - (IL),Y,MISO,AC,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1.400,0.000,0.000,0.000,1.400,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,1.400,0.000,0.000,0.000,1.400
