Utility Characteristics,,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Water Heater
2019,6395,Flathead Electric Coop Inc,,MT,BPAT,"3,052",0,0,0,"3,052",0,0,0,0,0,28.8,0.0,0.0,0.0,28.8,24.0,0.0,0.0,0.0,24.0,142,0,0,0,142,26,0,0,0,26,0
2019,6411,Flint Electric Membership Corp,,GA,SOCO,"21,773",283,584,0,"22,640",502,3,830,0,"1,335",20.3,0.1,33.6,0.0,54.0,8.0,0.0,13.1,0.0,21.1,329,2,124,0,455,19,0,1,0,20,0
2019,6431,"Flint Hills Rural E C A, Inc",,KS,SWPP,502,28,15,0,545,0,0,0,0,0,0.7,0.3,0.4,0.0,1.3,0.7,0.3,0.4,0.0,1.3,35,15,21,0,71,3,3,3,0,8,0
2019,6452,Florida Power & Light Co,,FL,FPL,"703,601","20,823",0,0,"724,424",820,"6,752",0,0,"7,572",796.0,816.0,0.0,0.0,"1,612.0",0.0,0.0,0.0,0.0,0.0,"32,165","73,027",0,0,"105,192","15,454","4,424",0,0,"19,878",0
2019,6455,"Duke Energy Florida, LLC",,FL,FPC,"426,286",701,0,0,"426,987",0,0,0,0,0,669.0,348.0,0.0,0.0,"1,017.0",0.0,0.0,0.0,0.0,0.0,"25,550","43,410",0,0,"68,960","19,771","1,941",0,0,"21,712",0
2019,6604,City of Fort Collins - (CO),,CO,PSCO,"5,661",7,0,0,"5,668",0,0,0,0,0,3.1,1.0,0.0,0.0,4.1,2.5,0.3,0.0,0.0,2.8,41,0,0,0,41,559,0,0,0,559,0
2019,6640,Four County Elec Member Corp,,NC,CPLE,0,0,4,0,4,0,0,620,0,620,0.0,0.0,70.0,0.0,70.0,0.0,0.0,32.0,0.0,32.0,0,0,"1,657",0,"1,657",0,0,0,0,0,0
2019,6709,Easley Combined Utility System,,SC,DUK,612,0,0,0,612,0,0,0,0,0,0.4,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.3,27,0,0,0,27,38,0,0,0,38,0
2019,6782,Freeborn-Mower Coop Services,,MN,MISO,"1,584",74,0,0,"1,658",0,0,0,0,0,0.9,13.8,0.0,0.0,14.7,0.4,5.9,0.0,0.0,6.3,238,11,0,0,249,69,3,0,0,72,45
2019,6848,Fulton County Rural E M C,Y,IN,MISO,"2,132",0,200,0,"2,332","1,235",0,7,0,"1,242",1.2,0.0,7.1,0.0,8.3,1.2,0.0,7.1,0.0,8.3,0,0,0,0,0,0,0,0,0,0,0
2019,7004,"Buckeye Power, Inc",,OH,PJM,"121,346",40,0,0,"121,386","2,169",356,0,0,"2,525",35.1,6.0,0.0,0.0,41.1,34.7,6.0,0.0,0.0,40.7,223,0,0,0,223,129,0,0,0,129,0
2019,7090,GreyStone Power Corporation,,GA,SOCO,0,22,38,0,60,0,16,189,0,204,0.0,0.8,9.4,0.0,10.2,0.0,0.8,9.4,0.0,10.2,0,0,0,0,0,0,0,0,0,0,0
2019,7140,Georgia Power Co,,GA,SOCO,"41,279",8,49,0,"41,336",0,0,0,0,0,18.0,5.1,185.4,0.0,208.6,0.0,0.0,0.0,0.0,0.0,1,129,"7,758",0,"7,888","1,188",12,70,0,"1,269",0
2019,7349,"Golden Spread Electric Cooperative, Inc",,OK,SWPP,0,1,0,0,1,0,0,0,0,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,30,0,0,30,0,0,0,0,0,0
2019,7349,"Golden Spread Electric Cooperative, Inc",,TX,SWPP,0,0,"2,466",0,"2,466",0,0,0,0,0,0.0,0.0,38.4,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0,0,600,0,600,0,0,0,0,0,0
2019,7489,Grand Rapids Public Util Comm,,MN,MISO,"1,036",62,0,0,"1,098",6,2,0,0,8,5.1,1.3,0.0,0.0,6.4,2.1,0.6,0.0,0.0,2.7,42,1,0,0,43,0,0,0,0,0,0
2019,7570,Great River Energy,,MN,MISO,"288,098","5,363",0,0,"293,461","12,758","4,130",0,0,"16,888",168.0,185.0,0.0,0.0,353.0,150.0,185.0,0.0,0.0,335.0,490,159,0,0,649,"3,626","1,174",0,0,"4,800",714
2019,7601,Green Mountain Power Corp,,VT,ISNE,"16,568",513,5,0,"17,086",0,0,0,0,0,17.2,4.1,11.0,0.0,32.3,13.5,4.1,9.8,0.0,27.4,828,214,436,0,"1,478",0,0,0,0,0,2
2019,7634,City of Greenville - (TX),,TX,ERCO,0,1,0,0,1,0,"1,213",0,0,"1,213",0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,7712,City of Groton - (SD),Y,SD,SWPP,414,22,0,0,436,0,0,0,0,0,1.2,0.1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,7720,"Grundy Electric Coop, Inc",,MO,AECI,"2,300",190,0,0,"2,490",0,0,0,0,0,1.5,0.5,0.0,0.0,2.0,0.8,0.2,0.0,0.0,1.0,5,0,0,0,5,5,1,0,0,6,0
2019,7752,Guadalupe Valley Elec Coop Inc,,TX,ERCO,"1,381",0,0,0,"1,381",44,0,0,0,44,2.4,0.0,0.0,0.0,2.4,2.2,0.0,0.0,0.0,2.2,91,0,0,0,91,0,0,0,0,0,0
2019,7785,"Gulf Coast Electric Coop, Inc",,FL,AEC,756,0,0,0,756,1,0,0,0,1,0.9,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.9,1,0,0,0,1,2,0,0,0,2,0
2019,7977,City of Hamilton - (OH),,OH,PJM,0,4,0,0,4,0,12,0,0,12,0.0,12.1,0.0,0.0,12.1,0.0,12.1,0.0,0.0,12.1,0,0,0,0,0,0,0,0,0,0,0
2019,8179,Harrison County Rural E M C,,IN,MISO,"1,920",0,0,0,"1,920",0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,8210,Hart Electric Member Corp,,GA,SOCO,"28,344","8,319",0,0,"36,663",158,41,0,0,199,2.4,0.6,0.0,0.0,3.0,2.4,0.6,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0
2019,8214,City of Hartley - (IA),Y,IA,SWPP,531,0,0,0,531,0,0,0,0,0,10.0,0.0,0.0,0.0,10.0,0.5,0.0,0.0,0.0,0.5,13,0,0,0,13,0,0,0,0,0,0
2019,8288,City of Hawarden - (IA),,IA,MISO,223,0,0,0,223,1,0,0,0,1,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0,0,0,0,0,3,0,0,0,3,0
2019,8319,Heartland Power Coop,,IA,MISO,"2,777",77,1,0,"2,855",0,0,0,0,0,1.2,9.7,0.1,0.0,11.0,1.0,8.2,0.1,0.0,9.3,0,0,0,0,0,86,2,1,0,89,0
2019,8333,Haywood Electric Member Corp,,NC,DUK,438,0,0,0,438,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,35,0,0,0,35,0,0,0,0,0,0
2019,8379,City of Hecla,Y,SD,SWPP,95,5,4,0,104,10,1,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,8570,Highline Electric Assn,,CO,WACM,0,0,228,0,228,0,0,0,0,0,0.0,0.0,19.1,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0,0,229,0,229,0,0,68,0,68,0
2019,8570,Highline Electric Assn,,NE,WACM,0,0,299,0,299,0,0,0,0,0,0.0,0.0,18.2,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0,0,220,0,220,0,0,65,0,65,0
2019,8574,"Jackson Electric Coop, Inc - (WI)",,WI,MISO,"5,127",173,0,0,"5,300",0,0,0,0,0,3.1,13.3,0.0,0.0,16.4,2.5,10.8,0.0,0.0,13.3,611,21,0,0,632,102,3,0,0,105,40
2019,8773,"Holy Cross Electric Assn, Inc",,CO,PSCO,0,18,0,0,18,0,41,0,0,41,0.0,5.7,0.0,0.0,5.7,0.0,4.7,0.0,0.0,4.7,0,30,0,0,30,0,0,0,0,0,0
2019,8786,Horry Electric Coop Inc,,SC,SC,"5,769",0,0,0,"5,769",46,0,0,0,46,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,22,0,0,0,22,0,0,0,0,0,0
2019,8901,CenterPoint Energy,,TX,ERCO,"18,203",233,0,0,"18,436",107,742,0,0,849,17.8,123.7,0.0,0.0,141.5,17.8,123.7,0.0,0.0,141.5,834,"3,300",0,0,"4,134",125,271,0,0,395,0
2019,8919,City of Howard - (SD),Y,SD,SWPP,179,35,2,0,216,0,0,0,0,0,0.7,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,8924,Howard Greeley Rural P P D,,NE,SWPP,0,0,980,0,980,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,9191,Idaho Power Co,,ID,IPCO,"23,517",136,"2,281",0,"25,934",0,0,0,0,0,30.0,23.0,288.0,0.0,341.0,21.0,17.0,245.0,0.0,283.0,351,295,"6,350",0,"6,996",496,75,240,0,811,0
2019,9191,Idaho Power Co,,OR,IPCO,285,9,51,0,345,0,0,0,0,0,0.3,11.0,10.0,0.0,21.3,0.3,11.0,9.0,0.0,20.3,4,253,167,0,424,27,4,13,0,44,0
2019,9209,Illinois Rural Electric Coop,,IL,MISO,0,251,0,0,251,0,6,0,0,6,0.0,5.5,0.0,0.0,5.5,0.0,5.5,0.0,0.0,5.5,0,0,0,0,0,0,20,0,0,20,0
2019,9231,City of Independence - (MO),,MO,SWPP,0,2,0,0,2,0,0,0,0,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,9267,"Hoosier Energy R E C, Inc",,IN,MISO,"16,858",0,0,0,"16,858",0,0,0,0,0,7.4,0.0,0.0,0.0,7.4,7.4,0.0,0.0,0.0,7.4,9,0,0,0,9,0,0,0,0,0,0
2019,9273,Indianapolis Power & Light Co,,IN,MISO,"56,731",462,2,0,"57,195",365,0,0,0,365,41.3,0.9,2.4,0.0,44.6,41.3,0.9,2.4,0.0,44.6,994,12,9,0,"1,015","1,344",38,0,0,"1,382",0
2019,9324,Indiana Michigan Power Co,,IN,PJM,"2,448",61,80,0,"2,589",0,0,0,0,0,2.2,10.8,152.0,0.0,165.0,1.6,0.0,0.0,0.0,1.6,21,0,0,0,21,0,6,0,0,6,0
2019,9324,Indiana Michigan Power Co,,MI,PJM,726,0,0,0,726,0,0,0,0,0,0.6,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.4,5,0,0,0,5,0,1,0,0,1,0
2019,9417,Interstate Power and Light Co,,IA,MISO,"35,879",73,76,0,"36,028",77,135,480,0,692,28.9,45.0,160.0,0.0,233.9,28.8,0.0,0.0,0.0,28.8,"1,180","3,697","13,146",0,"18,024",238,50,52,0,339,0
2019,9431,Irwin Electric Membership Corp,,GA,SOCO,0,0,603,0,603,0,0,252,0,252,0.0,0.0,45.2,0.0,45.2,0.0,0.0,9.0,0.0,9.0,0,0,0,0,0,0,0,25,0,25,0
2019,9576,Jackson County Rural E M C - (IN),,IN,MISO,629,0,0,0,629,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,0,0,0,22,0
2019,9590,"Jackson Electric Coop, Inc - (TX)",,TX,ERCO,0,0,10,0,10,0,0,0,0,0,0.0,0.0,43.0,0.0,43.0,0.0,0.0,34.0,0.0,34.0,0,0,"1,720",0,"1,720",0,0,0,0,0,0
2019,9601,Jackson Electric Member Corp - (GA),,GA,SOCO,"21,689","2,410",0,0,"24,099",0,0,0,0,0,11.0,1.0,0.0,0.0,12.0,11.0,1.0,0.0,0.0,12.0,373,41,0,0,414,12,1,0,0,13,0
2019,9617,JEA,,FL,JEA,0,0,34,0,34,0,0,0,0,0,0.0,0.0,129.0,0.0,129.0,0.0,0.0,111.0,0.0,111.0,0,0,"11,138",0,"11,138",0,0,0,0,0,0
2019,9750,"Jo-Carroll Energy, Inc",,IL,MISO,"1,404",12,1,0,"1,417",0,0,0,0,0,1.5,4.7,0.3,0.0,6.5,1.4,4.5,0.3,0.0,6.2,82,1,4,0,87,29,0,2,0,31,0
2019,9778,Johnson County Rural E M C,,IN,MISO,0,0,2,0,2,0,0,32,0,32,0.0,0.0,1.6,0.0,1.6,0.0,0.0,1.6,0.0,1.6,0,0,43,0,43,0,0,2,0,2,0
2019,9922,Jump River Electric Coop Inc,,WI,MISO,"4,102",141,0,0,"4,243",0,0,0,0,0,6.2,0.1,0.0,0.0,6.3,2.4,0.0,0.0,0.0,2.4,37,1,0,0,38,59,2,0,0,61,0
2019,10000,Evergy Metro,,KS,SWPP,"18,578",379,0,0,"18,957",0,0,0,0,0,32.7,0.7,0.0,0.0,33.4,18.6,0.4,0.0,0.0,19.0,0,0,0,0,0,133,0,0,0,133,0
2019,10000,Evergy Metro,,MO,SWPP,"35,241",728,0,0,"35,969",593,14,0,0,607,35.2,17.1,0.0,0.0,52.4,0.0,0.0,0.0,0.0,0.0,341,537,0,0,878,"1,517",521,0,0,"2,037",0
2019,10005,"Evergy Kansas South, Inc",,KS,SWPP,"26,835","1,043",34,0,"27,912",0,0,0,0,0,0.0,5.0,145.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0,34,"3,741",0,"3,774",296,11,0,0,307,0
2019,10065,KBR Rural Public Power District,,NE,SWPP,0,0,500,0,500,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,10171,Kentucky Utilities Co,,KY,LGEE,"70,803",806,0,0,"71,609",0,0,0,0,0,76.2,11.8,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,930,258,0,0,"1,188",0
2019,10558,"LaCreek Electric Assn, Inc",,SD,WACM,385,0,119,0,504,0,0,0,0,0,3.1,0.0,17.7,0.0,20.8,3.1,0.0,17.7,0.0,20.8,0,0,0,0,0,6,0,0,0,6,0
2019,10595,City of Lake City - (MN),,MN,MISO,0,0,3,0,3,0,0,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,10596,City of Lake Crystal - (MN),,MN,MISO,270,0,0,0,270,3,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,5,0,0,0,0,0,0
2019,10617,City of Lake View - (IA),Y,IA,MISO,0,4,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0
2019,10768,"Laurens Electric Coop, Inc",,SC,DUK,"5,410",0,2,0,"5,412",12,0,4,0,16,6.8,0.0,3.0,0.0,9.8,6.7,0.0,1.8,0.0,8.5,0,0,0,0,0,0,0,0,0,0,0
2019,10857,"Lee County Electric Coop, Inc",,FL,FPL,"16,489",46,0,0,"16,535",143,559,0,0,703,3.4,26.8,0.0,0.0,30.1,3.4,13.3,0.0,0.0,16.6,461,"1,209",0,0,"1,670",93,265,0,0,357,0
2019,11018,Lincoln Electric System,,NE,SWPP,"1,741",0,0,0,"1,741",0,0,0,0,0,1.8,0.0,0.0,0.0,1.8,1.8,0.0,0.0,0.0,1.8,71,0,0,0,71,123,0,0,0,123,0
2019,11064,Litchfield Public Utilities,,MN,MISO,"1,929",248,1,0,"2,178",44,5,0,0,49,1.2,0.1,0.1,0.0,1.4,0.4,0.1,0.1,0.0,0.5,0,0,1,0,1,17,3,1,0,21,0
2019,11171,Long Island Power Authority,,NY,NYIS,"12,229","2,238",0,0,"14,467",0,0,0,0,0,22.0,7.0,0.0,0.0,29.0,18.3,4.1,0.0,0.0,22.4,0,0,0,0,0,"1,346",246,0,0,"1,592",0
2019,11208,Los Angeles Department of Water & Power,,CA,LDWP,0,7,3,0,10,0,93,161,0,254,0.0,18.7,32.2,0.0,50.8,0.0,9.3,16.1,0.0,25.4,0,163,280,0,443,0,0,0,0,0,0
2019,11249,Louisville Gas & Electric Co,,KY,LGEE,"83,755",792,0,0,"84,547",0,0,0,0,0,90.2,14.0,0.0,0.0,104.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,928,258,0,0,"1,186",0
2019,11251,Loup River Public Power Dist,,NE,SWPP,0,0,491,0,491,0,0,0,0,0,0.0,0.0,30.9,0.0,30.9,0.0,0.0,0.0,0.0,0.0,0,0,29,0,29,0,0,0,0,0,0
2019,11273,Lower Valley Energy Inc,,ID,BPAT,9,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0
2019,11273,Lower Valley Energy Inc,,WY,BPAT,476,0,0,0,476,0,0,0,0,0,2.1,0.0,0.0,0.0,2.1,1.1,0.0,0.0,0.0,1.1,57,0,0,0,57,0,0,0,0,0,0
2019,11291,Lumbee River Elec Member Corp,,NC,CPLE,208,3,0,0,211,10,0,0,0,10,0.3,0.4,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.3,13,0,0,0,13,0,0,0,0,0,0
2019,11298,Lyon Rural Electric Coop,,IA,SWPP,"1,000",15,0,0,"1,015",0,0,0,0,0,4.5,0.1,0.0,0.0,4.6,1.5,0.0,0.0,0.0,1.5,36,1,0,0,37,7,0,0,0,7,23
2019,11475,City of Madison - (SD),,SD,MISO,"2,032",0,0,0,"2,032",117,0,0,0,117,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,171,0,0,0,171,58,0,0,0,58,0
2019,11501,Magic Valley Electric Coop Inc,,TX,ERCO,789,0,0,0,789,4,0,0,0,4,1.8,0.0,0.0,0.0,1.8,0.9,0.0,0.0,0.0,0.9,39,0,0,0,39,193,0,0,0,193,0
2019,11560,City of Manassas - (VA),,VA,PJM,"1,635",0,0,0,"1,635",7,0,0,0,7,0.6,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.6,0,0,0,0,0,19,0,0,0,19,0
2019,11581,City of Manning,,IA,SWPP,228,0,0,0,228,3,0,0,0,3,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1,0,0,0,1,0,0,0,0,0,0
2019,11731,City of Marshall - (MN),,MN,MISO,"3,811",469,114,0,"4,394",703,"3,088",357,0,"4,149",3.4,4.4,1.4,0.0,9.2,3.4,4.4,1.4,0.0,9.2,106,445,147,0,699,36,19,6,0,61,37
2019,11811,Town of Massena - (NY),,NY,NYIS,746,1,0,0,747,0,0,0,0,0,2.3,0.3,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,11843,Maui Electric Co Ltd,,HI,NA,0,29,0,0,29,0,57,0,0,57,0.0,4.9,0.0,0.0,4.9,0.0,1.7,0.0,0.0,1.7,0,396,0,0,396,0,0,0,0,0,0
2019,12199,Montana-Dakota Utilities Co,,MT,SWPP,0,1,12,0,13,0,0,84,0,84,0.0,0.1,21.3,0.0,21.4,0.0,0.1,21.3,0.0,21.3,0,3,763,0,767,0,1,316,0,318,0
2019,12199,Montana-Dakota Utilities Co,,ND,MISO,0,22,6,0,28,0,19,19,0,38,0.0,7.6,11.4,0.0,19.0,0.0,4.2,4.1,0.0,8.3,0,313,512,0,826,0,40,26,0,66,0
2019,12199,Montana-Dakota Utilities Co,,WY,WACM,734,0,0,0,734,341,0,0,0,341,16.0,0.0,0.0,0.0,16.0,2.8,0.0,0.0,0.0,2.8,183,0,0,0,183,183,0,0,0,183,0
2019,12208,City of McPherson - (KS),,KS,SWPP,0,20,0,0,20,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,12,0,0,12,0,1,0,0,1,0
2019,12260,Mecklenburg Electric Cooperative,,VA,PJM,0,0,5,0,5,0,0,102,0,102,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0,0,3,0,3,0,0,0,0,0,0
2019,12265,City of Medford - (WI),,WI,MISO,1,26,6,0,33,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,12268,"Medina Electric Coop, Inc",,TX,ERCO,0,0,779,0,779,0,0,0,0,0,0.0,0.0,74.5,0.0,74.5,0.0,0.0,29.0,0.0,29.0,0,0,0,0,0,0,0,104,0,104,0
2019,12301,Nodak Electric Coop Inc,,ND,MISO,"5,505",0,314,0,"5,819","14,084",0,572,0,"14,656",140.1,0.0,65.4,0.0,205.4,52.3,0.0,45.3,0.0,97.6,17,0,0,0,17,217,0,0,0,217,0
2019,12341,MidAmerican Energy Co,,IA,MISO,"62,013",42,57,0,"62,112",0,49,276,0,325,0.0,37.3,211.5,0.0,248.8,0.0,37.3,27.5,0.0,64.8,"1,242","1,282","7,267",0,"9,791","1,773",33,186,0,"1,992",0
2019,12341,MidAmerican Energy Co,,IL,MISO,"3,224",2,3,0,"3,229",0,2,13,0,15,0.0,3.5,19.9,0.0,23.4,0.0,3.5,19.9,0.0,23.4,96,161,915,0,"1,172",67,9,53,0,129,0
2019,12341,MidAmerican Energy Co,,SD,MISO,225,0,0,0,225,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,7,33,0,0,0,33,0
2019,12377,Midwest Energy Cooperative,,MI,PJM,"5,218",617,0,0,"5,835",0,0,0,0,0,8.0,20.0,0.0,0.0,28.0,6.0,10.0,0.0,0.0,16.0,913,8,0,0,921,73,1,0,0,74,0
2019,12390,Metropolitan Edison Co,,PA,PJM,"186,677",45,104,0,"186,826",0,0,0,0,0,9.6,1.5,45.9,0.0,57.0,9.6,1.5,45.9,0.0,57.0,0,60,677,0,737,677,88,"1,200",0,"1,964",0
2019,12395,Menard Electric Coop,,IL,MISO,973,17,"1,244",0,"2,234",33,1,225,0,259,2.0,8.0,51.7,0.0,61.7,0.0,0.0,0.0,0.0,0.0,51,1,0,0,51,0,0,304,0,304,0
2019,12439,"Midstate Electric Coop, Inc",,OR,BPAT,225,0,0,0,225,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0,0,0
2019,12463,"Mid-Yellowstone Elec Coop, Inc",,MT,WAUW,33,0,0,0,33,96,0,0,0,96,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0
2019,12472,Middle Georgia El Member Corp,,GA,SOCO,0,0,596,0,596,0,0,288,0,288,0.0,0.0,44.7,0.0,44.7,0.0,0.0,14.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0
2019,12539,Midwest Electric Member Corp,,NE,WACM,0,0,"1,654",0,"1,654",0,0,0,0,0,0.0,0.0,128.0,0.0,128.0,0.0,0.0,75.0,0.0,75.0,0,0,"2,248",0,"2,248",0,0,0,0,0,0
2019,12615,City of Milton-Freewater- (OR),,OR,BPAT,698,62,80,0,840,147,12,18,0,177,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,41,3,5,0,49,0,0,0,0,0,0
2019,12647,"ALLETE, Inc.",,MN,MISO,"7,368",518,11,0,"7,897",588,157,1,0,746,28.0,3.0,264.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,213,72,"3,360",0,"3,645",0,0,0,0,0,0
2019,12660,Village of Minster - (OH),,OH,PJM,0,0,1,0,1,0,0,0,0,0,0.0,0.0,4.8,0.0,4.8,0.0,0.0,4.8,0.0,4.8,0,0,9,0,9,0,0,0,0,0,0
2019,12681,Mississippi County Electric Co,,AR,MISO,0,0,762,0,762,0,0,0,0,0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0,0,180,0,180,0,0,115,0,115,0
2019,12686,Mississippi Power Co,,MS,SOCO,0,6,9,0,15,0,0,0,0,0,0.0,24.2,94.2,0.0,118.4,0.0,0.0,0.0,0.0,0.0,0,463,144,0,606,0,0,0,0,0,0
2019,12698,Evergy Missouri West,,MO,SWPP,"30,230",732,0,0,"30,962","1,106",25,0,0,"1,131",30.2,40.1,0.0,0.0,70.3,0.0,0.0,0.0,0.0,0.0,401,"1,280",0,0,"1,681","1,968","1,358",0,0,"3,326",0
2019,12745,Modesto Irrigation District,,CA,BANC,"11,114",64,8,0,"11,186",0,0,0,0,0,9.0,1.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,235,16,362,0,614,31,31,31,0,93,0
2019,12796,Monongahela Power Co,,WV,PJM,0,0,1,0,1,0,0,0,0,0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,12894,City of Moorhead - (MN),,MN,SWPP,"2,663",55,0,0,"2,718",530,272,0,0,802,11.0,13.0,0.0,0.0,24.0,9.0,7.0,0.0,0.0,16.0,70,170,0,0,240,0,0,0,0,0,0
2019,12900,City of Mora - (MN),,MN,MISO,0,1,0,0,1,0,0,0,0,0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0,1,0,0,1,0
2019,12915,Moreau-Grand Electric Coop Inc,,SD,SWPP,537,0,0,0,537,0,0,0,0,0,6.2,0.0,0.0,0.0,6.2,6.2,0.0,0.0,0.0,6.2,1,0,0,0,1,0,0,0,0,0,0
2019,13337,Nebraska Public Power District,,NE,SWPP,0,362,3,0,365,0,0,0,0,0,0.0,8.0,60.0,0.0,68.0,0.0,6.0,0.0,0.0,6.0,0,307,0,0,307,0,43,0,0,43,0
2019,13407,Nevada Power Co,,NV,NEVP,"67,121","2,192",0,0,"69,313","23,597","4,771",0,0,"28,368",140.2,19.1,0.0,0.0,159.3,135.4,16.9,0.0,0.0,152.3,"1,107",125,0,0,"1,232","8,645","1,250",0,0,"9,895",0
2019,13441,New Hampshire Elec Coop Inc,,NH,ISNE,"3,093",0,0,0,"3,093",1,0,0,0,1,40.0,0.0,0.0,0.0,40.0,1.3,0.0,0.0,0.0,1.3,0,0,0,0,0,127,0,0,0,127,0
2019,13478,"Entergy New Orleans, LLC",,LA,MISO,"1,146",0,0,0,"1,146",0,0,0,0,0,2.9,0.0,0.0,0.0,2.9,2.9,0.0,0.0,0.0,2.9,66,0,0,0,66,746,0,0,0,746,0
2019,13480,New Prague Utilities Comm,,MN,MISO,"1,430",4,0,0,"1,434",23,42,0,0,65,0.5,0.7,0.0,0.0,1.2,0.2,0.6,0.0,0.0,0.8,24,40,0,0,64,17,9,0,0,26,0
