,Unnamed: 0,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
58,2020,5,05/04/2020 11:59 AM,05/07/2020 8:00 PM,"80 Hours, 1 Minutes",,Tennessee Valley Authority,SERC,Tennessee: Davidson County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",500,130000,
59,2020,5,05/13/2020 5:12 AM,05/13/2020 2:07 PM,"8 Hours, 55 Minutes",,Bonneville Power Administration,WECC,Washington:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
60,2020,5,05/15/2020 5:55 PM,05/17/2020 6:00 PM,"48 Hours, 5 Minutes",,Grid),NPCC,New York: Saratoga County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,52,
61,2020,5,05/22/2020 4:35 PM,05/23/2020 3:29 PM,"22 Hours, 54 Minutes",,Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,108190,
62,2020,5,05/24/2020 4:45 PM,.,.,". Hours, . Minutes",Oklahoma Gas & Electric Co,SPP RE,Central Oklahoma,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,54000,
63,2020,5,05/25/2020 10:58 AM,05/25/2020 1:00 PM,,"2 Hours, 2 Minutes",LCRA Transmission Services Corporation,TRE,Texas: Kerr County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",8,3745,
64,2020,5,05/27/2020 5:15 PM,05/29/2020 6:30 AM,"37 Hours, 15 Minutes",,"CenterPoint Energy Houston Electric, LLC",TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,382000,
65,2020,5,05/27/2020 5:20 PM,.,.,". Hours, . Minutes",CenterPoint Energy,TRE,Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,273269,
66,2020,5,05/29/2020 5:01 PM,05/29/2020 6:57 PM,"1 Hours, 56 Minutes",,FirstEnergy Corp,RF,Pennsylvania: Warren County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
67,2020,6,06/03/2020 12:30 PM,06/03/2020 6:00 PM,"5 Hours, 30 Minutes",,Exelon Corporation/PECO,RF,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,708000,
68,2020,6,06/03/2020 1:00 PM,06/06/2020 4:30 PM,"75 Hours, 30 Minutes",,Public Service Electric & Gas,RF,New Jersey:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",80,87000,
69,2020,6,06/03/2020 1:36 PM,06/03/2020 4:30 PM,"2 Hours, 54 Minutes",,Jersey Central Power & Lt Co,RF,New Jersey:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,78079,
70,2020,6,06/09/2020 11:21 AM,06/09/2020 12:01 PM,"0 Hours, 40 Minutes",,Bonneville Power Administration,WECC,Washington:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
71,2020,6,06/10/2020 12:22 PM,06/10/2020 5:00 PM,"4 Hours, 38 Minutes",,Consumers Energy Co,RF,"Michigan: Gratiot County, Lake County, Missaukee County, Benzie County, Leelanau County, Manistee County, Wexford County, Montcalm County, Kent County, Ottawa County, Van Buren County, St. Joseph County, Arenac County, Saginaw County, Calhoun County, Branch County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,270000,
72,,,,,,,American Electric Power - (RFC Reliability,,Ohio: Indiana: Kentucky:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe",,,
73,2020,6,06/10/2020 5:24 PM,06/11/2020 6:00 PM,"24 Hours, 36 Minutes",,Region),RF,West Virginia:,Weather,Unknown,85822,
74,2020,6,06/10/2020 7:30 PM,.,.,". Hours, . Minutes",Detroit Edison Co,RF,"Michigan: Oakland County, Macomb County, Wayne County, Sanilac County, Tuscola County, Huron County, Lapeer County, Livingston County, Monroe County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,237000,
75,2020,6,06/27/2020 4:00 PM,06/28/2020 2:27 AM,"10 Hours, 27 Minutes",,Southern Company,SERC,Alabama: Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",33480,78109,
76,2020,6,06/29/2020 2:32 PM,06/29/2020 4:35 PM,,"2 Hours, 3 Minutes",Entergy - Transmission Operations Engineering,SPP RE,Arkansas: Garland County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
77,2020,7,07/01/2020 7:26 PM,07/01/2020 7:44 PM,"0 Hours, 18 Minutes",,FirstEnergy Corp,RF,Pennsylvania:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",32,2013,
78,2020,7,07/02/2020 8:30 PM,.,.,". Hours, . Minutes",California Department of Water Resources,WECC,California: Butte County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,0,
79,2020,7,07/07/2020 11:38 AM,07/07/2020 6:24 PM,"6 Hours, 46 Minutes",,Los Angeles Department of Water & Power,WECC,California: Los Angeles County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
80,2020,7,07/07/2020 1:09 PM,07/08/2020 8:17 AM,"19 Hours, 8 Minutes",,Public Service Company of Colorado,WECC,Colorado:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
81,,,,,,,American Electric Power - (RFC Reliability,,West Virginia: Wyoming,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission",,,
82,2020,7,07/07/2020 7:17 PM,07/07/2020 11:49 PM,"4 Hours, 32 Minutes",,Region),RF,County;,Interruption,Unknown,Unknown,
83,2020,7,07/08/2020 6:45 PM,.,.,". Hours, . Minutes",California Department of Water Resources,WECC,California:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,0,
84,2020,7,07/11/2020 4:55 AM,.,.,". Hours, . Minutes",California Department of Water Resources,WECC,California:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,0,
85,2020,7,07/11/2020 9:30 PM,.,.,". Hours, . Minutes","Southwest Power Pool, Inc.",SPP RE,Oklahoma:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,94700,
86,2020,7,07/11/2020 11:30 PM,07/12/2020 6:30 AM,,"7 Hours, 0 Minutes",Oklahoma Gas & Electric Co,SPP RE,Oklahoma: Arkansas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,68000,
87,2020,7,07/12/2020 4:30 AM,07/13/2020 5:00 AM,"24 Hours, 30 Minutes",,Oncor Electric Delivery Company LLC,TRE,"Texas: Collin County, Dallas County, Denton County, Rockwall County, Tarrant County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,48000,
88,2020,7,07/19/2020 10:30 AM,.,.,". Hours, . Minutes",Somerset Operating Company,NPCC,New York: Niagara County,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,675,,
89,2020,7,07/19/2020 2:30 PM,07/21/2020 6:48 PM,"52 Hours, 18 Minutes",,Detroit Edison Co,RF,Michigan:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,158500,
90,2020,7,07/22/2020 11:30 AM,07/22/2020 2:19 PM,"2 Hours, 49 Minutes",,FirstEnergy Corp,RF,West Virginia: Tucker County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
91,2020,7,07/25/2020 7:58 PM,07/27/2020 7:00 PM,"47 Hours, 2 Minutes",,American Electric Power - Texas,TRE,"Texas: Nueces County, Kleberg County, Cameron County, Willacy County, Hidalgo County, Starr County, Kenedy County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,201208,
92,2020,7,07/25/2020 9:00 PM,07/26/2020 4:00 PM,"19 Hours, 0 Minutes",,"Magic Valley Electric Cooperative, Inc.",TRE,"Texas: Hidalgo County, Cameron County, Starr County, Kenedy County, Willacy County, Brooks County, Jim Hogg County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",125,84000,
93,,,,,,,Western Area Power Administration - Upper Great,,Nebraska: Scotts Bluff,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-",,,
94,2020,7,07/30/2020 5:54 PM,07/30/2020 8:18 PM,"2 Hours, 24 Minutes",,Plains Region,MRO,County;,Transmission Interruption,0,0,
95,2020,8,08/01/2020 11:14 AM,08/10/2020 9:26 PM,"226 Hours, 12 Minutes",,American Electric Power - Texas,TRE,"Texas: Cameron County, Willacy County, Hidalgo County, Starr County;",Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,Unknown,Unknown,
96,2020,8,08/02/2020 7:43 PM,08/02/2020 10:27 PM,"2 Hours, 44 Minutes",,MidAmerican Energy Co,SERC,Illinois: Rock Island County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
97,2020,8,08/03/2020 11:15 PM,08/06/2020 7:00 AM,"55 Hours, 45 Minutes",,Duke Energy Progress,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,340000,
98,2020,8,08/04/2020 4:41 AM,08/05/2020 4:26 PM,"35 Hours, 45 Minutes",,Dominion Energy VA,SERC,Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,508000,
99,2020,8,08/04/2020 6:01 AM,08/06/2020 3:30 PM,"57 Hours, 29 Minutes",,North Carolina El Member Corp,SERC,"North Carolina: Brunswick County, Columbus County, Pender County, Duplin County, Onslow County, Jones County, Craven County, Jones County, Beaufort County, Bertie County, Chowan County, Gates County, Perquimans County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",311,125987,
100,2020,8,08/04/2020 9:00 AM,08/05/2020 6:00 PM,"33 Hours, 0 Minutes",,Delmarva Power & Light Company,RF,Delaware:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,100000,
101,2020,8,08/04/2020 10:30 AM,.,.,". Hours, . Minutes",Atlantic City Electric Co,RF,New Jersey:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,70000,
102,2020,8,08/04/2020 11:20 AM,08/07/2020 10:55 AM,"71 Hours, 35 Minutes",,Public Service Electric & Gas,RF,New Jersey:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",60,75000,
103,2020,8,08/04/2020 12:00 PM,.,.,". Hours, . Minutes",Exelon Corporation/PECO,RF,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,137103,
104,2020,8,08/04/2020 12:00 PM,08/07/2020 6:00 AM,"66 Hours, 0 Minutes",,"Orange and Rockland Utilities, Inc.",NPCC,"New York: Rockland County, Orange County, Sullivan County; New Jersey: Bergen County, Passaic County, Sussex County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,160000,
105,2020,8,08/04/2020 12:18 PM,08/08/2020 5:31 PM,"101 Hours, 13 Minutes",,Jersey Central Power & Lt Co,RF,New Jersey:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,788000,
106,2020,8,08/04/2020 1:00 PM,08/04/2020 11:59 PM,"10 Hours, 59 Minutes",,Long Island Power Authority,NPCC,"New York: Nassau County, Suffolk County, Queens County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",3907,420000,
