,Unnamed: 0,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
209,2020,11,11/15/2020 3:08 PM,11/15/2020 10:30 PM,"7 Hours, 22 Minutes",,Ohio Edison Co,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,123361,
210,2020,11,11/15/2020 3:37 PM,11/17/2020 12:15 PM,"44 Hours, 38 Minutes",,Consumers Energy Co,RF,"Michigan: Iosco County, Oscoda County, Ogemaw County, Livingston County, Ionia County, Barry County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,57327,
211,2020,11,11/15/2020 11:05 PM,11/16/2020 5:00 AM,"5 Hours, 55 Minutes",,ISO New England,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,62408,
212,2020,11,11/30/2020 2:33 PM,11/30/2020 5:20 PM,"2 Hours, 47 Minutes",,El Paso Electric,TRE,Texas: El Paso County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
213,2020,11,11/30/2020 4:24 PM,12/01/2020 2:25 PM,"22 Hours, 1 Minutes",,ISO New England,NPCC,Massachusetts: Maine: Connecticut: Rhode Island: Vermont: New Hampshire:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,116000,
214,2020,12,12/01/2020 12:32 PM,12/01/2020 10:50 PM,"10 Hours, 18 Minutes",,Cleveland Electric Illum Co,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,170190,
215,2020,12,12/03/2020 12:44 AM,12/05/2020 11:03 AM,"58 Hours, 19 Minutes",,San Diego Gas & Electric Co,WECC,California: San Diego County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",93,73000,
216,2020,12,12/03/2020 9:01 AM,12/03/2020 9:03 AM,,"0 Hours, 2 Minutes",Public Service Company of Colorado,WECC,Colorado:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",89,0,
217,2020,12,12/03/2020 10:57 AM,12/04/2020 3:02 PM,"28 Hours, 5 Minutes",,Southern California Edison Co,WECC,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, San Diego County, Tulare County, Ventura County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",132,51686,
218,2020,12,12/05/2020 4:40 PM,.,.,". Hours, . Minutes",ISO New England,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,271231,
219,2020,12,12/07/2020 6:10 PM,12/08/2020 9:09 PM,"26 Hours, 59 Minutes",,Southern California Edison Co,WECC,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Tulare County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",286,76234,
220,2020,12,12/13/2020 6:47 AM,12/13/2020 7:36 AM,"0 Hours, 49 Minutes",,Southern California Edison Co,WECC,California:,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.- System Operations",298,159239,
221,2020,12,12/16/2020 11:20 PM,12/17/2020 7:20 AM,,"8 Hours, 0 Minutes",Region),MRO,Oklahoma:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",Unknown,Unknown,
222,2020,12,12/17/2020 8:07 AM,12/17/2020 8:32 AM,"0 Hours, 25 Minutes",,Pacific Gas & Electric Co,WECC,California:,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather,35,17000,
223,2020,12,12/24/2020 11:40 PM,.,.,". Hours, . Minutes",Exelon Corporation/PECO,RF,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",Unknown,68114,
224,2020,12,12/25/2020 7:55 AM,12/25/2020 4:45 PM,"8 Hours, 50 Minutes",,ISO New England,NPCC,Connecticut: Maine: New Hampshire: Massachusetts: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,19000,
