"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","REM"
"99849799999","2019-03-07T07:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","300,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0066,1","+9999,9","99999,9","SYN046FSTI2 46/// /3013 11066 90700 555 11013 22014="
"99849799999","2019-03-07T08:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","330,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0070,1","+9999,9","99999,9","SYN046FSTI2 46/// /3310 11070 90800 555 11010 22011="
"99849799999","2019-03-07T09:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","310,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0072,1","+9999,9","99999,9","SYN046FSTI2 46/// /3113 11072 90900 555 11013 22015="
"99849799999","2019-03-07T10:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","300,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0075,1","+9999,9","99999,9","SYN046FSTI2 46/// /3007 11075 91000 555 11007 22007="
"99849799999","2019-03-07T11:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","310,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0081,1","+9999,9","99999,9","SYN046FSTI2 46/// /3109 11081 91100 555 11009 22010="
"99849799999","2019-03-07T12:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","280,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0080,1","+9999,9","99999,9","SYN046FSTI2 46/// /2807 11080 91200 555 11007 22008="
"99849799999","2019-03-07T13:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","340,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0072,1","+9999,9","99999,9","SYN046FSTI2 46/// /3409 11072 91300 555 11009 22009="
"99849799999","2019-03-07T14:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","360,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0064,1","+9999,9","99999,9","SYN046FSTI2 46/// /3612 11064 91400 555 11012 22013="
"99849799999","2019-03-07T15:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","030,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0052,1","+9999,9","99999,9","SYN046FSTI2 46/// /0306 11052 91500 555 11006 22007="
"99849799999","2019-03-07T16:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","010,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0050,1","+9999,9","99999,9","SYN046FSTI2 46/// /0114 11050 91600 555 11014 22016="
"99849799999","2019-03-07T17:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","360,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0049,1","+9999,9","99999,9","SYN046FSTI2 46/// /3608 11049 91700 555 11008 22008="
"99849799999","2019-03-07T18:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","020,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0044,1","+9999,9","99999,9","SYN046FSTI2 46/// /0208 11044 91800 555 11008 22009="
"99849799999","2019-03-07T19:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","060,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0043,1","+9999,9","99999,9","SYN046FSTI2 46/// /0611 11043 91900 555 11011 22012="
"99849799999","2019-03-07T20:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","040,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0043,1","+9999,9","99999,9","SYN046FSTI2 46/// /0409 11043 92000 555 11009 22010="
"99849799999","2019-03-07T21:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","070,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0042,1","+9999,9","99999,9","SYN046FSTI2 46/// /0709 11042 92100 555 11009 22009="
