Utility Characteristics,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2017,60666,Baltimore City F,60396,Constellation New Energy Inc.,MD,PJM,0,0,0,261,3205,1,0,0,0,0,0,0,261,3205,1
2017,60667,Baltimore City G,60396,Constellation New Energy Inc.,MD,PJM,0,0,0,264,3287,1,0,0,0,0,0,0,264,3287,1
2017,59766,Barre II Solar Project,59232,Kearsarge Solar LLC,MA,ISNE,0,0,0,275,2301,2,0,0,0,0,0,0,275,2301,2
2017,61728,Barrett Farm Solar - Phase I,60584,Onyx Asset Services Group,CT,ISNE,0,0,0,0,161,1,0,0,0,0,0,0,0,161,1
2017,10298,Bayou Cogen Plant,327,Air Liquide Large Industries U S LP,TX,ERCO,0,0,0,0,0,0,7602,223698,1,0,0,0,7602,223698,1
2017,55327,Baytown Energy Center,2838,Baytown Energy Center LLC,TX,ERCO,0,0,0,0,0,0,53060,1680916,1,0,0,0,53060,1680916,1
2017,59546,Beaver Solar LLC,59287,Laurel Capital Partners,PA,PJM,0,0,0,0,0,0,84,1521,1,0,0,0,84,1521,1
2017,60653,Belchertown,60281,"Altus Power America Management, LLC",MA,ISNE,111,735,50,98,707,1,0,0,0,0,0,0,208,1442,51
2017,58403,Bellingham PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0,0,0,452,4395,1,0,0,0,0,0,0,452,4395,1
2017,57733,Benjamin Moore & Co. Solar,57044,"Constellation Solar New Jersey, LLC",NJ,PJM,0,0,0,0,0,0,63,1792,1,0,0,0,63,1792,1
2017,60695,"BentonSun CSG, LLC",60970,SunShare Management,MN,MISO,709,5083,743,392,3410,1,0,0,0,0,0,0,1101,8493,744
2017,58624,Berkshire 1,58578,PPS Berkshire Solar LLC,MA,ISNE,0,0,0,240,2224,2,0,0,0,0,0,0,240,2224,2
2017,59097,Berry Plastics Solar,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,930,15933,1,0,0,0,930,15933,1
2017,56862,Bolthouse S&P and Rowen Farms Solar,56105,MMA WBF Power LP,CA,CISO,0,0,0,349,3270,1,0,0,0,0,0,0,349,3270,1
2017,58327,Bradley Energy Center,58300,Ameresco Select Inc,CT,ISNE,0,0,0,2002,16643,1,0,0,0,0,0,0,2002,16643,1
2017,60730,Bridgewater Solar,56997,Marina Energy LLC,MA,ISNE,0,0,0,423,4054,1,0,0,0,0,0,0,423,4054,1
2017,60451,Brookside,57081,"WGL Energy Systems, Inc",RI,ISNE,0,0,0,110,732,1,0,0,0,0,0,0,110,732,1
2017,59361,Browne Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,243,1532,1,0,0,0,0,0,0,243,1532,1
2017,58037,Buckeye Union HS District 201,57408,Constellation Solar Arizona LLC,AZ,AZPS,0,0,0,832,7173,1,0,0,0,0,0,0,832,7173,1
2017,58618,Butler Plaza,58570,CF Gainesville Owner One LLC,FL,GVL,0,0,0,672,2101,1,0,0,0,0,0,0,672,2101,1
2017,52147,C P Kelco San Diego Plant,3221,CPKelco U S Inc,CA,CISO,0,0,0,0,0,0,6,72,1,0,0,0,6,72,1
2017,60428,CA Dept of Public Health at Richmond,58540,California PV Energy LLC,CA,CISO,0,0,0,429,4320,1,0,0,0,0,0,0,429,4320,1
2017,60033,"CA Flats Solar 130, LLC",61423,"California Flats Solar 130, LLC",CA,CISO,0,0,0,1251,20685,1,0,0,0,0,0,0,1251,20685,1
2017,60036,CCBC-Catonsville,58491,"Constellation Solar Holding, LLC",MD,PJM,0,0,0,225,2816,1,0,0,0,0,0,0,225,2816,1
2017,59248,CCMUA,59063,"Camden Solar Center, LLC",NJ,PJM,0,0,0,107,2209,1,0,0,0,0,0,0,107,2209,1
2017,61620,CDCR (CA) - Corcoran State Prison,61225,"SunE Corcoran SP Owner, LLC",CA,CISO,0,0,0,1003,10025,1,0,0,0,0,0,0,1003,10025,1
2017,59748,CDCR (CA) - Pleasant Valley State Prison,59512,"Team-Solar, Inc.",CA,CISO,0,0,0,1012,3055,1,0,0,0,0,0,0,1012,3055,1
2017,61619,CDCR (CA) - Solano State Prison,61224,"SunE Solano SP Owner, LLC",CA,CISO,0,0,0,312,2525,1,0,0,0,0,0,0,312,2525,1
2017,61621,CDCR (CA) - Wasco State Prison,61226,"SunE Wasco SP Owner, LLC",CA,CISO,0,0,0,345,3453,1,0,0,0,0,0,0,345,3453,1
2017,58365,CJTS Energy Center,58300,Ameresco Select Inc,CT,ISNE,0,0,0,655,3101,1,0,0,0,0,0,0,655,3101,1
2017,60225,CMEEC - Bozrah,60947,Tesla Inc.,CT,ISNE,0,0,0,380,2688,1,0,0,0,0,0,0,380,2688,1
2017,60608,CMEEC - Navy NE Trident,60947,Tesla Inc.,CT,ISNE,0,0,0,57,428,1,0,0,0,0,0,0,57,428,1
2017,60609,CMEEC - Norwich Stott St Solar,60947,Tesla Inc.,CT,ISNE,0,0,0,239,4313,1,0,0,0,0,0,0,239,4313,1
2017,60605,CMEEC - Rogers Rd Solar,60947,Tesla Inc.,CT,ISNE,0,0,0,205,1421,1,0,0,0,0,0,0,205,1421,1
2017,54323,CNN Center,18452,Turner Properties Inc,GA,SOCO,0,0,0,1169,20482,31,0,0,0,0,0,0,1169,20482,31
2017,56813,CSU Fresno Solar Project,56028,MMA Fresno Power LP,CA,CISO,0,0,0,283,1452,1,0,0,0,0,0,0,283,1452,1
2017,50851,CSUCI Site Authority,56835,CSUCI Site Authority,CA,CISO,0,0,0,811,11291,1,0,0,0,0,0,0,811,11291,1
2017,60979,CSUF Nutwood Solar,60630,"Solar Star California XLVIII, LLC",CA,CISO,0,0,0,251,2417,1,0,0,0,0,0,0,251,2417,1
2017,60978,CSUF State College,60630,"Solar Star California XLVIII, LLC",CA,CISO,0,0,0,143,1331,1,0,0,0,0,0,0,143,1331,1
2017,58386,CU Solar Plant,58373,CU Solar LLC,OH,PJM,0,0,0,328,2496,1,0,0,0,0,0,0,328,2496,1
2017,59283,California PV Energy at ISD WWTP,58540,California PV Energy LLC,CA,CISO,0,0,0,240,1943,1,0,0,0,0,0,0,240,1943,1
2017,55308,Calvert City,57295,DTE Calvert City LLC,KY,TVA,0,0,0,0,0,0,7218,131349,3,0,0,0,7218,131349,3
2017,60452,Calverton,57081,"WGL Energy Systems, Inc",NY,NYIS,0,0,0,1006,4573,1,0,0,0,0,0,0,1006,4573,1
2017,60685,Canyon Del Oro High School Solar,60404,"Constellation Solar Arizona 2, LLC",AZ,TEPC,0,0,0,258,2559,1,0,0,0,0,0,0,258,2559,1
2017,60353,Cecil County CCVT HS,60150,"SunE DB42, LLC",MD,PJM,0,0,0,262,3450,1,0,0,0,0,0,0,262,3450,1
2017,60757,Cedarville CSG,60281,"Altus Power America Management, LLC",MA,ISNE,68,579,1,84,714,1,0,0,0,0,0,0,152,1293,2
2017,59630,CentraState Medical Center PV Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,530,7904,1,0,0,0,0,0,0,530,7904,1
2017,58151,Central Utility Plant - Texas A&M,58113,"Texas A&M, Utilities & Energy Services",TX,ERCO,0,0,0,2244,28347,24,992,12494,27,0,0,0,3236,40841,51
2017,10566,Chambers Cogeneration LP,14932,US Operating Services Company,NJ,PJM,0,0,0,0,0,0,11863,97690,1,0,0,0,11863,97690,1
2017,55187,Channelview Cogeneration Plant,56380,EIF Channelview Cogeneration LLC,TX,ERCO,0,0,0,0,0,0,72395,2199551,1,0,0,0,72395,2199551,1
2017,60465,Chesapeake College,60947,Tesla Inc.,MD,PJM,0,0,0,128,2305,1,0,0,0,0,0,0,128,2305,1
2017,59755,Chester Power Partners,59522,Chester Power Partners LLC,VT,ISNE,0,0,0,636,2590,1,0,0,0,0,0,0,636,2590,1
2017,59743,Chimes West Friendship (Nixon Farms),59540,"SunE SEM 1, LLC",MD,PJM,0,0,0,184,1829,1,0,0,0,0,0,0,184,1829,1
2017,57011,Chuckawalla Valley State Prison,56302,SunE CPA CDC1 LLC,CA,CISO,0,0,0,168,1764,1,0,0,0,0,0,0,168,1764,1
2017,57645,City & County of Denver at Denver Int'l,56974,"Denver Airport Solar, LLC",CO,PSCO,0,0,0,0,0,0,281,6920,1,0,0,0,281,6920,1
2017,57681,City of Boulder WWTP,57005,"SunE NLB-2, LLC",CO,PSCO,0,0,0,48,1252,1,0,0,0,0,0,0,48,1252,1
2017,60668,City of Havre De Grace C,60396,Constellation New Energy Inc.,MD,PJM,0,0,0,302,3515,1,0,0,0,0,0,0,302,3515,1
2017,57682,City of Madera WWTP,57006,"SunE GIL1, LLC",CA,CISO,0,0,0,213,1657,1,0,0,0,0,0,0,213,1657,1
2017,59329,City of Soledad Water Reclamation,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0,0,0,0,0,0,391,3150,1,0,0,0,391,3150,1
2017,59623,Clarkson Solar,59360,Clarkson Solar LLC,NY,NYIS,0,0,0,316,2389,1,0,0,0,0,0,0,316,2389,1
2017,58832,Cogenra - TEP,58705,Washington Gas Energy Systems,AZ,TEPC,0,0,0,148,1403,1,0,0,0,0,0,0,148,1403,1
2017,60228,Conn Mun Electric Energy Coop,60947,Tesla Inc.,CT,ISNE,0,0,0,127,957,1,0,0,0,0,0,0,127,957,1
2017,60450,Corcoran,57081,"WGL Energy Systems, Inc",CA,CISO,0,0,0,346,1929,1,0,0,0,0,0,0,346,1929,1
2017,60150,Cornell Geneva Solar Farm,59942,Argos Solar LLC,NY,NYIS,0,0,0,335,3191,1,0,0,0,0,0,0,335,3191,1
2017,59470,Cornell Snyder Road Solar Array,59237,"Ulysses Solar, LLC",NY,NYIS,0,0,0,157,2059,1,0,0,0,0,0,0,157,2059,1
2017,10635,"Corona Energy Partners, Ltd",60662,WCAC Operating Company,CA,CISO,0,0,0,0,0,0,238,1018,1,0,0,0,238,1018,1
2017,55206,Corpus Christi Energy Center,4383,Corpus Christi Cogeneration LLC,TX,ERCO,0,0,0,0,0,0,16634,490856,1,0,0,0,16634,490856,1
2017,60453,"Cummins, Inc",57081,"WGL Energy Systems, Inc",NY,NYIS,0,0,0,144,2033,1,0,0,0,0,0,0,144,2033,1
2017,60754,DDR Shoppers World,60281,"Altus Power America Management, LLC",MA,ISNE,0,0,0,2,31,1,0,0,0,0,0,0,2,31,1
2017,59746,DSH (CA) - Coalinga State Hospital,59512,"Team-Solar, Inc.",CA,CISO,0,0,0,1534,4926,1,0,0,0,0,0,0,1534,4926,1
2017,60739,DSM Solar,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,260,6350,1,0,0,0,260,6350,1
2017,61637,Denison Solar Array,60571,AEP Onsite Partners,OH,PJM,0,0,0,4,42,1,0,0,0,0,0,0,4,42,1
2017,56815,Denver Int Airport,56026,MMA DAS Power,CO,PSCO,0,0,0,347,2812,1,0,0,0,0,0,0,347,2812,1
2017,59462,Denver Intl Airport IV Solar,59229,Denver Int'l Airport IV Solar,CO,SWPP,0,0,0,243,2967,1,0,0,0,0,0,0,243,2967,1
2017,60861,Dept of General Services -FTB,60518,"California PV Energy 2, LLC",CA,BANC,0,0,0,254,2552,1,0,0,0,0,0,0,254,2552,1
2017,57827,Dinuba Wastewater Treatment Plant,58661,"Sustainable Power Group, LLC",CA,CISO,0,0,0,350,1864,1,0,0,0,0,0,0,350,1864,1
2017,59094,Division 1,60947,Tesla Inc.,CA,CISO,0,0,0,609,3090,1,0,0,0,0,0,0,609,3090,1
2017,59095,Division 2,60947,Tesla Inc.,CA,CISO,0,0,0,378,1930,1,0,0,0,0,0,0,378,1930,1
2017,59096,Division 3,60947,Tesla Inc.,CA,CISO,0,0,0,395,2002,1,0,0,0,0,0,0,395,2002,1
2017,10613,Domtar - Woodland Mill,5232,Woodland Pulp LLC,ME,NBSO,0,0,0,0,0,0,77,1060,1,0,0,0,77,1060,1
2017,60446,E&B Resources,57081,"WGL Energy Systems, Inc",CA,CISO,0,0,0,250,2286,1,0,0,0,0,0,0,250,2286,1
2017,57574,ETS Ewing Solar Facility,56915,"Solar Star New Jersey IV, LLC",NJ,PJM,0,0,0,552,1992,2,0,0,0,0,0,0,552,1992,2
2017,61755,"East Acres Solar NG, LLC",59254,NuGen Capital Management,MA,ISNE,0,0,0,292,3672,5,0,0,0,0,0,0,292,3672,5
2017,60727,East Orange Solar,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,573,6370,1,0,0,0,573,6370,1
2017,60795,Eichtens Solar,57081,"WGL Energy Systems, Inc",MN,MISO,0,0,0,80,5973,1,0,0,0,0,0,0,80,5973,1
2017,60985,Elizabethtown Solar,60620,Elizabethtown Solar LLC,PA,PJM,0,0,0,366,3174,1,0,0,0,0,0,0,366,3174,1
2017,59367,Engelhard Solar LLC,58258,SunRay Power LLC,NJ,PJM,0,0,0,102,1130,1,0,0,0,0,0,0,102,1130,1
2017,59393,Eubank Landfill Solar Array,59171,"Suncore Photovoltaics, Inc",NM,PNM,0,0,0,0,0,0,695,2894,1,0,0,0,695,2894,1
2017,58261,FAA NorCal TRACON,58238,Enfinity NorCal 1 FAA LLC,CA,BANC,0,0,0,458,1960,1,0,0,0,0,0,0,458,1960,1
2017,59725,Fairhaven Wind,59494,Fairhaven Wind LLC,MA,ISNE,0,0,0,894,5732,1,0,0,0,0,0,0,894,5732,1
2017,58974,Fairview Farms Solar,58837,Fairview Farms Solar LLC,MA,ISNE,0,0,0,232,2856,1,0,0,0,0,0,0,232,2856,1
2017,60738,Fall River Solar,56997,Marina Energy LLC,MA,ISNE,0,0,0,263,2752,1,0,0,0,0,0,0,263,2752,1
2017,57747,FedEx Field Solar Facility,57052,NRG Solar Arrowhead LLC,VA,PJM,0,0,0,136,2004,1,0,0,0,0,0,0,136,2004,1
2017,60065,"Federal Road Solar 1, LLC",59804,"Federal Road Solar 1, LLC",MA,ISNE,0,0,0,801,6836,6,0,0,0,0,0,0,801,6836,6
2017,57791,Foundation AB,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,185,3350,1,0,0,0,185,3350,1
2017,58102,Foundation Cemex BMQ,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,266,3856,1,0,0,0,266,3856,1
2017,58112,Foundation Cemex Madison,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0,0,0,0,0,0,74,1808,1,0,0,0,74,1808,1
2017,58101,Foundation Cemex River Plant,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,220,3329,1,0,0,0,220,3329,1
2017,57792,Foundation IE,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,47,473,1,0,0,0,47,473,1
2017,58114,Foundation NWNA,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0,0,0,0,0,0,719,12895,1,0,0,0,719,12895,1
2017,58113,Foundation RRM,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0,0,0,0,0,0,483,8800,1,0,0,0,483,8800,1
2017,57626,Foundation ST,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,204,3500,1,0,0,0,204,3500,1
2017,61067,Foundation Scheid Vineyards,60690,"Foundation CA Fund VIII Manager, LLC",CA,CISO,0,0,0,0,0,0,63,845,1,0,0,0,63,845,1
2017,58104,Foundation Superior Farms,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,104,1390,1,0,0,0,104,1390,1
2017,58105,Foundation Wal-Mart Red Bluff,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,168,2118,1,0,0,0,168,2118,1
2017,54224,Franklin Heating Station,6738,Franklin Heating Station,MN,MISO,0,0,0,12576,140468,2,0,0,0,0,0,0,12576,140468,2
2017,60759,Freeze Solar,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,242,2182,1,0,0,0,242,2182,1
2017,59472,Ft. Churchill PV,57369,"Apple, Inc",NV,NEVP,0,0,0,1460,36509,1,0,0,0,0,0,0,1460,36509,1
2017,59366,G&S Wantage Solar LLC,58258,SunRay Power LLC,NJ,PJM,0,0,0,404,9245,1,0,0,0,0,0,0,404,9245,1
2017,61102,"GASNA 18P, LLC",57354,X-Elio North America Inc,PR,NA,0,0,0,1361,6479,1,0,0,0,0,0,0,1361,6479,1
2017,58576,GSE NM1,58465,"Green States Energy, Inc.",NM,SWPP,0,0,0,146,5071,3,0,0,0,0,0,0,146,5071,3
2017,61048,Gala Solar,15399,Avangrid Renewables LLC,OR,BPAT,0,0,0,1436,16371,1,0,0,0,0,0,0,1436,16371,1
2017,56909,Gap Pacific Distribution Center,56113,MMA GDC Power LP,CA,CISO,0,0,0,302,1905,1,0,0,0,0,0,0,302,1905,1
2017,50333,Gay Robinson,7019,Gay & Robinson Inc,HI,NA,7,103,9,45,238,7,0,0,0,0,0,0,52,341,16
2017,60844,Genentech Vacaville Meter #1,60947,Tesla Inc.,CA,CISO,0,0,0,313,9242,1,0,0,0,0,0,0,313,9242,1
2017,60231,Genentech-Oceanside,60947,Tesla Inc.,CA,CISO,0,0,0,705,6719,1,0,0,0,0,0,0,705,6719,1
2017,59841,General Motors Corp at White Marsh MD,56975,"Constellation Solar Maryland, LLC",MD,PJM,0,0,0,0,0,0,166,1560,1,0,0,0,166,1560,1
2017,58359,Gerresheimer Glass Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,253,3473,1,0,0,0,0,0,0,253,3473,1
2017,58543,"Gilbert Solar Facility I, LLC",58514,"Gilbert Solar Facility I, LLC",AZ,AZPS,0,0,0,347,4139,1,0,0,0,0,0,0,347,4139,1
2017,60752,Gloucester Community College Solar,56997,Marina Energy LLC,NJ,PJM,0,0,0,344,3837,1,0,0,0,0,0,0,344,3837,1
2017,59328,Golden Acorn Casino,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0,0,0,0,0,0,206,3895,1,0,0,0,206,3895,1
2017,60124,Goldfinch,60972,NRG DG Lakeland LLC,MA,,0,0,0,645,5694,1,0,0,0,0,0,0,645,5694,1
2017,54561,Graphic Packaging International,56375,Graphic Packaging International Inc,CA,CISO,0,0,0,5717,58336,1,0,0,0,0,0,0,5717,58336,1
2017,61208,Gulfport Naval Base CSG PV System,57081,"WGL Energy Systems, Inc",MS,SOCO,0,0,0,438,5843,1,0,0,0,0,0,0,438,5843,1
2017,59484,"Hadley Solar NG, LLC",59254,NuGen Capital Management,MA,ISNE,0,0,0,325,3450,3,0,0,0,0,0,0,325,3450,3
2017,60494,Hampden,60281,"Altus Power America Management, LLC",MA,ISNE,0,0,0,545,4084,2,0,0,0,0,0,0,545,4084,2
2017,61030,Harford Solar Farm,60669,Laertes Solar LLC,NY,NYIS,0,0,0,297,2811,1,0,0,0,0,0,0,297,2811,1
2017,52061,Hartford Hospital Cogeneration,8153,Hartford Steam Co,CT,ISNE,0,0,0,0,0,0,3671,39097,1,0,0,0,3671,39097,1
2017,60909,Hartford Landfill Solar EGF,60166,Materials Innovation Recycling Authority,CT,ISNE,0,0,0,51,1131,1,0,0,0,0,0,0,51,1131,1
2017,60501,Hartz Way,60268,Hartz Solar LLC,NJ,PJM,0,0,0,207,1320,1,0,0,0,0,0,0,207,1320,1
2017,60708,Havre de Grace II - E at Perryman,60396,Constellation New Energy Inc.,MD,PJM,0,0,0,127,2109,1,0,0,0,0,0,0,127,2109,1
2017,57869,Heller Industrial Parks,56997,Marina Energy LLC,NJ,PJM,0,0,0,393,3362,1,0,0,0,0,0,0,393,3362,1
2017,60099,"Hewlett-Packard (HP) - Andover, MA",60947,Tesla Inc.,MA,ISNE,0,0,0,45,786,1,0,0,0,0,0,0,45,786,1
2017,60731,Holliston Solar,56997,Marina Energy LLC,MA,ISNE,0,0,0,159,1546,1,0,0,0,0,0,0,159,1546,1
2017,60454,Houghton,57081,"WGL Energy Systems, Inc",NY,NYIS,0,0,0,198,2616,1,0,0,0,0,0,0,198,2616,1
2017,60709,IFF Hazlet Ground,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,300,4798,1,0,0,0,300,4798,1
2017,61465,IGS Solar I - BWI2,61077,"IGS ORIX Solar I, LLC",MD,PJM,0,0,0,190,2322,1,0,0,0,0,0,0,190,2322,1
2017,61358,IGS Solar I - BWI5,60994,"IGS Solar I, LLC",MD,PJM,0,0,0,167,1969,1,0,0,0,0,0,0,167,1969,1
2017,61359,IGS Solar I - EWR5,60994,"IGS Solar I, LLC",NJ,PJM,0,0,0,115,3600,1,0,0,0,0,0,0,115,3600,1
2017,61360,IGS Solar I - EWR6,60994,"IGS Solar I, LLC",NJ,PJM,0,0,0,108,3189,1,0,0,0,0,0,0,108,3189,1
2017,59424,IND Solar Farm (Phase IIA),59200,"Indy Airport Solar Project II, LLC",IN,MISO,0,0,0,2749,13747,1,0,0,0,0,0,0,2749,13747,1
2017,59823,INDY III,59604,Bulldog Energy Airport LLC,IN,MISO,0,0,0,868,4340,1,0,0,0,0,0,0,868,4340,1
2017,61466,IOS - ERW9,61077,"IGS ORIX Solar I, LLC",NJ,PJM,0,0,0,113,2832,1,0,0,0,0,0,0,113,2832,1
2017,61692,IVC Solar,60059,ZGlobal Inc,CA,IID,0,0,0,526,5780,1,0,0,0,0,0,0,526,5780,1
