Utility Characteristics,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2017,61199,T0588 Phoenix - AZ,60520,SoCore Energy LLC,AZ,SRP,0,0,0,132,1931,1,0,0,0,0,0,0,132,1931,1
2017,60683,TRS Fuel Cell,60403,"TRS Fuel Cell, LLC",CT,ISNE,0,0,0,10,164,1,0,0,0,0,0,0,10,164,1
2017,58232,Tahquitz High School,58661,"Sustainable Power Group, LLC",CA,CISO,0,0,0,239,1665,1,0,0,0,0,0,0,239,1665,1
2017,59330,Taylor Farms,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0,0,0,0,0,0,414,2983,1,0,0,0,414,2983,1
2017,57594,Teichert Materials-Teichert Vernalis,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,153,1839,1,0,0,0,153,1839,1
2017,50481,Tennessee Eastman Operations,5610,Eastman Chemical Co-TN Ops,TN,PJM,0,0,0,0,0,0,1665,36430,1,0,0,0,1665,36430,1
2017,60035,Tequesquite Landfill Solar PV Project,59775,"Solar Star California XXXI, LLC",CA,CISO,0,0,0,1194,14684,1,0,0,0,0,0,0,1194,14684,1
2017,10093,Tesoro Hawaii,58553,PAR Petroleum,HI,NA,0,0,0,0,0,0,1733,7824,1,0,0,0,1733,7824,1
2017,60461,The Clorox Company,60947,Tesla Inc.,MD,PJM,0,0,0,154,2568,1,0,0,0,0,0,0,154,2568,1
2017,58356,The Lawrenceville School Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,647,8629,1,0,0,0,0,0,0,647,8629,1
2017,60771,Timber Creek HS,56997,Marina Energy LLC,NJ,PJM,0,0,0,155,1539,1,0,0,0,0,0,0,155,1539,1
2017,58917,Tioga Solar Morris County 1 LLC,57124,Nautilus Solar WPU LLC,NJ,PJM,0,0,0,122,1367,1,0,0,0,0,0,0,122,1367,1
2017,60096,Town of Chestertown- Chestertown WWTP,60947,Tesla Inc.,MD,PJM,0,0,0,75,1798,1,0,0,0,0,0,0,75,1798,1
2017,58586,Town of East Bridgewater,60947,Tesla Inc.,MA,ISNE,0,0,0,275,2505,1,0,0,0,0,0,0,275,2505,1
2017,60115,Town of Halfmoon,60947,Tesla Inc.,NY,ISNE,0,0,0,12,263,1,0,0,0,0,0,0,12,263,1
2017,60110,Town of Needham VNEM,60947,Tesla Inc.,MA,ISNE,0,0,0,416,4204,1,0,0,0,0,0,0,416,4204,1
2017,61895,Toyota HQ Plan,61509,"PGC Plano I, LLC",TX,ERCO,0,0,0,296,2329,1,0,0,0,0,0,0,296,2329,1
2017,57647,"Toys R Us- DE, Inc. at Mt. Olive, NJ",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0,0,0,349,4913,1,0,0,0,0,0,0,349,4913,1
2017,59390,True North,58677,CD US Solar MT1 LLC,MA,ISNE,0,0,0,928,6927,3,0,0,0,0,0,0,928,6927,3
2017,59872,UC Davis South Campus,59660,"Solar Star California XXXII, LLC",CA,CISO,0,0,0,2155,29454,1,0,0,0,0,0,0,2155,29454,1
2017,60120,UCI Fuel Cell,59892,"UCI Fuel Cell, LLC",CA,CISO,0,0,0,866,11580,1,0,0,0,0,0,0,866,11580,1
2017,57735,UCSD Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0,0,0,2937,20414,1,0,0,0,0,0,0,2937,20414,1
2017,59749,UMES (MD) - Princess Anne,58473,"NVT LICENSES, LLC",MD,PJM,0,0,0,333,3234,1,0,0,0,0,0,0,333,3234,1
2017,60808,US Foods Solar,58677,CD US Solar MT1 LLC,NJ,PJM,0,0,0,824,9049,1,0,0,0,0,0,0,824,9049,1
2017,60086,US-TOPCO (Soccer Center),60947,Tesla Inc.,CA,CISO,0,0,0,145,7301,1,0,0,0,0,0,0,145,7301,1
2017,61682,USG 1,60059,ZGlobal Inc,CA,IID,0,0,0,0,0,0,141,2115,1,0,0,0,141,2115,1
2017,61683,USG 2,60059,ZGlobal Inc,CA,IID,0,0,0,0,0,0,146,2065,1,0,0,0,146,2065,1
2017,58516,Union HS at Casa Grande,58491,"Constellation Solar Holding, LLC",AZ,AZPS,0,0,0,324,3274,1,0,0,0,0,0,0,324,3274,1
2017,58040,United Stationers Supply Solar Electric,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,236,3937,1,0,0,0,0,0,0,236,3937,1
2017,54372,University of Colorado,22208,University of Colorado,CO,PSCO,0,0,0,13537,112482,1,0,0,0,0,0,0,13537,112482,1
2017,54780,University of Illinois Abbott Power Plt,19528,University of Illinois,IL,MISO,119,990,236,1299,16313,83,0,0,0,0,0,0,1418,17303,319
2017,60448,Valdosta,57081,"WGL Energy Systems, Inc",GA,SOCO,0,0,0,230,1770,1,0,0,0,0,0,0,230,1770,1
2017,60824,Valley Sanitary District WTP Solar,60947,Tesla Inc.,CA,LDWP,0,0,0,77,1353,1,0,0,0,0,0,0,77,1353,1
2017,58517,Vista Grande HS at Casa Grande,58491,"Constellation Solar Holding, LLC",AZ,AZPS,0,0,0,318,3116,1,0,0,0,0,0,0,318,3116,1
2017,58401,Volkswagen Solar System,58385,SR Enterprise South LLC,TN,TVA,0,0,0,0,0,0,1395,12864,1,0,0,0,1395,12864,1
2017,61245,Vuelta Solar,59254,NuGen Capital Management,MA,ISNE,0,0,0,421,7028,7,0,0,0,0,0,0,421,7028,7
2017,60365,Vulcraft Solar,60163,Soltage LLC,NY,NYIS,0,0,0,0,0,0,193,2315,1,0,0,0,193,2315,1
2017,60694,"WakeSun CSG, LLC",60970,SunShare Management,MN,MISO,332,2391,299,285,2460,3,0,0,0,0,0,0,617,4851,302
2017,58123,Wakefern Food Corp,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0,0,0,203,2605,1,0,0,0,0,0,0,203,2605,1
2017,57006,Walgreens Woodland Distribution Center,56296,SunE WG45 Woodland LLC,CA,CISO,0,0,0,90,660,1,0,0,0,0,0,0,90,660,1
2017,57939,Walmart Casa Grande,60947,Tesla Inc.,AZ,AZPS,0,0,0,254,2997,1,0,0,0,0,0,0,254,2997,1
2017,50216,Watson Cogeneration,867,ARCO Products Co-Watson,CA,CISO,0,0,0,0,0,0,35703,765538,1,0,0,0,35703,765538,1
2017,61587,WaveSun,61194,Generate Capital,MN,MISO,37,270,1011,1,10,16,0,0,0,0,0,0,38,280,1027
2017,61629,West Brookfield Solar - Gilbertsville Rd,61227,Nautilus Solar Solutions,MA,ISNE,0,0,0,285,3167,1,0,0,0,0,0,0,285,3167,1
2017,58244,West Valley High School Solar,58661,"Sustainable Power Group, LLC",CA,CISO,0,0,0,208,1445,1,0,0,0,0,0,0,208,1445,1
2017,59368,Westborough Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,326,2469,1,0,0,0,0,0,0,326,2469,1
2017,61537,Weston Landfill Solar,61146,"Ameresco, Inc - Weston",MA,ISNE,0,0,0,305,2789,1,0,0,0,0,0,0,305,2789,1
2017,60500,Westside Avenue,60268,Hartz Solar LLC,NJ,PJM,0,0,0,171,1263,1,0,0,0,0,0,0,171,1263,1
2017,57102,Whittier LFG Power Plant #1,56395,J&A-Whittier LLC,CA,CISO,0,0,0,1145,10142,1,0,0,0,0,0,0,1145,10142,1
2017,61630,William G Mennen Sports Solar,61227,Nautilus Solar Solutions,NJ,PJM,0,0,0,121,1366,1,0,0,0,0,0,0,121,1366,1
2017,57805,William Paterson University,57124,Nautilus Solar WPU LLC,NJ,PJM,0,0,0,476,7275,1,0,0,0,0,0,0,476,7275,1
2017,58361,Williams-Sonoma Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,556,4231,1,0,0,0,0,0,0,556,4231,1
2017,60111,Williamsburg Solar LLC VNEM,60947,Tesla Inc.,MA,ISNE,0,0,0,325,3286,1,0,0,0,0,0,0,325,3286,1
2017,59751,"Wilzig Associates, LLC",59518,"Wilzig Associates, LLC",NJ,PJM,0,0,0,0,0,0,118,1620,1,0,0,0,118,1620,1
2017,60621,Worcester Landfill,60369,City of Worcester DPW,MA,ISNE,0,0,0,748,5565,1,0,0,0,0,0,0,748,5565,1
2017,60604,Wye Mills VNEM,60947,Tesla Inc.,MD,PJM,0,0,0,1147,20555,1,0,0,0,0,0,0,1147,20555,1
2017,60220,Zero Waste Energy Development Co LLC,60003,Zero Waste Energy Development Company LLC,CA,CISO,0,0,0,801,6956,1,0,0,0,0,0,0,801,6956,1
These entities are one of the elements used in the state Adjustment lines in the Sales to Ultimate Customers file.,,,,,,,,,,,,,,,,,,,,,
