|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2022,13485,New Smyrna Beach City of,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,114.630,2.040,56.191,"30,700",Y,L,23.0,Y
2022,13511,New York State Elec & Gas Corp,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,671.780,2.280,294.640,162.930,1.450,112.366,"905,435",N,F,34.5,N
2022,13519,City of Newark - (DE),DE,Municipal,42.270,0.336,125.804,42.270,0.336,125.804,.,.,.,"13,238",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13524,"Newberry Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,826.680,.,.,152.700,.,.,"13,052",N,L,12.5,N
2022,13547,"Newnan Wtr, Sewer & Light Comm",GA,Municipal,22.108,0.663,33.345,22.108,0.663,33.345,.,.,.,"10,537",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,13573,Niagara Mohawk Power Corp.,NY,Investor Owned,353.970,1.489,237.723,152.660,1.180,129.373,353.970,1.489,237.723,"1,678,861",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,13640,Northern Virginia Elec Coop,VA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,214.150,0.950,225.421,56.940,0.730,78.000,"175,364",N,F,34.5,Y
2022,13647,Noble County R E M C,IN,Cooperative,450.200,2.922,154.073,117.400,2.460,47.724,430.000,2.741,156.877,"11,575",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,13651,Nolin Rural Electric Coop Corp,KY,Cooperative,121.176,1.067,113.567,42.319,0.724,58.452,117.405,1.008,116.473,"36,761",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13664,Norris Public Power District,NE,Political Subdivision,308.400,1.730,178.266,183.420,1.593,115.141,281.040,1.501,187.235,"26,078",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13676,"North Arkansas Elec Coop, Inc",AR,Cooperative,409.500,5.290,77.410,255.260,2.400,106.358,408.780,.,.,"38,050",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,13679,Town of North Attleborough - (MA),MA,Municipal,17.055,0.386,44.184,17.055,0.386,44.184,17.055,0.386,44.184,"13,809",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,13693,"North Central Elec Coop, Inc",OH,Cooperative,59.735,.,.,39.752,.,.,44.247,.,.,"9,680",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13716,North Georgia Elec Member Corp,GA,Cooperative,219.990,2.640,83.330,146.540,1.590,92.164,189.810,1.750,108.463,"102,000",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,13718,City of North Little Rock - (AR),AR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,69.600,.,.,.,.,.,"39,000",N,L,13.8,N
2022,13735,Northcentral Mississippi E P A,MS,Cooperative,145.800,2.590,56.293,145.800,2.590,56.293,144.600,2.580,56.047,"33,464",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,13750,"Northern Electric Coop, Inc",SD,Cooperative,304.713,1.089,279.810,108.829,0.766,142.074,289.425,0.855,338.509,"6,587",7.2,N,.,.,.,.,.,.,.,,,.,
2022,13756,Northern Indiana Pub Serv Co,IN,Investor Owned,370.000,1.438,257.302,143.000,0.953,150.052,.,.,.,"482,278",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13757,North Plains Electric Coop Inc,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"1,384.000",.,.,696.000,.,.,"7,226",N,F,.,Y
2022,13758,"Northern Lights, Inc",ID,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,832.950,.,.,832.950,.,.,"18,372",N,F,25.0,Y
2022,13758,"Northern Lights, Inc",MT,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,222.830,.,.,222.830,.,.,"4,961",N,F,25.0,Y
2022,13758,"Northern Lights, Inc",WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,5.300,.,.,5.300,.,.,17,N,F,25.0,Y
2022,13762,"Northern Neck Elec Coop, Inc",VA,Cooperative,923.488,3.323,277.908,211.697,2.250,94.088,923.488,3.323,277.908,"20,025",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13780,Northern States Power Co,MI,Investor Owned,391.059,1.972,198.306,211.827,1.483,142.837,251.629,1.372,183.403,"8,932",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,13780,Northern States Power Co,WI,Investor Owned,414.334,1.388,298.512,112.672,0.842,133.815,402.705,1.316,306.007,"255,504",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,13781,Northern States Power Co - Minnesota,MN,Investor Owned,184.179,1.083,170.064,89.989,0.871,103.317,177.315,1.038,170.824,"1,328,578",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,13781,Northern States Power Co - Minnesota,ND,Investor Owned,78.108,0.810,96.430,67.862,0.759,89.410,75.322,0.770,97.821,"94,679",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,13781,Northern States Power Co - Minnesota,SD,Investor Owned,465.935,1.350,345.137,57.935,0.543,106.694,460.358,1.234,373.062,"100,077",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,13783,Northeast Louisiana Power Coop Inc.,LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,144.600,1.350,107.111,144.600,1.350,107.111,"17,190",N,O,19.9,Y
2022,13788,Northern Wasco County PUD,OR,Political Subdivision,117.947,0.706,167.064,53.015,0.461,115.000,117.947,0.706,167.064,"10,448",12.5,N,.,.,.,.,.,.,.,,,.,
2022,13799,Prairie Land Electric Coop Inc,KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,210.060,.,.,107.100,.,.,"24,677",N,F,13.8,Y
2022,13809,NorthWestern Energy - (SD),SD,Investor Owned,127.845,1.264,101.143,79.636,1.014,78.536,76.766,0.591,129.892,"62,989",34.5,N,.,.,.,.,.,.,.,,,.,
2022,13830,Nueces Electric Cooperative,TX,Cooperative,348.348,2.642,131.850,175.851,1.253,140.344,325.748,2.116,153.945,"20,256",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,13831,City of Norwich - (CT),CT,Municipal,120.490,1.010,119.297,120.490,1.010,119.297,120.490,1.010,119.297,"20,747",35.0,Y,.,.,.,.,.,.,.,,,.,
2022,13839,City of Norwood - (MA),MA,Municipal,49.360,0.620,79.613,26.040,0.430,60.558,49.360,0.620,79.613,"16,301",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,13936,Oakdale Electric Coop,WI,Cooperative,379.800,1.609,236.047,75.900,0.867,87.543,369.400,1.438,256.885,"17,734",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13955,City of Ocala,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,238.786,2.078,114.911,175.928,1.383,127.208,"54,532",N,L,12.5,Y
2022,13963,Oconomowoc Utilities,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,6.363,0.216,29.458,0.000,0.000,.,"10,500",Y,L,24.9,N
2022,13998,Ohio Edison Co,OH,Investor Owned,287.563,1.523,188.814,114.994,1.203,95.589,261.350,1.203,217.249,"1,052,033",36.0,Y,.,.,.,.,.,.,.,,,.,
2022,14006,Ohio Power Co,OH,Investor Owned,595.300,1.736,342.915,179.400,1.193,150.377,388.400,1.375,282.473,"1,518,267",35.0,Y,.,.,.,.,.,.,.,,,.,
2022,14055,PUD No 1 of Okanogan County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,479.200,1.550,309.161,110.800,0.917,120.829,"21,923",N,F,24.9,Y
2022,14062,Oklahoma Electric Coop Inc,OK,Cooperative,63.000,0.880,71.591,63.000,0.880,71.591,56.800,0.760,74.737,"62,524",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,14063,Oklahoma Gas & Electric Co,AR,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,158.150,0.957,165.256,135.890,0.882,154.070,"69,696",N,F,34.5,Y
2022,14063,Oklahoma Gas & Electric Co,OK,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,202.630,1.281,158.181,163.390,1.183,138.115,"815,328",N,F,34.5,Y
2022,14109,"Oregon Trail El Cons Coop, Inc",OR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,183.660,1.640,111.988,124.060,1.340,92.582,"31,606",N,F,34.5,Y
2022,14127,Omaha Public Power District,NE,Political Subdivision,63.800,0.573,111.344,63.800,0.573,111.344,63.800,0.573,111.344,"393,415",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,14146,City of Opelika - (AL),AL,Municipal,.,.,.,80.100,0.530,151.132,.,.,.,"14,744",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,14154,Orange & Rockland Utils Inc,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,111.800,1.000,111.800,98.127,0.931,105.400,"235,320",N,F,34.5,N
2022,14164,City of Orangeburg - (SC),SC,Municipal,241.010,2.100,114.767,200.660,1.970,101.858,40.350,0.130,310.385,"24,461",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,14170,Orcas Power & Light Coop,WA,Cooperative,"1,890.400",8.848,213.653,"1,706.700",7.526,226.774,500.400,3.438,145.550,"15,088",12.5,N,.,.,.,.,.,.,.,,,.,
2022,14175,"Tri-County Electric Coop, Inc (SC)",SC,Cooperative,584.970,3.540,165.246,185.700,2.140,86.776,173.250,2.000,86.625,"18,355",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,14192,Osage Valley Elec Coop Assn,MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,89.975,0.914,98.441,88.258,0.905,97.523,"17,656",N,F,12.5,Y
2022,14194,City of Orrville - (OH),OH,Municipal,.,.,.,.,.,.,.,.,.,.,.,,147.500,0.613,240.620,28.930,0.430,67.279,"7,104",Y,L,13.8,N
2022,14232,Otter Tail Power Co,MN,Investor Owned,235.040,2.000,117.520,119.770,1.620,73.932,.,.,.,"63,290",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,14232,Otter Tail Power Co,ND,Investor Owned,134.250,1.960,68.495,130.590,1.880,69.463,.,.,.,"59,761",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,14232,Otter Tail Power Co,SD,Investor Owned,754.580,2.630,286.913,135.700,1.900,71.421,.,.,.,"11,930",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,14245,Overton Power District No 5,NV,Political Subdivision,662.500,1.940,341.495,9.757,0.097,100.588,662.500,1.940,341.495,"17,595",68.0,Y,.,.,.,.,.,.,.,,,.,
2022,14246,City of Owatonna - (MN),MN,Municipal,4.357,0.108,40.343,4.357,0.108,40.343,4.357,0.108,40.343,"12,166",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,14251,Owen Electric Coop Inc,KY,Cooperative,143.960,1.330,108.241,106.140,1.130,93.929,129.750,1.080,120.139,"65,230",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,14268,City of Owensboro - (KY),KY,Municipal,76.583,0.998,76.736,76.583,0.998,76.736,76.583,0.998,76.736,"27,460",15.0,Y,.,.,.,.,.,.,.,,,.,
2022,14289,Ozarks Electric Coop Corp - (AR),AR,Cooperative,130.406,1.401,93.081,55.720,0.886,62.889,67.245,0.239,281.360,"73,711",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,14289,Ozarks Electric Coop Corp - (AR),OK,Cooperative,136.620,1.689,80.888,78.531,0.994,79.005,47.357,0.278,170.349,"12,761",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,14328,Pacific Gas & Electric Co.,CA,Investor Owned,326.400,1.778,183.577,255.800,1.630,156.933,282.800,1.566,180.587,"5,713,342",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,14354,PacifiCorp,CA,Investor Owned,"1,045.869",3.826,273.358,127.613,2.128,59.969,"1,044.500",3.818,273.573,"47,055",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,14354,PacifiCorp,ID,Investor Owned,126.113,1.069,117.973,104.810,0.984,106.514,125.100,1.058,118.242,"86,628",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,14354,PacifiCorp,OR,Investor Owned,297.986,1.633,182.478,124.860,1.010,123.624,293.008,1.595,183.704,"629,028",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,14354,PacifiCorp,UT,Investor Owned,111.689,0.903,123.687,101.426,0.863,117.527,111.631,0.902,123.759,"1,002,258",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,14354,PacifiCorp,WA,Investor Owned,107.388,0.833,128.917,94.115,0.665,141.526,107.388,0.833,128.917,"137,857",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,14354,PacifiCorp,WY,Investor Owned,166.882,1.188,140.473,112.873,1.017,110.986,165.056,1.178,140.115,"145,992",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,14371,City of Paducah - (KY),KY,Municipal,40.390,1.110,36.387,40.390,1.110,36.387,40.390,1.110,36.387,"22,194",15.0,Y,.,.,.,.,.,.,.,,,.,
2022,14381,City of Painesville,OH,Municipal,155.380,1.400,110.986,49.460,0.470,105.234,.,.,.,"12,590",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,14398,Palmetto Electric Coop Inc,SC,Cooperative,54.400,0.829,65.621,29.310,0.538,54.480,38.120,0.592,64.392,"76,477",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,14401,City of Palo Alto - (CA),CA,Municipal,97.130,0.820,118.451,.,.,.,.,.,.,"29,136",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,14424,"Panola-Harrison Elec Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,90.180,0.710,127.014,.,.,.,"9,935",N,F,7.2,N
2022,14424,"Panola-Harrison Elec Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,57.120,1.173,48.696,.,.,.,"10,547",N,F,7.2,N
2022,14455,City of Paris - (TN),TN,Municipal,570.713,6.890,82.832,411.485,6.057,67.935,570.507,6.887,82.838,"22,145",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,14468,People's Cooperative Services,MN,Cooperative,146.220,1.139,128.376,68.320,0.791,86.372,139.220,0.916,151.987,"23,562",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,14534,City of Pasadena - (CA),CA,Municipal,26.014,0.219,118.785,26.014,0.219,118.785,26.014,0.219,118.785,"66,329",17.2,Y,.,.,.,.,.,.,.,,,.,
2022,14557,"Pee Dee Electric Coop, Inc",SC,Cooperative,242.290,1.400,173.064,83.230,0.770,108.091,242.290,1.400,173.064,"31,288",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,14563,Pearl River Valley El Pwr Assn,MS,Cooperative,163.300,2.089,78.171,163.300,2.089,78.171,163.300,2.089,78.171,"52,313",25.0,N,.,.,.,.,.,.,.,,,.,
2022,14606,"Peace River Electric Coop, Inc",FL,Cooperative,"1,486.600",2.020,735.941,171.300,1.500,114.200,"1,484.600",1.830,811.257,"57,865",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,14610,Orlando Utilities Comm,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,52.700,0.900,58.556,46.400,0.700,66.286,"271,739",N,L,34.5,Y
2022,14624,PUD No 2 of Grant County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,75.249,0.498,151.102,.,.,.,"57,363",N,F,13.2,N
2022,14626,"Pedernales Electric Coop, Inc",TX,Cooperative,81.460,1.180,69.034,81.460,1.180,69.034,76.920,1.010,76.158,"385,873",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,14668,Peninsula Light Company,WA,Cooperative,92.200,0.936,98.504,92.200,0.936,98.504,.,.,.,"34,969",12.5,N,.,.,.,.,.,.,.,,,.,
2022,14711,Pennsylvania Electric Co,PA,Investor Owned,400.298,2.041,196.128,257.354,1.793,143.533,365.940,1.671,218.995,"579,537",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,14715,PPL Electric Utilities Corp,PA,Investor Owned,145.600,0.895,162.682,89.300,0.738,121.003,144.000,0.847,170.012,"1,451,714",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,14716,Pennsylvania Power Co,PA,Investor Owned,258.567,1.166,221.756,127.850,0.952,134.296,193.270,0.763,253.303,"167,618",23.0,Y,.,.,.,.,.,.,.,,,.,
2022,14717,Pee Dee Electric Member Corp,NC,Cooperative,715.497,3.450,207.390,153.078,1.724,88.792,644.060,3.045,211.514,"21,698",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,14724,Pennyrile Rural Electric Coop,KY,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,465.580,5.165,90.141,189.420,2.375,79.756,"49,300",N,L,25.0,Y
2022,14775,People's Electric Cooperative,OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,137.054,1.412,97.064,137.054,1.412,97.064,"23,112",N,F,25.0,Y
2022,14839,City of Peru - (IN),IN,Municipal,36.280,0.520,69.769,21.520,0.330,65.212,36.280,0.520,69.769,"10,454",12.5,N,.,.,.,.,.,.,.,,,.,
2022,14864,Petit Jean Electric Coop Corp,AR,Cooperative,211.910,1.216,174.268,162.873,1.074,151.651,211.910,1.216,174.268,"20,562",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,14940,PECO Energy Co,PA,Investor Owned,97.000,0.860,112.791,82.000,0.780,105.128,97.000,0.860,112.791,"1,681,300",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,15016,Pickwick Electric Coop,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,400.000,.,.,125.400,.,.,"21,132",N,L,25.0,N
2022,15023,Piedmont Electric Member Corp,NC,Cooperative,659.072,2.151,306.403,143.887,1.255,114.651,624.255,1.780,350.705,"33,653",12.5,N,.,.,.,.,.,.,.,,,.,
2022,15045,Pike County Light & Power Co,PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,925.000,2.620,353.053,79.000,0.500,158.000,"4,229",N,F,34.5,N
2022,15048,Electrical Dist No2 Pinal County,AZ,Political Subdivision,"8,393.200",.,.,479.600,.,.,"8,393.200",.,.,"6,202",.,Y,.,.,.,.,.,.,.,,,.,
2022,15054,"Pioneer Rural Elec Coop, Inc - (OH)",OH,Cooperative,167.100,1.790,93.352,106.800,1.280,83.438,131.500,1.150,114.348,"17,402",12.0,N,.,.,.,.,.,.,.,,,.,
2022,15073,"Pioneer Electric Coop, Inc - (KS)",KS,Cooperative,114.350,.,.,93.550,.,.,114.350,.,.,"16,605",13.2,Y,.,.,.,.,.,.,.,,,.,
2022,15095,City of Piqua - (OH),OH,Municipal,23.067,0.239,96.515,6.121,0.087,70.356,6.121,0.087,70.356,"10,851",13.0,N,.,.,.,.,.,.,.,,,.,
2022,15138,"Platte-Clay Electric Coop, Inc",MO,Cooperative,77.030,1.094,70.411,53.900,0.901,59.822,73.740,0.971,75.942,"24,560",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,15159,City of Plymouth - (WI),WI,Municipal,25.320,0.380,66.632,0.000,0.000,.,0.000,0.000,.,"8,690",12.5,N,.,.,.,.,.,.,.,,,.,
2022,15175,Pointe Coupee Elec Member Corp,LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,4.860,0.030,162.000,.,.,.,"10,658",N,O,13.2,N
2022,15202,City of Ponca City - (OK),OK,Municipal,181.260,2.204,82.241,125.041,1.734,72.111,.,.,.,"15,901",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,15229,City of Poplar Bluff - (MO),MO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,44.830,1.000,44.830,.,.,.,"9,602",N,L,69.0,N
2022,15248,Portland General Electric Co,OR,Investor Owned,349.000,1.110,314.414,117.000,0.640,182.813,322.000,0.990,325.253,"926,001",35.0,Y,.,.,.,.,.,.,.,,,.,
2022,15257,"Poudre Valley REA, Inc",CO,Cooperative,65.409,0.678,96.473,49.981,0.544,91.877,64.657,0.648,99.779,"50,977",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,15263,The Potomac Edison Company,MD,Investor Owned,241.245,1.176,205.140,133.780,0.925,144.627,141.040,0.682,206.804,"282,322",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,15263,The Potomac Edison Company,WV,Investor Owned,728.529,1.977,368.502,246.731,1.450,170.159,246.900,0.619,398.869,"150,784",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,15270,Potomac Electric Power Co,DC,Investor Owned,33.687,0.302,111.546,26.331,0.277,95.058,33.687,0.302,111.546,"327,571",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,15270,Potomac Electric Power Co,MD,Investor Owned,151.859,0.988,153.703,54.674,0.672,81.360,147.702,0.974,151.645,"590,043",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,15291,Prairie Energy Coop,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,95.200,1.110,85.766,72.100,0.851,84.724,"4,319",N,F,12.5,Y
2022,15293,Powell Valley Electric Coop,TN,Cooperative,228.553,3.690,61.938,205.569,2.746,74.861,228.553,3.690,61.938,"25,233",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,15293,Powell Valley Electric Coop,VA,Cooperative,74.970,1.210,61.959,67.431,0.901,74.840,74.970,1.210,61.959,"8,296",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,15340,Presque Isle Elec & Gas Coop,MI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"1,008.600",2.556,394.601,273.800,1.344,203.720,"35,077",N,O,24.9,N
2022,15344,Polk-Burnett Electric Coop,WI,Cooperative,101.040,1.148,88.014,34.500,0.520,66.346,84.180,0.916,91.900,"21,606",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,15410,Prince George Electric Coop,VA,Cooperative,312.800,.,.,91.100,.,.,252.100,.,.,"12,969",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,15419,PUD No 3 of Mason County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,533.884,1.910,279.520,308.092,1.607,191.719,"36,208",N,F,12.5,Y
2022,15444,Provo City Corp,UT,Municipal,18.000,0.200,90.000,18.000,0.200,90.000,18.000,0.200,90.000,"39,684",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,15466,Public Service Co of Colorado,CO,Investor Owned,173.655,1.171,148.296,111.806,1.045,106.991,168.804,1.081,156.155,"1,483,419",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,15470,"Duke Energy Indiana, LLC",IN,Investor Owned,215.670,1.315,164.008,160.400,1.159,138.395,175.480,1.027,170.867,"874,784",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,15472,Public Service Co of NH,NH,Investor Owned,552.200,1.443,382.675,78.800,0.679,116.053,552.200,1.443,382.675,"543,167",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,15473,Public Service Co of NM,NM,Investor Owned,159.170,0.859,185.297,101.330,0.781,129.744,91.700,0.736,124.592,"544,331",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,15474,Public Service Co of Oklahoma,OK,Investor Owned,122.800,1.362,90.162,109.800,1.285,85.447,106.500,1.183,90.025,"570,502",35.0,Y,.,.,.,.,.,.,.,,,.,
2022,15477,Public Service Elec & Gas Co,NJ,Investor Owned,33.940,0.550,61.709,33.940,0.550,61.709,32.520,0.540,60.222,"2,486,124",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,15500,Puget Sound Energy Inc,WA,Investor Owned,447.000,1.660,269.277,196.000,1.090,179.817,418.000,1.480,282.432,"1,208,346",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,15507,City of Pulaski - (TN),TN,Municipal,311.691,3.439,90.634,141.929,1.882,75.414,311.691,3.439,90.634,"14,936",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,15671,Randolph Electric Member Corp,NC,Cooperative,729.398,3.760,193.989,403.366,2.162,186.571,402.621,2.767,145.508,"33,139",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,15700,Rayle Electric Membership Corp,GA,Cooperative,493.690,2.630,187.715,234.409,2.064,113.570,473.170,2.399,197.236,"19,366",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,15748,Town of Reading - (MA),MA,Municipal,61.704,0.258,239.163,14.340,0.150,95.600,.,.,.,"30,504",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,15783,City of Redding - (CA),CA,Municipal,16.890,0.275,61.418,16.890,0.275,61.418,.,.,.,"45,214",12.5,N,.,.,.,.,.,.,.,,,.,
2022,15978,City of Richland Center - (WI),WI,Municipal,23.938,0.302,79.265,0.000,0.000,.,0.000,0.000,.,"2,940",12.6,N,.,.,.,.,.,.,.,,,.,
2022,15979,City of Richland - (WA),WA,Municipal,261.428,1.744,149.901,15.856,0.498,31.839,261.428,1.744,149.901,"26,792",12.5,N,.,.,.,.,.,.,.,,,.,
2022,15989,City of Richmond - (IN),IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,59.000,0.615,95.935,.,.,.,"21,331",Y,L,15.0,N
2022,16057,"Rio Grande Electric Coop, Inc",NM,Cooperative,339.670,.,.,339.670,.,.,339.670,.,.,319,25.0,N,.,.,.,.,.,.,.,,,.,
2022,16057,"Rio Grande Electric Coop, Inc",TX,Cooperative,369.212,.,.,361.614,.,.,365.705,.,.,"13,380",24.9,N,.,.,.,.,.,.,.,,,.,
2022,16060,Riverland Energy Cooperative,WI,Cooperative,157.374,1.403,112.170,154.074,1.349,114.213,135.894,1.050,129.423,"19,062",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,16063,"Rita Blanca Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,280.400,2.200,127.455,35.400,0.330,107.273,"1,735",N,L,14.4,N
2022,16082,City of River Falls,WI,Municipal,18.280,0.113,161.770,18.280,0.113,161.770,18.280,0.113,161.770,"7,255",12.4,N,.,.,.,.,.,.,.,,,.,
2022,16088,City of Riverside - (CA),CA,Municipal,78.680,0.670,117.433,73.500,0.640,114.844,.,.,.,"112,230",12.0,N,.,.,.,.,.,.,.,,,.,
2022,16101,Roanoke Electric Member Corp,NC,Cooperative,237.610,1.867,127.268,140.647,1.561,90.101,223.660,1.480,151.122,"13,599",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,16146,"Navasota Valley Elec Coop, Inc",TX,Cooperative,512.890,3.657,140.249,392.550,3.316,118.381,488.400,3.507,139.264,"20,937",24.9,Y,.,.,.,.,.,.,.,,,.,
