|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2022,6452,Florida Power & Light Co,FL,Investor Owned,"1,150.550",1.110,"1,036.532",48.070,0.550,87.400,"1,150.550",1.110,"1,036.532","5,764,583",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,6455,"Duke Energy Florida, LLC",FL,Investor Owned,872.580,1.737,502.349,94.570,1.093,86.523,867.510,1.610,538.826,"1,924,499",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,6457,Florida Public Utilities Co,FL,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,317.300,2.950,107.559,202.700,1.700,119.235,"29,936",N,L,12.5,N
2022,6491,Foley Board of Utilities,AL,Municipal,61.689,0.986,62.565,55.055,0.845,65.154,61.689,0.986,62.565,"53,193",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,6582,City of Forest Grove,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,6.950,0.197,35.279,.,.,.,"10,945",N,L,12.5,N
2022,6604,City of Fort Collins - (CO),CO,Municipal,22.290,0.330,67.545,22.290,0.330,67.545,22.290,0.330,67.545,"78,449",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,6608,Fort Loudoun Electric Coop,TN,Cooperative,674.350,5.773,116.811,403.740,3.250,124.228,674.350,5.773,116.811,"34,061",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,6616,Fort Pierce Utilities Authority,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,75.500,1.170,64.530,75.500,1.170,64.530,"29,084",Y,L,15.0,Y
2022,6640,Four County Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,161.510,.,.,161.510,.,.,"34,177",Y,L,7.2,Y
2022,6641,4-County Electric Power Assn,MS,Cooperative,233.000,3.500,66.571,145.000,2.100,69.048,167.000,1.800,92.778,"49,554",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,6708,City of Frankfort - (KY),KY,Municipal,33.320,0.267,124.794,16.869,0.170,99.229,33.320,0.267,124.794,"21,555",13.8,N,.,.,.,.,.,.,.,,,.,
2022,6709,Easley Combined Utility System,SC,Municipal,101.060,1.270,79.575,101.060,1.270,79.575,101.060,1.270,79.575,"16,375",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,6716,PUD No 1 of Franklin County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,53.400,0.506,105.534,53.400,0.506,105.534,"34,611",N,F,12.5,Y
2022,6775,Village of Freeport - (NY),NY,Municipal,14.050,0.192,73.177,7.438,0.154,48.299,.,.,.,"14,613",13.8,N,.,.,.,.,.,.,.,,,.,
2022,6779,City of Fremont - (NE),NE,Municipal,19.140,0.250,76.560,15.150,0.200,75.750,19.140,0.250,76.560,"15,952",15.0,N,.,.,.,.,.,.,.,,,.,
2022,6782,Freeborn Mower Electric Cooperative,MN,Cooperative,74.700,0.740,100.946,61.000,0.656,92.988,64.900,0.563,115.275,"21,174",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,6784,French Broad Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,156.380,1.370,114.146,.,.,.,"40,215",N,F,14.4,N
2022,6894,City of Gaffney - (SC),SC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,82.289,0.875,94.045,82.160,0.874,94.005,"7,499",N,O,25.0,Y
2022,6909,Gainesville Regional Utilities,FL,Municipal,72.550,1.294,56.066,52.620,0.980,53.694,72.100,1.233,58.475,"102,608",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,6923,City of Gallatin - (TN),TN,Municipal,37.400,0.570,65.614,37.400,0.570,65.614,37.400,0.570,65.614,"24,068",69.0,N,.,.,.,.,.,.,.,,,.,
2022,6957,"Garkane Energy Coop, Inc",UT,Cooperative,362.300,.,.,362.300,.,.,1.906,.,.,"15,480",34.5,N,.,.,.,.,.,.,.,,,.,
2022,6958,City of Garland - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,16.500,0.210,78.571,16.500,0.210,78.571,"74,180",N,L,12.5,Y
2022,7027,City of Gastonia - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,167.400,1.350,124.000,83.400,0.801,104.120,"30,072",N,L,12.5,Y
2022,7090,GreyStone Power Corporation,GA,Cooperative,118.260,1.474,80.231,79.470,1.310,60.664,116.270,1.383,84.071,"141,487",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,7096,City of Geneva- (IL),IL,Municipal,22.120,0.564,39.220,22.120,0.564,39.220,.,.,.,"10,153",34.5,N,.,.,.,.,.,.,.,,,.,
2022,7129,City of Georgetown - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,49.250,0.775,63.548,49.250,0.775,63.548,"31,734",N,L,25.0,Y
2022,7140,Georgia Power Co,GA,Investor Owned,227.000,1.600,141.875,142.450,1.270,112.165,.,.,.,"2,606,098",38.0,Y,.,.,.,.,.,.,.,,,.,
2022,7222,City of Gillette - (WY),WY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,4.740,0.070,67.714,"15,916",Y,F,25.0,N
2022,7264,"Glades Electric Coop, Inc",FL,Cooperative,"4,392.814",2.567,"1,711.264",308.882,2.090,147.790,"4,378.766",2.000,"2,189.383","17,803",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,7270,City of Glasgow - (KY),KY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,60.340,1.300,46.415,.,.,.,"7,575",N,F,12.0,N
2022,7294,City of Glendale - (CA),CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,76.236,0.866,88.032,76.236,0.866,88.032,"88,329",N,F,12.5,N
2022,7353,Golden Valley Elec Assn Inc,AK,Cooperative,"1,057.300",6.108,173.101,374.100,4.565,81.950,918.900,3.300,278.455,"47,668",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,7450,Grady Electric Membership Corp,GA,Cooperative,237.090,2.854,83.073,196.203,2.514,78.044,0.000,0.000,.,"19,872",25.0,N,.,.,.,.,.,.,.,,,.,
2022,7483,City of Grand Haven - (MI),MI,Municipal,127.764,1.554,82.216,24.689,0.275,89.778,127.764,1.554,82.216,"14,765",13.2,Y,.,.,.,.,.,.,.,,,.,
2022,7490,Grand River Dam Authority,OK,State,.,.,.,.,.,.,.,.,.,.,.,,79.267,1.348,58.803,79.267,1.348,58.803,209,N,L,13.8,N
2022,7548,PUD No 1 of Grays Harbor County,WA,Political Subdivision,850.000,2.400,354.167,169.000,0.900,187.778,127.000,0.700,181.429,"44,180",34.5,N,.,.,.,.,.,.,.,,,.,
2022,7558,Grayson Rural Electric Coop Corp,KY,Cooperative,566.700,3.050,185.803,375.700,2.650,141.774,540.900,2.910,185.876,"14,743",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,7559,"Grayson-Collin Elec Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,254.760,.,.,120.860,.,.,"73,467",N,L,25.0,Y
2022,7563,Grand Valley Power,CO,Cooperative,83.400,.,.,83.400,.,.,.,.,.,"18,989",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,7601,Green Mountain Power Corp,VT,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,970.800,2.770,350.469,280.800,1.970,142.538,"271,699",N,F,35.0,Y
2022,7625,City of Greeneville - (TN),TN,Municipal,212.592,3.397,62.582,62.053,0.997,62.240,212.592,3.397,62.582,"39,478",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,7627,City of Greenfield - (IN),IN,Municipal,9.110,0.260,35.038,9.010,0.250,36.040,9.110,0.260,35.038,"10,000",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,7634,City of Greenville - (TX),TX,Municipal,80.541,1.076,74.852,13.300,0.377,35.279,.,.,.,"15,982",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,7639,Greenville Utilities Comm,NC,Municipal,37.480,0.480,78.083,37.480,0.480,78.083,37.480,0.480,78.083,"72,378",12.5,N,.,.,.,.,.,.,.,,,.,
2022,7654,Greer Commission of Public Wks,SC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,32.240,0.520,62.000,.,.,.,"31,574",N,L,12.5,Y
2022,7716,Groton Dept of Utilities - (CT),CT,Municipal,32.040,0.550,58.255,17.070,0.320,53.344,32.040,0.550,58.255,"14,149",35.0,N,.,.,.,.,.,.,.,,,.,
2022,7752,Guadalupe Valley Elec Coop Inc,TX,Cooperative,117.000,1.580,74.051,58.000,0.940,61.702,112.000,1.480,75.676,"95,360",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,7785,"Gulf Coast Electric Coop, Inc",FL,Cooperative,511.556,2.895,176.703,435.372,2.781,156.552,.,.,.,"20,857",25.0,N,.,.,.,.,.,.,.,,,.,
2022,7887,Habersham Electric Membership Corp,GA,Cooperative,"1,454.200",3.360,432.798,163.800,1.160,141.207,"1,454.100",3.260,446.043,"36,304",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,7891,Guernsey-Muskingum El Coop Inc,OH,Cooperative,"1,951.510",3.720,524.599,917.600,2.750,333.673,"1,673.800",3.220,519.814,"17,237",12.5,N,.,.,.,.,.,.,.,,,.,
2022,7977,City of Hamilton - (OH),OH,Municipal,55.635,2.049,27.152,51.833,1.848,28.048,.,.,.,"29,601",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,8000,NineStar Connect,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,61.395,1.077,57.006,50.366,1.035,48.663,"18,162",N,F,15.0,Y
2022,8034,Hancock-Wood Electric Coop Inc,OH,Cooperative,199.860,1.780,112.281,46.270,0.800,57.838,198.280,1.690,117.325,"13,434",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,8055,City of Hannibal - (MO),MO,Municipal,46.369,1.079,42.974,46.369,1.079,42.974,46.369,1.079,42.974,"8,778",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,8147,City of Harriman - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,"1,112.800",8.552,130.122,"1,112.800",8.552,130.122,"11,135",N,L,13.0,Y
2022,8179,Harrison County Rural E M C,IN,Cooperative,237.300,2.100,113.000,131.600,1.100,119.636,236.300,1.850,127.730,"24,113",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,8198,City of Harrisonburg - (VA),VA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.893,0.048,81.104,3.893,0.048,81.104,"21,575",N,F,23.0,N
2022,8210,Hart Electric Member Corp,GA,Cooperative,131.426,1.123,117.031,68.529,0.845,81.099,128.561,1.039,123.735,"38,184",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,8212,Hartford Electric,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,34.759,0.315,110.346,0.000,0.000,.,"7,883",N,L,25.0,N
2022,8245,City of Hastings - (NE),NE,Municipal,52.280,0.440,118.818,13.850,0.130,106.538,52.280,0.440,118.818,"13,733",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,299.290,3.580,83.601,193.600,3.197,60.557,"88,293",N,F,13.8,N
2022,8319,Heartland Power Coop,IA,Cooperative,78.520,0.984,79.797,78.520,0.984,79.797,.,.,.,"5,265",15.0,Y,.,.,.,.,.,.,.,,,.,
2022,8319,Heartland Power Coop,MN,Cooperative,66.789,0.526,126.975,66.789,0.526,126.975,.,.,.,37,15.0,Y,.,.,.,.,.,.,.,,,.,
2022,8333,Haywood Electric Member Corp,NC,Cooperative,798.176,3.964,201.356,474.052,3.134,151.261,502.892,3.213,156.518,"28,278",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,8447,Hendricks County Rural E M C,IN,Cooperative,59.400,0.860,69.070,52.500,0.830,63.253,46.700,0.600,77.833,"36,728",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,8449,Henderson City Utility Comm,KY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,31.800,0.549,57.923,31.800,0.549,57.923,"12,041",N,F,13.8,N
2022,8566,High Plains Power Inc,WY,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,190.100,.,.,190.100,.,.,"13,618",N,F,34.5,N
2022,8571,Town of High Point,NC,Municipal,326.284,2.895,112.706,182.157,1.830,99.539,326.284,2.895,112.706,"43,097",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,8620,"HILCO Electric Cooperative, Inc.",TX,Cooperative,58.000,0.540,107.407,58.000,0.540,107.407,54.700,0.469,116.631,"32,714",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,8699,Inland Power & Light Company,WA,Cooperative,325.000,1.457,223.061,204.000,1.221,167.076,263.000,1.159,226.920,"44,528",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,8723,City of Holland,MI,Municipal,41.629,0.396,105.124,41.629,0.396,105.124,41.629,0.396,105.124,"35,000",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,8761,Holmes-Wayne Electric Coop Inc,OH,Cooperative,"3,573.947",4.815,742.253,373.950,3.075,121.610,"3,515.379",3.913,898.385,"17,860",12.5,N,.,.,.,.,.,.,.,,,.,
2022,8764,"Holston Electric Coop, Inc",TN,Cooperative,276.387,5.186,53.295,170.817,2.688,63.548,239.369,3.705,64.607,"31,723",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,8773,"Holy Cross Electric Assn, Inc",CO,Cooperative,58.370,0.614,95.065,58.370,0.614,95.065,58.370,0.614,95.065,"60,435",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,8774,City of Holyoke - (MA),MA,Municipal,173.220,1.560,111.038,133.219,1.356,98.244,173.220,1.560,111.038,"17,479",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,8786,Horry Electric Coop Inc,SC,Cooperative,261.032,1.602,162.941,85.009,1.069,79.522,261.032,1.602,162.941,"87,876",25.0,N,.,.,.,.,.,.,.,,,.,
2022,8795,City of Homestead - (FL),FL,Municipal,58.980,0.608,97.007,58.980,0.608,97.007,58.980,0.608,97.007,"26,200",13.2,N,.,.,.,.,.,.,.,,,.,
2022,8840,City of Hope,AR,Municipal,211.110,1.768,119.406,51.513,0.780,66.042,51.513,0.780,66.042,"6,907",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,8898,Houston County Elec Coop Inc,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,880.664,2.887,305.045,87.849,1.090,80.595,"22,517",N,L,25.0,Y
2022,8901,CenterPoint Energy,TX,Investor Owned,231.610,1.937,119.572,170.150,1.573,108.169,231.610,1.937,119.572,"2,722,082",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,8973,Town of Hudson - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,215.960,1.438,150.181,40.660,0.438,92.831,"13,359",N,L,.,Y
2022,9087,Town of Huntersville - (NC),NC,Municipal,26.327,0.144,182.826,.,.,.,.,.,.,"8,050",12.5,N,.,.,.,.,.,.,.,,,.,
2022,9094,City of Huntsville - (AL),AL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,63.303,0.694,91.215,63.303,0.694,91.215,"194,466",N,F,25.0,N
2022,9096,City of Lafayette - (LA),LA,Municipal,29.036,0.792,36.662,22.866,0.713,32.070,21.000,0.420,50.000,"69,025",15.0,Y,.,.,.,.,.,.,.,,,.,
2022,9130,Hutchinson Utilities Comm,MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,9.200,0.072,127.778,9.200,0.072,127.778,"7,547",N,L,13.8,N
2022,9187,City of Idaho Falls - (ID),ID,Municipal,65.120,0.740,88.000,36.350,0.360,100.972,.,.,.,"31,097",.,Y,.,.,.,.,.,.,.,,,.,
2022,9191,Idaho Power Co,ID,Investor Owned,152.450,1.170,130.299,151.680,1.170,129.641,123.190,0.900,136.878,"591,458",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,9191,Idaho Power Co,OR,Investor Owned,129.100,0.790,163.418,128.830,0.780,165.167,108.980,0.570,191.193,"19,867",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,9216,Imperial Irrigation District,CA,Political Subdivision,64.520,0.720,89.611,54.530,0.680,80.191,52.390,0.620,84.500,"159,216",12.4,N,.,.,.,.,.,.,.,,,.,
2022,9230,City of Independence - (IA),IA,Municipal,10.076,0.166,60.699,10.076,0.166,60.699,10.076,0.166,60.699,"3,183",15.0,Y,.,.,.,.,.,.,.,,,.,
2022,9231,City of Independence - (MO),MO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,109.400,0.650,168.308,30.300,0.340,89.118,"57,814",N,F,13.8,Y
2022,9246,"Indian Electric Coop, Inc",OK,Cooperative,60.400,0.462,130.736,53.100,0.428,124.065,59.800,0.449,133.185,"20,292",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,9273,Indianapolis Power & Light Co,IN,Investor Owned,147.264,1.507,97.720,112.485,1.365,82.407,144.718,1.482,97.650,"514,800",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,9292,Inter County Energy Coop Corp,KY,Cooperative,186.750,1.980,94.318,122.620,1.350,90.830,142.770,1.560,91.519,"27,151",24.5,Y,.,.,.,.,.,.,.,,,.,
2022,9324,Indiana Michigan Power Co,IN,Investor Owned,389.300,1.048,371.469,120.700,0.771,156.550,350.200,0.982,356.619,"475,721",35.0,Y,.,.,.,.,.,.,.,,,.,
2022,9324,Indiana Michigan Power Co,MI,Investor Owned,542.700,1.501,361.559,235.900,1.121,210.437,523.200,1.431,365.618,"131,092",35.0,Y,.,.,.,.,.,.,.,,,.,
2022,9331,Intercounty Electric Coop Assn,MO,Cooperative,166.125,1.572,105.677,166.125,1.572,105.677,166.125,1.572,105.677,"31,332",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,9336,CORE Electric Cooperative,CO,Cooperative,136.192,1.061,128.362,101.457,0.915,110.882,113.867,0.952,119.608,"171,351",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,9417,Interstate Power and Light Co,IA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,70.500,0.740,95.270,68.600,0.740,92.703,"485,646",N,F,25.0,Y
2022,9425,Iowa Lakes Electric Coop,IA,Cooperative,70.700,0.690,102.464,67.900,0.670,101.343,32.800,0.320,102.500,"13,116",12.5,N,.,.,.,.,.,.,.,,,.,
2022,9475,Itasca-Mantrap Co-op Electrical Assn,MN,Cooperative,345.590,4.319,80.016,125.480,2.724,46.065,345.590,4.319,80.016,"12,927",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,9575,Jackson Energy Coop Corp - (KY),KY,Cooperative,657.000,3.083,213.104,302.000,2.492,121.188,636.000,2.899,219.386,"53,209",12.5,N,.,.,.,.,.,.,.,,,.,
2022,9576,Jackson County Rural E M C - (IN),IN,Cooperative,250.690,2.590,96.792,181.110,2.240,80.853,159.800,1.490,107.248,"24,958",12.5,N,.,.,.,.,.,.,.,,,.,
2022,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,95.770,1.300,73.669,59.590,0.890,66.955,95.100,1.230,77.317,"253,972",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,9605,Jackson Purchase Energy Corporation,KY,Cooperative,145.345,1.668,87.137,134.374,1.611,83.410,144.032,1.647,87.451,"30,506",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,9612,City of Jackson - (TN),TN,Municipal,226.042,2.058,109.836,110.427,1.401,78.820,226.042,2.058,109.836,"37,225",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,9613,City of Lebanon - (IN),IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,28.293,0.399,70.910,.,.,.,"9,008",N,L,12.5,N
2022,9616,Beaches Energy Services,FL,Municipal,19.700,0.330,59.697,.,.,.,.,.,.,"36,111",27.0,N,.,.,.,.,.,.,.,,,.,
2022,9617,JEA,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,52.240,.,.,52.240,0.960,54.417,"510,818",N,L,26.4,Y
2022,9665,Jasper County Rural E M C,IN,Cooperative,423.074,3.587,117.946,65.765,1.031,63.788,417.379,3.458,120.700,"9,578",7.2,Y,.,.,.,.,.,.,.,,,.,
2022,9667,City of Jasper - (IN),IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,37.000,0.440,84.091,37.000,0.440,84.091,"7,674",N,F,13.2,N
2022,9668,"Jasper-Newton Elec Coop, Inc",TX,Cooperative,590.041,4.847,121.733,590.041,4.847,121.733,540.321,4.374,123.530,"23,412",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,9682,"Jefferson Davis Elec Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,27.200,3.300,8.242,9.800,1.400,7.000,"10,258",N,O,14.4,N
2022,9689,Jefferson Electric Member Corp,GA,Cooperative,162.400,1.320,123.030,71.840,0.910,78.945,157.640,1.170,134.735,"35,707",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,9699,"Jemez Mountains Elec Coop, Inc",NM,Cooperative,605.486,2.929,206.721,569.774,2.732,208.556,605.486,2.929,206.721,"31,000",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,9726,Jersey Central Power & Lt Co,NJ,Investor Owned,230.965,1.703,135.622,190.754,1.562,122.122,203.620,1.355,150.273,"1,134,316",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,176.000,2.600,67.692,137.080,2.310,59.342,"45,098",N,L,13.0,Y
2022,9750,"Jo-Carroll Energy, Inc",IL,Cooperative,52.492,0.493,106.475,42.917,0.428,100.273,52.492,0.493,106.475,"20,356",13.8,N,.,.,.,.,.,.,.,,,.,
2022,9777,Johnson City - (TN),TN,Municipal,43.087,0.388,111.049,32.880,0.336,97.857,43.087,0.388,111.049,"81,695",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,9778,Johnson County Rural E M C,IN,Cooperative,104.809,1.001,104.704,27.988,0.403,69.449,102.502,0.930,110.217,"30,082",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,9837,Jones-Onslow Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,91.200,1.100,82.909,.,.,.,"80,007",N,F,12.4,Y
2022,9964,Kenergy Corp,KY,Cooperative,385.110,3.330,115.649,115.620,1.510,76.570,380.890,3.290,115.772,"58,501",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,9996,City of Kansas City - (KS),KS,Municipal,200.396,1.889,106.086,155.906,1.687,92.416,200.396,1.889,106.086,"65,287",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,10000,Evergy Metro,KS,Investor Owned,118.460,0.976,121.373,84.920,0.881,96.390,108.420,0.893,121.411,"278,794",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,10000,Evergy Metro,MO,Investor Owned,215.560,1.497,143.995,111.270,1.254,88.732,211.910,1.459,145.243,"305,383",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,10005,"Evergy Kansas South, Inc",KS,Investor Owned,152.980,1.252,122.189,96.880,1.009,96.016,114.520,0.981,116.738,"335,467",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,10009,Karnes Electric Coop Inc,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,320.348,1.911,167.634,297.164,1.806,164.543,"22,073",N,F,24.9,N
2022,10019,FreeState Electric Coop,KS,Cooperative,305.930,.,.,304.930,.,.,221.640,.,.,"18,731",.,N,.,.,.,.,.,.,.,,,.,
2022,10056,City of Kaukauna,WI,Municipal,46.000,0.570,80.702,8.000,0.080,100.000,46.000,0.570,80.702,"15,810",34.5,N,.,.,.,.,.,.,.,,,.,
2022,10071,Kauai Island Utility Cooperative,HI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,97.070,2.020,48.054,0.000,0.000,.,"35,107",N,L,12.5,Y
2022,10170,"Kiamichi Electric Coop, Inc",OK,Cooperative,467.750,2.330,200.751,379.440,2.150,176.484,430.980,2.220,194.135,"22,380",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,10171,Kentucky Utilities Co,KY,Investor Owned,160.040,1.141,140.263,78.530,0.730,107.575,145.030,0.903,160.609,"549,407",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,10171,Kentucky Utilities Co,VA,Investor Owned,339.850,1.861,182.617,153.100,1.302,117.588,327.170,1.706,191.776,"29,740",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,10210,Ketchikan Public Utilities,AK,Municipal,.,.,.,.,.,.,.,.,.,.,.,,202.600,3.800,53.316,.,.,.,"7,922",N,L,12.5,N
2022,10226,"Utility Board of the City of Key West, F",FL,Municipal,.,.,.,58.390,2.790,20.928,.,.,.,"31,678",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,10331,Kingsport Power Co,TN,Investor Owned,431.600,1.989,216.993,290.600,1.623,179.051,425.700,1.867,228.013,"48,886",35.0,Y,.,.,.,.,.,.,.,,,.,
2022,10345,City of Kinston - (NC),NC,Municipal,68.530,0.633,108.262,68.530,0.633,108.262,68.530,0.633,108.262,"11,870",12.4,N,.,.,.,.,.,.,.,,,.,
2022,10370,City of Kirkwood - (MO),MO,Municipal,4.800,0.061,78.689,4.800,0.061,78.689,4.800,0.061,78.689,"10,254",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,10376,Kissimmee Utility Authority,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,192.600,1.130,170.442,34.030,0.710,47.930,"88,680",N,L,13.2,Y
2022,10378,"Kit Carson Electric Coop, Inc",NM,Cooperative,390.270,2.598,150.219,134.080,1.219,109.992,390.270,2.598,150.219,"30,284",24.9,N,.,.,.,.,.,.,.,,,.,
2022,10393,PUD No 1 of Klickitat County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,984.600,1.700,579.176,288.600,0.990,291.515,"13,918",N,L,13.2,N
2022,10421,Knoxville Utilities Board,TN,Municipal,251.400,2.190,114.795,103.200,1.310,78.779,251.400,2.190,114.795,"213,637",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,10448,Kosciusko County Rural E M C,IN,Cooperative,470.010,2.417,194.460,111.600,1.202,92.845,462.050,2.280,202.654,"16,987",12.5,Y,.,.,.,.,.,.,.,,,.,
