Data Year,Utility Number,Utility Name,Ownership,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2022,155,Agralite Electric Coop,Cooperative,,MN,MISO,.,.,.,.,.,"4,416",295,595,.,"5,306",.,.,.,.,.,.,.,.,.,.,"4,416",295,595,0,"5,306","82,914","89,254","78,388",.,"250,556","4,416",295,595,.,"5,306","2,466",82,595,.,"3,143"
2022,157,Town of Advance - (IN),Municipal,Y,IN,MISO,.,.,.,.,.,303,10,.,.,313,.,.,.,.,.,.,.,.,.,.,303,10,0,0,313,"3,510",617,.,.,"4,127",.,.,.,.,.,.,.,.,.,.
2022,162,Aiken Electric Coop Inc,Cooperative,,SC,SC,.,.,.,.,0,"47,697","3,239",15,.,"50,951",.,.,.,.,.,.,.,.,.,.,"47,697","3,239",15,0,"50,951","641,275","137,875","165,900",.,"945,050","47,697","3,239",.,.,"50,936",.,.,.,.,.
2022,174,Aitkin Public Utilities Comm,Municipal,Y,MN,MISO,0,0,0,.,0,"1,534",313,56,.,"1,903",.,.,.,.,.,.,.,.,.,.,"1,534",313,56,0,"1,903","12,479","8,898","13,904",.,"35,281",.,.,.,.,.,.,.,.,.,.
2022,176,Ajo Improvement Co,Investor Owned,,AZ,AZPS,824,211,.,.,"1,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,824,211,0,0,"1,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,182,City of Akron - (IA),Municipal,Y,IA,MISO,701,148,47,.,896,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,701,148,47,0,896,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,183,Village of Akron - (NY),Municipal,Y,NY,NYIS,"1,496",150,35,.,"1,681",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,496",150,35,0,"1,681",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,191,Alamo Power District No 3,Political Subdivision,Y,NV,NEVP,0,.,.,.,0,27,.,.,.,27,.,.,.,.,.,.,.,.,.,.,27,0,0,0,27,583,.,.,.,583,.,.,.,.,.,.,.,.,.,.
2022,192,Akiachak Native Community Electric,Cooperative,Y,AK,NA,190,58,.,.,248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,190,58,0,0,248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,195,Alabama Power Co,Investor Owned,,AL,SOCO,.,.,.,.,0,"1,315,576","182,320","6,129",.,"1,504,025",.,.,.,.,.,.,.,.,.,.,"1,315,576","182,320","6,129",0,"1,504,025","17,976,454","12,681,949","21,188,940",.,"51,847,343","1,313,981",.,.,.,"1,313,981","5,615",.,.,.,"5,615"
2022,198,City of Alton,Municipal,Y,IA,MISO,455,124,0,.,579,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,455,124,0,0,579,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2022,202,Town of Black Creek - (NC),Municipal,Y,NC,CPLE,671,116,.,.,787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,671,116,0,0,787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,207,Alameda Municipal Power,Municipal,,CA,CISO,.,.,.,.,.,"31,999","4,183",.,.,"36,182",.,.,.,.,.,147,48,.,.,195,"32,146","4,231",0,0,"36,377","134,296","200,888",.,.,"335,184","32,146","4,231",.,.,"36,377",.,.,.,.,.
2022,213,Alaska Electric Light & Power Co.,Investor Owned,,AK,NA,"15,077","2,293",213,.,"17,583",.,.,.,.,.,.,.,.,.,.,167,130,4,.,301,"15,244","2,423",217,0,"17,884",.,.,.,.,.,.,.,.,.,.,"2,254",27,.,.,"2,281"
2022,219,Alaska Power and Telephone Co,Investor Owned,,AK,NA,"5,627","2,662",.,.,"8,289",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,627","2,662",0,0,"8,289",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,221,"Alaska Village Elec Coop, Inc",Cooperative,,AK,NA,"7,770","3,742",.,.,"11,512",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,770","3,742",0,0,"11,512",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,228,City of Albany - (MO),Municipal,Y,MO,SWPP,823,152,.,.,975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,823,152,0,0,975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,229,City of Albany - (IL),Municipal,Y,IL,MISO,453,33,.,.,486,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,453,33,0,0,486,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,230,Albany Utility Board,Municipal,,GA,SOCO,"27,253","3,898",.,.,"31,151","1,809",236,.,.,"2,045",.,.,.,.,.,.,.,.,.,0,"29,062","4,134",0,0,"33,196","21,123","29,660",.,.,"50,783",.,.,.,.,.,.,.,.,.,.
2022,232,City of Albemarle - (NC),Municipal,,NC,DUK,"10,760","2,353",13,0,"13,126",.,.,.,.,.,.,.,.,.,.,49,17,0,0,66,"10,809","2,370",13,0,"13,192",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,240,Albemarle Electric Member Corp,Cooperative,,NC,PJM,.,.,.,.,.,"12,370","1,096",22,.,"13,488",.,.,.,.,.,.,.,.,.,.,"12,370","1,096",22,0,"13,488","190,321","34,651","6,818",.,"231,790","12,370","1,096",22,.,"13,488",.,.,.,.,.
2022,241,Albertville Municipal Utilities Board,Municipal,,AL,TVA,0,0,0,0,0,"8,185","2,301",15,0,"10,501",0,0,0,0,0,0,0,0,0,0,"8,185","2,301",15,0,"10,501","122,198","182,558","338,158",0,"642,914","8,185","2,301",15,0,"10,501",0,0,0,0,0
2022,261,AGC Division of APGI Inc,Investor Owned,,IN,MISO,.,.,5,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,5,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,276,Alcorn County Elec Power Assn,Cooperative,,MS,TVA,0,0,0,0,0,"14,803","4,146",6,0,"18,955",0,0,0,0,0,0,0,0,0,0,"14,803","4,146",6,0,"18,955","216,127","156,959","212,412",0,"585,498",0,0,0,0,0,0,0,0,0,0
2022,282,Village of Arcadia - (OH),Municipal,Y,OH,PJM,252,50,3,.,305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,252,50,3,0,305,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2022,295,City of Alexandria - (MN),Municipal,,MN,MISO,"4,641",647,19,.,"5,307",.,.,.,.,.,.,.,.,.,.,"3,933","1,072",202,.,"5,207","8,574","1,719",221,0,"10,514",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,296,"Alfalfa Electric Coop, Inc",Cooperative,,KS,SWPP,.,.,.,.,.,216,701,7,.,924,.,.,.,.,.,.,.,.,.,.,216,701,7,0,924,"3,889","5,509","9,489",.,"18,887",216,701,7,.,924,.,.,.,.,.
2022,296,"Alfalfa Electric Coop, Inc",Cooperative,,OK,SWPP,.,.,.,.,.,"2,674","4,715",223,.,"7,612",.,.,.,.,.,.,.,.,.,.,"2,674","4,715",223,0,"7,612","52,125","36,827","338,119",.,"427,071",.,.,.,.,.,"2,674","4,715",223,.,"7,612"
2022,298,City of Alexandria - (LA),Municipal,,LA,MISO,"5,947","1,019",3,0,"6,969",.,.,.,.,.,.,.,.,.,.,"13,748","2,369",2,0,"16,119","19,695","3,388",5,0,"23,088",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,305,Alger-Delta Coop Electric Assn,Cooperative,,MI,MISO,"5,401",341,1,0,"5,743","4,340",207,0,0,"4,547",0,0,0,0,0,0,0,0,0,0,"9,741",548,1,0,"10,290","23,740","6,121",0,0,"29,861","9,741",549,1,0,"10,291",0,0,0,0,0
2022,307,Algoma Utility Comm,Municipal,,WI,MISO,"1,430",321,0,0,"1,751",238,60,1,0,299,0,0,0,0,0,0,0,0,0,0,"1,668",381,1,0,"2,050","1,284","13,489","4,127",0,"18,900",238,60,1,0,299,0,0,0,0,0
2022,309,City of Algona - (IA),Municipal,Y,IA,SWPP,.,.,.,.,.,"3,062",756,19,.,"3,837",.,.,.,.,.,.,.,.,.,.,"3,062",756,19,0,"3,837","28,545","26,498","57,580",.,"112,623",.,.,.,.,.,.,.,.,.,.
2022,329,"Allamakee-Clayton El Coop, Inc",Cooperative,Y,IA,MISO,.,.,.,.,.,"9,425",523,.,.,"9,948",.,.,.,.,.,.,.,.,.,.,"9,425",523,0,0,"9,948","123,400","15,822",.,.,"139,222",.,.,.,.,.,.,.,.,.,.
2022,367,City of Alliance- (NE),Municipal,Y,NE,SWPP,"4,278","1,099",10,.,"5,387",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,278","1,099",10,0,"5,387",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,392,Alpena Power Co,Investor Owned,,MI,MISO,"13,740","2,917",0,.,"16,657",.,.,.,.,.,.,.,.,.,.,.,11,3,.,14,"13,740","2,928",3,0,"16,671",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,406,City of Altamont - (IL),Municipal,Y,IL,MISO,"1,344",164,0,.,"1,508",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,"1,344",164,0,0,"1,508",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2022,407,Altamaha Electric Member Corp,Cooperative,,GA,SOCO,.,.,.,.,.,"19,261","1,906",240,.,"21,407",.,.,.,.,.,.,.,.,.,.,"19,261","1,906",240,0,"21,407","244,092","283,514","1,219",.,"528,825","19,261","1,905",240,.,"21,406",.,.,.,.,.
2022,416,City of Altus - (OK),Municipal,Y,OK,SWPP,.,.,.,.,0,"7,956","1,166",8,.,"9,130",.,.,.,.,.,.,.,.,.,.,"7,956","1,166",8,0,"9,130","104,277","65,201","46,549",.,"216,027",.,.,.,.,.,.,.,.,.,.
2022,471,Amana Society Service Co,Investor Owned,,IA,MISO,709,179,1,.,889,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,709,179,1,0,889,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,554,City of Ames - (IA),Municipal,,IA,MISO,"7,169","1,000",.,.,"8,169",.,.,.,.,.,.,.,.,.,.,"17,378","2,283",.,.,"19,661","24,547","3,283",0,0,"27,830",.,.,.,.,.,.,.,.,.,.,"10,956",169,.,.,"11,125"
2022,562,Amicalola Electric Member Corp,Cooperative,,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"48,459","5,872",.,.,"54,331","48,459","5,872",0,0,"54,331",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,571,City of Amory,Municipal,,MS,TVA,"2,877","1,179",0,0,"4,056",0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,"2,877","1,179",3,0,"4,059",0,0,"38,213",0,"38,213",0,0,0,0,0,0,0,0,0,0
2022,577,City of Alcoa Utilities,Municipal,,TN,TVA,0,0,0,0,0,"27,010","4,148",1,0,"31,159",0,0,0,0,0,0,0,0,0,0,"27,010","4,148",1,0,"31,159","398,629","223,484",904,0,"623,017",0,0,0,0,0,0,0,0,0,0
2022,588,Anadarko Public Works Authority,Municipal,Y,OK,SWPP,.,.,.,.,.,"1,807",397,0,.,"2,204",.,.,.,.,.,.,.,.,.,.,"1,807",397,0,0,"2,204","2,265","1,956",0,.,"4,221",.,.,.,.,.,.,.,.,.,.
2022,590,City of Anaheim - (CA),Municipal,,CA,CISO,.,.,.,.,.,"103,308","17,763",294,.,"121,365",.,.,.,.,.,"16,707","5,397",3,.,"22,107","120,015","23,160",297,0,"143,472","448,683","508,848","847,617",.,"1,805,148",.,.,.,.,.,.,.,.,.,.
2022,604,City of Andalusia,Municipal,,AL,,.,.,.,.,0,"3,618","1,061",2,.,"4,681",.,.,.,.,.,.,.,.,.,.,"3,618","1,061",2,0,"4,681","5,582","8,457","13,588",.,"27,627",.,.,.,.,.,.,.,.,.,.
2022,636,City of Anderson - (IN),Municipal,,IN,PJM,.,.,.,.,.,"30,442","4,276",59,.,"34,777",.,.,.,.,.,.,.,.,.,.,"30,442","4,276",59,0,"34,777","312,486","277,476","278,479",.,"868,441",.,.,.,.,.,.,.,.,.,.
2022,682,City of Anita - (IA),Municipal,Y,IA,MISO,334,74,0,.,408,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,334,74,0,0,408,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,689,Connexus Energy,Cooperative,,MN,MISO,.,.,.,.,.,"129,793","11,815",422,.,"142,030",.,.,.,.,.,255,1,0,.,256,"130,048","11,816",422,0,"142,286","1,268,367","626,167","177,415",.,"2,071,949","129,793","11,815",422,.,"142,030",.,.,.,.,.
2022,690,City of Bardstown - (KY),Municipal,,KY,LGEE,.,.,.,.,0,"3,426","1,241",15,.,"4,682",.,.,.,.,.,.,.,.,.,.,"3,426","1,241",15,0,"4,682","42,524","55,284","87,652",.,"185,460",.,.,.,.,.,.,.,.,.,.
2022,691,City of Anoka,Municipal,,MN,MISO,"11,462","1,332",19,.,"12,813",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,462","1,332",19,0,"12,813",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,694,Anza Electric Coop Inc,Cooperative,Y,CA,WALC,.,.,.,.,0,"1,643",.,.,.,"1,643",.,.,.,.,.,.,.,.,.,.,"1,643",0,0,0,"1,643","26,501",.,.,.,"26,501",.,.,.,.,.,.,.,.,.,.
2022,695,City of Ansley - (NE),Municipal,Y,NE,SWPP,261,82,.,.,343,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,261,82,0,0,343,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,700,City of Anthon - (IA),Municipal,Y,IA,SWPP,304,52,.,.,356,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,304,52,0,0,356,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,701,City of Anthony - (KS),Municipal,Y,KS,SWPP,"1,544",326,7,.,"1,877",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,544",326,7,0,"1,877",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,719,Town of Apex- (NC),Municipal,,NC,CPLE,"26,060","1,882",.,.,"27,942",0,0,.,.,0,.,.,.,.,.,368,.,.,.,368,"26,428","1,882",0,0,"28,310",.,.,.,.,.,0,0,0,.,0,.,.,.,.,.
2022,723,City of Aplington,Municipal,Y,IA,MISO,482,66,.,.,548,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,482,66,0,0,548,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,727,Appalachian Electric Coop,Cooperative,,TN,TVA,0,0,0,0,0,"42,362","7,307",7,0,"49,676",0,0,0,0,0,0,0,0,0,0,"42,362","7,307",7,0,"49,676","629,092","246,175","79,928",0,"955,195",0,0,0,0,0,0,0,0,0,0
2022,733,Appalachian Power Co,Investor Owned,,VA,PJM,"8,045","3,081",179,0,"11,305","469,180","84,364","2,062",0,"555,606",0,0,0,0,0,176,89,81,0,346,"477,401","87,534","2,322",0,"567,257","5,462,667","2,885,976","1,771,761",0,"10,120,404","460,456","80,438","1,923",0,"542,817","3,772",0,0,0,"3,772"
2022,733,Appalachian Power Co,Investor Owned,,WV,PJM,"132,285","31,350","1,260",0,"164,895","236,743","41,833","1,163",0,"279,739",0,0,0,0,0,506,353,230,0,"1,089","369,534","73,536","2,653",0,"445,723","2,275,312","1,409,946","586,302",0,"4,271,560","236,743","41,833","1,163",0,"279,739","1,475",0,0,0,"1,475"
2022,750,Arab Electric Coop Inc,Cooperative,,AL,TVA,0,0,0,0,0,"13,565","2,777",2,0,"16,344",0,0,0,0,0,0,0,0,0,0,"13,565","2,777",2,0,"16,344","202,278","102,207","3,498",0,"307,983",0,0,0,0,0,0,0,0,0,0
2022,752,City of Arapahoe - (NE),Municipal,Y,NE,SWPP,492,167,36,.,695,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,492,167,36,0,695,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,765,City of Arcadia - (WI),Municipal,Y,WI,MISO,"1,383",219,62,.,"1,664",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,383",219,62,0,"1,664",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,768,City of Arcanum - (OH),Municipal,Y,OH,PJM,"1,489",149,26,.,"1,664",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,489",149,26,0,"1,664",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,789,Town of Argos,Municipal,Y,IN,MISO,839,132,.,.,971,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.,839,132,0,0,971,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,792,City of Argyle - (WI),Municipal,Y,WI,MISO,406,92,5,.,503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,406,92,5,0,503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,803,Arizona Public Service Co,Investor Owned,,AZ,AZPS,"78,582","11,107",384,0,"90,073","1,204,928","132,748","2,689",0,"1,340,365",0,0,0,0,0,0,0,0,0,0,"1,283,510","143,855","3,073",0,"1,430,438","15,087,754","11,096,879","988,043",0,"27,172,676",0,0,0,0,0,0,0,0,0,0
2022,814,Entergy Arkansas LLC,Investor Owned,,AR,MISO,58,4,1,.,63,"604,311","95,718","24,199",.,"724,228",.,.,.,.,.,"1,992","5,548",229,1,"7,770","606,361","101,270","24,429",1,"732,061","7,999,107","5,647,642","8,432,929",.,"22,079,678",.,.,.,.,.,.,.,.,.,.
2022,817,Arkansas Valley Elec Coop Corp,Cooperative,,AR,SWPP,.,.,.,.,.,"53,096","4,108",43,0,"57,247",.,.,.,.,.,.,.,.,.,.,"53,096","4,108",43,0,"57,247","770,820","185,518","297,466",0,"1,253,804","53,096","4,108",43,0,"57,247",.,.,.,.,.
2022,817,Arkansas Valley Elec Coop Corp,Cooperative,,OK,SWPP,.,.,.,.,.,"4,187",527,0,0,"4,714",.,.,.,.,.,.,.,.,.,.,"4,187",527,0,0,"4,714","61,494","31,308",0,0,"92,802","4,187",527,0,0,"4,714",.,.,.,.,.
2022,828,City of Arlington - (MN),Municipal,Y,MN,MISO,978,108,0,.,"1,086",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,978,108,0,0,"1,086",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2022,831,City of Arlington - (SD),Municipal,Y,SD,SWPP,380,60,0,.,440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,380,60,0,0,440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,887,"Arrowhead Electric Coop, Inc",Cooperative,Y,MN,MISO,.,.,.,.,.,"5,391",561,4,.,"5,956",.,.,.,.,.,.,.,.,.,.,"5,391",561,4,0,"5,956","48,920","22,557","2,484",.,"73,961",.,.,.,.,.,.,.,.,.,.
2022,902,Town of Ashburnham - (MA),Municipal,Y,MA,ISNE,"2,944",177,39,.,"3,160",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,944",177,39,0,"3,160",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,906,Town of Ashland,Municipal,Y,NH,ISNE,.,.,.,.,0,"1,603",128,.,.,"1,731",.,.,.,.,.,.,.,.,.,.,"1,603",128,0,0,"1,731","1,603",128,.,.,"1,731",.,.,.,.,.,.,.,.,.,.
2022,907,City of Ashland - (OR),Municipal,Y,OR,PACW,"10,645","1,364",215,.,"12,224",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,"10,645","1,364",215,0,"12,224",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2022,918,City of Aspen- (CO),Municipal,Y,CO,PSCO,"2,155","1,039",.,.,"3,194",.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,"2,155","1,039",0,0,"3,194",.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2022,925,"Ashley Chicot Elec Coop, Inc",Cooperative,Y,AR,MISO,.,.,.,.,.,"1,177",610,126,.,"1,913",.,.,.,.,.,.,.,.,.,.,"1,177",610,126,0,"1,913","15,379","2,653","5,111",.,"23,143",.,.,.,.,.,.,.,.,.,.
2022,942,Atchison-Holt Electric Coop,Cooperative,Y,IA,AECI,.,.,.,.,.,"1,086",67,39,.,"1,192",.,.,.,.,.,.,.,.,.,.,"1,086",67,39,0,"1,192","12,365","4,285",675,.,"17,325",.,.,.,.,.,.,.,.,.,.
2022,942,Atchison-Holt Electric Coop,Cooperative,Y,MO,AECI,.,.,.,.,.,"2,185",250,169,.,"2,604",.,.,.,.,.,.,.,.,.,.,"2,185",250,169,0,"2,604","22,140","16,818","33,775",.,"72,733",.,.,.,.,.,.,.,.,.,.
2022,944,City of Athens - (AL),Municipal,,AL,TVA,"23,224","2,787",0,0,"26,011","6,287",642,14,0,"6,943",0,0,0,0,0,"16,473","4,206",0,0,"20,679","45,984","7,635",14,0,"53,633","99,683","35,614","391,840",0,"527,137",0,0,0,0,0,0,0,0,0,0
2022,947,Athens Utility Board,Municipal,,TN,TVA,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,"11,335","2,428",0,0,"13,763","11,335","2,428",7,0,"13,770",0,0,"344,170",0,"344,170",0,0,0,0,0,0,0,0,0,0
2022,963,Atlantic City Electric Co,Investor Owned,,NJ,PJM,0,591,0,0,591,0,0,0,0,0,.,.,.,.,.,"501,237","65,389",600,0,"567,226","501,237","65,980",600,0,"567,817",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,965,Atlantic Municipal Utilities,Municipal,Y,IA,MISO,.,.,.,.,0,"3,832",833,2,.,"4,667",.,.,.,.,.,.,.,.,.,.,"3,832",833,2,0,"4,667","43,782","50,794","91,162",.,"185,738",.,.,.,.,.,.,.,.,.,.
2022,993,Auburn Board of Public Works,Municipal,Y,NE,SWPP,"1,859",826,.,.,"2,685",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859",826,0,0,"2,685",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,994,City of Auburn - (IN),Municipal,,IN,PJM,.,.,.,.,.,"6,753",900,166,.,"7,819",.,.,.,.,.,.,.,.,.,.,"6,753",900,166,0,"7,819","65,823","25,453","325,461",.,"416,737",.,.,.,.,.,.,.,.,.,.
2022,995,City of Auburn - (IA),Municipal,Y,IA,MISO,140,24,.,.,164,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,140,24,0,0,164,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,998,City of Augusta - (KS),Municipal,Y,KS,SWPP,"3,826",244,19,.,"4,089",4,2,1,.,7,.,.,.,.,.,.,.,.,.,.,"3,830",246,20,0,"4,096",5,15,115,.,135,.,.,.,.,.,.,.,.,.,.
2022,1002,City of Aurelia - (IA),Municipal,Y,IA,MISO,443,60,12,.,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,443,60,12,0,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,1004,City of Aurora - (SD),Municipal,Y,SD,SWPP,505,12,1,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,505,12,1,0,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,1009,City of Austin - (MN),Municipal,,MN,MISO,"6,518",762,1,.,"7,281","4,071",484,2,.,"4,557",.,.,.,.,.,.,.,.,.,.,"10,589","1,246",3,0,"11,838",44,9,35,.,88,"4,071",484,.,.,"4,555","5,546",.,.,.,"5,546"
2022,1015,Austin Energy,Municipal,,TX,ERCO,0,463,3,.,466,"479,353","53,379",72,.,"532,804",.,.,.,.,.,.,109,48,.,157,"479,353","53,951",123,0,"533,427","5,166,024","5,169,671","621,974",.,"10,957,669","479,353","53,951",123,.,"533,427",.,.,.,.,.
