|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Installations.Residential|,|Photovoltaic.Installations.Commercial|,|Photovoltaic.Installations.Industrial|,|Photovoltaic.Installations.Transportation|,|Photovoltaic.Installations.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Installations.Residential|,|Photovoltaic.Storage Installations.Commercial|,|Photovoltaic.Storage Installations.Industrial|,|Photovoltaic.Storage Installations.Transportation|,|Photovoltaic.Storage Installations.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Installations.Residential|,|Wind.Installations.Commercial|,|Wind.Installations.Industrial|,|Wind.Installations.Transportation|,|Wind.Installations.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Installations.Residential|,|Other.Installations.Commercial|,|Other.Installations.Industrial|,|Other.Installations.Transportation|,|Other.Installations.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Installations.Residential|,|All Technologies.Installations.Commercial|,|All Technologies.Installations.Industrial|,|All Technologies.Installations.Transportation|,|All Technologies.Installations.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2022,MN,21013,City of Worthington - (MN),MISO,AC,0.014,.,.,.,0.014,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2022,MN,25177,Dakota Electric Association,MISO,AC,9.990,0.693,0.000,.,10.683,"1,021",21,0,.,"1,042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.110,0.095,0.000,.,0.205,6,4,0,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.100,0.788,0.000,0.000,10.888,"1,027",25,0,0,"1,052",0.000,0.000,0.000,0.000,0.000
2022,MN,40304,Minnesota Valley Coop L&P Assn,MISO,AC,0.409,.,.,.,0.409,25,.,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.263,.,.,.,0.263,0.117,.,.,.,0.117,5,.,.,.,5,0.057,.,.,.,0.057,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.526,0.000,0.000,0.000,0.526,30,0,0,0,30,0.320,0.000,0.000,0.000,0.320
2022,MN,99999,Adjustment 2022,MISO,,-10.575,-7.388,-3.185,.,-21.148,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.007,.,.,.,-0.007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-10.582,-7.388,-3.185,.,-21.155,.,.,.,.,.,.,.,.,.,.
2022,MN,99999,Adjustment 2022,SWPP,,-0.033,-0.005,.,.,-0.038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.033,-0.005,.,.,-0.038,.,.,.,.,.,.,.,.,.,.
2022,MO,1775,Black River Electric Coop - (MO),AECI,AC,0.798,.,.,.,0.798,76,.,.,.,76,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,.,.,.,0.008,3,.,.,.,3,.,.,.,.,0.000,0.014,.,.,.,0.014,3,.,.,.,3,.,.,.,.,0.000,0.820,0.000,0.000,0.000,0.820,82,0,0,0,82,0.000,0.000,0.000,0.000,0.000
2022,MO,2001,Boone Electric Coop,AECI,AC,2.500,.,.,.,2.500,251,.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,649.600",.,.,.,"1,649.600",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.500,0.000,0.000,0.000,2.500,251,0,0,0,251,"1,649.600",0.000,0.000,0.000,"1,649.600"
2022,MO,3113,City of Carthage - (MO),SWPP,AC,0.339,0.606,.,.,0.945,37,5,.,.,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.339,0.606,0.000,0.000,0.945,37,5,0,0,42,0.000,0.000,0.000,0.000,0.000
2022,MO,3268,Central Missouri Elec Coop Inc,AECI,AC,1.164,.,.,.,1.164,99,.,.,.,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.166,0.000,0.000,0.000,1.166,100,0,0,0,100,0.000,0.000,0.000,0.000,0.000
2022,MO,3600,Citizens Electric Corporation - (MO),MISO,DC,1.653,0.083,.,.,1.736,198,4,.,.,202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,118.974",185.220,.,.,"2,304.194",0.013,.,.,.,0.013,2,.,.,.,2,2.950,.,.,.,2.950,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.666,0.083,0.000,0.000,1.749,200,4,0,0,204,"2,121.924",185.220,0.000,0.000,"2,307.144"
2022,MO,4045,City of Columbia - (MO),MISO,DC,2.825,1.131,0.325,.,4.281,372,37,3,.,412,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,481.000",470.000,.,.,"1,951.000",.,0.001,.,.,0.001,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.825,1.132,0.325,0.000,4.282,372,38,3,0,413,"1,481.000",470.000,0.000,0.000,"1,951.000"
2022,MO,4063,Co-Mo Electric Coop Inc,AECI,AC,1.889,0.165,.,.,2.054,170,6,.,.,176,0.145,.,.,.,0.145,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0,227.573,6.441,.,.,234.014,.,0.004,.,.,0.004,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.889,0.169,0.000,0.000,2.058,170,8,0,0,178,227.573,6.441,0.000,0.000,234.014
2022,MO,4160,Callaway Electric Cooperative,AECI,AC,1.076,0.202,.,.,1.278,104,6,.,.,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.079,0.202,0.000,0.000,1.281,105,6,0,0,111,0.000,0.000,0.000,0.000,0.000
2022,MO,4237,Consolidated Electric Coop,AECI,AC,0.623,0.288,.,.,0.911,45,8,.,.,53,0.030,.,.,.,0.030,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0,123.739,21.460,.,.,145.199,0.029,.,.,.,0.029,7,.,.,.,7,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.652,0.288,0.000,0.000,0.940,52,8,0,0,60,123.739,21.460,0.000,0.000,145.199
2022,MO,4524,"Crawford Electric Coop, Inc",AECI,AC,0.775,0.032,.,.,0.807,81,4,.,.,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91.724,5.253,.,.,96.977,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.775,0.032,0.000,0.000,0.807,81,4,0,0,85,91.724,5.253,0.000,0.000,96.977
2022,MO,4675,Cuivre River Electric Coop Inc,AECI,AC,1.610,0.008,.,.,1.618,185,1,.,.,186,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,068.580",0.080,.,.,"1,068.660",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.610,0.008,0.000,0.000,1.618,185,1,0,0,186,"1,068.580",0.080,0.000,0.000,"1,068.660"
2022,MO,5860,Empire District Electric Co,SWPP,DC,62.497,12.831,0.732,.,76.060,"2,707",360,6,.,"3,073",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,417.301","1,087.334",0.000,.,"4,504.635",0.030,0.067,0.010,.,0.107,6,2,1,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,62.527,12.898,0.742,0.000,76.167,"2,713",362,7,0,"3,082","3,417.301","1,087.334",0.000,0.000,"4,504.635"
2022,MO,6181,"Farmers Electric Coop, Inc - (MO)",AECI,AC,1.274,0.118,.,.,1.392,128,2,.,.,130,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,880.770,133.540,.,.,"1,014.310",0.010,.,.,.,0.010,1,.,.,.,1,1.330,.,.,.,1.330,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.284,0.118,0.000,0.000,1.402,129,2,0,0,131,882.100,133.540,0.000,0.000,"1,015.640"
2022,MO,6205,City of Farmington - (MO),MISO,AC,0.132,.,.,.,0.132,14,.,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.132,0.000,0.000,0.000,0.132,14,0,0,0,14,0.000,0.000,0.000,0.000,0.000
2022,MO,7024,Gascosage Electric Coop,AECI,AC,0.475,.,.,.,0.475,43,.,.,.,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.475,0.000,0.000,0.000,0.475,43,0,0,0,43,0.000,0.000,0.000,0.000,0.000
2022,MO,8055,City of Hannibal - (MO),MISO,AC,0.030,.,.,.,0.030,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.064,.,.,.,0.064,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.094,0.000,0.000,0.000,0.094,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2022,MO,8934,"Howell-Oregon Elec Coop, Inc",AECI,AC,1.807,0.086,0.600,.,2.493,169,4,3,.,176,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.810,0.086,0.600,0.000,2.496,170,4,3,0,177,0.000,0.000,0.000,0.000,0.000
2022,MO,9231,City of Independence - (MO),SWPP,AC,2.983,0.605,0.000,0.000,3.588,396,23,0,0,419,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.983,0.607,0.000,0.000,3.590,396,24,0,0,420,0.000,0.000,0.000,0.000,0.000
2022,MO,9331,Intercounty Electric Coop Assn,AECI,AC,2.509,.,.,.,2.509,239,.,.,.,239,0.242,.,.,.,0.242,33,.,.,.,33,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.509,0.000,0.000,0.000,2.509,239,0,0,0,239,0.000,0.000,0.000,0.000,0.000
2022,MO,10000,Evergy Metro,SWPP,AC,22.491,19.787,1.527,.,43.805,"2,530",806,53,.,"3,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,331.949","5,329.649",495.966,.,"18,157.564",0.011,.,0.050,.,0.061,4,.,1,.,5,0.152,.,0.000,.,0.152,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,22.502,19.787,1.577,0.000,43.866,"2,534",806,54,0,"3,394","12,332.101","5,329.649",495.966,0.000,"18,157.716"
2022,MO,10370,City of Kirkwood - (MO),MISO,AC,0.227,.,.,.,0.227,29,.,.,.,29,.,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,307.150,.,.,.,307.150,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.227,0.000,0.000,0.000,0.227,29,0,0,0,29,307.150,0.000,0.000,0.000,307.150
2022,MO,10603,"Laclede Electric Coop, Inc",AECI,AC,2.324,0.462,.,.,2.786,233,9,.,.,242,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257.429,37.161,.,.,294.590,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.324,0.462,0.000,0.000,2.786,233,9,0,0,242,257.429,37.161,0.000,0.000,294.590
2022,MO,10832,City of Lebanon - (MO),AECI,AC,0.100,0.004,.,.,0.104,12,1,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.100,0.004,0.000,0.000,0.104,12,1,0,0,13,0.000,0.000,0.000,0.000,0.000
2022,MO,11463,Macon Electric Coop,AECI,AC,0.554,0.364,.,.,0.918,54,11,.,.,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.554,0.364,0.000,0.000,0.918,54,11,0,0,65,0.000,0.000,0.000,0.000,0.000
2022,MO,12698,Evergy Missouri West,SWPP,AC,39.867,23.238,0.791,.,63.896,"3,446",834,20,.,"4,300",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"24,708.239","7,561.980",138.767,.,"32,408.986",0.026,0.006,.,.,0.032,11,2,.,.,13,23.298,0.000,.,.,23.298,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,39.893,23.244,0.791,0.000,63.928,"3,457",836,20,0,"4,313","24,731.537","7,561.980",138.767,0.000,"32,432.284"
2022,MO,12700,Missouri Rural Electric Coop,AECI,AC,0.056,0.015,0.132,.,0.203,6,1,3,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.056,0.015,0.132,0.000,0.203,6,1,3,0,10,0.000,0.000,0.000,0.000,0.000
2022,MO,12782,City of Monett - (MO),SWPP,AC,0.124,0.013,.,.,0.137,15,1,.,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.124,0.013,0.000,0.000,0.137,15,1,0,0,16,0.000,0.000,0.000,0.000,0.000
2022,MO,13520,"New-Mac Electric Coop, Inc",AECI,AC,2.801,.,.,.,2.801,273,.,.,.,273,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,831.000",.,.,.,"1,831.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.801,0.000,0.000,0.000,2.801,273,0,0,0,273,"1,831.000",0.000,0.000,0.000,"1,831.000"
2022,MO,14192,Osage Valley Elec Coop Assn,AECI,AC,3.037,0.293,.,.,3.330,295,15,.,.,310,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.037,0.293,0.000,0.000,3.330,295,15,0,0,310,0.000,0.000,0.000,0.000,0.000
2022,MO,14285,Ozark Border Electric Coop,AECI,AC,0.870,0.010,.,.,0.880,75,1,.,.,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.870,0.012,0.000,0.000,0.882,75,2,0,0,77,0.000,0.000,0.000,0.000,0.000
2022,MO,14288,Ozark Electric Coop Inc - (MO),AECI,AC,4.661,0.047,.,.,4.708,474,4,.,.,478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.666,0.047,0.000,0.000,4.713,475,4,0,0,479,0.000,0.000,0.000,0.000,0.000
2022,MO,15138,"Platte-Clay Electric Coop, Inc",AECI,AC,3.334,.,.,.,3.334,318,.,.,.,318,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,371.383,.,.,.,371.383,0.009,.,.,.,0.009,4,.,.,.,4,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.343,0.000,0.000,0.000,3.343,322,0,0,0,322,371.383,0.000,0.000,0.000,371.383
2022,MO,15229,City of Poplar Bluff - (MO),SPA,AC,0.127,0.131,.,.,0.258,14,6,0,0,20,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,.,0,6.368,22.555,.,.,28.923,.,.,.,.,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0.000,0,0,0,0,0,.,.,.,.,0.000,0.127,0.131,0.000,0.000,0.258,14,6,0,0,20,6.368,22.555,0.000,0.000,28.923
2022,MO,16259,City of Rolla - (MO),MISO,AC,0.128,0.015,.,.,0.143,12,1,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.051,.,.,.,0.051,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.128,0.015,0.000,0.000,0.143,12,1,0,0,13,0.051,0.000,0.000,0.000,0.051
2022,MO,16751,Three Rivers Electric Coop,AECI,AC,1.105,0.098,.,.,1.203,117,2,.,.,119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,112.508,.,.,.,112.508,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,0.050,.,.,.,0.050,3,.,.,.,3,5.898,.,.,.,5.898,1.157,0.098,0.000,0.000,1.255,121,2,0,0,123,118.406,0.000,0.000,0.000,118.406
2022,MO,16805,SEMO Electric Cooperative,AECI,AC,0.500,0.550,.,.,1.050,69,14,.,.,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.500,0.550,0.000,0.000,1.050,69,14,0,0,83,0.000,0.000,0.000,0.000,0.000
2022,MO,17177,City of Sikeston - (MO),SPA,AC,0.030,.,0.100,.,0.130,3,.,1,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.000,0.100,0.000,0.130,3,0,1,0,4,0.000,0.000,0.000,0.000,0.000
2022,MO,17833,City Utilities of Springfield - (MO),SWPP,AC,3.982,2.396,0.000,0.000,6.378,511,58,0,0,569,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,262.597,333.479,0.000,0.000,596.076,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,3.412,0.000,0.000,3.412,0,5,0,0,5,0.000,.,0.000,0.000,0.000,3.982,5.808,0.000,0.000,9.790,511,63,0,0,574,262.597,333.479,0.000,0.000,596.076
2022,MO,19436,Union Electric Co - (MO),MISO,DC,56.004,47.148,3.066,.,106.218,"6,014","1,786",110,.,"7,910",3.263,0.077,.,.,3.340,394,6,.,.,400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.048,0.018,.,.,0.066,18,7,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,56.052,47.166,3.066,0.000,106.284,"6,032","1,793",110,0,"7,935",0.000,0.000,0.000,0.000,0.000
2022,MO,20318,Webster Electric Coop,AECI,AC,1.043,.,.,.,1.043,104,.,.,.,104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69.352,.,.,.,69.352,0.012,.,.,.,0.012,7,.,.,.,7,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.055,0.000,0.000,0.000,1.055,111,0,0,0,111,69.352,0.000,0.000,0.000,69.352
2022,MO,20363,West Central Electric Coop Inc - (MO),AECI,AC,1.770,.,.,.,1.770,175,.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,144.308",.,.,.,"1,144.308",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.770,0.000,0.000,0.000,1.770,175,0,0,0,175,"1,144.308",0.000,0.000,0.000,"1,144.308"
2022,MO,20574,White River Valley El Coop Inc,AECI,DC,5.938,.,.,.,5.938,497,.,.,.,497,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.008,.,.,.,0.008,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.946,0.000,0.000,0.000,5.946,500,0,0,0,500,0.000,0.000,0.000,0.000,0.000
2022,MO,27238,"Southwest Electric Coop, Inc",AECI,AC,2.726,0.210,.,.,2.936,262,3,.,.,265,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,314.840,.,.,.,314.840,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.726,0.210,0.000,0.000,2.936,262,3,0,0,265,314.840,0.000,0.000,0.000,314.840
2022,MO,99999,Adjustment 2022,AECI,,-1.036,.,.,.,-1.036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1.036,.,.,.,-1.036,.,.,.,.,.,.,.,.,.,.
2022,MO,99999,Adjustment 2022,MISO,,-10.548,-8.434,-0.591,.,-19.574,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-10.548,-8.434,-0.591,.,-19.574,.,.,.,.,.,.,.,.,.,.
2022,MO,99999,Adjustment 2022,SWPP,,-10.899,-2.238,-0.128,.,-13.265,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-10.899,-2.238,-0.128,.,-13.265,.,.,.,.,.,.,.,.,.,.
2022,MS,3841,Coast Electric Power Assn,SOCO,AC,0.214,0.009,.,.,0.223,312,1,.,.,313,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76.810,1.000,.,.,77.810,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.214,0.009,0.000,0.000,0.223,312,1,0,0,313,76.810,1.000,0.000,0.000,77.810
