|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Installations.Residential|,|Photovoltaic.Installations.Commercial|,|Photovoltaic.Installations.Industrial|,|Photovoltaic.Installations.Transportation|,|Photovoltaic.Installations.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Installations.Residential|,|Photovoltaic.Storage Installations.Commercial|,|Photovoltaic.Storage Installations.Industrial|,|Photovoltaic.Storage Installations.Transportation|,|Photovoltaic.Storage Installations.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Installations.Residential|,|Wind.Installations.Commercial|,|Wind.Installations.Industrial|,|Wind.Installations.Transportation|,|Wind.Installations.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Installations.Residential|,|Other.Installations.Commercial|,|Other.Installations.Industrial|,|Other.Installations.Transportation|,|Other.Installations.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Installations.Residential|,|All Technologies.Installations.Commercial|,|All Technologies.Installations.Industrial|,|All Technologies.Installations.Transportation|,|All Technologies.Installations.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2022,AR,14864,Petit Jean Electric Coop Corp,MISO,AC,0.684,0.450,.,.,1.134,68,1,.,.,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.684,0.450,0.000,0.000,1.134,68,1,0,0,69,0.000,0.000,0.000,0.000,0.000
2022,AR,17184,City of Siloam Springs - (AR),SWPP,AC,0.350,.,.,.,0.350,51,.,.,.,51,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.350,0.000,0.000,0.000,0.350,51,0,0,0,51,0.000,0.000,0.000,0.000,0.000
2022,AR,17671,Southwest Arkansas E C C,MISO,AC,0.763,0.067,.,.,0.830,77,3,.,.,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.763,0.067,0.000,0.000,0.830,77,3,0,0,80,0.000,0.000,0.000,0.000,0.000
2022,AR,17698,Southwestern Electric Power Co,SWPP,AC,6.504,3.910,0.700,.,11.114,988,45,1,.,"1,034",0.427,.,.,.,0.427,4,.,.,.,4,0.052,0.463,.,.,0.515,6,5,.,.,11,"3,892.350","4,251.130",307.900,.,"8,451.380",.,0.005,.,.,0.005,.,2,.,.,2,.,0.249,.,.,0.249,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.556,4.378,0.700,0.000,11.634,994,52,1,0,"1,047","3,892.350","4,251.379",307.900,0.000,"8,451.629"
2022,AR,20963,Woodruff Electric Coop Corp,MISO,AC,0.288,2.213,.,.,2.501,25,7,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.291,2.213,0.000,0.000,2.504,26,7,0,0,33,0.000,0.000,0.000,0.000,0.000
2022,AR,99999,Adjustment 2022,MISO,,-8.891,-6.714,-0.602,.,-16.206,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-8.891,-6.714,-0.602,.,-16.206,.,.,.,.,.,.,.,.,.,.
2022,AR,99999,Adjustment 2022,SWPP,,-4.722,-0.946,.,.,-5.668,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-4.722,-0.946,.,.,-5.668,.,.,.,.,.,.,.,.,.,.
2022,AZ,176,Ajo Improvement Co,AZPS,AC,0.028,0.400,.,.,0.428,8,3,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.833,0.184,.,.,3.017,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.400,0.000,0.000,0.428,8,3,0,0,11,2.833,0.184,0.000,0.000,3.017
2022,AZ,803,Arizona Public Service Co,AZPS,DC,"1,324.821",321.766,0.000,0.000,"1,646.587","152,366","1,992",0,0,"154,358",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.057,0.125,0.000,0.000,0.182,24,12,0,0,36,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,"1,324.878",321.891,0.000,0.000,"1,646.769","152,390","2,004",0,0,"154,394",0.000,0.000,0.000,0.000,0.000
2022,AZ,6957,"Garkane Energy Coop, Inc",WALC,DC,0.421,0.063,.,.,0.484,23,2,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.421,0.063,0.000,0.000,0.484,23,2,0,0,25,0.000,0.000,0.000,0.000,0.000
2022,AZ,12351,City of Mesa - (AZ),WALC,DC,0.446,0.999,.,.,1.445,111,30,.,.,141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.446,0.999,0.000,0.000,1.445,111,30,0,0,141,0.000,0.000,0.000,0.000,0.000
2022,AZ,12919,Morenci Water and Electric,WALC,AC,0.008,0.028,.,.,0.036,1,3,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.891,0.981,.,.,1.872,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.028,0.000,0.000,0.036,1,3,0,0,4,0.891,0.981,0.000,0.000,1.872
2022,AZ,13318,"Navopache Electric Coop, Inc",TEPC,AC,3.344,0.454,.,.,3.798,427,31,.,.,458,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,928.101",293.462,.,.,"3,221.563",0.006,.,.,.,0.006,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.350,0.454,0.000,0.000,3.804,432,31,0,0,463,"2,928.101",293.462,0.000,0.000,"3,221.563"
2022,AZ,16572,Salt River Project,SRP,AC,310.860,108.621,6.630,.,426.111,"46,617",826,3,.,"47,446",13.939,0.380,0.000,.,14.319,"2,966",8,0,.,"2,974",0.000,0.000,0.000,.,0.000,0,0,0,.,0,"48,552.000","44,249.000",.,.,"92,801.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,310.860,108.621,6.630,0.000,426.111,"46,617",826,3,0,"47,446","48,552.000","44,249.000",0.000,0.000,"92,801.000"
2022,AZ,18280,Sulphur Springs Valley E C Inc,WALC,AC,8.500,4.000,.,.,12.500,"1,137",307,.,.,"1,444",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.100,.,.,.,0.100,37,.,.,.,37,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.600,4.000,0.000,0.000,12.600,"1,174",307,0,0,"1,481",0.000,0.000,0.000,0.000,0.000
2022,AZ,19189,Trico Electric Cooperative Inc,WALC,DC,34.045,15.110,.,.,49.155,"4,423",71,.,.,"4,494",.,.,.,.,0.000,.,.,.,.,0,0.044,0.183,.,.,0.227,48,1,.,.,49,"28,273.999","7,203.092",.,.,"35,477.091",0.002,.,.,.,0.002,1,.,.,.,1,0.137,.,.,.,0.137,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,34.091,15.293,0.000,0.000,49.384,"4,472",72,0,0,"4,544","28,274.136","7,203.092",0.000,0.000,"35,477.228"
2022,AZ,19728,"UNS Electric, Inc",TEPC,AC,50.830,15.080,.,.,65.910,"6,538",219,.,.,"6,757",0.390,.,.,.,0.390,66,.,.,.,66,.,.,.,.,0.000,.,.,.,.,0,"3,653.189",519.334,.,.,"4,172.523",0.300,0.010,.,.,0.310,117,1,.,.,118,5.531,0.039,.,.,5.570,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,51.130,15.090,0.000,0.000,66.220,"6,655",220,0,0,"6,875","3,658.720",519.373,0.000,0.000,"4,178.093"
2022,AZ,21538,"Mohave Electric Cooperative, Inc.",WALC,AC,14.849,3.537,0.000,0.000,18.386,"1,500",89,0,0,"1,589",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,489.252,65.237,0.000,0.000,554.489,0.055,0.000,0.000,0.000,0.055,25,0,0,0,25,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,14.904,3.537,0.000,0.000,18.441,"1,525",89,0,0,"1,614",489.252,65.237,0.000,0.000,554.489
2022,AZ,24211,Tucson Electric Power Co,TEPC,AC,259.512,149.504,.,.,409.016,"40,473","1,021",.,.,"41,494",5.730,0.337,.,.,6.067,640,7,.,.,647,.,.,.,.,0.000,.,.,.,.,0,"3,995.630","2,237.318",.,.,"6,232.948",.,0.012,.,.,0.012,.,1,.,.,1,.,0.002,.,.,0.002,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,259.512,149.516,0.000,0.000,409.028,"40,473","1,022",0,0,"41,495","3,995.630","2,237.320",0.000,0.000,"6,232.950"
2022,AZ,30518,Electrical Dist No3 Pinal County,AZPS,AC,21.213,.,.,.,21.213,"2,794",.,.,.,"2,794",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,21.213,0.000,0.000,0.000,21.213,"2,794",0,0,0,"2,794",0.000,0.000,0.000,0.000,0.000
2022,AZ,40165,"Dixie Escalante R E A, Inc",PACE,DC,0.060,0.020,.,.,0.080,6,1,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.620,.,.,.,16.620,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.060,0.020,0.000,0.000,0.080,6,1,0,0,7,16.620,0.000,0.000,0.000,16.620
2022,AZ,65261,Gila River Indian Utility Authority (GRICUA),WALC,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,1.000,.,.,1.000,.,3,.,.,3,.,.,.,.,0.000,0.000,1.000,0.000,0.000,1.000,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000
2022,AZ,99999,Adjustment 2022,AZPS,,-231.049,-56.116,0.000,0.000,-287.165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-231.049,-56.116,0.000,0.000,-287.165,.,.,.,.,.,.,.,.,.,.
2022,AZ,99999,Adjustment 2022,PACE,,-0.010,-0.003,.,.,-0.014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.010,-0.003,.,.,-0.014,.,.,.,.,.,.,.,.,.,.
2022,AZ,99999,Adjustment 2022,WALC,,-6.089,-2.820,.,.,-8.909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.008,-0.032,.,.,-0.040,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-6.096,-2.852,.,.,-8.949,.,.,.,.,.,.,.,.,.,.
2022,CA,207,Alameda Municipal Power,CISO,AC,3.670,3.734,.,.,7.404,856,42,.,.,898,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41.862,160.354,.,.,202.216,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.670,3.734,0.000,0.000,7.404,856,42,0,0,898,41.862,160.354,0.000,0.000,202.216
2022,CA,590,City of Anaheim - (CA),CISO,DC,26.986,20.157,.,.,47.143,"4,789",209,.,.,"4,998",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,26.986,20.157,0.000,0.000,47.143,"4,789",209,0,0,"4,998",0.000,0.000,0.000,0.000,0.000
2022,CA,1050,City of Azusa,CISO,DC,1.607,0.467,0.405,.,2.479,324,7,5,.,336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.607,0.467,0.405,0.000,2.479,324,7,5,0,336,0.000,0.000,0.000,0.000,0.000
2022,CA,2507,City of Burbank Water and Power,LDWP,AC,5.913,5.800,.,.,11.713,"1,017",54,.,.,"1,071",0.145,.,.,.,0.145,20,.,.,.,20,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.913,5.800,0.000,0.000,11.713,"1,017",54,0,0,"1,071",0.000,0.000,0.000,0.000,0.000
2022,CA,4003,City of Colton - (CA),CISO,AC,8.311,1.189,7.325,.,16.825,909,7,10,.,926,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.311,1.189,7.325,0.000,16.825,909,7,10,0,926,0.000,0.000,0.000,0.000,0.000
2022,CA,4390,City of Corona - (CA),CISO,AC,0.103,0.362,0.000,0.000,0.465,14,2,0,0,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.103,0.362,0.000,0.000,0.465,14,2,0,0,16,0.000,0.000,0.000,0.000,0.000
2022,CA,7294,City of Glendale - (CA),LDWP,AC,14.019,10.975,.,.,24.994,"2,332",119,.,.,"2,451",0.682,0.010,.,.,0.692,142,2,.,.,144,.,.,.,.,0.000,.,.,.,.,0,408.483,.,.,.,408.483,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.019,10.975,0.000,0.000,24.994,"2,332",119,0,0,"2,451",408.483,0.000,0.000,0.000,408.483
2022,CA,9216,Imperial Irrigation District,IID,AC,53.961,55.403,.,.,109.364,"6,855",252,.,.,"7,107",.,.,.,.,0.000,.,.,.,.,0,2.824,0.283,.,.,3.107,971,90,.,.,"1,061",.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.130,.,.,2.130,.,5,.,.,5,.,.,.,.,0.000,56.787,57.816,0.000,0.000,114.603,"7,827",347,0,0,"8,174",0.000,0.000,0.000,0.000,0.000
2022,CA,11124,City of Lodi - (CA),CISO,AC,3.270,3.661,.,.,6.931,648,61,.,.,709,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.270,3.661,0.000,0.000,6.931,648,61,0,0,709,0.000,0.000,0.000,0.000,0.000
2022,CA,11208,Los Angeles Department of Water & Power,LDWP,AC,408.943,128.438,.,.,537.381,"68,832","1,626",.,.,"70,458",24.960,0.538,.,.,25.498,"3,159",7,.,.,"3,166",.,.,.,.,0.000,.,.,.,.,0,"15,687.604","2,000.422",.,.,"17,688.026",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,408.943,128.438,0.000,0.000,537.381,"68,832","1,626",0,0,"70,458","15,687.604","2,000.422",0.000,0.000,"17,688.026"
2022,CA,12312,Merced Irrigation District,CISO,AC,10.599,8.807,0.114,.,19.520,"2,622",55,2,.,"2,679",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.599,8.807,0.114,0.000,19.520,"2,622",55,2,0,"2,679",0.000,0.000,0.000,0.000,0.000
2022,CA,12745,Modesto Irrigation District,BANC,AC,44.822,14.813,9.906,.,69.541,"9,243",159,54,.,"9,456",2.199,0.000,1.512,.,3.711,289,0,2,.,291,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,44.822,14.813,9.906,0.000,69.541,"9,243",159,54,0,"9,456",0.000,0.000,0.000,0.000,0.000
2022,CA,14328,Pacific Gas & Electric Co.,CISO,AC,"4,133.834","1,332.639","1,186.608",0.000,"6,653.081","683,640","14,331","4,909",0,"702,880",355.492,20.899,53.402,0.000,429.793,"49,824",243,144,0,"50,211",21.428,33.711,0.138,0.000,55.277,"5,657","2,384",4,0,"8,045",0.000,0.000,0.000,0.000,0.000,0.920,0.623,24.048,0.000,25.591,167,36,43,0,246,0.000,0.000,0.000,0.000,0.000,0.528,37.160,191.831,0.000,229.519,26,69,254,0,349,0.000,0.000,0.000,0.000,0.000,"4,156.710","1,404.133","1,402.625",0.000,"6,963.468","689,490","16,820","5,210",0,"711,520",0.000,0.000,0.000,0.000,0.000
2022,CA,14354,PacifiCorp,PACW,DC,4.900,3.844,2.964,0.000,11.708,608,63,21,0,692,0.127,0.030,0.000,0.000,0.157,18,1,0,0,19,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.066,0.000,0.000,0.077,2,1,0,0,3,.,.,.,.,0.000,4.912,3.915,2.964,0.000,11.791,611,66,21,0,698,0.000,0.000,0.000,0.000,0.000
2022,CA,14401,City of Palo Alto - (CA),CISO,AC,5.400,10.700,.,.,16.100,"1,173",100,.,.,"1,273",0.941,.,.,.,0.941,88,.,.,.,88,.,.,.,.,0.000,.,.,.,.,0,85.000,"4,292.000",.,.,"4,377.000",.,0.004,.,.,0.004,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.400,10.704,0.000,0.000,16.104,"1,173",101,0,0,"1,274",85.000,"4,292.000",0.000,0.000,"4,377.000"
2022,CA,14534,City of Pasadena - (CA),CISO,AC,12.862,8.950,.,.,21.812,"2,270",100,.,.,"2,370",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,12.862,8.950,0.000,0.000,21.812,"2,270",100,0,0,"2,370",0.000,0.000,0.000,0.000,0.000
2022,CA,15783,City of Redding - (CA),BANC,DC,12.960,6.459,.,.,19.419,"1,745",98,.,.,"1,843",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,12.960,6.459,0.000,0.000,19.419,"1,745",98,0,0,"1,843",0.000,0.000,0.000,0.000,0.000
2022,CA,16088,City of Riverside - (CA),CISO,DC,35.120,22.080,.,.,57.200,"5,801",218,.,.,"6,019",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,420.000",.,.,.,"1,420.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,35.120,22.080,0.000,0.000,57.200,"5,801",218,0,0,"6,019","1,420.000",0.000,0.000,0.000,"1,420.000"
2022,CA,16295,City of Roseville - (CA),BANC,AC,32.702,8.001,0.415,.,41.118,"8,937",76,1,.,"9,014",0.490,.,.,.,0.490,62,.,.,.,62,0.960,.,.,.,0.960,183,.,.,.,183,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,33.662,8.001,0.415,0.000,42.078,"9,120",76,1,0,"9,197",0.000,0.000,0.000,0.000,0.000
2022,CA,16534,Sacramento Municipal Util Dist,BANC,AC,207.220,75.137,35.879,0.000,318.236,"45,957","1,067",50,0,"47,074",7.273,0.036,0.500,0.000,7.809,"1,125",1,1,0,"1,127",0.671,0.348,0.000,0.000,1.019,560,43,0,0,603,.,.,.,.,0.000,0.002,.,0.005,.,0.007,1,.,1,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,207.893,75.485,35.884,0.000,319.262,"46,518","1,110",51,0,"47,679",0.000,0.000,0.000,0.000,0.000
2022,CA,16609,San Diego Gas & Electric Co,CISO,AC,"1,445.290",272.950,98.910,0.000,"1,817.150","263,910","4,991",132,0,"269,033",67.930,13.760,3.480,0.000,85.170,"10,149",138,5,0,"10,292",19.120,5.590,3.260,0.000,27.970,539,68,5,0,612,0.000,0.000,0.000,0.000,0.000,0.120,0.010,1.000,0.000,1.130,37,3,1,0,41,0.000,0.000,0.000,0.000,0.000,0.030,13.580,15.300,0.000,28.910,3,49,21,0,73,0.000,0.000,0.000,0.000,0.000,"1,464.560",292.130,118.470,0.000,"1,875.160","264,489","5,111",159,0,"269,759",0.000,0.000,0.000,0.000,0.000
2022,CA,16612,City & County of San Francisco,CISO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,0.458,.,.,0.458,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.458,0.000,0.000,0.458,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2022,CA,16655,City of Santa Clara - (CA),CISO,AC,3.207,16.313,.,.,19.520,826,99,.,.,925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.207,16.313,0.000,0.000,19.520,826,99,0,0,925,0.000,0.000,0.000,0.000,0.000
2022,CA,17609,Southern California Edison Co,CISO,AC,"3,130.229",942.127,221.241,.,"4,293.597","527,676","8,111",477,.,"536,264",201.413,54.811,3.154,.,259.378,"30,080",350,11,.,"30,441",7.572,41.255,.,.,48.827,99,"1,055",.,.,"1,154",.,.,.,.,0.000,1.908,4.955,8.100,.,14.963,225,15,7,.,247,.,.,.,.,0.000,0.694,49.285,33.703,.,83.682,75,129,46,.,250,.,.,.,.,0.000,"3,140.403","1,037.622",263.044,0.000,"4,441.069","528,075","9,310",530,0,"537,915",0.000,0.000,0.000,0.000,0.000
2022,CA,17612,Bear Valley Electric Service,CISO,AC,2.400,3.112,.,.,5.512,516,25,.,.,541,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.069,0.010,.,.,0.079,6,1,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.469,3.122,0.000,0.000,5.591,522,26,0,0,548,0.000,0.000,0.000,0.000,0.000
