|Data Year|,|Utility Number|,|Utility Name|,|Ownership|,|State|,|BA Code|,|Total Revenue (Thousand Dollars)|,|Total Sales (MWh)|,|Total Customers|,|w_heater|,|Net Metering|,|Demand Side Management|,|Time Based Programs|
2022,6431,"Flint Hills Rural E C A, Inc",Cooperative,KS,SWPP,"12,924.0","83,508","6,660",.,Y,Y,Y
2022,6762,City of Fredonia - (KS),Municipal,KS,SWPP,"2,943.0","31,603","1,492",.,Y,N,N
2022,6931,City of Galva - (KS),Municipal,KS,SWPP,551.0,"5,525",471,.,N,N,N
2022,6949,City of Gardner - (KS),Municipal,KS,SWPP,"17,756.0","152,340","9,436",.,N,N,N
2022,6965,City of Garnett - (KS),Municipal,KS,SWPP,"3,643.0","25,165","1,921",.,N,N,N
2022,7257,City of Girard - (KS),Municipal,KS,SWPP,"4,471.3","28,488","1,638",.,N,N,N
2022,7269,City of Glasco - (KS),Municipal,KS,SWPP,509.0,"3,189",441,.,Y,N,N
2022,7287,City of Glen Elder - (KS),Municipal,KS,SWPP,560.0,"3,924",370,.,N,N,N
2022,7374,City of Goodland - (KS),Municipal,KS,SWPP,"5,761.0","44,315","2,688",.,Y,N,N
2022,7631,City of Greensburg - (KS),Municipal,KS,SWPP,"1,482.0","13,352",637,.,Y,N,N
2022,8279,City of Haven - (KS),Municipal,KS,SWPP,"1,650.0","11,839",661,.,Y,N,N
2022,8490,City of Herington - (KS),Municipal,KS,SWPP,"3,149.6","17,476","1,339",.,Y,N,N
2022,8497,City of Herndon,Municipal,KS,SWPP,164.0,"1,237",160,.,N,N,N
2022,8599,City of Hill City,Municipal,KS,SWPP,"1,981.5","13,989","1,031",.,N,N,N
2022,8629,City of Hillsboro - (KS),Municipal,KS,SWPP,"2,964.0","23,614","1,511",.,N,N,N
2022,8703,City of Hoisington - (KS),Municipal,KS,SWPP,"2,979.9","22,880","1,574",.,N,N,N
2022,8770,City of Holton - (KS),Municipal,KS,SWPP,"3,507.0","47,748","2,492",.,Y,N,N
2022,8781,City of Holyrood - (KS),Municipal,KS,SWPP,495.1,"2,935",341,.,N,N,N
2022,8871,City of Horton - (KS),Municipal,KS,SWPP,"1,782.0","13,348","1,224",.,N,N,N
2022,9011,City of Hugoton - (KS),Municipal,KS,SWPP,"4,177.0","41,656","2,019",.,N,N,N
2022,9418,City of Iola - (KS),Municipal,KS,SWPP,"11,760.0","94,110","3,695",.,N,N,N
2022,9463,City of Isabel - (KS),Municipal,KS,SWPP,63.2,531,65,.,N,N,N
2022,9541,City of Iuka - (KS),Municipal,KS,SWPP,261.0,"1,660",89,.,N,N,N
2022,9732,City of Jetmore,Municipal,KS,SWPP,"1,091.7","8,216",638,.,Y,N,N
2022,9776,City of Johnson - (KS),Municipal,KS,SWPP,"2,227.0","15,605",826,.,N,N,N
2022,10321,City of Kingman - (KS),Municipal,KS,SWPP,"5,557.0","40,875","1,890",.,N,N,N
2022,10351,City of Kiowa - (KS),Municipal,KS,SWPP,"1,374.0","13,990",881,.,N,N,N
2022,10533,City of La Harpe - (KS),Municipal,KS,SWPP,459.0,"2,808",283,.,N,N,N
2022,10559,City of La Crosse - (KS),Municipal,KS,SWPP,"1,369.2","11,893",917,.,N,N,N
2022,10628,City of Lakin - (KS),Municipal,KS,SWPP,"2,677.3","16,824","1,058",.,N,N,N
2022,10713,City of Larned - (KS),Municipal,KS,SWPP,"4,964.9","38,829","2,489",.,N,N,N
2022,10728,"Lane-Scott Electric Coop, Inc",Cooperative,KS,SWPP,"19,407.0","160,371","5,768",.,Y,N,N
2022,11017,City of Lincoln Center - (KS),Municipal,KS,SWPP,"1,682.0","10,890",879,.,Y,N,N
2022,11040,City of Lindsborg - (KS),Municipal,KS,SWPP,"3,675.7","28,999","1,764",.,Y,N,N
2022,11206,City of Mulberry - (KS),Municipal,KS,SWPP,404.0,"2,156",219,.,N,N,N
2022,11207,City of Muscotah,Municipal,KS,SWPP,132.0,782,99,.,N,N,N
2022,11299,City of Lucas- (KS),Municipal,KS,SWPP,937.3,"6,348",360,.,N,N,N
2022,11306,City of Luray - (KS),Municipal,KS,MISO,232.0,"1,643",159,.,N,N,N
2022,11572,City of Mankato - (KS),Municipal,KS,SWPP,716.5,"8,630",685,.,N,N,N
2022,11658,City of Marion - (KS),Municipal,KS,SWPP,"2,326.0","17,041","1,213",.,N,N,N
2022,12242,City of Meade - (KS),Municipal,KS,SWPP,"1,582.8","14,026",911,.,N,N,N
2022,12838,City of Montezuma - (KS),Municipal,KS,SWPP,"1,268.0","10,723",560,.,N,N,N
2022,12896,City of Morrill - (KS),Municipal,KS,SWPP,174.8,"1,080",135,.,N,N,N
2022,12909,City of Moran - (KS),Municipal,KS,SWPP,555.0,"4,343",272,.,N,N,N
2022,13029,City of Moundridge - (KS),Municipal,KS,SWPP,"3,216.7","31,860","1,050",.,Y,N,N
2022,13035,City of Mount Hope - (KS),Municipal,KS,SWPP,816.0,"5,200",434,.,Y,N,N
2022,13095,City of Mulvane - (KS),Municipal,KS,SWPP,"6,207.0","43,122","2,892",.,N,N,N
2022,13380,City of Neodesha - (KS),Municipal,KS,SWPP,"4,778.0","38,234","1,571",.,N,N,N
2022,13386,"Nemaha-Marshall E C A, Inc",Cooperative,KS,SWPP,"7,579.5","49,672","3,546",.,Y,N,N
2022,13570,Ninnescah Rural E C A Inc,Cooperative,KS,SWPP,"15,121.0","119,058","4,177",.,N,N,N
2022,13819,City of Norton,Municipal,KS,SWPP,"3,184.9","24,300","1,771",.,Y,N,N
2022,13948,City of Oberlin - (KS),Municipal,KS,SWPP,"2,138.2","14,227","1,315",.,N,N,N
2022,14199,City of Osage City - (KS),Municipal,KS,SWPP,"3,993.9","31,875","1,668",.,N,N,N
2022,14203,City of Osawatomie - (KS),Municipal,KS,SWPP,"4,129.0","30,614","2,026",.,Y,N,N
2022,14214,City of Osborne - (KS),Municipal,KS,SWPP,"2,194.0","13,922",911,.,N,N,N
2022,14229,City of Ottawa - (KS),Municipal,KS,SWPP,"17,133.6","143,085","6,329",.,Y,N,N
2022,14276,City of Oxford - (KS),Municipal,KS,SWPP,"1,324.5","7,131",607,.,N,N,N
2022,15201,City of Pomona - (KS),Municipal,KS,SWPP,863.0,"7,477",648,.,N,N,N
2022,15321,City of Pratt- (KS),Municipal,KS,SWPP,"11,021.0","79,084","4,473",.,N,N,N
2022,15336,City of Prescott - (KS),Municipal,KS,SWPP,221.7,"1,139",138,.,N,N,N
2022,16135,City of Robinson - (KS),Municipal,KS,SWPP,192.3,"1,078",158,.,N,N,N
2022,16267,Rolling Hills Electric Coop,Cooperative,KS,SWPP,"30,829.0","199,419","11,336",.,Y,Y,Y
2022,16440,City of Russell - (KS),Municipal,KS,SWPP,"9,947.0","118,409","3,319",.,Y,N,N
2022,16518,City of Sabetha - (KS),Municipal,KS,SWPP,"5,068.0","44,417","1,824",.,N,N,N
2022,16834,City of Scranton - (KS),Municipal,KS,SWPP,572.0,"3,676",333,.,N,N,N
2022,16854,"Heartland Rural Elec Coop, Inc",Cooperative,KS,SWPP,"26,630.1","197,410","11,391",.,Y,N,Y
2022,16876,City of Savonburg - (KS),Municipal,KS,SWPP,65.0,600,58,.,N,N,N
2022,16920,Sedgwick County El Coop Assn Inc,Cooperative,KS,SWPP,"20,719.0","157,904","7,476",.,Y,Y,Y
2022,16922,City of Seneca - (KS),Municipal,KS,SWPP,"3,452.0","35,868","1,289",.,N,Y,N
2022,16988,City of Sharon Springs - (KS),Municipal,KS,SWPP,"1,147.0","7,395",568,.,N,N,N
2022,17754,City of Summerfield - (KS),Municipal,KS,SWPP,.,.,.,.,,,
2022,17872,City of St Francis - (KS),Municipal,KS,SWPP,"1,461.4","11,048","1,017",.,N,N,N
2022,17879,City of St. John - (KS),Municipal,KS,SWPP,"1,130.2","13,559",809,.,N,N,N
2022,17894,City of St Marys - (KS),Municipal,KS,SWPP,"2,638.1","18,160","1,109",.,N,N,N
2022,17924,City of Stafford - (KS),Municipal,KS,SWPP,"1,166.1","8,463",697,.,N,N,N
2022,18086,City of Sterling - (KS),Municipal,KS,SWPP,"2,756.0","22,464","1,226",.,N,N,N
2022,18137,City of Stockton - (KS),Municipal,KS,SWPP,"1,960.0","12,649",940,.,Y,N,N
2022,18316,"Sumner-Cowley Elec Coop, Inc",Cooperative,KS,SWPP,"13,190.0","91,096","4,524",.,Y,N,N
2022,18945,City of Toronto - (KS),Municipal,KS,SWPP,223.0,"1,296",202,.,N,N,N
2022,18959,City of Troy - (KS),Municipal,KS,SWPP,"1,063.0","6,577",572,.,N,N,N
2022,18962,Twin Valley Electric Coop Inc,Cooperative,KS,SWPP,"6,911.7","36,097","2,901",.,Y,N,N
2022,19344,City of Udall - (KS),Municipal,KS,SWPP,856.8,"5,174",467,.,N,N,N
2022,20069,City of Wamego - (KS),Municipal,KS,SWPP,"5,988.0","45,783","2,404",.,N,N,N
2022,20141,City of Washington - (KS),Municipal,KS,SWPP,"1,590.0","10,462",768,.,N,N,N
2022,20189,City of Waterville - (KS),Municipal,KS,SWPP,763.0,"4,335",394,.,N,N,N
2022,20192,City of Wathena - (KS),Municipal,KS,SWPP,"1,236.0","8,343",631,.,Y,N,N
2022,20315,City of Wellington - (KS),Municipal,KS,SWPP,"13,747.7","94,568","4,375",.,N,N,N
2022,21533,City of Minneapolis - (KS),Municipal,KS,SWPP,"2,638.9","17,810","1,183",.,Y,N,N
2022,23826,Bluestem Electric Coop Inc,Cooperative,KS,SWPP,"18,941.6","114,464","7,439",.,Y,Y,Y
2022,26894,City of Radium - (KS),Municipal,KS,SWPP,27.9,191,23,.,N,N,N
2022,27545,City of Vermillion - (KS),Municipal,KS,SWPP,106.9,608,104,.,N,N,N
2022,40208,"Ark Valley Elec Coop Assn, Inc",Cooperative,KS,SWPP,"15,293.3","106,277","5,228",.,Y,N,Y
2022,64196,"4 Rivers Electric Cooperative, Inc.",Cooperative,KS,SWPP,"27,610.5","162,049","12,649",.,Y,N,N
2022,1201,Barbourville Utility Comm,Municipal,KY,LGEE,"7,964.7","88,674","4,211",.,N,N,N
2022,1205,City of Bardwell - (KY),Municipal,KY,LGEE,946.0,"7,795",505,.,N,N,N
2022,1387,City of Benham,Municipal,KY,LGEE,617.0,"5,381",270,.,N,N,N
2022,4341,Corbin City Utilities Comm,Municipal,KY,LGEE,"6,306.3","70,921","4,173",.,Y,N,N
2022,6178,City of Falmouth - (KY),Municipal,KY,LGEE,"2,158.0","14,955","1,072",.,N,N,N
2022,13577,City of Nicholasville - (KY),Municipal,KY,LGEE,"16,408.3","174,268","6,684",.,N,N,N
2022,14103,City of Olive Hill - (KY),Municipal,KY,PJM,"3,155.0","19,829","1,202",.,N,N,N
2022,14459,City of Paris - (KY),Municipal,KY,LGEE,"5,606.0","51,073","3,235",.,N,N,N
2022,15386,City of Princeton - (KY),Municipal,KY,LGEE,"12,397.0","105,921","3,740",.,N,N,N
2022,15443,City of Providence - (KY),Municipal,KY,LGEE,"2,956.0","25,240","1,332",.,N,N,N
2022,19716,City of Vanceburg,Municipal,KY,PJM,"7,188.5","50,454","2,583",.,Y,N,N
2022,20731,Williamstown Utility Comm,Municipal,KY,PJM,"3,579.0","35,162","1,615",.,N,N,N
2022,59,City of Abbeville - (LA),Municipal,LA,MISO,"12,075.7","119,769","5,470",.,Y,N,N
2022,925,"Ashley Chicot Elec Coop, Inc",Cooperative,LA,MISO,212.0,"1,506",104,.,Y,N,N
2022,2064,Town of Boyce,Municipal,LA,MISO,750.0,"5,205",353,.,N,N,N
2022,5945,City of Erath - (LA),Municipal,LA,MISO,"2,030.8","17,692",929,.,N,N,N
2022,7760,Town of Gueydan,Municipal,LA,MISO,"2,023.0","13,115",899,.,Y,N,N
2022,9880,City of Jonesville - (LA),Municipal,LA,MISO,"2,761.0","18,451","1,005",.,N,N,N
2022,10025,City of Kaplan - (LA),Municipal,LA,MISO,"5,913.0","33,722","2,046",.,N,N,N
2022,12625,City of Minden - (LA),Municipal,LA,MISO,"21,294.0","125,883","6,353",.,N,N,N
2022,12927,Morgan City - (LA),Municipal,LA,MISO,"19,170.0","151,195","5,709",.,Y,N,N
2022,13483,City of New Roads - (LA),Municipal,LA,MISO,"3,500.0","45,526","2,299",.,N,N,N
2022,15137,City of Plaquemine - (LA),Municipal,LA,MISO,"12,489.0","94,205","4,557",.,N,N,N
2022,15728,City of Rayne - (LA),Municipal,LA,MISO,"9,727.0","71,149","3,885",.,Y,N,N
2022,17889,City of St Martinville - (LA),Municipal,LA,MISO,"4,538.0","49,570","2,673",.,N,N,N
2022,19828,Town of Vidalia - (LA),Municipal,LA,MISO,"10,955.0","92,636","2,819",.,N,N,N
2022,19866,Town of Vinton - (LA),Municipal,LA,MISO,"2,760.2","31,789","1,542",.,N,N,N
2022,20343,Town of Welsh - (LA),Municipal,LA,MISO,"2,343.0","36,331","1,735",.,N,N,N
2022,30856,City of Winnfield - (LA),Municipal,LA,MISO,"6,880.0","66,206","2,515",.,N,N,N
2022,902,Town of Ashburnham - (MA),Municipal,MA,ISNE,"5,839.0","35,296","3,160",.,Y,N,N
2022,1523,Town of Belmont - (MA),Municipal,MA,ISNE,"26,350.3","124,914","11,818",.,N,N,Y
2022,2086,Town of Boylston - (MA),Municipal,MA,ISNE,"5,573.9","33,962","2,537",.,Y,N,N
2022,3447,Town of Chester,Municipal,MA,ISNE,"1,267.0","5,392",742,.,N,N,N
2022,4147,Town of Concord - (MA),Municipal,MA,ISNE,"36,459.0","168,961","8,515",.,Y,Y,Y
2022,7130,Town of Georgetown - (MA),Municipal,MA,ISNE,"8,624.0","48,601","3,487",.,N,N,N
2022,7715,Town of Groton - (MA),Municipal,MA,ISNE,"12,640.0","72,473","4,918",.,Y,Y,Y
2022,7723,Town of Groveland - (MA),Municipal,MA,ISNE,"6,184.2","38,059","3,017",.,Y,N,N
2022,8715,Town of Holden - (MA),Municipal,MA,ISNE,"16,892.0","106,438","8,308",.,Y,N,N
2022,8796,City of Hingham - (MA),Municipal,MA,ISNE,"34,568.0","190,782","10,144",.,Y,Y,N
2022,8797,Hull Municipal Light Plant,Municipal,MA,ISNE,"8,984.7","49,998","6,260",.,Y,N,N
2022,9442,Town of Ipswich - (MA),Municipal,MA,ISNE,"20,769.6","110,184","7,209",.,Y,Y,N
2022,11624,Town of Marblehead - (MA),Municipal,MA,ISNE,"19,791.0","100,707","10,141",.,Y,Y,N
2022,12296,Town of Merrimac - (MA),Municipal,MA,ISNE,"5,028.0","29,690","3,210",.,N,N,N
2022,12477,Town of Middleton,Municipal,MA,ISNE,"14,706.8","98,895","3,966",.,Y,N,N
2022,14585,Town of Paxton - (MA),Municipal,MA,ISNE,"4,057.7","23,668","1,954",.,Y,N,N
2022,15371,Town of Princeton - (MA),Municipal,MA,ISNE,"3,843.0","14,612","1,528",.,Y,N,N
2022,16377,Town of Rowley - (MA),Municipal,MA,ISNE,"8,439.0","44,050","3,088",.,N,N,N
2022,16438,City of Russell - (MA),Municipal,MA,ISNE,894.6,"4,804",468,.,N,N,N
2022,17560,Town of South Hadley - (MA),Municipal,MA,ISNE,"17,223.9","111,414","8,080",.,Y,N,N
2022,18546,Town of Templeton - (MA),Municipal,MA,ISNE,"8,205.0","66,096","3,765",.,Y,N,Y
2022,19979,Town of Wakefield - (MA),Municipal,MA,ISNE,"29,563.0","163,664","13,286",.,Y,N,N
2022,20326,Town of West Boylston - (MA),Municipal,MA,ISNE,"8,598.1","59,089","3,747",.,Y,N,N
2022,1615,Town of Berlin - (MD),Municipal,MD,PJM,"6,008.8","46,639","2,662",.,Y,Y,N
2022,18901,Thurmont Municipal Light Co,Municipal,MD,PJM,"5,910.3","72,795","2,879",.,Y,N,N
2022,20729,Town of Williamsport - (MD),Municipal,MD,PJM,"1,607.2","19,760","1,015",.,Y,N,N
2022,8780,"Fox Islands Electric Coop, Inc",Cooperative,ME,ISNE,"4,111.0","10,488","2,114",.,Y,N,N
2022,10144,Kennebunk Light & Power Dist,Municipal,ME,ISNE,"12,985.0","115,615","7,454",.,Y,N,N
2022,11844,Matinicus Plantation Elec Co,Municipal,ME,NA,99.0,193,135,.,N,N,N
2022,19702,Van Buren Light & Power Dist,Municipal,ME,NBSO,"1,745.0","14,562","1,444",.,N,N,N
2022,1367,"Bayfield Electric Coop, Inc",Cooperative,MI,MISO,54.2,171,69,.,Y,Y,N
2022,3384,City of Charlevoix - (MI),Municipal,MI,MISO,"7,129.0","56,946","4,551",.,N,N,N
2022,3415,Village of Chelsea - (MI),Municipal,MI,MISO,"10,741.0","104,954","3,213",.,N,N,N
2022,3813,Village of Clinton - (MI),Municipal,MI,MISO,"3,508.0","24,924","1,467",.,Y,N,N
2022,4562,City of Croswell - (MI),Municipal,MI,MISO,"4,283.0","44,804","1,277",.,N,N,N
2022,4792,Village of Daggett - (MI),Municipal,MI,MISO,132.2,"1,368",144,.,N,N,N
2022,5343,City of Dowagiac,Municipal,MI,PJM,"8,032.0","55,126","3,047",.,N,Y,N
2022,5630,City of Eaton Rapids - (MI),Municipal,MI,MISO,"12,355.0","116,424","3,250",.,N,Y,N
2022,8083,City of Harbor Springs - (MI),Municipal,MI,MISO,"3,987.1","40,245","3,781",.,N,N,N
2022,8205,City of Hart Hydro - (MI),Municipal,MI,MISO,"5,675.0","44,202","1,377",.,Y,N,N
2022,8631,Hillsdale Board of Public Wks,Municipal,MI,MISO,"13,133.5","119,982","6,122",.,Y,Y,N
2022,11268,City of Lowell - (MI),Municipal,MI,MISO,"9,266.0","80,775","3,085",.,Y,N,N
2022,11713,City of Marshall - (MI),Municipal,MI,MISO,"17,460.4","137,732","4,572",.,N,N,N
2022,13525,Newberry Water & Light Board,Municipal,MI,MISO,"1,455.0","15,911","1,390",.,N,N,N
2022,13604,City of Niles - (MI),Municipal,MI,PJM,"16,109.0","128,479","7,186",.,N,N,N
2022,14156,Ontonagon County R E A,Cooperative,MI,MISO,"6,693.0","26,118","4,902",.,Y,N,N
2022,14581,Village of Paw Paw - (MI),Municipal,MI,PJM,"3,973.0","40,205","1,796",.,N,N,N
2022,14867,City of Petoskey - (MI),Municipal,MI,MISO,"10,981.0","92,867","5,331",.,Y,N,N
2022,15246,City of Portland - (MI),Municipal,MI,MISO,"5,554.3","35,420","2,583",.,Y,N,N
2022,16873,Village of Sebewaing - (MI),Municipal,MI,MISO,"4,895.0","46,526","1,280",.,N,Y,N
2022,17562,City of South Haven - (MI),Municipal,MI,PJM,"18,172.0","139,332","8,628",.,Y,N,N
2022,17886,City of St Louis - (MI),Municipal,MI,MISO,"4,652.6","36,589","1,925",.,Y,N,N
2022,18074,City of Stephenson - (MI),Municipal,MI,MISO,718.9,"6,219",487,.,N,N,N
2022,18895,Thumb Electric Coop of Mich,Cooperative,MI,MISO,"24,011.0","188,606","12,389",.,Y,Y,Y
2022,19432,Village of Union City - (MI),Municipal,MI,MISO,"2,040.4","16,189","1,540",.,N,N,N
2022,19975,City of Wakefield - (MI),Municipal,MI,MISO,"1,299.8","12,377","1,047",.,N,N,N
2022,24558,City of Escanaba,Municipal,MI,MISO,"14,180.0","137,405","7,221",.,Y,N,N
2022,87,City of Ada - (MN),Municipal,MN,MISO,"1,806.0","19,518","1,192",.,N,N,N
2022,150,Adrian Public Utilities Comm,Municipal,MN,MISO,"1,201.0","12,936",631,.,N,N,N
2022,174,Aitkin Public Utilities Comm,Municipal,MN,MISO,"4,417.0","35,281","1,998",.,N,N,N
2022,266,City of Alpha - (MN),Municipal,MN,MISO,195.0,"1,091",79,.,N,N,N
2022,482,City of Alvarado - (MN),Municipal,MN,MISO,472.0,"3,938",191,.,N,N,N
2022,828,City of Arlington - (MN),Municipal,MN,MISO,"2,400.2","20,173","1,136",.,Y,Y,N
2022,887,"Arrowhead Electric Coop, Inc",Cooperative,MN,MISO,"10,354.9","76,305","4,485",.,Y,N,Y
2022,1101,Bagley Public Utilities Comm,Municipal,MN,MISO,"2,703.0","23,844",783,.,N,Y,N
2022,1233,City of Barnesville - (MN),Municipal,MN,MISO,"2,169.0","22,846","1,525",.,Y,Y,N
2022,1353,City of Baudette - (MN),Municipal,MN,MISO,"2,439.7","17,617",772,.,N,N,N
2022,1573,City of Benson - (MN),Municipal,MN,MISO,"3,277.0","35,742","1,827",.,Y,Y,N
2022,1753,City of Biwabik - (MN),Municipal,MN,MISO,655.3,"5,962",618,.,Y,N,N
2022,1824,City of Bigelow - (MN),Municipal,MN,MISO,173.2,"1,564",130,.,N,N,N
2022,1871,City of Blooming Prairie - (MN),Municipal,MN,MISO,"2,682.5","24,068","1,039",.,Y,N,N
2022,1883,Blue Earth Light & Water,Municipal,MN,MISO,"5,640.9","56,106","2,175",.,Y,Y,N
2022,2138,Brainerd Public Utilities,Municipal,MN,MISO,"21,555.8","184,500","8,383",.,Y,N,N
2022,2182,City of Breckenridge- (MN),Municipal,MN,MISO,"3,177.0","31,508","1,841",.,N,Y,N
2022,2206,City of Brewster - (MN),Municipal,MN,MISO,621.1,"5,791",268,.,N,N,N
2022,2316,Brown County Rural Elec Assn,Cooperative,MN,MISO,"16,407.7","144,495","4,553",.,Y,Y,N
2022,2412,City of Brownton - (MN),Municipal,MN,MISO,480.0,"4,761",441,.,N,N,N
2022,2485,City of Buffalo - (MN),Municipal,MN,MISO,"19,581.0","122,576","6,435",.,Y,N,N
2022,2491,City of Buhl - (MN),Municipal,MN,MISO,606.6,"6,066",534,.,N,N,N
2022,2810,City of Caledonia - (MN),Municipal,MN,MISO,"3,048.0","24,092","1,669",.,N,N,N
2022,3356,City of Ceylon - (MN),Municipal,MN,MISO,229.0,"2,438",217,.,N,N,N
2022,3764,Clearwater-Polk Elec Coop Inc,Cooperative,MN,MISO,"10,232.5","75,280","4,520",.,Y,Y,N
2022,4346,Cooperative L&P Assn Lake County,Cooperative,MN,MISO,"14,079.2","107,096","6,436",.,Y,N,N
2022,5015,Delano Municipal Utilities,Municipal,MN,MISO,"7,962.2","73,074","3,145",.,N,N,N
2022,5111,City of Detroit Lakes - (MN),Municipal,MN,MISO,"18,368.3","192,422","7,920",.,Y,Y,Y
2022,5397,City of Dunnell - (MN),Municipal,MN,MISO,89.6,841,101,.,N,N,N
2022,5575,City of East Grand Forks - (MN),Municipal,MN,MISO,"15,979.0","159,179","4,458",.,N,Y,N
2022,5692,City of Eitzen - (MN),Municipal,MN,MISO,238.2,"2,002",163,.,Y,N,N
2022,5732,City of Elbow Lake - (MN),Municipal,MN,MISO,"2,045.0","18,980",707,.,N,Y,N
2022,5841,City of Ely - (MN),Municipal,MN,MISO,"3,914.1","38,846","2,095",.,N,N,N
2022,6138,City of Fairfax - (MN),Municipal,MN,MISO,918.7,"9,268",721,.,N,N,N
2022,6151,Fairmont Public Utilities Comm,Municipal,MN,MISO,"15,130.0","144,773","5,893",.,Y,Y,N
2022,6627,City of Fosston - (MN),Municipal,MN,MISO,"3,522.0","29,371",863,.,N,N,N
2022,7194,City of Gilbert,Municipal,MN,MISO,"1,107.9","11,541",983,.,N,N,N
2022,7292,Glencoe Light & Power Comm,Municipal,MN,MISO,"10,476.4","127,149","2,952",.,Y,Y,N
2022,7460,Goodhue County Coop Elec Assn,Cooperative,MN,MISO,"13,279.3","100,895","5,256",.,Y,N,N
2022,7487,City of Grand Marais - (MN),Municipal,MN,MISO,"2,714.6","24,283","1,286",.,Y,Y,N
2022,7489,Grand Rapids Public Util Comm,Municipal,MN,MISO,"19,120.0","156,690","7,681",.,Y,Y,Y
2022,7494,City of Granite Falls - (MN),Municipal,MN,MISO,"3,870.3","29,099","1,604",.,Y,N,N
2022,7732,City of Grove City,Municipal,MN,MISO,"1,033.0","7,601",421,.,Y,N,N
2022,7870,H-D Electric Coop Inc,Cooperative,MN,SWPP,20.0,158,11,.,N,N,N
2022,7969,City of Halstad - (MN),Municipal,MN,MISO,"1,004.0","8,274",321,.,N,N,N
2022,8131,City of Harmony - (MN),Municipal,MN,MISO,813.0,"8,318",739,.,N,N,N
2022,8307,Hawley Public Utilities Comm,Municipal,MN,MISO,"2,636.0","20,588","1,184",.,N,Y,N
2022,8459,City of Henning - (MN),Municipal,MN,MISO,907.8,"8,200",548,.,N,N,N
2022,8543,Hibbing Public Utilities Comm,Municipal,MN,MISO,"13,004.0","105,032","7,801",.,Y,N,N
2022,9599,City of Jackson - (MN),Municipal,MN,MISO,"5,688.3","44,913","1,974",.,N,N,N
2022,9650,City of Janesville - (MN),Municipal,MN,MISO,"1,540.0","12,299","1,187",.,N,N,N
2022,9991,Kandiyohi Power Coop,Cooperative,MN,MISO,"21,277.0","167,292","8,937",.,Y,N,N
2022,10037,City of Kasota - (MN),Municipal,MN,MISO,419.0,"3,762",354,.,N,N,N
2022,10040,City of Kasson,Municipal,MN,MISO,"3,947.6","34,430","2,742",.,Y,Y,N
2022,10089,Keewatin Public Utilities,Municipal,MN,MISO,589.6,"5,033",526,.,N,N,N
2022,10179,Kenyon Municipal Utilities,Municipal,MN,MISO,"1,982.5","16,108","1,016",.,N,N,N
2022,10595,City of Lake City - (MN),Municipal,MN,MISO,"9,894.0","106,892","3,248",.,Y,N,N
2022,10609,City of Lake Park - (MN),Municipal,MN,MISO,778.0,"7,673",534,.,N,N,N
2022,10622,City of Lakefield - (MN),Municipal,MN,MISO,"1,670.0","15,441","1,023",.,N,N,N
2022,10685,Lanesboro Public Utility Comm,Municipal,MN,MISO,664.5,"7,159",638,.,N,N,N
2022,10814,City of Le Sueur - (MN),Municipal,MN,MISO,"7,765.5","86,688","2,317",.,Y,N,Y
2022,11064,Litchfield Public Utilities,Municipal,MN,MISO,"11,811.0","152,255","3,275",.,Y,Y,N
2022,11332,City of Luverne - (MN),Municipal,MN,SWPP,"7,652.0","71,915","2,591",.,Y,Y,N
2022,11345,"Lyon Electric Cooperative, Inc.",Cooperative,MN,SWPP,"10,972.9","97,863","3,945",.,Y,N,N
2022,11424,City of Mabel - (MN),Municipal,MN,MISO,615.6,"4,775",465,.,N,N,N
2022,11482,City of Madison - (MN),Municipal,MN,MISO,"1,445.9","17,562",982,.,Y,Y,N
2022,11910,McLeod Cooperative Power Assn,Cooperative,MN,MISO,"22,657.0","183,065","7,006",.,Y,N,Y
2022,12286,Melrose Public Utilities,Municipal,MN,MISO,"10,183.3","122,653","1,681",.,N,N,N
2022,12897,Moose Lake Water & Light Comm,Municipal,MN,MISO,"4,514.0","33,289",989,.,Y,N,N
2022,12900,City of Mora - (MN),Municipal,MN,MISO,"5,435.0","53,077","1,919",.,Y,Y,N
2022,13044,City of Mountain Iron - (MN),Municipal,MN,MISO,"2,601.0","24,071","1,249",.,N,N,N
2022,13048,City of Mountain Lake - (MN),Municipal,MN,MISO,"3,047.4","28,976","1,062",.,Y,Y,N
2022,13219,City of Nashwauk - (MN),Municipal,MN,MISO,965.0,"10,562",548,.,N,N,N
2022,13465,City of Nielsville - (MN),Municipal,MN,MISO,61.0,503,52,.,N,N,N
2022,13480,New Prague Utilities Comm,Municipal,MN,MISO,"6,469.0","68,905","3,759",.,Y,Y,Y
2022,13488,New Ulm Public Utilities Comm,Municipal,MN,MISO,"24,256.0","193,837","7,417",.,Y,Y,N
2022,13495,City of Newfolden - (MN),Municipal,MN,MISO,368.0,"3,200",241,.,N,N,N
2022,13681,North Branch Water & Light Comm,Municipal,MN,MISO,"4,032.0","26,730","2,092",.,N,N,N
2022,13684,Nobles Cooperative Electric,Cooperative,MN,MISO,"22,663.6","194,839","6,937",.,Y,N,Y
2022,13700,North Itasca Electric Coop Inc,Cooperative,MN,MISO,"9,150.9","54,256","5,560",.,Y,N,N
2022,13730,City of North St Paul - (MN),Municipal,MN,MISO,"11,191.8","70,923","6,637",.,Y,N,Y
2022,13731,"North Star Electric Coop, Inc",Cooperative,MN,MISO,"15,773.5","112,918","6,872",.,Y,Y,N
