Data Year,BA ID,BA Code,State,Balancing Authority Name
2022,13501,NYIS,NY,New York Independent System Operator
2022,13501,NYIS,PA,New York Independent System Operator
2022,12825,NWMT,ID,NorthWestern Energy (NWMT)
2022,12825,NWMT,MT,NorthWestern Energy (NWMT)
2022,12825,NWMT,WY,NorthWestern Energy (NWMT)
2022,14725,PJM,DC,"PJM Interconnection, LLC"
2022,14725,PJM,DE,"PJM Interconnection, LLC"
2022,14725,PJM,IL,"PJM Interconnection, LLC"
2022,14725,PJM,IN,"PJM Interconnection, LLC"
2022,14725,PJM,KY,"PJM Interconnection, LLC"
2022,14725,PJM,MD,"PJM Interconnection, LLC"
2022,14725,PJM,MI,"PJM Interconnection, LLC"
2022,14725,PJM,NC,"PJM Interconnection, LLC"
2022,14725,PJM,NJ,"PJM Interconnection, LLC"
2022,14725,PJM,NY,"PJM Interconnection, LLC"
2022,14725,PJM,OH,"PJM Interconnection, LLC"
2022,14725,PJM,PA,"PJM Interconnection, LLC"
2022,14725,PJM,TN,"PJM Interconnection, LLC"
2022,14725,PJM,VA,"PJM Interconnection, LLC"
2022,14725,PJM,WV,"PJM Interconnection, LLC"
2022,5326,DOPD,WA,PUD No. 1 of Douglas County
2022,14379,PACE,AZ,PacifiCorp - East
2022,14379,PACE,CO,PacifiCorp - East
2022,14379,PACE,ID,PacifiCorp - East
2022,14379,PACE,MT,PacifiCorp - East
2022,14379,PACE,NM,PacifiCorp - East
2022,14379,PACE,OR,PacifiCorp - East
2022,14379,PACE,UT,PacifiCorp - East
2022,14379,PACE,WY,PacifiCorp - East
2022,14378,PACW,CA,PacifiCorp - West
2022,14378,PACW,NV,PacifiCorp - West
2022,14378,PACW,OR,PacifiCorp - West
2022,14378,PACW,WA,PacifiCorp - West
2022,15248,PGE,OR,Portland General Electric Company
2022,15466,PSCO,AZ,Public Service Company of Colorado
2022,15466,PSCO,CO,Public Service Company of Colorado
2022,15466,PSCO,NM,Public Service Company of Colorado
2022,15466,PSCO,WY,Public Service Company of Colorado
2022,15473,PNM,AZ,Public Service Company of New Mexico
2022,15473,PNM,CO,Public Service Company of New Mexico
2022,15473,PNM,NM,Public Service Company of New Mexico
2022,15473,PNM,OK,Public Service Company of New Mexico
2022,15473,PNM,TX,Public Service Company of New Mexico
2022,3413,CHPD,WA,Public Utility District No. 1 of Chelan County
2022,14624,GCPD,WA,"Public Utility District No. 2 of Grant County, Washington"
2022,15500,PSEI,WA,Puget Sound Energy
2022,16572,SRP,AZ,Salt River Project
2022,16868,SCL,WA,Seattle City Light
2022,21554,SEC,FL,Seminole Electric Cooperative
2022,17543,SC,SC,South Carolina Public Service Authority
2022,29304,SEPA,GA,Southeastern Power Administration
2022,29304,SEPA,NC,Southeastern Power Administration
2022,29304,SEPA,SC,Southeastern Power Administration
2022,18195,SOCO,AL,"Southern Company Services, Inc. - Trans"
2022,18195,SOCO,FL,"Southern Company Services, Inc. - Trans"
2022,18195,SOCO,GA,"Southern Company Services, Inc. - Trans"
2022,18195,SOCO,MS,"Southern Company Services, Inc. - Trans"
2022,59504,SWPP,AR,Southwest Power Pool
2022,59504,SWPP,CO,Southwest Power Pool
2022,59504,SWPP,IA,Southwest Power Pool
2022,59504,SWPP,KS,Southwest Power Pool
2022,59504,SWPP,LA,Southwest Power Pool
2022,59504,SWPP,MN,Southwest Power Pool
2022,59504,SWPP,MO,Southwest Power Pool
2022,59504,SWPP,MT,Southwest Power Pool
2022,59504,SWPP,ND,Southwest Power Pool
2022,59504,SWPP,NE,Southwest Power Pool
2022,59504,SWPP,NM,Southwest Power Pool
2022,59504,SWPP,OK,Southwest Power Pool
2022,59504,SWPP,SD,Southwest Power Pool
2022,59504,SWPP,TX,Southwest Power Pool
2022,17716,SPA,AR,Southwestern Power Administration
2022,17716,SPA,MO,Southwestern Power Administration
2022,17716,SPA,OK,Southwestern Power Administration
2022,18454,TEC,FL,Tampa Electric Company
2022,18642,TVA,AL,Tennessee Valley Authority
2022,18642,TVA,GA,Tennessee Valley Authority
2022,18642,TVA,KY,Tennessee Valley Authority
2022,18642,TVA,MS,Tennessee Valley Authority
2022,18642,TVA,NC,Tennessee Valley Authority
2022,18642,TVA,TN,Tennessee Valley Authority
2022,18642,TVA,VA,Tennessee Valley Authority
2022,24211,TEPC,AZ,Tucson Electric Power Company
2022,24211,TEPC,NM,Tucson Electric Power Company
2022,19281,TIDC,CA,Turlock Irrigation District
2022,25471,WALC,AZ,Western Area Power Administration - Desert Southwest Region
2022,25471,WALC,CA,Western Area Power Administration - Desert Southwest Region
2022,25471,WALC,NM,Western Area Power Administration - Desert Southwest Region
2022,25471,WALC,NV,Western Area Power Administration - Desert Southwest Region
2022,25471,WALC,UT,Western Area Power Administration - Desert Southwest Region
2022,28503,WACM,CO,Western Area Power Administration - Rocky Mountain Region
2022,28503,WACM,KS,Western Area Power Administration - Rocky Mountain Region
2022,28503,WACM,MT,Western Area Power Administration - Rocky Mountain Region
2022,28503,WACM,ND,Western Area Power Administration - Rocky Mountain Region
2022,28503,WACM,NE,Western Area Power Administration - Rocky Mountain Region
2022,28503,WACM,NM,Western Area Power Administration - Rocky Mountain Region
2022,28503,WACM,SD,Western Area Power Administration - Rocky Mountain Region
2022,28503,WACM,UT,Western Area Power Administration - Rocky Mountain Region
2022,28503,WACM,WY,Western Area Power Administration - Rocky Mountain Region
2022,19610,WAUW,MT,Western Area Power Administration UGP West
2022,19610,WAUW,UT,Western Area Power Administration UGP West
2022,19610,WAUW,WY,Western Area Power Administration UGP West
