|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,|.."Data Type O = Observed I = Imputed"|
2022,261,AGC Division of APGI Inc,PA,Investor Owned,RFC,301.5,336.6,"3,701,979","139,491",0,0,0,0,0,0,0,"3,841,470","2,280,383","1,509,738",0,0,"51,349","3,841,470","121,625.0",0.0,"106,603.0",885.0,0.0,"7,788.0","236,901.0",O
2022,276,Alcorn County Elec Power Assn,MS,Cooperative,SERC,125.8,122.9,0,"613,647",0,.,0,0,0,0,0,"613,647","585,498",0,0,"1,144","27,005","613,647","61,678.0",.,0.0,0.0,0.0,"4,014.4","65,692.4",O
2022,295,City of Alexandria - (MN),MN,Municipal,MRO,61.9,46.6,31,"302,232",.,.,0,.,.,0,.,"302,263","292,697",.,.,.,"9,566","302,263","26,310.1",.,.,.,.,"2,396.8","28,706.9",O
2022,296,"Alfalfa Electric Coop, Inc",OK,Cooperative,SPP,77.1,76.5,.,"461,235",.,.,0,"1,775","1,775",0,.,"461,235","445,958",.,402,.,"14,875","461,235","44,430.0",.,.,.,.,289.0,"44,719.0",O
2022,298,City of Alexandria - (LA),LA,Municipal,SERC,164.0,133.0,"189,042","736,464",.,.,0,.,.,0,.,"925,506","668,100","189,042",.,"11,825","56,539","925,506","77,782.0",.,"18,063.0",.,.,.,"95,845.0",O
2022,305,Alger-Delta Coop Electric Assn,MI,Cooperative,MISO,18.4,17.0,0,"112,182",0,0,.,0,0,.,0,"112,182","103,764",0,0,0,"8,418","112,182","17,807.8",.,0.0,0.0,0.0,0.0,"17,807.8",O
2022,307,Algoma Utility Comm,WI,Municipal,MISO,7.2,6.0,0,"36,608",0,0,.,0,0,.,0,"36,608","34,905",0,0,80,"1,623","36,608","4,180.5",.,0.0,0.0,0.0,39.7,"4,220.2",O
2022,332,Allegheny Electric Coop Inc,PA,Cooperative,RFC,680.7,826.9,"2,093,844","1,764,631",.,"15,646","-15,646",.,.,0,.,"3,842,829",.,"3,799,716",.,.,"43,113","3,842,829",.,.,"208,730.0",.,"2,600.0","5,812.0","217,142.0",O
2022,343,AEP Generating Company,OH,Investor Owned,RFC,"1,099.0","1,050.0","2,961,175",.,.,.,0,.,.,0,.,"2,961,175",.,"2,961,175",.,.,.,"2,961,175",.,.,"334,751.0",.,.,192.0,"334,943.0",O
2022,392,Alpena Power Co,MI,Investor Owned,RFC,66.0,51.0,.,"360,617",.,.,0,.,.,0,.,"360,617","346,358",.,.,161,"14,098","360,617","39,107.8",.,.,.,.,216.3,"39,324.1",O
2022,407,Altamaha Electric Member Corp,GA,Cooperative,SERC,109.2,120.9,.,"550,343",.,.,0,.,.,0,.,"550,343","537,553",.,.,.,"12,790","550,343","58,903.0",.,.,.,.,"2,041.0","60,944.0",O
2022,471,Amana Society Service Co,IA,Investor Owned,MRO,13.4,12.3,845,"78,621",.,.,0,0,.,0,.,"79,466","75,924",143,.,.,"3,399","79,466","8,273.0",.,83.0,.,.,63.0,"8,419.0",O
2022,540,BP Energy Company,TX,Retail Power Marketer,TRE,.,.,.,"1,228,104",.,.,0,.,.,0,.,"1,228,104","1,228,104",.,.,.,.,"1,228,104","90,369.0",.,.,.,.,.,"90,369.0",O
2022,554,City of Ames - (IA),IA,Municipal,MRO,155.0,112.7,"319,361","481,909",.,.,0,.,.,0,.,"801,270","671,815","108,468",.,437,"20,550","801,270","62,686.3",0.0,"4,308.0",0.0,443.9,"1,761.9","69,200.1",O
2022,562,Amicalola Electric Member Corp,GA,Cooperative,SERC,207.0,225.1,.,"885,781",.,.,0,.,.,0,.,"885,781","822,257",.,.,"1,018","62,506","885,781","100,208.1",.,.,.,.,"9,174.8","109,382.9",O
2022,571,City of Amory,MS,Municipal,SERC,29.5,22.1,0,"134,204",0,.,0,0,0,0,0,"134,204","129,459",0,0,0,"4,745","134,204","14,710.0",.,0.0,0.0,0.0,373.0,"15,083.0",O
2022,577,City of Alcoa Utilities,TN,Municipal,SERC,146.0,200.2,0,"666,603",0,.,0,0,0,0,0,"666,603","623,017",0,0,0,"43,586","666,603","75,687.0",.,0.0,0.0,0.0,"2,031.7","77,718.7",O
2022,590,City of Anaheim - (CA),CA,Municipal,WECC,566.0,333.0,.,"2,807,837",.,.,0,.,.,0,.,"2,807,837","2,221,927","494,471",.,.,"91,439","2,807,837","347,824.0",.,"20,640.0",.,"33,503.0","43,217.0","445,184.0",O
2022,604,City of Andalusia,AL,Municipal,SERC,61.0,59.2,.,"360,649",.,.,0,.,.,0,.,"360,649","355,922",.,.,.,"4,727","360,649","28,924.0",.,.,.,.,.,"28,924.0",O
2022,636,City of Anderson - (IN),IN,Municipal,RFC,186.2,138.6,0,"942,594",0,0,0,0,0,0,0,"942,594","868,441",.,.,"10,325","63,828","942,594","86,964.3",.,.,.,.,"1,283.4","88,247.7",O
2022,659,American Transmission Co,WI,Transmission,,"12,808.1","9,277.2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"-31,672.9","775,804.7","2,264.4","746,396.2",O
2022,689,Connexus Energy,MN,Cooperative,MRO,513.0,332.3,"34,068","2,110,033",.,.,0,.,.,0,.,"2,144,101","2,074,469",0,.,.,"69,632","2,144,101","257,552.7",.,.,.,.,.,"257,552.7",O
2022,690,City of Bardstown - (KY),KY,Municipal,RFC,39.3,31.7,.,"192,857",.,.,0,.,.,0,.,"192,857","185,461",.,.,.,"7,396","192,857","17,958.0",.,.,.,.,.,"17,958.0",O
2022,691,City of Anoka,MN,Municipal,MRO,62.1,40.7,.,"283,901",.,.,0,.,.,0,.,"283,901","279,108",.,.,.,"4,793","283,901","36,188.0",.,.,.,.,.,"36,188.0",O
2022,712,Arkansas River Power Authority,CO,Political Subdivision,WECC,65.3,43.8,"22,229","259,484",.,.,0,.,.,0,.,"281,713",.,"278,083",.,.,"3,630","281,713",.,.,"27,850.1",.,.,.,"27,850.1",O
2022,719,Town of Apex- (NC),NC,Municipal,SERC,115.0,64.9,.,"413,403",.,.,0,.,.,0,.,"413,403","352,556",.,"2,603","9,120","49,124","413,403","41,793.4",.,.,.,.,.,"41,793.4",O
2022,727,Appalachian Electric Coop,TN,Cooperative,SERC,208.2,346.8,0,"1,024,265",0,.,0,0,0,0,0,"1,024,265","955,195",0,0,"1,148","67,923","1,024,265","118,650.0",.,0.0,0.0,0.0,"6,472.9","125,122.9",O
2022,733,Appalachian Power Co,OH,Investor Owned,RFC,"5,348.0","6,631.0","18,048,848","15,464,394",.,.,0,.,.,0,.,"33,513,242","26,573,624","4,894,857",878,.,"2,043,883","33,513,242","2,966,343.0",900.0,"410,610.0","-20,665.0","169,442.0","99,467.0","3,626,097.0",O
2022,750,Arab Electric Coop Inc,AL,Cooperative,SERC,73.8,98.9,0,"336,198",0,.,0,0,0,0,0,"336,198","307,983",0,0,335,"27,880","336,198","37,997.0",.,0.0,0.0,0.0,"1,253.5","39,250.5",O
2022,796,Arizona Electric Pwr Coop Inc,AZ,Cooperative,WECC,754.1,411.8,"1,959,921","818,280","71,979","62,024","9,955",.,.,0,.,"2,788,156",0,"2,764,051",.,.,"24,105","2,788,156",0.0,.,"258,837.0",.,"22,935.0","9,461.0","291,233.0",O
2022,798,Arizona Power Authority,AZ,State,WECC,250.3,198.5,.,"706,328",.,.,0,.,.,0,.,"706,328",.,"706,328",.,.,.,"706,328",.,.,"19,917.1",.,.,.,"19,917.1",O
2022,803,Arizona Public Service Co,AZ,Investor Owned,WECC,"7,587.0","4,543.0","27,481,942","9,147,411",0,0,0,"44,897,552","44,897,552",0,.,"36,629,353","30,521,957","4,076,971",.,"64,746","1,965,679","36,629,353","3,813,727.7",0.0,"397,994.2",0.0,"116,696.3","6,019.5","4,334,437.7",O
2022,807,Arkansas Electric Coop Corp,AR,Cooperative,SPP,"3,107.0","3,321.0","10,684,579","5,840,582",.,.,0,.,.,0,.,"16,525,161",.,"16,197,937",.,.,"327,224","16,525,161",.,.,"1,229,255.0",.,"25,877.0","21,389.0","1,276,521.0",O
2022,814,Entergy Arkansas LLC,AR,Investor Owned,SERC,"4,759.0","3,745.0","27,975,340","4,289,077",.,.,0,.,.,0,.,"32,264,417","22,326,106","8,426,332",.,"39,111","1,472,868","32,264,417","2,056,564.9",.,"427,405.9",.,"127,393.5","45,632.5","2,656,996.8",O
2022,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,SERC,354.6,395.9,.,"1,402,622",.,.,0,.,.,0,.,"1,402,622","1,346,606",.,.,366,"55,650","1,402,622","153,246.3",.,.,.,.,"11,814.9","165,061.2",O
2022,924,"Associated Electric Coop, Inc",MO,Transmission,SERC,"4,538.0","5,899.0","24,554,379","6,468,314",.,.,0,.,.,0,.,"31,022,693",.,"29,662,252",.,"4,279","1,356,162","31,022,693",.,.,"1,617,560.0","23,751.7","30,560.1",.,"1,671,871.8",O
2022,944,City of Athens - (AL),AL,Municipal,SERC,323.5,427.5,0,"1,574,907",0,.,0,0,0,0,0,"1,574,907","1,496,644",0,0,0,"78,263","1,574,907","159,174.0",.,0.0,0.0,0.0,"3,039.0","162,213.0",O
2022,947,Athens Utility Board,TN,Municipal,SERC,115.9,107.7,0,"669,270",0,.,0,0,0,0,0,"669,270","646,776",0,0,"1,036","21,458","669,270","57,512.0",.,0.0,0.0,0.0,"1,028.3","58,540.3",O
2022,963,Atlantic City Electric Co,NJ,Investor Owned,RFC,"2,458.0","1,421.0",.,"6,298,978",.,.,0,.,.,0,.,"6,298,978","5,373,646","576,924",.,"5,877","342,531","6,298,978","992,392.0","204,583.2","36,576.0","8,881.3","197,181.0","-5,498.2","1,434,115.3",O
2022,970,Homefield Energy,TX,Retail Power Marketer,RFC,.,.,.,"7,264,934",.,.,0,.,.,0,.,"7,264,934","7,264,934",.,.,.,.,"7,264,934","377,738.9",.,.,.,.,.,"377,738.9",O
2022,994,City of Auburn - (IN),IN,Municipal,RFC,76.1,66.3,.,"420,655",.,.,0,.,.,0,.,"420,655","416,737",.,"1,171",.,"2,747","420,655","46,207.1",.,.,.,.,"1,891.7","48,098.8",O
2022,1009,City of Austin - (MN),MN,Municipal,MRO,66.0,46.7,.,"334,881",.,.,0,.,.,0,.,"334,881","328,085",.,.,.,"6,796","334,881","35,006.0",.,.,.,.,379.3,"35,385.3",O
2022,1015,Austin Energy,TX,Municipal,TRE,"2,953.0","2,424.0","7,833,633","9,294,197","993,849","1,972,267","-978,418",.,.,0,.,"16,149,412","14,286,216","1,335,521",.,.,"527,675","16,149,412","1,442,171.5",.,"61,193.2",.,"87,630.7",.,"1,590,995.4",O
2022,1050,City of Azusa,CA,Municipal,WECC,60.6,38.7,.,"328,416",.,.,0,.,.,0,"-6,738","321,678","237,344","71,986",.,.,"12,348","321,678","38,571.0",.,"4,348.0",.,.,"1,718.0","44,637.0",O
2022,1149,Baldwin County El Member Corp,AL,Cooperative,SERC,375.0,351.0,.,"1,638,576",.,.,0,.,.,0,.,"1,638,576","1,550,018",.,.,.,"88,558","1,638,576","185,741.0",.,.,.,.,.,"185,741.0",O
2022,1167,Baltimore Gas & Electric Co,MD,Investor Owned,RFC,"6,520.0","5,698.0",.,"15,495,430",.,.,0,.,.,0,.,"15,495,430","13,624,887",.,.,"19,295","1,851,248","15,495,430","1,951,992.6","526,775.3",.,.,"324,572.8","87,728.2","2,891,068.9",O
2022,1169,Bailey County Elec Coop Assn,TX,Cooperative,SPP,83.7,60.4,.,"381,567",.,.,0,.,.,0,.,"381,567","353,062",.,.,65,"28,440","381,567","43,176.0",.,.,.,.,183.0,"43,359.0",O
2022,1175,"Bandera Electric Coop, Inc",TX,Cooperative,TRE,180.3,254.9,.,"803,135",.,.,0,.,.,0,.,"803,135","742,094",.,.,935,"60,106","803,135","77,200.0",.,.,.,"5,760.0","1,678.0","84,638.0",O
2022,1179,Versant Power,ME,Investor Owned,NPCC,369.0,384.0,.,"1,884,258",.,.,0,"889,838","888,126","1,712","-1,712","1,884,258","1,389,221","462,762",.,0,"32,275","1,884,258","278,777.6","42,655.9","35,280.9",-523.0,"3,353.9","1,961.7","361,507.0",O
2022,1196,Village of Baraga - (MI),MI,Municipal,MISO,3.9,3.5,0,"19,530",0,0,.,0,0,.,0,"19,530","17,758",0,0,0,"1,772","19,530","2,388.8",.,0.0,0.0,0.0,0.0,"2,388.8",O
2022,1251,Barron Electric Coop,WI,Cooperative,MRO,65.0,60.7,171,"393,543",.,.,0,.,.,0,.,"393,714","338,279","34,903",.,872,"19,660","393,714","38,122.1",.,"1,318.0",.,.,110.0,"39,550.1",O
2022,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,TRE,60.4,81.9,.,"255,559",.,.,0,.,.,0,.,"255,559","241,896",.,.,.,"13,663","255,559","36,986.1",.,.,.,.,"2,633.1","39,619.2",O
2022,1283,Bartholomew County Rural E M C,IN,Cooperative,RFC,91.5,96.1,.,"430,777",.,.,0,.,.,0,.,"430,777","419,164",.,.,.,"11,613","430,777","47,490.6",.,.,.,.,375.1,"47,865.7",O
2022,1300,City of Bartow - (FL),FL,Municipal,FRCC,61.1,63.9,.,"304,294",.,.,0,.,.,0,.,"304,294","291,197",.,.,.,"13,097","304,294","39,158.3",.,.,.,.,.,"39,158.3",O
2022,1307,Basin Electric Power Coop,ND,Cooperative,SPP,"4,375.0","4,679.0","20,159,375","15,544,211","96,626","90,711","5,915","1,093,409","1,093,409",0,.,"35,709,501","1,118,894","34,585,365",.,.,"5,242","35,709,501","65,486.0",.,"1,823,461.0",.,128.6,.,"1,889,075.6",O
2022,1325,City of Batavia - (IL),IL,Municipal,RFC,88.1,66.3,.,"420,155",.,.,0,.,.,0,.,"420,155","403,216",.,.,.,"16,939","420,155","46,051.0",.,.,.,.,"3,196.0","49,247.0",O
2022,1366,City of Bay City - (MI),MI,Municipal,RFC,74.6,41.9,"2,523","327,188",.,.,0,.,.,0,.,"329,711","312,733",.,6,.,"16,972","329,711","46,878.0",.,.,.,.,315.2,"47,193.2",O
2022,1456,Town of Bedford - (VA),VA,Municipal,RFC,34.8,55.0,"19,663","166,003",.,.,0,.,.,0,.,"185,666","170,896",.,.,.,"14,770","185,666","20,344.0",.,.,.,.,.,"20,344.0",O
2022,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,SERC,282.0,328.0,.,"1,577,584",.,.,0,.,.,0,.,"1,577,584","1,518,376",.,.,"1,046","58,162","1,577,584","144,825.0",.,.,.,.,.,"144,825.0",O
2022,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,MRO,73.7,111.1,.,"528,537",.,.,0,.,.,0,.,"528,537","398,862","107,738",.,"1,484","20,453","528,537","50,987.0",.,"6,776.0",.,.,305.0,"58,068.0",O
2022,1572,Badger Power Marketing Authority,WI,Wholesale Power Marketer,RFC,71.3,64.0,.,"393,598",.,.,0,.,.,0,.,"393,598",0,"393,382",.,.,216,"393,598",.,.,"29,307.0",.,.,.,"29,307.0",O
2022,1578,Benton County,TN,Municipal,SERC,49.4,49.8,0,"213,177",0,.,0,0,0,0,0,"213,177","202,021",0,0,562,"10,594","213,177","26,720.0",.,0.0,0.0,0.0,893.1,"27,613.1",O
2022,1579,PUD No 1 of Benton County,WA,Political Subdivision,WECC,454.9,393.0,.,"2,289,802",.,.,0,.,.,0,"-40,677","2,249,125","1,806,384","378,189",.,"2,371","62,181","2,249,125","134,451.0",.,"33,354.0",.,"1,600.0","11,839.0","181,244.0",O
2022,1581,City of Benton - (AR),AR,Municipal,SERC,81.8,44.6,.,"317,126",.,.,0,.,.,0,.,"317,126","279,184",.,"1,829","11,387","24,726","317,126","25,595.0",.,.,.,.,992.0,"26,587.0",O
2022,1582,City of Benton - (KY),KY,Municipal,SERC,16.6,11.6,0,"71,269",0,.,0,0,0,0,0,"71,269","68,042",0,0,50,"3,178","71,269","8,489.0",.,0.0,0.0,0.0,101.9,"8,590.9",O
2022,1586,City of Bentonville - (AR),AR,Municipal,SPP,177.0,140.0,.,"719,455",.,.,0,.,.,0,.,"719,455","697,161",.,.,.,"22,294","719,455","69,308.0",.,.,16.7,.,"1,062.0","70,386.7",O
2022,1591,"Big Country Electric Coop, Inc",TX,Cooperative,TRE,84.4,88.2,.,"394,405",.,.,0,.,.,0,.,"394,405","363,341",.,.,.,"31,064","394,405","47,807.0",.,.,.,.,.,"47,807.0",O
2022,1611,"Messer Energy Services, Inc.",NJ,Retail Power Marketer,RFC,161.2,161.2,.,"1,261,552",.,.,0,.,.,0,.,"1,261,552","1,236,361",.,.,.,"25,191","1,261,552","70,122.0",.,.,.,.,.,"70,122.0",O
2022,1613,Berkeley Electric Coop Inc,SC,Cooperative,SERC,828.5,926.3,.,"4,409,997",.,.,0,.,.,0,.,"4,409,997","4,327,244",.,.,"6,263","76,490","4,409,997","391,518.0",.,.,.,.,"-8,689.0","382,829.0",O
2022,1625,Benton Rural Electric Assn,WA,Cooperative,WECC,128.3,130.4,.,"638,360",.,.,0,.,.,0,.,"638,360","610,723",.,107,.,"27,530","638,360","44,624.6",.,.,.,.,299.0,"44,923.6",O
2022,1640,City of Bessemer Utilities,AL,Municipal,SERC,67.8,58.4,0,"311,355",0,.,0,0,0,0,0,"311,355","283,629",0,0,0,"27,726","311,355","34,576.0",.,0.0,0.0,0.0,413.3,"34,989.3",O
2022,1692,Big Rivers Electric Corp,KY,Cooperative,SERC,"1,424.0","1,360.0","3,121,412","2,481,549","5,391,978","5,303,054","88,924","17,999","17,999",0,.,"5,691,885",.,"5,517,439",.,"6,184","168,262","5,691,885",.,.,"468,064.5",.,"22,200.0",83.0,"490,347.5",O
2022,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,RFC,43.4,74.4,.,"228,320",.,.,0,.,.,0,.,"228,320","215,782",.,.,.,"12,538","228,320","28,471.0",.,.,.,836.0,.,"29,307.0",O
2022,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,WECC,152.2,74.5,0,"588,915",0,0,0,"8,384","8,384",0,.,"588,915","547,865",0,0,558,"40,492","588,915","39,818.3",0.0,0.0,0.0,103.1,308.0,"40,229.4",O
2022,1738,Bonneville Power Administration,OR,Federal,WECC,"8,916.0","11,068.0","84,479,638","88,014,431",.,.,0,"103,085,275","103,085,275",0,.,"172,494,069","1,216,336","170,232,618",.,"1,045,115",.,"172,494,069","45,091.0",.,"3,694,280.7",.,"1,086,503.3",.,"4,825,875.0",O
2022,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,SERC,165.6,234.4,.,"731,603",.,.,0,.,.,0,.,"731,603","702,358",.,.,350,"28,895","731,603","80,320.3",.,.,.,.,337.3,"80,657.6",O
2022,1764,Black Diamond Power Co,WV,Investor Owned,RFC,12.7,13.7,0,"48,906",.,.,0,.,.,0,.,"48,906","48,906",0,0,0,0,"48,906","6,409.2",0.0,0.0,0.0,0.0,0.0,"6,409.2",O
2022,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,WECC,34.0,50.1,218,"184,464",.,.,0,.,.,0,.,"184,682","169,320",85,.,756,"14,521","184,682","23,550.9",.,6.6,-150.0,534.0,77.9,"24,019.4",O
2022,1775,Black River Electric Coop - (MO),MO,Cooperative,SERC,101.4,136.9,65,"481,088",.,.,0,.,.,0,.,"481,153","457,702",.,.,449,"23,002","481,153","48,770.0",.,.,.,.,259.0,"49,029.0",O
2022,1776,City of Black River Falls,WI,Municipal,MISO,10.7,9.5,"4,683","53,373",0,0,.,0,0,.,0,"58,056","54,864",0,0,365,"2,827","58,056","7,415.5",.,0.0,0.0,0.0,59.5,"7,475.0",O
2022,1780,Black Warrior Elec Member Corp,AL,Cooperative,SERC,99.0,114.1,.,"407,191",.,.,0,.,.,0,.,"407,191","383,804",.,.,.,"23,387","407,191","45,538.6",.,.,.,.,.,"45,538.6",O
2022,1857,Block Island Utility District,RI,Political Subdivision,NPCC,5.3,1.9,347,"14,052",.,.,0,.,.,0,.,"14,399","14,399",0,0,0,0,"14,399","5,314.0",.,.,.,.,.,"5,314.0",O
2022,1884,BENCO Electric Cooperative,MN,Cooperative,MRO,78.0,54.0,0,"404,225",.,.,0,.,.,0,.,"404,225","384,887",.,.,733,"18,605","404,225","51,702.0",.,.,769.0,.,.,"52,471.0",O
2022,1886,Blue Grass Energy Coop Corp,KY,Cooperative,RFC,272.0,342.0,.,"1,408,329",.,.,0,.,.,0,.,"1,408,329","1,353,895",.,"1,162",.,"53,272","1,408,329","155,355.0",.,.,.,.,"3,142.0","158,497.0",O
