,Year,Month,Event date,Event time,Restoration date,Restoration time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 14
43,2017,5,05/28/2017,7:30 PM,05/29/2017 10:00 PM,,"26 Hours, 30 Minutes","Southwest Power Pool, Inc.",SERC,Louisiana: Texas,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,103000,
44,2017,6,06/11/2017,2:39 PM,06/11/2017,5:55 PM,"3 Hours, 16 Minutes",MISO,RFC,Michigan,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Transmission Interruption,63,Unknown,
45,2017,7,07/07/2017,3:30 AM,07/08/2017,7:30 PM,"40 Hours,0 Minutes",Consumers Energy Co,RFC,"Michigan: Kent County, Ottawa County, Muskegon County, Barry County, Oceana County, Eaton County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,160000,
46,2017,7,07/08/2017,6:52 PM,07/09/2017,8:00 AM,"13 Hours,8 Minutes",Los Angeles Department of Water & Power,WECC,California: Los Angeles County,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident- Transmission Interruption,645,176867,
47,2017,7,07/18/2017,4:23 PM,07/18/2017,6:39 PM,"2 Hours, 16 Minutes",Lower Colorado,WECC,Nevada,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident- Severe Weather,0,0,
48,2017,7,07/22/2017 10:00 PM,,,.,".. Hours,",. Minutes,"Southwest Power Pool, Inc.",SERC,"Loss of electric service to more than 50,000 customers for 1 Missouri",hour or more-Severe Weather,Unknown,131000
49,2017,7,07/22/2017 10:00 PM,,,.,".. Hours,",. Minutes,KCP&L Greater Missouri Operations Company,SERC,"Loss of electric service to more than 50,000 customers for 1 Missouri",hour or more-Severe Weather,Unknown,115000
50,2017,7,07/22/2017 10:00 PM,,07/23/2017 12:00 PM,,"14 Hours,0 Minutes",Kansas City Power & Light Co,SERC,"Missouri: Clay County, Jackson County, Lafayette County, Platte County; Kansas: Johnson County, Miami County, Wyandotte County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,112540,
51,2017,7,07/23/2017,4:00 AM,,.,".. Hours,",. Minutes,Ameren Missouri,SERC,"Loss of electric service to more than 50,000 customers for 1 Missouri: Illinois",hour or more-Severe Weather,Unknown,82000
52,2017,7,07/27/2017,6:00 AM,07/27/2017 11:29 AM,,"5 Hours, 29 Minutes",California Department of Water Resources,WECC,California: Butte County,Fuel supply emergencies that could impact electric power system adequacy or reliability- Fuel Supply Deficiency,0,0,
53,2017,8,08/21/2017 11:41 PM,,08/22/2017 12:21 AM,,"0 Hours, 40 Minutes",Pacific Gas & Electric Co,WECC,California: Plumas County,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System Operations,1,2,
54,2017,8,08/25/2017,6:17 PM,09/02/2017,5:00 PM,"190 Hours, 43 Minutes",American Electric Power - Texas,TRE,"Texas: Matagorda County, Nueces County, Aransas County, Refugio County, San Patricio County, Calhoun County, Victoria County, Jackson County, Live Oak County, Jim Wells County, Bee County, Lavaca County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,220400,
55,2017,8,08/25/2017,6:30 PM,09/05/2017,5:00 PM,"262 Hours, 30 Minutes",ERCOT,TRE,Texas,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,330000,
56,2017,8,08/26/2017 12:39 AM,,08/26/2017 12:52 AM,,"0 Hours, 13 Minutes",ERCOT,TRE,Texas,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Severe Weather,Unknown,Unknown,
57,2017,8,08/26/2017,6:26 AM,09/08/2017 12:00 AM,,"305 Hours, 34 Minutes",CenterPoint Energy,TRE,Texas,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,1076868,
58,2017,8,08/27/2017,5:10 AM,09/08/2017 12:00 AM,,"282 Hours, 50 Minutes",CenterPoint Energy,TRE,Texas: Harris County,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,1076868,
59,2017,8,08/30/2017,2:15 AM,,.,".. Hours,",. Minutes,Entergy Corp,TRE,"Loss of electric service to more than 50,000 customers for 1 Texas",hour or more-Severe Weather,Unknown,78500
60,2017,8,08/31/2017,2:49 PM,08/31/2017,5:14 PM,"2 Hours, 25 Minutes",Southern California Edison Co,WECC,California: Los Angeles County,Load shedding of 100 Megawatts or more implemented under emergency operational policy-Severe Weather,100,0,
61,2017,9,09/01/2017,3:41 PM,09/01/2017,8:30 PM,"4 Hours, 49 Minutes",Southern California Edison Co,WECC,California:,Load shedding of 100 Megawatts or more implemented under emergency operational policy-Severe Weather,337,0,
62,2017,9,09/09/2017 12:00 AM,,,.,".. Hours,",. Minutes,Tampa Electric Company,"Florida: Hillsborough County, FRCC","Loss of electric service to more than 50,000 customers for 1 Pasco County, Polk County;",hour or more-Severe Weather,1275,425000
63,2017,9,09/09/2017 12:30 PM,,,.,".. Hours,",. Minutes,Florida Power & Light,FRCC,"Loss of electric service to more than 50,000 customers for 1 Florida:",hour or more-Severe Weather,Unknown,3500000
64,2017,9,09/10/2017,6:35 PM,09/13/2017,5:00 PM,"70 Hours, 25 Minutes",Duke Energy Florida,FRCC,"Florida: Alachua County, Bay County, Brevard County, Citrus County, Columbia County, Dixie County, Flagler County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Leon County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Po","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",4500,1000000,
65,2017,9,09/10/2017,8:37 PM,,.,".. Hours,",. Minutes,Seminole Electric Cooperative Inc,FRCC,"Loss of electric service to more than 50,000 customers for 1 Florida:",hour or more-Severe Weather,Unknown,452555
66,2017,9,09/11/2017 12:30 AM,,,.,".. Hours,",. Minutes,Lakeland Electric,FRCC,"Loss of electric service to more than 50,000 customers for 1 Florida:",hour or more-Severe Weather,200,20000
67,2017,9,09/11/2017,2:27 AM,09/15/2017,8:44 PM,"114 Hours, 17 Minutes",Southern Company,SERC,Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",132,39659,
68,2017,9,09/11/2017 12:55 PM,,09/12/2017,8:00 AM,"19 Hours,5 Minutes",South Carolina Electric and Gas,SERC,South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",687,154832,
69,2017,9,09/11/2017,5:30 PM,09/13/2017,9:30 AM,"40 Hours,0 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",365,265729,
70,2017,10,10/08/2017,3:00 AM,,.,".. Hours,",. Minutes,Southern Company,SERC,"Loss of electric service to more than 50,000 customers for 1 Alabama: Florida: Mississippi:",hour or more-Severe Weather,306,91945
71,2017,10,10/09/2017,2:03 AM,10/17/2017,1:30 PM,"203 Hours, 27 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission Interruption",177,117900,
72,2017,10,10/09/2017,6:44 AM,,.,".. Hours,",. Minutes,Pacific Gas & Electric Co,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Severe California:,Weather,100,Unknown
73,2017,10,10/12/2017,9:09 AM,,.,".. Hours,",. Minutes,Clarksdale Public Utilities,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-System Mississippi: Coahoma County;,Operations,Unknown,Unknown
74,2017,10,10/16/2017,3:45 PM,10/16/2017,4:09 PM,"0 Hours, 24 Minutes",Bonneville Power Administration,WECC,Washington: Montana:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Transmission Interruption,0,0,
75,2017,10,10/16/2017,3:55 PM,10/16/2017,4:10 PM,"0 Hours, 15 Minutes",Peak Reliability,WECC,Washington:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Transmission Interruption,0,0,
76,2017,10,10/20/2017,3:44 AM,10/20/2017,3:45 AM,"0 Hours,1 Minutes",Peak Reliability,WECC,Washington:,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident- Severe Weather,900,Unknown,
77,2017,10,10/22/2017,8:45 AM,10/22/2017,2:00 PM,"5 Hours, 15 Minutes",Entergy Corp,SERC,Louisiana: Mississippi: Arkansas: Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,Unknown,
78,2017,10,10/23/2017,5:50 PM,10/24/2017,6:17 PM,"24 Hours, 27 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",440,115144,
79,2017,10,10/26/2017,8:17 AM,10/26/2017,8:41 AM,"0 Hours, 24 Minutes",Peak Reliability,WECC,Washington: Clark County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Transmission Interruption,0,0,
80,2017,10,10/26/2017,8:17 AM,10/26/2017,8:41 AM,"0 Hours, 24 Minutes",Bonneville Power Administration,WECC,Washington: Whatcom County; Montana:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Transmission Interruption,0,0,
81,2017,10,10/29/2017 11:40 PM,,11/01/2017,6:08 PM,"66 Hours, 28 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,310453,
82,2017,11,11/01/2017,3:40 PM,11/01/2017 10:00 PM,,"6 Hours, 20 Minutes",Owensboro Municipal Utilities,SERC,Kentucky: Daviess County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system- Generation Inadequacy,0,0,
83,2017,11,11/05/2017,7:35 PM,11/05/2017 11:09 PM,,"3 Hours, 34 Minutes",Ohio Edison Co,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,89216,
84,2017,11,11/13/2017,2:00 AM,11/15/2017,8:17 AM,"54 Hours, 17 Minutes",Puget Sound Energy,WECC,"Washington: Island County, King County, Kitsap County, Thurston County, Skagit County, Whatcom County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,236100,
85,2017,11,11/13/2017,4:33 PM,11/16/2017,6:00 AM,"61 Hours, 27 Minutes","Seattle City Light, Sytem Control Center",WECC,Washington: King County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",85,68430,
86,2017,12,12/04/2017,9:53 PM,,.,".. Hours,",. Minutes,Southern California Edison Co,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident- Severe Weather/Transmission California:,Interruption,540,263000
87,2017,12,12/05/2017,6:30 AM,12/06/2017 10:00 AM,,"27 Hours, 30 Minutes",Consumers Energy Co,RF,"Michigan: Oscoda County, Isabella County, Roscommon County, Ogemaw County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,117500,
88,2017,12,12/07/2017,8:00 PM,12/08/2017,5:00 PM,"21 Hours,0 Minutes",CPS Energy,TRE,Texas: Bexar County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,88000,
89,2017,12,12/08/2017,9:30 AM,12/08/2017 10:30 PM,,"13 Hours,0 Minutes",Entergy Corp,SERC,Louisiana: Mississippi:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,79000,
90,2017,12,12/08/2017 10:00 AM,,12/10/2017,8:50 PM,"58 Hours, 50 Minutes",Southern Company,SERC,Alabama: Georgia: Mississippi:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",865,301872,
91,2017,12,12/10/2017,1:25 AM,12/10/2017,2:30 AM,"1 Hours,5 Minutes",Southern California Edison Co,WECC,"California: Ventura County, Santa Barbara County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission Interruption",110,51323,
92,2017,12,12/13/2017,9:55 AM,12/13/2017,2:45 PM,"4 Hours, 50 Minutes",Long Island Power Authority,NPCC,New York: Suffolk County;,Fuel supply emergencies that could impact electric power system adequacy or reliability- Fuel Supply Deficiency,0,0,
93,2017,12,12/29/2017,7:00 AM,,.,".. Hours,",. Minutes,Upstate New York Power Producers,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability- New York: Tompkins County;,Fuel Supply Deficiency,210,Unknown
